date,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable
2003-10-31,,153100000,,74500000.0,-16600000.0,627100000,138800000,1500800000.0,88200000.0,364800000.0,621700000.0,993100000.0,,-22800000.0,,1217000000.0,0.154667,-87900000.0,,,2100000.0,1579300000.0,431200000.0,262300000.0,,928900000.0,1200000.0,,629200000.0,-12500000.0,88200000.0,227400000.0,88200000,879100000.0,176200000.0,0.154667,,29500000.0,229500000.0,-17800000.0,5600000.0,570258621.0,-482000000.0,0.0,2400000.0,73700000.0,148200000.0,1400000.0,625800000.0,226000000.0,133700000.0,,16800000.0,2600000.0,2000000.0,45500000.0,58200000.0,511100000.0,1212700000.0,,570258621.0,2429700000.0,-1000000.0,553400000.0,14300000.0,,71900000.0,10300000.0,74500000.0,74500000.0,-75400000.0,334000000.0,,,,,
2004-01-31,,141200000,,110100000.0,-14400000.0,593900000,126900000,1358300000.0,80500000.0,344900000.0,485600000.0,994800000.0,,-25800000.0,,1107900000.0,0.1408,104300000.0,,,-6300000.0,1178200000.0,313500000.0,249000000.0,62500000.0,973600000.0,-1100000.0,,629800000.0,35500000.0,80500000.0,220500000.0,80500000,872700000.0,172100000.0,0.1408,,38000000.0,138200000.0,-13300000.0,5300000.0,571732955.0,-482000000.0,0.0,-142800000.0,70800000.0,148400000.0,2500000.0,590300000.0,218000000.0,122000000.0,,192800000.0,35600000.0,2300000.0,41500000.0,0.0,512800000.0,1224000000.0,,571732955.0,2331900000.0,179500000.0,562800000.0,14300000.0,,74500000.0,18900000.0,110100000.0,110100000.0,-62200000.0,284900000.0,,,,,
2004-04-30,,103500000,,68000000.0,-16300000.0,531100000,89200000,1291000000.0,58100000.0,315900000.0,369000000.0,1000000000.0,,-25700000.0,,1083000000.0,,-27800000.0,,,9200000.0,1236000000.0,348000000.0,215200000.0,48000000.0,1085000000.0,-5900000.0,,630000000.0,30700000.0,58100000.0,225500000.0,58100000,922000000.0,170000000.0,,,43000000.0,50000000.0,-10400000.0,4700000.0,,-485000000.0,0.0,-83600000.0,122000000.0,216000000.0,-1200000.0,557000000.0,226700000.0,85200000.0,,57800000.0,-42100000.0,4100000.0,27100000.0,0.0,515000000.0,1293000000.0,,,2376000000.0,47400000.0,562000000.0,14300000.0,,110100000.0,19000000.0,68000000.0,68000000.0,-14000000.0,271000000.0,,,,,
2004-07-31,,97000000,,84000000.0,-9700000.0,496000000,82900000,1279400000.0,51900000.0,297600000.0,368200000.0,996200000.0,,-25900000.0,,1086000000.0,0.0896,26200000.0,,,-12000000.0,1236400000.0,324300000.0,198400000.0,68100000.0,1093300000.0,-400000.0,,630200000.0,-21100000.0,51900000.0,213900000.0,51900000,911200000.0,170800000.0,0.091733,,32500000.0,16500000.0,-9300000.0,5200000.0,565770349.0,-485000000.0,0.0,-54200000.0,110200000.0,213200000.0,-800000.0,578300000.0,214700000.0,78000000.0,,80200000.0,16300000.0,4700000.0,26100000.0,25900000.0,511200000.0,1286700000.0,,579241071.0,2372700000.0,70900000.0,562300000.0,14100000.0,,67700000.0,18900000.0,84000000.0,84000000.0,-12400000.0,257700000.0,,,,,
2004-10-31,,173800000,,85800000.0,-13500000.0,670100000,159000000,1360900000.0,102600000.0,400900000.0,483700000.0,992600000.0,,-25800000.0,,1276000000.0,0.1792,-75500000.0,,,-9700000.0,1340200000.0,488700000.0,269200000.0,82000000.0,1202800000.0,-1300000.0,,601100000.0,-23400000.0,102600000.0,240800000.0,102600000,877200000.0,175600000.0,0.1792,,32900000.0,56800000.0,-12200000.0,5100000.0,572544643.0,-485000000.0,0.0,-16900000.0,100500000.0,212600000.0,-1100000.0,601700000.0,241900000.0,154300000.0,,32200000.0,1800000.0,1000000.0,51700000.0,0.0,507600000.0,1287700000.0,,572544643.0,2563700000.0,20000000.0,567500000.0,14800000.0,,84000000.0,18900000.0,85800000.0,85800000.0,-4700000.0,344900000.0,,,,,
2005-01-31,,109600000,,289500000.0,26700000.0,630500000,94700000,1381000000.0,96100000.0,375300000.0,489200000.0,985500000.0,0.0,-29900000.0,,1310900000.0,0.1664,151500000.0,,,-12500000.0,1376100000.0,357100000.0,255200000.0,112600000.0,1241200000.0,30300000.0,,600800000.0,28000000.0,96100000.0,243100000.0,96100000,891800000.0,177800000.0,0.168533,,23700000.0,32500000.0,-12300000.0,5100000.0,570213608.0,-485000000.0,0.0,-53900000.0,113200000.0,193600000.0,36000000.0,573700000.0,280600000.0,166200000.0,,230900000.0,203700000.0,800000.0,70100000.0,29800000.0,500500000.0,1311300000.0,,577524038.0,2622200000.0,218600000.0,617200000.0,14900000.0,,85800000.0,18900000.0,289500000.0,289500000.0,-3400000.0,314300000.0,,,,,
2005-04-30,,94400000,,295000000.0,-19500000.0,515400000,80200000,1314000000.0,57400000.0,326200000.0,638000000.0,998000000.0,-100000.0,-29400000.0,,1317000000.0,,-63200000.0,,3800000.0,29200000.0,1415000000.0,344000000.0,189200000.0,48000000.0,1310000000.0,58400000.0,,352000000.0,-500000.0,57400000.0,247200000.0,57400000,676000000.0,192000000.0,,,33000000.0,279000000.0,-15200000.0,5600000.0,,-497000000.0,0.0,-28000000.0,132000000.0,190000000.0,900000.0,574000000.0,246000000.0,77500000.0,,52700000.0,5200000.0,4500000.0,20100000.0,0.0,501000000.0,1307000000.0,,,2624000000.0,37500000.0,616000000.0,14200000.0,,289500000.0,19000000.0,295000000.0,295000000.0,-11000000.0,311000000.0,,,,,
2005-07-31,,102000000,,265000000.0,-9000000.0,450000000,88000000,1335000000.0,13000000.0,303000000.0,645000000.0,911000000.0,,-30000000.0,,1340000000.0,0.021333,-50000000.0,,,-3000000.0,1369000000.0,321000000.0,147000000.0,75000000.0,1262000000.0,0.0,,352000000.0,-39000000.0,13000000.0,182000000.0,88000000,690000000.0,183000000.0,0.021333,,196000000.0,249000000.0,-9000000.0,5000000.0,571617187.0,-497000000.0,0.0,-54000000.0,155000000.0,323000000.0,14000000.0,488000000.0,215000000.0,132000000.0,,34000000.0,-30000000.0,6000000.0,44000000.0,94000000.0,414000000.0,1257000000.0,,577317187.0,2597000000.0,25000000.0,520000000.0,14000000.0,,295000000.0,19000000.0,265000000.0,265000000.0,-20000000.0,227000000.0,,,,,
2005-10-31,,172200000,,451900000.0,182400000.0,550400000,160200000,1191800000.0,108800000.0,357400000.0,590500000.0,914300000.0,,-29800000.0,,1483700000.0,0.187733,-84800000.0,,,-7800000.0,1478300000.0,405000000.0,193000000.0,37300000.0,1400000000.0,-700000.0,,351800000.0,-38100000.0,108800000.0,197600000.0,112100000,601300000.0,103200000.0,0.189867,,34400000.0,249700000.0,-13400000.0,4500000.0,571950000.0,-497000000.0,0.0,-28300000.0,146300000.0,171400000.0,400000.0,522500000.0,197200000.0,158900000.0,,31900000.0,187000000.0,4700000.0,46800000.0,3800000.0,417300000.0,1108100000.0,,577696875.0,2591800000.0,18500000.0,519400000.0,12000000.0,,265000000.0,18900000.0,451900000.0,451900000.0,4900000.0,299700000.0,,,,,
2006-01-31,,172000000,,366200000.0,-235300000.0,504000000,165700000,1193000000.0,120500000.0,334400000.0,591000000.0,915100000.0,0.0,-34200000.0,,1529800000.0,0.209067,52800000.0,229700000.0,,-900000.0,1530400000.0,312600000.0,169600000.0,42300000.0,1461600000.0,500000.0,,351900000.0,28100000.0,120500000.0,201100000.0,120400000,602000000.0,104000000.0,0.2112,,31600000.0,249500000.0,-11200000.0,4300000.0,572418750.0,-497000000.0,0.0,-27900000.0,146100000.0,186400000.0,32400000.0,519800000.0,168700000.0,166000000.0,,177500000.0,-85700000.0,6300000.0,45600000.0,38000000.0,418100000.0,1124800000.0,,579178125.0,2654600000.0,166300000.0,520300000.0,6300000.0,,451900000.0,18900000.0,595900000.0,366200000.0,6000000.0,261200000.0,,,,,
2006-04-30,,114600000,-158300000.0,475000000.0,57900000.0,471900000,102900000,1165000000.0,77900000.0,326200000.0,569000000.0,811000000.0,200000.0,-34000000.0,,1610000000.0,,32000000.0,160000000.0,,-21300000.0,1609000000.0,328000000.0,145700000.0,48000000.0,1563000000.0,200000.0,195000000.0,351000000.0,13000000.0,77900000.0,223700000.0,75400000,596000000.0,112000000.0,,,43000000.0,225000000.0,-19400000.0,4500000.0,,-382000000.0,7000000.0,-49800000.0,133000000.0,169000000.0,400000.0,523000000.0,223300000.0,102700000.0,,100600000.0,108700000.0,2000000.0,27300000.0,3000000.0,429000000.0,1118000000.0,,,2728000000.0,81200000.0,325000000.0,11700000.0,,366200000.0,19000000.0,635000000.0,475000000.0,18000000.0,293000000.0,,,,,
2006-07-31,,151400000,-43100000.0,219900000.0,-288000000.0,511300000,141200000,1142800000.0,93700000.0,351400000.0,562700000.0,820500000.0,,-34400000.0,,1386500000.0,0.162133,-27400000.0,186300000.0,2500000.0,-3700000.0,1639800000.0,331200000.0,159900000.0,79100000.0,1613800000.0,0.0,324300000.0,353600000.0,-19800000.0,93700000.0,212200000.0,93800000,580100000.0,97400000.0,0.162133,,21500000.0,198100000.0,-11500000.0,5900000.0,574748437.0,-382000000.0,3300000.0,-43500000.0,129100000.0,165200000.0,2000000.0,546600000.0,210200000.0,140000000.0,,76200000.0,-254900000.0,16900000.0,46200000.0,36400000.0,438500000.0,1370100000.0,,581559375.0,2756600000.0,64700000.0,442100000.0,10200000.0,16700000.0,474800000.0,18900000.0,406200000.0,219900000.0,21100000.0,249100000.0,,,,,
2006-10-31,,192600000,-69700000.0,222600000.0,-2800000.0,590300000,182100000,1175600000.0,123800000.0,385400000.0,590300000.0,809500000.0,,-34400000.0,,1556000000.0,0.213333,-98000000.0,190200000.0,1800000.0,2200000.0,1765500000.0,441700000.0,204900000.0,48500000.0,1749600000.0,0.0,324300000.0,353700000.0,-46800000.0,123800000.0,216500000.0,124300000,585300000.0,100300000.0,0.215467,,26800000.0,197200000.0,-13000000.0,5700000.0,575967187.0,-382000000.0,2400000.0,-25200000.0,131300000.0,175300000.0,13200000.0,593700000.0,203300000.0,180200000.0,,30600000.0,2700000.0,7700000.0,55900000.0,2700000.0,427500000.0,1369200000.0,,582614062.0,2925200000.0,17600000.0,442100000.0,10500000.0,65800000.0,219900000.0,18900000.0,412800000.0,222600000.0,21100000.0,341900000.0,,,,,
2007-01-31,,179900000,-133900000.0,253900000.0,-801000000.0,582100000,168800000,1941600000.0,105100000.0,387300000.0,1337700000.0,878700000.0,,-37300000.0,,1714200000.0,0.18048,39100000.0,149800000.0,1600000.0,-500000.0,1796200000.0,485200000.0,194800000.0,55000000.0,1789200000.0,0.0,664700000.0,369300000.0,22400000.0,105100000.0,223400000.0,111600000,603900000.0,108100000.0,0.1824,,45100000.0,875800000.0,-46000000.0,8100000.0,576393750.0,-382000000.0,500000.0,660500000.0,126500000.0,170600000.0,4900000.0,700600000.0,218500000.0,166300000.0,,170800000.0,31300000.0,1000000.0,54700000.0,43100000.0,496700000.0,2016600000.0,,582328125.0,3730800000.0,124800000.0,684600000.0,11100000.0,174300000.0,222600000.0,18900000.0,403700000.0,253900000.0,27000000.0,363800000.0,,,,,
2007-04-30,,120500000,-2300000.0,283000000.0,53800000.0,548700000,108300000,1978000000.0,66300000.0,362100000.0,1347000000.0,884000000.0,,-36900000.0,,1635000000.0,,1300000.0,86000000.0,2100000.0,-5000000.0,1649000000.0,404000000.0,186600000.0,270000000.0,1573000000.0,0.0,670000000.0,422000000.0,3200000.0,66300000.0,252700000.0,69100000,631000000.0,153000000.0,,,92000000.0,755000000.0,-21500000.0,14400000.0,,-378000000.0,-200000.0,-104800000.0,56000000.0,56000000.0,-1100000.0,694000000.0,253800000.0,97700000.0,,77400000.0,28900000.0,1400000.0,28600000.0,204000000.0,506000000.0,1916000000.0,,,3551000000.0,55900000.0,684000000.0,12200000.0,66200000.0,253900000.0,19000000.0,369000000.0,283000000.0,-57000000.0,118000000.0,,,,,
2007-07-31,,320200000,,179800000.0,60400000.0,739100000,307400000,1735300000.0,247300000.0,543000000.0,1075500000.0,882800000.0,-7000000.0,-37300000.0,,1415400000.0,0.164267,22700000.0,,2300000.0,-4800000.0,1670200000.0,393800000.0,196100000.0,7000000.0,1606900000.0,0.0,669000000.0,421400000.0,-28900000.0,247300000.0,237100000.0,247400000,659800000.0,185400000.0,0.164267,,41000000.0,696800000.0,-14700000.0,13100000.0,577579687.0,-378000000.0,-203700000.0,-292300000.0,53000000.0,57200000.0,2800000.0,724800000.0,235600000.0,144300000.0,,128400000.0,-103000000.0,14600000.0,48900000.0,37400000.0,504800000.0,1926800000.0,,583284375.0,3342200000.0,113700000.0,695800000.0,12800000.0,85600000.0,282800000.0,18900000.0,179800000.0,179800000.0,-54300000.0,334300000.0,,,,,
2007-10-31,,225500000,,192700000.0,-12400000.0,715600000,212600000,1796300000.0,129400000.0,470000000.0,1123100000.0,884200000.0,-15600000.0,-37400000.0,,1595200000.0,0.221867,-82900000.0,,3100000.0,9900000.0,1799500000.0,535100000.0,245600000.0,,1750000000.0,0.0,685600000.0,418200000.0,-21800000.0,129400000.0,259300000.0,129500000,673200000.0,193300000.0,0.224,,57700000.0,699100000.0,-29700000.0,14400000.0,578020312.0,-378000000.0,5500000.0,-49700000.0,61700000.0,62200000.0,3200000.0,733600000.0,257400000.0,200400000.0,,69600000.0,12900000.0,200000.0,70900000.0,0.0,506200000.0,1951100000.0,,583753125.0,3546300000.0,39900000.0,697100000.0,12900000.0,0.0,179800000.0,18900000.0,192700000.0,192700000.0,-33600000.0,424000000.0,,,,,
2008-01-31,,194300000,,136600000.0,-9600000.0,672400000,181600000,1697000000.0,116000000.0,432600000.0,1007600000.0,880100000.0,-99400000.0,-245600000.0,,1443900000.0,0.200533,59100000.0,,2100000.0,9500000.0,1832200000.0,473100000.0,239800000.0,15000000.0,1694600000.0,0.0,684100000.0,417300000.0,49600000.0,116000000.0,250900000.0,115900000,689400000.0,202400000.0,0.200533,,75600000.0,597000000.0,-10100000.0,11000000.0,575793750.0,-378000000.0,205100000.0,-245000000.0,69700000.0,63000000.0,1200000.0,682500000.0,251000000.0,172500000.0,,199300000.0,-56100000.0,-2000000.0,56600000.0,41500000.0,502100000.0,1947700000.0,,581128125.0,3391600000.0,189200000.0,698500000.0,12700000.0,0.0,192700000.0,18900000.0,136600000.0,136600000.0,-23800000.0,354100000.0,,,,,
2008-04-30,,148900000,,119000000.0,-10400000.0,606900000,135300000,1680000000.0,99300000.0,401400000.0,984000000.0,907000000.0,-101000000.0,-41700000.0,,1456000000.0,,31100000.0,,2500000.0,-9600000.0,1931000000.0,453000000.0,205500000.0,15000000.0,1725000000.0,0.0,688000000.0,417000000.0,-1900000.0,99300000.0,259700000.0,99300000,696000000.0,190000000.0,,,97000000.0,589000000.0,-11500000.0,10400000.0,,-406000000.0,3100000.0,-149000000.0,89000000.0,61000000.0,-5200000.0,685000000.0,266100000.0,126800000.0,,136700000.0,-17800000.0,-1800000.0,27500000.0,0.0,501000000.0,1949000000.0,,,3405000000.0,125200000.0,699000000.0,13600000.0,400000.0,136600000.0,19000000.0,119000000.0,119000000.0,5000000.0,380000000.0,,,,,
2008-07-31,,330100000,,160200000.0,-14200000.0,790000000,316800000,1697900000.0,264400000.0,557000000.0,1025800000.0,911700000.0,-3700000.0,-41100000.0,,1494400000.0,0.155733,-11100000.0,,24900000.0,-10600000.0,1934300000.0,428800000.0,233000000.0,61100000.0,1751000000.0,0.0,688100000.0,416700000.0,-46900000.0,264400000.0,241300000.0,264400000,672100000.0,173500000.0,0.155733,,94100000.0,580700000.0,-14200000.0,9200000.0,564764062.0,-406000000.0,2700000.0,-52400000.0,81900000.0,63100000.0,2400000.0,709000000.0,240200000.0,133100000.0,,104700000.0,41300000.0,,44900000.0,41000000.0,505700000.0,1954500000.0,,569760937.0,3448900000.0,90500000.0,697600000.0,13300000.0,,118900000.0,18900000.0,160200000.0,160200000.0,26800000.0,343000000.0,,,,,
2008-10-31,,235000000,,326800000.0,-14000000.0,737900000,221700000,1868400000.0,143200000.0,466700000.0,1166300000.0,892100000.0,-800000.0,-41100000.0,,1773000000.0,0.250667,-158100000.0,,2100000.0,7500000.0,2072900000.0,534400000.0,271200000.0,8300000.0,1812200000.0,0.0,671700000.0,412300000.0,,143200000.0,249900000.0,143200000,702100000.0,184200000.0,0.253333,,126500000.0,787100000.0,-14000000.0,9600000.0,564978750.0,-406000000.0,700000.0,187300000.0,105600000.0,62200000.0,6200000.0,683000000.0,245000000.0,213800000.0,,11500000.0,166600000.0,,70600000.0,0.0,486100000.0,1907600000.0,,569355000.0,3680600000.0,-2500000.0,687600000.0,13300000.0,,160200000.0,23400000.0,326800000.0,326800000.0,-57100000.0,370900000.0,,,,,
2009-01-31,,190700000,,334700000.0,5400000.0,592400000,177200000,1688200000.0,123400000.0,370600000.0,746000000.0,885500000.0,-23900000.0,-43400000.0,,1594500000.0,0.216,103500000.0,,1600000.0,4900000.0,2109600000.0,413500000.0,221800000.0,6000000.0,1811600000.0,16800000.0,673200000.0,660600000.0,,123400000.0,200100000.0,123400000,942200000.0,173200000.0,0.218667,,100800000.0,397200000.0,-11400000.0,9400000.0,564540000.0,-406000000.0,-900000.0,-219900000.0,108400000.0,66200000.0,8000000.0,643200000.0,193400000.0,169100000.0,,226700000.0,7900000.0,,45700000.0,43300000.0,479500000.0,1905300000.0,,568072500.0,3499800000.0,215300000.0,686400000.0,13500000.0,,326800000.0,23400000.0,334700000.0,334700000.0,-73000000.0,299500000.0,,,,,
2009-04-30,,142300000,,340000000.0,-14200000.0,536800000,121400000,1659000000.0,80200000.0,358900000.0,836000000.0,925000000.0,-12600000.0,-43400000.0,,1574000000.0,,45700000.0,,400000.0,10200000.0,2189000000.0,367000000.0,177900000.0,,1816000000.0,12000000.0,675000000.0,509000000.0,,80200000.0,239700000.0,80200000,823000000.0,59000000.0,,,110000000.0,490000000.0,-14400000.0,8800000.0,,-442000000.0,1500000.0,-131000000.0,80000000.0,57000000.0,0.0,652000000.0,237500000.0,113900000.0,,148100000.0,5200000.0,,33700000.0,20000000.0,483000000.0,1901000000.0,,,3475000000.0,133700000.0,686000000.0,14900000.0,,334700000.0,24000000.0,340000000.0,340000000.0,-137000000.0,326000000.0,,,,,
2009-07-31,1900000.0,193300000,,286500000.0,-8000000.0,737900000,359100000,1641200000.0,121400000.0,380100000.0,811100000.0,,-51100000.0,-43200000.0,,1540000000.0,0.216,-15000000.0,,1900000.0,-4900000.0,2224600000.0,392600000.0,190700000.0,24000000.0,1803000000.0,-1200000.0,678200000.0,509100000.0,,121400000.0,193200000.0,121400000,830100000.0,226000000.0,0.216,-84100000.0,175500000.0,406200000.0,-6800000.0,7100000.0,561015000.0,,700000.0,-177700000.0,95000000.0,59000000.0,0.0,685400000.0,188100000.0,184900000.0,,117800000.0,-53600000.0,,63500000.0,39100000.0,479700000.0,1904200000.0,,563516250.0,3444200000.0,111000000.0,687300000.0,14400000.0,,340100000.0,23400000.0,286500000.0,286500000.0,-132700000.0,323000000.0,,,,,
2009-10-31,2000000.0,226900000,,289300000.0,-6200000.0,892900000,419700000,1710800000.0,147300000.0,443000000.0,869800000.0,,-87900000.0,-42600000.0,,1684400000.0,0.264,-88200000.0,,2000000.0,12700000.0,2372000000.0,519100000.0,255800000.0,6100000.0,1874200000.0,-600000.0,682500000.0,508500000.0,,147300000.0,217200000.0,147300000,841000000.0,58100000.0,0.264,47800000.0,185800000.0,454700000.0,-5600000.0,7400000.0,554970000.0,,-200000.0,-82900000.0,105200000.0,55600000.0,0.0,690200000.0,217400000.0,218200000.0,,87900000.0,2800000.0,,70900000.0,22900000.0,473900000.0,1900600000.0,,557602500.0,3585000000.0,82300000.0,688600000.0,14200000.0,,286500000.0,23400000.0,289300000.0,289300000.0,-122800000.0,392200000.0,,,,,
2010-01-31,1900000.0,175200000,,241700000.0,-5200000.0,637400000,173900000,1536500000.0,107900000.0,410900000.0,684000000.0,,-18500000.0,-44000000.0,,1548400000.0,0.194667,57500000.0,,1900000.0,24700000.0,2391800000.0,454000000.0,226500000.0,4800000.0,1881800000.0,-400000.0,677600000.0,508300000.0,,107900000.0,223500000.0,107900000,852500000.0,63000000.0,0.194667,-196700000.0,194400000.0,258400000.0,-4800000.0,7100000.0,550342500.0,,-1300000.0,-260500000.0,109800000.0,55200000.0,0.0,658300000.0,237000000.0,166800000.0,,218800000.0,-47600000.0,,58900000.0,20100000.0,464200000.0,1869900000.0,,553282500.0,3418300000.0,214000000.0,672900000.0,15200000.0,,289300000.0,23400000.0,241700000.0,241700000.0,-117100000.0,361400000.0,,,,,
2010-04-30,2200000.0,134800000,,232000000.0,-15600000.0,562000000,125500000,1488000000.0,72500000.0,377000000.0,546000000.0,944000000.0,-500000.0,-44200000.0,,1527000000.0,,52700000.0,,-600000.0,-21500000.0,2464000000.0,418000000.0,185000000.0,4000000.0,1895000000.0,0.0,666000000.0,508000000.0,,72500000.0,255100000.0,72500000,942000000.0,69000000.0,,-69000000.0,226000000.0,191000000.0,-17600000.0,7400000.0,,-476000000.0,0.0,-115900000.0,82000000.0,42000000.0,0.0,651000000.0,251500000.0,112200000.0,,120500000.0,-9600000.0,,39700000.0,0.0,468000000.0,1856000000.0,,,3383000000.0,102900000.0,669000000.0,15200000.0,,241700000.0,24000000.0,232000000.0,232000000.0,-176000000.0,342000000.0,,,,,
2010-07-31,1700000.0,174000000,,260800000.0,3500000.0,569400000,172700000,1515000000.0,111400000.0,378800000.0,607700000.0,,-47800000.0,-44000000.0,,1544500000.0,0.202667,-30000000.0,,1700000.0,700000.0,2487900000.0,411600000.0,190600000.0,28900000.0,1866900000.0,-600000.0,664900000.0,508800000.0,,111400000.0,208200000.0,111400000,907300000.0,58900000.0,0.202667,,200200000.0,208800000.0,-6900000.0,6700000.0,549637500.0,,3100000.0,-67400000.0,81000000.0,52900000.0,0.0,671900000.0,206100000.0,166500000.0,,96600000.0,29200000.0,,55100000.0,41200000.0,451800000.0,1837400000.0,,552693750.0,3381900000.0,89700000.0,667800000.0,14500000.0,,231600000.0,23400000.0,260800000.0,260800000.0,-184900000.0,313800000.0,,,,,
2010-10-31,2200000.0,249800000,,155700000.0,-7800000.0,905700000,442300000,1464700000.0,154000000.0,458800000.0,542500000.0,,-58800000.0,-43900000.0,,1603700000.0,0.28,-98900000.0,,2200000.0,9500000.0,2641900000.0,544000000.0,239600000.0,19500000.0,1975400000.0,0.0,669300000.0,508500000.0,,154000000.0,226400000.0,154000000,922200000.0,63600000.0,0.282667,,164400000.0,132100000.0,-8900000.0,6700000.0,546183750.0,,1400000.0,-183800000.0,96100000.0,36500000.0,0.0,698900000.0,223800000.0,228900000.0,,81200000.0,-105100000.0,,74900000.0,0.0,449500000.0,1836400000.0,,549390000.0,3440100000.0,72300000.0,669400000.0,14200000.0,,260800000.0,23400000.0,155700000.0,155700000.0,-173700000.0,,,,,,
2011-01-31,2100000.0,240300000,,278600000.0,-12500000.0,708000000,223100000,1488000000.0,140600000.0,463500000.0,545600000.0,,-11700000.0,-191600000.0,3700000.0,1526500000.0,0.256,9400000.0,,2100000.0,55300000.0,2464400000.0,418000000.0,244500000.0,,1895000000.0,-1100000.0,666500000.0,507900000.0,,140700000.0,239100000.0,140700000,942400000.0,68900000.0,0.258667,57600000.0,184100000.0,190400000.0,-12500000.0,7500000.0,543978750.0,,500000.0,-87200000.0,82200000.0,41600000.0,2400000.0,650600000.0,240400000.0,218600000.0,,221700000.0,122900000.0,,77900000.0,0.0,467800000.0,1856500000.0,,547650000.0,3383000000.0,209200000.0,669600000.0,14200000.0,,155700000.0,23400000.0,231600000.0,231600000.0,-176300000.0,342400000.0,,,,,
2011-04-30,3000000.0,236300000,,567000000.0,219800000.0,610200000,231600000,1652000000.0,166300000.0,422900000.0,707000000.0,843000000.0,-17700000.0,-46500000.0,32000000.0,1976000000.0,,17500000.0,,3000000.0,-33500000.0,2710000000.0,496000000.0,187300000.0,280000000.0,2060000000.0,231000000.0,625000000.0,504000000.0,,165900000.0,266100000.0,165900000,945000000.0,88000000.0,,-188900000.0,218000000.0,255000000.0,-14100000.0,8100000.0,,-450000000.0,-800000.0,-67600000.0,150000000.0,36000000.0,0.0,647000000.0,191300000.0,215100000.0,,127500000.0,288000000.0,,49200000.0,32000000.0,393000000.0,1736000000.0,,,3712000000.0,113400000.0,670000000.0,13100000.0,,278600000.0,24000000.0,567000000.0,567000000.0,-131000000.0,126000000.0,,,,,
2011-07-31,2200000.0,187200000,,552500000.0,-13700000.0,840300000,185900000,1679000000.0,118100000.0,420300000.0,766900000.0,,-18400000.0,-46400000.0,,2011600000.0,0.216,-66500000.0,,118100000.0,-2800000.0,2735400000.0,523300000.0,420000000.0,51800000.0,2070200000.0,-500000.0,623200000.0,505100000.0,,118100000.0,229800000.0,118100000,912100000.0,77200000.0,0.216,1100000.0,250300000.0,254400000.0,-6200000.0,7900000.0,543105000.0,,2600000.0,-61100000.0,153600000.0,51900000.0,-14200000.0,685500000.0,234400000.0,178800000.0,-7000000.0,64000000.0,-14600000.0,,60700000.0,62200000.0,388000000.0,1737600000.0,,547001250.0,3749200000.0,57800000.0,674500000.0,13000000.0,,567100000.0,23400000.0,552500000.0,552500000.0,-132000000.0,404000000.0,,,,,
