date,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments
2004-03-31,503200000.0,201600000.0,-246000000.0,61800000.0,1042600000.0,0.0,-1647700000.0,1048600000.0,1774800000.0,2444300000.0,9700000.0,,329600000.0,389000000.0,-130200000.0,,137000000.0,385100000.0,9356800000.0,466500000.0,401900000.0,0.455,13111400000.0,,17779200000.0,544400000.0,83600000.0,,239000000.0,2712000000.0,140700000.0,3012400000.0,166200000.0,239000000.0,369200000.0,203700000.0,11081500000,,,577900000,239000000.0,-1504500000.0,437200000,,245000000.0,826200000.0,11340300000.0,-77900000.0,4667800000.0,-12100000.0,-16800000.0,3958700000.0,11004500000.0,,-81800000.0,98200000.0,1712200000.0,6438900000.0,-687500000.0,,10255300000.0,342800000.0,1679400000.0,,4673100000.0,248100000,248100000.0,248300000.0,0.0,,7381600000.0,925100000.0,0.4875,,,,
2004-06-30,513600000.0,416400000.0,-274000000.0,70300000.0,1027700000.0,0.0,-1751300000.0,-478300000.0,1856100000.0,2642300000.0,6800000.0,,860300000.0,428500000.0,91200000.0,,337400000.0,970100000.0,9663400000.0,28200000.0,522500000.0,1.14,13428500000.0,,18557300000.0,554400000.0,586300000.0,,330200000.0,2737400000.0,159300000.0,3142500000.0,27700000.0,330200000.0,239000000.0,205600000.0,13807600000,,,1192900000,330200000.0,-287600000.0,1033600000,,629600000.0,1462100000.0,11820100000.0,,5128800000.0,-223600000.0,-20300000.0,4701900000.0,11414700000.0,,-147000000.0,128400000.0,2322600000.0,6737200000.0,-20300000.0,,12345500000.0,620500000.0,1941100000.0,,4145700000.0,632700000,632700000.0,269200000.0,0.0,,7118200000.0,1107800000.0,1.225,,,,
2004-09-30,511400000.0,412800000.0,-300700000.0,63500000.0,1038600000.0,0.0,-1867000000.0,-23800000.0,1932600000.0,2737000000.0,16900000.0,,689500000.0,427600000.0,350600000.0,,218400000.0,652900000.0,9903400000.0,22600000.0,425200000.0,0.785,13676000000.0,,19437500000.0,552600000.0,388800000.0,,680800000.0,2734000000.0,163700000.0,3364800000.0,77400000.0,680800000.0,330200000.0,208800000.0,14339300000,,,863200000,680800000.0,-324100000.0,699500000,,431300000.0,1127100000.0,12215300000.0,,5761500000.0,-9500000.0,-20500000.0,5028000000.0,11770400000.0,,87600000.0,109000000.0,2734800000.0,7222200000.0,-44100000.0,,13212200000.0,825200000.0,2138200000.0,,4164200000.0,434500000,434500000.0,263900000.0,0.0,,7187300000.0,1082400000.0,0.845,,,,
2004-12-31,,411600000.0,-470800000.0,64100000.0,1097900000.0,0.0,-1978200000.0,-339200000.0,2011200000.0,2317800000.0,-42800000.0,,1077800000.0,456100000.0,182800000.0,,213500000.0,702000000.0,10317400000.0,23400000.0,639300000.0,,14127200000.0,,19391600000.0,,607000000.0,,863600000.0,2711900000.0,154700000.0,2963400000.0,228700000.0,863600000.0,680800000.0,210700000.0,15389500000,,,963600000,863600000.0,-569000000.0,808900000,,484700000.0,1265000000.0,11593600000.0,31200000.0,5264400000.0,-72200000.0,-21800000.0,4533500000.0,12295600000.0,,343800000.0,9200000.0,3199600000.0,7798000000.0,-155700000.0,,14124500000.0,519200000.0,1838700000.0,,3893300000.0,487800000,487800000.0,302100000.0,0.0,,7060100000.0,1147700000.0,,,,,
2005-03-31,512000000.0,435000000.0,-338000000.0,63000000.0,1169000000.0,0.0,-2095000000.0,-444000000.0,1974000000.0,2801000000.0,7000000.0,,797000000.0,443800000.0,-178000000.0,,256000000.0,790000000.0,10585000000.0,33000000.0,508000000.0,0.96,14458000000.0,,20314000000.0,556000000.0,459000000.0,,686000000.0,2704000000.0,186000000.0,3914000000.0,33000000.0,686000000.0,864000000.0,193000000.0,14952800000,,,1032000000,686000000.0,-529000000.0,846000000,,529800000.0,1289800000.0,12323000000.0,-11000000.0,5856000000.0,-177000000.0,-22000000.0,5547000000.0,12680000000.0,,-14000000.0,102000000.0,3709000000.0,7991000000.0,-191000000.0,,13663000000.0,690000000.0,2153000000.0,,3576000000.0,533800000,533800000.0,258000000.0,0.0,,6776000000.0,1192000000.0,1.035,,,,
2005-06-30,514000000.0,236000000.0,-438000000.0,61000000.0,1176000000.0,0.0,-2208000000.0,-210000000.0,2053000000.0,3088000000.0,-3000000.0,,966000000.0,472800000.0,263000000.0,,394000000.0,1241000000.0,10839000000.0,23000000.0,692000000.0,1.53,14743000000.0,,21641000000.0,554000000.0,528000000.0,,949000000.0,2728000000.0,197000000.0,4382000000.0,88000000.0,949000000.0,686000000.0,160000000.0,18031800000,,,1502000000,949000000.0,-490000000.0,1305000000,,842800000.0,1777800000.0,12742000000.0,-27000000.0,6898000000.0,-6000000.0,-26000000.0,5900000000.0,13047000000.0,,-157000000.0,85000000.0,4526000000.0,8899000000.0,8000000.0,,16254000000.0,590000000.0,2640000000.0,,3607000000.0,846800000,846800000.0,276000000.0,0.0,,6842000000.0,1148000000.0,1.64,,,,
2005-09-30,552000000.0,269000000.0,-513000000.0,67000000.0,1240000000.0,-3000000.0,-2359000000.0,650000000.0,3420000000.0,4475000000.0,24000000.0,,2082000000.0,561800000.0,-212000000.0,,406000000.0,1268000000.0,17152000000.0,90000000.0,765000000.0,1.47,23662000000.0,,32774000000.0,588000000.0,1569000000.0,,737000000.0,5270000000.0,232000000.0,5969000000.0,149000000.0,737000000.0,949000000.0,79000000.0,23282800000,,,1543000000,737000000.0,-2950000000.0,1311000000,,857800000.0,1872800000.0,18980000000.0,-24000000.0,9112000000.0,-5000000.0,-27000000.0,7987000000.0,19511000000.0,,1160000000.0,-153000000.0,5359000000.0,13794000000.0,-124000000.0,,21410000000.0,984000000.0,3553000000.0,,6109000000.0,861800000,861800000.0,330000000.0,0.0,,10993000000.0,1464000000.0,1.555,,,,
2005-12-31,,222000000.0,-844000000.0,75000000.0,1372000000.0,1000000.0,-2532000000.0,-1327000000.0,3615000000.0,4039000000.0,66000000.0,,1954000000.0,624800000.0,-301000000.0,,641000000.0,1988000000.0,17856000000.0,81000000.0,634000000.0,,24452000000.0,,32728000000.0,,1110000000.0,,436000000.0,5224000000.0,260000000.0,5563000000.0,335000000.0,436000000.0,737000000.0,74000000.0,25893800000,,,2257000000,436000000.0,-931000000.0,1997000000,,1345800000.0,2621800000.0,17678000000.0,83000000.0,8276000000.0,-383000000.0,-31000000.0,7305000000.0,20388000000.0,,93000000.0,221000000.0,6673000000.0,15050000000.0,-192000000.0,,23272000000.0,581000000.0,3564000000.0,,5109000000.0,1346800000,1346800000.0,365000000.0,0.0,,10373000000.0,1602000000.0,,,,,
2006-03-31,619000000.0,3000000.0,-775000000.0,59000000.0,1485000000.0,89000000.0,-2707000000.0,-727000000.0,3756000000.0,4381000000.0,12000000.0,,1740000000.0,599800000.0,0.0,,437000000.0,1286000000.0,18424000000.0,32000000.0,604000000.0,1.32,25122000000.0,,33303000000.0,644000000.0,965000000.0,,436000000.0,289000000.0,260000000.0,6167000000.0,323000000.0,436000000.0,436000000.0,59000000.0,20940800000,,,1593000000,436000000.0,-1013000000.0,1333000000,,847800000.0,1932800000.0,17905000000.0,,8181000000.0,-590000000.0,-38000000.0,7444000000.0,21131000000.0,,488000000.0,120000000.0,7484000000.0,15398000000.0,-188000000.0,4924000000.0,19008000000.0,394000000.0,3115000000.0,,5089000000.0,848800000,848800000.0,340000000.0,0.0,,10461000000.0,1570000000.0,1.37,,,,
2006-06-30,611000000.0,275000000.0,-813000000.0,46000000.0,1758000000.0,-13000000.0,-2905000000.0,-566000000.0,4152000000.0,4626000000.0,5000000.0,,2083000000.0,667800000.0,501000000.0,,926000000.0,2823000000.0,19988000000.0,33000000.0,1155000000.0,2.98,26350000000.0,,36524000000.0,636000000.0,1270000000.0,,937000000.0,293000000.0,293000000.0,6902000000.0,403000000.0,937000000.0,436000000.0,59000000.0,26780800000,,,3157000000,937000000.0,-1020000000.0,2864000000,,1895800000.0,3531800000.0,19760000000.0,,10174000000.0,-597000000.0,-49000000.0,9107000000.0,22893000000.0,,-132000000.0,-4000000.0,9331000000.0,16764000000.0,-181000000.0,4311000000.0,23249000000.0,464000000.0,4234000000.0,,4868000000.0,1896800000,1896800000.0,375000000.0,0.0,,10653000000.0,1588000000.0,3.1,,,,
2006-09-30,609000000.0,238000000.0,-743000000.0,46000000.0,1775000000.0,26000000.0,-3102000000.0,-704000000.0,4161000000.0,4666000000.0,156000000.0,,1273000000.0,637800000.0,92000000.0,,836000000.0,2439000000.0,20564000000.0,38000000.0,726000000.0,2.55,26911000000.0,,36642000000.0,628000000.0,530000000.0,,1029000000.0,309000000.0,294000000.0,6144000000.0,431000000.0,1029000000.0,937000000.0,6000000.0,24318800000,,,2627000000,1029000000.0,-479000000.0,2333000000,,1602800000.0,2970800000.0,18601000000.0,-66000000.0,9731000000.0,-631000000.0,-49000000.0,8037000000.0,23666000000.0,,-485000000.0,59000000.0,10885000000.0,17815000000.0,289000000.0,4263000000.0,21348000000.0,548000000.0,3605000000.0,,4815000000.0,1602800000,1602800000.0,344000000.0,0.0,,10564000000.0,1506000000.0,2.63,,,,
2006-12-31,,476000000.0,-856000000.0,59000000.0,1381000000.0,41000000.0,-3279000000.0,-191000000.0,4047000000.0,4430000000.0,223000000.0,,1216000000.0,649800000.0,561000000.0,,527000000.0,1641000000.0,21098000000.0,19000000.0,609000000.0,,26993000000.0,,37753000000.0,,360000000.0,,1590000000.0,303000000.0,308000000.0,6864000000.0,265000000.0,1590000000.0,1029000000.0,6000000.0,19791800000,,,1788000000,1590000000.0,-459000000.0,1480000000,,1113800000.0,2129800000.0,19148000000.0,146000000.0,10760000000.0,-202000000.0,-48000000.0,8822000000.0,24377000000.0,,-278000000.0,115000000.0,11951000000.0,18605000000.0,-529000000.0,4211000000.0,17662000000.0,510000000.0,4389000000.0,219000000.0,4576000000.0,1113800000,1113800000.0,342000000.0,0.0,,10326000000.0,1622000000.0,,,,,
2007-03-31,599000000.0,297000000.0,-551000000.0,59000000.0,1396000000.0,63000000.0,-3499000000.0,-1060000000.0,4048000000.0,4835000000.0,5000000.0,,1886000000.0,454000000.0,106000000.0,,567000000.0,1711000000.0,21294000000.0,37000000.0,1011000000.0,1.86,27192000000.0,,38187000000.0,615000000.0,1335000000.0,,1696000000.0,293000000.0,334000000.0,6970000000.0,233000000.0,1696000000.0,1590000000.0,6000000.0,19502000000,,,2099000000,1696000000.0,-723000000.0,1765000000,,948000000.0,2219000000.0,19457000000.0,26000000.0,10995000000.0,-904000000.0,-73000000.0,9034000000.0,24793000000.0,,338000000.0,44000000.0,13022000000.0,18730000000.0,-122000000.0,4209000000.0,17283000000.0,465000000.0,4173000000.0,-402000000.0,4649000000.0,948000000,948000000.0,316000000.0,0.0,,10423000000.0,1726000000.0,1.91,,,,
2007-06-30,563000000.0,66000000.0,-491000000.0,83000000.0,1613000000.0,131000000.0,-3667000000.0,-1123000000.0,4146000000.0,4578000000.0,7000000.0,,2465000000.0,511000000.0,640000000.0,,1055000000.0,3117000000.0,20785000000.0,74000000.0,1178000000.0,3.89,26783000000.0,,40350000000.0,578000000.0,1974000000.0,,2336000000.0,293000000.0,341000000.0,7348000000.0,335000000.0,2336000000.0,1696000000.0,6000000.0,23999000000,,,3534000000,2336000000.0,-728000000.0,3193000000,,2046000000.0,3704000000.0,22235000000.0,20000000.0,13567000000.0,-3277000000.0,-66000000.0,9465000000.0,24452000000.0,,-254000000.0,109000000.0,15204000000.0,18115000000.0,3000000.0,4092000000.0,20295000000.0,536000000.0,4693000000.0,-236000000.0,6855000000.0,1859000000,2046000000.0,377000000.0,1613000000.0,,12770000000.0,1769000000.0,3.99,,,,
2007-09-30,551000000.0,60000000.0,-511000000.0,123000000.0,1624000000.0,14000000.0,-3853000000.0,-603000000.0,3941000000.0,4616000000.0,145000000.0,,-345000000.0,478000000.0,773000000.0,,342000000.0,1190000000.0,21224000000.0,19000000.0,1106000000.0,2.09,27207000000.0,,41861000000.0,564000000.0,-856000000.0,,3109000000.0,298000000.0,344000000.0,8145000000.0,491000000.0,3109000000.0,2336000000.0,6000000.0,23492000000,,3000000.0,1512000000,3109000000.0,1719000000.0,1168000000,,1067000000.0,1646000000.0,22893000000.0,12000000.0,14654000000.0,-570000000.0,-66000000.0,10242000000.0,25077000000.0,,-920000000.0,-228000000.0,16413000000.0,18968000000.0,-201000000.0,4061000000.0,21846000000.0,608000000.0,6463000000.0,-57000000.0,6854000000.0,641000000,1067000000.0,342000000.0,0.0,,12651000000.0,1856000000.0,2.31,,,,
2007-12-31,,392000000.0,-707000000.0,202000000.0,1870000000.0,79000000.0,-4078000000.0,-1045000000.0,4021000000.0,4184000000.0,10000000.0,,1252000000.0,1317000000.0,-645000000.0,,232000000.0,799000000.0,21709000000.0,29000000.0,1131000000.0,,27930000000.0,,42722000000.0,,545000000.0,,2464000000.0,290000000.0,357000000.0,9596000000.0,573000000.0,2464000000.0,3109000000.0,6000000.0,29277000000,,3000000.0,1242000000,2464000000.0,-850000000.0,884000000,,1173000000.0,2201000000.0,24215000000.0,32000000.0,14792000000.0,-1037000000.0,-66000000.0,11914000000.0,25787000000.0,,352000000.0,-56000000.0,16914000000.0,18507000000.0,-198000000.0,4061000000.0,27076000000.0,502000000.0,7691000000.0,446000000.0,6470000000.0,1173000000,1173000000.0,353000000.0,0.0,,12301000000.0,1810000000.0,,,,,
2008-03-31,532000000.0,3000000.0,-537000000.0,97000000.0,1836000000.0,8000000.0,-4305000000.0,-941000000.0,4008000000.0,4643000000.0,20000000.0,,628000000.0,690000000.0,-1033000000.0,,134000000.0,395000000.0,21984000000.0,7000000.0,736000000.0,0.48,28155000000.0,,40669000000.0,541000000.0,91000000.0,,1431000000.0,275000000.0,367000000.0,8635000000.0,432000000.0,1431000000.0,2464000000.0,6000000.0,27945000000,,,839000000,1431000000.0,-716000000.0,472000000,,261000000.0,1162000000.0,22437000000.0,3000000.0,12514000000.0,-518000000.0,-64000000.0,10157000000.0,26289000000.0,,-11000000.0,8000000.0,17110000000.0,18232000000.0,-103000000.0,4060000000.0,26783000000.0,490000000.0,6009000000.0,-469000000.0,6471000000.0,261000000,261000000.0,323000000.0,0.0,,12280000000.0,1801000000.0,0.49,,,,
2008-06-30,526000000.0,212000000.0,-641000000.0,83000000.0,1822000000.0,3000000.0,-4493000000.0,-254000000.0,4085000000.0,4904000000.0,15000000.0,,1174000000.0,676000000.0,213000000.0,,356000000.0,1090000000.0,22275000000.0,4000000.0,979000000.0,1.37,28404000000.0,,43656000000.0,534000000.0,533000000.0,,1644000000.0,268000000.0,369000000.0,10963000000.0,427000000.0,1644000000.0,1431000000.0,6000000.0,36640000000,,,1527000000,1644000000.0,-704000000.0,1158000000,,734000000.0,1834000000.0,24976000000.0,-28000000.0,15252000000.0,-182000000.0,-79000000.0,12848000000.0,26768000000.0,,200000000.0,-101000000.0,17765000000.0,18680000000.0,-83000000.0,4039000000.0,34806000000.0,447000000.0,7721000000.0,-396000000.0,6263000000.0,734000000,734000000.0,307000000.0,335000000.0,,12128000000.0,1780000000.0,1.4,,,,
2008-09-30,522000000.0,211000000.0,-673000000.0,81000000.0,1929000000.0,2000000.0,-4711000000.0,-147000000.0,4271000000.0,4859000000.0,341000000.0,,1675000000.0,435000000.0,1123000000.0,,643000000.0,1795000000.0,22743000000.0,3000000.0,780000000.0,2.18,28981000000.0,,43807000000.0,529000000.0,1002000000.0,,2767000000.0,252000000.0,370000000.0,9921000000.0,400000000.0,2767000000.0,1644000000.0,6000000.0,35960000000,,-1000000.0,2210000000,2767000000.0,-389000000.0,1840000000,,1152000000.0,2275000000.0,24093000000.0,-87000000.0,14826000000.0,-74000000.0,-78000000.0,11770000000.0,27454000000.0,,192000000.0,353000000.0,18839000000.0,19714000000.0,-93000000.0,4057000000.0,33685000000.0,492000000.0,6581000000.0,23000000.0,6264000000.0,1152000000,1152000000.0,370000000.0,0.0,,12323000000.0,1788000000.0,2.21,,,,
2008-12-31,,312000000.0,-939000000.0,190000000.0,1530000000.0,-8000000.0,-4890000000.0,-265000000.0,4163000000.0,4637000000.0,-4027000000.0,,-485000000.0,4766000000.0,-1827000000.0,,334000000.0,-2944000000.0,23213000000.0,2000000.0,592000000.0,,24967000000.0,,34417000000.0,,-1424000000.0,,940000000.0,224000000.0,370000000.0,4446000000.0,-176000000.0,940000000.0,2767000000.0,6000000.0,18569000000,,,-2537000000,940000000.0,-1053000000.0,-2907000000,,-3278000000.0,1859000000.0,18797000000.0,3859000000.0,9450000000.0,-181000000.0,-78000000.0,6209000000.0,28103000000.0,,-2156000000.0,415000000.0,15484000000.0,15620000000.0,-136000000.0,,16710000000.0,374000000.0,2897000000.0,137000000.0,6264000000.0,-3278000000,-3278000000.0,327000000.0,0.0,,12588000000.0,2161000000.0,,,,,
2009-03-31,514000000.0,312000000.0,-735000000.0,79000000.0,0.0,-1000000.0,-5112000000.0,914000000.0,4289000000.0,4669000000.0,-1000000.0,,781000000.0,692000000.0,775000000.0,-13000000.0,118000000.0,427000000.0,23532000000.0,1000000.0,0.0,0.59,25308000000.0,,35776000000.0,519000000.0,46000000.0,,1715000000.0,213000000.0,378000000.0,4539000000.0,-237000000.0,1715000000.0,940000000.0,6000000.0,13824000000,12000000.0,,884000000,1715000000.0,-909000000.0,507000000,231000000.0,309000000.0,1199000000.0,19973000000.0,12000000.0,10468000000.0,,-77000000.0,6237000000.0,28644000000.0,2000000.0,-87000000.0,169000000.0,15715000000.0,15803000000.0,-161000000.0,,12625000000.0,378000000.0,3156000000.0,-50000000.0,,309000000,309000000.0,314000000.0,0.0,-7000000.0,13736000000.0,2183000000.0,0.6,,,,
2009-06-30,525000000.0,137000000.0,-616000000.0,82000000.0,0.0,0.0,-5404000000.0,514000000.0,4105000000.0,4561000000.0,-24000000.0,,626000000.0,684000000.0,-92000000.0,-572000000.0,-169000000.0,-423000000.0,24284000000.0,802000000.0,0.0,-0.48,26048000000.0,,37221000000.0,525000000.0,10000000.0,,1623000000.0,221000000.0,389000000.0,5840000000.0,-115000000.0,1623000000.0,1715000000.0,7000000.0,17925000000,11000000.0,,48000000,1623000000.0,-1265000000.0,-317000000,1361000000.0,-254000000.0,367000000.0,20814000000.0,11000000.0,11173000000.0,,-78000000.0,7324000000.0,29688000000.0,36000000.0,774000000.0,-294000000.0,15384000000.0,16407000000.0,-85000000.0,,17558000000.0,350000000.0,4217000000.0,222000000.0,,-254000000,-254000000.0,295000000.0,0.0,-210000000.0,13490000000.0,2154000000.0,-0.48,,,,
2009-09-30,561000000.0,213000000.0,-469000000.0,130000000.0,0.0,785000000.0,-5632000000.0,-85000000.0,3872000000.0,4576000000.0,-408000000.0,,533000000.0,738000000.0,-18000000.0,0.0,-185000000.0,-814000000.0,24231000000.0,3000000.0,0.0,-1.12,25940000000.0,,36805000000.0,561000000.0,64000000.0,,1605000000.0,229000000.0,389000000.0,5756000000.0,68000000.0,1605000000.0,1623000000.0,7000000.0,19489000000,12000000.0,,-295000000,1605000000.0,-509000000.0,-276000000,-126000000.0,-629000000.0,462000000.0,20915000000.0,12000000.0,10865000000.0,,-84000000.0,7757000000.0,29863000000.0,64000000.0,363000000.0,-177000000.0,14670000000.0,15890000000.0,-50000000.0,,19027000000.0,633000000.0,3923000000.0,26000000.0,,-629000000,-629000000.0,349000000.0,0.0,209000000.0,13158000000.0,2124000000.0,-1.12,,,,
2009-12-31,,237000000.0,-507000000.0,117000000.0,72000000.0,-790000000.0,-5594000000.0,-54000000.0,4063000000.0,4863000000.0,378000000.0,,-117000000.0,589000000.0,-780000000.0,0.0,139000000.0,361000000.0,23012000000.0,4000000.0,214000000.0,,24706000000.0,,35629000000.0,,-624000000.0,,825000000.0,227000000.0,371000000.0,5760000000.0,365000000.0,825000000.0,1605000000.0,7000000.0,16906000000,31000000.0,,849000000,825000000.0,-609000000.0,100000000,9000000.0,-1408000000.0,689000000.0,20904000000.0,63000000.0,10923000000.0,-4000000.0,-85000000.0,7798000000.0,28606000000.0,95000000.0,-968000000.0,-41000000.0,13178000000.0,14725000000.0,-127000000.0,,16217000000.0,514000000.0,3773000000.0,-275000000.0,,222000000,-1408000000.0,317000000.0,11000000.0,-1166000000.0,13106000000.0,1880000000.0,,,,,
2010-03-31,562000000.0,635000000.0,-382000000.0,127000000.0,0.0,-9000000.0,-5851000000.0,916000000.0,4131000000.0,4724000000.0,11000000.0,,982000000.0,627000000.0,1062000000.0,-260000000.0,-47000000.0,-148000000.0,23335000000.0,4000000.0,160000000.0,-0.2,25145000000.0,,36465000000.0,562000000.0,600000000.0,,1887000000.0,226000000.0,357000000.0,5986000000.0,432000000.0,1887000000.0,825000000.0,7000000.0,19643000000,12000000.0,,336000000,1887000000.0,-856000000.0,-32000000,155000000.0,-113000000.0,595000000.0,21799000000.0,-1000000.0,11320000000.0,-1000000.0,-28000000.0,8095000000.0,29186000000.0,22000000.0,710000000.0,17000000.0,13036000000.0,14666000000.0,-214000000.0,,19048000000.0,502000000.0,3947000000.0,168000000.0,,-101000000,-113000000.0,270000000.0,219000000.0,-1519000000.0,13704000000.0,1855000000.0,-0.2,,,,
2010-06-30,563000000.0,523000000.0,-403000000.0,116000000.0,0.0,640000000.0,-6076000000.0,-341000000.0,4270000000.0,4767000000.0,-1000000.0,,788000000.0,685000000.0,114000000.0,0.0,276000000.0,806000000.0,23363000000.0,7000000.0,102000000.0,1.03,25129000000.0,,36477000000.0,567000000.0,385000000.0,,2001000000.0,223000000.0,367000000.0,5856000000.0,240000000.0,2001000000.0,1887000000.0,7000000.0,21775000000,10000000.0,,1289000000,2001000000.0,-301000000.0,923000000,-33000000.0,583000000.0,1608000000.0,21426000000.0,5000000.0,11348000000.0,,-29000000.0,7914000000.0,29439000000.0,237000000.0,-153000000.0,66000000.0,13591000000.0,15051000000.0,-118000000.0,,20167000000.0,440000000.0,4122000000.0,-66000000.0,,530000000,583000000.0,318000000.0,25000000.0,1509000000.0,13512000000.0,1731000000.0,1.04,,,,
2010-09-30,564000000.0,523000000.0,-851000000.0,119000000.0,0.0,-738000000.0,-6340000000.0,-28000000.0,4430000000.0,4804000000.0,18000000.0,,852000000.0,703000000.0,351000000.0,0.0,178000000.0,470000000.0,23590000000.0,1000000.0,89000000.0,0.51,25399000000.0,,37276000000.0,568000000.0,1000000.0,,2352000000.0,224000000.0,372000000.0,6096000000.0,314000000.0,2352000000.0,2001000000.0,7000000.0,22210000000,10000000.0,,961000000,2352000000.0,-504000000.0,571000000,236000000.0,292000000.0,1274000000.0,21876000000.0,465000000.0,11877000000.0,,-28000000.0,8213000000.0,29930000000.0,74000000.0,-489000000.0,202000000.0,13855000000.0,15400000000.0,347000000.0,,20936000000.0,548000000.0,4240000000.0,-23000000.0,,292000000,292000000.0,331000000.0,25000000.0,-507000000.0,13663000000.0,1720000000.0,0.52,,,,
2010-12-31,,822000000.0,-94000000.0,122000000.0,0.0,103000000.0,-6252000000.0,269000000.0,4530000000.0,4947000000.0,76000000.0,,423000000.0,-79000000.0,982000000.0,0.0,168000000.0,370000000.0,22669000000.0,8000000.0,0.0,,24103000000.0,,37621000000.0,,329000000.0,,3334000000.0,224000000.0,377000000.0,6441000000.0,388000000.0,3334000000.0,2352000000.0,7000000.0,18605000000,22000000.0,,869000000,3334000000.0,256000000.0,416000000,312000000.0,-438000000.0,337000000.0,22596000000.0,-466000000.0,13518000000.0,,-29000000.0,8784000000.0,28921000000.0,3000000.0,-59000000.0,62000000.0,13388000000.0,15025000000.0,-527000000.0,,18268000000.0,590000000.0,4583000000.0,-486000000.0,,202000000,-438000000.0,-388000000.0,0.0,-1325000000.0,13812000000.0,1767000000.0,,,,,
2011-03-31,566000000.0,312000000.0,-737000000.0,117000000.0,0.0,5000000.0,-6509000000.0,-512000000.0,4693000000.0,4338000000.0,17000000.0,,2058000000.0,495000000.0,799000000.0,-37000000.0,40000000.0,144000000.0,22895000000.0,21000000.0,0.0,0.17,24536000000.0,,39592000000.0,573000000.0,1321000000.0,,4133000000.0,225000000.0,365000000.0,8653000000.0,479000000.0,4133000000.0,3334000000.0,7000000.0,26308000000,12000000.0,,626000000,4133000000.0,-783000000.0,244000000,2143000000.0,98000000.0,739000000.0,24368000000.0,7000000.0,15056000000.0,0.0,-28000000.0,10406000000.0,29404000000.0,55000000.0,1620000000.0,-44000000.0,13458000000.0,15224000000.0,-9000000.0,,25569000000.0,729000000.0,5858000000.0,622000000.0,,104000000,98000000.0,130000000.0,0.0,-510000000.0,13962000000.0,1752000000.0,0.17,,,,
2011-06-30,567000000.0,861000000.0,-232000000.0,107000000.0,0.0,11000000.0,-6660000000.0,-217000000.0,4801000000.0,3988000000.0,10000000.0,,896000000.0,537000000.0,-26000000.0,-37000000.0,449000000.0,1193000000.0,23206000000.0,9000000.0,0.0,1.3,24839000000.0,,39526000000.0,574000000.0,664000000.0,,4107000000.0,222000000.0,386000000.0,7642000000.0,498000000.0,4107000000.0,4133000000.0,7000000.0,31293000000,11000000.0,,1686000000,4107000000.0,-711000000.0,1290000000,-996000000.0,744000000.0,1827000000.0,23534000000.0,14000000.0,14687000000.0,,-29000000.0,10231000000.0,29866000000.0,82000000.0,-468000000.0,210000000.0,14173000000.0,15982000000.0,-442000000.0,,29466000000.0,765000000.0,6027000000.0,356000000.0,6762000000.0,744000000,744000000.0,151000000.0,0.0,-208000000.0,13303000000.0,1740000000.0,1.31,,,,
