date,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest
2014-12-31,3175000.0,142000.0,12053000.0,1090470000.0,0.0,79884000,-39899000.0,0.592302,-36790000.0,2173645000,-7486000.0,260149000,0.0,556284000,676831000,1200093000.0,401294000,-300000.0,1590109000,1688324000,367779000,-57717000.0,107701000,211886000,3155264000,12473000,40847000.0,11664000.0,7944000.0,-50939000.0,120547000,-37139000,357771000.0,-42114000,-11868000.0,851483000,163215000.0,-722691000.0,17362000,97529000.0,0.0,190431000,0.58,141947000,529260000.0,298079000.0,1748253000.0,674401000.0,174652000,-4831000,95228000,1796851000.0,12617000.0,95228000,1073110000.0,1292953000.0,,789409000,95228000,-133211000,,160776000.0,93454000,-24697000.0,295000.0,242787000,260149000,10731000.0,139492000,,-4884000,-213504000.0,390717000.0,5512007000,3823683000,67028000,3338362000
2015-03-31,319000.0,37853000.0,6768000.0,,0.0,81109000,-124928000.0,0.18044,-35972000.0,2100331000,1883000.0,402933000,0.0,542513000,628196000,1175227000.0,388431000,-3175000.0,1633938000,1668656000,373384000,-89467000.0,35597000,111896000,3184151000,6710000,34211000.0,9542000.0,8413000.0,-46173000.0,85683000,-42933000,340794000.0,161359000,-19013000.0,760802000,162036000.0,,142784000,78701000.0,0.0,291871000,0.18,144641000,580386000.0,275834000.0,1720367000.0,438177000.0,132606000,-41800000,28887000,1858080000.0,12024000.0,28887000,986295000.0,1300872000.0,,983319000,28887000,-98524000,,160092000.0,65179000,-737000.0,296000.0,260149000,402933000,11120000.0,245698000,95000000.0,-18243000,231034000.0,411469000.0,5454636000,3785980000,75072000,3354305000
2015-06-30,-1090000.0,81549000.0,3716000.0,,0.0,81966000,-47204000.0,0.644896,-29236000.0,2224835000,-1845000.0,362313000,0.0,527325000,664008000,1176132000.0,376130000,-99394000.0,1524318000,1589283000,370767000,-161717000.0,110727000,207509000,3287426000,7452000,30792000.0,-1207000.0,35006000.0,-43166000.0,136683000,-119746000,363412000.0,-26641000,13459000.0,796759000,162027000.0,,-40620000,80558000.0,0.0,201147000,0.64,140203000,510178000.0,262504000.0,1752822000.0,500976000.0,132751000,-17796000,103275000,1958022000.0,12708000.0,103275000,972909000.0,1308852000.0,,872491000,103275000,-123655000,,160142000.0,85781000,-321000.0,297000.0,402933000,362313000,11001000.0,157981000,,-8154000,-62183000.0,460538000.0,5501975000,3912692000,70120000,3277140000
2015-09-30,1855000.0,145555000.0,2575000.0,,0.0,143299000,-225938000.0,0.355927,-29464000.0,2084692000,6620000.0,527594000,0.0,589452000,667016000,1137828000.0,373386000,0.0,1547542000,1737138000,371101000,198000.0,53358000,209283000,3343352000,-2567000,38671000.0,2820000.0,35919000.0,-40918000.0,77564000,-193737000,372052000.0,40096000,-26319000.0,813270000,161777000.0,,165281000,84305000.0,0.0,259795000,0.35,139128000,545206000.0,263840000.0,1773249000.0,467815000.0,146254000,-16135000,55925000,1957436000.0,10863000.0,55925000,792262000.0,1316892000.0,,1072800000,55925000,102493000,,157125000.0,144850000,-2342000.0,298000.0,362313000,527594000,11075000.0,218877000,,-3718000,29224000.0,366048000.0,5405483000,3668345000,68314000,3320791000
2015-12-31,-381000.0,2123861000.0,18351000.0,1226277000.0,0.0,95396000,-357634000.0,0.853443,-28527000.0,1973446000,4301000.0,368518000,-1267000.0,551444000,702010000,1249754000.0,400080000,0.0,1680969000,1683951000,373817000,-5921000.0,112195000,220221000,3474625000,-19079000,43694000.0,33598000.0,32947000.0,-41971000.0,150566000,-335035000,414314000.0,36909000,-57206000.0,904763000,156268000.0,-852460000.0,-159076000,87717000.0,0.0,281735000,0.84,140003000,502852000.0,317468000.0,1827023000.0,669276000.0,202753000,-30410000,131274000,1962722000.0,10521000.0,131274000,891964000.0,1324992000.0,,871370000,131274000,-104729000,,153817000.0,97069000,-2179431000.0,299000.0,527594000,368518000,10957000.0,239764000,,-10348000,-205301000.0,283418000.0,5481438000,3797487000,70370000,3507992000
2016-03-31,-2072000.0,374233000.0,18458000.0,,0.0,85490000,-28689000.0,0.540049,-21063000.0,2068080000,-14559000.0,513306000,261000.0,514880000,686586000,1209435000.0,383527000,0.0,1624264000,1787570000,376012000,0.0,102547000,184663000,3558088000,19084000,42097000.0,2641000.0,6024000.0,-65831000.0,171706000,-39204000,412580000.0,143316000,4830000.0,825678000,155945000.0,,144788000,93525000.0,0.0,339965000,0.54,123959000,642448000.0,310881000.0,1826345000.0,450000000.0,139092000,-61755000,83463000,1962232000.0,12194000.0,83463000,849490000.0,1320240000.0,,1155754000,83463000,-158055000,,154547000.0,70961000,-466718000.0,301000.0,368518000,513306000,11155000.0,274134000,,-16539000,219570000.0,281796000.0,5518689000,3731119000,55651000,3450609000
2016-06-30,609000.0,394799000.0,27682000.0,,0.0,72639000,0.0,0.77963,-21900000.0,2242045000,-14461000.0,666232000,283000.0,527632000,698658000,1211103000.0,395585000,0.0,1626683000,2001791000,365804000,0.0,145783000,235037000,3678986000,24885000,45823000.0,178000.0,24535000.0,-35682000.0,171026000,7540000,425979000.0,2950000,-14338000.0,842980000,156666000.0,,152926000,90029000.0,0.0,228362000,0.77,124761000,684599000.0,315259000.0,1845486000.0,504420000.0,144322000,-18211000,120898000,1962169000.0,11509000.0,120898000,854486000.0,1329478000.0,,1350831000,120898000,-81380000,,155071000.0,78058000,-440780000.0,301000.0,513306000,666232000,11196000.0,192680000,,-16995000,-55570000.0,260668000.0,5714214000,3712423000,54791000,3472169000
2016-09-30,-3891000.0,898159000.0,51341000.0,,0.0,85655000,0.0,0.847219,-22835000.0,2439577000,11242000.0,1308683000,-80000.0,519808000,703276000,1194101000.0,385534000,0.0,2949826000,2272387000,352521000,-11455000.0,147260000,228650000,3810887000,15359000,48282000.0,6428000.0,8879000.0,-29905000.0,183468000,-615000,418169000.0,49426000,-14404000.0,841251000,157532000.0,,642451000,114931000.0,0.0,288456000,0.84,126887000,354328000.0,279947000.0,533100000.0,475085000.0,137975000,-29147000,131901000,1965024000.0,14809000.0,131901000,789038000.0,0.0,,1663011000,131901000,353140000,,155687000.0,70136000,-503579000.0,302000.0,666232000,1308683000,11254000.0,258551000,1338782000.0,-9494000,29023000.0,247392000.0,5922503000,3650116000,64460000,3482926000
2016-12-31,1221000.0,260882000.0,39771000.0,864387000.0,0.0,72724000,0.0,1.278639,-28704000.0,2688222000,1413000.0,956956000,-203000.0,519500000,770204000,1208229000.0,398736000,0.0,3098349000,2561277000,261954000,-1787000.0,221174000,239624000,4010737000,21324000,16537000.0,36456000.0,1809000.0,-29094000.0,250704000,-5752000,476135000.0,-62755000,2258000.0,908356000,158196000.0,-602433000.0,-351727000,119813000.0,172670000.0,259047000,1.26,113658000,726923000.0,113133000.0,603656000.0,681206000.0,138152000,-22764000,199850000,1585893000.0,12522000.0,199850000,980142000.0,0.0,,1563018000,199850000,-597909000,,156299000.0,-40707000,-827707000.0,303000.0,1308683000,836095000,11344000.0,279490000,1348156000.0,-7561000,-254685000.0,173681000.0,6390227000,3828950000,593380000,3702005000
2017-03-31,-2811000.0,521536000.0,28188000.0,,0.0,64075000,-500000000.0,0.182761,-10934000.0,1733742000,-8222000.0,907977000,1285000.0,429291000,560219000,1169891000.0,322976000,-4000000.0,1630987000,2085157000,260149000,-60449000.0,120029000,180882000,3553680000,49704000,34808000.0,2204000.0,902000.0,-21680000.0,130928000,-466489000,493862000.0,72789000,67497000.0,662677000,158369000.0,,-48979000,144395000.0,13820000.0,249284000,0.17,102669000,506118000.0,255013000.0,1995837000.0,485769000.0,102458000,-4958000,27621000,1616817000.0,15210000.0,70325000,952157000.0,1357580000.0,,1414095000,27621000,164741000,,151132000.0,49300000,-272060000.0,305000.0,956956000,907977000,11553000.0,227604000,100000000.0,-63391000,197408000.0,199339000.0,5360566000,3275409000,62739000,3626824000
2017-06-30,1413000.0,219892000.0,4724000.0,,0.0,65265000,0.0,0.719749,-8779000.0,1881701000,-1050000.0,844771000,-298000.0,459834000,583915000,1205692000.0,349446000,-95000000.0,1546489000,2086487000,252925000,0.0,114353000,174463000,3663732000,5524000,40679000.0,5608000.0,588000.0,-22125000.0,124081000,-95091000,510209000.0,-27351000,-10913000.0,693227000,156036000.0,,-63206000,125418000.0,0.0,150475000,0.7,106696000,511092000.0,240808000.0,2002719000.0,541315000.0,109312000,-3281000,108829000,1617105000.0,13229000.0,108829000,1045384000.0,1367092000.0,,1355863000,108829000,-120475000,,151204000.0,48103000,-317944000.0,305000.0,907977000,844771000,12007000.0,128350000,30000000.0,-25679000,-56937000.0,187550000.0,5430909000,3344422000,64083000,3549208000
2017-09-30,-1952000.0,314824000.0,3493000.0,,0.0,56772000,-74957000.0,0.841272,-8667000.0,1995611000,-7767000.0,940869000,-497000.0,439723000,584988000,1173348000.0,328877000,-30000000.0,1498649000,2151673000,254297000,0.0,133841000,197977000,3790452000,7121000,51732000.0,1796000.0,604000.0,-23730000.0,145265000,-74985000,505723000.0,48332000,-24217000.0,690925000,154627000.0,,96098000,122740000.0,0.0,254759000,0.82,107113000,562893000.0,225036000.0,2005136000.0,464801000.0,105937000,-7571000,126720000,1617124000.0,14892000.0,126720000,1054952000.0,1376673000.0,,1503762000,126720000,-85466000,,150629000.0,52410000,-376063000.0,305000.0,844771000,940869000,11726000.0,231029000,40000000.0,-10632000,75668000.0,168093000.0,5499396000,3347723000,57502000,3503785000
2017-12-31,805000.0,185783000.0,34033000.0,928824000.0,0.0,66893000,-750000000.0,-1.93,-10806000.0,992461000,9801000.0,1115130000,1833000.0,412522000,655918000,1308474000.0,307080000,-40000000.0,1687079000,2621423000,252932000,0.0,182123000,256946000,3509484000,466012000,37901000.0,2316000.0,20000.0,-20745000.0,243396000,-57802000,555769000.0,376721000,61791000.0,777857000,147390000.0,-675892000.0,174261000,121936000.0,0.0,253758000,-1.93,99323000,632516000.0,277679000.0,3140636000.0,712535000.0,121939000,-53713000,-283889000,1614494000.0,13912000.0,-283889000,984328000.0,2127474000.0,,1747646000,-283889000,-22721000,,147390000.0,58500000,-189592000.0,306000.0,940869000,1115130000,16323000.0,233013000,,-8861000,-250043000.0,141952000.0,5820176000,3198753000,52685000,4827715000
2018-03-31,34000.0,453806000.0,4818000.0,,,68702000,-750000000.0,1.05188,-14874000.0,523378000,1828000.0,954697000,3257000.0,417156000,588906000,1204199000.0,314940000,-5674000.0,1521659000,2075410000,249696000,-66330000.0,150946000,223158000,3786521000,6687000,35723000.0,3302000.0,,-16532000.0,171750000,-769206000,480985000.0,116441000,8160000.0,697192000,146388000.0,,-160433000,138580000.0,,357855000,0.99,98550000,510267000.0,243940000.0,3092440000.0,427890000.0,108286000,-9199000,144259000,1662568000.0,13569000.0,144259000,773654000.0,2137418000.0,,1464964000,144259000,248514000,,137144000.0,51876000,-125687000.0,308000.0,1115130000,954697000,20336000.0,341323000,,-13602000,285104000.0,155895000.0,5137477000,3062067000,105977000,4614099000
2018-06-30,-6679000.0,177886000.0,1261000.0,,,86533000,-14978000.0,0.788913,-18718000.0,664257000,18023000.0,1021708000,-255000.0,481032000,633616000,1243032000.0,364070000,0.0,3014258000,2266391000,246025000,347000.0,131470000,206402000,3893354000,24637000,55844000.0,1864000.0,,-17614000.0,152584000,-51269000,480942000.0,-54271000,-2404000.0,742365000,145447000.0,,67011000,143677000.0,,170183000,0.73,112943000,487367000.0,277275000.0,1687547000.0,528386000.0,108749000,-9974000,106833000,1662438000.0,20282000.0,106833000,825444000.0,741277000.0,,1509075000,106833000,-46085000,,135418000.0,54390000,-206449000.0,308000.0,954697000,1021708000,20542000.0,152569000,1406157000.0,-36334000,-102635000.0,141989000.0,5366062000,3099671000,104015000,4701805000
2018-09-30,-904000.0,130927000.0,29918000.0,,,71110000,-116175000.0,1.179698,-18291000.0,772506000,-16906000.0,1205182000,-1603000.0,464266000,628559000,1212280000.0,348646000,0.0,3023161000,2497961000,247544000,0.0,159415000,234693000,4052211000,558000,52739000.0,392000.0,,-22283000.0,164293000,-119777000,467722000.0,35637000,-3248000.0,732476000,147568000.0,,183474000,144892000.0,,300898000,1.08,111557000,628696000.0,293883000.0,1640860000.0,413509000.0,103917000,4188000,158857000,1661264000.0,21386000.0,158857000,657727000.0,741551000.0,,1833878000,158857000,3301000,,134659000.0,55316000,-103740000.0,308000.0,1021708000,1205182000,19962000.0,278615000,1415970000.0,-3653000,113817000.0,128297000.0,5436527000,2938566000,116031000,4664021000
2018-12-31,-690000.0,160943000.0,44409000.0,984983000.0,,75551000,-380000000.0,1.24,-8154000.0,559629000,3859000.0,618766000,-4601000.0,482961000,689019000,1345243000.0,361921000,-272986000.0,2911140000,2086901000,243396000,-182946000.0,187624000,264504000,4169019000,21906000,59313000.0,6313000.0,,-16135000.0,206058000,-717789000,489329000.0,-67553000,-15664000.0,801870000,144372000.0,-741587000.0,-586416000,148499000.0,,206409000,1.15,116934000,583615000.0,290492000.0,1665280000.0,688420000.0,112851000,-10113000,165718000,1802670000.0,21905000.0,165718000,574319000.0,741825000.0,,1202381000,165718000,-73550000,,133883000.0,57558000,-30811000.0,310000.0,1205182000,618766000,19322000.0,190274000,1155445000.0,-18004000,-277583000.0,167187000.0,5136049000,3049148000,124578000,4576420000
2019-03-31,-1876000.0,907279000.0,2220000.0,435083000.0,,81476000,-93805000.0,0.84,-5483000.0,556041000,6134000.0,1612679000,575000.0,485994000,611670000,1303210000.0,352202000,0.0,2842768000,2453010000,435083000,0.0,118184000,198689000,4232181000,7836000,65234000.0,845000.0,,-17867000.0,125676000,-157491000,453507000.0,6613000,23993000.0,719143000,141025000.0,,993913000,83834000.0,,267566000,0.78,130263000,173601000.0,292663000.0,1768647000.0,482647000.0,107473000,867000,110348000,1802756000.0,23145000.0,110348000,86340000.0,742100000.0,,1786280000,110348000,882893000,-46024000.0,131483000.0,62472000,-7094000.0,312000.0,618766000,1612679000,18033000.0,249699000,1163199000.0,-17662000,204406000.0,155091000.0,5167456000,2714446000,130728000,4611415000
2019-06-30,-718000.0,184460000.0,11463000.0,436405000.0,,96768000,-156195000.0,0.71,-4610000.0,508022000,15122000.0,504720000,590000.0,516825000,638218000,1288910000.0,379591000,-1164497000.0,1681526000,1271714000,436405000,0.0,107243000,173749000,4277586000,13748000,68320000.0,3076000.0,,-22352000.0,121393000,-1419409000,455804000.0,-56903000,-5123000.0,748697000,134277000.0,,-1107959000,87887000.0,,162347000,0.7,134029000,58425000.0,284385000.0,1745648000.0,530102000.0,110479000,-7731000,93495000,1800275000.0,22888000.0,93495000,30484000.0,742482000.0,,563145000,93495000,149808000,-45827000.0,131309000.0,56217000,-12890000.0,317000.0,1612679000,504720000,10289000.0,139995000,,-52890000,-49236000.0,145048000.0,3935196000,2663482000,134341000,3427174000
2019-09-30,3037000.0,12236000.0,45615000.0,455413000.0,,72659000,-103904000.0,2.08,-6482000.0,712911000,-23901000.0,493834000,-246000.0,486273000,605983000,1200496000.0,354916000,-200000000.0,1613685000,1194000000,455413000,0.0,108114000,186690000,4500876000,-162743000,68969000.0,3967000.0,,-12639000.0,119710000,-153519000,415076000.0,-64384000,-203443000.0,732901000,132655000.0,,-10886000,66294000.0,,147106000,2.04,126420000,55372000.0,294915000.0,1704497000.0,426842000.0,126918000,-5423000,270857000,1798408000.0,18518000.0,270857000,21374000.0,742704000.0,,549206000,270857000,-664000,-45373000.0,130277000.0,69754000,-15000.0,318000.0,504720000,493834000,8822000.0,134467000,,-4242000,101458000.0,119055000.0,4031093000,2837093000,141781000,3318182000
2019-12-31,2603000.0,17080000.0,60036000.0,438048000.0,,84538000,-99949000.0,1.59,-5127000.0,837656000,11639000.0,545761000,732000.0,499060000,690646000,1352333000.0,366676000,0.0,1828587000,1512732000,438048000,,175959000,240866000,4660145000,-31154000,76369000.0,2742000.0,,-14096000.0,191586000,-160091000,443458000.0,-75809000,-60360000.0,809823000,133112000.0,,51927000,67526000.0,,206051000,1.56,128165000,43055000.0,331680000.0,1722683000.0,720359000.0,119177000,-8884000,207113000,1798408000.0,15898000.0,207113000,16640000.0,742926000.0,,588816000,207113000,3712000,-45723000.0,130361000.0,56077000,-4000.0,319000.0,493834000,545761000,8830000.0,191955000,,-14419000,-295622000.0,108478000.0,4388926000,2876194000,152806000,3551270000
