date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-07-31,118000000.0,,,2065000000.0,4264000000.0,0.56,3539000000.0,1334000000.0,-1000000.0,21933000000.0,313000000.0,-4043000000.0,,,2295000000.0,5254000000.0,5209000000.0,16000000.0,,51000000.0,294000000.0,5875000000.0,,-48000000.0,1850000000.0,17989000000,,-915000000.0,-85000000.0,22306000000.0,2066000000,18263000000.0,1097000000.0,766000000.0,,45000000.0,79000000.0,,,945000000.0,2323000000,2290000000.0,935000000.0,17901000000.0,10389000000.0,15567000000.0,3539000000.0,2302000000.0,590000000.0,34612000000.0,1299000000.0,19045000000.0,0.57,601000000.0,0.0,257000000.0,,12679000000.0,192000000.0,0.0,5605000000.0,1299000000,1299000000.0,5209000000.0,-820000000.0,362000000.0,8621000000.0,1327000000.0,649000000.0,0.0,2083000000.0,-138000000.0,12384000000.0,1379000000.0,,,
2003-10-31,119000000.0,,,1823000000.0,5209000000.0,0.5,3370000000.0,1411000000.0,0.0,22261000000.0,297000000.0,-4289000000.0,,508000000.0,2280000000.0,4966000000.0,4944000000.0,14000000.0,,33000000.0,92000000.0,6380000000.0,,25000000.0,1520000000.0,16598000000,,-837000000.0,-1006000000.0,23165000000.0,1823000000,18876000000.0,631000000.0,676000000.0,,22000000.0,22000000.0,,-867000000.0,-265000000.0,2104000000,2141000000.0,683000000.0,18888000000.0,10972000000.0,15697000000.0,3370000000.0,2287000000.0,631000000.0,35374000000.0,1147000000.0,19677000000.0,0.5,608000000.0,-10000000.0,281000000.0,,13113000000.0,170000000.0,0.0,5193000000.0,1147000000,1147000000.0,4944000000.0,-795000000.0,686000000.0,9002000000.0,847000000.0,-360000000.0,0.0,2042000000.0,-160000000.0,11405000000.0,1432000000.0,,,
2004-01-31,119000000.0,,,1513000000.0,4944000000.0,,3444000000.0,1281000000.0,0.0,22407000000.0,303000000.0,-4531000000.0,,509000000.0,,2852000000.0,2826000000.0,14000000.0,,22000000.0,-1442000000.0,5159000000.0,,14000000.0,404000000.0,15125000000,,-1598000000.0,-710000000.0,24594000000.0,1509000000,20063000000.0,594000000.0,562000000.0,,26000000.0,114000000.0,,-663000000.0,-2118000000.0,1799000000,2476000000.0,-1194000000.0,19680000000.0,9554000000.0,13328000000.0,3444000000.0,,833000000.0,34437000000.0,951000000.0,21109000000.0,,653000000.0,-75000000.0,290000000.0,,12030000000.0,213000000.0,0.0,4953000000.0,951000000,951000000.0,2826000000.0,-1806000000.0,967000000.0,9076000000.0,856000000.0,-78000000.0,0.0,2011000000.0,-159000000.0,10172000000.0,1097000000.0,,,
2004-04-30,119000000.0,,,1742000000.0,2826000000.0,0.49,4022000000.0,1428000000.0,0.0,22422000000.0,377000000.0,-4770000000.0,,509000000.0,2242000000.0,4300000000.0,4298000000.0,14000000.0,,36000000.0,1610000000.0,7368000000.0,122000000.0,-66000000.0,3142000000.0,17550000000,,-680000000.0,-1046000000.0,25121000000.0,1746000000,20351000000.0,1066000000.0,644000000.0,,2000000.0,29000000.0,,-916000000.0,1472000000.0,2058000000,2814000000.0,2462000000.0,20621000000.0,12712000000.0,16289000000.0,4022000000.0,2250000000.0,824000000.0,37948000000.0,1098000000.0,21659000000.0,0.49,599000000.0,-2000000.0,312000000.0,,15526000000.0,484000000.0,0.0,5768000000.0,1098000000,1098000000.0,4298000000.0,-613000000.0,1089000000.0,10110000000.0,1126000000.0,-1049000000.0,0.0,2341000000.0,-157000000.0,11782000000.0,1502000000.0,,,
2004-07-31,119000000.0,,,2454000000.0,4298000000.0,0.7,4204000000.0,1574000000.0,-712000000.0,22450000000.0,397000000.0,-5152000000.0,,510000000.0,2207000000.0,3672000000.0,3672000000.0,17000000.0,,2000000.0,655000000.0,7603000000.0,66000000.0,-16000000.0,2590000000.0,19960000000,,-857000000.0,-1659000000.0,26113000000.0,2457000000,20961000000.0,744000000.0,909000000.0,,,63000000.0,,-1530000000.0,-626000000.0,2781000000,2954000000.0,1733000000.0,21977000000.0,12927000000.0,15467000000.0,4204000000.0,2214000000.0,1355000000.0,38331000000.0,1545000000.0,22864000000.0,0.7,658000000.0,-25000000.0,324000000.0,,15881000000.0,548000000.0,0.0,6661000000.0,1545000000,1545000000.0,3672000000.0,-1567000000.0,1172000000.0,9857000000.0,1124000000.0,389000000.0,0.0,2496000000.0,-189000000.0,13299000000.0,1541000000.0,,,
2004-10-31,119000000.0,,,2060000000.0,3672000000.0,0.6,4196000000.0,1565000000.0,0.0,23747000000.0,327000000.0,-5496000000.0,,12000000.0,2191000000.0,3375000000.0,3375000000.0,18000000.0,,0.0,-1044000000.0,7159000000.0,35000000.0,122000000.0,643000000.0,18772000000,,-1241000000.0,274000000.0,27472000000.0,2056000000,21976000000.0,533000000.0,743000000.0,,,43000000.0,,-76000000.0,-297000000.0,2391000000,4073000000.0,-598000000.0,23108000000.0,11811000000.0,15727000000.0,4196000000.0,2199000000.0,1388000000.0,39631000000.0,1317000000.0,23904000000.0,0.6,709000000.0,0.0,335000000.0,,15884000000.0,540000000.0,0.0,6252000000.0,1317000000,1317000000.0,3375000000.0,-1243000000.0,1213000000.0,10203000000.0,2151000000.0,-304000000.0,0.0,2542000000.0,-186000000.0,12520000000.0,1822000000.0,,,
2005-01-31,119000000.0,,,1656000000.0,3375000000.0,,4082000000.0,1546000000.0,0.0,24158000000.0,450000000.0,-5711000000.0,,11000000.0,,2165000000.0,506000000.0,21000000.0,,25952000000.0,-1081000000.0,5766000000.0,96000000.0,119000000.0,529000000.0,16812000000,,-1170000000.0,-624000000.0,28437000000.0,1667000000,22726000000.0,573000000.0,615000000.0,,1659000000.0,150000000.0,,-584000000.0,-1146000000.0,2015000000,4220000000.0,-641000000.0,23962000000.0,10529000000.0,14190000000.0,4082000000.0,,1394000000.0,38907000000.0,1041000000.0,24717000000.0,,763000000.0,-25863000000.0,348000000.0,,14749000000.0,597000000.0,0.0,5749000000.0,1041000000,1041000000.0,506000000.0,-1056000000.0,1309000000.0,10076000000.0,2148000000.0,115000000.0,0.0,2633000000.0,-187000000.0,11063000000.0,1499000000.0,,,
2005-04-30,119000000.0,,,1986000000.0,506000000.0,0.57,4356000000.0,1816000000.0,0.0,23821000000.0,569000000.0,-5789000000.0,,14000000.0,2162000000.0,2992000000.0,683000000.0,27000000.0,,5065000000.0,1535000000.0,8035000000.0,88000000.0,64000000.0,3356000000.0,18973000000,,-821000000.0,-1603000000.0,28820000000.0,1999000000,23031000000.0,1335000000.0,739000000.0,,2309000000.0,50000000.0,1000000.0,-1433000000.0,177000000.0,2360000000,4367000000.0,2535000000.0,24992000000.0,13769000000.0,16839000000.0,4019000000.0,2172000000.0,1476000000.0,41957000000.0,1247000000.0,25118000000.0,0.58,826000000.0,-5715000000.0,361000000.0,,18136000000.0,611000000.0,0.0,6355000000.0,1247000000,1247000000.0,683000000.0,-1572000000.0,1396000000.0,11305000000.0,2145000000.0,-1219000000.0,0.0,2569000000.0,-217000000.0,12618000000.0,1973000000.0,,,
2005-07-31,120000000.0,,,2823000000.0,683000000.0,0.82,4566000000.0,1762000000.0,0.0,25139000000.0,652000000.0,-5968000000.0,,14000000.0,2140000000.0,2318000000.0,736000000.0,43000000.0,,6188000000.0,-486000000.0,7705000000.0,-96000000.0,136000000.0,1590000000.0,22305000000,,-1014000000.0,-599000000.0,29615000000.0,2843000000,23647000000.0,947000000.0,1055000000.0,,1582000000.0,140000000.0,,-522000000.0,53000000.0,3211000000,4250000000.0,576000000.0,26546000000.0,13300000000.0,16404000000.0,4219000000.0,2150000000.0,1994000000.0,42689000000.0,1768000000.0,26285000000.0,0.83,781000000.0,-5461000000.0,368000000.0,,17550000000.0,644000000.0,0.0,7409000000.0,1768000000,1768000000.0,736000000.0,-934000000.0,1301000000.0,11252000000.0,2168000000.0,179000000.0,0.0,2872000000.0,-214000000.0,14896000000.0,2182000000.0,,,
2005-10-31,120000000.0,,,2452000000.0,736000000.0,0.72,4490000000.0,1759000000.0,0.0,25792000000.0,509000000.0,-6319000000.0,,513000000.0,2130000000.0,1378000000.0,905000000.0,38000000.0,,6616000000.0,-265000000.0,8101000000.0,-269000000.0,191000000.0,1500000000.0,20744000000,,-1054000000.0,-6000000.0,30593000000.0,2473000000,24274000000.0,908000000.0,914000000.0,,473000000.0,77000000.0,,-849000000.0,169000000.0,2914000000,4560000000.0,446000000.0,27870000000.0,14318000000.0,16476000000.0,4124000000.0,2138000000.0,3120000000.0,44670000000.0,1538000000.0,28194000000.0,0.72,819000000.0,-5507000000.0,441000000.0,,18878000000.0,800000000.0,0.0,6963000000.0,1538000000,1538000000.0,905000000.0,-1323000000.0,1080000000.0,12039000000.0,2661000000.0,-620000000.0,0.0,3037000000.0,-214000000.0,13781000000.0,2550000000.0,,,
2006-01-31,120000000.0,,,2021000000.0,905000000.0,,4545000000.0,1757000000.0,0.0,26909000000.0,742000000.0,-6629000000.0,,1413000000.0,,807000000.0,793000000.0,35000000.0,,2038000000.0,-1970000000.0,6032000000.0,,271000000.0,38000000.0,19489000000,,-992000000.0,596000000.0,31530000000.0,2048000000,24901000000.0,876000000.0,736000000.0,,14000000.0,147000000.0,,-236000000.0,-112000000.0,2470000000,4672000000.0,-954000000.0,28943000000.0,12901000000.0,15346000000.0,4123000000.0,,3286000000.0,44482000000.0,1285000000.0,29136000000.0,,977000000.0,-1547000000.0,409000000.0,,17573000000.0,949000000.0,0.0,6593000000.0,1285000000,1285000000.0,793000000.0,-757000000.0,1023000000.0,11401000000.0,2672000000.0,689000000.0,0.0,2823000000.0,-212000000.0,12896000000.0,2396000000.0,,,
2006-04-30,121000000.0,,,2370000000.0,793000000.0,0.7,4806000000.0,1962000000.0,0.0,27799000000.0,880000000.0,-7028000000.0,,15000000.0,2114000000.0,2586000000.0,1264000000.0,63000000.0,,2194000000.0,1987000000.0,9452000000.0,-127000000.0,457000000.0,3871000000.0,21461000000,,-705000000.0,1846000000.0,32323000000.0,2422000000,25295000000.0,1722000000.0,886000000.0,,1322000000.0,161000000.0,,-554000000.0,471000000.0,2872000000,8602000000.0,3166000000.0,30109000000.0,16278000000.0,20279000000.0,4386000000.0,2122000000.0,5432000000.0,52679000000.0,1484000000.0,32400000000.0,0.7,797000000.0,-3476000000.0,450000000.0,,24880000000.0,1673000000.0,-25000000.0,7228000000.0,1484000000,1484000000.0,1264000000.0,-5270000000.0,1153000000.0,13401000000.0,6652000000.0,-1238000000.0,0.0,3127000000.0,-318000000.0,14233000000.0,3412000000.0,,,
2006-07-31,121000000.0,,,3081000000.0,1264000000.0,0.9,5201000000.0,1872000000.0,0.0,27225000000.0,944000000.0,-7416000000.0,,117000000.0,2065000000.0,659000000.0,645000000.0,104000000.0,,2419000000.0,-1117000000.0,9432000000.0,45000000.0,403000000.0,1341000000.0,26026000000,,-798000000.0,-2005000000.0,33056000000.0,3179000000,25640000000.0,1149000000.0,1219000000.0,,14000000.0,75000000.0,,-2241000000.0,-619000000.0,3661000000,8658000000.0,543000000.0,31661000000.0,15886000000.0,18810000000.0,4755000000.0,2072000000.0,6013000000.0,51769000000.0,1862000000.0,32959000000.0,0.9,888000000.0,-1112000000.0,482000000.0,,24544000000.0,1306000000.0,372000000.0,8380000000.0,1862000000,1862000000.0,645000000.0,46000000.0,1110000000.0,13641000000.0,6660000000.0,-203000000.0,0.0,3316000000.0,-310000000.0,17646000000.0,3566000000.0,,,
2006-10-31,121000000.0,,,2378000000.0,645000000.0,0.73,5067000000.0,1689000000.0,0.0,27758000000.0,923000000.0,-7528000000.0,,1486000000.0,2043000000.0,617000000.0,603000000.0,98000000.0,,529000000.0,-1114000000.0,8670000000.0,66000000.0,448000000.0,992000000.0,23085000000,,-1007000000.0,311000000.0,33721000000.0,2470000000,26193000000.0,930000000.0,888000000.0,,14000000.0,24000000.0,58000000.0,-754000000.0,-41000000.0,2962000000,8742000000.0,-15000000.0,32843000000.0,16128000000.0,18840000000.0,4613000000.0,2050000000.0,6173000000.0,52628000000.0,1490000000.0,33788000000.0,0.73,896000000.0,-530000000.0,492000000.0,,24870000000.0,1422000000.0,-17000000.0,7537000000.0,1490000000,1490000000.0,603000000.0,-1331000000.0,1175000000.0,13707000000.0,6671000000.0,0.0,0.0,3353000000.0,-308000000.0,15548000000.0,3593000000.0,,,
2007-01-31,121000000.0,,,1479000000.0,603000000.0,,5036000000.0,1634000000.0,0.0,25030000000.0,1341000000.0,-7753000000.0,,18000000.0,,614000000.0,600000000.0,127000000.0,,292000000.0,-86000000.0,7356000000.0,62000000.0,310000000.0,1457000000.0,20265000000,,-1032000000.0,-355000000.0,34358000000.0,1602000000,26605000000.0,692000000.0,554000000.0,,14000000.0,121000000.0,94000000.0,-3135000000.0,-4000000.0,2064000000,14302000000.0,425000000.0,33052000000.0,12931000000.0,18000000000.0,4594000000.0,,6314000000.0,52263000000.0,925000000.0,34263000000.0,,1243000000.0,-291000000.0,462000000.0,,27233000000.0,1344000000.0,-361000000.0,6638000000.0,925000000,925000000.0,600000000.0,-1092000000.0,1416000000.0,12822000000.0,11643000000.0,878000000.0,0.0,3231000000.0,-459000000.0,13627000000.0,3223000000.0,,,
2007-04-30,121000000.0,,,1674000000.0,600000000.0,0.53,5262000000.0,1806000000.0,0.0,25673000000.0,1496000000.0,-8069000000.0,,19000000.0,1959000000.0,2081000000.0,938000000.0,172000000.0,,1527000000.0,797000000.0,9706000000.0,-59000000.0,443000000.0,2324000000.0,21585000000,,-696000000.0,-191000000.0,34958000000.0,1835000000,26889000000.0,1160000000.0,628000000.0,,1143000000.0,69000000.0,55000000.0,-91000000.0,338000000.0,2320000000,14565000000.0,1628000000.0,33544000000.0,15843000000.0,21519000000.0,4807000000.0,1969000000.0,6357000000.0,56081000000.0,1046000000.0,34562000000.0,0.53,1765000000.0,-2656000000.0,485000000.0,,30408000000.0,1316000000.0,280000000.0,7097000000.0,1046000000,1046000000.0,938000000.0,-1805000000.0,1160000000.0,14413000000.0,11640000000.0,-1543000000.0,0.0,3152000000.0,-443000000.0,14488000000.0,3529000000.0,,,
2007-07-31,122000000.0,,,2412000000.0,938000000.0,0.81,4784000000.0,1691000000.0,0.0,27175000000.0,5007000000.0,-8272000000.0,,15000000.0,1960000000.0,3024000000.0,987000000.0,172000000.0,,4671000000.0,-21000000.0,7686000000.0,41000000.0,592000000.0,2127000000.0,22184000000,,-874000000.0,-363000000.0,34921000000.0,2557000000,26649000000.0,2653000000.0,891000000.0,,2037000000.0,129000000.0,56000000.0,0.0,49000000.0,3035000000,14502000000.0,1253000000.0,34688000000.0,15187000000.0,21872000000.0,4370000000.0,1969000000.0,1189000000.0,56864000000.0,1587000000.0,34992000000.0,0.81,2103000000.0,-5564000000.0,478000000.0,,29689000000.0,7154000000.0,-45000000.0,7341000000.0,1521000000,1587000000.0,987000000.0,-1714000000.0,771000000.0,12287000000.0,11628000000.0,435000000.0,0.0,3142000000.0,-443000000.0,14843000000.0,1554000000.0,,,
2007-10-31,121000000.0,,,1639000000.0,987000000.0,0.6,4575000000.0,1614000000.0,0.0,17446000000.0,1378000000.0,-8686000000.0,,1047000000.0,1810000000.0,550000000.0,535000000.0,154000000.0,,4694000000.0,-646000000.0,7569000000.0,-279000000.0,868000000.0,711000000.0,18961000000,,-948000000.0,-10263000000.0,35931000000.0,1764000000,27245000000.0,948000000.0,568000000.0,,15000000.0,24000000.0,69000000.0,-10723000000.0,-452000000.0,2226000000,13721000000.0,-237000000.0,35335000000.0,14339000000.0,16125000000.0,4144000000.0,1815000000.0,1199000000.0,45506000000.0,1091000000.0,29381000000.0,0.6,1725000000.0,-2997000000.0,462000000.0,,28060000000.0,937000000.0,139000000.0,6339000000.0,1071000000,1091000000.0,535000000.0,9130000000.0,654000000.0,12588000000.0,11342000000.0,-205000000.0,0.0,3161000000.0,-444000000.0,12622000000.0,1609000000.0,,,
2008-01-31,85000000.0,,,1057000000.0,535000000.0,,4805000000.0,1474000000.0,0.0,17714000000.0,1227000000.0,-8936000000.0,,2047000000.0,,457000000.0,445000000.0,199000000.0,,7000000.0,-563000000.0,5732000000.0,-51000000.0,755000000.0,565000000.0,17659000000,,-1040000000.0,178000000.0,36412000000.0,1249000000,27476000000.0,505000000.0,386000000.0,,12000000.0,54000000.0,27000000.0,-1000000.0,-90000000.0,1730000000,13904000000.0,-475000000.0,11388000000.0,12706000000.0,14674000000.0,4353000000.0,,1209000000.0,44324000000.0,671000000.0,29650000000.0,,1833000000.0,-8000000.0,481000000.0,,26610000000.0,965000000.0,-479000000.0,6054000000.0,671000000,671000000.0,445000000.0,-853000000.0,688000000.0,11731000000.0,11383000000.0,822000000.0,0.0,2948000000.0,-379000000.0,11605000000.0,1259000000.0,,,
2008-04-30,85000000.0,,,564000000.0,445000000.0,0.21,5344000000.0,1581000000.0,0.0,17706000000.0,1353000000.0,-9295000000.0,,795000000.0,1679000000.0,779000000.0,767000000.0,167000000.0,,1000000.0,1128000000.0,7861000000.0,-222000000.0,711000000.0,2101000000.0,17907000000,,-449000000.0,-1355000000.0,36408000000.0,728000000,27113000000.0,872000000.0,208000000.0,,12000000.0,15000000.0,365000000.0,,322000000.0,1202000000,13771000000.0,1652000000.0,11365000000.0,14119000000.0,16340000000.0,4900000000.0,1683000000.0,1210000000.0,45596000000.0,356000000.0,29256000000.0,0.21,1972000000.0,,474000000.0,,27890000000.0,933000000.0,267000000.0,6072000000.0,356000000,356000000.0,767000000.0,-438000000.0,460000000.0,12637000000.0,11339000000.0,-926000000.0,0.0,3010000000.0,-379000000.0,11835000000.0,1571000000.0,,,
2008-07-31,85000000.0,,,1885000000.0,767000000.0,0.71,4922000000.0,1417000000.0,0.0,18649000000.0,1402000000.0,-9711000000.0,,300000000.0,1680000000.0,1062000000.0,1051000000.0,161000000.0,,1000000.0,-84000000.0,7122000000.0,-67000000.0,740000000.0,1583000000.0,20990000000,,-511000000.0,-876000000.0,36788000000.0,2042000000,27077000000.0,695000000.0,683000000.0,,11000000.0,36000000.0,50000000.0,,284000000.0,2524000000,13813000000.0,1072000000.0,12183000000.0,12637000000.0,15834000000.0,4470000000.0,1685000000.0,1218000000.0,45099000000.0,1202000000.0,29265000000.0,0.72,1949000000.0,,482000000.0,,26450000000.0,970000000.0,-31000000.0,6964000000.0,1202000000,1202000000.0,1051000000.0,-422000000.0,498000000.0,11864000000.0,11366000000.0,783000000.0,0.0,3103000000.0,-381000000.0,14026000000.0,1506000000.0,,,
2008-10-31,85000000.0,,,1172000000.0,1051000000.0,0.45,4671000000.0,1263000000.0,0.0,18396000000.0,1374000000.0,-8936000000.0,,3033000000.0,1681000000.0,874000000.0,864000000.0,157000000.0,,0.0,-300000000.0,6773000000.0,,177000000.0,1110000000.0,17784000000,,-451000000.0,-764000000.0,35718000000.0,1323000000,26782000000.0,796000000.0,416000000.0,,10000000.0,4000000.0,53000000.0,,-187000000.0,1799000000,12885000000.0,659000000.0,12518000000.0,12881000000.0,15607000000.0,4225000000.0,1687000000.0,1175000000.0,44162000000.0,756000000.0,28555000000.0,0.45,1978000000.0,,476000000.0,,25766000000.0,598000000.0,-27000000.0,5994000000.0,756000000,756000000.0,864000000.0,-504000000.0,554000000.0,11869000000.0,10353000000.0,-222000000.0,0.0,1016000000.0,-381000000.0,11790000000.0,1490000000.0,,,
2009-01-31,85000000.0,,,-31000000.0,864000000.0,,4694000000.0,1165000000.0,-1847000000.0,17777000000.0,1192000000.0,-10243000000.0,,1767000000.0,,525000000.0,519000000.0,139000000.0,,137000000.0,-297000000.0,4822000000.0,,-77000000.0,734000000.0,14607000000,289000000.0,-436000000.0,-685000000.0,36477000000.0,266000000,26234000000.0,0.0,-29000000.0,,6000000.0,29000000.0,1792000000.0,0.0,-300000000.0,591000000,12234000000.0,298000000.0,12093000000.0,11153000000.0,13362000000.0,4251000000.0,,1134000000.0,41164000000.0,-54000000.0,27802000000.0,,2198000000.0,-85000000.0,470000000.0,,23387000000.0,398000000.0,-337000000.0,4960000000.0,-2000000,-54000000.0,519000000.0,-365000000.0,369000000.0,10673000000.0,9667000000.0,1108000000.0,-163000000.0,1644000000.0,-380000000.0,9647000000.0,,,,
2009-04-30,86000000.0,,,805000000.0,519000000.0,0.3,4470000000.0,1251000000.0,0.0,17994000000.0,1383000000.0,-10564000000.0,-4000000.0,1768000000.0,1683000000.0,2220000000.0,2214000000.0,180000000.0,,19000000.0,706000000.0,6901000000.0,,-38000000.0,1727000000.0,16175000000,359000000.0,-172000000.0,43000000.0,36458000000.0,980000000,25894000000.0,0.0,291000000.0,54000000.0,6000000.0,2000000.0,54000000.0,,1687000000.0,1438000000,12225000000.0,1555000000.0,12226000000.0,13548000000.0,16314000000.0,4042000000.0,1689000000.0,1134000000.0,43767000000.0,514000000.0,27453000000.0,0.31,2242000000.0,,453000000.0,,25773000000.0,390000000.0,426000000.0,5450000000.0,514000000,514000000.0,2214000000.0,-83000000.0,316000000.0,11428000000.0,9667000000.0,-734000000.0,0.0,2776000000.0,-381000000.0,10725000000.0,,,,
2009-07-31,86000000.0,,,1672000000.0,2214000000.0,0.66,4555000000.0,1166000000.0,0.0,19169000000.0,4541000000.0,-11028000000.0,-7000000.0,1769000000.0,1683000000.0,3113000000.0,3107000000.0,167000000.0,,0.0,-28000000.0,6018000000.0,,319000000.0,1601000000.0,19071000000,286000000.0,-181000000.0,-572000000.0,36879000000.0,1833000000,25851000000.0,3617000000.0,556000000.0,55000000.0,6000000.0,32000000.0,55000000.0,,898000000.0,2273000000,12266000000.0,1420000000.0,12958000000.0,12563000000.0,16563000000.0,4121000000.0,1691000000.0,1168000000.0,43998000000.0,1116000000.0,27435000000.0,0.66,2605000000.0,,458000000.0,,24829000000.0,416000000.0,-216000000.0,6388000000.0,1116000000,1116000000.0,3107000000.0,-131000000.0,354000000.0,10797000000.0,9661000000.0,740000000.0,0.0,1159000000.0,-381000000.0,12683000000.0,,,,
2009-10-31,86000000.0,,,1099000000.0,3107000000.0,0.41,4298000000.0,1177000000.0,0.0,19380000000.0,3894000000.0,-11416000000.0,-1004000000.0,1769000000.0,1682000000.0,2725000000.0,2719000000.0,168000000.0,,3000000.0,143000000.0,5829000000.0,,274000000.0,1336000000.0,16361000000,484000000.0,-215000000.0,-1570000000.0,36997000000.0,1263000000,25581000000.0,3788000000.0,410000000.0,51000000.0,6000000.0,3000000.0,51000000.0,,-405000000.0,1695000000,11215000000.0,1121000000.0,13265000000.0,12455000000.0,15899000000.0,3870000000.0,1693000000.0,1163000000.0,43050000000.0,689000000.0,27151000000.0,0.41,2559000000.0,,453000000.0,,23670000000.0,407000000.0,-89000000.0,5561000000.0,689000000,689000000.0,2719000000.0,-171000000.0,333000000.0,10817000000.0,8656000000.0,-34000000.0,0.0,1069000000.0,-382000000.0,10800000000.0,,,,
2010-01-31,86000000.0,,,406000000.0,2719000000.0,,4286000000.0,1158000000.0,0.0,19393000000.0,1321000000.0,-11795000000.0,-759000000.0,1020000000.0,,1427000000.0,1421000000.0,161000000.0,,11000000.0,-527000000.0,4863000000.0,,362000000.0,461000000.0,14569000000,108000000.0,-398000000.0,-1404000000.0,37345000000.0,727000000,25550000000.0,0.0,105000000.0,41000000.0,6000000.0,36000000.0,204000000.0,-115000000.0,-1313000000.0,1009000000,11121000000.0,63000000.0,13226000000.0,10363000000.0,13900000000.0,3869000000.0,,1171000000.0,40877000000.0,342000000.0,26977000000.0,,2140000000.0,0.0,442000000.0,,21484000000.0,223000000.0,-185000000.0,5013000000.0,301000000,342000000.0,1421000000.0,-370000000.0,319000000.0,10188000000.0,8662000000.0,653000000.0,-163000000.0,2852000000.0,-381000000.0,9556000000.0,,,,
2010-04-30,86000000.0,,,1116000000.0,1421000000.0,0.43,4489000000.0,1225000000.0,27000000.0,19371000000.0,1383000000.0,-12249000000.0,-5000000.0,2021000000.0,1677000000.0,2442000000.0,2436000000.0,142000000.0,,0.0,812000000.0,7051000000.0,,506000000.0,2039000000.0,16863000000,400000000.0,-167000000.0,-893000000.0,37653000000.0,1305000000,25404000000.0,3751000000.0,391000000.0,64000000.0,6000000.0,11000000.0,64000000.0,-508000000.0,1006000000.0,1696000000,10271000000.0,1872000000.0,13552000000.0,13977000000.0,16646000000.0,4078000000.0,1688000000.0,1192000000.0,43619000000.0,725000000.0,26973000000.0,0.43,2595000000.0,,438000000.0,,24248000000.0,377000000.0,14000000.0,5794000000.0,725000000,725000000.0,2436000000.0,-140000000.0,239000000.0,11479000000.0,7676000000.0,-1227000000.0,-51000000.0,1154000000.0,-399000000.0,11069000000.0,,,,
2010-07-31,86000000.0,,,1901000000.0,2436000000.0,0.72,4533000000.0,1150000000.0,17000000.0,19445000000.0,1385000000.0,-12626000000.0,-12000000.0,2022000000.0,1653000000.0,2395000000.0,2395000000.0,151000000.0,,0.0,-344000000.0,5919000000.0,,392000000.0,1324000000.0,19410000000,269000000.0,-240000000.0,-1137000000.0,37816000000.0,2049000000,25190000000.0,3572000000.0,709000000.0,48000000.0,,41000000.0,48000000.0,-701000000.0,-36000000.0,2480000000,10351000000.0,1084000000.0,14350000000.0,12739000000.0,15757000000.0,4127000000.0,1663000000.0,1187000000.0,42535000000.0,1192000000.0,26778000000.0,0.72,2624000000.0,,428000000.0,,23090000000.0,401000000.0,-42000000.0,6582000000.0,1192000000,1192000000.0,2395000000.0,-223000000.0,196000000.0,10759000000.0,7727000000.0,701000000.0,0.0,1226000000.0,-394000000.0,12828000000.0,,,,
