date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses
2002-06-30,4338000000.0,,623000000.0,6524000000.0,2316000000.0,8628000000.0,0.07,498000000.0,35580000000.0,,-14000000.0,265000000.0,-17367000000.0,383000000.0,10607000000.0,6068000000.0,25000000.0,,1071000000.0,1658000000.0,-97000000.0,-709000000.0,249000000.0,,1024000000.0,6677000000.0,-1010000000.0,1689000000.0,-1115000000.0,6319000000,,35543000000.0,653000000,177000000.0,18176000000.0,,672000000.0,,122000000.0,4539000000.0,-456000000.0,-1002000000.0,2047000000,1394000000.0,27049000000.0,2170000000.0,574000000.0,1063000000.0,,5748000000.0,17201000000.0,43498000000.0,446000000.0,26297000000.0,0.07,0.0,-1027000000.0,2969000000.0,,,3783000000.0,0.0,7918000000.0,446000000.0,446000000,-1135000000.0,2505000000.0,6068000000.0,1081000000.0,-25000000.0,1089000000.0,-86000000.0,3350000000.0,-134000000.0,6803000000.0,2907000000.0,2537000000.0
2002-09-30,4334000000.0,,917000000.0,6068000000.0,2203000000.0,8249000000.0,0.1,512000000.0,35307000000.0,,14000000.0,348000000.0,-18191000000.0,317000000.0,11242000000.0,6678000000.0,18000000.0,,1909000000.0,1621000000.0,-65000000.0,240000000.0,-5000000.0,,1006000000.0,6646000000.0,-1079000000.0,2391000000.0,-955000000.0,6504000000,,36161000000.0,970000000,231000000.0,17970000000.0,,960000000.0,,204000000.0,4564000000.0,610000000.0,-1001000000.0,2238000000,1268000000.0,27123000000.0,2048000000.0,1436000000.0,1095000000.0,,6281000000.0,18045000000.0,43636000000.0,686000000.0,25591000000.0,0.1,0.0,-1663000000.0,3173000000.0,,,3287000000.0,0.0,8329000000.0,686000000.0,686000000,-702000000.0,2481000000.0,6678000000.0,1000000000.0,24000000.0,1048000000.0,-104000000.0,3331000000.0,-133000000.0,6712000000.0,3089000000.0,2871000000.0
2002-12-31,4330000000.0,,1347000000.0,6678000000.0,2232000000.0,7641000000.0,,475000000.0,35468000000.0,,-165000000.0,352000000.0,-19065000000.0,436000000.0,12587000000.0,7404000000.0,17000000.0,,1251000000.0,1543000000.0,-20000000.0,941000000.0,-114000000.0,,1022000000.0,,-988000000.0,3521000000.0,-1203000000.0,7160000000,,36912000000.0,1464000000,298000000.0,17847000000.0,,1157000000.0,,66000000.0,5183000000.0,726000000.0,-1006000000.0,2850000000,1386000000.0,27847000000.0,2161000000.0,2318000000.0,1104000000.0,,6595000000.0,18925000000.0,44224000000.0,1049000000.0,25299000000.0,,0.0,-1690000000.0,3696000000.0,,,3122000000.0,0.0,8756000000.0,1049000000.0,1049000000,-1807000000.0,2276000000.0,7404000000.0,929000000.0,202000000.0,1232000000.0,-169000000.0,3464000000.0,-132000000.0,,2574000000.0,2984000000.0
2003-03-31,4328000000.0,,1316000000.0,7404000000.0,2121000000.0,7180000000.0,0.14,532000000.0,35401000000.0,,7000000.0,358000000.0,-19816000000.0,393000000.0,12435000000.0,7134000000.0,14000000.0,,2273000000.0,1631000000.0,-6000000.0,-748000000.0,46000000.0,,1019000000.0,6556000000.0,-1053000000.0,1710000000.0,-954000000.0,6751000000,,37405000000.0,1391000000,401000000.0,17589000000.0,,1293000000.0,,233000000.0,5301000000.0,-270000000.0,-1003000000.0,2655000000,1264000000.0,28227000000.0,2126000000.0,756000000.0,1018000000.0,,6279000000.0,19076000000.0,43806000000.0,915000000.0,24730000000.0,0.14,0.0,-2253000000.0,3512000000.0,,,2813000000.0,0.0,8405000000.0,915000000.0,915000000,-927000000.0,2164000000.0,7134000000.0,829000000.0,112000000.0,1297000000.0,-129000000.0,3239000000.0,-131000000.0,6610000000.0,2964000000.0,2430000000.0
2003-06-30,4314000000.0,,1271000000.0,7134000000.0,2192000000.0,6733000000.0,0.14,598000000.0,35490000000.0,,-18000000.0,326000000.0,-20634000000.0,385000000.0,13636000000.0,8382000000.0,18000000.0,,1983000000.0,1603000000.0,28000000.0,247000000.0,70000000.0,,1029000000.0,6525000000.0,-1049000000.0,2649000000.0,-923000000.0,6816000000,,37926000000.0,1276000000,375000000.0,17292000000.0,,1462000000.0,,120000000.0,5254000000.0,1248000000.0,-1006000000.0,2551000000,1275000000.0,28729000000.0,2276000000.0,1726000000.0,1079000000.0,,6699000000.0,20102000000.0,44465000000.0,896000000.0,24363000000.0,0.14,0.0,-1394000000.0,3468000000.0,,,2757000000.0,0.0,8975000000.0,896000000.0,896000000,-352000000.0,2152000000.0,8382000000.0,914000000.0,11000000.0,1362000000.0,-54000000.0,3348000000.0,-131000000.0,6580000000.0,2850000000.0,2651000000.0
2003-09-30,4317000000.0,,2275000000.0,8382000000.0,2249000000.0,7154000000.0,0.25,696000000.0,37361000000.0,,-73000000.0,325000000.0,-21512000000.0,352000000.0,15440000000.0,9406000000.0,12000000.0,,1750000000.0,1657000000.0,83000000.0,-70000000.0,181000000.0,,1135000000.0,6517000000.0,205000000.0,3188000000.0,-1072000000.0,7833000000,,38732000000.0,2309000000,618000000.0,17220000000.0,,1470000000.0,,359000000.0,6034000000.0,1024000000.0,0.0,3570000000,1261000000.0,30124000000.0,2373000000.0,2116000000.0,1046000000.0,,7269000000.0,22338000000.0,47003000000.0,1657000000.0,24665000000.0,0.25,0.0,-2953000000.0,4558000000.0,,,3128000000.0,0.0,9642000000.0,1657000000.0,1657000000,-2369000000.0,2225000000.0,9406000000.0,882000000.0,-73000000.0,1491000000.0,-69000000.0,3275000000.0,-131000000.0,6625000000.0,3290000000.0,3094000000.0
2003-12-31,3705000000.0,,2580000000.0,9406000000.0,2994000000.0,6754000000.0,,633000000.0,37846000000.0,,-115000000.0,270000000.0,-22031000000.0,224000000.0,16164000000.0,7971000000.0,18000000.0,,2482000000.0,1660000000.0,76000000.0,-354000000.0,94000000.0,,1177000000.0,,-1961000000.0,3968000000.0,-707000000.0,8741000000,,38692000000.0,2562000000,407000000.0,16661000000.0,,785000000.0,,255000000.0,8193000000.0,-1435000000.0,-2003000000.0,3832000000,1270000000.0,31016000000.0,2418000000.0,3261000000.0,1135000000.0,,6879000000.0,22882000000.0,47143000000.0,2173000000.0,24261000000.0,,0.0,-5062000000.0,5556000000.0,,,3895000000.0,0.0,9297000000.0,2173000000.0,2173000000,-3442000000.0,2519000000.0,7971000000.0,936000000.0,-295000000.0,1482000000.0,-645000000.0,3185000000.0,-131000000.0,,2960000000.0,3577000000.0
2004-03-31,3705000000.0,,2544000000.0,7971000000.0,2394000000.0,6726000000.0,0.26,701000000.0,38110000000.0,,-9000000.0,233000000.0,-22903000000.0,296000000.0,15718000000.0,7539000000.0,18000000.0,,3525000000.0,1617000000.0,144000000.0,-1422000000.0,119000000.0,,1195000000.0,6480000000.0,-1272000000.0,1769000000.0,-680000000.0,8091000000,,39095000000.0,2476000000,814000000.0,16192000000.0,,491000000.0,,386000000.0,8179000000.0,-432000000.0,-1505000000.0,3709000000,1233000000.0,31240000000.0,2562000000.0,1089000000.0,1141000000.0,,6416000000.0,23091000000.0,47088000000.0,1730000000.0,23997000000.0,0.27,0.0,-3765000000.0,4870000000.0,,,4100000000.0,0.0,8978000000.0,1730000000.0,1730000000,-929000000.0,2796000000.0,7539000000.0,927000000.0,-277000000.0,1635000000.0,15000000.0,3221000000.0,-259000000.0,6624000000.0,3374000000.0,3311000000.0
2004-06-30,3730000000.0,,2420000000.0,7539000000.0,2399000000.0,6395000000.0,0.27,640000000.0,38593000000.0,,-6000000.0,310000000.0,-23560000000.0,216000000.0,16972000000.0,7153000000.0,15000000.0,,,1900000000.0,121000000.0,1029000000.0,-78000000.0,,1186000000.0,6449000000.0,-1684000000.0,4065000000.0,-1026000000.0,8049000000,,39567000000.0,2381000000,663000000.0,16007000000.0,,1429000000.0,,166000000.0,9819000000.0,-386000000.0,-1511000000.0,3606000000,1225000000.0,32077000000.0,2541000000.0,3039000000.0,1170000000.0,,7538000000.0,24758000000.0,48672000000.0,1757000000.0,23914000000.0,0.27,0.0,-5028000000.0,4780000000.0,,,4177000000.0,0.0,10079000000.0,1757000000.0,1757000000,-2767000000.0,3223000000.0,7153000000.0,898000000.0,-426000000.0,1643000000.0,-11000000.0,3269000000.0,-258000000.0,6558000000.0,3183000000.0,3353000000.0
2004-09-30,3734000000.0,,2426000000.0,7153000000.0,2346000000.0,6045000000.0,0.3,652000000.0,38195000000.0,,-19000000.0,240000000.0,-24214000000.0,213000000.0,16157000000.0,6533000000.0,13000000.0,,,1895000000.0,53000000.0,260000000.0,-324000000.0,,1183000000.0,6375000000.0,-2514000000.0,3170000000.0,-1106000000.0,8471000000,,40138000000.0,2373000000,520000000.0,15924000000.0,,1431000000.0,,241000000.0,9624000000.0,-620000000.0,-2500000000.0,3593000000,1220000000.0,32097000000.0,1795000000.0,2064000000.0,1123000000.0,,7810000000.0,23990000000.0,47800000000.0,1906000000.0,23810000000.0,0.3,0.0,-3913000000.0,4719000000.0,,,4152000000.0,0.0,9605000000.0,1906000000.0,1906000000,-1276000000.0,3180000000.0,6533000000.0,882000000.0,43000000.0,913000000.0,-9000000.0,3752000000.0,-253000000.0,6442000000.0,3266000000.0,3619000000.0
2004-12-31,3719000000.0,,3027000000.0,6533000000.0,2477000000.0,6143000000.0,,592000000.0,38579000000.0,,-117000000.0,287000000.0,-24065000000.0,201000000.0,17172000000.0,8407000000.0,4000000.0,,5000000000.0,1943000000.0,148000000.0,617000000.0,76000000.0,,1214000000.0,,-2181000000.0,4115000000.0,-1031000000.0,9598000000,,39833000000.0,2900000000,904000000.0,15768000000.0,,1163000000.0,,101000000.0,8765000000.0,1874000000.0,-2000000000.0,4111000000,1211000000.0,32288000000.0,1558000000.0,3084000000.0,1225000000.0,,8006000000.0,24058000000.0,48143000000.0,2123000000.0,24085000000.0,,0.0,-3912000000.0,5377000000.0,,,4598000000.0,0.0,9564000000.0,2123000000.0,2123000000,-60000000.0,2621000000.0,8407000000.0,703000000.0,559000000.0,855000000.0,41000000.0,4221000000.0,-252000000.0,,2999000000.0,4107000000.0
2005-03-31,3716000000.0,,3151000000.0,8407000000.0,2566000000.0,6220000000.0,0.35,707000000.0,37711000000.0,,6000000.0,353000000.0,-24065000000.0,222000000.0,16116000000.0,9279000000.0,2000000.0,,3619000000.0,2081000000.0,80000000.0,200000000.0,5000000.0,,1266000000.0,6211000000.0,-2553000000.0,3756000000.0,-1788000000.0,9434000000,,40386000000.0,3032000000,973000000.0,16321000000.0,,1953000000.0,,410000000.0,6837000000.0,872000000.0,-2500000000.0,4288000000,1256000000.0,31411000000.0,1282000000.0,1968000000.0,1262000000.0,,8573000000.0,23478000000.0,47566000000.0,2178000000.0,24088000000.0,0.35,0.0,-2168000000.0,5598000000.0,,,4051000000.0,0.0,9855000000.0,2178000000.0,2178000000,-331000000.0,2808000000.0,9279000000.0,464000000.0,-187000000.0,818000000.0,4000000.0,3836000000.0,-497000000.0,6273000000.0,3226000000.0,3610000000.0
2005-06-30,3805000000.0,,2754000000.0,9279000000.0,2554000000.0,6260000000.0,0.33,707000000.0,37614000000.0,,-27000000.0,279000000.0,-25705000000.0,318000000.0,14824000000.0,8975000000.0,5000000.0,,2326000000.0,1993000000.0,53000000.0,-183000000.0,-133000000.0,,1176000000.0,6144000000.0,-2606000000.0,2972000000.0,-1389000000.0,9231000000,,42329000000.0,2649000000,716000000.0,16624000000.0,,1330000000.0,,292000000.0,5849000000.0,-304000000.0,-2500000000.0,3766000000,1117000000.0,31301000000.0,1119000000.0,1583000000.0,1342000000.0,,7780000000.0,22190000000.0,46513000000.0,2038000000.0,24323000000.0,0.33,0.0,-1499000000.0,5203000000.0,,,3894000000.0,0.0,8899000000.0,2038000000.0,2038000000,-670000000.0,2739000000.0,8975000000.0,430000000.0,70000000.0,689000000.0,-23000000.0,4028000000.0,-493000000.0,6215000000.0,3448000000.0,3432000000.0
2005-09-30,3814000000.0,,3243000000.0,8975000000.0,2848000000.0,6223000000.0,0.32,692000000.0,36676000000.0,,-220000000.0,261000000.0,-26303000000.0,252000000.0,13933000000.0,8857000000.0,6000000.0,,1494000000.0,2077000000.0,144000000.0,1188000000.0,-42000000.0,,1341000000.0,6062000000.0,-2695000000.0,4366000000.0,-1282000000.0,9960000000,,43128000000.0,3100000000,1248000000.0,16825000000.0,,1901000000.0,,356000000.0,5076000000.0,-118000000.0,-2500000000.0,4214000000,1114000000.0,30309000000.0,1185000000.0,3084000000.0,1478000000.0,,9499000000.0,21724000000.0,47360000000.0,1995000000.0,25636000000.0,0.33,0.0,-1759000000.0,5948000000.0,,,4997000000.0,0.0,10684000000.0,1995000000.0,1995000000,-1789000000.0,2815000000.0,8857000000.0,432000000.0,-76000000.0,753000000.0,6000000.0,4012000000.0,-486000000.0,6144000000.0,3748000000.0,4577000000.0
2005-12-31,3873000000.0,,3462000000.0,8857000000.0,2991000000.0,6245000000.0,,632000000.0,36182000000.0,,-70000000.0,233000000.0,-27021000000.0,313000000.0,12772000000.0,7324000000.0,6000000.0,,994000000.0,2249000000.0,127000000.0,302000000.0,-243000000.0,,1362000000.0,,-1690000000.0,3729000000.0,-1359000000.0,10201000000,,44132000000.0,3309000000,1009000000.0,17111000000.0,,1960000000.0,,144000000.0,5448000000.0,-1533000000.0,-3137000000.0,4417000000,1108000000.0,29810000000.0,2898000000.0,2370000000.0,1606000000.0,,9234000000.0,21194000000.0,48314000000.0,2453000000.0,27120000000.0,,89000000.0,-3049000000.0,6300000000.0,,,6136000000.0,0.0,12132000000.0,2453000000.0,2453000000,-3572000000.0,3126000000.0,7324000000.0,2106000000.0,-307000000.0,703000000.0,-19000000.0,3901000000.0,-482000000.0,,3914000000.0,4080000000.0
2006-03-31,,,1874000000.0,7324000000.0,3225000000.0,6662000000.0,0.23,669000000.0,34358000000.0,,-770000000.0,1662000000.0,-27786000000.0,224000000.0,7854000000.0,3948000000.0,7000000.0,,2324000000.0,2411000000.0,165000000.0,-826000000.0,1000000.0,,1562000000.0,5854000000.0,-3175000000.0,2096000000.0,-1758000000.0,8940000000,,45404000000.0,1718000000,517000000.0,17618000000.0,,1854000000.0,,376000000.0,3906000000.0,-3376000000.0,-2943000000.0,2932000000,1214000000.0,27531000000.0,2993000000.0,338000000.0,1644000000.0,3873000000.0,9843000000.0,18027000000.0,47194000000.0,1357000000.0,29167000000.0,0.23,346000000.0,-2093000000.0,4943000000.0,,,7676000000.0,61000000.0,12836000000.0,1357000000.0,1357000000,-2297000000.0,3567000000.0,3948000000.0,2040000000.0,-359000000.0,607000000.0,-5000000.0,3997000000.0,-585000000.0,5954000000.0,3912000000.0,4685000000.0
2006-06-30,,,1253000000.0,3948000000.0,3099000000.0,6986000000.0,0.15,567000000.0,34796000000.0,,485000000.0,381000000.0,-28365000000.0,287000000.0,7643000000.0,3436000000.0,7000000.0,,2012000000.0,2478000000.0,191000000.0,-463000000.0,-364000000.0,,1496000000.0,5801000000.0,-1356000000.0,1532000000.0,-1738000000.0,8009000000,,46463000000.0,1072000000,368000000.0,18098000000.0,,998000000.0,,118000000.0,4207000000.0,-512000000.0,-1000000000.0,2287000000,1215000000.0,27619000000.0,2870000000.0,-206000000.0,1593000000.0,3871000000.0,8422000000.0,16755000000.0,46088000000.0,885000000.0,29333000000.0,0.15,346000000.0,-1447000000.0,4171000000.0,,,7364000000.0,45000000.0,11292000000.0,885000000.0,885000000,-688000000.0,4332000000.0,3436000000.0,2054000000.0,-737000000.0,470000000.0,36000000.0,3838000000.0,-582000000.0,5868000000.0,3178000000.0,4092000000.0
2006-09-30,,,1814000000.0,3436000000.0,2822000000.0,7348000000.0,0.22,603000000.0,35017000000.0,,250000000.0,412000000.0,-28937000000.0,196000000.0,8219000000.0,4469000000.0,6000000.0,,1756000000.0,2401000000.0,168000000.0,74000000.0,20000000.0,,1389000000.0,5769000000.0,-1468000000.0,2790000000.0,-1167000000.0,8739000000,,46975000000.0,1472000000,513000000.0,18038000000.0,,1378000000.0,377000000.0,273000000.0,3750000000.0,1033000000.0,-500000000.0,2728000000,1256000000.0,27501000000.0,2781000000.0,1623000000.0,1425000000.0,3861000000.0,9057000000.0,17604000000.0,46855000000.0,1301000000.0,29251000000.0,0.23,346000000.0,-1280000000.0,4294000000.0,,,7352000000.0,8000000.0,11838000000.0,1301000000.0,1301000000,-289000000.0,4477000000.0,4469000000.0,2060000000.0,-167000000.0,375000000.0,201000000.0,4445000000.0,-577000000.0,5832000000.0,3358000000.0,4479000000.0
2006-12-31,,,2127000000.0,4469000000.0,2865000000.0,7825000000.0,,599000000.0,36752000000.0,,2000000.0,258000000.0,-29482000000.0,180000000.0,10002000000.0,6598000000.0,4000000.0,,1055000000.0,2256000000.0,-57000000.0,1143000000.0,18000000.0,,1426000000.0,,-440000000.0,4202000000.0,-1116000000.0,9694000000,,47084000000.0,1945000000,626000000.0,17602000000.0,,1797000000.0,862000000.0,279000000.0,3404000000.0,2129000000.0,-150000000.0,3172000000,1227000000.0,28984000000.0,3102000000.0,3086000000.0,1434000000.0,3861000000.0,8514000000.0,18280000000.0,48368000000.0,1501000000.0,30088000000.0,,989000000.0,-2174000000.0,4810000000.0,,,8625000000.0,9000000.0,11616000000.0,1501000000.0,1501000000,-1633000000.0,4314000000.0,6598000000.0,1848000000.0,147000000.0,265000000.0,17000000.0,4884000000.0,-576000000.0,,2709000000.0,3682000000.0
2007-03-31,,,1873000000.0,6598000000.0,2682000000.0,0.0,0.28,611000000.0,37526000000.0,,25000000.0,464000000.0,-30293000000.0,139000000.0,9024000000.0,4472000000.0,3000000.0,,1533000000.0,2273000000.0,-92000000.0,-1503000000.0,-150000000.0,,1400000000.0,5777000000.0,-462000000.0,1552000000.0,-1361000000.0,8852000000,,47910000000.0,1750000000,237000000.0,17617000000.0,,0.0,347000000.0,586000000.0,4552000000.0,-2126000000.0,-400000000.0,3001000000,1251000000.0,29020000000.0,4604000000.0,191000000.0,1277000000.0,3861000000.0,6626000000.0,17694000000.0,48756000000.0,1636000000.0,31062000000.0,0.28,2522000000.0,-3413000000.0,4432000000.0,,,9584000000.0,44000000.0,11230000000.0,1636000000.0,1636000000,-3216000000.0,4366000000.0,4472000000.0,1848000000.0,-65000000.0,234000000.0,-58000000.0,4420000000.0,-650000000.0,5874000000.0,2780000000.0,3603000000.0
2007-06-30,,,1529000000.0,4472000000.0,2643000000.0,9597000000.0,0.22,535000000.0,39698000000.0,,24000000.0,1269000000.0,-29662000000.0,221000000.0,10661000000.0,4709000000.0,4000000.0,,1683000000.0,2179000000.0,-96000000.0,-313000000.0,-63000000.0,,1353000000.0,5809000000.0,200000000.0,2417000000.0,-1278000000.0,8680000000,,46805000000.0,1432000000,251000000.0,17143000000.0,,0.0,301000000.0,776000000.0,5952000000.0,237000000.0,-100000000.0,2645000000,1213000000.0,30197000000.0,4132000000.0,1139000000.0,1284000000.0,3861000000.0,6464000000.0,19648000000.0,50294000000.0,1278000000.0,30646000000.0,0.22,2049000000.0,-2809000000.0,4075000000.0,,,9642000000.0,94000000.0,10596000000.0,1278000000.0,1278000000,-2380000000.0,4127000000.0,4709000000.0,1848000000.0,227000000.0,235000000.0,-91000000.0,4605000000.0,-652000000.0,5917000000.0,2531000000.0,3529000000.0
2007-09-30,,,2503000000.0,4709000000.0,2902000000.0,10695000000.0,0.3,628000000.0,40902000000.0,,77000000.0,846000000.0,-29982000000.0,137000000.0,13021000000.0,5844000000.0,5000000.0,,2455000000.0,2338000000.0,232000000.0,1389000000.0,-623000000.0,,1521000000.0,5837000000.0,-581000000.0,3884000000.0,-1088000000.0,10090000000,,46967000000.0,2269000000,712000000.0,16985000000.0,,6000000.0,333000000.0,884000000.0,7177000000.0,1135000000.0,-750000000.0,3432000000,1163000000.0,29975000000.0,4374000000.0,2796000000.0,1378000000.0,3917000000.0,7763000000.0,21426000000.0,53039000000.0,1791000000.0,31613000000.0,0.31,2067000000.0,-3570000000.0,5171000000.0,,,10711000000.0,26000000.0,12137000000.0,1791000000.0,1791000000,-2168000000.0,3538000000.0,5844000000.0,1853000000.0,582000000.0,454000000.0,37000000.0,4919000000.0,-657000000.0,5967000000.0,2933000000.0,4654000000.0
2007-12-31,,,3261000000.0,5844000000.0,3172000000.0,11653000000.0,,625000000.0,42762000000.0,,168000000.0,3956000000.0,-29134000000.0,142000000.0,12797000000.0,7307000000.0,3000000.0,,2340000000.0,2361000000.0,261000000.0,501000000.0,393000000.0,,1481000000.0,,-1147000000.0,4772000000.0,-1273000000.0,10712000000,,46052000000.0,3054000000,990000000.0,16918000000.0,,339000000.0,417000000.0,806000000.0,5490000000.0,1463000000.0,-1538000000.0,4225000000,1171000000.0,30848000000.0,4318000000.0,3499000000.0,1462000000.0,3916000000.0,8571000000.0,23885000000.0,55651000000.0,2271000000.0,31766000000.0,,1927000000.0,-3395000000.0,6226000000.0,,,10932000000.0,114000000.0,12889000000.0,2271000000.0,2271000000,-2162000000.0,3370000000.0,7307000000.0,1980000000.0,-44000000.0,411000000.0,-243000000.0,4486000000.0,-659000000.0,,2576000000.0,5104000000.0
2008-03-31,,,2171000000.0,7307000000.0,2816000000.0,12118000000.0,0.25,643000000.0,40660000000.0,,-301000000.0,4048000000.0,-30260000000.0,189000000.0,10876000000.0,5883000000.0,,,2624000000.0,2338000000.0,72000000.0,-831000000.0,-137000000.0,,1467000000.0,5787000000.0,-2718000000.0,2215000000.0,-907000000.0,9673000000,,46927000000.0,2391000000,728000000.0,16667000000.0,,639000000.0,555000000.0,468000000.0,4993000000.0,-1424000000.0,-2501000000.0,3556000000,1165000000.0,28470000000.0,4059000000.0,1308000000.0,1349000000.0,3916000000.0,8668000000.0,22064000000.0,53387000000.0,1443000000.0,31323000000.0,0.25,1899000000.0,-2412000000.0,5207000000.0,,,10740000000.0,7000000.0,12727000000.0,1443000000.0,1443000000,-921000000.0,3272000000.0,5883000000.0,1990000000.0,75000000.0,170000000.0,-418000000.0,4466000000.0,-739000000.0,5879000000.0,2725000000.0,4859000000.0
2008-06-30,,,2313000000.0,5883000000.0,2898000000.0,12452000000.0,0.28,665000000.0,40361000000.0,,352000000.0,4514000000.0,-29810000000.0,175000000.0,8391000000.0,4079000000.0,8000000.0,,2383000000.0,2379000000.0,129000000.0,-138000000.0,-188000000.0,,1468000000.0,5699000000.0,-3009000000.0,2828000000.0,-2477000000.0,9470000000,,46533000000.0,2351000000,712000000.0,16723000000.0,,0.0,339000000.0,360000000.0,4312000000.0,-1804000000.0,-2576000000.0,3456000000,1105000000.0,27780000000.0,3999000000.0,351000000.0,1430000000.0,3915000000.0,8032000000.0,19778000000.0,52392000000.0,1601000000.0,32614000000.0,0.28,1936000000.0,-1881000000.0,5249000000.0,,,11976000000.0,21000000.0,12031000000.0,1601000000.0,1601000000,-1623000000.0,3265000000.0,4079000000.0,1892000000.0,-4000000.0,171000000.0,-167000000.0,4221000000.0,-800000000.0,5800000000.0,2399000000.0,4813000000.0
2008-09-30,,,2833000000.0,4079000000.0,2887000000.0,12744000000.0,0.35,656000000.0,38911000000.0,,-26000000.0,5571000000.0,-30342000000.0,467000000.0,8287000000.0,3704000000.0,0.0,,1705000000.0,2507000000.0,-136000000.0,-391000000.0,-90000000.0,,1471000000.0,5603000000.0,-2330000000.0,3287000000.0,-48000000.0,10217000000,,47368000000.0,3132000000,819000000.0,17026000000.0,,0.0,251000000.0,275000000.0,4583000000.0,-375000000.0,-2118000000.0,4259000000,1127000000.0,26303000000.0,3740000000.0,3239000000.0,1416000000.0,3924000000.0,10068000000.0,21423000000.0,52719000000.0,2014000000.0,31296000000.0,0.36,1815000000.0,-1423000000.0,6019000000.0,,,10346000000.0,4000000.0,13808000000.0,2014000000.0,2014000000,-1332000000.0,3398000000.0,3704000000.0,1889000000.0,-131000000.0,36000000.0,-425000000.0,4198000000.0,-783000000.0,5692000000.0,2737000000.0,6438000000.0
2008-12-31,,,369000000.0,3704000000.0,2579000000.0,12944000000.0,,463000000.0,39088000000.0,,-901000000.0,4344000000.0,-30544000000.0,102000000.0,8681000000.0,3350000000.0,0.0,,1597000000.0,2390000000.0,-393000000.0,-145000000.0,-375000000.0,,1316000000.0,,-961000000.0,2596000000.0,-1765000000.0,8226000000,,48088000000.0,1790000000,135000000.0,17544000000.0,,0.0,471000000.0,2000000.0,5331000000.0,-354000000.0,0.0,1039000000,1219000000.0,26537000000.0,3809000000.0,831000000.0,1263000000.0,3932000000.0,7818000000.0,19871000000.0,50715000000.0,234000000.0,30844000000.0,,1877000000.0,-2454000000.0,4369000000.0,,3276000000.0,6092000000.0,180000000.0,11627000000.0,234000000.0,234000000,-1989000000.0,3744000000.0,3350000000.0,1886000000.0,-335000000.0,46000000.0,-1552000000.0,3857000000.0,-778000000.0,,1712000000.0,4863000000.0
