date,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2007-06-30,8200000.0,2303600000.0,249600000.0,8300000.0,-1344800000.0,5700000.0,535200000.0,191900000.0,131300000.0,-127100000.0,33900000.0,0.073333,,19800000.0,,189500000.0,159982500.0,131300000.0,-69900000.0,-51600000.0,134300000.0,4180200000.0,5223000000.0,,-27400000.0,82700000.0,,,,34200000.0,350400000.0,825300000.0,198300000.0,191900000.0,161959500.0,170900000.0,0.0,84600000,0.073333,,11500000.0,-93300000.0,-19700000.0,506800000.0,,3721500000.0,5900000.0,42500000,64500000.0,3700000.0,1076800000,806100000.0,3648400000.0,1042800000.0,-14600000.0,,91400000.0,2012600000.0,2908900000.0,-43600000.0,324400000.0,509900000.0,,1076800000.0,11500000,1034300000.0,11500000.0,,,1300500000.0,,,,,,,
2007-09-30,41000000.0,2397400000.0,359500000.0,4400000.0,-1387200000.0,2400000.0,512800000.0,264600000.0,213600000.0,81300000.0,34600000.0,,,15100000.0,,170800000.0,,213600000.0,31100000.0,-69300000.0,99400000.0,4329100000.0,5502700000.0,,80900000.0,30100000.0,,,,57700000.0,420800000.0,0.0,170900000.0,264600000.0,,251800000.0,,51400000,,,10700000.0,-56200000.0,-19700000.0,497500000.0,,3988600000.0,33100000.0,7800000,66700000.0,19900000.0,934800000,1057500000.0,3784600000.0,1173600000.0,8000000.0,,89700000.0,2038800000.0,2924700000.0,-105200000.0,384600000.0,459800000.0,,934800000.0,10700000,927000000.0,10700000.0,,,1321900000.0,,,,,,,
2007-12-31,8900000.0,2419000000.0,393600000.0,48500000.0,-1416300000.0,1600000.0,528700000.0,232000000.0,348100000.0,-19700000.0,36100000.0,0.5,,128500000.0,,175700000.0,160471500.0,348100000.0,96000000.0,-51800000.0,-82600000.0,4370600000.0,6068100000.0,,-39500000.0,-134400000.0,,,,77200000.0,714100000.0,0.0,251800000.0,232000000.0,162477000.0,212300000.0,,231500000,0.493333,,80000000.0,-55700000.0,-19700000.0,556700000.0,,4451100000.0,,186600000,-260400000.0,8700000.0,1764700000,1478000000.0,3835300000.0,1697500000.0,-9000000.0,,168800000.0,2052500000.0,2966800000.0,-33300000.0,415800000.0,903100000.0,,1764700000.0,80000000,1578100000.0,80000000.0,,,1403300000.0,,,,,,,
2008-03-31,13100000.0,2475200000.0,228900000.0,79100000.0,-1457500000.0,3000000.0,543600000.0,240300000.0,244600000.0,-19800000.0,36100000.0,0.786667,,205200000.0,1749700000.0,177100000.0,160674000.0,244600000.0,-197100000.0,-46700000.0,246200000.0,4493200000.0,6127500000.0,,28000000.0,199500000.0,,,,108800000.0,599700000.0,0.0,212300000.0,240300000.0,162381000.0,240300000.0,,349400000,0.78,,126100000.0,-29200000.0,-19800000.0,663000000.0,,4323400000.0,,303600000,-5300000.0,-14300000.0,2361500000,1322200000.0,3932700000.0,1634300000.0,16600000.0,,155000000.0,2047700000.0,,168800000.0,477900000.0,1010100000.0,,2361500000.0,126100000,2057900000.0,126100000.0,,,1551100000.0,,,,,,,
2008-06-30,7800000.0,2483000000.0,318000000.0,11300000.0,-1494400000.0,12200000.0,550700000.0,276500000.0,148400000.0,-10700000.0,35400000.0,0.1,,27000000.0,,208400000.0,161131500.0,148400000.0,-102100000.0,-54300000.0,188400000.0,4526100000.0,5967300000.0,,31900000.0,134100000.0,,,,130200000.0,494900000.0,0.0,240300000.0,276500000.0,162885000.0,272200000.0,,96500000,0.093333,,15700000.0,-54800000.0,-20700000.0,658000000.0,,4140800000.0,26900000.0,49700000,131300000.0,5400000.0,1332800000,1118900000.0,3977400000.0,1441200000.0,-4000000.0,,154100000.0,2059400000.0,3015800000.0,-89100000.0,475600000.0,692600000.0,,1332800000.0,15700000,1283100000.0,15700000.0,,,1582800000.0,,,,,,,
2008-09-30,-2700000.0,2449500000.0,400800000.0,-4400000.0,-1515100000.0,4100000.0,497000000.0,315500000.0,218200000.0,53600000.0,34900000.0,,,-10700000.0,,160800000.0,,218200000.0,23100000.0,-79300000.0,112400000.0,4346400000.0,5685000000.0,,-27000000.0,33100000.0,,,,-15200000.0,461800000.0,0.0,272200000.0,315500000.0,,245200000.0,,50600000,,,-6300000.0,-149800000.0,-101600000.0,630900000.0,,4108100000.0,13700000.0,3700000,73500000.0,-700000.0,1189200000,1184200000.0,3964600000.0,1338600000.0,-71600000.0,,134300000.0,1987300000.0,2917900000.0,-88700000.0,504200000.0,488000000.0,,1189200000.0,-6300000,1185500000.0,-6300000.0,,,1417700000.0,,,,,,,
2008-12-31,47100000.0,2707500000.0,345200000.0,68200000.0,-1640700000.0,1700000.0,452100000.0,291900000.0,518900000.0,-20700000.0,37100000.0,0.706667,,183100000.0,,263000000.0,162336000.0,518900000.0,373700000.0,-72900000.0,-60400000.0,4650300000.0,6446200000.0,,-69700000.0,-133300000.0,,,,-121700000.0,546700000.0,0.0,245200000.0,291900000.0,163513500.0,175500000.0,,289800000,0.7,,114900000.0,-376800000.0,-20800000.0,725000000.0,,4900900000.0,-13600000.0,242100000,-204900000.0,-29200000.0,1778500000,1799100000.0,4348200000.0,1795900000.0,-46100000.0,,399000000.0,2090500000.0,3095900000.0,78100000.0,733500000.0,759800000.0,,1778500000.0,114900000,1536400000.0,114900000.0,,,1407900000.0,,,,,,,
2009-03-31,-600000.0,2755000000.0,173500000.0,97400000.0,-1696400000.0,600000.0,432100000.0,192600000.0,205600000.0,20700000.0,35000000.0,0.973333,,339200000.0,159500000.0,98400000.0,162612000.0,649100000.0,-375600000.0,-65900000.0,503000000.0,4637200000.0,6136800000.0,,17100000.0,437100000.0,,,,-130200000.0,428800000.0,0.0,175500000.0,192600000.0,163655172.0,192600000.0,,424000000,0.966667,,158200000.0,-109800000.0,-62300000.0,862300000.0,,4342700000.0,167600000.0,374800000,179500000.0,12500000.0,2137800000,1283500000.0,4451400000.0,1499600000.0,-27000000.0,1508800000.0,80300000.0,2057900000.0,569200000.0,174500000.0,,767600000.0,1380100000.0,757700000.0,241800000,382900000.0,158200000.0,2900000.0,,1546000000.0,,,3059200000.0,,,,
2009-06-30,0.0,2823300000.0,269100000.0,6400000.0,-1750500000.0,3300000.0,470500000.0,240100000.0,137100000.0,-300000.0,34600000.0,-0.02,-2400000.0,-5800000.0,161600000.0,94100000.0,162888000.0,532800000.0,-111700000.0,-74600000.0,150700000.0,4740100000.0,5901300000.0,,47500000.0,76100000.0,,359100000.0,51300000.0,-71700000.0,276400000.0,0.0,192600000.0,240100000.0,162888000.0,240100000.0,,80100000,-0.02,-163500000.0,-3600000.0,2800000.0,19800000.0,837000000.0,,4059200000.0,3000000.0,28800000,91600000.0,8400000.0,962200000,946300000.0,4573800000.0,1161200000.0,79800000.0,1545500000.0,62400000.0,2087900000.0,554500000.0,-93600000.0,,454500000.0,591600000.0,370600000.0,-12200000,341800000.0,-3600000.0,2900000.0,,1583300000.0,281000000.0,-3300000.0,3112900000.0,,,,
2009-09-30,-2300000.0,2903600000.0,363200000.0,-12900000.0,-1788800000.0,5200000.0,510600000.0,280100000.0,257600000.0,1500000.0,34400000.0,,-3100000.0,-44400000.0,165500000.0,206100000.0,,414900000.0,-1000000.0,-88300000.0,71700000.0,4857500000.0,6042600000.0,,40000000.0,-16600000.0,,11200000.0,52100000.0,-38900000.0,334900000.0,0.0,240100000.0,280100000.0,,280100000.0,,42100000,,92600000.0,-11000000.0,-36100000.0,-21800000.0,804300000.0,-27200000.0,4225800000.0,-3000000.0,-7700000,-12900000.0,35100000.0,859300000,1097300000.0,4692400000.0,1185100000.0,55300000.0,1582300000.0,60900000.0,2038600000.0,579300000.0,-92000000.0,89900000.0,405900000.0,527800000.0,331500000.0,-31500000,339200000.0,-11000000.0,,,1591400000.0,290400000.0,71300000.0,3128500000.0,,,,
2009-12-31,0.0,2915000000.0,387400000.0,63500000.0,-1822500000.0,1700000.0,519800000.0,262800000.0,314100000.0,0.0,34200000.0,0.6,-4400000.0,209000000.0,158600000.0,215700000.0,163615500.0,541500000.0,13100000.0,-75000000.0,17100000.0,4856800000.0,6452700000.0,47200000.0,-64500000.0,-57900000.0,,-436900000.0,53000000.0,-27800000.0,530700000.0,0.0,280100000.0,215600000.0,164815500.0,215600000.0,,296200000,0.6,206800000.0,98400000.0,-92500000.0,-21900000.0,880800000.0,-21700000.0,4500300000.0,14100000.0,243200000,-210200000.0,-10200000.0,1618800000,1386300000.0,4737500000.0,1595900000.0,-13100000.0,1567500000.0,94700000.0,2025200000.0,569000000.0,-25200000.0,,764800000.0,1026800000.0,592000000.0,145500000,348800000.0,98400000.0,,,1681800000.0,296700000.0,-1900000.0,3114000000.0,,,,
2010-03-31,0.0,2902900000.0,223900000.0,99100000.0,-1852800000.0,,517400000.0,284500000.0,754500000.0,2100000.0,34100000.0,0.96,-5300000.0,331900000.0,149300000.0,220000000.0,163848000.0,505400000.0,-119600000.0,-70800000.0,287200000.0,4801900000.0,6318800000.0,13800000.0,55100000.0,216400000.0,,-67800000.0,52600000.0,-71400000.0,432600000.0,0.0,215600000.0,270700000.0,165129000.0,270700000.0,,418600000,0.953333,-88300000.0,157100000.0,-106400000.0,-21700000.0,1016200000.0,-21700000.0,4227500000.0,18100000.0,366000000,-70200000.0,35900000.0,2120300000,1692500000.0,4755700000.0,1516900000.0,-30300000.0,1529700000.0,6700000.0,1475200000.0,542400000.0,161300000.0,,855900000.0,1366900000.0,753400000.0,232800000,387400000.0,157100000.0,,,1781200000.0,328400000.0,-19700000.0,2535000000.0,,,,
2010-06-30,-1900000.0,2875500000.0,249200000.0,-100000.0,-1866200000.0,,516300000.0,241800000.0,608100000.0,16200000.0,33600000.0,0.02,-15700000.0,-4300000.0,138100000.0,230500000.0,164524500.0,427500000.0,-145300000.0,-83000000.0,212400000.0,4720000000.0,5831600000.0,,-28900000.0,129400000.0,,357400000.0,51700000.0,-115800000.0,297900000.0,0.0,270700000.0,241800000.0,166048500.0,241800000.0,,81000000,0.02,-128500000.0,3400000.0,-85900000.0,-93700000.0,992100000.0,,3837600000.0,14700000.0,31200000,140500000.0,21200000.0,961900000,1333500000.0,4741700000.0,1111600000.0,28700000.0,1475900000.0,33500000.0,1456800000.0,531000000.0,-29200000.0,,503400000.0,615500000.0,346400000.0,-4200000,315200000.0,3400000.0,,,1730000000.0,267600000.0,-111200000.0,2504100000.0,,,,
2010-09-30,-200000.0,3053200000.0,314000000.0,5100000.0,-1916500000.0,,606700000.0,260700000.0,774000000.0,-14800000.0,31900000.0,,-57600000.0,-13300000.0,150100000.0,388200000.0,,441800000.0,38200000.0,-118500000.0,82100000.0,5154200000.0,6374300000.0,,18900000.0,-36400000.0,,52700000.0,52900000.0,-10100000.0,372600000.0,0.0,241800000.0,260700000.0,,260700000.0,-11900000.0,71500000,,57100000.0,2100000.0,-114500000.0,-50400000.0,966700000.0,,4312700000.0,-12100000.0,18800000,74900000.0,15700000.0,890400000,1674700000.0,4969700000.0,1220100000.0,6900000.0,1562700000.0,37400000.0,1432200000.0,599100000.0,-91100000.0,86300000.0,467800000.0,574800000.0,315600000.0,-18400000,296800000.0,2100000.0,,,1824500000.0,,38000000.0,2638000000.0,,,,
2010-12-31,-200000.0,3109000000.0,387300000.0,63800000.0,-1953800000.0,11600000.0,606900000.0,139400000.0,821900000.0,-10700000.0,33300000.0,0.68,-37800000.0,218800000.0,150100000.0,348900000.0,166341000.0,533900000.0,22200000.0,-85600000.0,-36000000.0,5172700000.0,6807800000.0,,-121300000.0,-121600000.0,,-485800000.0,55300000.0,14800000.0,668300000.0,0.0,260700000.0,139400000.0,168624000.0,139400000.0,,307400000,0.673333,280300000.0,113100000.0,-104100000.0,-50600000.0,1052000000.0,,4598000000.0,8300000.0,252300000,-239300000.0,-20700000.0,1765600000,2024100000.0,5062800000.0,1635100000.0,19300000.0,1564700000.0,109000000.0,1448400000.0,518600000.0,-66900000.0,,906900000.0,1162600000.0,603000000.0,155000000,350700000.0,113100000.0,,,1948800000.0,,-3000000.0,2573900000.0,,,,
2011-03-31,-18800000.0,3187200000.0,222100000.0,87900000.0,-2014900000.0,10300000.0,671700000.0,298100000.0,260100000.0,1900000.0,34300000.0,0.893333,-6800000.0,303500000.0,160200000.0,379500000.0,167455500.0,509700000.0,-91300000.0,-81800000.0,328100000.0,5315300000.0,6894400000.0,0.0,158700000.0,246300000.0,,,55500000.0,63600000.0,458100000.0,0.0,139400000.0,298100000.0,169740000.0,298100000.0,,393300000,0.88,-217200000.0,149400000.0,-81200000.0,-50800000.0,1173500000.0,,4451300000.0,5800000.0,357000000,-29200000.0,38600000.0,2181000000,1227900000.0,5202100000.0,1579100000.0,7400000.0,1588400000.0,15800000.0,2028000000.0,523700000.0,171300000.0,,908700000.0,1423900000.0,757100000.0,215600000,400100000.0,149400000.0,,,2139200000.0,350000000.0,-981000000.0,3223400000.0,,,,
2011-06-30,-200000.0,3228000000.0,271600000.0,-4500000.0,-2065900000.0,3000000.0,683300000.0,317800000.0,244600000.0,100000.0,35000000.0,-0.04,-5000000.0,-18000000.0,159500000.0,384000000.0,168030000.0,451600000.0,-69500000.0,-77900000.0,175100000.0,5383500000.0,6673700000.0,0.0,19700000.0,97200000.0,,,57800000.0,67600000.0,338700000.0,0.0,298100000.0,317800000.0,168030000.0,317800000.0,,74800000,-0.04,-114400000.0,-7200000.0,-86700000.0,-53000000.0,1137300000.0,,4292800000.0,4300000.0,17200000,114400000.0,6900000.0,1105400000,1034900000.0,5293900000.0,1290200000.0,-3800000.0,1612000000.0,10500000.0,2039500000.0,535100000.0,-47700000.0,,595700000.0,731000000.0,374400000.0,-13500000,357200000.0,-7200000.0,,,2111200000.0,304300000.0,-3300000.0,3257900000.0,,,,
2011-09-30,-25500000.0,3204500000.0,363000000.0,-16400000.0,-2080000000.0,2400000.0,714200000.0,238500000.0,186100000.0,12200000.0,35400000.0,,-2900000.0,-65300000.0,147800000.0,442700000.0,,418300000.0,-13500000.0,-115400000.0,87500000.0,5357200000.0,6663300000.0,0.0,-79300000.0,-27900000.0,,,59300000.0,-17700000.0,399600000.0,0.0,317800000.0,238500000.0,,238500000.0,,29400000,,70500000.0,-22400000.0,-143400000.0,-53100000.0,1085800000.0,,4472200000.0,-25500000.0,-6700000,11200000.0,57900000.0,1039300000,1077900000.0,5284500000.0,1306100000.0,-25100000.0,1562200000.0,8600000.0,2110300000.0,569800000.0,-84600000.0,73900000.0,546700000.0,693400000.0,345900000.0,-48900000,352600000.0,-22400000.0,,,1977700000.0,,-396300000.0,3394300000.0,,,,
2011-12-31,-100000.0,3273800000.0,390700000.0,42100000.0,-2112800000.0,3100000.0,698500000.0,229000000.0,468700000.0,19300000.0,36000000.0,0.52,-152800000.0,152200000.0,159700000.0,427700000.0,168360000.0,588700000.0,256700000.0,-87400000.0,-22400000.0,5485900000.0,7153900000.0,0.0,-9500000.0,-109800000.0,,-283700000.0,60300000.0,-61800000.0,507400000.0,0.0,238500000.0,229000000.0,169728000.0,229000000.0,,248500000,0.513333,63700000.0,87000000.0,-243400000.0,-53200000.0,1143600000.0,,4954200000.0,8100000.0,188300000,-175800000.0,-16900000.0,1688800000,1564800000.0,5386600000.0,1668000000.0,1900000.0,1624700000.0,8100000.0,2115700000.0,575200000.0,-25300000.0,,842900000.0,1101800000.0,587000000.0,110100000,398700000.0,87000000.0,,,1994200000.0,342400000.0,-3100000.0,3389400000.0,,,,
2012-03-31,-13400000.0,4226500000.0,347800000.0,75100000.0,-2186300000.0,282400000.0,854000000.0,402400000.0,259000000.0,100000.0,65300000.0,0.793333,-1409000000.0,302100000.0,733200000.0,453800000.0,168765000.0,722800000.0,1283500000.0,-64900000.0,357100000.0,8208700000.0,10129400000.0,0.0,173400000.0,292200000.0,,,82800000.0,-40900000.0,489000000.0,0.0,229000000.0,402400000.0,169858500.0,402400000.0,,450200000,0.786667,-81000000.0,133400000.0,-1470600000.0,-76400000.0,1247900000.0,,6463300000.0,-12400000.0,380800000,6300000.0,27900000.0,2427500000,1470800000.0,6412800000.0,1920700000.0,-1800000.0,2795200000.0,3600000.0,3542800000.0,595700000.0,127300000.0,,1000800000.0,1526600000.0,900900000.0,227000000,520100000.0,133400000.0,,,2326400000.0,443300000.0,-215600000.0,4992500000.0,,,,
2012-06-30,0.0,4188900000.0,317300000.0,-4000000.0,-2226800000.0,3800000.0,837500000.0,436500000.0,273400000.0,0.0,61300000.0,-0.04,-11900000.0,-80500000.0,717700000.0,452300000.0,169089000.0,693900000.0,-105400000.0,-83700000.0,231500000.0,8114900000.0,9652200000.0,0.0,34100000.0,147800000.0,,,84600000.0,-77700000.0,346000000.0,0.0,402400000.0,436500000.0,169089000.0,436500000.0,,65400000,-0.04,-114900000.0,-6300000.0,-86000000.0,-85600000.0,1211200000.0,,6215400000.0,6900000.0,-19200000,212000000.0,-1100000.0,1277200000,1313300000.0,6415700000.0,1537300000.0,9600000.0,2756000000.0,2700000.0,3475100000.0,589500000.0,26100000.0,,624900000.0,810200000.0,467000000.0,-76500000,486200000.0,-6300000.0,,,2258000000.0,405800000.0,-21400000.0,4902100000.0,,,,
2012-09-30,-100000.0,4233100000.0,356900000.0,-13600000.0,-2286000000.0,10500000.0,939600000.0,319900000.0,331800000.0,-31900000.0,58900000.0,,-6800000.0,-87600000.0,658200000.0,495600000.0,,580100000.0,-156300000.0,-103400000.0,141500000.0,8205200000.0,9709700000.0,0.0,-116600000.0,38100000.0,,,88300000.0,-62000000.0,411300000.0,0.0,436500000.0,319900000.0,,319900000.0,,59600000,,53500000.0,-14700000.0,-104500000.0,-85600000.0,1166100000.0,,6390900000.0,-13300000.0,-28600000,42700000.0,73000000.0,1125700000,1487000000.0,6519100000.0,1504500000.0,5700000.0,2818300000.0,6500000.0,3347600000.0,616700000.0,-38900000.0,72700000.0,632600000.0,672600000.0,453100000.0,-74000000,481700000.0,-14700000.0,,,2233100000.0,400200000.0,-59800000.0,4903900000.0,,,,
2012-12-31,0.0,4270800000.0,378500000.0,65100000.0,-2359100000.0,10600000.0,950600000.0,348100000.0,497600000.0,1300000.0,60300000.0,0.606667,0.0,235800000.0,646800000.0,495200000.0,169704000.0,704900000.0,87500000.0,-91300000.0,31100000.0,8247800000.0,10167500000.0,,28200000.0,-60200000.0,,-408100000.0,87100000.0,-43700000.0,580700000.0,0.0,319900000.0,348100000.0,171735000.0,348100000.0,,383200000,0.6,164800000.0,102600000.0,-93400000.0,-85800000.0,1238100000.0,,6722000000.0,-3800000.0,296100000,-233800000.0,1600000.0,2023200000,1783200000.0,6629900000.0,1919700000.0,-2100000.0,2835000000.0,3600000.0,3358400000.0,629800000.0,-19300000.0,,999200000.0,1218800000.0,804400000.0,170700000,508300000.0,102600000.0,,,2335000000.0,426900000.0,-6300000.0,4938800000.0,,,,
2013-03-31,100000.0,4286700000.0,292400000.0,100000000.0,-2419400000.0,8500000.0,945800000.0,446300000.0,340100000.0,3200000.0,60100000.0,1.013333,-23500000.0,426200000.0,629900000.0,484300000.0,170563500.0,695200000.0,-232500000.0,-93500000.0,449700000.0,8214700000.0,10236300000.0,,98200000.0,356200000.0,,-142000000.0,87300000.0,-45600000.0,583400000.0,0.0,348100000.0,446300000.0,172798500.0,446300000.0,,573600000,1.006667,10200000.0,171900000.0,-112500000.0,-85900000.0,1379400000.0,,6519000000.0,10900000.0,486200000,-8700000.0,17200000.0,2537100000,1618700000.0,6706100000.0,2021600000.0,4500000.0,2813800000.0,1100000.0,3340500000.0,614000000.0,83800000.0,,1124800000.0,1500600000.0,1036500000.0,326200000,550300000.0,171900000.0,,,2490000000.0,465800000.0,-3200000.0,4900300000.0,,,,
2013-06-30,0.0,4325000000.0,304000000.0,9000000.0,-2495400000.0,9400000.0,961300000.0,401800000.0,331500000.0,900000.0,59200000.0,0.086667,-800000.0,-6100000.0,608600000.0,499200000.0,171360000.0,609700000.0,-141000000.0,-106800000.0,205600000.0,8266800000.0,9828800000.0,,-44500000.0,98800000.0,,409000000.0,91900000.0,-30700000.0,384500000.0,0.0,446300000.0,401800000.0,174294000.0,401800000.0,,145000000,0.086667,-201900000.0,14700000.0,-110800000.0,-90200000.0,1361900000.0,,6198700000.0,-18400000.0,53100000,127700000.0,16700000.0,1372300000,1325700000.0,6820400000.0,1562000000.0,-3200000.0,2834000000.0,3700000.0,3298200000.0,613500000.0,-10400000.0,,752600000.0,827900000.0,544400000.0,-15100000,491300000.0,14700000.0,,,2497900000.0,404700000.0,-9500000.0,4873000000.0,,,,
2013-09-30,-7200000.0,4480200000.0,365500000.0,-11300000.0,-2560300000.0,7900000.0,966600000.0,389300000.0,295100000.0,3700000.0,60700000.0,,-54600000.0,-65500000.0,607900000.0,419700000.0,,294700000.0,99900000.0,-194400000.0,115100000.0,8381500000.0,10008800000.0,,-12500000.0,-79300000.0,,30300000.0,96800000.0,8400000.0,472300000.0,0.0,401800000.0,389300000.0,,389300000.0,,92000000,,65600000.0,-11100000.0,-236600000.0,-90400000.0,1308300000.0,,6460900000.0,-30100000.0,-21200000,70700000.0,13200000.0,1262100000,1424900000.0,7040500000.0,1627300000.0,12400000.0,2873700000.0,8200000.0,3542200000.0,527200000.0,-49500000.0,157600000.0,745600000.0,777100000.0,485000000.0,-54200000,506200000.0,-11100000.0,,205200000.0,2492500000.0,394600000.0,-149700000.0,5036000000.0,,,,
2013-12-31,0.0,4517100000.0,412400000.0,86900000.0,-2630900000.0,1700000.0,984400000.0,418100000.0,488700000.0,200000.0,59300000.0,0.706667,-20800000.0,304400000.0,598800000.0,435600000.0,172237500.0,699400000.0,101100000.0,-133100000.0,72900000.0,8436000000.0,10663500000.0,,28800000.0,-60200000.0,,-508200000.0,94000000.0,32200000.0,691400000.0,0.0,389300000.0,418100000.0,174705000.0,418100000.0,,457700000,0.7,245900000.0,122000000.0,-148800000.0,-90400000.0,1397900000.0,,6944800000.0,800000.0,363700000,-223400000.0,-19700000.0,2315900000,1879500000.0,7148000000.0,2227500000.0,5100000.0,2884500000.0,400000.0,3549100000.0,531800000.0,-45100000.0,,1204000000.0,1429900000.0,886000000.0,217500000,522300000.0,122000000.0,,,2609600000.0,431500000.0,-4100000.0,5065300000.0,,,,
2014-03-31,0.0,4519100000.0,324400000.0,141300000.0,-2637800000.0,8600000.0,988500000.0,493600000.0,325100000.0,5200000.0,59500000.0,1.24,-500000.0,529100000.0,608200000.0,426100000.0,172759500.0,696100000.0,-246500000.0,-91300000.0,410100000.0,8439400000.0,10720500000.0,,75500000.0,318800000.0,,-124300000.0,87700000.0,24300000.0,634100000.0,0.0,418100000.0,493600000.0,175120500.0,493600000.0,,676300000,1.226667,-51800000.0,214400000.0,-88500000.0,-90500000.0,1579900000.0,,6718400000.0,-7600000.0,588600000,-126200000.0,32700000.0,3163300000,1655300000.0,7156900000.0,2281100000.0,3300000.0,2886000000.0,4200000.0,3548600000.0,526000000.0,88100000.0,,1323300000.0,2001300000.0,1162000000.0,387800000,573400000.0,214400000.0,,,2795200000.0,492000000.0,-198200000.0,5063100000.0,,,,
2014-06-30,-100000.0,4543400000.0,332000000.0,15200000.0,-2702300000.0,-3300000.0,990200000.0,438400000.0,174900000.0,2500000.0,60100000.0,0.12,-2000000.0,2500000.0,590300000.0,420000000.0,173055000.0,635500000.0,-330000000.0,-101100000.0,375100000.0,8438800000.0,10077700000.0,,-55200000.0,274000000.0,,576100000.0,90000000.0,25400000.0,403800000.0,0.0,493600000.0,438400000.0,175572000.0,438400000.0,,152600000,0.12,-234900000.0,20600000.0,-100100000.0,-94600000.0,1566700000.0,-16900000.0,6196900000.0,1900000.0,62700000,285800000.0,8200000.0,1486700000,1214200000.0,7245700000.0,1638900000.0,3000000.0,2885100000.0,9400000.0,3477800000.0,514700000.0,-8200000.0,,785400000.0,926500000.0,560200000.0,-12700000,497500000.0,20600000.0,,,2771000000.0,415900000.0,-91500000.0,4982700000.0,,,,
2014-09-30,5400000.0,4543700000.0,423000000.0,-8200000.0,-2633000000.0,3900000.0,1009000000.0,419500000.0,288000000.0,3900000.0,58800000.0,-0.11,-13800000.0,-68200000.0,576400000.0,209000000.0,172882000.0,307200000.0,-300000.0,-131300000.0,147300000.0,8430000000.0,10093000000.0,,-18900000.0,16000000.0,,74500000.0,91200000.0,-21200000.0,459800000.0,0.0,438400000.0,419500000.0,172882000.0,419500000.0,,81800000,-0.11,44500000.0,-19800000.0,-150200000.0,-98300000.0,1509400000.0,-18400000.0,6429800000.0,-33300000.0,-35900000,57300000.0,45500000.0,1311400000,1430900000.0,7176700000.0,1663000000.0,-5100000.0,2833400000.0,13200000.0,3433600000.0,539700000.0,-99900000.0,164400000.0,684700000.0,818000000.0,493400000.0,-60000000,529300000.0,-19800000.0,,211500000.0,2659100000.0,413200000.0,51200000.0,4998900000.0,,,,
