date,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable
2009-06-30,,,,,0.0,91900000.0,48100000.0,217400000.0,,,2497700000.0,-139000000,-60000000.0,10400000.0,2002300000.0,-61700000.0,316900000.0,152400000.0,179700000.0,,114400000.0,152400000.0,903300000.0,-51100000.0,6227900000.0,-19600000.0,861500000.0,,-0.45,62500000.0,-161900000.0,3357600000.0,3600000.0,-1700000.0,425400000.0,-142000000,932900000,,123400000.0,0.0,487100000.0,-142300000,-142300000,316900000.0,0.0,,,922500000.0,15900000.0,685900000.0,-1700000.0,3873300000.0,,3357600000.0,2002300000.0,2002300000.0,-11800000.0,2400000.0,-0.45,1515200000.0,3200000.0,,20500000.0,,6779500000.0,-142300000,,551600000.0,800000.0,250500000.0,4260900000.0,121700000.0,,,,,
2009-09-30,,83500000.0,,,0.0,-97700000.0,165400000.0,278900000.0,,,2259600000.0,-194000000,6800000.0,-50600000.0,1957300000.0,6800000.0,,154400000.0,21100000.0,,197600000.0,154400000.0,1210900000.0,-81200000.0,5968600000.0,5800000.0,617700000.0,,,57800000.0,-226100000.0,3277300000.0,3700000.0,0.0,-91000000.0,-205000000,1028800000,-25700000.0,39200000.0,0.0,-45000000.0,-231900000,-231900000,,0.0,,,1079400000.0,15900000.0,932000000.0,3600000.0,3663000000.0,,3277300000.0,1957300000.0,1957300000.0,-11900000.0,5000000.0,,2002300000.0,3200000.0,,27100000.0,,6756600000.0,-231900000,,788000000.0,2100000.0,493500000.0,4488200000.0,39200000.0,,,,,
2009-12-31,,,,,0.0,16300000.0,,229600000.0,,,2580800000.0,82000000,2100000.0,211600000.0,1936200000.0,-400000.0,356100000.0,147100000.0,75000000.0,,-1600000.0,147100000.0,1186700000.0,-233700000.0,5574100000.0,-149200000.0,793300000.0,,0.6,55700000.0,42800000.0,2916200000.0,3200000.0,-2500000.0,-240700000.0,64500000,1132200000,,220000000.0,6200000.0,-21100000.0,192000000,192000000,317700000.0,0.0,2000000.0,,920600000.0,15900000.0,957100000.0,-3100000.0,3584800000.0,,2910000000.0,1936200000.0,1936200000.0,-11900000.0,11800000.0,0.56,1957300000.0,3200000.0,,27400000.0,,6692100000.0,192000000,,1118000000.0,0.0,881700000.0,4102900000.0,217500000.0,,,,,
2010-03-31,,,,-200000.0,0.0,179700000.0,,286500000.0,,,2584500000.0,35000000,2800000.0,175900000.0,1639600000.0,-201500000.0,319000000.0,146100000.0,-183000000.0,,-1300000.0,146100000.0,1235900000.0,-301900000.0,5681500000.0,700000.0,792800000.0,,0.04,57100000.0,12100000.0,2629500000.0,3300000.0,-5200000.0,-302900000.0,29800000,913500000,,207800000.0,0.0,-296600000.0,11400000,11400000,318100000.0,0.0,,198700000.0,737600000.0,15900000.0,949400000.0,3300000.0,3763500000.0,,2629500000.0,1639600000.0,1838300000.0,-11900000.0,-3100000.0,0.04,1936200000.0,3200000.0,,22900000.0,,6459300000.0,11400000,,777800000.0,2000000.0,467700000.0,3865400000.0,202600000.0,,,,,
2010-06-30,,,,100000.0,316100000.0,54900000.0,,257300000.0,,,2627000000.0,70600000,-8500000.0,234600000.0,1392500000.0,-116700000.0,319100000.0,164400000.0,170500000.0,,0.0,164400000.0,1207400000.0,-353200000.0,5663200000.0,-4200000.0,831300000.0,,0.16,61300000.0,46300000.0,2367200000.0,3200000.0,-7900000.0,-289700000.0,70200000,1406100000,,159300000.0,0.0,-247100000.0,50500000,50500000,318200000.0,0.0,,298200000.0,1171500000.0,15900000.0,950100000.0,-6600000.0,3565000000.0,,2367200000.0,1392500000.0,1690700000.0,-12000000.0,4000000.0,0.16,1639600000.0,3200000.0,,20300000.0,-100300000.0,6211400000.0,50500000,,548200000.0,600000.0,471000000.0,3574600000.0,151400000.0,,,,,
2010-09-30,,77700000.0,,300000.0,0.0,85300000.0,0.0,186700000.0,,,2613200000.0,20300000,5100000.0,150500000.0,1309300000.0,600000.0,,141700000.0,82300000.0,,100000.0,141700000.0,1143900000.0,-131100000.0,5125700000.0,7100000.0,810600000.0,,,60500000.0,-1700000.0,2171800000.0,3600000.0,-3600000.0,-206100000.0,8800000,948500000,-17200000.0,122300000.0,0.0,-83200000.0,-8800000,-8800000,,0.0,,297700000.0,798000000.0,15900000.0,957200000.0,4500000.0,3449000000.0,,2171800000.0,1309300000.0,1607000000.0,-11900000.0,4500000.0,,1392500000.0,3200000.0,,17500000.0,-28600000.0,5938600000.0,-8800000,,812900000.0,100000.0,482700000.0,3315700000.0,118700000.0,,,,,
2010-12-31,122300000.0,,,0.0,0.0,42800000.0,0.0,168700000.0,,,2588600000.0,1500000,7500000.0,110200000.0,1221100000.0,2800000.0,319100000.0,137100000.0,66900000.0,,20800000.0,137900000.0,1085400000.0,-129000000.0,4969100000.0,500000.0,778200000.0,,-0.06,60000000.0,-19900000.0,2050700000.0,3400000.0,-3700000.0,-140500000.0,-26900000,767000000,,49500000.0,0.0,-88200000.0,-20400000,-20400000,319100000.0,0.0,500000.0,485100000.0,656800000.0,15900000.0,916700000.0,21200000.0,3411900000.0,,2050700000.0,1221100000.0,1706200000.0,-12000000.0,4900000.0,-0.06,1309300000.0,3200000.0,,16500000.0,-123300000.0,5726700000.0,-20400000,,757600000.0,500000.0,681700000.0,3136100000.0,45800000.0,,,,,
2011-03-31,65400000.0,,24600000.0,0.0,0.0,-132700000.0,,186000000.0,,,2608400000.0,-11000000,1200000.0,122800000.0,1081100000.0,-500000.0,319900000.0,141400000.0,-74300000.0,,26600000.0,141400000.0,1006600000.0,-57600000.0,4906200000.0,-58600000.0,794000000.0,,0.09,59200000.0,-30800000.0,2004300000.0,3200000.0,-4500000.0,-68900000.0,-18600000,751100000,,-70600000.0,0.0,-140000000.0,27800000,27800000,319300000.0,0.0,,292100000.0,628300000.0,15900000.0,796000000.0,700000.0,3474000000.0,,2004300000.0,1081100000.0,1373200000.0,-12000000.0,5000000.0,0.09,1221100000.0,3200000.0,,14800000.0,-62600000.0,5621300000.0,27800000,,715100000.0,700000.0,433500000.0,3010900000.0,-75100000.0,,,,,
2011-06-30,67000000.0,,23900000.0,300000.0,0.0,-117000000.0,,218400000.0,,,2591500000.0,39300000,-5400000.0,175100000.0,841000000.0,-16800000.0,319000000.0,133000000.0,-60600000.0,,22700000.0,133000000.0,2794900000.0,-149900000.0,4703300000.0,200000.0,810700000.0,,0.09,58900000.0,28900000.0,116300000.0,3300000.0,-4600000.0,-169100000.0,42100000,999200000,,-54200000.0,0.0,-240100000.0,28700000,28700000,318700000.0,678600000.0,1500000.0,297100000.0,824100000.0,15900000.0,812400000.0,-5300000.0,3500800000.0,,116300000.0,841000000.0,1138100000.0,-11900000.0,5000000.0,0.09,1081100000.0,3200000.0,1764100000.0,10400000.0,-73800000.0,5504800000.0,28700000,,801500000.0,0.0,440500000.0,2911200000.0,-58800000.0,,,,,
2011-09-30,37800000.0,186800000.0,22500000.0,100000.0,0.0,22600000.0,,200500000.0,0.0,,2620600000.0,48900000,1300000.0,184200000.0,732600000.0,-4800000.0,316200000.0,143100000.0,39000000.0,,35800000.0,144200000.0,2618400000.0,-182800000.0,4541400000.0,-1900000.0,834600000.0,,0.11,57600000.0,33800000.0,116500000.0,4300000.0,-3500000.0,-193800000.0,41100000,1098300000,-129200000.0,90200000.0,46500000.0,-108400000.0,35700000,35700000,316000000.0,696200000.0,,297600000.0,914100000.0,15900000.0,829800000.0,7300000.0,3449700000.0,,116500000.0,732600000.0,1030200000.0,-11900000.0,5000000.0,0.11,841000000.0,3200000.0,1588100000.0,10100000.0,-40400000.0,5358400000.0,35700000,,817000000.0,0.0,449400000.0,2734900000.0,86700000.0,,,,,
2011-12-31,21500000.0,,23500000.0,200000.0,0.0,-52100000.0,,182300000.0,,,2649400000.0,42000000,4500000.0,169600000.0,738100000.0,-800000.0,316500000.0,135600000.0,-30400000.0,,27700000.0,137900000.0,2565100000.0,-12600000.0,8051600000.0,1500000.0,850400000.0,,0.09,55000000.0,29200000.0,3624900000.0,5000000.0,-2400000.0,9600000.0,34000000,906600000,,-3300000.0,3478900000.0,5500000.0,27700000,27700000,316300000.0,674600000.0,4600000.0,298700000.0,737000000.0,15900000.0,800500000.0,2300000.0,6957800000.0,,146000000.0,738100000.0,1036800000.0,-11900000.0,5000000.0,0.09,732600000.0,3200000.0,1582300000.0,7800000.0,-24400000.0,8842300000.0,27700000,,790700000.0,4600000.0,443900000.0,6190000000.0,-5700000.0,,,,,
2012-03-31,136000000.0,,24200000.0,100000.0,48700000.0,-140300000.0,,204100000.0,,,2700000000.0,53400000,3900000.0,190000000.0,679800000.0,-1600000.0,318300000.0,172700000.0,-154600000.0,,15800000.0,172700000.0,1025200000.0,-300000.0,4717900000.0,1700000.0,879100000.0,,0.13,53400000.0,42300000.0,1756700000.0,5100000.0,-3100000.0,22600000.0,17300000,961200000,,-79300000.0,0.0,-58300000.0,40600000,40600000,317000000.0,682900000.0,17000000.0,299100000.0,771200000.0,15900000.0,25000000.0,3200000.0,3636700000.0,,1756700000.0,679800000.0,978900000.0,-11900000.0,4800000.0,0.13,738100000.0,3300000.0,,6300000.0,-138400000.0,5484900000.0,40600000,,767000000.0,0.0,400400000.0,2781900000.0,-82400000.0,,,,,
2012-06-30,39300000.0,,23300000.0,0.0,45900000.0,-187300000.0,,227800000.0,,,3488700000.0,83600000,-800000.0,232100000.0,904900000.0,-5700000.0,360000000.0,157900000.0,-227500000.0,,16900000.0,157900000.0,1070100000.0,-1600000.0,5867200000.0,-715600000.0,1655000000.0,,2.47,66700000.0,72200000.0,2095300000.0,4200000.0,-18300000.0,325400000.0,74200000,1150000000,,-94600000.0,0.0,225100000.0,787800000,787800000,318800000.0,701400000.0,8700000.0,283700000.0,917900000.0,15900000.0,24900000.0,2600000.0,3861600000.0,,2095300000.0,904900000.0,1188600000.0,-12000000.0,4600000.0,2.22,679800000.0,3300000.0,,6800000.0,-25900000.0,6657000000.0,787800000,,789800000.0,0.0,149000000.0,3165400000.0,-112900000.0,,,,,
2012-09-30,36000000.0,194200000.0,21600000.0,200000.0,0.0,-248400000.0,7200000.0,266600000.0,0.0,,3592100000.0,105000000,-7800000.0,269900000.0,1047700000.0,-130200000.0,362800000.0,167500000.0,-233900000.0,,15800000.0,171500000.0,3465700000.0,-3000000.0,6284100000.0,-900000.0,1743100000.0,,0.31,72600000.0,99200000.0,187800000.0,3800000.0,-9800000.0,393900000.0,102400000,1336200000,-121600000.0,-120900000.0,0.0,142800000.0,100100000,100100000,319600000.0,733200000.0,,298000000.0,1066300000.0,38900000.0,893800000.0,3900000.0,4165200000.0,0.0,187800000.0,1047700000.0,1345700000.0,-12000000.0,4400000.0,0.3,904900000.0,3300000.0,2305300000.0,5800000.0,-52100000.0,7248200000.0,100100000,,964100000.0,50900000.0,507300000.0,3653500000.0,-130700000.0,,,,,
2012-12-31,226700000.0,81900000.0,25800000.0,0.0,0.0,-777800000.0,35200000.0,283900000.0,,,3610400000.0,116900000,-5700000.0,272800000.0,566900000.0,152200000.0,364100000.0,163200000.0,-839600000.0,,10400000.0,166500000.0,868100000.0,-18400000.0,5733500000.0,41600000.0,1749200000.0,-9400000.0,0.21,81900000.0,107900000.0,2866100000.0,3500000.0,-14000000.0,23500000.0,109600000,1275100000,,-656500000.0,172100000.0,-480800000.0,66300000,66300000,321100000.0,0.0,2100000.0,96700000.0,1002300000.0,38900000.0,28600000.0,-1300000.0,5015100000.0,307900000.0,2593700000.0,566900000.0,663600000.0,-60200000.0,4800000.0,0.182093,1047700000.0,3300000.0,,4200000.0,-45400000.0,7347300000.0,66300000,,1613800000.0,2100000.0,149400000.0,3734200000.0,-670500000.0,,,,,
2013-03-31,98700000.0,87100000.0,48600000.0,0.0,0.0,-319100000.0,3500000.0,308600000.0,,,3741000000.0,150400000,500000.0,322400000.0,1150500000.0,85800000.0,365400000.0,179900000.0,-311000000.0,,9500000.0,183100000.0,913000000.0,-152000000.0,6529100000.0,31100000.0,1860100000.0,0.0,0.35,87100000.0,142100000.0,3575800000.0,4100000.0,-11300000.0,681600000.0,142500000,1431600000,,-183800000.0,188700000.0,583600000.0,111000000,111000000,321700000.0,708400000.0,15600000.0,0.0,1109200000.0,38900000.0,36100000.0,-1800000.0,5324100000.0,394300000.0,3273000000.0,1150500000.0,1150500000.0,0.0,5300000.0,0.303777,566900000.0,3300000.0,,3000000.0,-2100000.0,8232500000.0,111000000,,1703400000.0,15600000.0,149300000.0,4488800000.0,-195100000.0,,,,,
2013-06-30,1400000.0,96100000.0,64500000.0,1900000.0,0.0,-504700000.0,40800000.0,357300000.0,,,3904700000.0,211000000,-15100000.0,397400000.0,638000000.0,-29000000.0,365600000.0,195000000.0,-588000000.0,,13800000.0,198800000.0,968200000.0,-171700000.0,6618100000.0,59100000.0,2006100000.0,0.0,0.45,96100000.0,205100000.0,3411300000.0,5500000.0,-15300000.0,-187500000.0,202400000,1692800000,,-296000000.0,211000000.0,-512500000.0,146000000,146000000,322600000.0,719300000.0,10200000.0,0.0,1295400000.0,38900000.0,38100000.0,-800000.0,5911500000.0,358200000.0,3083600000.0,638000000.0,638000000.0,0.0,5900000.0,0.399344,1150500000.0,3300000.0,,0.0,0.0,8287000000.0,146000000,,1668900000.0,10200000.0,167000000.0,4379500000.0,-311300000.0,,,,,
2013-09-30,0.0,106700000.0,29900000.0,1900000.0,0.0,-328700000.0,51400000.0,400000000.0,,39300000.0,4058500000.0,202800000,-10700000.0,413400000.0,936500000.0,-28100000.0,364400000.0,213500000.0,-312300000.0,,37100000.0,218100000.0,1286000000.0,-3000000.0,7211700000.0,63300000.0,2145600000.0,0.0,0.43,106700000.0,202800000.0,3509000000.0,5900000.0,-17400000.0,421400000.0,199900000,1859800000,-130000000.0,-94800000.0,94300000.0,298500000.0,139500000,139500000,322900000.0,0.0,1800000.0,0.0,1446400000.0,38900000.0,886000000.0,-27100000.0,6197400000.0,395100000.0,3509000000.0,936500000.0,936500000.0,0.0,6700000.0,0.4,638000000.0,3300000.0,,0.0,0.0,8856400000.0,139500000,,1644700000.0,6700000.0,517400000.0,4795000000.0,-112200000.0,,,,,
2013-12-31,0.0,158700000.0,64500000.0,1900000.0,0.0,-164000000.0,8100000.0,381100000.0,,37400000.0,4196800000.0,197500000,-4500000.0,397000000.0,820100000.0,-57300000.0,364400000.0,209900000.0,-271300000.0,,12900000.0,213200000.0,1020100000.0,-55800000.0,7397300000.0,66500000.0,2268700000.0,-34500000.0,0.38,158700000.0,189700000.0,3707200000.0,5400000.0,-18300000.0,-51600000.0,187100000,1670600000,,-7500000.0,92200000.0,-116400000.0,123200000,123200000,323100000.0,129600000.0,3300000.0,,1273600000.0,41200000.0,87500000.0,-2600000.0,6496100000.0,299800000.0,3461900000.0,820100000.0,820100000.0,0.0,7800000.0,0.33809,936500000.0,3300000.0,,0.0,0.0,8927200000.0,123200000,,1529900000.0,900000.0,109900000.0,4727300000.0,-25800000.0,,,,,
2014-03-31,0.0,169100000.0,20200000.0,2200000.0,0.0,-427200000.0,8600000.0,338500000.0,,43400000.0,4346300000.0,210800000,800000.0,415200000.0,951400000.0,-13700000.0,366300000.0,215300000.0,-291900000.0,43400000.0,15000000.0,218100000.0,900500000.0,-107800000.0,7814800000.0,70900000.0,2387600000.0,0.0,0.4,169100000.0,201900000.0,4122700000.0,5400000.0,-14500000.0,404400000.0,199900000,1735000000,,-259400000.0,91700000.0,131300000.0,131000000,131000000,324300000.0,91700000.0,26300000.0,,1319800000.0,41200000.0,71300000.0,-4400000.0,6783600000.0,342500000.0,3862100000.0,951400000.0,951400000.0,-12100000.0,8900000.0,0.35763,820100000.0,3300000.0,,0.0,0.0,9372800000.0,131000000,,1558000000.0,1000000.0,108700000.0,5023200000.0,-273900000.0,,,,,
2014-06-30,0.0,183400000.0,15100000.0,2200000.0,0.0,-486900000.0,-12900000.0,422000000.0,,52600000.0,4966200000.0,181700000,58600000.0,421500000.0,575000000.0,-146700000.0,367800000.0,252600000.0,-524000000.0,,61400000.0,255700000.0,1016300000.0,-110300000.0,7970700000.0,58700000.0,2487000000.0,-188200000.0,0.32,183400000.0,171800000.0,3730400000.0,6800000.0,-17100000.0,78500000.0,168900000,2147000000,,-308200000.0,94500000.0,-376400000.0,113100000,113100000,349700000.0,604700000.0,13500000.0,,1725500000.0,94800000.0,102800000.0,-56800000.0,7375600000.0,419200000.0,3445300000.0,575000000.0,575000000.0,-13700000.0,9900000.0,0.307504,951400000.0,3700000.0,,0.0,0.0,9716600000.0,113100000,,1745900000.0,-300000.0,125500000.0,4746700000.0,-325300000.0,,,,,
2014-09-30,0.0,190800000.0,12800000.0,2200000.0,0.0,-310800000.0,13600000.0,525000000.0,,49500000.0,5115800000.0,250800000,7300000.0,522700000.0,661800000.0,-64400000.0,367600000.0,274600000.0,-344600000.0,,23300000.0,278500000.0,1400000000.0,-523000000.0,8372300000.0,84500000.0,2630500000.0,-21400000.0,0.46,190800000.0,250800000.0,3682800000.0,8600000.0,-50300000.0,196600000.0,248100000,2472300000,-141100000.0,-86300000.0,110700000.0,45900000.0,166300000,166300000,364500000.0,0.0,2100000.0,,1949600000.0,94800000.0,875000000.0,-21300000.0,7700500000.0,476900000.0,3682800000.0,661800000.0,661800000.0,-22800000.0,11800000.0,0.45,575000000.0,3700000.0,0.0,0.0,0.0,10202500000.0,166300000,,1830200000.0,-1000000.0,502700000.0,5082800000.0,-136600000.0,,,,,
2014-12-31,,190700000.0,63900000.0,2200000.0,0.0,-313600000.0,12300000.0,444600000.0,,45500000.0,5260900000.0,230200000,-2600000.0,488200000.0,541000000.0,-13900000.0,368100000.0,270300000.0,-290300000.0,,7300000.0,275800000.0,1348100000.0,-450900000.0,8539900000.0,78200000.0,2750200000.0,0.0,0.39,190700000.0,220700000.0,3726800000.0,11400000.0,-11300000.0,22100000.0,217900000,2302600000,,-129000000.0,109200000.0,-120800000.0,142500000,142500000,364900000.0,0.0,4600000.0,,1814400000.0,94800000.0,903500000.0,-6000000.0,7989300000.0,453800000.0,3726800000.0,541000000.0,541000000.0,-22800000.0,12300000.0,0.39,661800000.0,3700000.0,3403100000.0,2800000.0,,10338700000.0,142500000,,1798800000.0,1200000.0,506800000.0,5074900000.0,-140300000.0,,,,,
2015-03-31,,193800000.0,6600000.0,2200000.0,0.0,-225400000.0,5100000.0,498900000.0,,54800000.0,5418100000.0,240500000,-2700000.0,506000000.0,697700000.0,-15400000.0,369400000.0,278600000.0,-156500000.0,,14000000.0,283100000.0,1346600000.0,-647400000.0,8845000000.0,82200000.0,2875200000.0,0.0,0.4,193800000.0,230100000.0,3945500000.0,11000000.0,-12700000.0,211900000.0,227400000,2398000000,,-39800000.0,114500000.0,156700000.0,147900000,147900000,365800000.0,0.0,16400000.0,,1892000000.0,94800000.0,847700000.0,-12500000.0,8136900000.0,517600000.0,3945500000.0,697700000.0,697700000.0,-22900000.0,13100000.0,0.4,541000000.0,3700000.0,,2700000.0,,10713100000.0,147900000,,1868100000.0,5500000.0,514200000.0,5292100000.0,-52500000.0,,,,,
2015-06-30,,248800000.0,38100000.0,2200000.0,0.0,92900000.0,3300000.0,502200000.0,,58900000.0,5629600000.0,344800000,-2700000.0,630400000.0,805600000.0,-105500000.0,370300000.0,299900000.0,74000000.0,,16800000.0,303800000.0,1091200000.0,-335200000.0,8928500000.0,112400000.0,3073700000.0,-68700000.0,0.6,248800000.0,333800000.0,4141300000.0,9300000.0,-19300000.0,-144000000.0,330500000,2950800000,,357400000.0,108400000.0,107900000.0,221400000,221400000,366800000.0,89900000.0,3000000.0,,2320400000.0,97000000.0,78200000.0,-15400000.0,8111200000.0,568400000.0,3821100000.0,805600000.0,805600000.0,-22900000.0,14300000.0,0.6,697700000.0,3700000.0,,3300000.0,,10863500000.0,221400000,,1935000000.0,600000.0,105100000.0,5232500000.0,338100000.0,,,,,
2015-09-30,,144000000.0,36100000.0,1400000.0,0.0,233000000.0,-17600000.0,514900000.0,,58900000.0,5894300000.0,344900000,-1600000.0,663700000.0,1383800000.0,39400000.0,371500000.0,318800000.0,283300000.0,,27800000.0,323200000.0,1444100000.0,-22700000.0,9200500000.0,99900000.0,3289600000.0,-2200000.0,0.65,144000000.0,338800000.0,3811500000.0,10500000.0,-12800000.0,27000000.0,344900000,3172500000,-169800000.0,511800000.0,117800000.0,578200000.0,238900000,238900000,367700000.0,0.0,37800000.0,,2508800000.0,87200000.0,929200000.0,-9800000.0,7807000000.0,631000000.0,3811500000.0,1383800000.0,1383800000.0,-23000000.0,14400000.0,0.64,805600000.0,3800000.0,,3700000.0,0.0,11151000000.0,238900000,,1950500000.0,5000000.0,530200000.0,5255600000.0,499000000.0,,,,,
2015-12-31,,147600000.0,65100000.0,2600000.0,0.0,-197800000.0,13400000.0,449400000.0,,56800000.0,6059400000.0,251800000,-2100000.0,524200000.0,1268700000.0,-22200000.0,373500000.0,286000000.0,-281900000.0,,3400000.0,289400000.0,1384700000.0,-81000000.0,9366600000.0,83600000.0,3417700000.0,,0.43,147600000.0,241300000.0,3734300000.0,10400000.0,-20100000.0,-91400000.0,238200000,2416400000,,-1500000.0,113800000.0,-115100000.0,157700000,157700000,369300000.0,0.0,17000000.0,,1892200000.0,87200000.0,935300000.0,-2000000.0,8088200000.0,524400000.0,3734300000.0,1268700000.0,1268700000.0,-29600000.0,13600000.0,0.42,1383800000.0,3800000.0,,3100000.0,,11179500000.0,157700000,,1812900000.0,2200000.0,511500000.0,5119000000.0,-21600000.0,,,,,
2016-03-31,,149500000.0,15200000.0,,0.0,-211900000.0,16200000.0,541500000.0,,64400000.0,6248400000.0,313000000,0.0,598600000.0,1224100000.0,15500000.0,373700000.0,299600000.0,-135000000.0,,7300000.0,309200000.0,1388500000.0,-89600000.0,9452100000.0,105400000.0,3583300000.0,,0.53,149500000.0,300500000.0,3662700000.0,13900000.0,-20300000.0,-88500000.0,299000000,2767900000,,28400000.0,119400000.0,-44600000.0,195100000,195100000,370200000.0,0.0,11400000.0,,2169300000.0,87200000.0,847000000.0,-6000000.0,8216600000.0,616100000.0,3662700000.0,1224100000.0,1224100000.0,-29600000.0,14000000.0,0.52,1268700000.0,3800000.0,,1500000.0,,11300200000.0,195100000,,1848100000.0,1700000.0,468700000.0,5051200000.0,8100000.0,,,,,
2016-06-30,0.0,151700000.0,35500000.0,0.0,0.0,-238500000.0,17100000.0,609300000.0,,67500000.0,6512200000.0,389700000,4300000.0,708900000.0,906800000.0,-20500000.0,375900000.0,333000000.0,-310900000.0,,9400000.0,336800000.0,1519100000.0,-373300000.0,9422800000.0,128800000.0,3803400000.0,,0.67,151700000.0,378600000.0,3301300000.0,12500000.0,-24800000.0,-358500000.0,375900000,3231900000,,61700000.0,129000000.0,-317300000.0,249800000,249800000,371800000.0,0.0,33400000.0,,2523000000.0,87200000.0,909800000.0,-8100000.0,8504200000.0,634500000.0,3301300000.0,906800000.0,906800000.0,-29700000.0,13800000.0,0.66,1224100000.0,3800000.0,2797100000.0,2700000.0,0.0,11333200000.0,249800000,,1910400000.0,2400000.0,531900000.0,4820400000.0,36900000.0,,,,,
2016-09-30,0.0,195400000.0,28100000.0,,0.0,165100000.0,28600000.0,577500000.0,,54200000.0,6792500000.0,459100000,17700000.0,822900000.0,1303200000.0,-85400000.0,377300000.0,383400000.0,221300000.0,,16700000.0,384900000.0,1494600000.0,-5800000.0,9653600000.0,149400000.0,4057200000.0,-82200000.0,0.76,195400000.0,433000000.0,3271300000.0,12200000.0,-20900000.0,-47600000.0,439500000,3741300000,-195500000.0,529400000.0,143000000.0,396400000.0,283600000,283600000,372800000.0,0.0,10600000.0,,2918400000.0,80000000.0,917100000.0,-7200000.0,8340900000.0,654000000.0,3271300000.0,1303200000.0,1303200000.0,-29800000.0,19600000.0,0.75,906800000.0,3800000.0,,700000.0,0.0,11558900000.0,283600000,,1905300000.0,3700000.0,499600000.0,4765900000.0,508500000.0,,,,,
2016-12-31,,218400000.0,100700000.0,,0.0,-275300000.0,8300000.0,545100000.0,,45700000.0,6981300000.0,328900000,-5000000.0,636300000.0,1150300000.0,-31300000.0,377400000.0,321800000.0,-398900000.0,,3600000.0,325900000.0,1512700000.0,-54300000.0,9901500000.0,111200000.0,4226800000.0,-4100000.0,0.55,218400000.0,318100000.0,3217600000.0,9300000.0,-22200000.0,-88300000.0,314500000,2904200000,,-33300000.0,141300000.0,-152900000.0,206900000,206900000,373300000.0,0.0,2800000.0,,2267900000.0,80000000.0,967600000.0,-2300000.0,8742400000.0,548300000.0,3217600000.0,1150300000.0,1150300000.0,-37300000.0,14400000.0,0.55,1303200000.0,3800000.0,2798600000.0,3600000.0,,11712100000.0,206900000,,1810600000.0,500000.0,496100000.0,4730300000.0,-55500000.0,,,,,
