date,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyInventory,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable
2017-03-31,2584000000,512000000,-13000000.0,496000000.0,0.0,147000000,0.0,-55000000.0,-1023000000.0,12000000.0,,1000000.0,448000000,435000000,118000000,-121000000,205000000,,815000000.0,-70000000,5031000000.0,,1537000000,131000000,-72000000,-2885000000.0,0.0,-77000000,,174000000,256000000,1.72,2146000000,47000000,2987000000,,72200000.0,13000000.0,23000000.0,59000000,1185000000,2257000000,3572000000,933000000,2227000000,803000000.0,188000000,149000000.0,5799000000,124000000,51000000,-8000000.0,0.0,,,1.68,835000000,73700000.0,124000000,127000000,352000000,-10000000,3190000000,120000000,174000000,1895000000,-40000000,-93000000,435000000,913000000.0,-44000000.0,,,,,,
2017-06-30,2678000000,435000000,0.0,505000000.0,0.0,156000000,0.0,-537000000.0,-1029000000.0,-5000000.0,,1000000.0,454000000,441000000,116000000,-97000000,217000000,,758000000.0,-38000000,5058000000.0,,1542000000,171000000,-72000000,-2913000000.0,0.0,6000000,,191000000,269000000,1.81,2145000000,58000000,3080000000,,71800000.0,13000000.0,24000000.0,99000000,1169000000,2212000000,3581000000,874000000,2208000000,798000000.0,199000000,157000000.0,5789000000,130000000,52000000,0.0,0.0,,,1.78,822000000,73200000.0,130000000,133000000,373000000,-6000000,3086000000,126000000,175000000,1838000000,4000000,-72000000,441000000,900000000.0,-39000000.0,,,,,,
2017-09-30,2831000000,441000000,0.0,499000000.0,0.0,148000000,0.0,-572000000.0,-1009000000.0,8000000.0,,1000000.0,505000000,491000000,153000000,-101000000,240000000,,787000000.0,8000000,5166000000.0,,1574000000,222000000,-78000000,-2980000000.0,0.0,50000000,,217000000,293000000,2.31,2186000000,48000000,3203000000,,71900000.0,14000000.0,-8000000.0,144000000,1186000000,2095000000,3627000000,940000000,2266000000,803000000.0,210000000,152000000.0,5893000000,166000000,53000000,-1000000.0,0.0,,,2.26,825000000,73300000.0,166000000,169000000,388000000,-7000000,3035000000,132000000,154000000,1731000000,3000000,-79000000,491000000,901000000.0,-37000000.0,,,,,,
2017-12-31,2891000000,491000000,-4000000.0,493000000.0,0.0,142000000,0.0,-76000000.0,-1013000000.0,-59000000.0,,1000000.0,604000000,595000000,120000000,-56000000,218000000,,493000000.0,-21000000,5208000000.0,22000000.0,1527000000,245000000,-92000000,-2991000000.0,0.0,104000000,,187000000,239000000,1.37,2217000000,84000000,3259000000,,72100000.0,9000000.0,43000000.0,153000000,1167000000,2206000000,3665000000,957000000,2415000000,803000000.0,142000000,-449000000.0,6080000000,99000000,53000000,6000000.0,0.0,,,1.35,823000000,73600000.0,99000000,103000000,360000000,-20000000,3163000000,143000000,199000000,1744000000,-1000000,-82000000,595000000,961000000.0,-45000000.0,140000000.0,,,,,
2018-03-31,3040000000,595000000,0.0,488000000.0,6000000.0,154000000,,-258000000.0,-972000000.0,-56000000.0,3000000.0,1000000.0,407000000,401000000,140000000,-261000000,200000000,8000000.0,769000000.0,-118000000,5266000000.0,,1581000000,150000000,-95000000,-3030000000.0,,-194000000,-3000000.0,182000000,254000000,1.94,2236000000,39000000,3355000000,-3000000.0,72300000.0,6000000.0,63000000.0,55000000,1227000000,2002000000,3683000000,909000000,2292000000,807000000.0,280000000,156000000.0,5975000000,140000000,54000000,,,,,1.9,844000000,73600000.0,140000000,143000000,354000000,-2000000,2911000000,143000000,210000000,1512000000,-21000000,-86000000,401000000,1012000000.0,-46000000.0,,,,,,
2018-06-30,2834000000,401000000,0.0,476000000.0,-4000000.0,159000000,,-61000000.0,-1106000000.0,53000000.0,0.0,1000000.0,365000000,359000000,133000000,-163000000,201000000,0.0,749000000.0,15000000,5164000000.0,,1608000000,202000000,-65000000,-3003000000.0,,-42000000,-141000000.0,169000000,254000000,1.59,2161000000,53000000,3426000000,,71900000.0,6000000.0,18000000.0,137000000,1248000000,2010000000,3578000000,882000000,2170000000,794000000.0,278000000,161000000.0,5748000000,114000000,53000000,,,,,1.57,866000000,72800000.0,114000000,116000000,360000000,-7000000,2892000000,137000000,202000000,1530000000,-52000000,-69000000,359000000,909000000.0,-46000000.0,,,,,,
2018-09-30,2835000000,359000000,0.0,468000000.0,0.0,145000000,,-134000000.0,-1131000000.0,17000000.0,-1000000.0,1000000.0,437000000,431000000,111000000,-73000000,189000000,-28000000.0,764000000.0,49000000,5216000000.0,,1563000000,227000000,-74000000,-3070000000.0,,72000000,-35000000.0,132000000,270000000,1.33,2146000000,34000000,3484000000,,71200000.0,6000000.0,27000000.0,153000000,1229000000,2019000000,3561000000,875000000,2190000000,792000000.0,265000000,148000000.0,5751000000,95000000,81000000,,,,,1.32,852000000,71900000.0,95000000,98000000,334000000,-33000000,2894000000,144000000,195000000,1559000000,0,-75000000,431000000,865000000.0,-45000000.0,,,,,,
2018-12-31,2388000000,431000000,-15000000.0,460000000.0,0.0,143000000,,-285000000.0,-1154000000.0,-84000000.0,-1000000.0,1000000.0,334000000,327000000,169000000,-92000000,177000000,-3000000.0,452000000.0,-64000000,5113000000.0,27000000.0,1537000000,124000000,-116000000,-2915000000.0,,-104000000,-478000000.0,138000000,171000000,,2198000000,41000000,3536000000,,,7000000.0,35000000.0,8000000,1217000000,2374000000,3590000000,946000000,2138000000,791000000.0,132000000,,5728000000,94000000,59000000,,,,,,824000000,,94000000,97000000,320000000,-32000000,3320000000,131000000,189000000,1931000000,23000000,-131000000,327000000,951000000.0,-45000000.0,142000000.0,,,,,
2019-03-31,2522000000,327000000,-41000000.0,453000000.0,,151000000,,-217000000.0,-1160000000.0,-70000000.0,3000000.0,1000000.0,259000000,255000000,153000000,28000000,165000000,5000000.0,748000000.0,-170000000,2354000000.0,,1536000000,18000000,-80000000,-2963000000.0,,-72000000,-1000000.0,139000000,216000000,1.5,2354000000,37000000,3594000000,63000000.0,66800000.0,4000000.0,30000000.0,-62000000,1220000000,2487000000,3762000000,901000000,2170000000,815000000.0,224000000,,5932000000,100000000,51000000,,,,,1.48,862000000,67400000.0,100000000,102000000,316000000,-4000000,3388000000,129000000,193000000,1957000000,-34000000,-118000000,255000000,1013000000.0,-42000000.0,,,,,,
2019-06-30,2596000000,255000000,-11000000.0,451000000.0,,152000000,,-548000000.0,-1152000000.0,,0.0,1000000.0,301000000,297000000,107000000,-103000000,177000000,5000000.0,787000000.0,49000000,2375000000.0,,1550000000,235000000,-76000000,-3008000000.0,,42000000,1000000.0,152000000,229000000,1.57,2375000000,45000000,3656000000,0.0,66900000.0,4000000.0,22000000.0,159000000,1221000000,2492000000,3783000000,894000000,2215000000,801000000.0,236000000,,5998000000,105000000,52000000,,,,,1.56,865000000,67400000.0,105000000,107000000,329000000,-9000000,3386000000,146000000,199000000,1946000000,-5000000,-87000000,297000000,1015000000.0,-45000000.0,,,,,,
2019-09-30,2593000000,297000000,0.0,442000000.0,,151000000,,-93000000.0,-1214000000.0,,1000000.0,1000000.0,446000000,443000000,81000000,-11000000,193000000,-8000000.0,,66000000,2358000000.0,,1574000000,237000000,-75000000,-3016000000.0,,146000000,,140000000,248000000,1.48,2358000000,38000000,3713000000,0.0,66900000.0,3000000.0,22000000.0,162000000,1230000000,2526000000,3753000000,957000000,2342000000,795000000.0,238000000,,6095000000,99000000,55000000,,,,,1.47,879000000,67400000.0,99000000,102000000,344000000,-29000000,3483000000,147000000,185000000,2001000000,-32000000,-73000000,443000000,981000000.0,-44000000.0,,,,,,
