date,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment
2004-06-30,133700000.0,41000000.0,-374400000.0,,-35000000.0,425300000.0,37000000.0,13000000.0,24900000.0,185300000.0,5200000.0,,71000000.0,0.56,,258000000.0,117100000.0,,1196100000.0,43900000.0,42300000.0,106700000,,-16900000.0,2900000.0,86300000,318900000,6900000.0,11100000.0,287700000.0,151000000.0,82300000.0,-132900000.0,-108700000.0,154300000.0,1527000000.0,192800000.0,-12100000.0,122300000.0,131900000.0,133600000.0,22900000.0,843700000.0,32100000.0,73200000,,658100000.0,73200000.0,24900000.0,24900000.0,63300000.0,,-4100000.0,99000000.0,73200000.0,719100000.0,38700000.0,20400000.0,,225600000.0,67800000.0,65400000.0,8200000.0,0.55,,100000.0,1239300000.0,477900000.0,1101700000.0,,,,,,,,
2004-09-30,132500000.0,35000000.0,-361600000.0,0.0,-38000000.0,461300000.0,24900000.0,7400000.0,22700000.0,185700000.0,-22600000.0,,71100000.0,0.4,,474000000.0,87600000.0,,1245400000.0,34900000.0,45000000.0,114600000,,9700000.0,7000000.0,95400000,323000000,-2200000.0,24000000.0,274500000.0,152100000.0,93700000.0,-78000000.0,-107100000.0,170400000.0,1511600000.0,199700000.0,-2200000.0,112500000.0,130700000.0,137300000.0,27800000.0,576300000.0,2200000.0,52700000,,412400000.0,53200000.0,22700000.0,22700000.0,51400000.0,,-4100000.0,90300000.0,53200000.0,717100000.0,-15700000.0,19200000.0,,226800000.0,268400000.0,103400000.0,9200000.0,0.4,,-1100000.0,1237100000.0,475000000.0,1050300000.0,,,,,,,,
2004-12-31,,30300000.0,-336200000.0,0.0,-35000000.0,523600000.0,22700000.0,9700000.0,52100000.0,189900000.0,-8100000.0,,69000000.0,,,456900000.0,98600000.0,,1298800000.0,38400000.0,141800000.0,128500000,,-6000000.0,5600000.0,108700000,317300000,11300000.0,9300000.0,299600000.0,339800000.0,102200000.0,-59900000.0,-198000000.0,162700000.0,1557200000.0,195100000.0,30600000.0,139600000.0,,127400000.0,28800000.0,576700000.0,7500000.0,60200000,,398500000.0,57500000.0,52100000.0,52100000.0,38600000.0,,-4000000.0,81200000.0,57500000.0,1028800000.0,-14100000.0,19800000.0,,227500000.0,255700000.0,96200000.0,9100000.0,,,300000.0,1257600000.0,87000000.0,1033600000.0,,,,,,,,
2005-03-31,132400000.0,46500000.0,-340000000.0,,-25000000.0,565700000.0,52100000.0,7000000.0,52900000.0,200900000.0,-8000000.0,,79000000.0,0.45,,519700000.0,94300000.0,,1353400000.0,35700000.0,137100000.0,121900000,,-1800000.0,18800000.0,102000000,343400000,3100000.0,-41500000.0,331300000.0,333300000.0,40100000.0,56900000.0,-196200000.0,195000000.0,1670600000.0,214100000.0,800000.0,127700000.0,129800000.0,142500000.0,,585200000.0,2700000.0,58600000,,398700000.0,58600000.0,52900000.0,52900000.0,58800000.0,,-4000000.0,98900000.0,58600000.0,1101000000.0,-95500000.0,19900000.0,,228500000.0,317700000.0,38300000.0,9100000.0,0.44,,1800000.0,1339300000.0,101200000.0,1104900000.0,,,,,,,,
2005-06-30,132700000.0,37000000.0,-332500000.0,,-30000000.0,622000000.0,52900000.0,6500000.0,44700000.0,215600000.0,8000000.0,,88800000.0,0.48,,456900000.0,98000000.0,,1410600000.0,35400000.0,136800000.0,126800000,,-20300000.0,12200000.0,106700000,363400000,4300000.0,-3900000.0,308600000.0,318400000.0,88400000.0,-74600000.0,-181600000.0,186500000.0,1671300000.0,215600000.0,-8200000.0,130200000.0,129800000.0,147800000.0,,592400000.0,2400000.0,62600000,,398700000.0,62600000.0,44700000.0,44700000.0,63500000.0,,-5400000.0,108900000.0,62600000.0,1119400000.0,-21000000.0,20100000.0,,229800000.0,263900000.0,68100000.0,9800000.0,0.47,,2400000.0,1362700000.0,106500000.0,1049300000.0,,,,,,,,
2005-09-30,132500000.0,24900000.0,-317100000.0,,-40000000.0,697700000.0,44700000.0,5100000.0,41500000.0,222300000.0,10100000.0,,94500000.0,0.48,,296300000.0,102500000.0,,1467700000.0,40000000.0,138000000.0,127800000,,-11200000.0,16700000.0,107300000,375300000,6300000.0,6300000.0,304700000.0,313700000.0,103300000.0,-79200000.0,-175700000.0,202400000.0,1713000000.0,224000000.0,-3200000.0,121300000.0,129900000.0,153000000.0,,719000000.0,4800000.0,62500000,,518800000.0,62500000.0,41500000.0,41500000.0,78900000.0,,-5400000.0,115000000.0,62500000.0,1164700000.0,-28500000.0,20500000.0,,230900000.0,88800000.0,92100000.0,8600000.0,0.47,,2300000.0,1408300000.0,105600000.0,1015300000.0,,,,,,,,
2005-12-31,,7300000.0,-220700000.0,0.0,-49000000.0,820300000.0,41500000.0,5900000.0,37500000.0,210400000.0,-29000000.0,,82700000.0,,,294500000.0,95900000.0,,1525100000.0,33100000.0,137000000.0,127700000,,16100000.0,15100000.0,106000000,361300000,-1900000.0,10100000.0,280400000.0,316000000.0,106000000.0,-96600000.0,-179000000.0,52400000.0,1831500000.0,216000000.0,-4000000.0,126800000.0,,150900000.0,94700000.0,716700000.0,-700000.0,62800000,,463800000.0,62800000.0,37500000.0,37500000.0,126100000.0,49200000.0,-5400000.0,104400000.0,62800000.0,1149600000.0,-12900000.0,21700000.0,,231500000.0,92300000.0,122100000.0,8100000.0,,,-5900000.0,1551100000.0,264500000.0,1011200000.0,,,,,,,,
2006-03-31,131500000.0,10000000.0,-210700000.0,,-46200000.0,857400000.0,37500000.0,21900000.0,56400000.0,222900000.0,-100000.0,,92600000.0,0.49,,312000000.0,100900000.0,,1582700000.0,38000000.0,136200000.0,130300000,,-10700000.0,10800000.0,109200000,374000000,-800000.0,-23100000.0,318800000.0,323700000.0,65300000.0,-35400000.0,-187500000.0,69100000.0,1879000000.0,226900000.0,18900000.0,113400000.0,129000000.0,151100000.0,70200000.0,709600000.0,500000.0,62900000,894200000.0,468800000.0,62900000.0,56400000.0,56400000.0,127400000.0,58400000.0,-5200000.0,113700000.0,62900000.0,255300000.0,-10800000.0,21100000.0,,232000000.0,92400000.0,54600000.0,7900000.0,0.48,,200000.0,1560200000.0,274500000.0,1021600000.0,,,,,,,,
2006-06-30,130400000.0,10400000.0,-200000000.0,,-52400000.0,892700000.0,56400000.0,16800000.0,48200000.0,225900000.0,0.0,,109000000.0,0.54,,312600000.0,102100000.0,,1647000000.0,32500000.0,158300000.0,116900000,,-15800000.0,2600000.0,96400000,387700000,1100000.0,-7400000.0,322500000.0,385900000.0,90700000.0,-83800000.0,-227600000.0,38800000.0,1883700000.0,239000000.0,-8200000.0,114800000.0,128100000.0,161800000.0,97500000.0,678400000.0,15000000.0,69600000,804800000.0,433800000.0,69600000.0,48200000.0,48200000.0,129800000.0,63900000.0,-5100000.0,129500000.0,69600000.0,345500000.0,-15800000.0,20500000.0,,232400000.0,95600000.0,74900000.0,8200000.0,0.53,,2800000.0,1561200000.0,252600000.0,991000000.0,,,,,,,,
2006-09-30,128400000.0,12900000.0,-195700000.0,,-65300000.0,918100000.0,48200000.0,21300000.0,55700000.0,236700000.0,0.0,5700000.0,95700000.0,0.62,,321000000.0,112200000.0,,1720700000.0,33300000.0,156600000.0,141000000,,-7600000.0,6400000.0,120600000,394600000,3400000.0,-9000000.0,342000000.0,395600000.0,99400000.0,-84500000.0,-239000000.0,54900000.0,1894100000.0,248500000.0,7500000.0,102800000.0,126400000.0,157900000.0,90800000.0,655000000.0,500000.0,78900000,808500000.0,416900000.0,78900000.0,55700000.0,55700000.0,135300000.0,62300000.0,-5000000.0,116100000.0,78900000.0,338000000.0,-7600000.0,20400000.0,,232700000.0,91700000.0,91800000.0,7900000.0,0.61,,300000.0,1552100000.0,249000000.0,976000000.0,,,,,,,,
2006-12-31,,11100000.0,-232200000.0,,-51300000.0,838100000.0,55700000.0,23500000.0,67800000.0,230100000.0,-300000.0,3500000.0,99400000.0,,,582100000.0,100700000.0,,1778600000.0,37600000.0,161900000.0,130700000,,-17900000.0,6300000.0,109900000,390000000,-6300000.0,37800000.0,345200000.0,405700000.0,118900000.0,-53500000.0,-243800000.0,62000000.0,1790600000.0,244800000.0,12100000.0,125700000.0,,159900000.0,103900000.0,370400000.0,200000.0,63100000,842000000.0,173900000.0,63100000.0,67800000.0,67800000.0,70800000.0,62700000.0,-5000000.0,120200000.0,63100000.0,337400000.0,-52600000.0,20800000.0,,232900000.0,330000000.0,101000000.0,7900000.0,,,1100000.0,1445400000.0,104100000.0,952500000.0,,,,,,,,
2007-03-31,127300000.0,19000000.0,-281900000.0,,-400000.0,927600000.0,67800000.0,21400000.0,69600000.0,235800000.0,-3900000.0,4100000.0,97400000.0,0.55,,566400000.0,108400000.0,,1842500000.0,39400000.0,162400000.0,309500000,,-14600000.0,6500000.0,288100000,405100000,-1700000.0,-27900000.0,372600000.0,418100000.0,64900000.0,-45100000.0,-255700000.0,86500000.0,1831900000.0,252200000.0,1800000.0,121400000.0,124900000.0,169300000.0,84100000.0,337900000.0,200000.0,69000000,847200000.0,148900000.0,69000000.0,69600000.0,69600000.0,67600000.0,67400000.0,-5000000.0,-52300000.0,69000000.0,333500000.0,-18500000.0,21400000.0,,233100000.0,307000000.0,50300000.0,7400000.0,0.54,,1800000.0,1459300000.0,116200000.0,904300000.0,,,,,,,,
2007-06-30,138600000.0,29900000.0,-204200000.0,,-169900000.0,1727200000.0,69600000.0,33900000.0,264200000.0,264600000.0,100000.0,5200000.0,115200000.0,0.52,,716600000.0,109200000.0,,1907400000.0,39100000.0,187700000.0,149400000,,-17200000.0,15900000.0,119800000,454500000,600000.0,-17300000.0,625800000.0,460700000.0,88200000.0,412800000.0,-273000000.0,79500000.0,3613700000.0,296200000.0,194600000.0,124200000.0,134900000.0,189900000.0,103600000.0,1169900000.0,1100000.0,70100000,1778500000.0,778600000.0,70100000.0,264200000.0,264200000.0,267100000.0,72400000.0,-5000000.0,144800000.0,70100000.0,896500000.0,-307800000.0,29600000.0,,234700000.0,427200000.0,71000000.0,10400000.0,0.51,,3700000.0,2987900000.0,125200000.0,1886500000.0,,,,,,,,
2007-09-30,140600000.0,23700000.0,-185800000.0,,-435400000.0,1377500000.0,264200000.0,21800000.0,87000000.0,298200000.0,0.0,4300000.0,130100000.0,0.49,,471300000.0,108800000.0,,1969700000.0,40900000.0,239000000.0,168100000,,-53500000.0,4700000.0,129200000,492500000,-3100000.0,10700000.0,444400000.0,529300000.0,118700000.0,-244100000.0,-290300000.0,91200000.0,3480700000.0,302700000.0,-177200000.0,127100000.0,137400000.0,194300000.0,122600000.0,1631900000.0,1200000.0,67900000,1791100000.0,1240900000.0,67900000.0,87000000.0,87000000.0,263900000.0,67500000.0,-5400000.0,169000000.0,67900000.0,876100000.0,-53800000.0,38900000.0,,235100000.0,168200000.0,65200000.0,19900000.0,0.48,,1700000.0,3036300000.0,130100000.0,2103200000.0,,,,,,,,
2007-12-31,,21800000.0,-228200000.0,,-113000000.0,1399200000.0,87000000.0,31100000.0,81600000.0,292300000.0,0.0,3600000.0,134300000.0,,,546900000.0,98200000.0,,2030000000.0,32500000.0,259500000.0,158000000,,-33200000.0,4500000.0,120200000,490800000,12100000.0,58900000.0,425000000.0,566400000.0,178100000.0,-141200000.0,-306900000.0,80900000.0,3523900000.0,295800000.0,-5400000.0,135500000.0,,198500000.0,142900000.0,1577800000.0,500000.0,65700000,1834600000.0,1165200000.0,65700000.0,81600000.0,81600000.0,277100000.0,,-5300000.0,172100000.0,65700000.0,860200000.0,-42200000.0,37800000.0,,235600000.0,222100000.0,144900000.0,20800000.0,,,-5800000.0,3098900000.0,144600000.0,2124700000.0,,,,,,,,
2008-03-31,132100000.0,21000000.0,-218500000.0,,-37000000.0,1443000000.0,81600000.0,30600000.0,85000000.0,300300000.0,0.0,6800000.0,136200000.0,0.51,,329200000.0,105100000.0,,2089500000.0,39400000.0,272700000.0,164100000,,-30000000.0,5600000.0,126200000,503100000,-5800000.0,-29500000.0,445300000.0,593600000.0,75100000.0,-36300000.0,-320900000.0,93700000.0,3549900000.0,305100000.0,3400000.0,141100000.0,129600000.0,202800000.0,108400000.0,1777700000.0,300000.0,65700000,1844300000.0,1363800000.0,65700000.0,85000000.0,85000000.0,272800000.0,73200000.0,-5200000.0,174100000.0,65700000.0,840900000.0,-36000000.0,37900000.0,,235900000.0,23300000.0,45100000.0,19700000.0,0.5,,600000.0,3104600000.0,146700000.0,2106900000.0,,,,,,,,
2008-06-30,131500000.0,23100000.0,-215100000.0,,-44100000.0,1482000000.0,85000000.0,31600000.0,72600000.0,300900000.0,-4400000.0,5100000.0,135200000.0,0.55,,434300000.0,109500000.0,,2155100000.0,38700000.0,285300000.0,165700000,,-28400000.0,7900000.0,127700000,501900000,-7700000.0,5500000.0,433300000.0,618800000.0,111700000.0,-86300000.0,-333500000.0,85000000.0,3546600000.0,305900000.0,-12400000.0,142000000.0,129000000.0,201000000.0,111800000.0,1630300000.0,900000.0,70800000,1852300000.0,1213200000.0,70800000.0,72600000.0,72600000.0,275100000.0,78600000.0,-5100000.0,173200000.0,70800000.0,822300000.0,-37800000.0,38000000.0,,236600000.0,127300000.0,83300000.0,17300000.0,0.54,,500000.0,3113300000.0,153400000.0,2064600000.0,,,,,,,,
2008-09-30,129800000.0,22300000.0,-267300000.0,,-62800000.0,1437600000.0,72600000.0,26500000.0,69000000.0,290400000.0,0.0,5000000.0,141800000.0,0.57,,362800000.0,90300000.0,,2222100000.0,18000000.0,291200000.0,148600000,,-30900000.0,600000.0,107200000,484100000,-1100000.0,20400000.0,395000000.0,632200000.0,138000000.0,-98500000.0,-341000000.0,80000000.0,3450600000.0,273700000.0,-3600000.0,126600000.0,127500000.0,193700000.0,130100000.0,1650200000.0,1500000.0,72300000,1812900000.0,1252900000.0,72300000.0,69000000.0,69000000.0,270700000.0,71000000.0,-5100000.0,183200000.0,72300000.0,799100000.0,-37700000.0,41400000.0,0.0,236400000.0,55200000.0,107100000.0,16900000.0,0.56,,0.0,3055600000.0,152400000.0,2013000000.0,,,,,,,,
2008-12-31,,19300000.0,-390600000.0,,-11800000.0,1312400000.0,69000000.0,29900000.0,58200000.0,265300000.0,-16800000.0,3800000.0,111100000.0,,,318000000.0,101000000.0,,2281000000.0,37000000.0,286300000.0,154200000,,-21200000.0,,116100000,446600000,22300000.0,-8300000.0,353800000.0,614500000.0,119900000.0,-94600000.0,-328200000.0,78700000.0,3260300000.0,253400000.0,-10800000.0,61200000.0,,181300000.0,111800000.0,1629900000.0,3500000.0,64000000,1760000000.0,1187400000.0,64000000.0,58200000.0,58200000.0,215300000.0,65700000.0,-5100000.0,149200000.0,64000000.0,777300000.0,-30100000.0,38100000.0,,236500000.0,31900000.0,98700000.0,17400000.0,,,0.0,2906500000.0,74600000.0,1947900000.0,,,,,,,,
2009-03-31,127400000.0,18400000.0,-383600000.0,1000000.0,-9100000.0,1363600000.0,58200000.0,32300000.0,60000000.0,263900000.0,0.0,3400000.0,123000000.0,0.43,-276400000.0,584100000.0,90800000.0,0.0,2330300000.0,34700000.0,311200000.0,143300000,3700000.0,-15000000.0,,102700000,452900000,3200000.0,-56400000.0,369400000.0,643700000.0,44500000.0,-27700000.0,-332500000.0,78600000.0,3281900000.0,263800000.0,1800000.0,50100000.0,126200000.0,189000000.0,85300000.0,1322400000.0,2400000.0,56100000,1765800000.0,906300000.0,54400000.0,60000000.0,60000000.0,220400000.0,64200000.0,-5400000.0,161200000.0,54400000.0,755800000.0,-14000000.0,38200000.0,,236500000.0,294700000.0,29500000.0,14300000.0,0.43,-10300000.0,-300000.0,2912500000.0,79700000.0,1906500000.0,,,,,,,,
2009-06-30,127800000.0,19400000.0,-333200000.0,500000.0,0.0,1475800000.0,60000000.0,31000000.0,63600000.0,263000000.0,0.0,6000000.0,116700000.0,0.47,-100100000.0,615300000.0,95800000.0,0.0,2384700000.0,34700000.0,316000000.0,149400000,6100000.0,-19000000.0,,107200000,455400000,3500000.0,-8600000.0,370800000.0,629900000.0,101100000.0,-83300000.0,-313900000.0,70300000.0,3315800000.0,254400000.0,3600000.0,52300000.0,126300000.0,192400000.0,89000000.0,1213000000.0,3100000.0,61100000,1803600000.0,791300000.0,59600000.0,63600000.0,63600000.0,226400000.0,62300000.0,-7200000.0,155800000.0,59600000.0,738500000.0,-18500000.0,39100000.0,,236600000.0,333700000.0,82100000.0,14500000.0,0.47,16700000.0,300000.0,2945000000.0,86900000.0,1828300000.0,,,,,,,,
2009-09-30,128000000.0,16600000.0,-317700000.0,,0.0,1550700000.0,63600000.0,25600000.0,77700000.0,261600000.0,300000.0,3700000.0,115700000.0,0.47,-50100000.0,578700000.0,92400000.0,-3500000.0,2439200000.0,31000000.0,316100000.0,146100000,3700000.0,-17200000.0,,106300000,451900000,17900000.0,600000.0,385600000.0,649600000.0,123200000.0,-90100000.0,-333500000.0,62600000.0,3326500000.0,251700000.0,14100000.0,55300000.0,126400000.0,190300000.0,102400000.0,1184300000.0,200000.0,61400000,1813900000.0,740400000.0,59700000.0,77700000.0,77700000.0,248700000.0,59400000.0,-5800000.0,155300000.0,59700000.0,721500000.0,-20400000.0,39600000.0,,236600000.0,299700000.0,106000000.0,14100000.0,0.47,5400000.0,-400000.0,2940900000.0,89400000.0,1763000000.0,,,,,,,,
2009-12-31,,27400000.0,-318700000.0,,-14700000.0,1601200000.0,77700000.0,35900000.0,103100000.0,268200000.0,-1800000.0,6100000.0,134900000.0,,-20400000.0,492200000.0,77600000.0,-195900000.0,2494200000.0,15700000.0,319300000.0,133600000,6100000.0,-19500000.0,,91400000,464300000,-9900000.0,49600000.0,416800000.0,665300000.0,149600000.0,92800000.0,-346000000.0,77500000.0,3550500000.0,258700000.0,25400000.0,60600000.0,,196100000.0,125800000.0,1443300000.0,300000.0,61900000,1943200000.0,990900000.0,60200000.0,103100000.0,103100000.0,249300000.0,69800000.0,-5800000.0,176800000.0,60200000.0,782500000.0,-217200000.0,41900000.0,,236600000.0,154200000.0,130100000.0,14100000.0,,1000000.0,700000.0,3133700000.0,88700000.0,1935500000.0,,,,,,,,
2010-03-31,128100000.0,73500000.0,-330100000.0,,-9400000.0,1647900000.0,103100000.0,26000000.0,77100000.0,261000000.0,0.0,4400000.0,112400000.0,0.45,-7700000.0,429400000.0,93000000.0,-6000000.0,2545800000.0,35000000.0,309500000.0,149700000,4400000.0,-50000000.0,,107700000,461300000,-100000.0,-67700000.0,446800000.0,648400000.0,37700000.0,-5500000.0,-338900000.0,86300000.0,3505600000.0,258500000.0,-26000000.0,54300000.0,126300000.0,200300000.0,91300000.0,1413000000.0,-500000.0,58000000,1916200000.0,990600000.0,56700000.0,77100000.0,77100000.0,248200000.0,68600000.0,-5300000.0,153300000.0,56700000.0,741300000.0,-56000000.0,42500000.0,,236600000.0,157200000.0,-12300000.0,14200000.0,0.44,-5800000.0,1200000.0,3058800000.0,91800000.0,1842400000.0,,,,,,,,
2010-06-30,127300000.0,110200000.0,-332200000.0,,-55400000.0,1663700000.0,77100000.0,26200000.0,70100000.0,272400000.0,67700000.0,6500000.0,126900000.0,0.57,-82900000.0,369700000.0,92500000.0,-8700000.0,2612100000.0,32700000.0,300900000.0,148400000,6500000.0,-16900000.0,,105800000,460700000,700000.0,-8900000.0,473000000.0,631400000.0,101200000.0,-148800000.0,-330500000.0,93200000.0,3432100000.0,260500000.0,-7000000.0,50300000.0,125700000.0,188300000.0,99900000.0,1383500000.0,800000.0,59800000,1855400000.0,979400000.0,71300000.0,70100000.0,70100000.0,236500000.0,62900000.0,-6900000.0,166600000.0,71300000.0,706000000.0,42100000.0,41800000.0,,236600000.0,87500000.0,84300000.0,14100000.0,0.56,-2600000.0,-300000.0,2959100000.0,96800000.0,1753200000.0,,,,,,,,
2010-09-30,125800000.0,22600000.0,-309700000.0,,-51600000.0,1711500000.0,70100000.0,19700000.0,115600000.0,285600000.0,115500000.0,-14800000.0,134000000.0,0.62,-68000000.0,305300000.0,96900000.0,-600000.0,2683500000.0,33300000.0,300200000.0,152300000,4100000.0,-15500000.0,,110200000,473800000,2600000.0,-43600000.0,437100000.0,654600000.0,68500000.0,-124400000.0,-354400000.0,86900000.0,3400000000.0,266200000.0,45500000.0,53500000.0,124300000.0,188200000.0,121200000.0,1366300000.0,700000.0,63600000,1871200000.0,986400000.0,76500000.0,115600000.0,115600000.0,241800000.0,56500000.0,-6100000.0,175400000.0,76500000.0,684500000.0,99400000.0,41400000.0,,236600000.0,21000000.0,53000000.0,14000000.0,0.61,-2400000.0,-100000.0,2962900000.0,107000000.0,1671600000.0,,,,,,,,
2010-12-31,,21100000.0,-344500000.0,,-51100000.0,1691400000.0,115600000.0,24600000.0,119400000.0,288700000.0,-1500000.0,3300000.0,137000000.0,,-135200000.0,319500000.0,96200000.0,-67300000.0,2725700000.0,32200000.0,298400000.0,152100000,6800000.0,-17400000.0,,109700000,482000000,-3100000.0,38900000.0,429200000.0,666400000.0,145200000.0,-56600000.0,-368000000.0,81700000.0,3433600000.0,262600000.0,3800000.0,53600000.0,,193300000.0,133800000.0,1405700000.0,300000.0,64000000,1914700000.0,978900000.0,62200000.0,119400000.0,119400000.0,244200000.0,58700000.0,-22000000.0,179000000.0,62200000.0,689500000.0,-84500000.0,42100000.0,,236600000.0,20700000.0,127800000.0,13800000.0,,7200000.0,2200000.0,3004400000.0,101800000.0,1725200000.0,,,,,,,,
2011-03-31,124700000.0,22400000.0,-331300000.0,,0.0,1750600000.0,119400000.0,22400000.0,86900000.0,278300000.0,0.0,59300000.0,126500000.0,0.47,-1700000.0,303500000.0,95600000.0,-33400000.0,2763100000.0,36300000.0,306400000.0,152100000,4700000.0,-26200000.0,,109100000,472600000,-100000.0,-83000000.0,427200000.0,691700000.0,23100000.0,1600000.0,-385300000.0,91300000.0,3468800000.0,283500000.0,-32500000.0,54100000.0,122800000.0,194300000.0,89600000.0,1395500000.0,300000.0,59300000,1946100000.0,974800000.0,57300000.0,86900000.0,86900000.0,250200000.0,59500000.0,-19600000.0,169200000.0,57300000.0,682300000.0,-59600000.0,42700000.0,,236600000.0,40700000.0,-3100000.0,13800000.0,0.46,-17000000.0,-2000000.0,3041600000.0,106800000.0,1699000000.0,,,,,,,,
2011-06-30,124600000.0,21700000.0,-295900000.0,,-31300000.0,1784300000.0,86900000.0,26700000.0,108700000.0,296200000.0,2500000.0,7000000.0,140500000.0,0.28,-18400000.0,298700000.0,91300000.0,0.0,2777600000.0,54200000.0,300900000.0,146100000,7100000.0,-17700000.0,,114600000,487100000,6200000.0,5000000.0,436500000.0,673800000.0,123900000.0,-85500000.0,-372900000.0,101400000.0,3489300000.0,273000000.0,21800000.0,58300000.0,122800000.0,190900000.0,62300000.0,1388000000.0,-9600000.0,37100000,1919100000.0,963900000.0,34500000.0,108700000.0,108700000.0,252500000.0,52600000.0,-23200000.0,181600000.0,34500000.0,655500000.0,-15200000.0,40800000.0,,236600000.0,17600000.0,106200000.0,13700000.0,0.28,1800000.0,0.0,3052800000.0,177300000.0,1686700000.0,,,,,,,,
2011-09-30,123300000.0,20200000.0,-321300000.0,,-43900000.0,1766100000.0,108700000.0,21900000.0,102000000.0,301300000.0,-2500000.0,5500000.0,139200000.0,0.55,3400000.0,344200000.0,108500000.0,-83000000.0,2824500000.0,39200000.0,296000000.0,162700000,5500000.0,-15300000.0,,121600000,490400000,900000.0,-4000000.0,430200000.0,683300000.0,112000000.0,-15000000.0,-387300000.0,85000000.0,3512500000.0,275800000.0,-6700000.0,56100000.0,121800000.0,189100000.0,65700000.0,1384200000.0,600000.0,69300000,1953900000.0,967800000.0,66700000.0,102000000.0,102000000.0,250700000.0,50500000.0,-21500000.0,179700000.0,66700000.0,663000000.0,-98300000.0,40300000.0,,236600000.0,67700000.0,96700000.0,13700000.0,0.54,-3500000.0,-100000.0,3082300000.0,169400000.0,1728400000.0,,,,,,,,
2011-12-31,,15600000.0,-391800000.0,,-67100000.0,1702400000.0,102000000.0,27500000.0,127700000.0,315500000.0,0.0,6500000.0,148600000.0,,24400000.0,362800000.0,112800000.0,-15200000.0,2879200000.0,38300000.0,292900000.0,167900000,7100000.0,-15800000.0,,125700000,509700000,-3400000.0,31000000.0,452300000.0,693700000.0,149700000.0,-97000000.0,-400800000.0,96800000.0,3508600000.0,284400000.0,25700000.0,53500000.0,,194200000.0,56300000.0,1423700000.0,1000000.0,74500000,1961200000.0,966000000.0,74400000.0,127700000.0,127700000.0,227800000.0,55800000.0,-19400000.0,189800000.0,74400000.0,645800000.0,-31000000.0,41100000.0,,236600000.0,47200000.0,133900000.0,13900000.0,,-7900000.0,800000.0,3056300000.0,156400000.0,1786500000.0,,,,,,,,
2012-03-31,122400000.0,15000000.0,-373500000.0,,,1802500000.0,127700000.0,23100000.0,132700000.0,321500000.0,0.0,8800000.0,151100000.0,0.6,0.0,272900000.0,116600000.0,0.0,2929100000.0,42900000.0,291400000.0,171800000,9300000.0,-20200000.0,,129000000,522700000,400000.0,-75900000.0,475100000.0,708800000.0,48300000.0,-30700000.0,-417400000.0,79000000.0,3518400000.0,297800000.0,5000000.0,52800000.0,120000000.0,201200000.0,63900000.0,1420900000.0,1400000.0,73700000,1969000000.0,965300000.0,71500000.0,132700000.0,132700000.0,230000000.0,56800000.0,-21200000.0,192500000.0,71500000.0,624600000.0,-20200000.0,41300000.0,,236600000.0,17000000.0,28100000.0,13800000.0,0.58,-11000000.0,100000.0,3043300000.0,158300000.0,1693800000.0,,,,,,,,
