date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue
2004-06-30,65100000.0,4400000.0,648600000.0,52400000.0,-34600000.0,,122600000.0,,-1761000000.0,149756098.0,100600000.0,100600000.0,,82900000.0,20600000.0,152600000.0,,238600000.0,87000000.0,-9500000.0,,-48300000.0,-33600000.0,20700000.0,15500000.0,136300000.0,534300000,-17500000.0,74600000,,2850700000.0,11600000.0,88000000.0,35500000.0,1089700000.0,0.2125,,,108100000,,810800000.0,1409200000.0,144470588.0,,118800000.0,,1034900000.0,61400000.0,698300000.0,30700000.0,2803900000.0,414400000.0,,1769000000.0,33500000.0,,190400000.0,,156700000.0,-18900000.0,2107500000.0,30700000.0,0.205,40800000,17300000.0,162700000.0,,-1300000.0,,994800000.0,82100000.0,-51900000.0,100600000.0,482900000.0,0.0,288800000.0,377600000.0
2004-09-30,100600000.0,4400000.0,697900000.0,37300000.0,-900000.0,,121400000.0,,-1791600000.0,151282051.0,185200000.0,185200000.0,,84500000.0,19900000.0,153800000.0,,239300000.0,14900000.0,-5700000.0,,19300000.0,-24300000.0,22500000.0,9200000.0,81900000.0,497500000,-19100000.0,54900000,,2871400000.0,7200000.0,131600000.0,84600000.0,1079800000.0,0.2025,,,88200000,,840300000.0,1371900000.0,145679012.0,,62800000.0,,1110500000.0,60400000.0,760200000.0,29500000.0,2878700000.0,403300000.0,,1768200000.0,33300000.0,,183400000.0,,137800000.0,35400000.0,2132100000.0,29500000.0,0.195,30100000,-1800000.0,164500000.0,,3400000.0,,968600000.0,82900000.0,-17100000.0,185200000.0,482800000.0,-300000.0,304800000.0,359700000.0
2004-12-31,185200000.0,4500000.0,876200000.0,34200000.0,0.0,,128800000.0,,-1857400000.0,,212400000.0,212400000.0,3400000.0,101000000.0,20000000.0,169800000.0,,342900000.0,-14100000.0,-44600000.0,,-27600000.0,32700000.0,26300000.0,,68400000.0,513700000,-35500000.0,60000000,,2969300000.0,-63200000.0,109300000.0,27200000.0,1111900000.0,,,,94300000,,945600000.0,1231000000.0,,,32900000.0,,1072700000.0,68100000.0,820100000.0,94500000.0,2978400000.0,408800000.0,,1905700000.0,34300000.0,,175400000.0,,154400000.0,145900000.0,2051100000.0,94500000.0,,97400000,-33800000.0,217500000.0,,-6600000.0,,822200000.0,94400000.0,-28400000.0,212400000.0,479700000.0,0.0,266900000.0,359300000.0
2005-03-31,212400000.0,4500000.0,943000000.0,54800000.0,0.0,,120400000.0,,-1857400000.0,154491018.0,229300000.0,229300000.0,1900000.0,90500000.0,17000000.0,162100000.0,,279800000.0,-102600000.0,1900000.0,,9500000.0,15900000.0,24600000.0,14500000.0,24100000.0,552400000,-13900000.0,72100000,,2934100000.0,19300000.0,122600000.0,16900000.0,1076700000.0,0.4325,,,106700000,,1010100000.0,1221700000.0,149132948.0,,10200000.0,,1126000000.0,65500000.0,754900000.0,64500000.0,2970100000.0,402600000.0,,1844100000.0,34600000.0,,171800000.0,,162200000.0,8200000.0,1976600000.0,64500000.0,0.4175,35500000,14500000.0,202900000.0,,1000000.0,,819100000.0,90100000.0,-9100000.0,229300000.0,564800000.0,,262000000.0,390200000.0
2005-06-30,229300000.0,4500000.0,938100000.0,52500000.0,0.0,,123700000.0,,-1857400000.0,156000000.0,269100000.0,269100000.0,14100000.0,77400000.0,17000000.0,151900000.0,,254100000.0,-7900000.0,15500000.0,,-25000000.0,-30600000.0,23700000.0,9200000.0,86000000.0,565600000,-22700000.0,86000000,,2881200000.0,19200000.0,107300000.0,39800000.0,1023800000.0,0.2075,,,121500000,,1041300000.0,1200100000.0,150361446.0,,63300000.0,,1136000000.0,68500000.0,717400000.0,31200000.0,2906000000.0,396000000.0,,1770000000.0,35500000.0,,170800000.0,,178200000.0,-700000.0,1917500000.0,31200000.0,0.2,33300000,0.0,202900000.0,,-14700000.0,,804100000.0,92200000.0,-10200000.0,269100000.0,535700000.0,,278600000.0,387400000.0
2005-09-30,269100000.0,4600000.0,964000000.0,-8200000.0,0.0,,156500000.0,,-1849400000.0,146666667.0,93800000.0,93800000.0,-2300000.0,82900000.0,13300000.0,151200000.0,,230500000.0,-22300000.0,1300000.0,,-222100000.0,-10800000.0,22900000.0,11300000.0,52400000.0,510000000,-22900000.0,56200000,,2866600000.0,-5200000.0,81500000.0,-175300000.0,1017200000.0,-0.03,,,89900000,,1036900000.0,1001700000.0,146666667.0,,29500000.0,,941300000.0,63100000.0,669200000.0,-4400000.0,2684300000.0,383000000.0,,1743000000.0,33700000.0,,162000000.0,,142200000.0,-45100000.0,1670900000.0,-4400000.0,-0.03,-3000000,-1600000.0,204400000.0,,-48900000.0,,618700000.0,86000000.0,-24000000.0,93800000.0,482100000.0,-2500000.0,274300000.0,367800000.0
2005-12-31,93800000.0,4600000.0,959300000.0,94200000.0,69500000.0,,119000000.0,,-1825100000.0,,206400000.0,206400000.0,0.0,80400000.0,10800000.0,148600000.0,,301000000.0,500000.0,37700000.0,,22300000.0,-46100000.0,23200000.0,,54500000.0,522200000,-34000000.0,65600000,,2837100000.0,49000000.0,46900000.0,112600000.0,1012000000.0,,,,98100000,,1062200000.0,1069900000.0,,,20500000.0,,1067300000.0,73300000.0,659300000.0,25300000.0,2740000000.0,430100000.0,,1672700000.0,32500000.0,,137500000.0,,162100000.0,34900000.0,1729200000.0,25300000.0,,45200000,-8200000.0,215700000.0,,41600000.0,,639800000.0,96500000.0,36900000.0,206400000.0,494300000.0,,231000000.0,360100000.0
2006-03-31,206400000.0,4600000.0,1007900000.0,63300000.0,0.0,,0.0,,-1857500000.0,158736842.0,184100000.0,184100000.0,,123100000.0,8400000.0,,,270600000.0,-142900000.0,19500000.0,,18100000.0,-55400000.0,22000000.0,18400000.0,-25500000.0,594100000,-17100000.0,104200000,,2860400000.0,25000000.0,62000000.0,-22300000.0,1002900000.0,0.2475,,,136300000,,1092800000.0,1041900000.0,152323232.0,,-42600000.0,150700000.0,1118600000.0,67500000.0,677900000.0,37700000.0,2778600000.0,438400000.0,,1660000000.0,32100000.0,,138500000.0,,193700000.0,-2900000.0,1719800000.0,37700000.0,0.2375,38300000,7900000.0,209500000.0,,-30500000.0,,603500000.0,89500000.0,-15500000.0,184100000.0,591600000.0,,222200000.0,400400000.0
2006-06-30,184100000.0,4600000.0,1043400000.0,42600000.0,10300000.0,,0.0,,-1896000000.0,159655172.0,203800000.0,203800000.0,,105900000.0,9200000.0,,,254300000.0,-21400000.0,6600000.0,,-75800000.0,-49100000.0,22600000.0,11400000.0,111200000.0,592300000,-28800000.0,91300000,,2897900000.0,7300000.0,51600000.0,19700000.0,1001900000.0,0.3,,,124800000,,1132200000.0,1003100000.0,154333333.0,,82400000.0,157500000.0,1133800000.0,70500000.0,681000000.0,46300000.0,2781200000.0,428600000.0,,1647400000.0,33500000.0,,139900000.0,,184400000.0,0.0,1684100000.0,46300000.0,0.29,35300000,16800000.0,196000000.0,,-37000000.0,,574500000.0,93100000.0,-17000000.0,203800000.0,599900000.0,,269200000.0,407900000.0
2006-09-30,203800000.0,4600000.0,1023600000.0,54600000.0,-2000000.0,,0.0,,-1926800000.0,157752809.0,257500000.0,257500000.0,-700000.0,99000000.0,7500000.0,,,272900000.0,66100000.0,22200000.0,,-67000000.0,-54400000.0,25600000.0,2000000.0,155600000.0,572200000,-34600000.0,64500000,,2935800000.0,16000000.0,50800000.0,53700000.0,1009000000.0,0.2275,,,96900000,-51000000.0,1160400000.0,1002700000.0,154285714.0,,121000000.0,159800000.0,1131300000.0,69500000.0,708400000.0,35100000.0,2786200000.0,424800000.0,,1654900000.0,32400000.0,,143200000.0,,159600000.0,-4400000.0,1711100000.0,35100000.0,0.2225,38600000,3300000.0,193800000.0,,-400000.0,,577900000.0,95100000.0,-35800000.0,257500000.0,538100000.0,-7100000.0,285700000.0,412600000.0
2006-12-31,257500000.0,4600000.0,1019500000.0,53000000.0,0.0,,0.0,,-1943400000.0,,165500000.0,165500000.0,2100000.0,106200000.0,16900000.0,,,301400000.0,-21600000.0,8900000.0,,-73800000.0,-57100000.0,26700000.0,8800000.0,22700000.0,588400000,-44100000.0,68700000,,2968500000.0,20400000.0,58900000.0,-92000000.0,1025100000.0,,,,102500000,-20400000.0,1166400000.0,954000000.0,,,-21400000.0,163600000.0,1067800000.0,77400000.0,702500000.0,12900000.0,2735000000.0,430500000.0,,1667200000.0,33800000.0,,147700000.0,,172800000.0,0.0,1656500000.0,12900000.0,,32600000,-6100000.0,219400000.0,,-6600000.0,,523500000.0,104100000.0,-41500000.0,165500000.0,537900000.0,-6900000.0,236000000.0,415600000.0
2007-03-31,165500000.0,4600000.0,1059700000.0,75400000.0,3400000.0,,0.0,,-1970700000.0,156581197.0,49200000.0,49200000.0,,102200000.0,8400000.0,,,284900000.0,-189000000.0,14600000.0,,-43100000.0,-44700000.0,23200000.0,5800000.0,-58200000.0,674100000,-20400000.0,110200000,,2987900000.0,20300000.0,20800000.0,-116300000.0,1017200000.0,0.3025,,,144700000,-22100000.0,1207900000.0,979100000.0,151404959.0,,-78600000.0,166400000.0,1123400000.0,77400000.0,669100000.0,45800000.0,2764500000.0,463600000.0,,1641100000.0,34500000.0,,150200000.0,,210800000.0,-4500000.0,1648200000.0,45800000.0,0.2925,55100000,3500000.0,217400000.0,,-24500000.0,,515500000.0,100600000.0,-15700000.0,49200000.0,690100000.0,-6900000.0,261200000.0,463300000.0
2007-06-30,49200000.0,4600000.0,1035000000.0,6300000.0,0.0,,0.0,,-1869800000.0,156363636.0,63200000.0,63200000.0,,158700000.0,10000000.0,,,289100000.0,-33900000.0,-5900000.0,,-55900000.0,-39000000.0,23700000.0,4200000.0,93900000.0,657900000,-24200000.0,108400000,,2816700000.0,-8000000.0,14100000.0,14000000.0,946900000.0,0.0575,,,142300000,-32400000.0,1203100000.0,904700000.0,149565217.0,,69700000.0,168000000.0,1149600000.0,77900000.0,732300000.0,8600000.0,2730000000.0,464500000.0,,1580400000.0,33900000.0,,153400000.0,,210000000.0,0.0,1637000000.0,8600000.0,0.055,14300000,-11300000.0,230100000.0,,-90800000.0,,440200000.0,101600000.0,-24700000.0,63200000.0,683200000.0,-6900000.0,270400000.0,447900000.0
2007-09-30,63200000.0,9300000.0,1055100000.0,55900000.0,-11200000.0,,0.0,,-1872800000.0,154583333.0,115900000.0,115900000.0,,155700000.0,8600000.0,,,296500000.0,78900000.0,2400000.0,,-75700000.0,-23700000.0,20500000.0,2700000.0,164800000.0,626600000,-31900000.0,92100000,,2807900000.0,14500000.0,23300000.0,52700000.0,935100000.0,0.245,,,124400000,-30000000.0,1232200000.0,856400000.0,151428571.0,,132900000.0,175400000.0,1174200000.0,73800000.0,771300000.0,37100000.0,2738200000.0,440000000.0,,1564000000.0,32300000.0,,161700000.0,,186400000.0,-6400000.0,1627700000.0,37100000.0,0.24,41400000,-16300000.0,256600000.0,,-24700000.0,,416400000.0,94300000.0,-38200000.0,115900000.0,613100000.0,-8000000.0,295800000.0,440200000.0
2007-12-31,115900000.0,9300000.0,1064300000.0,48100000.0,-3000000.0,,0.0,,-1909200000.0,,75500000.0,75500000.0,,125600000.0,10200000.0,,,327400000.0,-17300000.0,-4600000.0,,-68700000.0,-9900000.0,27200000.0,1900000.0,69100000.0,674300000,-38900000.0,82200000,,2843900000.0,2200000.0,37800000.0,-40400000.0,934700000.0,,164900000.0,,115200000,-31900000.0,1255800000.0,859300000.0,,,30200000.0,180200000.0,1194100000.0,86200000.0,751400000.0,40900000.0,2733400000.0,439700000.0,,1539300000.0,33000000.0,,165400000.0,,195600000.0,0.0,1610700000.0,40900000.0,,45900000,-15500000.0,275000000.0,,-22700000.0,,419600000.0,113400000.0,-42000000.0,75500000.0,599700000.0,-7900000.0,260600000.0,478700000.0
2008-03-31,75500000.0,9300000.0,1150100000.0,142500000.0,-500000.0,,0.0,,-1889600000.0,152682927.0,70400000.0,70400000.0,,132100000.0,8700000.0,,,333500000.0,-224400000.0,38800000.0,,16500000.0,13100000.0,21800000.0,4400000.0,-66400000.0,750200000,-32600000.0,145500000,,2809800000.0,42200000.0,42600000.0,-5100000.0,920200000.0,0.63,-8300000.0,,176500000,-31600000.0,1341800000.0,915300000.0,149047619.0,,-99000000.0,193500000.0,1410400000.0,83700000.0,781200000.0,93900000.0,2902500000.0,432400000.0,,1492100000.0,31000000.0,,171900000.0,,251000000.0,-5700000.0,1696500000.0,93900000.0,0.615,100300000,-17900000.0,300500000.0,,8600000.0,,482900000.0,105500000.0,44600000.0,70400000.0,759000000.0,-7900000.0,273000000.0,499200000.0
2008-06-30,70400000.0,9300000.0,1215500000.0,134700000.0,-2200000.0,,0.0,,-1741300000.0,152946000.0,123300000.0,123300000.0,,62600000.0,8300000.0,,,370000000.0,64100000.0,33500000.0,,-91800000.0,25100000.0,23000000.0,6400000.0,178100000.0,806600000,-33800000.0,157200000,,2658800000.0,42500000.0,39600000.0,52900000.0,917500000.0,0.57,-37100000.0,,187900000,-30000000.0,1416800000.0,926700000.0,148662000.0,,144300000.0,193000000.0,1515500000.0,90000000.0,776900000.0,84400000.0,2978700000.0,435000000.0,,1463200000.0,30700000.0,,191100000.0,,270200000.0,0.0,1703600000.0,84400000.0,0.55,92200000,-21400000.0,321200000.0,,-10400000.0,,491700000.0,113000000.0,-35100000.0,123300000.0,754000000.0,-7900000.0,304700000.0,536400000.0
2008-09-30,123300000.0,9300000.0,1149600000.0,109200000.0,-1500000.0,,120900000.0,,-1711200000.0,152028000.0,95000000.0,95000000.0,,33900000.0,7500000.0,,,364500000.0,-22900000.0,16600000.0,,-40300000.0,-50700000.0,23400000.0,136500000.0,167700000.0,820800000,-60500000.0,134700000,,2642000000.0,23300000.0,35600000.0,-28300000.0,930800000.0,0.54,60500000.0,,167300000,-65000000.0,1487600000.0,962000000.0,147910000.0,,107200000.0,192400000.0,1432900000.0,81900000.0,760800000.0,80000000.0,2930400000.0,419900000.0,,1497500000.0,32600000.0,,215300000.0,,240000000.0,-6800000.0,1722800000.0,80000000.0,0.525,85900000,-10800000.0,361100000.0,,-13300000.0,,542100000.0,105300000.0,-150800000.0,95000000.0,719700000.0,-9300000.0,326800000.0,580800000.0
2008-12-31,95000000.0,9300000.0,902900000.0,68500000.0,-3900000.0,,0.0,,-1702300000.0,,52400000.0,52400000.0,,30700000.0,8400000.0,,,372300000.0,-99300000.0,8000000.0,,-21900000.0,-276100000.0,25600000.0,-134200000.0,28200000.0,737700000,-47900000.0,112900000,24600000.0,2641500000.0,17400000.0,20300000.0,-42600000.0,939200000.0,,27700000.0,,80300000,-60300000.0,1524700000.0,1268400000.0,,,-19700000.0,197000000.0,1432800000.0,81200000.0,759100000.0,46300000.0,2993900000.0,309400000.0,,1561100000.0,29900000.0,,160700000.0,20600000.0,219700000.0,12500000.0,2027500000.0,46300000.0,,51100000,-41500000.0,380800000.0,,-31400000.0,,592900000.0,106800000.0,-50400000.0,52400000.0,687700000.0,-21800000.0,311200000.0,518000000.0
2009-03-31,52400000.0,9300000.0,951100000.0,108700000.0,-1400000.0,-12900000.0,0.0,-23100000.0,-1671300000.0,146786000.0,54900000.0,54900000.0,,50400000.0,,,-43600000.0,305400000.0,-151600000.0,39900000.0,,32100000.0,-291300000.0,20000000.0,700000.0,15200000.0,690500000,-31000000.0,136500000,25200000.0,2586900000.0,33400000.0,23700000.0,2500000.0,915600000.0,0.475,,,166800000,-1100000.0,1584700000.0,1289600000.0,144504000.0,,-15800000.0,194900000.0,1480900000.0,80100000.0,722700000.0,69100000.0,3020000000.0,307400000.0,,1539100000.0,30300000.0,-60200000.0,171200000.0,20500000.0,236600000.0,-8400000.0,2012300000.0,69100000.0,0.47,75300000,-36700000.0,409600000.0,,-20800000.0,,617800000.0,100100000.0,-44400000.0,54900000.0,724800000.0,-9100000.0,318000000.0,453900000.0
2009-06-30,54900000.0,9300000.0,1042100000.0,90500000.0,-3100000.0,-18900000.0,132800000.0,-26300000.0,-1721100000.0,146736000.0,67000000.0,67000000.0,,72600000.0,6500000.0,,32900000.0,266200000.0,-10100000.0,9800000.0,,-65200000.0,-249700000.0,21000000.0,1600000.0,138600000.0,700300000,-40800000.0,127300000,11300000.0,2669500000.0,13600000.0,27900000.0,12100000.0,948400000.0,0.475,,,158200000,-15000000.0,1644900000.0,1210100000.0,144488000.0,,97800000.0,201900000.0,1423700000.0,74700000.0,717200000.0,69300000.0,3028500000.0,309800000.0,,1604800000.0,30900000.0,-45400000.0,194200000.0,21000000.0,223000000.0,-100000.0,1927300000.0,69300000.0,0.47,76900000,24100000.0,390400000.0,,-30300000.0,,561200000.0,95700000.0,-62100000.0,67000000.0,701500000.0,-9100000.0,339200000.0,477300000.0
2009-09-30,67000000.0,9300000.0,1069400000.0,62700000.0,-2600000.0,-2500000.0,145200000.0,-31900000.0,-1750000000.0,146290000.0,59900000.0,59900000.0,,71700000.0,6200000.0,,-14300000.0,262500000.0,-37000000.0,24200000.0,,-63400000.0,-227300000.0,23200000.0,3700000.0,89400000.0,713300000,-35000000.0,100300000,4000000.0,2698800000.0,27200000.0,44200000.0,-7100000.0,948800000.0,0.195,,,132600000,-20300000.0,1664200000.0,1158600000.0,144130000.0,,54400000.0,212800000.0,1435100000.0,79800000.0,765200000.0,28000000.0,3045500000.0,330000000.0,,1610400000.0,32300000.0,2400000.0,204800000.0,22200000.0,203300000.0,-4900000.0,1923800000.0,28000000.0,0.19,35500000,8700000.0,380600000.0,,-31400000.0,,541900000.0,103000000.0,-34700000.0,59900000.0,715400000.0,-9100000.0,382800000.0,510000000.0
2009-12-31,59900000.0,9300000.0,1076400000.0,48100000.0,-5900000.0,0.0,0.0,-296500000.0,-1785300000.0,,76600000.0,76600000.0,,55900000.0,,,-34300000.0,290500000.0,-69500000.0,-24000000.0,,18700000.0,-279200000.0,28600000.0,4200000.0,58300000.0,722100000,-54400000.0,103400000,3600000.0,2749800000.0,-21200000.0,49500000.0,16700000.0,964500000.0,,,,6800000,-200000.0,1716900000.0,1293900000.0,,,3900000.0,209500000.0,1487700000.0,87700000.0,709200000.0,62100000.0,3136200000.0,341100000.0,,1648500000.0,33700000.0,31700000.0,211400000.0,22400000.0,219700000.0,-3000000.0,2003100000.0,62100000.0,,69300000,24100000.0,350500000.0,,-48000000.0,,588000000.0,116300000.0,-59500000.0,76600000.0,749600000.0,-9000000.0,309700000.0,502400000.0
2010-03-31,76600000.0,9300000.0,1132300000.0,126800000.0,-700000.0,0.0,313200000.0,-1300000.0,-1778300000.0,146660000.0,86700000.0,86700000.0,,90000000.0,10000000.0,,-148300000.0,272900000.0,-185900000.0,36800000.0,,48700000.0,-298300000.0,23500000.0,4200000.0,-7700000.0,756500000,-31000000.0,152600000,7400000.0,2715800000.0,40700000.0,56600000.0,10100000.0,937500000.0,0.53,7700000.0,4200000.0,186500000,-1400000.0,1785100000.0,1311500000.0,144616000.0,,-38700000.0,197700000.0,1637900000.0,90900000.0,734500000.0,77400000.0,3233000000.0,351700000.0,,1595100000.0,33900000.0,-14000000.0,213600000.0,21700000.0,267000000.0,-2600000.0,2046000000.0,77400000.0,0.53,86100000,-6900000.0,345500000.0,,-15800000.0,,609900000.0,114400000.0,-30500000.0,86700000.0,892500000.0,-9100000.0,307600000.0,489500000.0
2010-06-30,86700000.0,9300000.0,1155000000.0,122000000.0,-8300000.0,0.0,160300000.0,-1400000.0,-1755900000.0,146796000.0,162400000.0,162400000.0,,75300000.0,,,54000000.0,288800000.0,373200000.0,32700000.0,,-83600000.0,-323800000.0,22300000.0,3900000.0,195000000.0,776800000,-28200000.0,146700000,8700000.0,2672900000.0,33800000.0,363700000.0,75700000.0,917000000.0,0.45,-336800000.0,3800000.0,179300000,-25000000.0,1841800000.0,1269300000.0,144966000.0,,166800000.0,184100000.0,1658600000.0,95600000.0,737200000.0,65700000.0,3219100000.0,175500000.0,,1560500000.0,32600000.0,22300000.0,222300000.0,21400000.0,264600000.0,11000000.0,2006500000.0,65700000.0,0.45,88200000,-6600000.0,346000000.0,,-15300000.0,,562900000.0,117900000.0,-35100000.0,162400000.0,830900000.0,-14200000.0,333700000.0,512200000.0
2010-09-30,162400000.0,9300000.0,1302200000.0,118500000.0,-5700000.0,0.0,169400000.0,-1300000.0,-1814600000.0,146110000.0,267300000.0,267300000.0,,132900000.0,,221900000.0,25900000.0,322900000.0,-301600000.0,-24800000.0,,48200000.0,-290800000.0,24000000.0,4300000.0,97500000.0,772500000,-36100000.0,130800000,5700000.0,2757800000.0,32300000.0,18400000.0,104900000.0,943200000.0,0.57,364800000.0,3600000.0,163300000,-10600000.0,1915600000.0,1212200000.0,144682000.0,,61400000.0,199200000.0,1762400000.0,99900000.0,834500000.0,82900000.0,3403800000.0,133800000.0,,1641400000.0,32500000.0,29700000.0,244300000.0,22400000.0,254700000.0,32100000.0,2046700000.0,82900000.0,0.565,86200000,-12000000.0,366900000.0,,-2700000.0,,535300000.0,123900000.0,-41700000.0,267300000.0,813700000.0,-4000000.0,293300000.0,517800000.0
2010-12-31,267300000.0,9300000.0,1131500000.0,-16800000.0,7900000.0,-7500000.0,0.0,-36900000.0,-1858700000.0,,161500000.0,161500000.0,,134900000.0,,,-41500000.0,389300000.0,-17200000.0,-12600000.0,,-129900000.0,-311700000.0,30700000.0,5700000.0,69700000.0,810500000,-47000000.0,108900000,15400000.0,2777200000.0,25200000.0,24100000.0,-105800000.0,918500000.0,,3700000.0,3100000.0,-5500000,-100700000.0,1853000000.0,1167300000.0,,,22700000.0,194400000.0,1646200000.0,124800000.0,963400000.0,-53500000.0,3319900000.0,146900000.0,,1673700000.0,34600000.0,68600000.0,223700000.0,22400000.0,264400000.0,15800000.0,2130700000.0,-53500000.0,,-42000000,17600000.0,347800000.0,,-115400000.0,,503000000.0,155500000.0,-46700000.0,161500000.0,852900000.0,-20100000.0,399700000.0,546100000.0
2011-03-31,161500000.0,9300000.0,1261700000.0,146000000.0,-2300000.0,,185800000.0,22900000.0,-1887100000.0,144218000.0,86000000.0,86000000.0,,129100000.0,9900000.0,,-113900000.0,351200000.0,-235900000.0,35600000.0,,16000000.0,-277700000.0,22700000.0,6700000.0,-59600000.0,795000000,-30400000.0,159500000,11400000.0,2825900000.0,40600000.0,20800000.0,-75500000.0,938800000.0,0.655,500000.0,5300000.0,189900000,-3600000.0,1936300000.0,1192500000.0,142954000.0,,-90000000.0,206400000.0,1717500000.0,105900000.0,906300000.0,94000000.0,3416200000.0,161600000.0,,1698700000.0,30400000.0,-44400000.0,234700000.0,23800000.0,288100000.0,4800000.0,2098800000.0,94000000.0,0.65,105400000,-25000000.0,379600000.0,,-3600000.0,,533900000.0,128600000.0,-32500000.0,86000000.0,973900000.0,-14800000.0,347100000.0,506900000.0
2011-06-30,86000000.0,9300000.0,1360700000.0,146800000.0,-5700000.0,,185800000.0,-46800000.0,-1877000000.0,144370000.0,186600000.0,186600000.0,,137400000.0,10500000.0,,117300000.0,320900000.0,32800000.0,6600000.0,,-57800000.0,-270000000.0,25000000.0,1100000.0,203400000.0,812200000,-40700000.0,164900000,16500000.0,2834400000.0,25700000.0,457500000.0,100600000.0,957400000.0,0.745,3200000.0,3600000.0,197200000,-10100000.0,2032700000.0,1119600000.0,143212000.0,,162700000.0,210200000.0,1753100000.0,108900000.0,925300000.0,107200000.0,3466200000.0,152000000.0,,1713100000.0,32300000.0,-30800000.0,245300000.0,25400000.0,298800000.0,400000.0,2044900000.0,107200000.0,0.745,121100000,-38600000.0,421300000.0,,-7600000.0,,485500000.0,133900000.0,-46400000.0,186600000.0,858400000.0,-10800000.0,390800000.0,513400000.0
2011-09-30,186600000.0,9300000.0,1318000000.0,127000000.0,-9000000.0,,181100000.0,-55600000.0,-1866800000.0,143068000.0,109400000.0,109400000.0,,77500000.0,9100000.0,,-3400000.0,345600000.0,-14200000.0,26700000.0,,-172200000.0,-293500000.0,27800000.0,1200000.0,154200000.0,862100000,-48000000.0,149000000,33700000.0,2821600000.0,29800000.0,13800000.0,-77200000.0,954800000.0,0.61,7400000.0,3600000.0,180600000,-100500000.0,2108800000.0,1101800000.0,141942000.0,,106200000.0,204200000.0,1690300000.0,110600000.0,909500000.0,86800000.0,3389600000.0,146900000.0,,1699300000.0,31600000.0,29900000.0,248300000.0,26000000.0,287400000.0,-2800000.0,2011300000.0,86800000.0,0.605,97200000,-30600000.0,444300000.0,,-12900000.0,,493600000.0,138400000.0,-58000000.0,109400000.0,854300000.0,-17900000.0,372300000.0,574700000.0
2011-12-31,109400000.0,9300000.0,1240600000.0,130700000.0,-1400000.0,-146600000.0,173400000.0,-41800000.0,-1863200000.0,,158900000.0,158900000.0,,46500000.0,9900000.0,187300000.0,-77900000.0,458300000.0,-60800000.0,20900000.0,,188700000.0,-390000000.0,29700000.0,2300000.0,83300000.0,908600000,-70400000.0,146300000,15500000.0,2850000000.0,40400000.0,18500000.0,49500000.0,986800000.0,,7900000.0,3300000.0,148900000,110000000.0,2176200000.0,1519500000.0,,,12900000.0,225900000.0,1869400000.0,117100000.0,919900000.0,77900000.0,3743500000.0,158400000.0,,1874100000.0,32300000.0,114600000.0,198900000.0,28300000.0,293100000.0,-168600000.0,2439400000.0,77900000.0,,90300000,-16300000.0,470300000.0,,-5700000.0,,779100000.0,146800000.0,-221100000.0,158900000.0,931300000.0,-10600000.0,310500000.0,615500000.0
