date,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness
2007-06-30,28800000.0,-1285000.0,149000.0,61576000.0,,381253000.0,88000.0,28435000.0,,-173760000.0,21586000.0,21586000.0,1450000.0,,,,90201000.0,,9086000.0,-60418000.0,,,-43647000.0,63804000.0,-59744000.0,872285000.0,29796000,,75945000,10749000.0,698525000.0,67724000.0,12000.0,-2195000.0,,-39990000.0,,47225000,-208000.0,14740000.0,1.22,380386000.0,285826000.0,-103391000.0,,132155000.0,6886000.0,168812000.0,18051000.0,704528000.0,836683000.0,35269000.0,,17429000.0,28511000.0,,6003000.0,0.0,1.21,454638000.0,,14860000.0,18051000.0,18051000.0,21586000.0,-60147000.0,124000000.0,126557000.0,25600000.0,5775000.0,61456000.0,,47434000.0,10887000.0,,,
2007-09-30,7785000.0,27867000.0,149000.0,21586000.0,,386839000.0,320000.0,36843000.0,,-194130000.0,28612000.0,28612000.0,2544000.0,,,,127698000.0,,9126000.0,11947000.0,,,43585000.0,48724000.0,-85605000.0,976797000.0,9867000,,76275000,3326000.0,782667000.0,63663000.0,18000.0,-2386000.0,,7026000.0,,30501000,-3000.0,14757000.0,0.3,384847000.0,347060000.0,-42020000.0,,141546000.0,7513000.0,199086000.0,4459000.0,792205000.0,933751000.0,39380000.0,,20634000.0,37734000.0,,9538000.0,709000.0,0.3,546146000.0,,14827000.0,4459000.0,4459000.0,28612000.0,-85283000.0,172000000.0,135680000.0,0.0,5794000.0,55487000.0,,38541000.0,7725000.0,,,
2007-12-31,13668000.0,3753000.0,149000.0,28612000.0,,395526000.0,667000.0,18460000.0,,-209372000.0,84751000.0,84751000.0,4454000.0,,,,92330000.0,,-2632000.0,65681000.0,,,93104000.0,61997000.0,-80261000.0,1055236000.0,35207000,,95103000,5470000.0,845864000.0,136762000.0,1000.0,9477000.0,,56139000.0,,55308000,-300000.0,,,393044000.0,412189000.0,12843000.0,,191793000.0,9145000.0,242005000.0,8198000.0,858686000.0,1050479000.0,40699000.0,,20101000.0,38960000.0,,12822000.0,-704000.0,,654194000.0,,,8198000.0,8198000.0,84751000.0,-98962000.0,235000000.0,136490000.0,7691000.0,2248000.0,71561000.0,,56143000.0,12913000.0,,,
2008-03-31,-22130000.0,73264000.0,,84751000.0,,379542000.0,204000.0,48610000.0,,-230487000.0,26202000.0,26202000.0,4932000.0,,,,89325000.0,,-9738000.0,9888000.0,379542000.0,,48789000.0,-43221000.0,-64321000.0,1100454000.0,-17469000,,100409000,-8202000.0,869967000.0,156648000.0,367000.0,40080000.0,,-58549000.0,,3918000,-4357000.0,14738000.0,-0.95,,418014000.0,-15532000.0,,170068000.0,9823000.0,277168000.0,-13928000.0,905399000.0,1075467000.0,73141000.0,,21387000.0,55795000.0,,35432000.0,-4332000.0,-0.95,695182000.0,,14738000.0,-13928000.0,-13928000.0,26202000.0,-64117000.0,203000000.0,141873000.0,-42310000.0,,95256000.0,,44614000.0,31195000.0,,,
2008-06-30,-63521000.0,31336000.0,,26202000.0,,340022000.0,-27000.0,106018000.0,,-252608000.0,33260000.0,33260000.0,6394000.0,,,,123265000.0,,-10418000.0,-41753000.0,340022000.0,,18941000.0,50609000.0,-62465000.0,1170734000.0,-57202000,,29051000,-22809000.0,918126000.0,204848000.0,0.0,87127000.0,,7058000.0,,-34765000,-321000.0,14742000.0,-2.76,,533660000.0,-43524000.0,,290028000.0,9231000.0,369277000.0,-40712000.0,953658000.0,1243686000.0,113503000.0,,22437000.0,-25866000.0,,35532000.0,-70000.0,-2.76,902937000.0,,14742000.0,-40712000.0,-40712000.0,33260000.0,-62492000.0,254000000.0,166157000.0,0.0,,150750000.0,,54917000.0,41164000.0,,,
2008-09-30,195129000.0,36751000.0,149000.0,33260000.0,,469193000.0,-56000.0,102296000.0,,-280097000.0,47404000.0,47404000.0,7817000.0,,,,105157000.0,,65546000.0,-23046000.0,,,36062000.0,70625000.0,-92487000.0,1267834000.0,202795000,,326804000,68233000.0,987737000.0,90931000.0,238000.0,-158031000.0,,14144000.0,,231440000,-843000.0,14767000.0,8.59,464853000.0,577207000.0,-56425000.0,,236633000.0,8106000.0,231891000.0,126896000.0,1042368000.0,1279001000.0,71551000.0,,28057000.0,239546000.0,,54631000.0,230000.0,8.55,809098000.0,,14835000.0,126896000.0,126896000.0,47404000.0,-92543000.0,322294000.0,183362000.0,0.0,,86933000.0,,87258000.0,35803000.0,,,
2008-12-31,65290000.0,43249000.0,149000.0,47404000.0,,511581000.0,-547000.0,0.0,,-325611000.0,50950000.0,167831000.0,8989000.0,,,,131072000.0,,13689000.0,-6230000.0,,,35309000.0,72126000.0,-103880000.0,1358689000.0,74185000,1591000.0,195406000,24237000.0,1033078000.0,56802000.0,,42514000.0,116881000.0,3546000.0,,107470000,-28000.0,,,505906000.0,629258000.0,-68571000.0,,296737000.0,10555000.0,261171000.0,41053000.0,1105967000.0,1402704000.0,71798000.0,,,117434000.0,,72889000.0,-368000.0,,890429000.0,,,41053000.0,41053000.0,50950000.0,-103889000.0,394867000.0,162593000.0,0.0,4300000.0,86430000.0,,77972000.0,25125000.0,,,
2009-03-31,-9718000.0,46438000.0,149000.0,50950000.0,,507117000.0,120000.0,0.0,-72545000.0,-359860000.0,41132000.0,180499000.0,8383000.0,,,,106734000.0,,-6688000.0,-3862000.0,,,35879000.0,27880000.0,-73697000.0,1406075000.0,-1475000,1661000.0,88845000,-4015000.0,1046215000.0,44517000.0,,17174000.0,139367000.0,-9818000.0,,33623000,-75000.0,14793000.0,-0.39,500203000.0,673255000.0,-37818000.0,,286436000.0,12094000.0,218716000.0,-5703000.0,1113330000.0,1399766000.0,63454000.0,,34958000.0,44963000.0,,38874000.0,0.0,-0.39,891971000.0,0.0,14793000.0,-5703000.0,-5703000.0,41132000.0,-73577000.0,422939000.0,154999000.0,120000.0,1052000.0,76647000.0,,43882000.0,18713000.0,,,
2009-06-30,-53616000.0,48628000.0,149000.0,41132000.0,,475629000.0,208000.0,0.0,-74455000.0,-393363000.0,21904000.0,119785000.0,9420000.0,,,,63657000.0,,-15298000.0,-12885000.0,,,24780000.0,-13542000.0,-30674000.0,1424238000.0,-44208000,1078000.0,33589000,-20537000.0,1030875000.0,51852000.0,,51680000.0,97881000.0,-19228000.0,,-9834000,-144000.0,14811000.0,-2.23,467124000.0,652897000.0,-5894000.0,,215767000.0,14784000.0,178620000.0,-33079000.0,1092041000.0,1307808000.0,40723000.0,,34362000.0,4420000.0,,34362000.0,-8943000.0,-2.23,831517000.0,0.0,14811000.0,-33079000.0,-33079000.0,21904000.0,-30466000.0,420869000.0,153107000.0,0.0,949000.0,67095000.0,,29169000.0,24117000.0,,,
2009-09-30,-39077000.0,41904000.0,192000.0,21904000.0,,500048000.0,50000.0,0.0,-122500000.0,-425534000.0,22140000.0,91252000.0,9221000.0,,,,50020000.0,,-11543000.0,2012000.0,,,39312000.0,-18676000.0,-20450000.0,1443053000.0,-30064000,,45200000,-14601000.0,1017519000.0,40456000.0,,37414000.0,69112000.0,236000.0,,6049000,-93000.0,16962000.0,-1.44,442648000.0,594455000.0,18862000.0,,151379000.0,9627000.0,129288000.0,-24476000.0,1072775000.0,1224154000.0,44727000.0,,35905000.0,11840000.0,,31791000.0,48417000.0,-1.44,723743000.0,0.0,16962000.0,-24476000.0,-24476000.0,22140000.0,-20400000.0,351584000.0,154754000.0,0.0,886000.0,47262000.0,,33360000.0,13998000.0,,,
2009-12-31,-24318000.0,70906000.0,192000.0,22140000.0,,490915000.0,377000.0,42223000.0,-130086000.0,-455755000.0,31944000.0,31944000.0,10184000.0,,,,49860000.0,,15445000.0,-11584000.0,,,43924000.0,-16285000.0,-18212000.0,1463948000.0,-4445000,,87330000,-6483000.0,1008193000.0,48464000.0,,-96562000.0,0.0,9804000.0,,16405000,-52000.0,,,426629000.0,567300000.0,25712000.0,,177370000.0,17480000.0,144434000.0,-16019000.0,1072957000.0,1250327000.0,24542000.0,,,66461000.0,,29063000.0,6277000.0,,711734000.0,0.0,,-16019000.0,-17835000.0,31944000.0,-17835000.0,280657000.0,178012000.0,-9703000.0,,64447000.0,,20869000.0,21261000.0,,,
2010-03-31,37920000.0,39083000.0,193000.0,31944000.0,,515328000.0,-3058000.0,0.0,-85000000.0,-467686000.0,26460000.0,74617000.0,7800000.0,,,,56674000.0,,11632000.0,2016000.0,,,51345000.0,-21190000.0,-32581000.0,1431580000.0,52133000,,130746000,14251000.0,963894000.0,52205000.0,,-14961000.0,48157000.0,-5484000.0,,74709000,-241000.0,19253526.0,1.23219,450353000.0,561692000.0,18764000.0,,172108000.0,10694000.0,149640000.0,23724000.0,1054853000.0,1226961000.0,67062000.0,,28989000.0,91216000.0,,27031000.0,51000.0,1.23,711332000.0,0.0,19287000.0,23724000.0,23669000.0,26460000.0,-35639000.0,259729000.0,185774000.0,-6418000.0,,62450000.0,,39530000.0,16596000.0,,,
2010-06-30,-522000.0,36876000.0,193000.0,26460000.0,,515668000.0,332000.0,0.0,-88000000.0,-468770000.0,19447000.0,58951000.0,7672000.0,,,,52999000.0,,253000.0,15176000.0,,,44026000.0,-6091000.0,-45280000.0,1407690000.0,7116000,,76414000,-192000.0,938920000.0,42113000.0,,-1208000.0,39504000.0,-7013000.0,,35184000,-92000.0,19213000.0,-0.15,447624000.0,518383000.0,-1254000.0,,116417000.0,9855000.0,133295000.0,-2729000.0,1051225000.0,1167642000.0,57901000.0,,28034000.0,43992000.0,,53387000.0,16001000.0,-0.15,651678000.0,0.0,19213000.0,-2729000.0,-330000.0,19447000.0,-44948000.0,237802000.0,184642000.0,0.0,,53062000.0,,32422000.0,23175000.0,,,
2010-09-30,2146000.0,42325000.0,193000.0,19447000.0,,520556000.0,-63007000.0,52605000.0,-49500000.0,-496951000.0,13299000.0,13299000.0,8174000.0,,,,54892000.0,,-1050000.0,-2215000.0,,3737000.0,21421000.0,64372000.0,-28934000.0,1525962000.0,10299000,,87609000,-1020000.0,1029011000.0,50212000.0,,-8102000.0,0.0,-6148000.0,,39594000,-259000.0,19250000.0,0.17,450983000.0,588635000.0,-7513000.0,,131026000.0,10426000.0,141083000.0,3359000.0,1119538000.0,1250564000.0,40765000.0,,29274000.0,52624000.0,,23511000.0,131000.0,0.17,729718000.0,0.0,19406000.0,3359000.0,3166000.0,13299000.0,-91941000.0,302374000.0,182188000.0,0.0,,60766000.0,,34985000.0,20880000.0,,,
2010-12-31,-30650000.0,43898000.0,235000.0,13299000.0,,642165000.0,62206000.0,42953000.0,-272000000.0,-510861000.0,54372000.0,54372000.0,9604000.0,,,,68987000.0,,-9656000.0,4579000.0,,,35021000.0,134456000.0,-213979000.0,1630899000.0,-81122000,,-3439000,-11554000.0,1120038000.0,47642000.0,,36374000.0,0.0,41073000.0,,5205000,-196000.0,,,432843000.0,586165000.0,-178958000.0,,176823000.0,11213000.0,160629000.0,-18140000.0,1212212000.0,1389035000.0,38030000.0,,,-37224000.0,,39232000.0,-4354000.0,,746794000.0,0.0,,-18140000.0,-19096000.0,54372000.0,-128404000.0,295695000.0,187999000.0,0.0,,65426000.0,,33785000.0,27774000.0,,,
2011-03-31,-36391000.0,46230000.0,235000.0,54372000.0,,624525000.0,-101000.0,40190000.0,0.0,-540902000.0,14699000.0,14699000.0,9062000.0,,,,61769000.0,,-14024000.0,-10623000.0,,,15476000.0,6079000.0,-71079000.0,1693859000.0,-27338000,,57075000,-13847000.0,1152957000.0,73661000.0,,31618000.0,0.0,-39673000.0,,5028000,,23428000.0,-0.85,412919000.0,590742000.0,-55603000.0,,152805000.0,13873000.0,173004000.0,-19924000.0,1235542000.0,1388347000.0,40752000.0,,,18892000.0,,37833000.0,6079000.0,-0.85,763746000.0,0.0,23428000.0,-19924000.0,-22544000.0,14699000.0,-61228000.0,296709000.0,181407000.0,0.0,,77501000.0,,38183000.0,21475000.0,,,
2011-06-30,12581000.0,53903000.0,236000.0,14699000.0,,637315000.0,1643000.0,38797000.0,-49526000.0,-573360000.0,6771000.0,6771000.0,9067000.0,,,,111704000.0,,3481000.0,22024000.0,,1720000.0,56118000.0,14477000.0,-80276000.0,1817773000.0,21646000,,113430000,3416000.0,1244413000.0,61104000.0,,-12178000.0,0.0,-7928000.0,,54322000,,23491000.0,0.39,422084000.0,583192000.0,-24158000.0,,127901000.0,19509000.0,223102000.0,9165000.0,1315784000.0,1443685000.0,28713000.0,,,75549000.0,,32006000.0,-1924000.0,0.39,806294000.0,0.0,23723000.0,9165000.0,9165000.0,6771000.0,-78523000.0,314124000.0,179711000.0,0.0,,66478000.0,,37881000.0,31804000.0,,,
2011-09-30,52816000.0,47967000.0,236000.0,6771000.0,,671205000.0,-20738000.0,56793000.0,-63687000.0,-603613000.0,32310000.0,32310000.0,9496000.0,,,,73446000.0,,22930000.0,-17042000.0,,,33873000.0,172087000.0,-159761000.0,1907388000.0,62276000,,144982000,20256000.0,1303775000.0,50559000.0,,-52045000.0,0.0,25539000.0,,96628000,,23569000.0,1.38,454644000.0,749861000.0,-125888000.0,,195532000.0,13683000.0,170289000.0,32560000.0,1395823000.0,1591355000.0,28831000.0,,,110243000.0,,48544000.0,6507000.0,1.37,920150000.0,0.0,23783000.0,32560000.0,32560000.0,32310000.0,-180421000.0,480238000.0,191820000.0,0.0,,83881000.0,,34739000.0,27599000.0,,,
2011-12-31,-26111000.0,43981000.0,236000.0,32310000.0,,664112000.0,20045000.0,60809000.0,-70500000.0,-652845000.0,8238000.0,8238000.0,9360000.0,,,,86203000.0,,-2857000.0,6250000.0,,,61367000.0,50790000.0,-169274000.0,1954561000.0,8212000,,80473000,-10008000.0,1301716000.0,56568000.0,,6078000.0,0.0,-24072000.0,1539000.0,19056000,,,,446280000.0,838847000.0,-107907000.0,,173050000.0,14389000.0,195046000.0,-8364000.0,1524955000.0,1698005000.0,31695000.0,,,52193000.0,,179228000.0,2433000.0,,1033893000.0,0.0,,-8364000.0,-16103000.0,8238000.0,-136229000.0,532157000.0,207573000.0,0.0,,68441000.0,,28280000.0,33326000.0,,,
2012-03-31,2139000.0,54522000.0,237000.0,8238000.0,,681232000.0,0.0,74778000.0,-263000000.0,-692031000.0,1655000.0,1655000.0,10444000.0,,,,67834000.0,,10914000.0,-5181000.0,,,44299000.0,-118499000.0,-117029000.0,2021491000.0,13080000,,100346000,759000.0,1329460000.0,60606000.0,,-834000.0,0.0,-6583000.0,1946000.0,52397000,,23609000.0,0.67,462115000.0,719075000.0,-72730000.0,,159973000.0,14708000.0,165262000.0,15835000.0,1405596000.0,1565569000.0,35197000.0,,,67602000.0,,37238000.0,-249000.0,0.66,884337000.0,0.0,23889000.0,15835000.0,1380000.0,1655000.0,67617000.0,414809000.0,198082000.0,-499000.0,,73553000.0,0.0,32744000.0,17652000.0,,,
2012-06-30,18831000.0,51396000.0,303000.0,1655000.0,,858844000.0,-5528000.0,71217000.0,-162250000.0,-725963000.0,5956000.0,5956000.0,10053000.0,,,,53233000.0,,1416000.0,-3830000.0,,,25396000.0,339152000.0,-357413000.0,2406374000.0,-11721000,,67316000,6179000.0,1680411000.0,47523000.0,,2781000.0,0.0,4301000.0,1955000.0,63332000,,26597000.0,0.46,474386000.0,876935000.0,-332017000.0,,153870000.0,14378000.0,182049000.0,12271000.0,1763958000.0,1917828000.0,15511000.0,,,39675000.0,,46190000.0,-1148000.0,0.46,1058984000.0,0.0,26728000.0,12271000.0,12652000.0,5956000.0,-360247000.0,591976000.0,192733000.0,40605000.0,,56345000.0,,27641000.0,43504000.0,,,
2012-09-30,-50774000.0,48162000.0,303000.0,5956000.0,,828810000.0,0.0,52797000.0,-67000000.0,-742335000.0,2907000.0,2907000.0,11360000.0,,,,77478000.0,,-19420000.0,23940000.0,,,57480000.0,41383000.0,-106612000.0,2475998000.0,-7392000,,73124000,-18131000.0,1733663000.0,50162000.0,446000.0,5466000.0,0.0,-3049000.0,2225000.0,-6931000,,30214000.0,-1.08,441743000.0,918272000.0,-49132000.0,,117158000.0,13710000.0,184822000.0,-32643000.0,1814746000.0,1931904000.0,19223000.0,,,40770000.0,,63913000.0,-63000.0,-1.08,1103094000.0,0.0,30214000.0,-32643000.0,-32643000.0,2907000.0,-101912000.0,633908000.0,184711000.0,-32025000.0,,54446000.0,,32354000.0,30420000.0,,,
2012-12-31,-203817000.0,-70663000.0,303000.0,2907000.0,,703181000.0,19997000.0,59621000.0,-569340000.0,-943341000.0,2457000.0,2457000.0,16430000.0,,,,88012000.0,,-73289000.0,-4094000.0,,,47546000.0,9401000.0,-78898000.0,2560047000.0,17627000,,126848000,-77642000.0,1616706000.0,52667000.0,0.0,23981000.0,,-450000.0,2369000.0,-147253000,,30233000.0,-4.17,315568000.0,920318000.0,-31352000.0,,171949000.0,16019000.0,203349000.0,-126175000.0,1654899000.0,1826848000.0,23612000.0,,,-53036000.0,,31310000.0,-10509000.0,-4.17,1123667000.0,,30233000.0,-126175000.0,-126175000.0,2457000.0,-57397000.0,676579000.0,148427000.0,-205017000.0,,52888000.0,,179884000.0,36771000.0,,,
2013-03-31,-63447000.0,17952000.0,303000.0,2457000.0,,665905000.0,7579000.0,29850000.0,-85000000.0,-452748000.0,2494000.0,2494000.0,13357000.0,,,,73865000.0,,-21150000.0,-8085000.0,,,44262000.0,10031000.0,-61873000.0,1828221000.0,-3669000,,71826000,-22492000.0,1375473000.0,55970000.0,,3203000.0,,37000.0,2602000.0,-19883000,-697000.0,30270000.0,-1.3,276150000.0,921155000.0,-17611000.0,,152659000.0,15115000.0,194753000.0,-39418000.0,1629154000.0,1781813000.0,28798000.0,,,14283000.0,,248500000.0,228000.0,-1.3,1115908000.0,,30270000.0,-39418000.0,-40955000.0,2494000.0,-54256000.0,687970000.0,128699000.0,-46421000.0,,70909000.0,,57543000.0,38209000.0,,,
2013-06-30,26293000.0,18392000.0,304000.0,2494000.0,,688128000.0,0.0,16287000.0,-182000000.0,-483433000.0,43212000.0,43212000.0,13089000.0,,,,76341000.0,,10075000.0,-48602000.0,,,-2236000.0,-52716000.0,-77589000.0,1922313000.0,40872000,,121305000,9791000.0,1438880000.0,33432000.0,,3151000.0,,40718000.0,4349000.0,67182000,-1707000.0,30332000.0,0.66,296068000.0,835505000.0,-79825000.0,,177247000.0,15783000.0,167802000.0,19918000.0,1514188000.0,1691435000.0,15920000.0,,,59264000.0,,64887000.0,-1259000.0,0.64,1003307000.0,,31014000.0,19918000.0,16502000.0,43212000.0,95670000.0,639127000.0,118246000.0,-1493000.0,,88761000.0,,62041000.0,32801000.0,,,
2013-09-30,-25373000.0,19296000.0,357000.0,43212000.0,,951098000.0,0.0,9660000.0,-11000000.0,-514024000.0,298488000.0,298488000.0,12509000.0,104050000.0,,,93564000.0,,-10639000.0,40769000.0,,,77517000.0,288703000.0,-116634000.0,2053725000.0,-9234000,,77116000,-10155000.0,1539701000.0,44376000.0,275847000.0,1389000.0,,255276000.0,3040000.0,18006000,-1925000.0,33413000.0,-0.48,280068000.0,748414000.0,-39117000.0,,404374000.0,16080000.0,311451000.0,-16000000.0,1606589000.0,2010963000.0,20849000.0,,,10062000.0,,60966000.0,-3298000.0,-0.48,1059865000.0,,33413000.0,-16000000.0,-15218000.0,298488000.0,-110944000.0,549750000.0,112800000.0,-3760000.0,,60965000.0,,67054000.0,45594000.0,,,
2013-12-31,21258000.0,19954000.0,357000.0,298488000.0,,967594000.0,0.0,2572000.0,-5500000.0,-553893000.0,193243000.0,193243000.0,12943000.0,,,,109596000.0,,5831000.0,-32667000.0,,,39622000.0,2711000.0,-148510000.0,2207338000.0,37017000,,141067000,8059000.0,1653445000.0,48093000.0,0.0,4247000.0,,-105245000.0,2889000.0,74842000,196000.0,35620000.0,0.37,293267000.0,844189000.0,-108888000.0,,325813000.0,16991000.0,213420000.0,13199000.0,1699390000.0,2025203000.0,25545000.0,,,56971000.0,,40344000.0,4594000.0,0.36,1057609000.0,,36836000.0,13199000.0,13199000.0,193243000.0,-147578000.0,656990000.0,118767000.0,-3153000.0,,79081000.0,,84096000.0,32310000.0,,,
2014-03-31,-3514000.0,24780000.0,358000.0,193243000.0,,968136000.0,0.0,827000.0,0.0,-599935000.0,147194000.0,147194000.0,12830000.0,105947000.0,,,106501000.0,,-1636000.0,10835000.0,,,80491000.0,8449000.0,-135758000.0,2325727000.0,10769000,,130262000,-1387000.0,1725792000.0,69141000.0,,2298000.0,,-46049000.0,3847000.0,55955000,,35690000.0,-0.06,291140000.0,757197000.0,-55267000.0,,293602000.0,23612000.0,339835000.0,-2127000.0,1771566000.0,2065168000.0,32631000.0,,,35549000.0,,43208000.0,-801000.0,-0.06,1097032000.0,,35690000.0,-2127000.0,-2127000.0,147194000.0,-134989000.0,561250000.0,120552000.0,-1704000.0,,112508000.0,,94713000.0,36152000.0,,,
2014-06-30,-48733000.0,41797000.0,359000.0,147194000.0,,943271000.0,0.0,785000.0,-7000000.0,-653170000.0,40357000.0,40357000.0,13060000.0,106921000.0,,,107897000.0,,-21927000.0,-3930000.0,,,51099000.0,-726000.0,-157890000.0,2481891000.0,-35250000,,109472000,-20546000.0,1828721000.0,91249000.0,,2771000.0,,-106837000.0,5032000.0,18070000,,35762000.0,-0.79,262953000.0,761819000.0,-106791000.0,,213568000.0,40665000.0,381335000.0,-28187000.0,1872857000.0,2086425000.0,20545000.0,,,6547000.0,,42978000.0,-1476000.0,-0.79,1143154000.0,,35762000.0,-28187000.0,-28187000.0,40357000.0,-157210000.0,562000000.0,116948000.0,-575000.0,,123352000.0,,102925000.0,50009000.0,,,
2014-09-30,89473000.0,35676000.0,359000.0,40357000.0,,1002023000.0,0.0,14522000.0,-54000000.0,-670761000.0,18242000.0,18242000.0,11821000.0,,,,106728000.0,,38544000.0,14848000.0,,,70375000.0,65301000.0,-157433000.0,2454558000.0,103139000,,224556000,35396000.0,1783797000.0,42839000.0,,1960000.0,,-21619000.0,4232000.0,152205000,,35834000.0,1.51,316950000.0,930108000.0,-87058000.0,,157209000.0,34625000.0,246378000.0,53997000.0,2021300000.0,2178509000.0,26085000.0,,,138815000.0,,219464000.0,-449000.0,1.47,1176486000.0,,36828000.0,53997000.0,54077000.0,18738000.0,-157295000.0,675913000.0,124762000.0,-1884000.0,,105682000.0,,85741000.0,72939000.0,,,
2014-12-31,138085000.0,20357000.0,359000.0,18738000.0,,1137359000.0,0.0,187495000.0,-139000000.0,-831699000.0,16066000.0,16066000.0,11643000.0,,,,130321000.0,,73493000.0,-35239000.0,,,34724000.0,-12755000.0,-177511000.0,2631885000.0,308588000,,407691000,54115000.0,1800186000.0,27756000.0,0.0,2288000.0,,-2672000.0,4407000.0,200091000,,,,448702000.0,892838000.0,-142787000.0,,340719000.0,19310000.0,310391000.0,131752000.0,1999869000.0,2340588000.0,30033000.0,,,328945000.0,,86864000.0,4637000.0,,1203229000.0,,,131752000.0,83970000.0,16066000.0,-24641000.0,664923000.0,125693000.0,-159841000.0,,50043000.0,,78746000.0,71826000.0,,,
2015-03-31,27785000.0,20525000.0,400000.0,16066000.0,,1360230000.0,0.0,203869000.0,-221000000.0,-887432000.0,67494000.0,67494000.0,11725000.0,,,,96277000.0,,8534000.0,7941000.0,,,81877000.0,145638000.0,-176111000.0,2768435000.0,40860000,,144632000,10723000.0,1881003000.0,31832000.0,202851000.0,1919000.0,,51428000.0,4368000.0,95330000,,36349000.0,0.47,465764000.0,845147000.0,-94234000.0,,374719000.0,18680000.0,249723000.0,17062000.0,2080381000.0,2455100000.0,33513000.0,,,61385000.0,,86853000.0,-1213000.0,0.46,1094870000.0,,36981000.0,17062000.0,17062000.0,67494000.0,-176087000.0,609951000.0,129323000.0,-2463000.0,,98151000.0,,83247000.0,35996000.0,,,
2015-06-30,-76986000.0,20530000.0,401000.0,67494000.0,,1316587000.0,0.0,155891000.0,-54000000.0,-956396000.0,1376000.0,1376000.0,11567000.0,110998000.0,,,79709000.0,,-31164000.0,-32274000.0,,,64580000.0,51107000.0,-182024000.0,2941827000.0,-63988000,,50960000,-30116000.0,1985431000.0,30633000.0,0.0,4020000.0,,-66118000.0,5097000.0,4687000,,40035000.0,-1.17,418894000.0,767714000.0,-117444000.0,,250950000.0,18667000.0,307316000.0,-46870000.0,2140667000.0,2391617000.0,13032000.0,,,-43458000.0,,85348000.0,-1893000.0,-1.17,1075030000.0,,40035000.0,-46870000.0,-46870000.0,1376000.0,-181805000.0,553000000.0,129323000.0,-2566000.0,,90005000.0,,94418000.0,27110000.0,,,
2015-09-30,-62661000.0,20374000.0,401000.0,1376000.0,,1279736000.0,0.0,208144000.0,-56000000.0,-1061855000.0,3690000.0,3690000.0,12092000.0,112063000.0,,,65337000.0,,-22140000.0,13781000.0,,,136549000.0,-3410000.0,-130901000.0,2935182000.0,101514000,,231100000,-21167000.0,1873327000.0,35025000.0,0.0,2728000.0,,2314000.0,4813000.0,30378000,,40085000.0,-1.04,377400000.0,728775000.0,5648000.0,,326293000.0,18528000.0,335799000.0,-41494000.0,2018017000.0,2344310000.0,18529000.0,,,121888000.0,,71641000.0,-410000.0,-1.04,1064574000.0,,40085000.0,-41494000.0,-41494000.0,3690000.0,-130825000.0,550000000.0,87907000.0,-153461000.0,,106776000.0,,109212000.0,45027000.0,,,
