date,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
2011-12-31,26360000.0,,0.0,,12663000.0,867000.0,184996000.0,,5326000.0,41516000.0,110000.0,838998000.0,-10009000.0,-76730000.0,-1666975000.0,-2253000.0,1193617000.0,18022000.0,,123940000,,-3325000.0,5185000.0,-683599000.0,-75015000.0,1807000.0,96116000.0,288239000,-23888000.0,4119000.0,256625000.0,45923000,-8333000.0,2860592000.0,161344000.0,3427353000.0,-8013000.0,0.0,12814000.0,2141218000.0,3170728000.0,,154936000.0,94654000.0,103243000.0,78185000.0,2427011000.0,1426848000.0,6372000,6372000,63469000.0,6280000,92317000.0,33503000.0,,-226000.0,33503000.0,36717000.0,139073000.0,17310000.0,41636000.0,33503000.0,476880000.0,-92000.0,-29263000.0,38974000.0,0.0,72228000.0,2588355000.0,,,,,,,,
2012-03-31,33686000.0,40000.0,-869000.0,,12691000.0,-503000.0,162815000.0,-0.25,6007000.0,33503000.0,110000.0,821111000.0,0.0,-598203000.0,-1699153000.0,-21219000.0,1169784000.0,-22816000.0,2612000.0,68252000,93114125.0,-21664000.0,-28299000.0,-706506000.0,-10595000.0,2596000.0,36702000.0,266238000,-19747000.0,-44035000.0,281629000.0,24857000,-6083000.0,2868937000.0,168741000.0,3416831000.0,2362000.0,0.0,15433000.0,2161353000.0,3135202000.0,-0.25,144940000.0,90761000.0,103423000.0,72373000.0,2426979000.0,1427206000.0,-22816000,-22816000,65585000.0,-22907000,68738000.0,35865000.0,93114125.0,-29036000.0,35865000.0,39047000.0,137958000.0,26242000.0,39914000.0,35865000.0,455879000.0,-91000.0,-24040000.0,40556000.0,-14028000.0,16955000.0,2595720000.0,,,,,,,,
2012-06-30,33787000.0,73000.0,-244000.0,,11949000.0,-708000.0,199801000.0,0.15,5222000.0,35865000.0,111000.0,839633000.0,0.0,-24000.0,-1728949000.0,11967000.0,1156710000.0,13922000.0,4421000.0,137517000,93257798.0,11629000.0,-8063000.0,-692675000.0,1143000.0,1578000.0,97321000.0,304872000,-29795000.0,25889000.0,360582000.0,60823000,-8222000.0,2885659000.0,309038000.0,3460550000.0,63057000.0,0.0,14779000.0,2031742000.0,3099968000.0,0.15,159538000.0,88521000.0,105071000.0,72995000.0,2311879000.0,1428170000.0,13922000,13922000,65983000.0,13831000,82022000.0,98922000.0,93543471.0,3634000.0,98922000.0,50596000.0,138978000.0,157972000.0,38633000.0,98922000.0,435733000.0,-91000.0,-35054000.0,39667000.0,-76000.0,67526000.0,2620917000.0,,,,,,,,
2012-09-30,27706000.0,5000.0,0.0,,13353000.0,1219000.0,202441000.0,0.12,6374000.0,98922000.0,111000.0,860931000.0,0.0,-132450000.0,-1765716000.0,11655000.0,1145551000.0,11496000.0,3869000.0,135600000,93423063.0,11134000.0,11769000.0,-681270000.0,-112130000.0,5635000.0,119326000.0,306286000,-28205000.0,23151000.0,297112000.0,62783000,-40433000.0,2911267000.0,196276000.0,3393194000.0,-60474000.0,0.0,14806000.0,2039955000.0,3096082000.0,0.12,164747000.0,100024000.0,103845000.0,73915000.0,2335987000.0,1435111000.0,11496000,11496000,65743000.0,11405000,95385000.0,38448000.0,93729512.0,-1245000.0,38448000.0,47246000.0,139658000.0,35653000.0,38534000.0,38448000.0,437552000.0,-91000.0,-68250000.0,40741000.0,-224000.0,91121000.0,2532263000.0,,,,,,,,
2012-12-31,30546000.0,,0.0,,13539000.0,-135000.0,199306000.0,0.08,5978000.0,38448000.0,111000.0,874833000.0,176055000.0,-456617000.0,-1760090000.0,7073000.0,1180359000.0,15139000.0,3564000.0,131104000,93717650.0,6451000.0,21542000.0,-674143000.0,74165000.0,4046000.0,122560000.0,305505000,-27823000.0,14292000.0,301235000.0,55411000,-151330000.0,2940449000.0,197457000.0,3514030000.0,20463000.0,10082000.0,16388000.0,2127720000.0,3212795000.0,0.08,159829000.0,99461000.0,106199000.0,76800000.0,2441740000.0,1485150000.0,7219000,7219000,67095000.0,7127000,107973000.0,58911000.0,94075642.0,-1168000.0,58911000.0,51323000.0,143895000.0,33134000.0,40012000.0,58911000.0,468312000.0,-92000.0,176055000.0,41187000.0,-8172000.0,122560000.0,2639197000.0,,,,,,,,
2013-03-31,31909000.0,,-4200000.0,1961000.0,15531000.0,1714000.0,176960000.0,-0.07,5312000.0,58911000.0,112000.0,880741000.0,1770000.0,-8147000.0,-1797478000.0,-4673000.0,1163923000.0,2906000.0,10773000.0,99858000,93974956.0,-5086000.0,-25374000.0,-680304000.0,-5451000.0,7036000.0,51721000.0,283479000,-25788000.0,-10743000.0,335703000.0,25323000,-5337000.0,2961401000.0,198994000.0,3510658000.0,16563000.0,0.0,17149000.0,2121557000.0,3174955000.0,-0.07,158168000.0,108940000.0,106519000.0,73901000.0,2430923000.0,1485806000.0,-6070000,-6070000,77736000.0,-6161000,100698000.0,75474000.0,93974956.0,606000.0,75474000.0,41208000.0,151637000.0,33315000.0,36700000.0,75474000.0,445409000.0,-91000.0,-29355000.0,42839000.0,-49000.0,25933000.0,2629917000.0,,,,,,,,
2013-06-30,33567000.0,,0.0,-20940000.0,16303000.0,856000.0,213961000.0,0.22,4439000.0,75474000.0,112000.0,909197000.0,1526000.0,-8147000.0,-1833454000.0,11166000.0,1150248000.0,4186000.0,6422000.0,142716000,94337967.0,10194000.0,-15355000.0,-659140000.0,-3360000.0,4911000.0,100233000.0,324684000,-26933000.0,32421000.0,401392000.0,69556000,-27490000.0,2983702000.0,559391000.0,3558521000.0,43406000.0,0.0,19175000.0,1764687000.0,3157129000.0,0.22,177699000.0,99271000.0,110723000.0,72408000.0,2089933000.0,1491112000.0,21255000,21255000,71997000.0,21164000,112247000.0,118880000.0,94813138.0,701000.0,118880000.0,59586000.0,144405000.0,384231000.0,37887000.0,118880000.0,438064000.0,-91000.0,-52897000.0,42773000.0,-33000.0,73300000.0,2649324000.0,,,,,,,,
2013-09-30,28390000.0,,0.0,-3506000.0,16111000.0,-334000.0,213544000.0,0.19,4973000.0,118880000.0,112000.0,933491000.0,1114000.0,-8147000.0,-1866423000.0,13297000.0,1143075000.0,4262000.0,5912000.0,142497000,94528877.0,11929000.0,28043000.0,-640891000.0,-4482000.0,3764000.0,142730000.0,323184000,-24956000.0,31637000.0,461682000.0,68485000,-50949000.0,3009498000.0,598655000.0,3625422000.0,63785000.0,0.0,20109000.0,1748980000.0,3163740000.0,0.19,179434000.0,125206000.0,109640000.0,73183000.0,2093276000.0,1502400000.0,18340000,18340000,71876000.0,18249000,126253000.0,182665000.0,94927069.0,787000.0,182665000.0,63504000.0,145059000.0,393834000.0,37677000.0,182665000.0,441767000.0,-91000.0,-74791000.0,43648000.0,-8000.0,142730000.0,2691931000.0,,,,,,,,
2013-12-31,34679000.0,,0.0,15822000.0,13341000.0,-2325000.0,210390000.0,,3867000.0,182665000.0,112000.0,932946000.0,1619000.0,-402993000.0,-1914527000.0,5336000.0,1121929000.0,3313000.0,1829000.0,130622000,,1712000.0,-8254000.0,-647577000.0,-213902000.0,5182000.0,100021000.0,320352000,-27973000.0,15522000.0,282058000.0,62126000,-8472000.0,3036456000.0,245353000.0,3401618000.0,-149453000.0,0.0,20471000.0,1882867000.0,3119560000.0,,161741000.0,98924000.0,109962000.0,81087000.0,2223319000.0,1503553000.0,10186000,10186000,67177000.0,10094000,119150000.0,33212000.0,,-12635000.0,33212000.0,77153000.0,148264000.0,55935000.0,34013000.0,33212000.0,419385000.0,-92000.0,-34826000.0,44403000.0,1000.0,100021000.0,2468672000.0,,,,,,,,
2014-03-31,40886000.0,,-2987000.0,-2357000.0,18084000.0,2833000.0,173425000.0,-0.05,3483000.0,33212000.0,113000.0,942058000.0,907000.0,-150023000.0,-1945776000.0,-3487000.0,1105505000.0,1283000.0,3912000.0,91470000,94906018.0,-5365000.0,-12574000.0,-652505000.0,-637000.0,7697000.0,62584000.0,284933000,-22398000.0,-8324000.0,343117000.0,30938000,-4281000.0,3051281000.0,202614000.0,3426578000.0,35529000.0,0.0,21776000.0,1945985000.0,3083461000.0,-0.05,162260000.0,97027000.0,111508000.0,69526000.0,2281906000.0,1503462000.0,-4837000,-4837000,72961000.0,-4928000,111998000.0,68741000.0,94906018.0,-9039000.0,68741000.0,86727000.0,142487000.0,776000.0,30268000.0,68741000.0,395745000.0,-91000.0,-25772000.0,41941000.0,-13127000.0,40186000.0,2484520000.0,,,,,,,,
2014-06-30,40566000.0,,0.0,-23063000.0,18119000.0,13000.0,216156000.0,0.16,4152000.0,68741000.0,113000.0,885655000.0,5234000.0,-489526000.0,-1981276000.0,10726000.0,1096242000.0,1168000.0,6601000.0,123283000,95174692.0,3150000.0,-7519000.0,-716187000.0,-114104000.0,4214000.0,110848000.0,330433000,-31857000.0,26148000.0,332161000.0,72018000,-4914000.0,3077518000.0,235242000.0,3376470000.0,-34324000.0,0.0,23232000.0,1912231000.0,3044309000.0,0.16,184405000.0,97130000.0,114277000.0,71049000.0,2255573000.0,1503664000.0,15422000,15422000,73089000.0,15331000,117337000.0,34417000.0,95590222.0,-19827000.0,34417000.0,104357000.0,144138000.0,15636000.0,26086000.0,34417000.0,371908000.0,-79104000.0,-31537000.0,37815000.0,-4688000.0,78991000.0,2490815000.0,,,,,,,,
2014-09-30,34616000.0,,0.0,2202000.0,17981000.0,-151000.0,222610000.0,0.37,3352000.0,34417000.0,113000.0,847213000.0,937000.0,-91774000.0,-2006749000.0,26567000.0,1095363000.0,1172000.0,5474000.0,148710000,95330141.0,27257000.0,-2788000.0,-760418000.0,-62045000.0,4471000.0,129772000.0,334998000,-29621000.0,61617000.0,314876000.0,85249000,-44943000.0,3102112000.0,224800000.0,3369760000.0,-6460000.0,0.0,22918000.0,1925476000.0,3054884000.0,0.37,180584000.0,93891000.0,112388000.0,62675000.0,2297747000.0,1512206000.0,35050000,35050000,74686000.0,34959000,145685000.0,27957000.0,95753522.0,775000.0,27957000.0,97324000.0,137361000.0,15604000.0,24418000.0,27957000.0,376091000.0,-79281000.0,-73627000.0,37424000.0,-461000.0,100151000.0,2522547000.0,,,,,,,,
2014-12-31,34057000.0,,0.0,9665000.0,16368000.0,-1619000.0,221600000.0,2.18,2454000.0,27957000.0,96000.0,981466000.0,1519000.0,-106179000.0,-2026745000.0,-143898000.0,1083640000.0,1154000.0,8133000.0,143652000,95454224.0,-147179000.0,23850000.0,-632859000.0,-117529000.0,4233000.0,149325000.0,336696000,-23697000.0,63985000.0,273144000.0,87273000,-10883000.0,3110385000.0,225341000.0,3318818000.0,-1922000.0,0.0,23414000.0,1884270000.0,3045674000.0,2.18,169610000.0,108790000.0,115096000.0,55185000.0,2112011000.0,1512768000.0,207883000,207883000,79142000.0,207791000,0.0,26035000.0,95522205.0,1191000.0,26035000.0,84558000.0,134327000.0,15625000.0,24482000.0,26035000.0,366985000.0,-80324000.0,-33061000.0,37060000.0,-259000.0,125628000.0,2337352000.0,,,,,,,,
2015-03-31,42678000.0,,-6099000.0,-1438000.0,18051000.0,1714000.0,189245000.0,0.42,844000.0,26035000.0,97000.0,981188000.0,4418000.0,-38755000.0,-2042636000.0,2008000.0,1081666000.0,1158000.0,3901000.0,116486000,95704850.0,-1187000.0,-38923000.0,-657457000.0,-2819000.0,15529000.0,54731000.0,302477000,-29041000.0,42724000.0,309852000.0,65418000,-19647000.0,3124302000.0,206144000.0,3355224000.0,6511000.0,0.0,25029000.0,1937515000.0,3045372000.0,0.42,168527000.0,84484000.0,113232000.0,49230000.0,2167892000.0,1515451000.0,40716000,40716000,74597000.0,40625000,,32546000.0,95742148.0,1836000.0,32546000.0,87953000.0,123827000.0,15656000.0,24532000.0,32546000.0,363816000.0,-65314000.0,-44270000.0,39337000.0,-180000.0,25690000.0,2374036000.0,,,,,,,,
2015-06-30,39317000.0,,0.0,-16981000.0,19170000.0,142000.0,228298000.0,0.61,1251000.0,32546000.0,97000.0,983430000.0,1259000.0,-75755000.0,-2059468000.0,15298000.0,1086325000.0,1166000.0,7486000.0,148095000,96405105.0,12065000.0,2561000.0,-664778000.0,-73061000.0,6555000.0,133486000.0,344249000,-27324000.0,74658000.0,316696000.0,99155000,-39742000.0,3145793000.0,230939000.0,3369706000.0,-5091000.0,0.0,26285000.0,1922887000.0,3053010000.0,0.61,183310000.0,95120000.0,115951000.0,48725000.0,2155337000.0,1525992000.0,59360000,59360000,80418000.0,59269000,,27455000.0,96482919.0,191000.0,27455000.0,99097000.0,129143000.0,17552000.0,24712000.0,27455000.0,369809000.0,-66681000.0,-65807000.0,39019000.0,-180000.0,106162000.0,2386276000.0,,,,,,,,
2015-09-30,39089000.0,,0.0,-2226000.0,16637000.0,-3183000.0,229025000.0,0.89,-462000.0,27455000.0,97000.0,1005860000.0,2664000.0,-51955000.0,-2077725000.0,972000.0,1088924000.0,1174000.0,6121000.0,158087000,96541766.0,-1306000.0,-8798000.0,-645539000.0,-36797000.0,2549000.0,125253000.0,350701000,-24399000.0,86937000.0,320843000.0,106441000,-63902000.0,3166649000.0,232243000.0,3416400000.0,1623000.0,0.0,22064000.0,1949055000.0,3095557000.0,0.89,187700000.0,96849000.0,121676000.0,46441000.0,2178297000.0,1543261000.0,85965000,85965000,76143000.0,85874000,498000.0,29078000.0,96602429.0,5203000.0,29078000.0,99377000.0,122584000.0,19380000.0,24709000.0,29078000.0,397191000.0,-66726000.0,-85637000.0,36954000.0,-665000.0,100854000.0,2410540000.0,,,,,,,,
2015-12-31,39218000.0,,0.0,11611000.0,17452000.0,869000.0,233068000.0,,-1178000.0,29078000.0,97000.0,1021059000.0,2081000.0,-131003000.0,-2044102000.0,3780000.0,1095137000.0,1184000.0,8382000.0,151826000,,1527000.0,29395000.0,-635799000.0,-112131000.0,3766000.0,164180000.0,355969000,-29661000.0,80309000.0,281732000.0,103248000,-30586000.0,3139239000.0,241653000.0,3391778000.0,-6751000.0,0.0,22628000.0,1898152000.0,3110046000.0,,174398000.0,99907000.0,122901000.0,47037000.0,2129066000.0,1546594000.0,76529000,76529000,82783000.0,76437000,2052000.0,22327000.0,,1535000.0,22327000.0,87661000.0,129820000.0,21332000.0,24480000.0,22327000.0,402886000.0,-66789000.0,-58166000.0,37395000.0,-105000.0,134519000.0,2370719000.0,,,,,,,,
2016-03-31,45510000.0,5196000.0,-6204000.0,-8410000.0,18912000.0,720000.0,209808000.0,0.53,290000.0,22327000.0,98000.0,1020983000.0,5204000.0,-428755000.0,-2058597000.0,2307000.0,1167048000.0,1382000.0,3199000.0,135178000,96793244.0,-182000.0,-49189000.0,-657310000.0,471003000.0,7909000.0,51537000.0,338533000,-20619000.0,53621000.0,327257000.0,75503000,-502138000.0,3225645000.0,217009000.0,3894512000.0,6093000.0,0.0,24500000.0,2420294000.0,3567255000.0,0.53,181080000.0,90262000.0,128725000.0,51489000.0,2656520000.0,1705301000.0,51314000,51314000,82816000.0,51223000,1466000.0,28420000.0,97378135.0,8185000.0,28420000.0,89979000.0,134305000.0,17856000.0,30068000.0,28420000.0,656155000.0,-72825000.0,-517553000.0,38751000.0,-9122000.0,30918000.0,2873529000.0,,,,,,,,
2016-06-30,41964000.0,1538000.0,0.0,-28229000.0,18444000.0,-568000.0,254803000.0,0.84,301000.0,28420000.0,98000.0,1039731000.0,1543000.0,-113630000.0,-2079222000.0,3810000.0,1181418000.0,1279000.0,8093000.0,168951000,97121619.0,541000.0,14551000.0,-648404000.0,-112888000.0,6973000.0,159488000.0,387528000,-30894000.0,85719000.0,363653000.0,116366000,-4009000.0,3260640000.0,268679000.0,3912521000.0,13317000.0,0.0,22519000.0,2369308000.0,3548868000.0,0.84,207435000.0,113744000.0,132725000.0,51933000.0,2604111000.0,1705099000.0,81909000,81909000,86504000.0,81818000,2035000.0,41737000.0,97731467.0,649000.0,41737000.0,113122000.0,138437000.0,23369000.0,31299000.0,41737000.0,623832000.0,-73003000.0,-33360000.0,38519000.0,-228000.0,128594000.0,2872790000.0,,,,,,,,
2016-09-30,38734000.0,,0.0,-2433000.0,17637000.0,-913000.0,255738000.0,0.87,-27000.0,41737000.0,98000.0,1056306000.0,1022000.0,-74630000.0,-2094330000.0,3613000.0,1179601000.0,1332000.0,8358000.0,169083000,97254125.0,-509000.0,-18850000.0,-637372000.0,-84619000.0,3396000.0,126801000.0,387516000,-27312000.0,88674000.0,355242000.0,119585000,-19882000.0,3273931000.0,259091000.0,3902520000.0,-4258000.0,0.0,23905000.0,2351198000.0,3547278000.0,0.87,207507000.0,110145000.0,131778000.0,49307000.0,2587123000.0,1726724000.0,85061000,85061000,86846000.0,84970000,1745000.0,37479000.0,97881878.0,189000.0,37479000.0,102485000.0,136153000.0,28824000.0,31102000.0,37479000.0,601567000.0,-74029000.0,-46172000.0,39386000.0,-356000.0,99489000.0,2846214000.0,,,,,,,,
2016-12-31,39973000.0,,0.0,16395000.0,17653000.0,15000.0,254348000.0,,-624000.0,37479000.0,98000.0,1069528000.0,3914000.0,192897000.0,-2111536000.0,3626000.0,1182715000.0,1340000.0,8910000.0,167599000,,-193000.0,43021000.0,-630955000.0,-101588000.0,4804000.0,183997000.0,386717000,-28787000.0,84151000.0,315835000.0,112496000,-59025000.0,3294251000.0,277324000.0,3900466000.0,-1949000.0,0.0,25597000.0,2315267000.0,3584631000.0,,189935000.0,116737000.0,132369000.0,52229000.0,2553614000.0,1726358000.0,80525000,80525000,89623000.0,80433000,1861000.0,35530000.0,,2874000.0,35530000.0,91322000.0,141852000.0,33916000.0,31219000.0,35530000.0,637153000.0,-74108000.0,-83898000.0,38405000.0,-181000.0,155210000.0,2830938000.0,,,,,,,,
2017-03-31,53952000.0,1592000.0,-8997000.0,-955000.0,18179000.0,526000.0,214518000.0,0.42,-481000.0,35530000.0,98000.0,1053728000.0,1596000.0,-59625000.0,-2132469000.0,2199000.0,1175037000.0,1348000.0,2478000.0,126894000,97575481.0,-355000.0,-62579000.0,-670447000.0,-3172000.0,12934000.0,34496000.0,346362000,-19236000.0,43986000.0,350344000.0,74429000,-17779000.0,3307506000.0,246120000.0,3924595000.0,-3908000.0,0.0,28103000.0,2385411000.0,3574251000.0,0.43,189515000.0,92839000.0,131844000.0,51425000.0,2624747000.0,1726379000.0,41787000,41787000,88664000.0,41696000,0.0,31622000.0,98149974.0,1036000.0,31622000.0,95607000.0,140089000.0,39495000.0,31483000.0,31622000.0,631226000.0,-81279000.0,-35419000.0,41509000.0,-205000.0,15260000.0,2870867000.0,,,,,,,,
2017-06-30,49485000.0,,0.0,-31250000.0,17960000.0,-218000.0,262003000.0,0.94,264000.0,31622000.0,98000.0,1071105000.0,981000.0,-527500000.0,-2154869000.0,3733000.0,1176523000.0,1275000.0,2565000.0,179888000,97941766.0,385000.0,10424000.0,-659476000.0,-111665000.0,4262000.0,160257000.0,397078000,-28600000.0,96127000.0,385338000.0,127570000,-10322000.0,3331392000.0,260569000.0,3946077000.0,11262000.0,0.0,28317000.0,2374383000.0,3560739000.0,0.94,218944000.0,110340000.0,135075000.0,51782000.0,2614403000.0,1726444000.0,92394000,92394000,82651000.0,92303000,210000.0,42884000.0,98442860.0,536000.0,42884000.0,114798000.0,134433000.0,17471000.0,31979000.0,42884000.0,615858000.0,-81423000.0,-37941000.0,41914000.0,-5004000.0,131657000.0,2874972000.0,,,,,,,,
2017-09-30,45187000.0,,0.0,-5878000.0,18054000.0,93000.0,264368000.0,0.98,1480000.0,42884000.0,98000.0,1090526000.0,776000.0,-78625000.0,-2174393000.0,3325000.0,1180569000.0,1243000.0,2017000.0,183516000,98044523.0,229000.0,-25610000.0,-644644000.0,-22650000.0,2621000.0,125885000.0,399345000,-26610000.0,99656000.0,370510000.0,128984000,-91835000.0,3354962000.0,238687000.0,4003230000.0,-13465000.0,0.0,29536000.0,2432014000.0,3632720000.0,0.98,223088000.0,99548000.0,134977000.0,51796000.0,2674017000.0,1740469000.0,96331000,96331000,83588000.0,96240000,326000.0,29419000.0,98490277.0,2734000.0,29419000.0,103670000.0,135384000.0,17415000.0,32064000.0,29419000.0,668667000.0,-81499000.0,-117669000.0,43015000.0,-147000.0,99275000.0,2912704000.0,,,,,,,,
2017-12-31,52275000.0,,0.0,20559000.0,17961000.0,-92000.0,259491000.0,,1302000.0,29419000.0,98000.0,1103493000.0,3215000.0,-75743000.0,-2170585000.0,-27000.0,1214138000.0,1254000.0,2539000.0,176108000,,545000.0,38309000.0,-639106000.0,108846000.0,6867000.0,186378000.0,398475000,-34883000.0,87137000.0,420519000.0,119720000,-177369000.0,3384723000.0,325994000.0,4214345000.0,86052000.0,0.0,29859000.0,2539026000.0,3793826000.0,,201699000.0,111257000.0,138984000.0,56101000.0,2784858000.0,1740454000.0,87164000,87164000,83670000.0,87072000,884000.0,115471000.0,,287000.0,115471000.0,92694000.0,139771000.0,17664000.0,32870000.0,115471000.0,796348000.0,0.0,-209037000.0,42886000.0,-278000.0,151495000.0,3110852000.0,,,,,,,,
2018-03-31,59292000.0,790000.0,-4112000.0,-9876000.0,19176000.0,944000.0,222733000.0,0.15,759000.0,115471000.0,98000.0,1040199000.0,1036000.0,-650493000.0,-2179506000.0,1844000.0,1192900000.0,1242000.0,7514000.0,107315000,98301551.0,-87000.0,-66125000.0,-713687000.0,-117047000.0,3974000.0,40772000.0,361026000,-23252000.0,16896000.0,355999000.0,74581000,-6637000.0,3372406000.0,223591000.0,4114527000.0,-105425000.0,,30855000.0,2603982000.0,3758528000.0,0.15,209232000.0,81277000.0,138293000.0,56840000.0,2850737000.0,1737402000.0,15052000,15052000,91312000.0,14961000,845000.0,10046000.0,98726934.0,-24130000.0,10046000.0,99160000.0,148152000.0,23978000.0,33579000.0,10046000.0,770370000.0,-171258000.0,-28853000.0,57856000.0,-6408000.0,17520000.0,3074328000.0,,,,,,,,
2018-06-30,57823000.0,,0.0,-21015000.0,18913000.0,-36000.0,279016000.0,1.02,482000.0,10046000.0,99000.0,1073520000.0,6180000.0,-142208000.0,-2202405000.0,3513000.0,1192618000.0,1206000.0,6607000.0,191158000,98532110.0,524000.0,11031000.0,-703130000.0,-132515000.0,21749000.0,175012000.0,419800000,-29221000.0,103944000.0,381689000.0,133861000,-9528000.0,3395023000.0,258035000.0,4119970000.0,9542000.0,,30667000.0,2540955000.0,3738281000.0,1.02,228381000.0,98295000.0,140784000.0,55322000.0,2788415000.0,1737357000.0,100431000,100431000,89833000.0,100340000,1396000.0,19588000.0,98834588.0,1843000.0,19588000.0,116882000.0,145155000.0,23945000.0,31892000.0,19588000.0,753920000.0,-89874000.0,-32569000.0,54386000.0,-182000.0,145791000.0,3046450000.0,,,,,,,,
2018-09-30,51639000.0,,0.0,-781000.0,19526000.0,360000.0,277799000.0,0.95,703000.0,19588000.0,99000.0,1096959000.0,2773000.0,-105208000.0,-2218908000.0,2612000.0,1193313000.0,1214000.0,8624000.0,183607000,98943535.0,1138000.0,-7830000.0,-699342000.0,-104381000.0,6267000.0,154305000.0,418498000,-29701000.0,96668000.0,365898000.0,128768000,-31976000.0,3412221000.0,255984000.0,4124620000.0,-8979000.0,,33966000.0,2519153000.0,3758722000.0,0.95,227960000.0,102586000.0,140699000.0,55089000.0,2771677000.0,1737401000.0,94056000,94056000,93942000.0,93965000,2508000.0,10609000.0,99253008.0,-407000.0,10609000.0,107144000.0,149031000.0,26728000.0,31850000.0,10609000.0,773659000.0,-90268000.0,-58904000.0,54349000.0,-172000.0,124604000.0,3027661000.0,,,,,,,,
2018-12-31,25915000.0,,0.0,-1620000.0,21246000.0,98000.0,285826000.0,,12000.0,10609000.0,100000.0,1131784000.0,890000.0,-120209000.0,-2230677000.0,2728000.0,1295048000.0,1258000.0,6698000.0,188842000,,-37000.0,30729000.0,-695337000.0,280380000.0,30672000.0,194757000.0,427898000,-35464000.0,98421000.0,363669000.0,130579000,-429248000.0,3525725000.0,455035000.0,4544641000.0,10885000.0,,29531000.0,2684568000.0,4180972000.0,,235576000.0,103256000.0,142072000.0,58010000.0,2957822000.0,1919386000.0,95693000,95693000,97237000.0,95601000,20734000.0,21494000.0,,32000.0,21494000.0,107202000.0,155247000.0,204120000.0,32411000.0,21494000.0,915453000.0,-91688000.0,-463822000.0,51085000.0,173605000.0,159293000.0,3412857000.0,,,,,,,,
2019-03-31,36894000.0,,-8682000.0,15198000.0,14577000.0,1303000.0,243987000.0,0.51,271000.0,21494000.0,100000.0,1109578000.0,1299000.0,-269210000.0,-2253376000.0,2088000.0,2602087000.0,1332000.0,2233000.0,152442000,99710406.0,792000.0,-54169000.0,-740090000.0,41583000.0,9874000.0,60726000.0,384457000,-25951000.0,53341000.0,287836000.0,86159000,-66423000.0,4855463000.0,551217000.0,5794544000.0,11334000.0,174345000.0,32821000.0,2826624000.0,5506708000.0,0.51,218114000.0,61053000.0,140470000.0,61506000.0,4133749000.0,1876356000.0,51253000,51253000,96322000.0,51162000,20622000.0,32828000.0,99915443.0,4624000.0,32828000.0,101312000.0,157828000.0,199930000.0,37595000.0,32828000.0,978307000.0,-96006000.0,-91075000.0,49958000.0,-4393000.0,34775000.0,4684966000.0,,,,,,,,
