date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2003-12-31,4581000000.0,-17000000.0,3404000000.0,33009000000.0,3198000000.0,10850000000.0,995000000.0,6094000000.0,,7000000.0,,203000000,224000000.0,1147000000.0,5410000000.0,509000000.0,-73000000.0,224000000.0,-15000000.0,168000000.0,,12433000000.0,471000000.0,342000000.0,342000000.0,116000000.0,472000000.0,0.0,,,19043000000.0,27264000000.0,17211000000.0,4185000000.0,-109000000.0,121000000.0,-79000000.0,,,-193000000.0,15785000000.0,359000000.0,1491000000.0,,1000000.0,342000000.0,612000000.0,1000000000.0,,612000000.0,6361000000.0,,,294000000.0,,4036000000.0,556000000,3431000000.0,91000000.0,,71000000.0,17000000.0,-775000000.0,-301000000.0,388000000,7094000000,-379000000.0,683000000.0,5745000000.0,5780000000.0,773000000.0,-1744000000.0,,,,,
2004-03-31,4630000000.0,115000000.0,3653000000.0,33344000000.0,3426000000.0,10872000000.0,983000000.0,6042000000.0,0.645,10000000.0,,228000000,232000000.0,1319000000.0,5372000000.0,520000000.0,-72000000.0,232000000.0,-33000000.0,169000000.0,,12322000000.0,590000000.0,457000000.0,457000000.0,113000000.0,132000000.0,0.0,365200000.0,,18985000000.0,27115000000.0,17468000000.0,4111000000.0,-146000000.0,62000000.0,-50000000.0,0.635,23000000.0,-164000000.0,15863000000.0,342000000.0,1370000000.0,,15000000.0,457000000.0,629000000.0,1063000000.0,,629000000.0,6596000000.0,361320000.0,,347000000.0,,4019000000.0,603000000,3591000000.0,119000000.0,,23000000.0,38000000.0,-112000000.0,-131000000.0,434000000,7105000000,-162000000.0,,6229000000.0,5763000000.0,263000000.0,-1744000000.0,,,,,
2004-06-30,4637000000.0,102000000.0,3483000000.0,33327000000.0,3487000000.0,10887000000.0,991000000.0,6282000000.0,0.82,3000000.0,,289000000,295000000.0,1220000000.0,5366000000.0,534000000.0,-83000000.0,295000000.0,-130000000.0,172000000.0,,12439000000.0,398000000.0,559000000.0,559000000.0,112000000.0,474000000.0,-1000000.0,364197531.0,,18806000000.0,26951000000.0,17303000000.0,4112000000.0,10000000.0,65000000.0,-51000000.0,0.81,0.0,-131000000.0,16012000000.0,457000000.0,1544000000.0,,-3000000.0,559000000.0,609000000.0,1092000000.0,,609000000.0,6416000000.0,359756098.0,,390000000.0,,4033000000.0,655000000,3624000000.0,101000000.0,,-21000000.0,27000000.0,-381000000.0,-136000000.0,483000000,7374000000,52000000.0,,6376000000.0,5777000000.0,610000000.0,-1744000000.0,,,,,
2004-09-30,4869000000.0,291000000.0,3485000000.0,33529000000.0,3394000000.0,10519000000.0,1130000000.0,6227000000.0,0.78,-6000000.0,,291000000,278000000.0,1287000000.0,5123000000.0,527000000.0,-82000000.0,278000000.0,-199000000.0,191000000.0,,12291000000.0,651000000.0,850000000.0,850000000.0,110000000.0,582000000.0,1000000.0,365789474.0,,18776000000.0,26951000000.0,17461000000.0,4123000000.0,-101000000.0,0.0,-58000000.0,0.76,0.0,-184000000.0,16059000000.0,559000000.0,1676000000.0,,-48000000.0,850000000.0,643000000.0,1181000000.0,,643000000.0,6942000000.0,357510000.0,,442000000.0,,4052000000.0,729000000,3827000000.0,151000000.0,,-6000000.0,22000000.0,-249000000.0,-157000000.0,538000000,7408000000,187000000.0,15000000.0,6578000000.0,5796000000.0,739000000.0,-1744000000.0,,,,,
2004-12-31,4466000000.0,428000000.0,3361000000.0,33361000000.0,3546000000.0,10438000000.0,1070000000.0,6558000000.0,,-25000000.0,,272000000,272000000.0,1061000000.0,5116000000.0,506000000.0,-85000000.0,272000000.0,371000000.0,185000000.0,,364000000.0,42000000.0,1230000000.0,1230000000.0,96000000.0,76000000.0,0.0,,,18659000000.0,26454000000.0,16661000000.0,3557000000.0,240000000.0,0.0,-104000000.0,,0.0,-307000000.0,16700000000.0,850000000.0,1750000000.0,,541000000.0,1230000000.0,716000000.0,1288000000.0,,751000000.0,6223000000.0,,,422000000.0,,4210000000.0,757000000,4014000000.0,150000000.0,,15000000.0,747000000.0,-267000000.0,-248000000.0,572000000,7846000000,-211000000.0,-12000000.0,6907000000.0,6399000000.0,324000000.0,-2189000000.0,,,,,
2005-03-31,4530000000.0,-446000000.0,3455000000.0,33196000000.0,3611000000.0,10050000000.0,969000000.0,6196000000.0,1.13,82000000.0,,398000000,409000000.0,1205000000.0,4664000000.0,506000000.0,-82000000.0,409000000.0,-310000000.0,173000000.0,,359000000.0,500000000.0,784000000.0,784000000.0,95000000.0,66000000.0,0.0,367000000.0,,21781000000.0,26619000000.0,16523000000.0,634000000.0,-116000000.0,0.0,-132000000.0,1.11,143000000.0,-360000000.0,16673000000.0,1230000000.0,1549000000.0,,-3000000.0,784000000.0,662000000.0,1257000000.0,,662000000.0,6473000000.0,360700000.0,,596000000.0,,4204000000.0,768000000,4341000000.0,198000000.0,,14000000.0,21000000.0,-399000000.0,-197000000.0,595000000,7453000000,-274000000.0,,6577000000.0,6500000000.0,263000000.0,-2296000000.0,,,,,
2005-06-30,4569000000.0,431000000.0,3383000000.0,33446000000.0,3542000000.0,10030000000.0,1044000000.0,6641000000.0,1.02,7000000.0,,366000000,367000000.0,1185000000.0,4581000000.0,530000000.0,-94000000.0,367000000.0,-162000000.0,182000000.0,,358000000.0,579000000.0,1215000000.0,1215000000.0,94000000.0,664000000.0,0.0,365200000.0,,18782000000.0,26524000000.0,16588000000.0,3538000000.0,19000000.0,0.0,-138000000.0,1.0,0.0,-147000000.0,16858000000.0,784000000.0,1552000000.0,,-14000000.0,1215000000.0,705000000.0,1321000000.0,,705000000.0,6558000000.0,358500000.0,,554000000.0,,4204000000.0,798000000,4614000000.0,188000000.0,,-38000000.0,31000000.0,-220000000.0,-149000000.0,616000000,7962000000,261000000.0,,6922000000.0,6614000000.0,813000000.0,-2410000000.0,,,,,
2005-09-30,4577000000.0,497000000.0,3518000000.0,33851000000.0,3519000000.0,10032000000.0,1190000000.0,6332000000.0,0.82,95000000.0,,288000000,293000000.0,1262000000.0,4569000000.0,536000000.0,-92000000.0,293000000.0,-137000000.0,188000000.0,,355000000.0,581000000.0,1712000000.0,1712000000.0,98000000.0,718000000.0,0.0,362200000.0,,18736000000.0,26487000000.0,16902000000.0,3561000000.0,-180000000.0,0.0,-134000000.0,0.81,81000000.0,-203000000.0,16949000000.0,1215000000.0,1581000000.0,,-9000000.0,1712000000.0,681000000.0,1114000000.0,,681000000.0,6870000000.0,356200000.0,,435000000.0,,4190000000.0,621000000,4815000000.0,147000000.0,,16000000.0,34000000.0,-257000000.0,-173000000.0,433000000,7446000000,97000000.0,,7364000000.0,6676000000.0,891000000.0,-2486000000.0,,,,,
2005-12-31,4586000000.0,-107000000.0,3834000000.0,34214000000.0,3656000000.0,9412000000.0,1109000000.0,6421000000.0,,16000000.0,,331000000,331000000.0,1174000000.0,3881000000.0,595000000.0,-91000000.0,331000000.0,-246000000.0,212000000.0,,347000000.0,1264000000.0,1605000000.0,1605000000.0,101000000.0,355000000.0,0.0,,,18656000000.0,26665000000.0,17386000000.0,3605000000.0,47000000.0,0.0,-145000000.0,,14000000.0,-500000000.0,16828000000.0,1712000000.0,1767000000.0,,50000000.0,1605000000.0,905000000.0,1439000000.0,,905000000.0,7974000000.0,,,459000000.0,,4404000000.0,746000000,5055000000.0,128000000.0,,14000000.0,77000000.0,-521000000.0,-305000000.0,534000000,7860000000,205000000.0,-231000000.0,7549000000.0,7004000000.0,660000000.0,-2600000000.0,,,,,
2006-03-31,5064000000.0,-1232000000.0,2278000000.0,33517000000.0,4144000000.0,9564000000.0,1085000000.0,5894000000.0,1.04,-1000000.0,,357000000,358000000.0,1294000000.0,3872000000.0,628000000.0,-92000000.0,358000000.0,-143000000.0,173000000.0,,343000000.0,842000000.0,373000000.0,373000000.0,90000000.0,-288000000.0,0.0,350800000.0,,18614000000.0,26672000000.0,16898000000.0,3654000000.0,-167000000.0,0.0,-143000000.0,1.02,,-787000000.0,16619000000.0,1605000000.0,1495000000.0,,-2000000.0,373000000.0,695000000.0,1290000000.0,1634000000.0,695000000.0,7334000000.0,343300000.0,,517000000.0,,4404000000.0,768000000,5318000000.0,160000000.0,,,325000000.0,-974000000.0,-173000000.0,595000000,7184000000,-685000000.0,27000000.0,6845000000.0,7120000000.0,-115000000.0,-2716000000.0,,,,,
2006-06-30,4695000000.0,378000000.0,3779000000.0,33676000000.0,3907000000.0,9492000000.0,1093000000.0,6155000000.0,1.25,-9000000.0,17380000000.0,442000000,430000000.0,1296000000.0,3821000000.0,626000000.0,-102000000.0,430000000.0,-108000000.0,170000000.0,,344000000.0,814000000.0,751000000.0,751000000.0,87000000.0,487000000.0,47000000.0,350100000.0,,1200000000.0,26631000000.0,16630000000.0,3648000000.0,43000000.0,0.0,-125000000.0,1.23,,-38000000.0,17046000000.0,373000000.0,1452000000.0,,57000000.0,751000000.0,764000000.0,1446000000.0,,764000000.0,7138000000.0,344000000.0,,589000000.0,,4403000000.0,852000000,5642000000.0,147000000.0,,,13000000.0,-152000000.0,-151000000.0,682000000,7601000000,26000000.0,4000000.0,7045000000.0,7232000000.0,638000000.0,-2829000000.0,,,,,
2006-09-30,4672000000.0,712000000.0,3657000000.0,34055000000.0,3690000000.0,9488000000.0,1236000000.0,6100000000.0,0.88,1000000.0,17325000000.0,306000000,302000000.0,1275000000.0,3796000000.0,670000000.0,-104000000.0,302000000.0,-191000000.0,165000000.0,0.0,345000000.0,850000000.0,1463000000.0,1463000000.0,86000000.0,793000000.0,5000000.0,351000000.0,,1169000000.0,26616000000.0,16725000000.0,3685000000.0,-31000000.0,0.0,-126000000.0,0.86,,0.0,17330000000.0,751000000.0,1494000000.0,,-22000000.0,1463000000.0,787000000.0,1333000000.0,,787000000.0,7237000000.0,344700000.0,,474000000.0,,4437000000.0,711000000,5837000000.0,168000000.0,,69000000.0,34000000.0,-59000000.0,-169000000.0,546000000,7433000000,324000000.0,74000000.0,7439000000.0,7378000000.0,962000000.0,-2941000000.0,,,,,
2006-12-31,4299000000.0,-448000000.0,3720000000.0,32009000000.0,3566000000.0,8641000000.0,1177000000.0,6593000000.0,,134000000.0,17219000000.0,457000000,453000000.0,1178000000.0,3992000000.0,,-104000000.0,453000000.0,-159000000.0,183000000.0,0.0,346000000.0,170000000.0,1015000000.0,1015000000.0,84000000.0,27000000.0,5000000.0,,,1139000000.0,25290000000.0,15394000000.0,2401000000.0,82000000.0,0.0,-1260000000.0,,,0.0,16615000000.0,1463000000.0,1686000000.0,,-135000000.0,1015000000.0,806000000.0,1428000000.0,,806000000.0,6753000000.0,,,687000000.0,,4531000000.0,805000000,6183000000.0,230000000.0,,58000000.0,21000000.0,-560000000.0,-244000000.0,622000000,8021000000,-375000000.0,78000000.0,6719000000.0,7546000000.0,271000000.0,-3015000000.0,,,,,
2007-03-31,4821000000.0,-653000000.0,3549000000.0,32045000000.0,3749000000.0,9163000000.0,1143000000.0,5948000000.0,1.12,-9000000.0,17671000000.0,387000000,387000000.0,1195000000.0,3992000000.0,,-121000000.0,387000000.0,-747000000.0,166000000.0,,343000000.0,400000000.0,362000000.0,362000000.0,89000000.0,212000000.0,52000000.0,358300000.0,,1172000000.0,25836000000.0,15701000000.0,2449000000.0,-96000000.0,0.0,-1296000000.0,1.1,,-600000000.0,16344000000.0,1015000000.0,1446000000.0,,19000000.0,362000000.0,715000000.0,1396000000.0,,715000000.0,6538000000.0,345300000.0,,590000000.0,,4544000000.0,847000000,6374000000.0,203000000.0,,22000000.0,156000000.0,-306000000.0,-188000000.0,681000000,7344000000,-171000000.0,-4000000.0,6209000000.0,7670000000.0,400000000.0,-3126000000.0,,,,,
2007-06-30,5251000000.0,159000000.0,3283000000.0,32028000000.0,3685000000.0,9126000000.0,1160000000.0,6361000000.0,1.34,-15000000.0,17639000000.0,460000000,460000000.0,1157000000.0,3875000000.0,,-133000000.0,460000000.0,-170000000.0,173000000.0,,344000000.0,173000000.0,521000000.0,521000000.0,83000000.0,551000000.0,9000000.0,355300000.0,,1139000000.0,25767000000.0,15248000000.0,2450000000.0,-10000000.0,0.0,-1287000000.0,1.31,,8000000.0,16780000000.0,362000000.0,1506000000.0,,16000000.0,521000000.0,824000000.0,1568000000.0,,824000000.0,6122000000.0,343300000.0,,652000000.0,,4539000000.0,917000000,6703000000.0,192000000.0,,19000000.0,40000000.0,-412000000.0,-190000000.0,744000000,7929000000,63000000.0,14000000.0,6261000000.0,7769000000.0,741000000.0,-3230000000.0,,,,,
2007-09-30,5022000000.0,192000000.0,3236000000.0,32223000000.0,3666000000.0,9258000000.0,1273000000.0,6330000000.0,1.44,2000000.0,17658000000.0,490000000,489000000.0,1102000000.0,3886000000.0,,-124000000.0,489000000.0,-229000000.0,175000000.0,,338000000.0,151000000.0,713000000.0,713000000.0,84000000.0,962000000.0,12000000.0,352600000.0,,1109000000.0,25769000000.0,15458000000.0,2463000000.0,11000000.0,0.0,-1279000000.0,1.41,,-502000000.0,16765000000.0,521000000.0,1540000000.0,,-81000000.0,713000000.0,791000000.0,1598000000.0,,791000000.0,6200000000.0,340200000.0,,731000000.0,,4539000000.0,982000000,7063000000.0,241000000.0,,61000000.0,50000000.0,-594000000.0,-53000000.0,807000000,7928000000,310000000.0,15000000.0,6454000000.0,7869000000.0,1015000000.0,-3330000000.0,,,,,
2007-12-31,4986000000.0,250000000.0,3214000000.0,33373000000.0,3813000000.0,9254000000.0,1180000000.0,7182000000.0,,10000000.0,17672000000.0,457000000,454000000.0,1045000000.0,3918000000.0,,-126000000.0,454000000.0,-284000000.0,205000000.0,,338000000.0,137000000.0,963000000.0,963000000.0,80000000.0,480000000.0,-21000000.0,,,1074000000.0,26601000000.0,15686000000.0,3140000000.0,103000000.0,0.0,-699000000.0,,,-81000000.0,17687000000.0,713000000.0,1901000000.0,,-31000000.0,963000000.0,882000000.0,1642000000.0,,882000000.0,6432000000.0,,,699000000.0,,4715000000.0,965000000,7387000000.0,242000000.0,,80000000.0,28000000.0,-200000000.0,-254000000.0,760000000,8824000000,-160000000.0,150000000.0,6772000000.0,8155000000.0,734000000.0,-3440000000.0,,,,,
2008-03-31,5063000000.0,-534000000.0,3514000000.0,33375000000.0,4358000000.0,9037000000.0,1248000000.0,6522000000.0,0.78,15000000.0,17620000000.0,263000000,264000000.0,1132000000.0,3928000000.0,,-126000000.0,264000000.0,-148000000.0,195000000.0,,339000000.0,169000000.0,429000000.0,429000000.0,77000000.0,16000000.0,44000000.0,349300000.0,,1020000000.0,26426000000.0,15774000000.0,3141000000.0,-266000000.0,0.0,-694000000.0,0.76,,-600000000.0,17601000000.0,963000000.0,1806000000.0,,27000000.0,429000000.0,738000000.0,1202000000.0,,738000000.0,6737000000.0,338800000.0,,409000000.0,,4645000000.0,659000000,7518000000.0,146000000.0,,33000000.0,69000000.0,-580000000.0,-178000000.0,464000000,7724000000,-322000000.0,26000000.0,6949000000.0,8085000000.0,194000000.0,-3440000000.0,,,,,
2008-06-30,5169000000.0,152000000.0,1659000000.0,33467000000.0,4325000000.0,9013000000.0,1283000000.0,7025000000.0,1.46,5000000.0,17586000000.0,483000000,495000000.0,1089000000.0,3844000000.0,,-135000000.0,495000000.0,16000000.0,185000000.0,,337000000.0,97000000.0,581000000.0,581000000.0,72000000.0,508000000.0,1000000.0,344100000.0,,992000000.0,26373000000.0,15604000000.0,3144000000.0,-38000000.0,0.0,-686000000.0,1.44,,-205000000.0,17863000000.0,429000000.0,3552000000.0,,-66000000.0,581000000.0,797000000.0,1603000000.0,,797000000.0,6591000000.0,339000000.0,,739000000.0,,4651000000.0,991000000,7877000000.0,256000000.0,,5000000.0,13000000.0,-471000000.0,-99000000.0,806000000,8628000000,-123000000.0,95000000.0,7094000000.0,8259000000.0,607000000.0,-3608000000.0,,,,,
2008-09-30,5036000000.0,435000000.0,3521000000.0,33254000000.0,3957000000.0,8879000000.0,1370000000.0,6825000000.0,1.53,45000000.0,17475000000.0,509000000,512000000.0,1147000000.0,3843000000.0,,-134000000.0,512000000.0,-167000000.0,184000000.0,,327000000.0,101000000.0,1016000000.0,1016000000.0,74000000.0,1206000000.0,2000000.0,340100000.0,,964000000.0,26245000000.0,15691000000.0,3131000000.0,-227000000.0,0.0,-685000000.0,1.51,,-657000000.0,17563000000.0,581000000.0,1820000000.0,,-1000000.0,1016000000.0,785000000.0,1556000000.0,,785000000.0,6812000000.0,334200000.0,,742000000.0,,4675000000.0,955000000,8253000000.0,233000000.0,,34000000.0,13000000.0,-771000000.0,-167000000.0,771000000,8381000000,641000000.0,1000000.0,7009000000.0,8394000000.0,1373000000.0,-3719000000.0,,,,,
2008-12-31,7410000000.0,488000000.0,3696000000.0,30197000000.0,3904000000.0,10853000000.0,1284000000.0,7326000000.0,,-3094000000.0,947000000.0,-2536000000,-2533000000.0,1003000000.0,3443000000.0,,-130000000.0,-2533000000.0,-327000000.0,197000000.0,,327000000.0,501000000.0,1504000000.0,1504000000.0,72000000.0,800000000.0,1000000.0,,,14518000000.0,23008000000.0,18277000000.0,2733000000.0,10000000.0,0.0,-3642000000.0,,,-93000000.0,11920000000.0,1016000000.0,1943000000.0,,-7000000.0,1504000000.0,3980000000.0,1828000000.0,,920000000.0,7424000000.0,,,-2258000000.0,,4810000000.0,-1955000000,5590000000.0,278000000.0,,3049000000.0,8000000.0,-222000000.0,-237000000.0,-2152000000,9154000000,254000000.0,61000000.0,7189000000.0,8613000000.0,1037000000.0,-3803000000.0,,,,,
2009-03-31,1503000000.0,-622000000.0,3716000000.0,30142000000.0,4416000000.0,10576000000.0,1280000000.0,6916000000.0,1.19,8000000.0,14524000000.0,389000000,389000000.0,1178000000.0,3352000000.0,,-131000000.0,389000000.0,-176000000.0,137000000.0,,325000000.0,589000000.0,882000000.0,882000000.0,73000000.0,-352000000.0,0.0,332100000.0,-1762000000.0,921000000.0,22890000000.0,18085000000.0,1213000000.0,-355000000.0,0.0,-3596000000.0,1.17,,-150000000.0,12057000000.0,1504000000.0,1924000000.0,,4000000.0,882000000.0,749000000.0,1404000000.0,,749000000.0,7509000000.0,326900000.0,-1000000.0,590000000.0,,4777000000.0,800000000,5846000000.0,201000000.0,35000000.0,7000000.0,,-274000000.0,-180000000.0,655000000,8320000000,-778000000.0,,7252000000.0,8702000000.0,-172000000.0,-3925000000.0,,,,,
2009-06-30,1552000000.0,174000000.0,3624000000.0,30148000000.0,4251000000.0,10716000000.0,1325000000.0,7530000000.0,1.22,13000000.0,14536000000.0,394000000,394000000.0,1099000000.0,3348000000.0,,-138000000.0,394000000.0,-186000000.0,,,319000000.0,520000000.0,1056000000.0,1056000000.0,70000000.0,676000000.0,0.0,325800000.0,,925000000.0,22892000000.0,17959000000.0,947000000.0,,0.0,-3477000000.0,1.21,,-273000000.0,12189000000.0,882000000.0,1774000000.0,,-1000000.0,1056000000.0,774000000.0,1427000000.0,,774000000.0,7243000000.0,322000000.0,-71000000.0,596000000.0,,4778000000.0,666000000,6104000000.0,202000000.0,,-2909000000.0,,-470000000.0,-154000000.0,653000000,8957000000,4338000000.0,,7256000000.0,8831000000.0,830000000.0,-4053000000.0,,,,,
2009-09-30,1603000000.0,868000000.0,3539000000.0,30845000000.0,3951000000.0,11146000000.0,1419000000.0,7303000000.0,1.55,41000000.0,14526000000.0,487000000,490000000.0,1243000000.0,4194000000.0,,-136000000.0,490000000.0,-177000000.0,,,315000000.0,519000000.0,1924000000.0,1924000000.0,76000000.0,384000000.0,2000000.0,320600000.0,,899000000.0,22761000000.0,18416000000.0,988000000.0,,0.0,-3404000000.0,1.53,14000000.0,-227000000.0,12429000000.0,1056000000.0,1793000000.0,,-31000000.0,1924000000.0,768000000.0,1423000000.0,,768000000.0,7270000000.0,317100000.0,-1000000.0,620000000.0,0.0,4775000000.0,696000000,6457000000.0,133000000.0,,2897000000.0,,501000000.0,-160000000.0,655000000,8726000000,-4248000000.0,,8084000000.0,8946000000.0,544000000.0,-4171000000.0,,,,,
2009-12-31,1515000000.0,1351000000.0,3680000000.0,30252000000.0,3394000000.0,10580000000.0,1281000000.0,6381000000.0,,2000000.0,13517000000.0,303000000,413000000.0,1170000000.0,4191000000.0,,-134000000.0,413000000.0,1406000000.0,157000000.0,,307000000.0,103000000.0,3275000000.0,3275000000.0,62000000.0,703000000.0,0.0,,-1572000000.0,873000000.0,21617000000.0,17565000000.0,1049000000.0,152000000.0,0.0,-3014000000.0,,,-450000000.0,12687000000.0,1924000000.0,1921000000.0,,0.0,3275000000.0,851000000.0,1371000000.0,,851000000.0,6985000000.0,,-413000000.0,460000000.0,0.0,4868000000.0,679000000,6737000000.0,157000000.0,22000000.0,-445000000.0,,-986000000.0,-228000000.0,520000000,7752000000,739000000.0,,8635000000.0,9084000000.0,931000000.0,-4216000000.0,,,,,
2010-03-31,1471000000.0,-1314000000.0,3937000000.0,29762000000.0,4197000000.0,9634000000.0,1134000000.0,7077000000.0,1.55,7000000.0,13517000000.0,462000000,469000000.0,1289000000.0,3440000000.0,,-129000000.0,469000000.0,-135000000.0,179000000.0,,301000000.0,775000000.0,1961000000.0,1961000000.0,80000000.0,-669000000.0,5000000.0,306100000.0,-2706000000.0,846000000.0,21393000000.0,17122000000.0,1046000000.0,13000000.0,0.0,-3002000000.0,1.53,3000000.0,-507000000.0,12640000000.0,3275000000.0,1642000000.0,,0.0,1961000000.0,768000000.0,1533000000.0,,768000000.0,7488000000.0,302500000.0,-89000000.0,692000000.0,,4797000000.0,951000000,7077000000.0,230000000.0,38000000.0,-24000000.0,,-648000000.0,-138000000.0,765000000,8610000000,-1177000000.0,,8369000000.0,9137000000.0,-531000000.0,-4340000000.0,,,,,
2010-06-30,1200000000.0,83000000.0,4021000000.0,29694000000.0,4160000000.0,9125000000.0,1229000000.0,7340000000.0,2.37,-10000000.0,13517000000.0,711000000,711000000.0,1148000000.0,3438000000.0,,-141000000.0,711000000.0,-83000000.0,175000000.0,,295000000.0,773000000.0,2044000000.0,2044000000.0,68000000.0,515000000.0,5000000.0,303800000.0,1940000000.0,823000000.0,21310000000.0,16791000000.0,1055000000.0,-27000000.0,0.0,-2987000000.0,2.34,21000000.0,-348000000.0,12903000000.0,1961000000.0,1643000000.0,,0.0,2044000000.0,770000000.0,1486000000.0,,770000000.0,7666000000.0,299600000.0,-1000000.0,638000000.0,,4763000000.0,881000000,7646000000.0,-73000000.0,31000000.0,25000000.0,,-453000000.0,-104000000.0,716000000,8826000000,-319000000.0,,8384000000.0,9228000000.0,619000000.0,-4465000000.0,,,,,
2010-09-30,1271000000.0,484000000.0,4076000000.0,30176000000.0,4172000000.0,9219000000.0,1238000000.0,7188000000.0,1.69,13000000.0,13517000000.0,489000000,497000000.0,1193000000.0,3437000000.0,,-138000000.0,497000000.0,-163000000.0,183000000.0,,292000000.0,772000000.0,2528000000.0,2528000000.0,68000000.0,817000000.0,2000000.0,297600000.0,-13000000.0,801000000.0,21173000000.0,16982000000.0,1110000000.0,-32000000.0,0.0,-2930000000.0,1.67,-2000000.0,-205000000.0,13194000000.0,2044000000.0,1677000000.0,,0.0,2528000000.0,725000000.0,1526000000.0,,725000000.0,7763000000.0,293500000.0,-1000000.0,746000000.0,0.0,4767000000.0,997000000,8005000000.0,257000000.0,34000000.0,-44000000.0,,-331000000.0,-161000000.0,801000000,8714000000,300000000.0,,9003000000.0,9375000000.0,978000000.0,-4608000000.0,,,,,
2010-12-31,1317000000.0,1173000000.0,4407000000.0,31421000000.0,4057000000.0,9478000000.0,1349000000.0,7004000000.0,,-204000000.0,13517000000.0,376000000,376000000.0,1185000000.0,4045000000.0,,-137000000.0,376000000.0,-380000000.0,201000000.0,,291000000.0,784000000.0,3701000000.0,3701000000.0,65000000.0,1014000000.0,10000000.0,,115000000.0,779000000.0,21517000000.0,17864000000.0,1117000000.0,-15000000.0,0.0,-2757000000.0,,,-117000000.0,13557000000.0,2528000000.0,1846000000.0,,5000000.0,3701000000.0,815000000.0,1603000000.0,,815000000.0,8386000000.0,,-1101000000.0,519000000.0,0.0,5042000000.0,785000000,8245000000.0,143000000.0,33000000.0,9000000.0,,166000000.0,-373000000.0,788000000,8607000000,547000000.0,,9904000000.0,9764000000.0,1387000000.0,-4722000000.0,,,,,
2011-03-31,916000000.0,318000000.0,3831000000.0,26790000000.0,3563000000.0,7952000000.0,944000000.0,5355000000.0,1.82,5000000.0,12376000000.0,496000000,530000000.0,859000000.0,3939000000.0,,-137000000.0,530000000.0,1281000000.0,121000000.0,,293000000.0,39000000.0,4019000000.0,4019000000.0,58000000.0,-243000000.0,52000000.0,296900000.0,-245000000.0,183000000.0,17719000000.0,14113000000.0,1090000000.0,30000000.0,0.0,-2187000000.0,1.79,,-13000000.0,12677000000.0,3701000000.0,1347000000.0,,1467000000.0,4019000000.0,568000000.0,1379000000.0,,568000000.0,6161000000.0,291800000.0,-750000000.0,758000000.0,,3046000000.0,937000000,8637000000.0,262000000.0,33000000.0,-26000000.0,,-843000000.0,-123000000.0,811000000,6734000000,-503000000.0,,9071000000.0,6827000000.0,-120000000.0,-3781000000.0,,,,,
