date,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2007-09-30,1.19,-52000000.0,1459000000.0,-353000000.0,-118000000.0,,,5697000000.0,993000000.0,,952000000.0,116000000.0,1401000000.0,1654000000.0,165000000.0,,252000000.0,11338000000.0,502000000,2634000000.0,55000000.0,,30000000.0,-405000000.0,253000000,94000000.0,,-713000000.0,18834000000.0,3965000000.0,3729000000.0,2417000000,-206000000.0,-335000000.0,-7496000000.0,12830000000.0,1535000000.0,6917000000.0,-830000000.0,23826000000.0,1265000000.0,1391000000.0,166000000.0,,,763000000.0,,756000000.0,197000000.0,197000000,74000000.0,,1.2,1850000000.0,-219000000.0,156000000.0,197000000.0,-91000000.0,,3181000000.0,,249000000.0,1535000000.0,249000000.0,131000000.0,0.0,-541000000.0,,20097000000.0,18091000000.0,6689000000.0,,,,,,
2007-12-31,,125000000.0,1077000000.0,-22000000.0,-113000000.0,,,5853000000.0,156000000.0,,1198000000.0,-541000000.0,-926000000.0,448000000.0,,,83000000.0,11408000000.0,1590000000,2790000000.0,12000000.0,,29000000.0,-100000000.0,1374000000,54000000.0,,-85000000.0,18809000000.0,4231000000.0,3995000000.0,1405000000,333000000.0,-343000000.0,-7401000000.0,12346000000.0,1538000000.0,6971000000.0,-29000000.0,23754000000.0,2162000000.0,1408000000.0,,,,957000000.0,,633000000.0,255000000.0,71000000,-991000000.0,,,1932000000.0,-262000000.0,123000000.0,255000000.0,-86000000.0,,3176000000.0,,123000000.0,1538000000.0,123000000.0,131000000.0,-4000000.0,-10000000.0,,19759000000.0,17853000000.0,6289000000.0,,,,,,
2008-03-31,1.3,149000000.0,865000000.0,-13000000.0,-121000000.0,,,5965000000.0,120000000.0,,1015000000.0,6000000.0,1005000000.0,1304000000.0,162000000.0,,316000000.0,11492000000.0,525000000,2920000000.0,116000000.0,,,-954000000.0,299000000,190000000.0,,389000000.0,19003000000.0,3902000000.0,3434000000.0,2570000000,892000000.0,-329000000.0,-7511000000.0,,1010000000.0,6645000000.0,-43000000.0,23148000000.0,2009000000.0,1791000000.0,163000000.0,,,1266000000.0,,483000000.0,212000000.0,200000000,138000000.0,,1.31,1898000000.0,19000000.0,77000000.0,212000000.0,-86000000.0,,0.0,,77000000.0,1010000000.0,77000000.0,124000000.0,-4000000.0,563000000.0,2067000000.0,19714000000.0,17142000000.0,6155000000.0,,,,,,
2008-06-30,0.17,-96000000.0,989000000.0,-3000000.0,-130000000.0,,,5901000000.0,77000000.0,,1173000000.0,-57000000.0,1048000000.0,1219000000.0,162000000.0,,46000000.0,11895000000.0,387000000,2862000000.0,18000000.0,,,193000000.0,171000000,-10000000.0,,385000000.0,19673000000.0,3834000000.0,3894000000.0,2251000000,643000000.0,-325000000.0,-7778000000.0,12852000000.0,690000000.0,7221000000.0,365000000.0,23906000000.0,1877000000.0,1885000000.0,163000000.0,,,1032000000.0,,583000000.0,28000000.0,28000000,-5000000.0,,0.17,1926000000.0,-471000000.0,445000000.0,28000000.0,-86000000.0,,0.0,,445000000.0,690000000.0,445000000.0,122000000.0,9000000.0,318000000.0,,20012000000.0,17944000000.0,5993000000.0,,,,,,
2008-09-30,1.08,-187000000.0,1035000000.0,0.0,-128000000.0,,,5996000000.0,445000000.0,,931000000.0,-254000000.0,929000000.0,1304000000.0,162000000.0,,266000000.0,12070000000.0,610000000,2952000000.0,97000000.0,,,880000000.0,375000000,100000000.0,,-997000000.0,19907000000.0,3593000000.0,3723000000.0,2338000000,-517000000.0,-342000000.0,-7837000000.0,12787000000.0,1517000000.0,7380000000.0,-233000000.0,23688000000.0,1695000000.0,1058000000.0,163000000.0,,,1034000000.0,,770000000.0,177000000.0,169000000,12000000.0,,1.09,2050000000.0,-596000000.0,223000000.0,177000000.0,-86000000.0,,0.0,,223000000.0,1517000000.0,223000000.0,125000000.0,-12000000.0,-859000000.0,,19965000000.0,17647000000.0,5772000000.0,,,,,,
2008-12-31,,230000000.0,871000000.0,0.0,-165000000.0,,,5995000000.0,223000000.0,,899000000.0,-27000000.0,894000000.0,1196000000.0,,,186000000.0,12231000000.0,526000000,2985000000.0,57000000.0,,,-203000000.0,302000000,68000000.0,,136000000.0,20065000000.0,3013000000.0,3328000000.0,2170000000,541000000.0,-377000000.0,-7834000000.0,14241000000.0,1106000000.0,7390000000.0,-137000000.0,24590000000.0,1832000000.0,922000000.0,,,,974000000.0,,539000000.0,129000000.0,129000000,11000000.0,,,2054000000.0,-475000000.0,86000000.0,129000000.0,-86000000.0,,0.0,,86000000.0,1106000000.0,86000000.0,132000000.0,-3000000.0,164000000.0,,21262000000.0,18552000000.0,6924000000.0,,,,,,
2009-03-31,1.09,106000000.0,182000000.0,,-157000000.0,119000000.0,113000000.0,6152000000.0,86000000.0,-113000000.0,727000000.0,94000000.0,900000000.0,1295000000.0,163000000.0,-500000000.0,276000000.0,12324000000.0,640000000,3076000000.0,97000000.0,9000000.0,,-581000000.0,395000000,66000000.0,,366000000.0,20211000000.0,2833000000.0,2866000000.0,2255000000,839000000.0,-326000000.0,-7887000000.0,3182000000.0,1027000000.0,7438000000.0,2000000.0,24188000000.0,1662000000.0,144000000.0,163000000.0,281000000.0,1257000000.0,960000000.0,15203000000.0,432000000.0,179000000.0,179000000,10000000.0,2037000000.0,1.09,1993000000.0,-256000000.0,88000000.0,179000000.0,-86000000.0,,0.0,-137000000.0,369000000.0,848000000.0,88000000.0,132000000.0,-4000000.0,513000000.0,59000000.0,21322000000.0,18036000000.0,5526000000.0,,,,,,
2009-06-30,0.51,-28000000.0,158000000.0,,-145000000.0,369000000.0,86000000.0,6141000000.0,88000000.0,-90000000.0,611000000.0,-62000000.0,896000000.0,1111000000.0,164000000.0,-430000000.0,111000000.0,12393000000.0,485000000,3072000000.0,27000000.0,9000000.0,,-154000000.0,215000000,22000000.0,,109000000.0,20359000000.0,2076000000.0,2535000000.0,1688000000,462000000.0,-287000000.0,-7966000000.0,4514000000.0,893000000.0,7889000000.0,-46000000.0,23895000000.0,1281000000.0,117000000.0,164000000.0,319000000.0,1326000000.0,577000000.0,15640000000.0,459000000.0,83000000.0,84000000,27000000.0,2037000000.0,0.51,2116000000.0,-354000000.0,42000000.0,83000000.0,-87000000.0,,0.0,-91000000.0,361000000.0,368000000.0,42000000.0,134000000.0,-9000000.0,175000000.0,58000000.0,21360000000.0,17716000000.0,5274000000.0,,,,,,
2009-09-30,0.96,-125000000.0,244000000.0,0.0,-141000000.0,39000000.0,96000000.0,6236000000.0,42000000.0,-11000000.0,578000000.0,3000000.0,883000000.0,1226000000.0,165000000.0,-64000000.0,231000000.0,12395000000.0,640000000,3142000000.0,73000000.0,9000000.0,,-147000000.0,343000000,53000000.0,0.0,-105000000.0,20505000000.0,1976000000.0,2654000000.0,1961000000,373000000.0,-206000000.0,-8110000000.0,4630000000.0,787000000.0,7820000000.0,41000000.0,23959000000.0,1217000000.0,149000000.0,165000000.0,271000000.0,1421000000.0,735000000.0,15711000000.0,585000000.0,158000000.0,158000000,20000000.0,2037000000.0,0.96,2179000000.0,-185000000.0,83000000.0,158000000.0,-87000000.0,,0.0,-78000000.0,354000000.0,375000000.0,83000000.0,143000000.0,-5000000.0,167000000.0,57000000.0,21305000000.0,17687000000.0,5118000000.0,,,,,,
2009-12-31,,75000000.0,201000000.0,0.0,-147000000.0,-360000000.0,0.0,6278000000.0,83000000.0,52000000.0,723000000.0,50000000.0,968000000.0,1264000000.0,,91000000.0,164000000.0,12431000000.0,582000000,3168000000.0,50000000.0,8000000.0,,93000000.0,296000000,64000000.0,0.0,-301000000.0,20588000000.0,2645000000.0,2877000000.0,2110000000,145000000.0,-216000000.0,-8157000000.0,4604000000.0,722000000.0,7319000000.0,-31000000.0,24195000000.0,1655000000.0,114000000.0,,209000000.0,1415000000.0,846000000.0,15234000000.0,509000000.0,113000000.0,114000000,2000000.0,2024000000.0,,2181000000.0,-269000000.0,52000000.0,113000000.0,-88000000.0,,0.0,-103000000.0,261000000.0,998000000.0,52000000.0,136000000.0,18000000.0,-71000000.0,54000000.0,21318000000.0,17879000000.0,5165000000.0,,,,,,
2010-03-31,1.38,88000000.0,167000000.0,,-146000000.0,114000000.0,72000000.0,6551000000.0,52000000.0,-47000000.0,637000000.0,64000000.0,985000000.0,1458000000.0,166000000.0,-417000000.0,346000000.0,12654000000.0,737000000,3309000000.0,116000000.0,9000000.0,,-505000000.0,473000000,36000000.0,,299000000.0,20924000000.0,2482000000.0,2733000000.0,2453000000,817000000.0,-239000000.0,-8270000000.0,3337000000.0,932000000.0,7248000000.0,141000000.0,24203000000.0,1463000000.0,148000000.0,166000000.0,265000000.0,1336000000.0,995000000.0,15126000000.0,443000000.0,229000000.0,230000000,10000000.0,2024000000.0,1.38,2273000000.0,-171000000.0,193000000.0,229000000.0,-88000000.0,,0.0,-68000000.0,458000000.0,677000000.0,193000000.0,140000000.0,-9000000.0,578000000.0,54000000.0,21470000000.0,17608000000.0,5122000000.0,,,,,,
2010-06-30,0.51,-122000000.0,165000000.0,,-153000000.0,146000000.0,56000000.0,6557000000.0,193000000.0,54000000.0,684000000.0,-24000000.0,928000000.0,1184000000.0,169000000.0,-1000000.0,131000000.0,12771000000.0,520000000,3305000000.0,44000000.0,14000000.0,,-82000000.0,256000000,36000000.0,,-42000000.0,21137000000.0,2931000000.0,2581000000.0,1792000000,334000000.0,-276000000.0,-8366000000.0,3419000000.0,709000000.0,6590000000.0,-69000000.0,24033000000.0,1314000000.0,114000000.0,169000000.0,175000000.0,1252000000.0,608000000.0,14502000000.0,565000000.0,86000000.0,87000000,8000000.0,2024000000.0,0.51,2289000000.0,-321000000.0,124000000.0,86000000.0,-88000000.0,,0.0,-77000000.0,299000000.0,1335000000.0,124000000.0,136000000.0,-7000000.0,58000000.0,58000000.0,21452000000.0,17433000000.0,5112000000.0,,,,,,
2010-09-30,0.96,-166000000.0,,,,97000000.0,79000000.0,,124000000.0,-21000000.0,,-29000000.0,990000000.0,1376000000.0,169000000.0,-549000000.0,258000000.0,,671000000,,92000000.0,3000000.0,,-56000000.0,386000000,101000000.0,,-184000000.0,,,,2139000000,358000000.0,-303000000.0,,,,,-40000000.0,,,,170000000.0,,,763000000.0,,,163000000.0,166000000,11000000.0,,0.97,,-342000000.0,84000000.0,163000000.0,-89000000.0,,,-108000000.0,,,,142000000.0,-16000000.0,55000000.0,,,,,,,,,,
2010-12-31,,67000000.0,255000000.0,,-149000000.0,-278000000.0,170000000.0,6722000000.0,84000000.0,26000000.0,729000000.0,-112000000.0,1009000000.0,1349000000.0,,127000000.0,215000000.0,12992000000.0,598000000,3431000000.0,59000000.0,10000000.0,,57000000.0,340000000,284000000.0,,-366000000.0,21574000000.0,2749000000.0,3167000000.0,2173000000,316000000.0,-281000000.0,-8582000000.0,3333000000.0,739000000.0,7046000000.0,-19000000.0,24896000000.0,1795000000.0,111000000.0,,131000000.0,1457000000.0,824000000.0,15380000000.0,662000000.0,152000000.0,156000000,3000000.0,2020000000.0,,2707000000.0,-392000000.0,65000000.0,152000000.0,-95000000.0,,0.0,-206000000.0,196000000.0,1075000000.0,65000000.0,131000000.0,-4000000.0,35000000.0,67000000.0,21729000000.0,18129000000.0,4993000000.0,,,,,,
2011-03-31,1.04,125000000.0,233000000.0,-9000000.0,-148000000.0,-10000000.0,24000000.0,6793000000.0,65000000.0,-61000000.0,631000000.0,30000000.0,970000000.0,1360000000.0,169000000.0,-94000000.0,281000000.0,13053000000.0,652000000,3513000000.0,103000000.0,0.0,178000000.0,-346000000.0,390000000,48000000.0,,240000000.0,21729000000.0,2555000000.0,2800000000.0,2431000000,722000000.0,-270000000.0,-8676000000.0,1628000000.0,796000000.0,6977000000.0,132000000.0,24489000000.0,1513000000.0,134000000.0,170000000.0,122000000.0,1482000000.0,1071000000.0,15097000000.0,536000000.0,176000000.0,178000000,14000000.0,2020000000.0,1.04,2704000000.0,-244000000.0,197000000.0,176000000.0,-95000000.0,,0.0,-28000000.0,319000000.0,899000000.0,197000000.0,126000000.0,2000000.0,452000000.0,69000000.0,21689000000.0,17652000000.0,4876000000.0,,,,,,
2011-06-30,1.19,-148000000.0,374000000.0,-9000000.0,-146000000.0,75000000.0,44000000.0,6785000000.0,197000000.0,88000000.0,733000000.0,-70000000.0,969000000.0,1257000000.0,169000000.0,-627000000.0,176000000.0,13284000000.0,548000000,3516000000.0,-24000000.0,0.0,,-50000000.0,288000000,-34000000.0,,26000000.0,22123000000.0,2246000000.0,2771000000.0,2028000000,437000000.0,-449000000.0,-8839000000.0,1228000000.0,736000000.0,7470000000.0,-136000000.0,24579000000.0,1297000000.0,101000000.0,170000000.0,0.0,1501000000.0,771000000.0,15509000000.0,685000000.0,202000000.0,200000000,10000000.0,2020000000.0,1.19,3034000000.0,-523000000.0,61000000.0,202000000.0,-95000000.0,,0.0,-48000000.0,61000000.0,477000000.0,61000000.0,124000000.0,-17000000.0,-12000000.0,71000000.0,21808000000.0,17755000000.0,4756000000.0,,,,,,
2011-09-30,1.07,-92000000.0,450000000.0,0.0,-146000000.0,116000000.0,1000000.0,6970000000.0,61000000.0,-61000000.0,708000000.0,45000000.0,1008000000.0,1399000000.0,169000000.0,-440000000.0,286000000.0,13422000000.0,665000000,3698000000.0,101000000.0,0.0,,-57000000.0,391000000,109000000.0,,-218000000.0,22312000000.0,2100000000.0,2911000000.0,2265000000,327000000.0,-310000000.0,-8890000000.0,399000000.0,650000000.0,7470000000.0,-15000000.0,24780000000.0,1327000000.0,121000000.0,170000000.0,0.0,1420000000.0,866000000.0,15671000000.0,776000000.0,183000000.0,185000000,12000000.0,2020000000.0,1.08,3144000000.0,-285000000.0,46000000.0,183000000.0,-99000000.0,,3418000000.0,-21000000.0,46000000.0,522000000.0,46000000.0,120000000.0,-4000000.0,17000000.0,74000000.0,21869000000.0,17771000000.0,192000000.0,,,,,,
2011-12-31,,-14000000.0,510000000.0,0.0,-158000000.0,-110000000.0,11000000.0,7009000000.0,46000000.0,11000000.0,782000000.0,-61000000.0,998000000.0,1344000000.0,,-294000000.0,244000000.0,13746000000.0,611000000,3750000000.0,87000000.0,0.0,,8000000.0,346000000,97000000.0,,46000000.0,22541000000.0,2628000000.0,3196000000.0,2173000000,522000000.0,-455000000.0,-8795000000.0,479000000.0,549000000.0,7164000000.0,22000000.0,26009000000.0,1407000000.0,95000000.0,,0.0,1462000000.0,829000000.0,16328000000.0,791000000.0,150000000.0,157000000,20000000.0,2020000000.0,,3181000000.0,-508000000.0,68000000.0,150000000.0,-100000000.0,,0.0,-3000000.0,68000000.0,945000000.0,68000000.0,124000000.0,-12000000.0,67000000.0,174000000.0,22813000000.0,18956000000.0,98000000.0,,,,,,
2012-03-31,0.91,125000000.0,419000000.0,0.0,-153000000.0,81000000.0,11000000.0,7104000000.0,68000000.0,-53000000.0,690000000.0,53000000.0,1048000000.0,1360000000.0,170000000.0,-86000000.0,231000000.0,13924000000.0,576000000,3804000000.0,73000000.0,10000000.0,-19000000.0,-288000000.0,312000000,58000000.0,,191000000.0,22780000000.0,2530000000.0,2951000000.0,2249000000,620000000.0,-392000000.0,-8856000000.0,451000000.0,538000000.0,7075000000.0,-11000000.0,25846000000.0,1384000000.0,121000000.0,170000000.0,0.0,1536000000.0,889000000.0,16169000000.0,666000000.0,156000000.0,158000000,30000000.0,2020000000.0,0.91,3251000000.0,-343000000.0,57000000.0,156000000.0,-99000000.0,,3453000000.0,-15000000.0,57000000.0,843000000.0,57000000.0,113000000.0,-7000000.0,228000000.0,70000000.0,22895000000.0,18699000000.0,188000000.0,,,,,,
2012-06-30,0.86,-44000000.0,356000000.0,0.0,-151000000.0,39000000.0,25000000.0,7142000000.0,57000000.0,49000000.0,728000000.0,-38000000.0,1034000000.0,1328000000.0,170000000.0,-54000000.0,217000000.0,14152000000.0,576000000,3744000000.0,70000000.0,10000000.0,12000000.0,76000000.0,294000000,23000000.0,,109000000.0,23081000000.0,2635000000.0,3050000000.0,2025000000,541000000.0,-447000000.0,-8929000000.0,446000000.0,508000000.0,7199000000.0,128000000.0,26075000000.0,1403000000.0,94000000.0,171000000.0,0.0,1518000000.0,697000000.0,16256000000.0,710000000.0,146000000.0,147000000,29000000.0,2020000000.0,0.86,3323000000.0,-489000000.0,185000000.0,146000000.0,-100000000.0,,3549000000.0,-29000000.0,185000000.0,887000000.0,185000000.0,109000000.0,-2000000.0,94000000.0,67000000.0,23025000000.0,18891000000.0,189000000.0,,,,,,
2012-09-30,1.31,-76000000.0,401000000.0,0.0,-147000000.0,117000000.0,12000000.0,7389000000.0,185000000.0,-31000000.0,724000000.0,36000000.0,1035000000.0,1445000000.0,172000000.0,-307000000.0,338000000.0,14404000000.0,715000000,3969000000.0,108000000.0,9000000.0,0.0,-342000000.0,410000000,15000000.0,,58000000.0,23442000000.0,2309000000.0,2730000000.0,2206000000,568000000.0,-383000000.0,-9038000000.0,458000000.0,479000000.0,7108000000.0,-126000000.0,25909000000.0,1235000000.0,122000000.0,172000000.0,0.0,1566000000.0,761000000.0,16169000000.0,785000000.0,227000000.0,230000000,38000000.0,2020000000.0,1.32,3331000000.0,-352000000.0,59000000.0,227000000.0,-101000000.0,,3567000000.0,-17000000.0,59000000.0,731000000.0,59000000.0,112000000.0,-1000000.0,185000000.0,67000000.0,23179000000.0,18478000000.0,190000000.0,,,,,,
2012-12-31,,30000000.0,376000000.0,0.0,-158000000.0,-185000000.0,49000000.0,7373000000.0,59000000.0,75000000.0,848000000.0,-52000000.0,-1793000000.0,-1530000000.0,,-192000000.0,174000000.0,14684000000.0,551000000,3944000000.0,35000000.0,10000000.0,8000000.0,111000000.0,263000000,-49000000.0,,84000000.0,23631000000.0,2768000000.0,2915000000.0,2311000000,480000000.0,-598000000.0,-8947000000.0,362000000.0,663000000.0,7002000000.0,6000000.0,26339000000.0,650000000.0,93000000.0,,,1591000000.0,3841000000.0,16160000000.0,761000000.0,81000000.0,139000000,14000000.0,2018000000.0,,3191000000.0,-585000000.0,65000000.0,81000000.0,-107000000.0,,0.0,-41000000.0,65000000.0,1057000000.0,65000000.0,106000000.0,-6000000.0,-118000000.0,135000000.0,23424000000.0,18928000000.0,197000000.0,,,,,,
2013-03-31,1.34,221000000.0,333000000.0,,-156000000.0,-78000000.0,12000000.0,7596000000.0,65000000.0,-126000000.0,711000000.0,54000000.0,347000000.0,757000000.0,173000000.0,-141000000.0,340000000.0,14866000000.0,708000000,4069000000.0,105000000.0,10000000.0,-6000000.0,-112000000.0,410000000,65000000.0,,44000000.0,23936000000.0,2476000000.0,2769000000.0,2516000000,597000000.0,-382000000.0,-9070000000.0,334000000.0,694000000.0,7209000000.0,153000000.0,25949000000.0,1460000000.0,123000000.0,173000000.0,,1651000000.0,1759000000.0,15841000000.0,540000000.0,234000000.0,235000000,37000000.0,2018000000.0,1.35,3245000000.0,-332000000.0,218000000.0,234000000.0,-107000000.0,,0.0,-16000000.0,218000000.0,840000000.0,218000000.0,109000000.0,-6000000.0,215000000.0,135000000.0,23180000000.0,18317000000.0,196000000.0,,,,,,
2013-06-30,0.6,-88000000.0,205000000.0,,-155000000.0,148000000.0,15000000.0,7552000000.0,218000000.0,97000000.0,808000000.0,-52000000.0,357000000.0,580000000.0,174000000.0,-374000000.0,151000000.0,15190000000.0,531000000,3945000000.0,44000000.0,9000000.0,6000000.0,-263000000.0,223000000,58000000.0,,231000000.0,24356000000.0,2962000000.0,2496000000.0,2225000000,670000000.0,-523000000.0,-9166000000.0,334000000.0,733000000.0,6797000000.0,-172000000.0,25944000000.0,1314000000.0,97000000.0,175000000.0,,1654000000.0,1645000000.0,15395000000.0,627000000.0,105000000.0,107000000,37000000.0,2018000000.0,0.6,3280000000.0,-579000000.0,46000000.0,105000000.0,-108000000.0,,0.0,-19000000.0,46000000.0,1095000000.0,46000000.0,112000000.0,-5000000.0,147000000.0,138000000.0,23448000000.0,18357000000.0,199000000.0,,,,,,
2013-09-30,1.13,-98000000.0,297000000.0,,-151000000.0,107000000.0,13000000.0,7876000000.0,46000000.0,13000000.0,866000000.0,44000000.0,363000000.0,692000000.0,175000000.0,-340000000.0,276000000.0,15511000000.0,666000000,4142000000.0,76000000.0,10000000.0,-5000000.0,3000000.0,329000000,39000000.0,,-85000000.0,24795000000.0,3008000000.0,2549000000.0,2387000000,448000000.0,-466000000.0,-9284000000.0,339000000.0,745000000.0,6838000000.0,25000000.0,26231000000.0,1239000000.0,114000000.0,176000000.0,,1723000000.0,1695000000.0,15313000000.0,725000000.0,198000000.0,200000000,51000000.0,2018000000.0,1.13,3290000000.0,-426000000.0,71000000.0,198000000.0,-114000000.0,,0.0,-17000000.0,71000000.0,1167000000.0,71000000.0,106000000.0,-5000000.0,-18000000.0,122000000.0,23682000000.0,18321000000.0,198000000.0,,,,,,
2013-12-31,,88000000.0,235000000.0,,-136000000.0,-331000000.0,1078000000.0,7921000000.0,71000000.0,30000000.0,962000000.0,-60000000.0,358000000.0,599000000.0,,-106000000.0,155000000.0,15800000000.0,547000000,4150000000.0,29000000.0,10000000.0,5000000.0,111000000.0,241000000,2000000.0,,23000000.0,25123000000.0,3189000000.0,2806000000.0,2533000000,439000000.0,-505000000.0,-9323000000.0,344000000.0,992000000.0,7203000000.0,-19000000.0,25935000000.0,727000000.0,90000000.0,,,1794000000.0,1934000000.0,14792000000.0,628000000.0,124000000.0,126000000,21000000.0,2018000000.0,,3321000000.0,-569000000.0,52000000.0,124000000.0,-116000000.0,,0.0,-1082000000.0,52000000.0,1029000000.0,52000000.0,109000000.0,-3000000.0,-66000000.0,122000000.0,23129000000.0,17981000000.0,198000000.0,,,,,,
2014-03-31,1.84,147000000.0,308000000.0,-50000000.0,-137000000.0,-270000000.0,271000000.0,8117000000.0,52000000.0,100000000.0,945000000.0,59000000.0,374000000.0,934000000.0,177000000.0,-115000000.0,485000000.0,15985000000.0,875000000,4360000000.0,158000000.0,0.0,-1000000.0,-44000000.0,560000000,77000000.0,,-151000000.0,25384000000.0,3569000000.0,2973000000.0,3930000000,532000000.0,-497000000.0,-9399000000.0,310000000.0,946000000.0,6918000000.0,46000000.0,26161000000.0,1811000000.0,118000000.0,177000000.0,,1791000000.0,2996000000.0,14455000000.0,480000000.0,326000000.0,327000000,33000000.0,2018000000.0,1.84,3390000000.0,-442000000.0,98000000.0,326000000.0,-116000000.0,,0.0,-275000000.0,98000000.0,1444000000.0,98000000.0,110000000.0,-7000000.0,35000000.0,118000000.0,23188000000.0,18024000000.0,193000000.0,,,,,,
2014-06-30,0.7,-138000000.0,293000000.0,-2000000.0,-134000000.0,415000000.0,204000000.0,8008000000.0,98000000.0,4000000.0,946000000.0,-38000000.0,362000000.0,611000000.0,177000000.0,-549000000.0,176000000.0,16307000000.0,564000000,4246000000.0,50000000.0,0.0,2000000.0,58000000.0,249000000,119000000.0,,15000000.0,25836000000.0,2819000000.0,2721000000.0,2698000000,544000000.0,-583000000.0,-9529000000.0,311000000.0,809000000.0,7809000000.0,-23000000.0,26189000000.0,1400000000.0,86000000.0,177000000.0,,1841000000.0,2087000000.0,15344000000.0,619000000.0,124000000.0,126000000,30000000.0,2018000000.0,0.7,3500000000.0,-625000000.0,75000000.0,124000000.0,-116000000.0,,0.0,-208000000.0,75000000.0,740000000.0,75000000.0,106000000.0,-6000000.0,-39000000.0,112000000.0,23468000000.0,18163000000.0,220000000.0,,,,,,
2014-09-30,0.88,-174000000.0,396000000.0,0.0,-133000000.0,128000000.0,177000000.0,8169000000.0,75000000.0,-56000000.0,873000000.0,37000000.0,377000000.0,616000000.0,177000000.0,-558000000.0,178000000.0,16499000000.0,578000000,4402000000.0,21000000.0,0.0,6000000.0,153000000.0,239000000,48000000.0,,-282000000.0,26169000000.0,2805000000.0,2755000000.0,2595000000,222000000.0,-422000000.0,-9670000000.0,321000000.0,773000000.0,7906000000.0,-15000000.0,26376000000.0,1257000000.0,110000000.0,177000000.0,,1847000000.0,1979000000.0,15385000000.0,793000000.0,156000000.0,157000000,44000000.0,2018000000.0,0.88,3546000000.0,-390000000.0,60000000.0,156000000.0,-116000000.0,,0.0,-182000000.0,60000000.0,927000000.0,60000000.0,107000000.0,-9000000.0,-200000000.0,108000000.0,23621000000.0,18190000000.0,243000000.0,,,,,,
2014-12-31,1.68,-12000000.0,389000000.0,0.0,-155000000.0,-225000000.0,494000000.0,8327000000.0,60000000.0,80000000.0,973000000.0,-59000000.0,374000000.0,914000000.0,177000000.0,-15000000.0,436000000.0,16820000000.0,832000000,4578000000.0,135000000.0,0.0,20000000.0,50000000.0,540000000,112000000.0,,-178000000.0,26538000000.0,2577000000.0,3087000000.0,3078000000,541000000.0,-547000000.0,-9718000000.0,322000000.0,724000000.0,8340000000.0,-12000000.0,27974000000.0,731000000.0,86000000.0,177000000.0,,1869000000.0,2164000000.0,17055000000.0,804000000.0,299000000.0,301000000,-1000000.0,2018000000.0,1.68,3776000000.0,-603000000.0,48000000.0,299000000.0,-122000000.0,290000000.0,0.0,-491000000.0,48000000.0,672000000.0,48000000.0,106000000.0,-5000000.0,-6000000.0,102000000.0,24887000000.0,19632000000.0,259000000.0,,,,,,
