date,quarterlyInventory,annualChangeInInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,annualPurchaseOfBusiness,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,trailingPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualNetOtherInvestingChanges,trailingInterestExpense,annualGrossPPE,annualOtherCurrentLiabilities,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,quarterlyFreeCashFlow,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingGrossProfit,annualAccountsPayable,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyAccountsPayable,annualOperatingIncome,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyEbitda,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,annualDilutedAverageShares,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyCurrentAssets,annualCommonStockIssuance,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualBasicAverageShares,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,trailingCostOfRevenue,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,annualDilutedEPS,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingExpense,quarterlyRetainedEarnings,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockholdersEquity,annualAccountsReceivable,annualBeginningCashPosition,quarterlyLongTermDebt,annualNetIncome,quarterlyChangeInInventory,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualStockholdersEquity,annualBasicEPS,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingDilutedEPS,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingDepreciationAndAmortization,annualStockBasedCompensation
2010-03-31,156485000000.0,,570303000000.0,962000000.0,,,71463000000.0,,,,-29287000000.0,,1433000000.0,,,4990000000.0,2689000000.0,,,0.14,35231000000.0,112628571429.0,,37745000000.0,58101000000.0,,-1096000000.0,,,,,,,,,1124000000.0,,3519000000.0,1312000000.0,,,2000000.0,,,4658000000.0,21258000000.0,666153000000.0,,,,,,,,,,,,,,862000000.0,,,914276000000.0,,115031000000.0,23263000000.0,,,,,,,650000000.0,,,,11361000000.0,,8750000000.0,11361000000.0,86703000000.0,,127158000000.0,,,,-31516000000.0,10062000000.0,,,438209000000.0,,,22691000000.0,,,-2803000000.0,,,,,,497323000000.0,,,,15768000000.0,,,79830000000.0,248123000000.0,,,,-2326000000.0,,570303000000.0,,328897000000.0,,,,,,,,,,,,,21729000000.0,,0.137692,,,,,,,,,159892000000.0,,,,-88000000.0,,45336000000.0,,,358379000000.0,114516201117.0,,,14294000000.0,392816000000.0,,,148608000000.0,,,,,,,,15768000000.0,16600000000.0,14828000000.0,18970000000.0,,,,,,701000000.0,-270690000000.0,168426000000.0,,,,,,,,,,,,,,,,,
2010-06-30,162542000000.0,,573503000000.0,1285000000.0,,,54796000000.0,,,-487910000000.0,-18952000000.0,,2213000000.0,,,6607000000.0,-7842000000.0,,,,35600000000.0,,,39107000000.0,61548000000.0,,766000000.0,,,,,,,,,1009000000.0,,3033000000.0,5150000000.0,,,0.0,,,6366000000.0,27077000000.0,670958000000.0,,,,,,,,,,,,,,954000000.0,,,920795000000.0,,115404000000.0,24025000000.0,,,,,,,957000000.0,,,,16695000000.0,,10062000000.0,16695000000.0,86702000000.0,,112463000000.0,,,,-6890000000.0,15212000000.0,,,498314000000.0,,,29290000000.0,,,-1497000000.0,,,,,,492912000000.0,,,,19661000000.0,,,89661000000.0,249837000000.0,,,,-10555000000.0,,573503000000.0,,301687000000.0,,,,,,,,,,,,,28113000000.0,,,,,,,1483000000.0,,,,163139000000.0,,,,-468000000.0,,45726000000.0,,116167000000.0,408653000000.0,,,,14290000000.0,402930000000.0,,,169081000000.0,,,,,,,,19661000000.0,20711000000.0,15537000000.0,19522000000.0,,,,,,370000000.0,-153909000000.0,191225000000.0,,,,,,,,,,,,,,,,,
2010-09-30,155148000000.0,,594697000000.0,-356000000.0,,,28399000000.0,,,,-17210000000.0,,1569000000.0,,,13077000000.0,-34672000000.0,,,0.173846,47537000000.0,112864159292.0,,40305000000.0,63372000000.0,,-13356000000.0,,,,,,,,,1042000000.0,,20659000000.0,-4866000000.0,,,125000000.0,,,5096000000.0,25926000000.0,694565000000.0,,,,,,,,,,,,,,27975000000.0,,,939609000000.0,,114434000000.0,24605000000.0,,,,,,,390000000.0,,,,11562000000.0,,15212000000.0,11562000000.0,86702000000.0,,116965000000.0,,,,-15392000000.0,10378000000.0,,,489886000000.0,,,27495000000.0,,,-714000000.0,,,,,,503607000000.0,,,,19621000000.0,,,91223000000.0,245044000000.0,,,,-8057000000.0,,594697000000.0,,300151000000.0,,,,,,,,,,,,,27851000000.0,,0.172308,,,,,,,,,175370000000.0,,,,-512000000.0,,48183000000.0,,,398663000000.0,113871875000.0,,,14268000000.0,406266000000.0,,,174332000000.0,,,,,,,,19621000000.0,20830000000.0,16047000000.0,21918000000.0,,,,,,866000000.0,-140677000000.0,203456000000.0,,,,,,,,,,,,,,,,,
2010-12-31,156546000000.0,-15828000000.0,630299000000.0,-10448000000.0,-56294000000.0,59253000000.0,30298000000.0,156546000000.0,325627000000.0,-527111000000.0,-49262000000.0,,2113000000.0,,,15017000000.0,-16469000000.0,86702000000.0,-11310000000.0,,57324000000.0,,,45037000000.0,74838000000.0,,13045000000.0,27440000000.0,,630299000000.0,3022000000.0,15017000000.0,18140000000.0,,171262000000.0,1727000000.0,376051000000.0,5530000000.0,6630000000.0,168829000000.0,,-125000000.0,,,6187000000.0,22440000000.0,735939000000.0,8298000000.0,,,137000000.0,,630299000000.0,5530000000.0,,8226000000.0,17988000000.0,-11310000000.0,-703804000000.0,102178000000.0,26760000000.0,,,985389000000.0,7398000000.0,141879000000.0,27440000000.0,-8662000000.0,10754000000.0,,,132528000000.0,,1025000000.0,-106717000000.0,-114711000000.0,,18140000000.0,,10378000000.0,18140000000.0,86702000000.0,,132528000000.0,118152000000.0,,17008000000.0,-52919000000.0,17008000000.0,25335000000.0,-641000000.0,485560000000.0,,51282000000.0,24553000000.0,18140000000.0,,-6296000000.0,1537131000000.0,76843000000.0,1913182000000.0,,57324000000.0,532707000000.0,,30298000000.0,113770915842.0,14316000000.0,,45037000000.0,109753000000.0,249450000000.0,2000000.0,257899000000.0,1727000000.0,-15402000000.0,141879000000.0,630299000000.0,,325627000000.0,,10754000000.0,3582000000.0,532707000000.0,,3457000000.0,112655514706.0,-527111000000.0,64152000000.0,207080000000.0,249450000000.0,,34915000000.0,10176000000.0,,,0.621538,,,3582000000.0,,,,163132000000.0,,-38148000000.0,163132000000.0,1205000000.0,,43093000000.0,985389000000.0,51282000000.0,375807000000.0,,70713000000.0,,8298000000.0,421127000000.0,43093000000.0,8782000000.0,174075000000.0,70713000000.0,,-36340000000.0,89755000000.0,56551000000.0,,735939000000.0,14316000000.0,16253000000.0,17988000000.0,29305000000.0,174075000000.0,421127000000.0,0.627692,11833000000.0,594000000.0,594000000.0,-138528000000.0,207080000000.0,,,,,,,,,,,,,,,,,
2011-03-31,189463000000.0,,628516000000.0,275000000.0,,,33244000000.0,,,,-28298000000.0,,1874000000.0,,,15662000000.0,24072000000.0,,,0.181538,47588000000.0,112929237288.0,,46799000000.0,69895000000.0,,48000000.0,,,,,,,13004000000.0,,1103000000.0,,4981000000.0,7779000000.0,,,48000000.0,,,7738000000.0,30002000000.0,735770000000.0,,,-18040000000.0,,,,,,,,,,,-15294000000.0,,,1054428000000.0,,142000000000.0,27895000000.0,,,,,,,19000000.0,,,,27007000000.0,,17008000000.0,27007000000.0,86702000000.0,,167772000000.0,,,,-29301000000.0,24787000000.0,,,588842000000.0,,,31876000000.0,,,-764000000.0,,,,,,575574000000.0,36530000000.0,,,20501000000.0,,,101496000000.0,318658000000.0,,,,-1768000000.0,,628516000000.0,,347491000000.0,,9780000000.0,,,,,,,,,,,31601000000.0,,0.18,,,200000000.0,,,-34170000000.0,,,183633000000.0,,,,-271000000.0,,61133000000.0,,,487346000000.0,113894444444.0,,,8417000000.0,445664000000.0,,,194084000000.0,,-32917000000.0,,,,,,20501000000.0,22264000000.0,18337000000.0,22585000000.0,,,,,,1771000000.0,-147888000000.0,228083000000.0,,,,,,,,,,,,,,,,,
2011-06-30,207962000000.0,,633252000000.0,1218000000.0,,,40426000000.0,,,-553984000000.0,-25484000000.0,,2384000000.0,,,15266000000.0,-7942000000.0,,,,44977000000.0,,,45706000000.0,74194000000.0,,22428000000.0,,,,,,,17566000000.0,,1502000000.0,,33994000000.0,-16071000000.0,,,22863000000.0,,,5805000000.0,26753000000.0,740381000000.0,,,-4281000000.0,,,,,,,,,,,-7625000000.0,,,1071912000000.0,,146291000000.0,28634000000.0,,,,,,,2463000000.0,,,,14186000000.0,,24787000000.0,14186000000.0,86702000000.0,,171059000000.0,,,,-26022000000.0,8716000000.0,,,644430000000.0,,,29137000000.0,,,-1928000000.0,,,,,,583297000000.0,2001000000.0,,,19738000000.0,,,101901000000.0,331531000000.0,,,,-13080000000.0,,633252000000.0,,385626000000.0,,3242000000.0,,,,,,,,,,,27707000000.0,,,,,-226000000.0,,1000000000.0,-5994000000.0,,,188687000000.0,,,,-1228000000.0,,65414000000.0,,,542529000000.0,,,,8775000000.0,454883000000.0,,,163447000000.0,,-18499000000.0,,,,,,19738000000.0,20948000000.0,18958000000.0,22567000000.0,,,,,,1783000000.0,-125806000000.0,197671000000.0,,,,,,,,,,,,,,,,,
2011-09-30,188807000000.0,,638976000000.0,1120000000.0,,,34520000000.0,,,,-16241000000.0,,1460000000.0,,,14951000000.0,-18486000000.0,,,0.175385,56274000000.0,112444298246.0,,46822000000.0,78964000000.0,,-24140000000.0,,-493000000.0,,,,,47504000000.0,,1885000000.0,,32962000000.0,14559000000.0,,,-22889000000.0,,,6729000000.0,28075000000.0,747844000000.0,,,-3096000000.0,,,,,,,,,,,31345000000.0,,,1081931000000.0,,147063000000.0,29438000000.0,,,,,,,2188000000.0,,,,27189000000.0,,8716000000.0,27189000000.0,86702000000.0,,167358000000.0,,,,-14480000000.0,23275000000.0,,,641830000000.0,,,29535000000.0,,,-493000000.0,,,,,,581058000000.0,-3701000000.0,,,19721000000.0,,,107379000000.0,334087000000.0,,,,-9461000000.0,,638976000000.0,,384264000000.0,,3045000000.0,,,,,,,,,,,28415000000.0,,0.169231,,,52000000.0,,,6335000000.0,,,199738000000.0,,,,-9000000.0,,68510000000.0,,,534451000000.0,116533181818.0,,,8917000000.0,466575000000.0,,,162445000000.0,,19155000000.0,,,,,,19721000000.0,21346000000.0,19398000000.0,26595000000.0,,,,,,1621000000.0,-185088000000.0,196794000000.0,,,,,,,,,,,,,,,,,
2011-12-31,203417000000.0,-50013000000.0,677247000000.0,530000000.0,-2516000000.0,63816000000.0,36985000000.0,203417000000.0,429073000000.0,-582723000000.0,-72790000000.0,,3554000000.0,,,15181000000.0,-160000000.0,86702000000.0,-7488000000.0,,66686000000.0,,,47458000000.0,81719000000.0,,-67000000.0,34842000000.0,-4303000000.0,677247000000.0,6000000000.0,15181000000.0,25197000000.0,72548000000.0,151181000000.0,12232000000.0,412484000000.0,43388000000.0,1372000000.0,174954000000.0,,95000000.0,,,5502000000.0,17808000000.0,802465000000.0,8212000000.0,,9789000000.0,2077000000.0,,677247000000.0,43388000000.0,,7639000000.0,21817000000.0,-7488000000.0,-538703000000.0,102638000000.0,-58000000.0,,,1130053000000.0,8500000000.0,179778000000.0,34842000000.0,2583000000.0,4054000000.0,,,177002000000.0,,1330000000.0,-141008000000.0,-142813000000.0,,25197000000.0,,23275000000.0,25197000000.0,86702000000.0,,177002000000.0,107712000000.0,,24647000000.0,-71205000000.0,24647000000.0,25774000000.0,-1731000000.0,630581000000.0,,41016000000.0,21362000000.0,25197000000.0,,-4303000000.0,2093199000000.0,76864000000.0,2505683000000.0,,66686000000.0,620528000000.0,,36985000000.0,117240377358.0,11737000000.0,,47458000000.0,101708000000.0,327588000000.0,117000000.0,304772000000.0,12232000000.0,-2059000000.0,179778000000.0,677247000000.0,,429073000000.0,,4054000000.0,750000000.0,620528000000.0,,2676000000.0,112703869407.0,-582723000000.0,72346000000.0,191455000000.0,327588000000.0,,19989000000.0,-4146000000.0,,,0.611538,-155000000.0,,750000000.0,37435000000.0,,,178336000000.0,,-26479000000.0,178336000000.0,3585000000.0,,58721000000.0,1130053000000.0,41016000000.0,528873000000.0,,71697000000.0,,8212000000.0,474399000000.0,58721000000.0,17008000000.0,154457000000.0,71697000000.0,-14610000000.0,-26368000000.0,101482000000.0,8368000000.0,,802465000000.0,11737000000.0,12306000000.0,21817000000.0,29735000000.0,154457000000.0,474399000000.0,0.636154,12523000000.0,836000000.0,836000000.0,-79921000000.0,191455000000.0,,,,,,,,,,,,,,,,,
2012-03-31,238502000000.0,,674275000000.0,-370000000.0,,,113599000000.0,,,,-34385000000.0,,2613000000.0,,,15157000000.0,65041000000.0,,,0.113846,54194000000.0,112687162162.0,,48482000000.0,75043000000.0,,-33000000.0,,-741000000.0,,,,,-30970000000.0,,14258000000.0,,35818000000.0,-2303000000.0,,,57000000.0,,,4437000000.0,18541000000.0,806471000000.0,,,-31294000000.0,,,,,,,,,,,-65301000000.0,,,1197263000000.0,,180518000000.0,38177000000.0,,,,,,,49000000.0,,,,24609000000.0,,24647000000.0,24609000000.0,86820000000.0,,188502000000.0,,,,-36427000000.0,22344000000.0,,,671365000000.0,,,21154000000.0,,,-741000000.0,,,,,,671806000000.0,10290000000.0,,,12829000000.0,,,96567000000.0,390792000000.0,,,,-1572000000.0,,674275000000.0,,482245000000.0,,,,,,,,,,,,,21524000000.0,,0.113077,,,540000000.0,,,-66308000000.0,,,191165000000.0,,,,-1364000000.0,,90015000000.0,,,574798000000.0,113453741497.0,,,8302000000.0,489103000000.0,,,152196000000.0,,-35085000000.0,,,,,,12829000000.0,14104000000.0,22208000000.0,23468000000.0,,,,,,962000000.0,-161661000000.0,189561000000.0,,,,,,,,,,,,,,,,,
2012-06-30,207230000000.0,,687626000000.0,-5311000000.0,,,86720000000.0,,,-617374000000.0,-42741000000.0,,2917000000.0,,,15423000000.0,-17799000000.0,,,,53494000000.0,,,47498000000.0,75251000000.0,,898000000.0,,-4084000000.0,,,,,51292000000.0,,13678000000.0,,44955000000.0,-9785000000.0,,,879000000.0,,,4900000000.0,15742000000.0,824269000000.0,,,5968000000.0,,,,,,,,,,,8729000000.0,,,1168178000000.0,,183324000000.0,44459000000.0,,,,,,,2516000000.0,,,,13960000000.0,,22344000000.0,13960000000.0,86820000000.0,,172949000000.0,,,,-43464000000.0,12559000000.0,,,676707000000.0,,,18659000000.0,,,-4084000000.0,,,,,,648957000000.0,-14343000000.0,,,10868000000.0,,,99074000000.0,343909000000.0,,,,-20860000000.0,,687626000000.0,,438220000000.0,,2815000000.0,,,,,,,,,,,23823000000.0,,,,,9767000000.0,,,21598000000.0,,,182249000000.0,,,,693000000.0,,84047000000.0,,35281000000.0,577633000000.0,,,,6536000000.0,482730000000.0,,,172071000000.0,,31272000000.0,,,,,,10868000000.0,10842000000.0,23243000000.0,24677000000.0,,,,,,1134000000.0,-207760000000.0,210737000000.0,,,,,,,,,,,,,,,,,
2012-09-30,197799000000.0,,700451000000.0,981000000.0,,,92660000000.0,,,,-18295000000.0,,2751000000.0,,,15601000000.0,-34542000000.0,,,0.161538,64274000000.0,112970000000.0,,47731000000.0,76363000000.0,,-928000000.0,,,,,,,53005000000.0,,14459000000.0,,17882000000.0,1659000000.0,,,-5000000.0,,,7415000000.0,26281000000.0,839036000000.0,,,-335000000.0,,,,,,,,,,,34710000000.0,,,1179915000000.0,,183391000000.0,46273000000.0,,,,,,,1129000000.0,,,,14855000000.0,,12559000000.0,14855000000.0,86820000000.0,,190169000000.0,,,,-16887000000.0,14218000000.0,,,676694000000.0,,,29032000000.0,,,-784000000.0,,,,,,649693000000.0,17220000000.0,,,18249000000.0,,,104414000000.0,340879000000.0,,,,-7173000000.0,,700451000000.0,,443452000000.0,,,,,,,,,,,,,28051000000.0,,0.152308,,,-12385000000.0,,,8920000000.0,,,191821000000.0,,,,989000000.0,,84382000000.0,,,572280000000.0,119816666667.0,,,6662000000.0,492307000000.0,,,166858000000.0,,9431000000.0,,,,,,18249000000.0,18866000000.0,23782000000.0,25795000000.0,,,,,,1262000000.0,-238151000000.0,206241000000.0,,,,,,,,,,,,,,,,,
2012-12-31,218262000000.0,-21886000000.0,757946000000.0,715000000.0,5628000000.0,70456000000.0,100228000000.0,218262000000.0,493109000000.0,-642117000000.0,-62727000000.0,,2077000000.0,,,16043000000.0,-7072000000.0,86820000000.0,-10246000000.0,,69299000000.0,,,52061000000.0,83248000000.0,,-69922000000.0,49834000000.0,,757946000000.0,3813000000.0,16043000000.0,10864000000.0,69053000000.0,143462000000.0,11046000000.0,413810000000.0,15754000000.0,-3762000000.0,170924000000.0,,543000000.0,,,6944000000.0,29543000000.0,902520000000.0,6257000000.0,,2987000000.0,977000000.0,,757946000000.0,15754000000.0,,-14191000000.0,25402000000.0,-10246000000.0,-820067000000.0,90107000000.0,7176000000.0,,,1247271000000.0,10361000000.0,186534000000.0,49834000000.0,-3835000000.0,6045000000.0,,,215628000000.0,,119000000.0,-163279000000.0,-158148000000.0,,10864000000.0,,14218000000.0,10864000000.0,86820000000.0,,215628000000.0,103905000000.0,,10456000000.0,-66501000000.0,10456000000.0,23696000000.0,-69985000000.0,761279000000.0,,50512000000.0,31620000000.0,10864000000.0,,-4637000000.0,2372235000000.0,66411000000.0,2786045000000.0,,69299000000.0,696670000000.0,25459000000.0,100228000000.0,118412133132.0,21550000000.0,,52061000000.0,113755000000.0,344751000000.0,1474000000.0,309905000000.0,11046000000.0,-5032000000.0,186534000000.0,757946000000.0,,493109000000.0,,6045000000.0,408000000.0,696670000000.0,,-826000000.0,112853724740.0,-642117000000.0,25088000000.0,203561000000.0,344751000000.0,,30507000000.0,-16530000000.0,,,0.544615,1038000000.0,,408000000.0,22790000000.0,,,209446000000.0,,-19732000000.0,209446000000.0,659000000.0,,81395000000.0,1247271000000.0,50512000000.0,647524000000.0,,63496000000.0,,6257000000.0,513374000000.0,81395000000.0,24647000000.0,162116000000.0,63496000000.0,-20463000000.0,-34637000000.0,105889000000.0,-14686000000.0,,902520000000.0,21550000000.0,22599000000.0,25402000000.0,31949000000.0,162116000000.0,513374000000.0,0.566154,17791000000.0,1008000000.0,1008000000.0,-212495000000.0,203561000000.0,,,,,,,,,,,,,,,,,
2013-03-31,231400000000.0,,755480000000.0,-1163000000.0,,,132677000000.0,,,,-48240000000.0,,2511000000.0,,,15839000000.0,46961000000.0,,,0.137692,62890000000.0,114995530726.0,,54512000000.0,78836000000.0,,20363000000.0,,-18000000.0,,,,,8111000000.0,,12194000000.0,,44719000000.0,4136000000.0,,,19409000000.0,,,6175000000.0,23006000000.0,904572000000.0,,,-17130000000.0,,,,,,,,,,,-40020000000.0,,,1290018000000.0,,187418000000.0,51234000000.0,,,,,,,185000000.0,,,,14788000000.0,,10456000000.0,14788000000.0,89666000000.0,,209989000000.0,,,,-51157000000.0,14592000000.0,,,695571000000.0,,,25517000000.0,,,-2924000000.0,,,,,,702005000000.0,-1158000000.0,,,15834000000.0,,,105516000000.0,385446000000.0,,,,-944000000.0,,755480000000.0,,527798000000.0,,4768000000.0,,,,,,,,,,,26680000000.0,,0.136923,,,2375000000.0,,196000000.0,-31426000000.0,,,225280000000.0,,,,-236000000.0,,102121000000.0,,145120000000.0,590055000000.0,115641573034.0,,,6257000000.0,549425000000.0,,,132732000000.0,,-13138000000.0,,,,,,15834000000.0,16831000000.0,25636000000.0,27214000000.0,,,,,,1477000000.0,-237167000000.0,174207000000.0,,,,,,,,,,,,,,,,,
2013-06-30,216028000000.0,,764701000000.0,4331000000.0,,,167547000000.0,,,-676198000000.0,-14630000000.0,,2321000000.0,,,7625000000.0,-12307000000.0,,,,63207000000.0,,,57546000000.0,77445000000.0,,1874000000.0,,-6432000000.0,,,,,24792000000.0,,13580000000.0,,4093000000.0,-3402000000.0,,,-3000000.0,,,6293000000.0,20966000000.0,908558000000.0,,,5979000000.0,,,,,,,,,,,10053000000.0,,,1273688000000.0,,427152000000.0,53016000000.0,,,,,,,418000000.0,,,,11385000000.0,,14592000000.0,11190000000.0,116565000000.0,,187176000000.0,,,,-15865000000.0,11190000000.0,,,719673000000.0,,,23287000000.0,,,-3526000000.0,,,,,,689079000000.0,-31939000000.0,,,13583000000.0,,,96178000000.0,365130000000.0,,,,-16827000000.0,,1440899000000.0,,510354000000.0,,3363000000.0,,,,,,,,,,,18733000000.0,,,,,2234000000.0,,195000000.0,-10639000000.0,,,200504000000.0,,,,1029000000.0,,87386000000.0,,45079000000.0,623495000000.0,,,,6257000000.0,543717000000.0,,,141667000000.0,,15321000000.0,,,,,,13583000000.0,14673000000.0,6054000000.0,26972000000.0,,,,,,15177000000.0,-282818000000.0,178725000000.0,,,,,,,,,,,,,,,,,
2013-09-30,225104000000.0,,776228000000.0,1579000000.0,,,134769000000.0,,,,-35142000000.0,,2171000000.0,,,6997000000.0,9212000000.0,,,0.191,76526000000.0,116141361257.0,,58560000000.0,79102000000.0,,8471000000.0,,,,,,,46709000000.0,,31707000000.0,,48130000000.0,859000000.0,,,0.0,,,7634000000.0,31099000000.0,942803000000.0,,,-9927000000.0,,,,,,,,,,,11567000000.0,,,1319538000000.0,,189421000000.0,55075000000.0,,,,,,,816000000.0,,,,12096000000.0,,11190000000.0,12096000000.0,116565000000.0,,183762000000.0,,,,-55282000000.0,12049000000.0,,,724680000000.0,,,33270000000.0,,,-21659000000.0,,,,,,719602000000.0,19314000000.0,,,22183000000.0,,,110793000000.0,376735000000.0,,,,-16533000000.0,,776228000000.0,,542070000000.0,,4475000000.0,,,,,,,,,,,31691000000.0,,0.177,,,2072000000.0,,47000000.0,339000000.0,,,212197000000.0,,,,625000000.0,,80068000000.0,,165645000000.0,613887000000.0,125327683616.0,,,6254000000.0,556623000000.0,,,142371000000.0,,-9048000000.0,,,,,,22183000000.0,23465000000.0,28164000000.0,29438000000.0,,,,,,13875000000.0,-307895000000.0,177532000000.0,,,,,,,,,,,,,,,,,
