date,trailingGrossProfit,trailingOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualDilutedEPS,annualEbitda,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualInvestingCashFlow,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyBasicEPS,annualPurchaseOfInvestment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,quarterlyBasicAverageShares,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,annualBasicEPS,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualIncomeTaxPayable,trailingCashDividendsPaid,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2000-12-31,,,246700000.0,1155200000.0,272800000.0,145400000.0,822700000.0,38700000.0,,865700000.0,865700000.0,48800000.0,3500000.0,,,31600000.0,272800000.0,0.805,339700000.0,17800000.0,48800000.0,48800000.0,15300000.0,-4000000.0,527000000.0,,,-15800000.0,132000000.0,,9200000.0,52459016.0,,-2100000.0,16700000.0,900000.0,-254200000.0,-13200000.0,123900000.0,,40300000.0,,,69100000.0,,,-150000000.0,-3200000.0,,-55500000.0,,,527000000.0,28900000.0,52800000.0,,-13200000.0,-254200000.0,,,,,33500000.0,-9800000.0,8300000.0,,,127100000.0,127100000.0,,,56140351.0,73800000,8500000.0,,,,-87900000.0,0.0,,,,,38500000.0,,,3500000.0,,1919300000.0,,52800000.0,250100000.0,,,477600000.0,,17800000.0,191200000.0,511700000.0,123700000.0,,311900000.0,21700000.0,,0.0,789500000.0,48800000.0,477600000.0,,,43200000.0,-168000000.0,,,63300000.0,486000000,-1000000.0,,48800000.0,1155200000.0,,,,52100000,132000000.0,789500000.0,,,112100000.0,207600000.0,1666900000.0,20700000.0,-9500000.0,572600000.0,112100000.0,,,-9800000.0,1096600000.0,53300000.0,20900000,20900000.0,,,,63300000.0,,,877400000.0,123900000.0,483000000.0,511700000.0,,353700000.0,16700000.0,0.8225,288500000.0,,77500000.0,,,311900000.0,-168000000.0,877400000.0,48800000.0,-22600000.0,1666900000.0,95500000.0,89600000.0,-1000000.0,,,,600000.0,,,-4200000.0,,,,,31600000.0,197500000.0,353700000.0,,,,,,,,,,,,,
2001-03-31,,,,,,134300000.0,,79100000.0,,860000000.0,,,3500000.0,,,,271400000.0,,,35600000.0,66800000.0,66800000.0,48800000.0,,,,,-12700000.0,132000000.0,,8800000.0,,,,15100000.0,0.0,-254200000.0,-30100000.0,,,,,,64500000.0,,,,,,,,,525600000.0,-4100000.0,55500000.0,,-800000.0,,,,,,18000000.0,-22200000.0,3100000.0,,,0.0,,,,,110900000,,,,,,,,,,,,0.315,,,,,138095238.0,,,,,,,,,556900000.0,125000000.0,,337200000.0,23600000.0,,,,,442500000.0,,,,-124500000.0,,,,525400000,,,,1146500000.0,,,,87300000,,779700000.0,,,,,1703400000.0,43500000.0,,,,,,,,51800000.0,43500000,43500000.0,0.31,,,0.0,,140322581.0,,122100000.0,,,,,,,303800000.0,,,,,,,923700000.0,66800000.0,-15600000.0,,,,0.0,149700000.0,388700000.0,,-900000.0,,,600000.0,,,,,32200000.0,221600000.0,313500000.0,,,,,,,,,,,,,
2001-06-30,,,,,,138300000.0,,94800000.0,,948900000.0,,,7000000.0,,,,283800000.0,,,42700000.0,20500000.0,20500000.0,66800000.0,,,,,-20900000.0,132000000.0,,7500000.0,,,,15000000.0,0.0,-254200000.0,17600000.0,,,,,,74200000.0,,,,,,,,,538000000.0,-9000000.0,57300000.0,,1900000.0,,,,,,-46300000.0,-20400000.0,900000.0,,,0.0,,,,,128800000,,,,,,,,,,,,0.375,,,,,138933333.0,,,,,,,,,516200000.0,127400000.0,,330000000.0,26200000.0,,,,,453600000.0,,,,-72400000.0,,,,549700000,,,,1247700000.0,,,,102600000,,783600000.0,,,,,1763900000.0,52100000.0,,,,,,,,53300000.0,52100000,52100000.0,0.37,,,0.0,,140810811.0,,116500000.0,,,,,,,308800000.0,,,,,,,980300000.0,20500000.0,-138100000.0,,,,0.0,140700000.0,390800000.0,,-400000.0,,,-300000.0,,,,,34800000.0,240900000.0,330500000.0,,,,,,,,,,,,,
2001-09-30,,,,,,137700000.0,,84200000.0,,952300000.0,,,7000000.0,,,,296200000.0,,,37900000.0,55500000.0,55500000.0,20500000.0,,,,,-25400000.0,,,6500000.0,,,,18300000.0,-18200000.0,-254200000.0,-39300000.0,,,,,,113700000.0,,,,,,,,,550400000.0,37900000.0,61500000.0,,-8000000.0,,,,,,35000000.0,-16000000.0,5100000.0,,,0.0,,,,,126000000,,,,,,,,,,,,0.31,,,,,139032258.0,,,,-200000.0,,,,,553500000.0,128000000.0,,223100000.0,25700000.0,,,,,560700000.0,,,,-29300000.0,,,,560900000,,,,1266800000.0,,,,100300000,,783800000.0,,,,,1820300000.0,43100000.0,,,,,,,,88300000.0,46300000,43100000.0,0.305,,,0.0,,141311475.0,,117200000.0,,,,,,,322900000.0,,,,,,,1036500000.0,55500000.0,-39600000.0,,,,0.0,161600000.0,389000000.0,,-1300000.0,,,-9600000.0,,,,,37400000.0,238000000.0,437100000.0,,,,,,,,,,,,,
2001-12-31,,,316000000.0,1305100000.0,309300000.0,147700000.0,925600000.0,74200000.0,,968500000.0,968500000.0,149200000.0,7100000.0,,,38700000.0,309300000.0,1.27,471600000.0,33400000.0,149200000.0,149200000.0,55500000.0,-8300000.0,574500000.0,,,-29100000.0,,,4200000.0,139147287.0,,-3600000.0,27300000.0,-1900000.0,-265200000.0,66800000.0,134100000.0,,48800000.0,,,63600000.0,,,-230000000.0,1600000.0,,-88100000.0,,,574500000.0,-18300000.0,60200000.0,,8500000.0,-265200000.0,,,,,93700000.0,-22000000.0,5800000.0,,,0.0,0.0,,,141338583.0,105900000,100400000.0,,,,15000000.0,-20100000.0,,,,,27000000.0,,,7100000.0,,2199800000.0,,60200000.0,367600000.0,,,643000000.0,,14900000.0,227900000.0,624500000.0,136100000.0,,201200000.0,28500000.0,,,844200000.0,149200000.0,643000000.0,,,6500000.0,11500000.0,,,0.0,563800000,-5200000.0,,149200000.0,1305100000.0,,,,77400000,,844200000.0,,,179500000.0,332300000.0,1929600000.0,40800000.0,,558000000.0,182700000.0,,,-22000000.0,1274200000.0,34500000.0,40800000,40800000.0,,,,0.0,,,1085400000.0,134100000.0,516500000.0,624500000.0,,502800000.0,27300000.0,1.29,338700000.0,,179500000.0,,141000000.0,201200000.0,11500000.0,1085400000.0,149200000.0,-36700000.0,1929600000.0,149600000.0,104000000.0,-5200000.0,141000000.0,365500000.0,,-1000000.0,,,1000000.0,365500000.0,,,,38700000.0,225100000.0,502800000.0,,,,,,,,,,,,,
2002-03-31,,,,,,142000000.0,,112400000.0,,245600000.0,,,7100000.0,,,,309500000.0,,,46600000.0,245000000.0,245000000.0,149200000.0,,,,,-18400000.0,,,4200000.0,,,,27900000.0,-1600000.0,-265200000.0,7500000.0,,,,,,112200000.0,,,,,,,,,574700000.0,16100000.0,70000000.0,,2100000.0,,,,,,95800000.0,-59800000.0,9400000.0,,,0.0,,,,,138700000,,,,,,,,,,,,0.47,,,,,140000000.0,,,,,,,,,746000000.0,136900000.0,,232600000.0,22300000.0,,,,,647600000.0,,,,77300000.0,,,,590000000,,,,1306300000.0,,,,116400000,,880200000.0,,,,,2052300000.0,65800000.0,,,,,,,,93800000.0,65800000,65800000.0,0.465,,,0.0,,141505376.0,,136500000.0,,,,,,,331600000.0,723300000.0,,,,,,1172100000.0,245000000.0,-23900000.0,,,,0.0,162600000.0,390400000.0,,-1800000.0,,,200000.0,,,,,40100000.0,258400000.0,505300000.0,,,,,,,,,,,,,
2002-06-30,,,,,,142200000.0,,131300000.0,,256400000.0,,,14300000.0,,,,310900000.0,,,52800000.0,303600000.0,303600000.0,245000000.0,,,,,-19500000.0,,,4200000.0,,,,30200000.0,-100000.0,-265200000.0,4800000.0,,,,,,93100000.0,,,,,,,,,576100000.0,-17300000.0,74900000.0,,2700000.0,,,,,,58600000.0,-56400000.0,5200000.0,,,0.0,,,,,157600000,,,,,,,,,,,,0.56,,,,,140178571.0,,,,,,,,,816900000.0,137000000.0,,224400000.0,23500000.0,,,,,653100000.0,,,,155800000.0,,,,612400000,,,,1322500000.0,,,,134100000,,877500000.0,,,,,2139400000.0,78500000.0,,,,,,,,73600000.0,78500000,78500000.0,0.55,,,0.0,,142727273.0,,139800000.0,,,,,,,336100000.0,725000000.0,,,,,,1261900000.0,303600000.0,-39700000.0,,,,-23000000.0,149500000.0,392900000.0,,-2800000.0,,,1400000.0,,,,,42800000.0,276300000.0,507800000.0,,,,,,,,,,,,,
2002-09-30,,,,,,159600000.0,,98000000.0,,1241000000.0,,,14800000.0,,,,355300000.0,,,40700000.0,98400000.0,98400000.0,303600000.0,,,,,-17000000.0,120500000.0,,5300000.0,,,,419600000.0,18500000.0,-265200000.0,-62900000.0,,,,,,121100000.0,,,,,,,,,620500000.0,32400000.0,90000000.0,,-13900000.0,,,,,,-205200000.0,-54500000.0,3200000.0,,,0.0,,,,,140300000,,,,,,,,,,,,0.4,,,,,143250000.0,,,,,,,,,637700000.0,153400000.0,,405400000.0,26600000.0,,,,,673000000.0,,,,213100000.0,,,,655200000,,,,2015900000.0,,,,113700000,,1078400000.0,,,,,2653600000.0,57300000.0,,,,,,,,104100000.0,57300000,57300000.0,0.39,,,0.0,,146923077.0,,153200000.0,,,,,,,381900000.0,,,,,,,1575200000.0,98400000.0,-263400000.0,,,,8000000.0,194900000.0,418700000.0,,4000000.0,,,-10400000.0,,,,,44000000.0,273300000.0,513500000.0,,,,,,,,,,,,,
2002-12-31,,,444900000.0,2015100000.0,351200000.0,165600000.0,1061800000.0,90600000.0,,1217500000.0,1217500000.0,56400000.0,14800000.0,,,44800000.0,351200000.0,1.77,554300000.0,37600000.0,56400000.0,56400000.0,98400000.0,-4700000.0,646800000.0,,,-19400000.0,400000.0,,5500000.0,143033708.0,,-1500000.0,446400000.0,-400000.0,-295600000.0,-120500000.0,249800000.0,,149200000.0,,,118500000.0,,,-368900000.0,28900000.0,,-74300000.0,,,646800000.0,-14100000.0,79900000.0,,38000000.0,-295600000.0,,,,,-42000000.0,-71300000.0,400000.0,,,0.0,0.0,,,143841808.0,117700000,-92800000.0,,,,-171100000.0,16400000.0,,,,,19200000.0,,,14800000.0,,2507700000.0,,79900000.0,452500000.0,,,771300000.0,,18200000.0,370600000.0,596700000.0,158200000.0,,228800000.0,29400000.0,,,1000100000.0,56400000.0,771300000.0,,,17100000.0,266100000.0,,,0.0,650100000,-34500000.0,,56400000.0,2015100000.0,,,,88300000,400000.0,1000100000.0,,,254600000.0,432300000.0,2611800000.0,53000000.0,,609300000.0,254600000.0,,,-71300000.0,1445900000.0,99100000.0,53000000,53000000.0,,,,0.0,,,1611700000.0,249800000.0,585500000.0,596700000.0,,516000000.0,446400000.0,1.78,396200000.0,,254600000.0,,148500000.0,228800000.0,266100000.0,1611700000.0,56400000.0,-41900000.0,2611800000.0,177700000.0,101800000.0,-19500000.0,148500000.0,393000000.0,,-900000.0,,,4100000.0,393000000.0,,,,44800000.0,253900000.0,516000000.0,,,,,,,,,,,,,
2003-03-31,,,,,,171800000.0,,125300000.0,,1832700000.0,,,14800000.0,,,,370100000.0,,,51400000.0,50000000.0,50000000.0,56400000.0,,,,,-16200000.0,400000.0,,11400000.0,,,,476100000.0,-7500000.0,-295600000.0,446600000.0,,,,,50400000.0,135000000.0,,,,,,,-34000000.0,,665700000.0,17300000.0,99100000.0,,3600000.0,,,,,,-6400000.0,-47500000.0,3700000.0,,,0.0,,,,,157800000,,,,,,,,,,,,0.51,,,,,144901961.0,,,,,,,,,624500000.0,163300000.0,,256800000.0,33100000.0,,,,,1361400000.0,,,,340000000.0,,,,712200000,,,,2678900000.0,,,,124700000,,1618200000.0,,,,,3303400000.0,73900000.0,,,,,,,,118800000.0,73900000,73900000.0,0.51,,,0.0,,144901961.0,,353300000.0,,,,,,,415700000.0,,,,,,,1685200000.0,50000000.0,-588000000.0,,,,-3900000.0,157300000.0,440500000.0,,-2100000.0,,,9700000.0,,,,,49100000.0,296500000.0,1003000000.0,,,,,,,,,,,,,
2003-06-30,,,,,,173600000.0,,146400000.0,,1842800000.0,,,14800000.0,,,,368200000.0,,,60000000.0,33900000.0,33900000.0,50000000.0,,,,,-21200000.0,400000.0,,10000000.0,,,,517900000.0,4800000.0,-295600000.0,-100100000.0,,,,,0.0,123200000.0,,,,,,,-57200000.0,,663800000.0,-14700000.0,82900000.0,,11400000.0,,,,,,-16100000.0,-19200000.0,2100000.0,,,0.0,,,,,176500000,,,,,,,,,,,,0.6,,,,,144000000.0,,,,,,,,,620100000.0,164100000.0,,247100000.0,33600000.0,,,,,1352700000.0,,,,426400000.0,,,,743700000,,,,2728900000.0,,,,142900000,,1599800000.0,,,,,3349000000.0,86400000.0,,,,,,,,102000000.0,86400000,86400000.0,0.6,,,0.0,,144000000.0,,1260100000.0,,,,,,,427200000.0,,,,,,,1749200000.0,33900000.0,-39100000.0,,,,5500000.0,163800000.0,444500000.0,,-300000.0,,,11100000.0,,,,,49400000.0,316500000.0,87700000.0,,,,,,,,,,,,,
2003-09-30,,,,,,172200000.0,,137200000.0,,1862600000.0,,,14800000.0,,,,367200000.0,,,54100000.0,30000000.0,30000000.0,33900000.0,,,,,-23000000.0,521000000.0,,9500000.0,,,,517300000.0,8000000.0,-295600000.0,-115600000.0,,,,,0.0,161900000.0,,,,,,,-63700000.0,,662800000.0,-13200000.0,76500000.0,,53700000.0,,,,,,-3900000.0,-15500000.0,8500000.0,,,0.0,,,,,172900000,,,,,,,,,,,,0.58,,,,,143275862.0,,,,,,,,,585000000.0,162700000.0,,762700000.0,34200000.0,,,,,787200000.0,,,,509500000.0,,,,752000000,,,,2747100000.0,,,,138700000,,1549900000.0,,,,,3332100000.0,83100000.0,,,,,,,,138900000.0,83100000,83100000.0,0.58,,,0.0,,143275862.0,,401200000.0,,,,,,,441100000.0,,,,,,,1782200000.0,30000000.0,-50300000.0,,,,-14700000.0,165200000.0,446800000.0,,700000.0,,,8000000.0,,,,,48500000.0,310900000.0,381400000.0,,,,,,,,,,,,,
2003-12-31,,,564300000.0,2757000000.0,361300000.0,171800000.0,1224600000.0,131500000.0,,1857300000.0,1857300000.0,123000000.0,14900000.0,,,47000000.0,361300000.0,2.22,670800000.0,53900000.0,123000000.0,123000000.0,30000000.0,46100000.0,713800000.0,,,-23200000.0,523500000.0,,10000000.0,143946188.0,,-100000.0,538400000.0,-7300000.0,-352500000.0,-18600000.0,127300000.0,,56400000.0,,0.0,144200000.0,,,-710500000.0,86300000.0,,-83600000.0,0.0,273400000.0,713800000.0,9100000.0,73000000.0,,17600000.0,-352500000.0,,,,,93000000.0,12300000.0,6700000.0,,,0.0,0.0,,,144594595.0,163600000,66600000.0,,,,212300000.0,-2000000.0,,,,,40900000.0,,,14900000.0,,2939400000.0,,73000000.0,535200000.0,,,761400000.0,,21000000.0,480700000.0,657900000.0,161700000.0,,757600000.0,34700000.0,,,1519000000.0,123000000.0,761400000.0,,,-1500000.0,587100000.0,,,0.0,731500000,-30800000.0,,123000000.0,2757000000.0,,,,128900000,523500000.0,1519000000.0,,,321000000.0,540400000.0,3414900000.0,77600000.0,,689400000.0,321000000.0,,,12300000.0,1714800000.0,121000000.0,77600000,77600000.0,,,50400000.0,0.0,-154900000.0,,1895900000.0,127300000.0,651800000.0,657900000.0,,356300000.0,538400000.0,2.23,430800000.0,,321000000.0,,161100000.0,757600000.0,587100000.0,1895900000.0,123000000.0,-33100000.0,3414900000.0,219400000.0,135600000.0,-17700000.0,161100000.0,432500000.0,,1600000.0,,,12600000.0,432500000.0,,,273400000.0,47000000.0,300700000.0,356300000.0,,,,,,,,,,,,,
2004-03-31,,,,,,173300000.0,,148000000.0,,1846900000.0,,,14900000.0,,,,356900000.0,,,60700000.0,169000000.0,169000000.0,123000000.0,,,,,-20200000.0,525900000.0,,9300000.0,,,,567700000.0,0.0,-352500000.0,-47400000.0,,,,,,147600000.0,,,,,,,-60700000.0,,709400000.0,-1200000.0,84400000.0,,19800000.0,,,,,,46000000.0,15500000.0,13800000.0,,,0.0,,,,,178800000,,,,,,,,,,,,0.62,,,,,140806452.0,,,,,,,,,707800000.0,163000000.0,,778100000.0,34500000.0,,,,,771300000.0,,,,674400000.0,,,,752500000,,,,2771500000.0,,,,144300000,,1549400000.0,,,,,3479300000.0,87300000.0,,,,,,,,127400000.0,87300000,87300000.0,0.61,,,0.0,,143114754.0,,127600000.0,,,,,,,434900000.0,,,,,,,1929900000.0,169000000.0,-54200000.0,,,,-2700000.0,167800000.0,451500000.0,,-600000.0,,,12500000.0,,,,283500000.0,47600000.0,317600000.0,356200000.0,,,,,,,,,,,,,
2004-06-30,,,,,,175500000.0,,166600000.0,,1872900000.0,,,15000000.0,,,,356000000.0,,,68300000.0,182200000.0,182200000.0,169000000.0,,,,,-22400000.0,528600000.0,,9300000.0,,,,525200000.0,0.0,-352500000.0,-106900000.0,,,,,,146700000.0,,,,,,,-115500000.0,,708500000.0,1300000.0,78500000.0,,4000000.0,,,,,,13200000.0,12200000.0,9200000.0,,,0.0,,,,,199300000,,,,,,,,,,,,0.7,,,,,140428571.0,,,,,,,,,720800000.0,165000000.0,,792700000.0,35100000.0,,,,,760300000.0,,,,772700000.0,,,,784300000,,,,2754100000.0,,,,164200000,,1553000000.0,,,,,3474900000.0,98300000.0,,,,,,,,124300000.0,98300000,98300000.0,0.7,,,0.0,,140428571.0,,117100000.0,,,,,,,444600000.0,,,,,,,1921900000.0,182200000.0,-26000000.0,,,,-1600000.0,185600000.0,452500000.0,,500000.0,,,11300000.0,,,,283700000.0,47800000.0,339700000.0,355800000.0,,,,,,,,,,,,,
2004-09-30,,,,,,173100000.0,,157000000.0,,1863800000.0,,,15000000.0,,,,347900000.0,,,64400000.0,213700000.0,233700000.0,182200000.0,,,,,-16500000.0,300000.0,,9000000.0,,,,551800000.0,0.0,-352500000.0,-67800000.0,,,,,,137400000.0,,,,,,,-73800000.0,,700400000.0,-14100000.0,80100000.0,,18800000.0,,,,,,51500000.0,33200000.0,6500000.0,,,0.0,,,,,188100000,,,,,,,,,,,,0.67,,,,,138208955.0,,,,,,,,,763300000.0,162200000.0,,252400000.0,35300000.0,,,,,1299500000.0,,,,865300000.0,20000000.0,,,781500000,,,,2763500000.0,,,,152800000,,1551900000.0,,,,,3526800000.0,92600000.0,,,,,,,,120900000.0,92600000,92600000.0,0.66,,,0.0,,140303030.0,,116400000.0,,,,,,,455600000.0,,,,,,,1974900000.0,213700000.0,-19200000.0,,,,-3000000.0,172000000.0,451000000.0,,-4200000.0,,,13200000.0,,,,293300000.0,51900000.0,325900000.0,886500000.0,,,,,,,,,,,,,
2004-12-31,,,538100000.0,2860900000.0,360000000.0,169900000.0,1289300000.0,143700000.0,,1857400000.0,1857400000.0,206800000.0,15100000.0,,,61500000.0,360000000.0,2.45,736300000.0,58900000.0,186800000.0,206800000.0,213700000.0,53900000.0,764200000.0,,,-35900000.0,100000.0,,8500000.0,139615385.0,,-13700000.0,643500000.0,0.0,-404200000.0,-91600000.0,87600000.0,,103000000.0,,,106400000.0,,,-139900000.0,38900000.0,,-95000000.0,-118100000.0,321000000.0,764200000.0,-12100000.0,85300000.0,,-3700000.0,-404200000.0,,,,,-26900000.0,74200000.0,26800000.0,,,0.0,0.0,,,148163265.0,170100000,83800000.0,,,,-313700000.0,0.0,,,,,36100000.0,,-35000000.0,15100000.0,,3084800000.0,,85300000.0,597500000.0,,,1300800000.0,,56300000.0,443100000.0,740000000.0,158900000.0,20000000.0,300800000.0,33900000.0,,,1601600000.0,186800000.0,1300800000.0,,,-26100000.0,950100000.0,20000000.0,,0.0,766500000,-6700000.0,,186800000.0,2860900000.0,,,,136200000,100000.0,1601600000.0,,,363000000.0,615300000.0,3600900000.0,84800000.0,,691800000.0,363000000.0,,,74200000.0,1795500000.0,70500000.0,84800000,84800000.0,,,35000000.0,0.0,-368100000.0,,1999300000.0,87600000.0,649100000.0,740000000.0,,889300000.0,643500000.0,2.6,460400000.0,,363000000.0,,215400000.0,300800000.0,950100000.0,1999300000.0,186800000.0,-40500000.0,3600900000.0,252300000.0,138800000.0,600000.0,215400000.0,441400000.0,,-9400000.0,,,16000000.0,441400000.0,,,321000000.0,61500000.0,306100000.0,889300000.0,,,,,,,,,,,,,
2005-03-31,,,,,,180700000.0,,162900000.0,,1998900000.0,,,15200000.0,,,,370100000.0,,,66300000.0,71700000.0,71700000.0,186800000.0,,,,,-25500000.0,100000.0,,8500000.0,,,,641200000.0,0.0,-404200000.0,-99200000.0,,,,,20000000.0,154500000.0,,,,,,,-122000000.0,,774300000.0,18500000.0,95200000.0,,1300000.0,,,,,,-115100000.0,67300000.0,23300000.0,,,0.0,,,,,193200000,,,,,,,,,,,,0.72,,,,,134166667.0,,,,,,,,,680700000.0,168600000.0,,339800000.0,35600000.0,,,,,1347100000.0,,,,1046700000.0,,,,799100000,,,,3010200000.0,,,,157600000,,1686900000.0,,,,,3690900000.0,96600000.0,,,,,,,,129000000.0,96600000,96600000.0,0.67,,,0.0,,144179104.0,,87300000.0,,,,,,,460800000.0,,,,,,,2004000000.0,71700000.0,-169800000.0,,,,-1000000.0,244500000.0,489200000.0,,6800000.0,,,13800000.0,,,,365000000.0,54800000.0,338300000.0,891800000.0,,,,,,,,,,,,,
2005-06-30,,,,,,191800000.0,,175800000.0,,2144000000.0,,,15200000.0,,,,375600000.0,,,69800000.0,34200000.0,34200000.0,71700000.0,,,,,-20200000.0,100000.0,,8600000.0,,,,641500000.0,0.0,-404200000.0,62800000.0,,,,,0.0,86400000.0,,,,,,,-10100000.0,,779800000.0,-64100000.0,82000000.0,,-100000.0,,,,,,-37500000.0,62900000.0,16900000.0,,,0.0,,,,,210600000,,,,,,,,,,,,0.79,,,,,134177215.0,,,,,,,,,691600000.0,178700000.0,,299300000.0,37500000.0,,,,,1435000000.0,,,,1152700000.0,,,,853300000,,,,3161100000.0,,,,173100000,,1734300000.0,,,,,3852700000.0,106000000.0,,,,,,,,66200000.0,106000000,106000000.0,0.74,,,0.0,,143243243.0,,87100000.0,,,,,,,488400000.0,,,,,,,2118400000.0,34200000.0,-186900000.0,,,,-1400000.0,217200000.0,520000000.0,,-1000000.0,,,11300000.0,,,,393600000.0,59700000.0,364900000.0,951300000.0,,,,,,,,,,,,,
