date,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyNetPPE,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,annualCapitalStock,quarterlyCurrentDebt,annualBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyInterestExpense,trailingOtherIncomeExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,annualOtherIntangibleAssets,annualNetPPE,quarterlyOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyBasicEPS,trailingPurchaseOfBusiness,trailingCashDividendsPaid,quarterlyPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,annualGoodwill,trailingPretaxIncome,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,annualPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualCapitalExpenditure,trailingGrossProfit,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualInvestingCashFlow,quarterlyCapitalStock,annualRepaymentOfDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingTotalRevenue,annualOperatingIncome,trailingStockBasedCompensation,quarterlyAccountsPayable,trailingInterestExpense,annualEndCashPosition,trailingTaxProvision,quarterlyInvestingCashFlow,trailingEndCashPosition,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentDeferredRevenue,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCostOfRevenue,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualFreeCashFlow,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualAccumulatedDepreciation,annualCommonStockIssuance,quarterlyRetainedEarnings,annualOperatingExpense,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualDilutedAverageShares,annualDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentAssets,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCashDividendsPaid,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualDepreciationAndAmortization,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyRepaymentOfDebt,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1994-03-31,,1400000.0,57500000.0,,,,17500000.0,100000.0,,,3000000.0,-53000000.0,,,9000000.0,,,300000.0,,,,,16400000.0,0.0,9166667.0,,14400000.0,,,,,-1100000.0,,,1000000.0,,18800000.0,-2100000.0,300000.0,17800000.0,0.24,,,3600000.0,,,,,,,,,,,-3200000.0,-3900000.0,,,1000000.0,,,,90700000.0,,,173000000.0,,,,,,19300000.0,,,,,,,15400000.0,15400000.0,,,,,16500000.0,,,,-3900000.0,,,,,,,3700000.0,-3300000.0,0.24,,,,,,,-1400000.0,,,,0.0,,2200000.0,,,,84300000.0,,82300000.0,,,,,,,,76600000.0,,,,,,,-3300000.0,,,9166667.0,3700000.0,45500000.0,,,,110500000.0,43300000.0,,,,,,,8800000.0,,500000.0,,,14300000.0,,16000000.0,,,,25400000.0,,,,,20100000.0,,,,2200000.0,2200000.0,,,,16400000.0,94200000.0,,,33300000.0,,,,,,,,,,,,,,,,,,,
1994-06-30,,1400000.0,58200000.0,,,,19200000.0,900000.0,,,3100000.0,-55800000.0,,,7200000.0,,,400000.0,,,,,17400000.0,-200000.0,9166667.0,,14800000.0,,,,,800000.0,,,-3700000.0,,18100000.0,-1700000.0,,16500000.0,0.24,,,3600000.0,,,,,,,,,,,-900000.0,-4700000.0,,,0.0,,,,91100000.0,,,173900000.0,,,,,,0.0,,,,,,,10700000.0,10700000.0,,,,,16200000.0,,,,-1300000.0,,,,,,,3200000.0,-200000.0,0.24,,,,,,,-1500000.0,,,,0.0,,2200000.0,,,,86500000.0,,82800000.0,,,,,,,,73000000.0,,,,,,,-1400000.0,,,9166667.0,3200000.0,47300000.0,,,,114000000.0,39900000.0,,,,,,,9400000.0,,600000.0,,,14200000.0,,15800000.0,,,,26700000.0,,,,,20600000.0,,,,2200000.0,2200000.0,,,,17400000.0,98600000.0,,,33100000.0,,,,,,,,,,,,,,,,,,,
1994-09-30,,1500000.0,56000000.0,,,,19100000.0,400000.0,,,3200000.0,-56200000.0,,,7200000.0,,,400000.0,,,,,18100000.0,-5000000.0,9230769.0,,12100000.0,,,,,4100000.0,,,-8300000.0,,18900000.0,-1300000.0,,17300000.0,0.26,,,3900000.0,,,,,,,,,,,2800000.0,1700000.0,,,0.0,,,,87000000.0,,,171800000.0,,,,,,0.0,,,,,,,12400000.0,12400000.0,,,,,18400000.0,,,,5500000.0,,,,,,,3800000.0,-800000.0,0.26,,,,,,,-1400000.0,,,,0.0,,2400000.0,,,,86000000.0,,84800000.0,,,,,,,,74400000.0,,,,,,,1700000.0,,,9230769.0,3800000.0,50100000.0,,,,112200000.0,42900000.0,,,,,,,11700000.0,,7600000.0,,,12300000.0,,16000000.0,,,,28200000.0,,,,,21900000.0,,,,2400000.0,2400000.0,,,,18100000.0,94900000.0,,,31500000.0,,,,,,,,,,,,,,,,,,,
1994-12-31,,1600000.0,51600000.0,17900000.0,-14200000.0,-2100000.0,17900000.0,1800000.0,43400000.0,,3100000.0,-54000000.0,,,20600000.0,1.03,,200000.0,,,,,26400000.0,0.0,,,12300000.0,11300000.0,1000000.0,12300000.0,51600000.0,600000.0,91300000.0,20300000.0,-3200000.0,4400000.0,22900000.0,-4200000.0,,14700000.0,,,,4200000.0,3100000.0,,,,14700000.0,,10600000.0,-7900000.0,105600000.0,1.03,-3600000.0,-1000000.0,15200000.0,-4500000.0,0.0,,15300000.0,,86800000.0,,1300000.0,170200000.0,,,,-9300000.0,,0.0,4000000.0,400000.0,,,,8100000.0,11300000.0,11300000.0,,,13000000.0,,8100000.0,,0.0,,100000.0,,0.0,5900000.0,,,,2700000.0,-200000.0,,,11300000.0,,9400000.0,194700000.0,103400000.0,-1400000.0,,,-4900000.0,0.0,20600000.0,2600000.0,,-54000000.0,,170200000.0,78300000.0,83400000.0,73900000.0,-2700000.0,,-7600000.0,,9189189.0,-200000.0,73900000.0,,,,22900000.0,30500000.0,-7000000.0,-1300000.0,,,,2700000.0,52100000.0,83400000.0,,,105600000.0,43400000.0,,,,,,170200000.0,10400000.0,9400000.0,1900000.0,,9400000.0,12200000.0,170200000.0,15200000.0,,19300000.0,,23000000.0,,,,-5700000.0,29100000.0,71000000.0,9126214.0,,2600000.0,2600000.0,86800000.0,10400000.0,-4300000.0,19100000.0,93700000.0,7300000.0,12200000.0,30500000.0,93700000.0,,,,,,,,,,,,,,,,,,
1995-03-31,,1300000.0,54200000.0,,,,19600000.0,200000.0,,,3100000.0,-57600000.0,,,9800000.0,,,300000.0,,,,,20600000.0,100000.0,8636364.0,,12800000.0,,,,,-3700000.0,,,-1600000.0,,23600000.0,-2000000.0,,9800000.0,0.22,,,3200000.0,,,,,,,,,,,-5700000.0,-5700000.0,,,,,,,90600000.0,,,172900000.0,,,2100000.0,,,11300000.0,,,,,,,5600000.0,5600000.0,,,,,22000000.0,,,,-400000.0,,,,,,,5600000.0,,0.22,,,,,,,-1500000.0,,,,0.0,,1900000.0,,,,89100000.0,,82300000.0,,-300000.0,,,,,,70600000.0,,,,,,,,,,8636364.0,3500000.0,54700000.0,,,,111800000.0,41600000.0,,,,-7200000.0,,,8100000.0,,-400000.0,,,10600000.0,,15300000.0,,,,30600000.0,-1000000.0,,,,24100000.0,,,,1900000.0,1900000.0,,,,18500000.0,99800000.0,,,29000000.0,,,,,,,,,,,,,,,,,,,
1995-06-30,,1700000.0,56700000.0,,,,20700000.0,200000.0,,,3100000.0,-59700000.0,,,20200000.0,,,400000.0,,,,,22400000.0,-400000.0,8928571.0,,17600000.0,,,,,2100000.0,,,10100000.0,,23500000.0,,,13400000.0,0.28,,,4200000.0,,,,,,,,,,,4100000.0,2500000.0,,,,,,,97800000.0,,,189800000.0,,,2300000.0,,,0.0,,,,,,,8100000.0,8100000.0,,,,,22500000.0,,,,-9600000.0,,,,,,,6800000.0,,0.28,,,,,,,-1500000.0,,,,0.0,,2500000.0,,,,88500000.0,,92000000.0,,,,,,,,87400000.0,,,,,,,,,,8928571.0,4500000.0,59800000.0,,,,116400000.0,56100000.0,,,,-3200000.0,,,11900000.0,,-4700000.0,,,11900000.0,,16300000.0,,,,32900000.0,-600000.0,,,,26900000.0,,,,2500000.0,2500000.0,,,,20200000.0,99700000.0,,,31300000.0,,,,,,,,,,,,,,,,,,,
1995-09-30,,1400000.0,57100000.0,,,,21100000.0,100000.0,,,3200000.0,-60600000.0,,,24100000.0,,,500000.0,,,,,22000000.0,-100000.0,8750000.0,,17700000.0,,,,,1400000.0,,,400000.0,,24000000.0,,,14900000.0,0.24,,,3500000.0,,,,,,,,,,,-6400000.0,-1400000.0,,,,,,,98800000.0,,,188200000.0,,,1500000.0,,,0.0,,,,,,,6800000.0,6800000.0,,,,,18200000.0,,,,-3400000.0,,,,,,,6100000.0,,0.24,,,,,,,-1500000.0,,,,0.0,,2100000.0,,,,13300000.0,,89400000.0,,,,,,,,86700000.0,,,,,,,-200000.0,,,8750000.0,4100000.0,58500000.0,,,,117700000.0,57200000.0,,,,-1500000.0,,,11200000.0,,-2600000.0,,,10200000.0,,16100000.0,,,,32400000.0,-600000.0,,,,26100000.0,,,,2100000.0,2100000.0,,,,20000000.0,98700000.0,,,29500000.0,,,,,,,,,,,,,,,,,,,
1995-12-31,,500000.0,56300000.0,21700000.0,6100000.0,-2800000.0,21700000.0,-100000.0,60700000.0,,3000000.0,-62300000.0,,,25500000.0,0.76,,500000.0,,,,,24100000.0,100000.0,,,19000000.0,7200000.0,600000.0,19000000.0,56300000.0,7500000.0,102200000.0,22100000.0,-2800000.0,7300000.0,23400000.0,-2000000.0,,14200000.0,,,,700000.0,3000000.0,,,,14200000.0,,-8300000.0,-4100000.0,118600000.0,0.76,5500000.0,500000.0,15400000.0,-2000000.0,500000.0,,11600000.0,,98700000.0,,1700000.0,185400000.0,,,2700000.0,-9800000.0,,0.0,300000.0,-17500000.0,,,,21000000.0,7200000.0,7200000.0,,,13500000.0,,21000000.0,,0.0,,-4100000.0,,100000.0,4900000.0,,,,4300000.0,,,,7200000.0,,6700000.0,229100000.0,126900000.0,-1500000.0,,,-2500000.0,0.0,25500000.0,200000.0,,-62300000.0,1400000.0,87900000.0,88700000.0,86700000.0,88400000.0,-3200000.0,,-3600000.0,,8815789.0,-500000.0,88400000.0,,,,23400000.0,27700000.0,-8000000.0,200000.0,,,,1600000.0,56200000.0,86700000.0,,,118600000.0,60700000.0,,,,3900000.0,,185400000.0,10800000.0,6700000.0,-600000.0,,6700000.0,9300000.0,87900000.0,15400000.0,,11300000.0,,30500000.0,-600000.0,,,-6000000.0,25700000.0,80100000.0,8815789.0,,200000.0,200000.0,98700000.0,10800000.0,100000.0,21400000.0,94000000.0,8600000.0,9300000.0,27700000.0,94000000.0,,,,,,,,,,,,,,,,,,
1996-03-31,,1200000.0,54800000.0,,,,20900000.0,100000.0,,,3000000.0,-63100000.0,,,30600000.0,,,500000.0,,,,,23200000.0,0.0,8947368.0,,18500000.0,,,,,1600000.0,,,2000000.0,,22000000.0,-1100000.0,100000.0,13700000.0,0.19,,,2900000.0,,,,,,,,,,,500000.0,2300000.0,,,,,,,95300000.0,,,186900000.0,,,2100000.0,,,7200000.0,,,,,,,9500000.0,9500000.0,,,,,22000000.0,,,,-400000.0,,,,,,,5500000.0,,0.19,,,,,,,-1500000.0,,,,0.0,,1700000.0,,,,88100000.0,,91600000.0,,,,,,,,92500000.0,,,,,,,,,,8947368.0,3400000.0,58500000.0,,,,117900000.0,66300000.0,,-200000.0,,-2400000.0,,,11100000.0,,400000.0,,,7600000.0,,15600000.0,,,,31900000.0,500000.0,,,,26600000.0,,,,1700000.0,1700000.0,,,,21100000.0,91100000.0,,,26200000.0,,,,,,,,,,,,,,,,,,,
1996-06-30,,1700000.0,54800000.0,,,,19200000.0,200000.0,,,3200000.0,-61500000.0,,,23800000.0,,,500000.0,,,,,23500000.0,0.0,8387097.0,,18100000.0,,,,,10600000.0,,,-8300000.0,,20400000.0,-1900000.0,100000.0,17800000.0,0.31,,,4300000.0,,,,,,,,,,,8700000.0,900000.0,,,,,,,93300000.0,,,183100000.0,,,2100000.0,,,0.0,,,,,,,10400000.0,10400000.0,,,,,20500000.0,,,,-1500000.0,,,,,,,6800000.0,,0.31,,,,,,,0.0,,,,0.0,,2600000.0,,,,90700000.0,,89800000.0,,,,,,,,87900000.0,,,,,,,,,,8387097.0,4700000.0,60300000.0,,,,116300000.0,62100000.0,,300000.0,,5400000.0,,,10000000.0,,700000.0,,,7600000.0,,15000000.0,,,,32100000.0,1600000.0,,,,28200000.0,,,,2600000.0,2600000.0,,,,21400000.0,91200000.0,,,25800000.0,,,,,,,,,,,,,,,,,,,
1996-09-30,,-2700000.0,46700000.0,,,,20000000.0,-12800000.0,,,3300000.0,-54200000.0,,,25700000.0,,,500000.0,,,,,23900000.0,0.0,8676471.0,,17800000.0,,,,,9200000.0,,,-2500000.0,,23900000.0,-1100000.0,100000.0,26000000.0,-0.68,,,-8600000.0,,,,,,,,,,,8100000.0,5300000.0,,,,,,,88400000.0,,,185400000.0,,,2100000.0,,,0.0,,,,,,,15700000.0,15700000.0,,,,,22400000.0,,,,-1400000.0,,,,,,,6800000.0,,-0.68,,,,,,,-2900000.0,,,,0.0,,-5900000.0,,,,81900000.0,,97000000.0,,0.0,,,,,,99200000.0,,,,,,,,,,8676471.0,4700000.0,62100000.0,,,,100900000.0,74100000.0,,-2800000.0,,4400000.0,,,9900000.0,,-300000.0,,,6100000.0,,15700000.0,,,,33500000.0,-900000.0,,,,28600000.0,,,,-5900000.0,-5900000.0,,,,21800000.0,82300000.0,,,25100000.0,,,,,,,,,,,,,,,,,,,
1996-12-31,,300000.0,44000000.0,21000000.0,-18800000.0,100000.0,21000000.0,-7700000.0,64000000.0,,3200000.0,-55000000.0,,,17400000.0,-0.88,,400000.0,,,,,25000000.0,-100000.0,,,16200000.0,8500000.0,,16200000.0,44000000.0,6600000.0,110800000.0,23900000.0,-10000000.0,28000000.0,18800000.0,-2800000.0,700000.0,23200000.0,,,,-5700000.0,3200000.0,,,,23200000.0,,-200000.0,1300000.0,99000000.0,-0.88,3800000.0,-7200000.0,15100000.0,,,,-7100000.0,,79000000.0,,1900000.0,165600000.0,,,2400000.0,-6900000.0,,0.0,-20200000.0,-6300000.0,,,,23400000.0,8500000.0,8500000.0,,,15200000.0,,23400000.0,,0.0,,-3000000.0,,-100000.0,500000.0,,,,4800000.0,,,,8500000.0,,-7600000.0,240300000.0,129500000.0,-1500000.0,,,21100000.0,0.0,17400000.0,-6000000.0,,-55000000.0,1000000.0,74300000.0,95600000.0,86600000.0,87500000.0,0.0,,-1600000.0,,8888889.0,-3700000.0,87500000.0,,,,18800000.0,23500000.0,7800000.0,,,,,2400000.0,59300000.0,86600000.0,,,99000000.0,64000000.0,,-1000000.0,,400000.0,,165600000.0,11500000.0,-7600000.0,-1000000.0,,-7600000.0,5200000.0,74300000.0,15100000.0,,7200000.0,,31900000.0,-1100000.0,,,-5900000.0,27400000.0,86900000.0,8636364.0,,-6000000.0,-6000000.0,79000000.0,11500000.0,600000.0,22600000.0,74300000.0,8700000.0,5200000.0,23500000.0,74300000.0,,,,,,,,,,,,,,,,,,
1997-03-31,,1500000.0,42300000.0,,,,20000000.0,700000.0,,,3200000.0,-54300000.0,,,21100000.0,,,400000.0,,,,,23200000.0,0.0,8666667.0,,15200000.0,,,,,2200000.0,,,2400000.0,,19400000.0,-1200000.0,100000.0,23900000.0,0.3,,,4100000.0,,,,,,,,,,,1000000.0,1300000.0,,,,,,,76900000.0,,,164800000.0,,,1700000.0,,,8500000.0,,,,,,,9900000.0,9900000.0,,,,,22400000.0,,,,-1300000.0,,,,,,,5500000.0,,0.3,,,,,,,-1500000.0,,,,0.0,,2600000.0,,,,75400000.0,,87900000.0,,,,,,,,90900000.0,,,,,,,-100000.0,,,8666667.0,3800000.0,58500000.0,,,,96600000.0,67400000.0,,-200000.0,,100000.0,,,13000000.0,,-100000.0,,,5200000.0,,15100000.0,,,,31500000.0,400000.0,,,,27000000.0,,,,2600000.0,2600000.0,,,,21500000.0,69900000.0,,,23500000.0,,,,,,,,,,,,,,,,,,,
1997-06-30,,2700000.0,41500000.0,,,,19900000.0,3600000.0,,,3300000.0,-54500000.0,,,20600000.0,,,400000.0,,,,,23700000.0,0.0,8703704.0,,14800000.0,,,,,700000.0,,,-1900000.0,,19700000.0,-1100000.0,400000.0,26100000.0,0.54,,,7400000.0,,,,,,,,,,,-400000.0,-2400000.0,,,,,,,76000000.0,,,166800000.0,,,1500000.0,,,0.0,,,,,,,7400000.0,7400000.0,,,,,21600000.0,,,,-1300000.0,,,,,,,5600000.0,,0.54,,,,,,,-1500000.0,,,,0.0,,4700000.0,,,,78500000.0,,90800000.0,,,,,,,,91100000.0,,,,,,,,,,8703704.0,4100000.0,60300000.0,,,,96000000.0,68300000.0,,-100000.0,,-700000.0,,,17100000.0,,-200000.0,,,5100000.0,,14400000.0,,,,32500000.0,-200000.0,,,,27800000.0,,,,4700000.0,4700000.0,,,,22200000.0,72000000.0,,,22800000.0,,,,,,,,,,,,,,,,,,,
1997-09-30,,2100000.0,40900000.0,,,,21000000.0,800000.0,,,3200000.0,-55400000.0,,,14100000.0,,,400000.0,,,,,23200000.0,0.0,8684211.0,,14600000.0,,,,,5900000.0,,,-6900000.0,,18700000.0,-1500000.0,1000000.0,26200000.0,0.38,,,5400000.0,,,,,,,,,,,4400000.0,2400000.0,,,,,,,74200000.0,,,164200000.0,,,1900000.0,,,0.0,,,,,,,9900000.0,9900000.0,,,,,22100000.0,,,,2000000.0,,,,,,,6900000.0,,0.38,,,,,,,-1600000.0,,,,0.0,,3300000.0,,,,80300000.0,,90000000.0,,,,,,,,85200000.0,,,,,,,,,,8684211.0,5000000.0,58700000.0,,,,96300000.0,62400000.0,,,,-1100000.0,,,11900000.0,,3500000.0,,,5200000.0,,14400000.0,,,,30500000.0,-800000.0,,,,28200000.0,,,,3300000.0,3300000.0,,,,21300000.0,75400000.0,,,22800000.0,,,,,,,,,,,,,,,,,,,
1997-12-31,,1600000.0,40700000.0,21700000.0,-2600000.0,-1900000.0,21700000.0,-1300000.0,47800000.0,,3800000.0,-56400000.0,,,,1.45,,300000.0,,,,,25400000.0,100000.0,,,14500000.0,18400000.0,,14500000.0,40700000.0,6400000.0,113800000.0,25700000.0,3800000.0,15200000.0,17300000.0,-1800000.0,-600000.0,24900000.0,,,,3700000.0,3800000.0,,,,24900000.0,,-400000.0,9900000.0,97100000.0,1.45,4600000.0,8600000.0,14700000.0,,,,20500000.0,,72500000.0,,1500000.0,170600000.0,,,2200000.0,-5600000.0,,0.0,3900000.0,-1400000.0,,,,22900000.0,18400000.0,18400000.0,,,18400000.0,,22900000.0,,0.0,,-800000.0,,100000.0,7900000.0,,,,7600000.0,,,,18400000.0,,12600000.0,241500000.0,127700000.0,-1600000.0,,,9600000.0,0.0,,2100000.0,,-56400000.0,900000.0,80700000.0,95400000.0,98100000.0,91500000.0,,,,,8689655.0,700000.0,91500000.0,,,,17300000.0,43700000.0,-1300000.0,,,,,5400000.0,64000000.0,98100000.0,,,97100000.0,47800000.0,,,,400000.0,,170600000.0,9400000.0,12600000.0,-3600000.0,,12600000.0,25200000.0,80700000.0,14700000.0,,8500000.0,,33200000.0,-1300000.0,,,-6200000.0,30800000.0,88100000.0,8689655.0,,2100000.0,2100000.0,72500000.0,9400000.0,,23200000.0,75600000.0,7300000.0,25200000.0,43700000.0,75600000.0,,,,,,,,,,,,,,,,,,
1998-03-31,,2000000.0,40500000.0,,,,24500000.0,700000.0,,,3600000.0,-56800000.0,,,500000.0,,,400000.0,,,,,24700000.0,0.0,8787879.0,,14200000.0,,,,,-1300000.0,,,-900000.0,,16800000.0,-1500000.0,100000.0,24000000.0,0.33,,,4900000.0,,,,,,,,,,,-2800000.0,-4300000.0,,,,,,,71500000.0,,,170400000.0,,,1900000.0,,,18400000.0,,,,,,,14100000.0,14100000.0,,,,,22100000.0,,,,-1400000.0,,,,,,,6800000.0,,0.33,,,,,,,-1600000.0,,,,0.0,,2900000.0,,,,82100000.0,,98900000.0,,,,,,,,90000000.0,,,,,,,,,,8787879.0,4900000.0,62200000.0,,,,97300000.0,46600000.0,,-100000.0,,-5700000.0,,,10600000.0,,100000.0,,,25200000.0,,14600000.0,,,,32600000.0,-3100000.0,,,,29600000.0,,,,2900000.0,2900000.0,,,,22800000.0,76600000.0,,,43400000.0,,,,,,,,,,,,,,,,,,,
1998-06-30,,2300000.0,47400000.0,,,,25200000.0,700000.0,,,3600000.0,-58400000.0,,,5000000.0,,,500000.0,,,,,25100000.0,100000.0,8974359.0,,21100000.0,,,,,3100000.0,,,3100000.0,,17200000.0,-11800000.0,200000.0,25000000.0,0.4,,,5800000.0,,,,,,,,,,,-8700000.0,-5200000.0,,,,,,,85700000.0,,,183400000.0,,,1700000.0,,,0.0,,,,,,,8900000.0,8900000.0,,,,,21800000.0,,,,-11800000.0,,,,,,,7600000.0,,0.39,,,,,,,-1600000.0,,,,0.0,,3500000.0,,,,84000000.0,,97700000.0,,,,,,,,95500000.0,,,,,,,,,,8750000.0,5900000.0,65400000.0,,,,105800000.0,51800000.0,,0.0,,-2300000.0,,,11600000.0,,0.0,,,25200000.0,,14900000.0,,,,34400000.0,700000.0,,,,31000000.0,,,,3500000.0,3500000.0,,,,23400000.0,79300000.0,,,43700000.0,,,,,,,,,,,,,,,,,,,
1998-09-30,,2300000.0,49500000.0,,,,26500000.0,900000.0,,,3600000.0,-61300000.0,,,7600000.0,,,600000.0,,,,,25600000.0,-200000.0,9000000.0,,21400000.0,,,,,3000000.0,,,1200000.0,,16800000.0,-2500000.0,300000.0,28200000.0,0.4,,,5900000.0,,,,,,,,,,,500000.0,2900000.0,,,,,,,87700000.0,,,195500000.0,,,1900000.0,,,0.0,,,,,,,11800000.0,11800000.0,,,,,22300000.0,,,,-2200000.0,,,,,,,7800000.0,,0.4,,,,,,,-1600000.0,,,,0.0,,3600000.0,,,,85800000.0,,107800000.0,,,,,,,,102100000.0,,,,,,,,,,9000000.0,5900000.0,66000000.0,,,,110800000.0,58100000.0,,,,-1900000.0,,,13400000.0,,300000.0,,,25400000.0,,15000000.0,,,,34500000.0,-700000.0,,,,31500000.0,,,,3600000.0,3600000.0,,,,23700000.0,84700000.0,,,44000000.0,,,,,,,,,,,,,,,,,,,
1998-12-31,,100000.0,49600000.0,24500000.0,-3400000.0,-1100000.0,24500000.0,-4900000.0,50400000.0,,3900000.0,-62300000.0,,,1400000.0,1.21,,700000.0,,,,,24800000.0,0.0,,,21400000.0,10200000.0,,21400000.0,49600000.0,7800000.0,122700000.0,29600000.0,-6800000.0,12600000.0,22800000.0,-1700000.0,1000000.0,22900000.0,,,,900000.0,3900000.0,,,,22900000.0,,700000.0,-8200000.0,111900000.0,1.2,6100000.0,-1600000.0,18300000.0,,,,17400000.0,,93800000.0,,2200000.0,189900000.0,,,1600000.0,-17500000.0,,0.0,-2600000.0,-16800000.0,,,,26100000.0,10200000.0,10200000.0,,,22500000.0,,26100000.0,,0.0,,-1400000.0,,-100000.0,6700000.0,,,,7500000.0,,,,10200000.0,,10700000.0,257100000.0,134400000.0,-1700000.0,,,-4900000.0,0.0,1400000.0,800000.0,,-62300000.0,1600000.0,84900000.0,100200000.0,96100000.0,97900000.0,,,,,8916667.0,-100000.0,97900000.0,,,,22800000.0,47500000.0,-11200000.0,,,,,5900000.0,63500000.0,96100000.0,,,111900000.0,50400000.0,,,,-1300000.0,,189900000.0,9000000.0,10700000.0,300000.0,,10700000.0,25300000.0,84900000.0,18300000.0,,18400000.0,,32800000.0,2000000.0,,,-6500000.0,30700000.0,93100000.0,8842975.0,,800000.0,800000.0,93800000.0,9000000.0,,23200000.0,83700000.0,7100000.0,25300000.0,47500000.0,83700000.0,,,,,,,,,,,,,,,,,,
