date,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyChangeInInventory,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyPretaxIncome,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyTotalRevenue,annualChangeInInventory,quarterlyOperatingIncome,annualCurrentDebt,annualNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,trailingSaleOfInvestment,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedAverageShares,annualCurrentLiabilities,annualStockBasedCompensation,annualBasicEPS,annualGoodwill,annualTotalAssets,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyBasicEPS,trailingPretaxIncome,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingInterestExpense,trailingBasicEPS
1996-12-31,,,2900000.0,,,-15300000.0,18700000.0,-29400000.0,,89400000.0,,-900000.0,9300000.0,,2000000.0,,3700000.0,,38400000.0,,,,212400000.0,,31800000.0,8300000.0,5300000,,-1200000.0,,,230700000.0,0.0,-5800000.0,0.0,-12800000.0,4700000.0,1500000.0,2500000.0,,,,,,-16400000.0,189100000.0,102400000.0,,2300000.0,44800000.0,11300000.0,,212400000.0,4800000.0,41200000.0,84100000.0,,,42900000.0,1600000.0,,60000000.0,,,-400000.0,700000.0,,91100000.0,3700000.0,-2500000.0,,,,46400000,600000.0,1700000,100000.0,8300000.0,100000.0,-29400000.0,,8300000.0,34200000.0,112100000.0,,144300000.0,,6600000.0,1600000,-28500000.0,1600000.0,,,0.015625,12800000.0,,230700000.0,,263128000.0,800000.0,100000.0,-100000.0,,30000000.0,,,31800000.0,,62800000.0,,,91100000.0,,41200000.0,,0.015625,,314800000.0,15500000.0,,700000.0,,,,,,,3000000.0,12800000.0,,1600000.0,,30000000.0,10600000.0,,,60000000.0,-18100000.0,26600000.0,42900000.0,,9300000.0,,,110900000.0,,4000000.0,4000000.0,800000.0,3600000.0,,0.0,,110900000.0,,26100000.0,110900000.0,4800000.0,110100000.0,,,89400000.0,-13200000.0,110900000.0,102400000.0,100000.0,,,,,,,84100000.0,263128000.0,38400000.0,900000.0,13000000.0,,1600000.0,314800000.0,100000.0,,4100000.0,,,,,,,,,,,,,,
1997-03-31,,,,-2300000.0,,,,,262864000.0,92100000.0,,-600000.0,8700000.0,,,,2200000.0,,,,,,,,,,6600000,,,,,230600000.0,0.0,-6700000.0,,-4000000.0,,100000.0,,,,,,,21400000.0,,,,3100000.0,,,,210300000.0,5200000.0,42100000.0,,,,42800000.0,,,60800000.0,0.00375,,,1200000.0,,93100000.0,,-2700000.0,,,,51100000,,2500000,,,-2100000.0,-31300000.0,,,,,,,,5400000.0,1900000,,1900000.0,,,,,,,,,-3400000.0,0.0,,200000.0,,,9600000.0,33300000.0,,29700000.0,,,,262864000.0,,,,,,,,,,,,,,,600000.0,12800000.0,,1500000.0,,30000000.0,,,,,18900000.0,,,,,,,,,3800000.0,,,4100000.0,,,,107500000.0,,,107500000.0,,110900000.0,,,,,,105200000.0,100000.0,,,0.00375,,,,84900000.0,,40600000.0,0.0,,,1900000.0,315500000.0,,,2700000.0,,,,,,,,,,,,,,
1997-06-30,,,,-600000.0,,,,,263352000.0,98600000.0,,-3400000.0,15600000.0,,,,2000000.0,,,,,,,,,,9500000,,,,,233500000.0,0.0,-11200000.0,,-4700000.0,,-300000.0,,,,,,,25600000.0,,,,5500000.0,,,,210100000.0,5500000.0,51200000.0,,,,42800000.0,,,64900000.0,0.00625,,,2200000.0,,96400000.0,,-6500000.0,,,,63300000,,4900000,,,-400000.0,-33700000.0,,,,,,,,4800000.0,3300000,,3300000.0,,,,,,,,,-7000000.0,0.0,,200000.0,,,10600000.0,35600000.0,,37700000.0,,,,263352000.0,,,,,,,,,,,,,,,600000.0,12800000.0,,1800000.0,,30000000.0,,,,,20700000.0,,,,,,,,,3700000.0,,,4600000.0,,,,100500000.0,,,100500000.0,,0.0,,,,,,117400000.0,,,,0.00625,,,,94000000.0,,48800000.0,0.0,,,3300000.0,327500000.0,,,-1700000.0,,,,,,,,,,,,,,
1997-09-30,,,,0.0,,,,,263352000.0,98100000.0,,-5900000.0,7800000.0,,,,2600000.0,,,,,,,,,,11500000,,,,,238300000.0,0.0,-6500000.0,,-4400000.0,,-200000.0,,,,,,,29000000.0,,,,7200000.0,,,,208900000.0,5500000.0,46100000.0,,,,42800000.0,,,64400000.0,0.008125,,,2800000.0,,100800000.0,,-2100000.0,,,,60800000,,6800000,,,400000.0,-33700000.0,,,,,,,,3000000.0,4400000,,4400000.0,,,,,,,,,-3100000.0,0.0,,500000.0,,,12000000.0,38300000.0,,31800000.0,,,,263352000.0,,,,,,,,,,,,,,,500000.0,12800000.0,,2000000.0,,30000000.0,,,,,22200000.0,,,,,,,,,3600000.0,,,4700000.0,,,,97400000.0,,,97400000.0,,0.0,,,,,,118300000.0,,,,0.008125,,,,88900000.0,,50300000.0,-100000.0,,,4400000.0,327200000.0,,,900000.0,,,,,,,,,,,,,,
1997-12-31,,,8200000.0,-12200000.0,,-15000000.0,23100000.0,-36000000.0,,101700000.0,,-14400000.0,11300000.0,-15100000.0,,,3700000.0,,51300000.0,,,,208400000.0,,40200000.0,15100000.0,12900000,,-33400000.0,,,233700000.0,77500000.0,-13200000.0,0.0,-9700000.0,9300000.0,300000.0,2400000.0,,,,,,31600000.0,245100000.0,123400000.0,44100000.0,8600000.0,107500000.0,3700000.0,,208400000.0,6900000.0,51500000.0,98100000.0,,,46600000.0,1700000.0,,65700000.0,,,-24300000.0,3200000.0,,106300000.0,3700000.0,-3700000.0,,,,69900000,-100000.0,8200000,,15100000.0,-12100000.0,-36000000.0,,15100000.0,85300000.0,110900000.0,,137600000.0,,5500000.0,5400000,-37600000.0,5400000.0,,,0.05625,16500000.0,,233700000.0,,262608696.0,-19900000.0,100000.0,100000.0,100000.0,30000000.0,,11800000.0,40200000.0,,38300000.0,,,106300000.0,,51500000.0,,0.0575,,331800000.0,18100000.0,,-14200000.0,125500000.0,,,,,125500000.0,2900000.0,16500000.0,,1700000.0,,30000000.0,22200000.0,,,65700000.0,23400000.0,18700000.0,46600000.0,,11300000.0,,,77500000.0,,6400000.0,6400000.0,1000000.0,4700000.0,,77500000.0,,77500000.0,,40300000.0,77500000.0,4600000.0,0.0,,,101700000.0,-22800000.0,77500000.0,123400000.0,,,,,,,,98100000.0,268444444.0,51300000.0,0.0,24400000.0,,5400000.0,331800000.0,100000.0,,1800000.0,,,,,,,,,,,,,,
1998-03-31,,,,,,,,,261704000.0,99200000.0,,-8800000.0,13400000.0,,-1900000.0,,4200000.0,,,,,,,,,,11900000,,,,,235100000.0,0.0,-16900000.0,,-6000000.0,,-100000.0,,,,,,,31600000.0,,,,1100000.0,,,,206100000.0,6000000.0,57000000.0,,,,44500000.0,,,67900000.0,0.00125,-200000.0,,400000.0,,106900000.0,,-10900000.0,,,,73700000,,6000000,,,600000.0,-31300000.0,,,,,,,,900000.0,700000,,700000.0,,,,,,,,,-15300000.0,0.0,,600000.0,,,13700000.0,43600000.0,,42100000.0,,,,261704000.0,,,,,,,,,,,,,,,-4800000.0,14500000.0,,1900000.0,,30000000.0,,,,,25600000.0,,,,,,,,,8200000.0,,,5900000.0,,,,62200000.0,,,62200000.0,,77500000.0,,,,,,130500000.0,,,,0.00125,,,,101500000.0,,54400000.0,0.0,,,700000.0,336600000.0,,,-10000000.0,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,262056000.0,112500000.0,,-16800000.0,10600000.0,,5200000.0,,4500000.0,,,,,,,,,,15000000,,,,,240700000.0,0.0,-10800000.0,,-6400000.0,,0.0,,,,,,,36000000.0,,,,8800000.0,,,,207600000.0,6500000.0,55400000.0,,,,47100000.0,,,69200000.0,0.01,100000.0,,3400000.0,,112300000.0,,-4400000.0,,,,79200000,,8900000,,,500000.0,-43300000.0,,,,,,,,400000.0,5400000,,5400000.0,,,,,,,,,-10200000.0,100000.0,,500000.0,,,14500000.0,44800000.0,,43200000.0,,,,262056000.0,,,,,,,,,,,,,,,-100000.0,17000000.0,,1900000.0,,30000000.0,,,,,27100000.0,,,,,,,,,8600000.0,,,6100000.0,,,,52000000.0,,,52000000.0,,0.0,,,,,,135600000.0,,,,0.01,,,,102500000.0,,57800000.0,0.0,,,5400000.0,343200000.0,,,-4000000.0,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,262304000.0,114600000.0,,-16000000.0,7800000.0,,5700000.0,,4600000.0,,,,,,,,,,16800000,,,,,247400000.0,0.0,-12100000.0,,-6700000.0,,-300000.0,,,,,,,38900000.0,,,,10100000.0,,,,207000000.0,6500000.0,52400000.0,,,,48500000.0,,,71300000.0,0.011875,200000.0,,3800000.0,,118700000.0,,-5400000.0,,,,82800000,,10300000,,,300000.0,-43300000.0,,,,,,,,3300000.0,6300000,,6300000.0,,,,,,,,,-8500000.0,0.0,,400000.0,,,15600000.0,44600000.0,,43900000.0,,,,262304000.0,,,,,,,,,,,,,,,-100000.0,18500000.0,,2100000.0,,30000000.0,,,,,28600000.0,,,,,,,,,9200000.0,,,6500000.0,,,,43600000.0,,,43600000.0,,0.0,,,,,,141300000.0,,,100000.0,0.011875,,,,100900000.0,,60800000.0,-100000.0,,,6300000.0,348300000.0,,,-2100000.0,,,,,,,,,,,,,,
1998-12-31,,,15800000.0,,,-30500000.0,25900000.0,-49700000.0,,127000000.0,,47800000.0,14100000.0,,6800000.0,,4100000.0,,133400000.0,,,,216900000.0,,79100000.0,20600000.0,11700000,,-34900000.0,,,271100000.0,0.0,-17000000.0,-100000.0,-7200000.0,12700000.0,-500000.0,300000.0,,,,,,34600000.0,322300000.0,219600000.0,59800000.0,13300000.0,141100000.0,-24500000.0,,216900000.0,6900000.0,98200000.0,165400000.0,,,67200000.0,2700000.0,,77300000.0,,100000.0,6200000.0,5100000.0,,126900000.0,4100000.0,-9800000.0,,,,86600000,-900000.0,4800000,5000000.0,20600000.0,14700000.0,-49700000.0,,20600000.0,111100000.0,77500000.0,,181200000.0,,1400000.0,8200000,-56800000.0,8200000.0,,,0.07625,22100000.0,,271100000.0,,261587302.0,-900000.0,20100000.0,200000.0,14700000.0,25000000.0,,16000000.0,79100000.0,,52000000.0,,,126900000.0,,98200000.0,,0.07875,,436500000.0,25400000.0,,16100000.0,,,,,,,8700000.0,22100000.0,,2700000.0,,25000000.0,30000000.0,,,77300000.0,29800000.0,6000000.0,67200000.0,,14100000.0,,,42700000.0,,8900000.0,8900000.0,16200000.0,6900000.0,,0.0,,42700000.0,,55400000.0,42700000.0,3700000.0,0.0,,,127000000.0,-26300000.0,42700000.0,219600000.0,5000000.0,,200000.0,,,,,165400000.0,270163934.0,133400000.0,0.0,33300000.0,,8200000.0,436500000.0,20100000.0,,-8400000.0,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,268800000.0,129100000.0,,-9900000.0,15200000.0,,500000.0,,4000000.0,,,,,,,,,,12400000,,,,,274400000.0,0.0,-9600000.0,,-7600000.0,,,,,,,,,36600000.0,,,,4500000.0,,,,207400000.0,6700000.0,86700000.0,,,,67700000.0,,,75900000.0,0.005,-100000.0,,1700000.0,,129700000.0,,-2000000.0,,,,86700000,,4800000,,,100000.0,-53200000.0,,,,,,,,1600000.0,2800000,,2800000.0,,,,,,,,,-7700000.0,20000000.0,,200000.0,,,17500000.0,66500000.0,,50100000.0,,,,268800000.0,,,,,,,,,,,,,,,0.0,22700000.0,,2600000.0,,25000000.0,,,,,31800000.0,,,,,,,,,8600000.0,,,7600000.0,,,,34900000.0,,,34900000.0,,42700000.0,,,,,,221400000.0,5000000.0,,300000.0,0.005,,,,154400000.0,,136900000.0,-100000.0,,,2800000.0,428800000.0,,,-400000.0,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,268960000.0,128300000.0,,-400000.0,11800000.0,,-300000.0,,4800000.0,,,,,,,,,,9400000,,,,,313000000.0,0.0,-28600000.0,,-24200000.0,,,,,,,,,34700000.0,,,,500000.0,,,,244800000.0,6800000.0,72500000.0,,,,167200000.0,,,78600000.0,-0.001875,0.0,,200000.0,,128500000.0,,-4400000.0,,,,82800000,,1400000,,,67500000.0,-49700000.0,,,,,,,,8100000.0,300000,,-1100000.0,,,,,,,,,47200000.0,18000000.0,,0.0,,,18500000.0,60700000.0,,48100000.0,,,,268960000.0,,,,,,,,,,,,,,,-1300000.0,49200000.0,,2600000.0,,100000000.0,,,,,33300000.0,,,,,,,,,8200000.0,,,8000000.0,,,,82100000.0,,,82100000.0,,0.0,,,,,,307900000.0,,,1000000.0,-0.001875,,,,239700000.0,,221100000.0,-2100000.0,,,-1100000.0,552700000.0,,,3700000.0,,,,,,,,,,,,,,
1999-09-30,,,,,,,,,268976000.0,135900000.0,,-8600000.0,10000000.0,,1200000.0,,4700000.0,,,55200000.0,,,,,,,9600000,,,,,329700000.0,72000000.0,-11900000.0,,5300000.0,,0.0,,,,,,,35000000.0,,,,1200000.0,,,,243600000.0,7200000.0,72200000.0,,,,177100000.0,,,76800000.0,0.00125,,,500000.0,,129200000.0,,-4400000.0,,,,80900000,,2100000,,,0.0,-59100000.0,,,,,,,,1800000.0,700000,,700000.0,,,,,,,,,-10200000.0,17000000.0,,0.0,,,18200000.0,62200000.0,,45900000.0,,,,268976000.0,,,,,,,,,,,,,,,100000.0,60100000.0,,2500000.0,,100000000.0,,,,,32900000.0,,,,,,,,,7800000.0,,,7500000.0,,,300000.0,72000000.0,,,72000000.0,,0.0,,,,,,335400000.0,,,1000000.0,0.00125,,,,249300000.0,,250800000.0,0.0,,,700000.0,579000000.0,,,-2600000.0,,,,,,,,,,,,,,
1999-12-31,,,-3200000.0,,,-14300000.0,27600000.0,-63200000.0,,141100000.0,,5300000.0,20300000.0,,-4600000.0,,4200000.0,,333100000.0,107000000.0,,,242400000.0,,52100000.0,-1200000.0,-18000000,,33000000.0,,,378900000.0,75700000.0,-12600000.0,0.0,-22000000.0,100000.0,1300000.0,3400000.0,,,,,,7400000.0,318700000.0,418500000.0,72700000.0,-5900000.0,113900000.0,13100000.0,,242400000.0,7000000.0,72400000.0,282000000.0,,,209600000.0,1300000.0,,77900000.0,,,-13600000.0,-2300000.0,,125700000.0,4200000.0,-3500000.0,,,,68200000,1400000.0,-26300000,,-1200000.0,400000.0,-63200000.0,,200000.0,131700000.0,42700000.0,,204800000.0,,15900000.0,-3600000,-62700000.0,-3600000.0,,,-0.005,93600000.0,,378900000.0,,240000000.0,3700000.0,16000000.0,100000.0,400000.0,100000000.0,,18400000.0,52100000.0,,60800000.0,,,125700000.0,,72400000.0,,-0.005,,660900000.0,31400000.0,,68000000.0,,,,,,,21500000.0,93600000.0,300000.0,1300000.0,,100000000.0,-17800000.0,,,77900000.0,33700000.0,27400000.0,209600000.0,,20300000.0,,,75700000.0,,7500000.0,7500000.0,600000.0,8300000.0,,75700000.0,300000.0,75700000.0,,13600000.0,75700000.0,21500000.0,72000000.0,,,141100000.0,-48500000.0,75700000.0,418500000.0,,,1100000.0,,,,,282000000.0,240000000.0,333100000.0,2200000.0,300000.0,,-3600000.0,660900000.0,16000000.0,107000000.0,12400000.0,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,540448000.0,142226000.0,,13957000.0,21653000.0,,896000.0,,4268000.0,,,144104000.0,,,,,,,7244000,,,,,419335000.0,93672000.0,-9171000.0,,-6899000.0,,171000.0,,,,,,,33710000.0,,,,3986000.0,,,,247794000.0,6935000.0,77548000.0,,,,230973000.0,,,76747000.0,0.004375,,,1594000.0,,128043000.0,,-2272000.0,,,,80601000,,-1571000,,,807000.0,-65479000.0,,,,,,,,26636000.0,2392000,,2392000.0,,,,,,,,,17995000.0,15000000.0,,807000.0,,,19531000.0,55895000.0,,46891000.0,,,,555152000.0,,,,,,,,,,,,,,,6506000.0,115973000.0,,1091000.0,,100000000.0,,,,,35281000.0,,,,,,,,,7106000.0,,,8815000.0,,,350000.0,93672000.0,,,93672000.0,,75677000.0,,,,,,480062000.0,,,949000.0,0.004375,,,,308521000.0,,396209000.0,0.0,,,2392000.0,727856000.0,,,24364000.0,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,541280000.0,368823000.0,,10978000.0,17478000.0,,-1534000.0,,5233000.0,,,97792000.0,,,,,,,16526000,,,,,371977000.0,89288000.0,-22737000.0,,-8550000.0,,284000.0,,,,,,,41232000.0,,,,44000.0,,,,242204000.0,6651000.0,87497000.0,,,,200595000.0,,,77080000.0,-0.005,,,2657000.0,,125430000.0,,-3854000.0,,,,93502000,,7567000,,,1232000.0,-291743000.0,,,,,,,,17149000.0,-2613000,,-2613000.0,,,,,,,,,-4384000.0,15125000.0,,1512000.0,,,18055000.0,70019000.0,,52270000.0,,,,541280000.0,,,,,,,,,,,,,,,-6687000.0,85457000.0,,830000.0,,100013000.0,,,,,33665000.0,,,,,,,,,7894000.0,,,8959000.0,,,351000.0,89288000.0,,,89288000.0,,93672000.0,,,,,,417865000.0,,,836000.0,-0.005,,,,288092000.0,,332891000.0,-280000.0,,,-2613000.0,660069000.0,,,13295000.0,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,273504000.0,150458000.0,,-9709000.0,21815000.0,,71163000.0,,5718000.0,,,1983000.0,,,,,,,17614000,,,,,416852000.0,78199000.0,-19958000.0,,-13380000.0,,43000.0,,,,,,,47190000.0,,,,195588000.0,,,,246224000.0,10512000.0,91826000.0,,,,215473000.0,,,78629000.0,0.43125,,,72252000.0,,248766000.0,,-4472000.0,,,,104325000,,7871000,,,790000.0,-71829000.0,,,,,,,,8637000.0,123336000,,123336000.0,,,,,,,,,-11089000.0,14063000.0,,1429000.0,,,19064000.0,69928000.0,,57135000.0,,,,286056000.0,,,,,,,,,,,,,,,188654000.0,101388000.0,,876000.0,,100022000.0,,,,,39319000.0,,,,,,,,,18285000.0,,,9743000.0,,,358000.0,78199000.0,,,78199000.0,,89288000.0,,,,,,477927000.0,83000.0,,937000.0,0.45125,,,,307299000.0,,381013000.0,0.0,,,123336000.0,724151000.0,,,4165000.0,,,,,,,,,,,,,,
2000-12-31,25641000.0,,67640000.0,,,-16154000.0,41070000.0,-84560000.0,,166794000.0,,-32964000.0,20532000.0,,-2885000.0,,7393000.0,,223454000.0,-59475000.0,,,288496000.0,,81711000.0,105265000.0,-10797000,,15216000.0,,,343717000.0,90893000.0,8450000.0,0.0,-7756000.0,66858000.0,97000.0,3671000.0,,,,,,27950000.0,378007000.0,327915000.0,78425000.0,-27495000.0,156588000.0,37159000.0,,288496000.0,16972000.0,102315000.0,272694000.0,,,170379000.0,2174000.0,,82234000.0,,,-17738000.0,-9645000.0,,230916000.0,7393000.0,-5556000.0,,,,93073000,595000.0,-21268000,72000.0,105265000.0,3256000.0,-84560000.0,,105265000.0,157483000.0,75677000.0,,221419000.0,,891000.0,-17850000,-43416000.0,-17850000.0,,,0.37,57430000.0,26152000.0,343717000.0,,273415584.0,12694000.0,10650000.0,,3304000.0,102299000.0,,21775000.0,81711000.0,,65123000.0,,,230916000.0,,102315000.0,,0.385,,616411000.0,37988000.0,,6085000.0,,,,,,,-5278000.0,57430000.0,360000.0,2174000.0,,102299000.0,-895000.0,,,82234000.0,49218000.0,53313000.0,170379000.0,,20532000.0,,,90893000.0,,22227000.0,22227000.0,7052000.0,10471000.0,,90893000.0,360000.0,90893000.0,,37093000.0,90893000.0,176689000.0,78199000.0,,,166794000.0,-36585000.0,90893000.0,327915000.0,72000.0,,949000.0,,,,,272694000.0,284500000.0,223454000.0,0.0,172123000.0,,-17850000.0,616411000.0,10650000.0,-59475000.0,-4665000.0,,,,,,,,,,,,,,
2001-03-31,1572000.0,,,,,,,,278360000.0,166185000.0,,-6566000.0,15102000.0,,-249000.0,,0.0,,,-78972000.0,,,,,,,23148000,,,,,331243000.0,89409000.0,-12451000.0,,-9111000.0,,133000.0,,,,,,,45103000.0,,,,10428000.0,,,,281458000.0,9673000.0,90590000.0,,,,157978000.0,,,81625000.0,0.02125,,,4100000.0,,237243000.0,,-4912000.0,,,,120996000,,11425000,,,-41000.0,-84560000.0,,,,,,,,11781000.0,6328000,,6328000.0,,,,,,,,,-1484000.0,9587000.0,,639000.0,,,24005000.0,12347000.0,30348000.0,75893000.0,,,,294120000.0,,,,,,,,,180811000.0,,,,,,-385000.0,46756000.0,,2041000.0,32737000.0,101635000.0,,,,,33678000.0,,,,,,,,,21243000.0,,,11723000.0,,,360000.0,89409000.0,,,89409000.0,,90893000.0,,,,,,298353000.0,56000.0,,612000.0,0.0225,,,,248568000.0,,195485000.0,0.0,,,6328000.0,579811000.0,,,6869000.0,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,278848000.0,170744000.0,,3007000.0,27887000.0,,-44552000.0,,0.0,,,10320000.0,,,,,,,25446000,,,,,353317000.0,98159000.0,-17965000.0,,-8799000.0,,1033000.0,,,,,,,46937000.0,,,,-107470000.0,,,,304885000.0,8982000.0,107532000.0,,,,168328000.0,,,86184000.0,-0.2475,,,-38487000.0,,168261000.0,,-7594000.0,,,,129986000,,13589000,,,4716000.0,-84560000.0,,,,,,,,21604000.0,-68983000,,-68983000.0,,,,,,,,,8750000.0,8525000.0,,1765000.0,,,24366000.0,12618000.0,32940000.0,83049000.0,,,,278848000.0,,,,,,,,,192618000.0,,,,,,-120036000.0,55215000.0,,1008000.0,34033000.0,104588000.0,,,,,33348000.0,,,,,,,,,20096000.0,,,11857000.0,,,361000.0,98159000.0,,,98159000.0,,89409000.0,,,,,,324292000.0,54000.0,,1023000.0,-0.2475,,,,275860000.0,,218012000.0,0.0,,,-68983000.0,629177000.0,,,14010000.0,,,,,,,,,,,,,,
2001-09-30,,,,,,,,,559414352.0,176092000.0,,-6085000.0,24789000.0,,-31000.0,,0.0,,,-15957000.0,,,,,,,29715000,,,,,337330000.0,95969000.0,-19150000.0,,-11194000.0,,-2549000.0,,,,,,,52310000.0,,,,15459000.0,,,,315458000.0,9990000.0,133648000.0,,,,140463000.0,,,91532000.0,0.015625,,,6217000.0,,177504000.0,,-6178000.0,,,,139837000,,16788000,,,698000.0,-84560000.0,,,,,,,,16551000.0,9242000,,9242000.0,,,,,,,,,-2190000.0,7462000.0,,962000.0,,,25532000.0,0.0,38621000.0,87527000.0,,,,559414352.0,,,,,,,,,202686000.0,,,,,,0.0,40596000.0,,3557000.0,39444000.0,92405000.0,,,,,35522000.0,,,,,,,,,23993000.0,,,12927000.0,,,362000.0,95969000.0,,,95969000.0,,98159000.0,,,,,,295983000.0,12098000.0,,1329000.0,0.01625,,,,274111000.0,,180458000.0,0.0,,,9242000.0,611441000.0,,,10373000.0,,,,,,,,,,,,,,
