,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIntangibleAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualGrossProfit,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDeferredIncomeTax,annualInvestingCashFlow,annualOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTotalRevenue,trailingEndCashPosition,annualCashAndCashEquivalents,trailingPretaxIncome,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,annualBasicAverageShares,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
749347200,3578800000.0,351200000.0,,64700000.0,2769900000.0,41000000.0,84500000.0,249600000.0,41000000.0,41000000.0,2.26,1614900000.0,544100000.0,,293200000.0,44000000.0,0.0,22000000.0,2769900000.0,,,,88500000.0,,67400000.0,,5704900000.0,29700000.0,,-129400000.0,-86200000.0,158900000.0,,0.0,-2935000000.0,53300000.0,,,1034700000.0,64700000.0,5704900000.0,,,,,28900000.0,-305900000.0,1375400000.0,106600000.0,,,-10000000.0,,183100000.0,-2935000000.0,,-432300000.0,,,,,64636364.0,2.2,,106200000.0,41500000.0,,43900000.0,35300000.0,1418500000.0,22700000.0,,,,182100000.0,41500000.0,,0.0,,1100000.0,552400000.0,,-12300000.0,,123700000.0,,,,-451400000.0,9553900000.0,293200000.0,,,1618900000.0,,,-19600000.0,239500000.0,1973000000.0,,75900000.0,-6400000.0,,,275300000.0,1418500000.0,2478100000.0,-199200000.0,58100000.0,4097000000.0,201300000.0,1009300000.0,0.0,,2478100000.0,,2487400000.0,,41000000.0,,,142200000.0,-1600000.0,-96100000.0,,200300000.0,4097000000.0,53700000.0,5551800000.0,66500000.0,7939000000.0,,,142200000.0,158900000.0,-182700000.0,3578800000.0,-65900000.0,66500000.0,744200000.0,66500000.0,,744200000.0,1070800000.0,1034700000.0,1399500000.0,1973000000.0,-2500000.0,5551800000.0,201300000.0,,1454800000.0,,142200000.0,552400000.0,12000000.0,2030000000.0,304600000.0,,-100000.0,,,1454800000.0,1009300000.0,1618900000.0,,1399500000.0,,43900000.0,,,,440200000.0,-106900000.0,457400000.0,294700000.0,0.0,62920354.0,,,,,,,,,,,,,,,,,,,
757296000,,340800000.0,,,,,,,63100000.0,63100000.0,,,,,293200000.0,,41000000.0,26500000.0,2762600000.0,,,70361446.0,84900000.0,,,,,29300000.0,,-73900000.0,-65200000.0,126700000.0,,0.0,-2994700000.0,,,,,,5757300000.0,,,,,,,,67900000.0,,0.9,22100000.0,,163500000.0,,,,,,,,,,,113600000.0,38200000.0,,,-14000000.0,1314600000.0,6800000.0,,,,189000000.0,,,,,2500000.0,,,,,,,,,,,,,,1479500000.0,,,-19700000.0,,1894000000.0,,75400000.0,25300000.0,,,265400000.0,,,,,,,1048000000.0,,,2495200000.0,,2365700000.0,,,,,,,-73300000.0,64888889.0,,3974700000.0,89600000.0,5470000000.0,58400000.0,,,,,,,3576000000.0,,58400000.0,,58400000.0,,813400000.0,,1067600000.0,,,,,166600000.0,,,,,561100000.0,500000.0,1911300000.0,,,-4800000.0,,,1495300000.0,,,,1383600000.0,0.83,44000000.0,,,,,-76200000.0,454400000.0,,0.0,,,,,,,,,,,,,,,,,,,,
765072000,,349600000.0,,,,,,,65000000.0,65000000.0,,,,,293200000.0,,0.0,10500000.0,2777800000.0,,,71521739.0,43400000.0,,,,,29000000.0,,-79100000.0,-69100000.0,71100000.0,,0.0,-2985900000.0,,,,,55400000.0,5763700000.0,,,,,,,,62400000.0,,0.47,1900000.0,,135600000.0,,,,,,,,,,,51300000.0,23000000.0,,,28200000.0,1367300000.0,3000000.0,,,,125900000.0,,,,,13800000.0,,,,,,,,,,,,,,1461400000.0,,,-19800000.0,,1910800000.0,,74600000.0,3700000.0,,,275000000.0,,,,,,,1061100000.0,,,2505400000.0,,2007500000.0,,,,,,,-62500000.0,70000000.0,,3966800000.0,56500000.0,5495200000.0,32900000.0,,,,,,,3584400000.0,,32900000.0,,32900000.0,,751200000.0,,1094000000.0,,,,,176400000.0,,,,,594300000.0,21000000.0,1606600000.0,,,-38000000.0,,,1528400000.0,,,,1377400000.0,0.46,34000000.0,,,,,-64600000.0,400900000.0,,0.0,,,,,,,,,,,,,,,,,,,,
772934400,,366000000.0,,,,,,,46000000.0,46000000.0,,,,,293000000.0,,0.0,13000000.0,2772000000.0,,,69841270.0,57000000.0,,,,,29000000.0,,-94000000.0,72300000.0,159000000.0,,0.0,-3020000000.0,,,,,,5792000000.0,,,,,,,,105700000.0,,0.65,-19000000.0,,-100000.0,,,,,,,,,,,72000000.0,23000000.0,,,-118200000.0,1542000000.0,3200000.0,,,,148000000.0,,,,,700000.0,,,,,,,,,,,,,,1724000000.0,,,-19500000.0,,2201000000.0,,76000000.0,8000000.0,,,290000000.0,,,,,,,1046000000.0,,,2528000000.0,,2476000000.0,,,,,,,-101200000.0,67692308.0,,4252000000.0,-94100000.0,5810000000.0,44000000.0,,,,,,,3609000000.0,,44000000.0,,44000000.0,,837000000.0,,1114000000.0,,,,,183000000.0,,,,,696000000.0,14000000.0,2038000000.0,,,-14200000.0,,,1558000000.0,,,,1381000000.0,0.63,33000000.0,,,,,-91200000.0,438000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
780883200,3644000000.0,353000000.0,,80000000.0,2816000000.0,40000000.0,70000000.0,454000000.0,40000000.0,40000000.0,2.94,1728000000.0,627000000.0,,293000000.0,-99000000.0,0.0,26000000.0,2816000000.0,,,,87000000.0,,-45000000.0,,5898000000.0,31000000.0,,-129000000.0,-37000000.0,133000000.0,,0.0,-3082000000.0,41000000.0,,,1111000000.0,80000000.0,5898000000.0,,,,,2000000.0,-356000000.0,1409000000.0,99000000.0,,,-6000000.0,,155000000.0,-3082000000.0,,-376000000.0,,,,,72000000.0,2.79,,82000000.0,35000000.0,,30000000.0,29000000.0,1520000000.0,-11000000.0,,,,164000000.0,35000000.0,,0.0,,0.0,601000000.0,,-1000000.0,,117000000.0,,,,-335000000.0,9457000000.0,293000000.0,,,1688000000.0,,,-20000000.0,319000000.0,2171000000.0,,82000000.0,2000000.0,,,271000000.0,1520000000.0,2532000000.0,-75000000.0,75000000.0,4220000000.0,207000000.0,1126000000.0,0.0,,2532000000.0,,2608000000.0,,40000000.0,,,197000000.0,-3000000.0,-98000000.0,,272000000.0,4220000000.0,26000000.0,5815000000.0,61000000.0,7729000000.0,,,197000000.0,133000000.0,78000000.0,3644000000.0,-79000000.0,61000000.0,748000000.0,61000000.0,,748000000.0,1101000000.0,1111000000.0,1391000000.0,2171000000.0,39000000.0,5815000000.0,207000000.0,,1595000000.0,,197000000.0,601000000.0,36000000.0,2173000000.0,308000000.0,,54000000.0,,,1595000000.0,1126000000.0,1688000000.0,,1391000000.0,,30000000.0,,,,335000000.0,-124000000.0,435000000.0,17000000.0,0.0,61000000.0,,,,,,,,,,,,,,,,,,,
788832000,,371000000.0,,,,,,,56000000.0,56000000.0,,,,,293000000.0,,40000000.0,15000000.0,2842000000.0,,,62000000.0,50000000.0,,,,,32000000.0,,-102000000.0,92000000.0,199000000.0,,0.0,-3109000000.0,,,,,81000000.0,5951000000.0,,,,,,,,62000000.0,,0.5,16000000.0,,77000000.0,,,,,,,,,,,71000000.0,44000000.0,,,-41000000.0,1510000000.0,11000000.0,,,,150000000.0,,,,,,,,,,,,,,,,,,,1753000000.0,,,-21000000.0,,2259000000.0,,79000000.0,,,,292000000.0,,,,,,,1140000000.0,,,2579000000.0,,2534000000.0,,,,,,,-63000000.0,62000000.0,,4332000000.0,-25000000.0,5951000000.0,31000000.0,,,,,,,3692000000.0,,35000000.0,,35000000.0,,769000000.0,,1106000000.0,,,,,167000000.0,,,,,698000000.0,11000000.0,2092000000.0,,,-53000000.0,,,1619000000.0,,,,1439000000.0,0.5,34000000.0,,,,,-153000000.0,442000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
796608000,,376000000.0,,,,,,,60000000.0,60000000.0,,,,,293000000.0,,0.0,-9000000.0,3593000000.0,,,61818182.0,-38000000.0,,,,,41000000.0,,-116000000.0,215000000.0,333000000.0,,1000000.0,-3449000000.0,,,,,86000000.0,7042000000.0,,,,,,,,186000000.0,,-0.55,4000000.0,,52000000.0,,,,,,,,,,,4000000.0,39000000.0,,,26000000.0,1656000000.0,2000000.0,,,,122000000.0,,,,,,,,,,,,,,,,,,,2028000000.0,,,-23000000.0,,2508000000.0,,118000000.0,,,,280000000.0,,,,,,,1090000000.0,,,3146000000.0,,2520000000.0,,,,,,,-199000000.0,61818182.0,,5174000000.0,-64000000.0,6969000000.0,-34000000.0,,,,,,,4461000000.0,,-29000000.0,,-29000000.0,,782000000.0,,1224000000.0,,,,,227000000.0,,,,,812000000.0,4000000.0,2140000000.0,,,-137000000.0,,,1622000000.0,,,,1809000000.0,-0.55,113000000.0,,,,,-263000000.0,380000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
804470400,,447000000.0,,,,,,,38000000.0,38000000.0,,,,,293000000.0,,0.0,11000000.0,3625000000.0,,,65151515.0,59000000.0,,,,,47000000.0,,-79000000.0,113000000.0,420000000.0,,16000000.0,-3517000000.0,,,,,106000000.0,7142000000.0,,,,,,,,114000000.0,,0.69,-22000000.0,,76000000.0,,,,,,,,,,,109000000.0,33000000.0,,,,1716000000.0,14000000.0,,,,233000000.0,,,,,37000000.0,,,,,,,,,,,,,,2169000000.0,,,-24000000.0,,2691000000.0,,102000000.0,-113000000.0,,,323000000.0,,,,,,,1116000000.0,,,3165000000.0,,3012000000.0,,,,,,,-119000000.0,62318841.0,,5334000000.0,-3000000.0,7208000000.0,43000000.0,,,,,,,4517000000.0,,48000000.0,,48000000.0,,786000000.0,,1222000000.0,,,,,226000000.0,,,,,874000000.0,2000000.0,2456000000.0,,,-133000000.0,,,1697000000.0,,,,1806000000.0,0.66,137000000.0,,,,,-211000000.0,556000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
812419200,4417000000.0,564000000.0,,107000000.0,3570000000.0,52000000.0,56000000.0,500000000.0,52000000.0,52000000.0,0.08,1909000000.0,613000000.0,,293000000.0,293000000.0,0.0,-31000000.0,3570000000.0,,,,-61000000.0,,-63000000.0,,7078000000.0,46000000.0,,-147000000.0,-127000000.0,272000000.0,,6000000.0,-3508000000.0,40000000.0,,,1366000000.0,107000000.0,7078000000.0,,,,,-73000000.0,-781000000.0,1783000000.0,342000000.0,,,14000000.0,,295000000.0,-3508000000.0,,-444000000.0,,,,,63000000.0,0.08,,-78000000.0,44000000.0,,49000000.0,,1778000000.0,-100000000.0,,,,110000000.0,44000000.0,,22000000.0,,17000000.0,726000000.0,,12000000.0,,171000000.0,,,,-725000000.0,11179000000.0,293000000.0,,,2094000000.0,,,-24000000.0,126000000.0,2575000000.0,,188000000.0,237000000.0,,,376000000.0,1778000000.0,3243000000.0,29000000.0,-13000000.0,5337000000.0,222000000.0,1063000000.0,0.0,,3243000000.0,,2952000000.0,,52000000.0,,,24000000.0,-316000000.0,-344000000.0,,11000000.0,5337000000.0,148000000.0,6992000000.0,-35000000.0,9270000000.0,,,24000000.0,272000000.0,56000000.0,4417000000.0,-92000000.0,-30000000.0,740000000.0,-30000000.0,,740000000.0,1296000000.0,1366000000.0,1828000000.0,2575000000.0,33000000.0,6992000000.0,222000000.0,,1655000000.0,,5000000.0,726000000.0,45000000.0,2466000000.0,487000000.0,,7000000.0,,,1655000000.0,1063000000.0,2094000000.0,,1828000000.0,,49000000.0,,,,704000000.0,-154000000.0,486000000.0,55000000.0,0.0,62000000.0,,,,,,,,,,,,,,,,,,,
820368000,,413000000.0,,,,,,,62000000.0,62000000.0,,,,,293000000.0,,52000000.0,44000000.0,3551000000.0,,,70689655.0,131000000.0,,,,,43000000.0,,-74000000.0,-59000000.0,279000000.0,,3000000.0,-3574000000.0,,,,,106000000.0,7125000000.0,,,,,,,,114000000.0,,1.29,10000000.0,,162000000.0,,,,,,,,,,,175000000.0,75000000.0,,,,1741000000.0,-9000000.0,,,,276000000.0,,,,,1000000.0,,,,,,,,,,,,,,2095000000.0,,,-23000000.0,,2639000000.0,,101000000.0,-17000000.0,,,312000000.0,,,,,,,1128000000.0,,,3212000000.0,,2935000000.0,,,,,,,-117000000.0,63565891.0,,5307000000.0,88000000.0,7035000000.0,82000000.0,,,,,,,4396000000.0,,87000000.0,,87000000.0,,739000000.0,,1390000000.0,,,,,220000000.0,,,,,791000000.0,4000000.0,2347000000.0,,,-16000000.0,,,1728000000.0,,,,1781000000.0,1.16,41000000.0,,,,,-93000000.0,588000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
828230400,,420000000.0,,,,,,,70000000.0,70000000.0,,,,,293000000.0,,0.0,-1000000.0,3558000000.0,,,63636364.0,-3000000.0,,,,,42000000.0,,-104000000.0,-1000000.0,321000000.0,,8000000.0,-3601000000.0,,,,,104000000.0,7159000000.0,,,,,,,,109000000.0,,-0.11,8000000.0,,114000000.0,,,,,,,,,,,8000000.0,40000000.0,,,,1910000000.0,-5000000.0,,,,107000000.0,,,,,3000000.0,,,,,,,,,,,,,,2271000000.0,,,-23000000.0,,2737000000.0,,99000000.0,22000000.0,,,321000000.0,,,,,,,1104000000.0,,,3175000000.0,,2821000000.0,,,,,,,-108000000.0,63636364.0,,5446000000.0,10000000.0,7156000000.0,-7000000.0,,,,,,,4419000000.0,,-2000000.0,,-2000000.0,,757000000.0,,1393000000.0,,,,,201000000.0,,,,,810000000.0,31000000.0,2393000000.0,,,-2000000.0,,,1710000000.0,,,,1749000000.0,-0.11,33000000.0,,,,,-105000000.0,428000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
836092800,,440000000.0,,,,,,,71000000.0,71000000.0,,,,,293000000.0,,0.0,30000000.0,3590000000.0,,,70754717.0,110000000.0,,,,,42000000.0,,-118000000.0,69000000.0,404000000.0,,0.0,-3678000000.0,,,,,123000000.0,7268000000.0,,,,,,,,198000000.0,,1.16,1000000.0,,66000000.0,,,,,,,,,,,135000000.0,31000000.0,,,,1859000000.0,6000000.0,,,,236000000.0,,,,,12000000.0,,,,,,,,,,,,,,2294000000.0,,,-24000000.0,,2823000000.0,,101000000.0,-121000000.0,,,339000000.0,,,,,,,1161000000.0,,,3171000000.0,,3235000000.0,,,,,,,-178000000.0,64655172.0,,5465000000.0,-52000000.0,7247000000.0,75000000.0,,,,,,,4424000000.0,,80000000.0,,80000000.0,,711000000.0,,1370000000.0,,,,,270000000.0,,,,,804000000.0,18000000.0,2660000000.0,,,-36000000.0,,,1782000000.0,,,,1752000000.0,1.06,49000000.0,,,,,-134000000.0,575000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
844041600,4529000000.0,420000000.0,,120000000.0,3715000000.0,77000000.0,179000000.0,767000000.0,77000000.0,77000000.0,2.97,1994000000.0,703000000.0,,293000000.0,-179000000.0,0.0,20000000.0,3715000000.0,,,,66000000.0,,-3000000.0,,7374000000.0,41000000.0,,-214000000.0,-188000000.0,203000000.0,,0.0,-3659000000.0,52000000.0,,,1154000000.0,120000000.0,7374000000.0,,,,,-6000000.0,-563000000.0,1693000000.0,70000000.0,,,6000000.0,,425000000.0,-3659000000.0,,-510000000.0,,,,,77000000.0,2.82,,78000000.0,32000000.0,,64000000.0,,2044000000.0,2000000.0,,,,179000000.0,32000000.0,,11000000.0,,0.0,736000000.0,,25000000.0,,169000000.0,,,,-455000000.0,12145000000.0,293000000.0,,,2279000000.0,,,-23000000.0,301000000.0,2740000000.0,,101000000.0,151000000.0,,,319000000.0,2044000000.0,3002000000.0,125000000.0,92000000.0,5281000000.0,211000000.0,1185000000.0,0.0,,3002000000.0,,3248000000.0,,77000000.0,,,211000000.0,-89000000.0,-52000000.0,,303000000.0,5281000000.0,211000000.0,7269000000.0,41000000.0,10151000000.0,,,211000000.0,203000000.0,257000000.0,4529000000.0,-93000000.0,46000000.0,694000000.0,46000000.0,,694000000.0,1291000000.0,1154000000.0,1784000000.0,2740000000.0,35000000.0,7269000000.0,211000000.0,,1814000000.0,,192000000.0,736000000.0,30000000.0,2750000000.0,402000000.0,,-35000000.0,,,1814000000.0,1185000000.0,2279000000.0,,1784000000.0,,64000000.0,,,,491000000.0,-231000000.0,498000000.0,16000000.0,0.0,65000000.0,,,,,,,,,,,,,,,,,,,
851990400,,437000000.0,,,,,,,50000000.0,50000000.0,,,,,293000000.0,,77000000.0,15000000.0,3714000000.0,,,65957447.0,51000000.0,,,,,41000000.0,,-97000000.0,47000000.0,185000000.0,,0.0,-3736000000.0,,,,,137000000.0,7450000000.0,,,,,,,,37000000.0,,0.48,-27000000.0,,51000000.0,,,,,,,,,,,69000000.0,27000000.0,,,,2032000000.0,14000000.0,,,,173000000.0,,,,,12000000.0,,,,,,,,,,,,,,2244000000.0,,,-23000000.0,,2823000000.0,,104000000.0,-103000000.0,,,333000000.0,,,,,,,1198000000.0,,,3094000000.0,,3177000000.0,,,,,,,-37000000.0,64583333.0,,5338000000.0,-46000000.0,7362000000.0,31000000.0,,,,,,,4539000000.0,,36000000.0,,36000000.0,,688000000.0,,1160000000.0,,,,,228000000.0,,,,,801000000.0,27000000.0,2671000000.0,,,-28000000.0,,,1848000000.0,,,,1860000000.0,0.47,74000000.0,,,,,-125000000.0,506000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
859766400,,450000000.0,,,,,,,81000000.0,81000000.0,,,,,,,0.0,7000000.0,3693000000.0,,,66666667.0,14000000.0,,,,,42000000.0,,-88000000.0,80000000.0,297000000.0,,0.0,-3783000000.0,,,,,138000000.0,7476000000.0,,,,,,,,43000000.0,,0.03,31000000.0,,19000000.0,,,,,,,,,,,52000000.0,37000000.0,,,,2020000000.0,18000000.0,,,,165000000.0,,,,,2000000.0,,,,,,,,,,,,,,2354000000.0,,,-24000000.0,,2899000000.0,,113000000.0,-119000000.0,,,337000000.0,,,,,,,1183000000.0,,,3096000000.0,,2999000000.0,,,,,,,-21000000.0,66666667.0,,5450000000.0,-69000000.0,7441000000.0,2000000.0,,,,,,,4542000000.0,,7000000.0,,7000000.0,,711000000.0,,1073000000.0,,,,,263000000.0,,,,,804000000.0,9000000.0,2497000000.0,,,-2000000.0,,,1812000000.0,,,,1852000000.0,0.03,171000000.0,,,,,-68000000.0,502000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
867628800,,418000000.0,,,,,,,116000000.0,116000000.0,,,,,,,0.0,55000000.0,3268000000.0,,,77300613.0,174000000.0,,,,,42000000.0,,-81000000.0,-93000000.0,362000000.0,,0.0,-3207000000.0,,,,,150000000.0,6475000000.0,,,0.0,,,,,71000000.0,,1.69,35000000.0,,277000000.0,,,,,,,,,,,193000000.0,23000000.0,,,,1824000000.0,-4000000.0,,,,270000000.0,,,,,5000000.0,,,,,,,,,,,,,,2209000000.0,,,-21000000.0,,2747000000.0,,77000000.0,67000000.0,,,341000000.0,,,,,,,1259000000.0,,,2853000000.0,,3199000000.0,,,,,,,-102000000.0,74556213.0,,5062000000.0,196000000.0,7167000000.0,126000000.0,,,,,,,4420000000.0,,126000000.0,,119000000.0,,1002000000.0,,1091000000.0,,,,,212000000.0,,,,,763000000.0,27000000.0,2588000000.0,,,-37000000.0,,,1923000000.0,,,,1710000000.0,1.63,52000000.0,,,,,-149000000.0,611000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
875577600,4782000000.0,682000000.0,,120000000.0,3891000000.0,268000000.0,134000000.0,1288000000.0,268000000.0,268000000.0,3.8,2348000000.0,943000000.0,,,-565000000.0,0.0,40000000.0,3891000000.0,,,,88000000.0,,17000000.0,,7471000000.0,46000000.0,,-165000000.0,-599000000.0,93000000.0,,0.0,-3580000000.0,104000000.0,,,1580000000.0,120000000.0,7471000000.0,,,,,3000000.0,-559000000.0,1977000000.0,65000000.0,,,125000000.0,,941000000.0,-3580000000.0,,-431000000.0,,,,,76000000.0,3.67,,86000000.0,123000000.0,,,,2045000000.0,-25000000.0,,,,364000000.0,123000000.0,,0.0,,16000000.0,729000000.0,,164000000.0,,170000000.0,,,,-248000000.0,13208000000.0,,,,2261000000.0,,,-29000000.0,371000000.0,2995000000.0,,278000000.0,104000000.0,,,404000000.0,2045000000.0,3219000000.0,40000000.0,119000000.0,5480000000.0,268000000.0,1379000000.0,0.0,,3219000000.0,,4000000000.0,,268000000.0,,,192000000.0,-96000000.0,-88000000.0,,311000000.0,5480000000.0,776000000.0,7777000000.0,111000000.0,10860000000.0,,,279000000.0,93000000.0,857000000.0,4782000000.0,-97000000.0,111000000.0,771000000.0,48000000.0,,771000000.0,1405000000.0,1580000000.0,1639000000.0,2995000000.0,-51000000.0,7777000000.0,268000000.0,,2024000000.0,,269000000.0,729000000.0,58000000.0,3232000000.0,572000000.0,,-29000000.0,,,2024000000.0,1379000000.0,2261000000.0,,1639000000.0,,,,,,216000000.0,-217000000.0,768000000.0,35000000.0,0.0,71000000.0,,,,,,,,,,,,,,,,,,,
883526400,,464000000.0,,,,,,,70000000.0,70000000.0,,,,,,,268000000.0,39000000.0,4162000000.0,,,76470588.0,91000000.0,,,,,31000000.0,,-350000000.0,43000000.0,222000000.0,,0.0,-3652000000.0,,,,,127000000.0,7814000000.0,,,,,,,,199000000.0,,0.69,-198000000.0,,-3000000.0,,,,,,,,,,,77000000.0,58000000.0,,,,1915000000.0,16000000.0,,,,202000000.0,,,,,2000000.0,,,,,,,,,,,,,,2195000000.0,,,-23000000.0,,2770000000.0,,125000000.0,-196000000.0,,,339000000.0,,,,,,,1411000000.0,,,3191000000.0,,3296000000.0,,,,,,,-103000000.0,75362319.0,,5386000000.0,-353000000.0,7721000000.0,52000000.0,,,,,,,4951000000.0,,52000000.0,,52000000.0,,662000000.0,,1614000000.0,,,,,251000000.0,,,,,770000000.0,55000000.0,2755000000.0,,,16000000.0,,,2056000000.0,,,,1577000000.0,0.68,,,,,,-238000000.0,541000000.0,,0.0,,,,,,,,,,,,,,,,,,,,
