,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyCurrentAssets,annualAccountsPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,annualChangeInWorkingCapital,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualInvestmentsAndAdvances,annualPretaxIncome,annualNetIncomeContinuousOperations,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualBasicAverageShares,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,annualGoodwill,trailingChangeInInventory,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
883526400,8900000.0,,8500000.0,-1800000.0,-300000.0,15900000.0,700000.0,,,2200000.0,189600000.0,,,,0.8,,,3800000.0,-2000000.0,19022082.0,6900000.0,,29600000.0,96000000.0,307300000.0,,3800000.0,,23700000.0,-7500000.0,,,,,-7200000.0,189600000.0,,,25300000.0,15200000.0,323200000.0,,28300000.0,8400000.0,-3900000.0,19022082.0,20700000.0,8400000.0,41000000.0,,,,2900000.0,133600000.0,,8800000.0,,15900000.0,6900000.0,75000000.0,-7100000.0,8200000.0,96000000.0,4700000.0,8900000.0,8200000.0,3800000.0,4800000.0,-13700000.0,323200000.0,,10100000.0,,133600000.0,20700000.0,75000000.0,,,,,21900000.0,,,100000.0,4700000.0,,500000.0,18900000.0,307300000.0,13400000.0,81800000.0,4400000.0,1600000.0,,,,23900000.0,264200000.0,3800000.0,,15700000.0,9900000.0,,38400000.0,3800000.0,3800000.0,264200000.0,,1500000.0,,,379100000.0,,,-6600000.0,,1000000.0,,-114900000.0,900000.0,-900000.0,41000000.0,,,,11900000.0,,379100000.0,,-24200000.0,,52200000.0,,-114900000.0,,-11900000.0,,2700000.0,,-31700000.0,1900000.0,,,,0.8,,,5500000.0,0.0,,-2100000.0,,21900000.0,,,,,-300000.0,700000.0,8500000.0,7700000.0,8400000.0,-8100000.0,,,,500000.0,-300000.0,0.0,,5700000.0,,,110100000.0,9900000.0,,,,,,,,,,,,,,,,,,,,,,
891302400,9086000.0,,,-1855000.0,,11992000.0,,,,,,,,,,,,,,,,,,95625000.0,309294000.0,,,,19336000.0,,,,,0.01332,,189664000.0,,,,,321286000.0,,,1526000.0,-1834000.0,,,1526000.0,,,,,1526000.0,,,,,,923000.0,,43000.0,7822000.0,,10096000.0,,,973000.0,3999000.0,-6865000.0,,,,,131622000.0,,75000000.0,,114246744.0,0.01332,,23418000.0,,,120000.0,,,,15337000.0,,11637000.0,,2539000.0,,,2064000.0,,,,,,3832000.0,9907000.0,,,973000.0,973000.0,268204000.0,,1013000.0,,,,,,-6908000.0,,1575000.0,,-117503000.0,787000.0,-1068000.0,34428000.0,,,,,,385707000.0,,,,,,,,-2859000.0,,5074000.0,,,,,,,,,,3700000.0,0.0,,1940000.0,,,,114246744.0,,,-790000.0,1264000.0,6855000.0,6098000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,14772000.0,,,-1854000.0,,14986000.0,,,,,,,,,,,,,,,,,,98961000.0,315550000.0,,,,25508000.0,,,,,0.04551,,196836000.0,,,,,330536000.0,,,5190000.0,-3383000.0,,,5190000.0,,,,,5190000.0,,,,,,1019000.0,,41000.0,12497000.0,,13772000.0,,,195000.0,6758000.0,-8563000.0,,,,,133700000.0,,75000000.0,,114246744.0,0.04551,,23849000.0,,,142000.0,,,,18750000.0,,10017000.0,,7602000.0,,,,,,,,,973000.0,9907000.0,,,195000.0,195000.0,276552000.0,,2412000.0,,,,,,-11677000.0,,1567000.0,,-120054000.0,1345000.0,-509000.0,32363000.0,,,,,,396606000.0,,,,,,,,-778000.0,,8294000.0,,,,,,,,,,8733000.0,0.0,,1904000.0,,,,114246744.0,,,431000.0,2275000.0,5597000.0,11131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,22884000.0,,,-1855000.0,,19258000.0,,,,,,,,,,,,,,,,,,102913000.0,322793000.0,,,,35821000.0,,,,,0.050783,,206021000.0,,,,,342051000.0,,,5807000.0,-4632000.0,,,5807000.0,,,,,5807000.0,,,,,,1360000.0,,-179000.0,14683000.0,,17484000.0,,,414000.0,10515000.0,-12449000.0,,,,,136030000.0,,75000000.0,,114246744.0,0.050783,,22897000.0,,,88000.0,,,,25306000.0,,14415000.0,,9730000.0,,,,,,,,,195000.0,9907000.0,,,414000.0,414000.0,286261000.0,,3923000.0,,,,,,-12270000.0,4700000.0,1543000.0,,-122324000.0,2185000.0,5030000.0,29921000.0,,,,,,408585000.0,,,,,,,,219000.0,,7638000.0,,,,,,,,,,10891000.0,4700000.0,,391000.0,,,,114246744.0,,,-952000.0,3501000.0,3975000.0,13283000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,11754000.0,,9612000.0,-1855000.0,-11782000.0,21225000.0,2163000.0,,,,216231000.0,,,,0.841667,,,8066000.0,1303000.0,114246744.0,812000.0,,30161000.0,104553000.0,338155000.0,,8066000.0,,25345000.0,-485000.0,,,,,-7419000.0,216231000.0,,,25703000.0,16018000.0,359380000.0,,27383000.0,3495000.0,-1933000.0,19019034.0,16018000.0,3495000.0,39240000.0,,,,3495000.0,143149000.0,,,-158000.0,21225000.0,812000.0,90000000.0,-390000.0,9591000.0,104553000.0,5407000.0,11754000.0,9591000.0,8066000.0,6110000.0,-8251000.0,359380000.0,,9685000.0,,143149000.0,16018000.0,90000000.0,,,,,25541000.0,,,-355000.0,5407000.0,,437000.0,19235000.0,338155000.0,12399000.0,78627000.0,5832000.0,-6000.0,,,,26934000.0,291778000.0,8066000.0,,414000.0,9899000.0,,39755000.0,8066000.0,8066000.0,291778000.0,,2337000.0,,,414587000.0,,,-7861000.0,,943000.0,,-122809000.0,1688000.0,9975000.0,39240000.0,,,,3832000.0,,414587000.0,,-38716000.0,,48466000.0,,-122809000.0,,7652000.0,,5928000.0,,-36128000.0,1648000.0,,,,0.841667,,,6836000.0,0.0,,-2932000.0,,25541000.0,,,,,2959000.0,2163000.0,9612000.0,9242000.0,6005000.0,4234000.0,,,,437000.0,13428000.0,0.0,,5629000.0,,,106010000.0,9899000.0,,,,,,,,,,,,,,,,,,,,,,
922838400,13771000.0,,,-1898000.0,,12522000.0,,,,,,,,,,,,,,,,,,104436000.0,335263000.0,,,,21067000.0,,,,,0.016095,,216286000.0,,,,,347785000.0,,,1781000.0,-2405000.0,,,1781000.0,,,,,1781000.0,,,,,,981000.0,,-128000.0,9386000.0,,10948000.0,,,593000.0,4492000.0,-7557000.0,,,,,131499000.0,,90000000.0,,111135132.0,0.016095,,25059000.0,,,131000.0,,,,16575000.0,,12233000.0,,2965000.0,,,1978000.0,,,,,,8066000.0,9516000.0,,,593000.0,593000.0,296414000.0,,1184000.0,,,,,,-7429000.0,3200000.0,1806000.0,,-125304000.0,869000.0,-4940000.0,31730000.0,,,,,,421718000.0,,,,,,,,-7473000.0,,5024000.0,-7111000.0,,,,,,,,,4342000.0,3200000.0,,3411000.0,,,,111135132.0,,,-2731000.0,1185000.0,5191000.0,6905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,19964000.0,,,-1827000.0,,20149000.0,,,,,,,,,,,,,,,,,,106684000.0,340902000.0,,,,30188000.0,,,,,0.037185,,226249000.0,,,,,361051000.0,,,4075000.0,1199000.0,,,4075000.0,,,,,4075000.0,,,,,,1123000.0,,-91000.0,15493000.0,,16424000.0,,,2602000.0,8092000.0,-6754000.0,,,,,134802000.0,,90000000.0,,109735032.0,0.037185,,25817000.0,,,99000.0,,,,22096000.0,,13803000.0,,6820000.0,,,,,,,,,593000.0,9516000.0,,,2602000.0,2602000.0,300247000.0,,2745000.0,,,,,,-6663000.0,2900000.0,1870000.0,,-127894000.0,3028000.0,901000.0,33546000.0,,,,,,428141000.0,,,,,,,,2009000.0,,7862000.0,0.0,,,,,,,,,8293000.0,2900000.0,,476000.0,,,,109735032.0,,,758000.0,1571000.0,6246000.0,10846000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,19203000.0,,,-1827000.0,,20223000.0,,,,,,,,,,,,,,,,,,110266000.0,347804000.0,,,,37661000.0,,,,,0.049395,,228832000.0,,,,,368027000.0,,,5409000.0,-2365000.0,,,5409000.0,,,,,5409000.0,,,,,,1409000.0,,-76000.0,14930000.0,,17740000.0,,,1074000.0,11313000.0,-8637000.0,,,,,139195000.0,,90000000.0,,109735032.0,0.049395,,26452000.0,,,176000.0,,,,26348000.0,,15901000.0,,9066000.0,,,,,,,,,2602000.0,9516000.0,,,1074000.0,1074000.0,305964000.0,,3657000.0,,,,,,-8561000.0,2900000.0,1855000.0,,-130418000.0,2740000.0,913000.0,34744000.0,,,,,,436382000.0,,,,,,,,-1528000.0,,6196000.0,0.0,,,,,,,,,10447000.0,2900000.0,,-2405000.0,,,,109735032.0,,,635000.0,1373000.0,7057000.0,13005000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,16842000.0,,8963000.0,-1827000.0,-8782000.0,13800000.0,476000.0,,,,228533000.0,,,,0.866667,,,124000.0,-288000.0,110207496.0,714000.0,,30089000.0,113058000.0,358627000.0,,124000.0,,28085000.0,-1233000.0,,,,,-7379000.0,228533000.0,3300000.0,,24758000.0,15884000.0,372427000.0,,31743000.0,4620000.0,-5211000.0,18329880.0,15884000.0,4620000.0,38969000.0,,,,4620000.0,143894000.0,,,-7111000.0,13800000.0,714000.0,90000000.0,-938000.0,13066000.0,113058000.0,6073000.0,16842000.0,13066000.0,124000.0,7844000.0,-5417000.0,372427000.0,,8874000.0,,143894000.0,15884000.0,90000000.0,,,,,25947000.0,,,-379000.0,6073000.0,,382000.0,20241000.0,358627000.0,13233000.0,85258000.0,5908000.0,28000.0,,,,23580000.0,312567000.0,124000.0,,1074000.0,9516000.0,,40324000.0,124000.0,124000.0,312567000.0,,1288000.0,,,442395000.0,,,-9709000.0,3300000.0,1019000.0,,-129828000.0,1396000.0,-31000.0,38969000.0,,,,8066000.0,,442395000.0,,-32362000.0,,55169000.0,,-129828000.0,,-950000.0,,4498000.0,0.0,-28365000.0,813000.0,,,,0.866667,,,7008000.0,3300000.0,,-1770000.0,,25947000.0,,,,,2151000.0,476000.0,8963000.0,9569000.0,8033000.0,-7942000.0,,,,382000.0,-3157000.0,3300000.0,,6552000.0,,,117001000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
954460800,18751000.0,,,-1873000.0,,13650000.0,,,,,,,,,,,,,,,,,,112512000.0,353790000.0,,,,23537000.0,,,,,0.073333,,228959000.0,,,,,367440000.0,,,1327000.0,-1243000.0,,,1327000.0,,,,,1327000.0,,,,,,1022000.0,,-176000.0,12083000.0,,11778000.0,,,850000.0,5362000.0,-6869000.0,,,,,138481000.0,,90000000.0,,18270000.0,0.073333,,24513000.0,,,89000.0,,,,18175000.0,,14483000.0,,2201000.0,,,1893000.0,,,,,,124000.0,9516000.0,,,850000.0,850000.0,316070000.0,,874000.0,,,,,,-6693000.0,5100000.0,1882000.0,,-132413000.0,2218000.0,2145000.0,30642000.0,,,,,,448483000.0,,,,,,,,726000.0,,5450000.0,,,,,,,,,,3692000.0,5100000.0,,4801000.0,,,,18270000.0,,,-3639000.0,1568000.0,4096000.0,6653000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,24424000.0,,,-1872000.0,,18959000.0,,,,,,,,,,,,,,,,,,113362000.0,360054000.0,,,,33064000.0,,,,,0.148333,,238749000.0,,,,,379013000.0,,,2722000.0,-4288000.0,,,2722000.0,,,,,2722000.0,,,,,,1296000.0,,-157000.0,16732000.0,,17288000.0,,,375000.0,9174000.0,-7840000.0,,,,,140264000.0,,90000000.0,,18350562.0,0.148333,,24854000.0,,,22000.0,,,,23890000.0,,17407000.0,,4949000.0,,,,,,,,,850000.0,9516000.0,,,375000.0,375000.0,320546000.0,,2227000.0,,,,,,-7683000.0,7400000.0,1858000.0,,-134984000.0,3542000.0,3970000.0,32449000.0,,,,,,455530000.0,,,,,,,,-475000.0,,3395000.0,,,,,,,,,,6483000.0,7400000.0,,-2630000.0,,,,18350562.0,,,341000.0,292000.0,5029000.0,9445000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,28534000.0,,,-1873000.0,,21641000.0,,,,,,,,,,,,,,,,,,116449000.0,368409000.0,,,,39181000.0,,,,,0.271667,,245077000.0,,,,,390050000.0,,,4960000.0,1375000.0,,,4960000.0,,,,,4960000.0,,,,,,1697000.0,,-85000.0,18648000.0,,18315000.0,,,1629000.0,11831000.0,-9267000.0,,,,,144973000.0,,90000000.0,,18257669.0,0.271667,,26149000.0,,,173000.0,,,,27350000.0,,17509000.0,,8417000.0,,,,,,,,,375000.0,9516000.0,,,1629000.0,1629000.0,326374000.0,,3457000.0,,,,,,-9182000.0,8300000.0,1899000.0,,-137398000.0,937000.0,-36000.0,34993000.0,,,,,,463772000.0,,,,,,,,1254000.0,,10557000.0,,,,,,,,,,9841000.0,8300000.0,,1340000.0,,,,18257669.0,,,1295000.0,1586000.0,6651000.0,12803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,26742000.0,,6220000.0,-1873000.0,-9731000.0,15252000.0,351000.0,,,,247605000.0,,,,0.583333,,,783000.0,3060000.0,18270882.0,914000.0,,23720000.0,116232000.0,376678000.0,,783000.0,,27375000.0,-678000.0,,,,,-7491000.0,247605000.0,11200000.0,,18074000.0,10665000.0,391930000.0,,33830000.0,1656000.0,-5575000.0,18270882.0,10665000.0,1656000.0,36118000.0,,,,1656000.0,144325000.0,,,,15252000.0,914000.0,90000000.0,-260000.0,15191000.0,116232000.0,6425000.0,26742000.0,15191000.0,783000.0,7462000.0,-10467000.0,391930000.0,,7409000.0,,144325000.0,10665000.0,90000000.0,,,,,22563000.0,,,-706000.0,6425000.0,,430000.0,19913000.0,376678000.0,16209000.0,89327000.0,2507000.0,-422000.0,,,,24034000.0,333475000.0,783000.0,,1629000.0,9516000.0,,35567000.0,783000.0,783000.0,333475000.0,,851000.0,,,472871000.0,,,-10207000.0,11200000.0,794000.0,,-139396000.0,3962000.0,4989000.0,36118000.0,,,,124000.0,,472871000.0,,-33765000.0,,65607000.0,,-139396000.0,,-846000.0,,4632000.0,,-34443000.0,-1538000.0,,,,0.583333,,,3704000.0,11200000.0,,-451000.0,,22563000.0,,,,,465000.0,351000.0,6220000.0,6666000.0,10659000.0,659000.0,,,,430000.0,11068000.0,11200000.0,,6434000.0,,,123157000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
985996800,29311000.0,,,-1873000.0,,15258000.0,,,,,,,,,,,,,,,,,,115037000.0,384171000.0,,,,24245000.0,,,,,0.036667,,255261000.0,,,,,399429000.0,,,678000.0,-4596000.0,,,678000.0,,,,,678000.0,,,,,,1171000.0,,20000.0,8966000.0,,12817000.0,,,1270000.0,6505000.0,-9377000.0,,,,,144168000.0,,90000000.0,,18270000.0,0.036667,,27033000.0,,,198000.0,,,,17740000.0,,15202000.0,,1004000.0,,,1808000.0,,,,,,783000.0,9516000.0,,,1270000.0,1270000.0,339167000.0,,326000.0,,,,,,-9397000.0,15400000.0,2039000.0,,-142817000.0,2736000.0,5063000.0,37935000.0,,,,,,481984000.0,,,,,,,,487000.0,,4801000.0,,,,,,,,,,2538000.0,15400000.0,,-1495000.0,,,,18270000.0,,,2320000.0,4945000.0,7258000.0,5836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,38432000.0,,,-1987000.0,,22515000.0,,,,,,,,,,,,,,,,,,117220000.0,389020000.0,,,,36364000.0,,,,,0.228333,,267098000.0,,,,,411535000.0,,,4170000.0,-6218000.0,,,4170000.0,,,,,4170000.0,,,,,,1187000.0,,-114000.0,16893000.0,,20460000.0,,,868000.0,9181000.0,-11561000.0,,,,,144437000.0,,90000000.0,,18270882.0,0.228333,,26113000.0,,,165000.0,,,,27183000.0,,19296000.0,,6342000.0,,,,,,,,,1270000.0,9516000.0,,,868000.0,868000.0,347038000.0,,2172000.0,,,,,,-11447000.0,18700000.0,2017000.0,,-145790000.0,4617000.0,5930000.0,34926000.0,,,,,,492828000.0,,,,,,,,-402000.0,,5229000.0,,,,,,,,,,7887000.0,18700000.0,,793000.0,,,,18270882.0,,,-3044000.0,2839000.0,5344000.0,11197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,26420000.0,,,-1987000.0,,25416000.0,,,,,,,,,,,,,,,,,,121628000.0,406147000.0,,,,44182000.0,,,,,0.35,,281842000.0,,,,,431563000.0,,,6395000.0,-4108000.0,,,6395000.0,,,,,6395000.0,,,,,,14253000.0,,-206000.0,20790000.0,,9065000.0,,,2098000.0,13821000.0,-19312000.0,,,,,149721000.0,,110000000.0,,18271429.0,0.35,,26753000.0,,,166000.0,,,,30361000.0,,18899000.0,,9910000.0,,,,,,,,,868000.0,9516000.0,,,2098000.0,2098000.0,362674000.0,,3515000.0,,,,,,-19106000.0,,2025000.0,,-148339000.0,6231000.0,5544000.0,36435000.0,,,,,,511013000.0,,,,,,,,1230000.0,,14998000.0,,,,,,,,,,11462000.0,0.0,,2519000.0,,,,18271429.0,,,2764000.0,5630000.0,6220000.0,14782000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,24159000.0,,5066000.0,-1987000.0,-22548000.0,20427000.0,422000.0,,,,281663000.0,,,,0.766667,,,5021000.0,-3796000.0,18270882.0,850000.0,,27218000.0,122415000.0,410590000.0,,5021000.0,,31292000.0,-1302000.0,,,,,-7834000.0,281663000.0,11500000.0,,20254000.0,12863000.0,431017000.0,,41314000.0,1620000.0,-7626000.0,18270882.0,12863000.0,1620000.0,35464000.0,,,,1620000.0,149354000.0,,,,20427000.0,850000.0,110000000.0,-1002000.0,12237000.0,122415000.0,7098000.0,24159000.0,12237000.0,5021000.0,9750000.0,-9054000.0,431017000.0,,7391000.0,,149354000.0,12863000.0,110000000.0,,,,,24611000.0,,,-1983000.0,7098000.0,,458000.0,21542000.0,410590000.0,16211000.0,94769000.0,2998000.0,-1453000.0,,,,25454000.0,367815000.0,5021000.0,,2098000.0,9516000.0,,40458000.0,5021000.0,5021000.0,367815000.0,,1378000.0,,,517536000.0,,,-8052000.0,11500000.0,656000.0,,-149721000.0,2038000.0,11551000.0,35464000.0,,,,783000.0,,517536000.0,,-48002000.0,,67551000.0,,-149721000.0,,2923000.0,,426000.0,,-49304000.0,1993000.0,,,,0.766667,,,5331000.0,11500000.0,,-5613000.0,,24611000.0,,,,,-47000.0,422000.0,5066000.0,8643000.0,15622000.0,4238000.0,,,,458000.0,28088000.0,11500000.0,,6737000.0,,,136083000.0,9516000.0,,,,,,,,,,,,,,,,,,,,,,
1017532800,24593000.0,,,-2101000.0,,17945000.0,,,,,,,,,,,,,,,,,,122063000.0,418743000.0,,,,27718000.0,,,,,0.095,,287783000.0,,,,,436688000.0,,,1749000.0,-1234000.0,,,1749000.0,,,,,1749000.0,,,,,,1113000.0,,-108000.0,13879000.0,,14793000.0,,,2039000.0,7027000.0,-11913000.0,,,,,148905000.0,,110000000.0,,18410526.0,0.095,,26746000.0,,,260000.0,,,,20691000.0,,16217000.0,,2851000.0,,,1744000.0,,,,,,5021000.0,9516000.0,,,2039000.0,2039000.0,375728000.0,,1102000.0,,,,,,-11805000.0,6300000.0,2191000.0,,-153280000.0,5661000.0,-1640000.0,35641000.0,,,,,,529008000.0,,,,,,,,-2982000.0,,10571000.0,,,,,,,,,,4474000.0,6300000.0,,5276000.0,,,,18410526.0,,,40000.0,4414000.0,4969000.0,7980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,32194000.0,,,-2101000.0,,25634000.0,,,,,,,,,,,,,,,,,,123952000.0,423945000.0,,,,38696000.0,,,,,0.218333,,299045000.0,,,,,449579000.0,,,3991000.0,-2385000.0,,,3991000.0,,,,,3991000.0,,,,,,1286000.0,,-171000.0,19397000.0,,20863000.0,,,3485000.0,12467000.0,-9100000.0,,,,,150534000.0,,110000000.0,,18279389.0,0.218333,,26623000.0,,,161000.0,,,,26229000.0,,17870000.0,,6630000.0,,,,,,,,,2039000.0,9516000.0,,,3485000.0,3485000.0,380866000.0,,2639000.0,,,,,,-8929000.0,8650000.0,2198000.0,,-156828000.0,3753000.0,4002000.0,35696000.0,,,,,,537694000.0,,,,,,,,1446000.0,,6544000.0,,,,,,,,,,8359000.0,8650000.0,,-820000.0,,,,18279389.0,,,-123000.0,4147000.0,4709000.0,11855000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,35417000.0,,,-2101000.0,,25564000.0,,,,,,,,,,,,,,,,,,127628000.0,433927000.0,,,,46153000.0,,,,,0.316667,,305068000.0,,,,,459491000.0,,,5776000.0,-4130000.0,,,5776000.0,,,,,5776000.0,,,,,,1893000.0,,-401000.0,19729000.0,,23033000.0,,,638000.0,15176000.0,-13301000.0,,,,,154423000.0,,110000000.0,,18240000.0,0.316667,,27026000.0,,,158000.0,,,,30977000.0,,19649000.0,,9707000.0,,,,,,,,,3485000.0,9516000.0,,,638000.0,638000.0,390179000.0,,3931000.0,,,,,,-12900000.0,10050000.0,2087000.0,,-159675000.0,2385000.0,1684000.0,36362000.0,,,,,,549854000.0,,,,,,,,-2847000.0,,8770000.0,,,,,,,,,,11328000.0,10050000.0,,-914000.0,,,,18240000.0,,,403000.0,5638000.0,4922000.0,14833000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
