date,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1993-09-30,,,,,,,,,,,,6810000000.0,0.0,6810000000.0,1457000000.0,,,32000000.0,495000000.0,,,,749000000.0,-20691000000.0,-1746000000.0,,1840000000.0,,410000000.0,,,,,,1335000000.0,,,,,,,,43434000000.0,2604000000.0,,66485000000.0,,,,0.4,,,,-2339000000.0,2106000000.0,14229000000.0,,,201000000.0,,8606000000.0,,,,,,977500000.0,,,,22743000000.0,,,,,,,,,2933000000.0,,,,,,,,,,35773000000.0,,,,-269000000.0,23584000000.0,827000000.0,,,,,1314000000.0,,,,,1495000000.0,,,,,,,,10624000000.0,154429000000.0,,159524000000.0,,,,24498000000.0,,,,-151071000000.0,,,,858000000.0,,178013000000.0,,,391000000.0,,,195297000000.0,,,,,136781000000.0,463000000.0,463000000.0,,,31221000000.0,,,,,17823000000.0,80280000000.0,5565000000.0,,-5323000000.0,260000000.0,0.0,,,,20070000000.0,,,,,,,,,17284000000.0,3390000000.0,,,977500000.0,,0.4,119818000000.0,,2322000000.0,4428000000.0,,,,,,,,,,,,,,,,
1993-12-31,,,176456000000.0,,23059000000.0,690000000.0,8222000000.0,,14007000000.0,20157000000.0,13666000000.0,8222000000.0,0.0,8222000000.0,1458000000.0,,,280000000.0,999000000.0,,,43750000000.0,56992000000.0,-20691000000.0,-2036000000.0,,1780000000.0,,4796000000.0,42953000000.0,,6686000000.0,,,-3322000000.0,,,9555000000.0,,,3376000000.0,,43750000000.0,2396000000.0,,-70768000000.0,,-23457000000.0,,,-6814000000.0,-20691000000.0,2.27,1412000000.0,2664000000.0,12951000000.0,,,394000000.0,,10650000000.0,,,,,,,,,,23059000000.0,,,10944000000.0,-3123000000.0,,12951000000.0,,5538000000.0,3521000000.0,,1536000000.0,-114234000000.0,,1458000000.0,108521000000.0,,,7289000000.0,22482000000.0,769000000.0,7193000000.0,,-272000000.0,80593000000.0,857000000.0,,,10650000000.0,181906000000.0,820000000.0,101313000000.0,,,,1824000000.0,,2.1,,,5586000000.0,10602000000.0,0.0,11071000000.0,101313000000.0,987224670.0,176456000000.0,,,-17646000000.0,27841000000.0,,8222000000.0,,83417000000.0,2529000000.0,88364000000.0,3879000000.0,360000000.0,,181906000000.0,2529000000.0,56992000000.0,647000000.0,,,198938000000.0,-1086000000.0,153397000000.0,,114353000000.0,153397000000.0,719000000.0,719000000.0,6491000000.0,22482000000.0,42953000000.0,54984000000.0,17032000000.0,8414000000.0,,5586000000.0,-16345000000.0,5538000000.0,11071000000.0,-5577000000.0,133000000.0,0.0,,198938000000.0,,22496000000.0,1350000000.0,1067142857.0,3064000000.0,2241000000.0,,,80593000000.0,,17032000000.0,3376000000.0,,,,,,54984000000.0,,2681000000.0,5345000000.0,,,,,,,,,,,,,,,,
1994-03-31,,,,,,,,,,,,7263000000.0,8222000000.0,7263000000.0,1562000000.0,,,825000000.0,1729000000.0,,,,835000000.0,-22738000000.0,-1700000000.0,,1774000000.0,,4177000000.0,,,,,,241000000.0,,,,,,,,46430000000.0,4157000000.0,,43988000000.0,,,,0.83,,,,-959000000.0,3820000000.0,13404000000.0,,,84000000.0,,9953000000.0,,,,,,1002409639.0,,,,23692000000.0,,,,,,,,,4723000000.0,,,,,,,,,,26749000000.0,,,,-272000000.0,24192000000.0,903000000.0,,,,,2350000000.0,,,,,1503000000.0,,,,,,,,11704000000.0,156046000000.0,,171684000000.0,,,,30402000000.0,,,,-51279000000.0,,,,2457000000.0,,180238000000.0,,,832000000.0,,,198433000000.0,,,,,147992000000.0,904000000.0,904000000.0,,,36093000000.0,,,,,10085000000.0,-294000000.0,5976000000.0,,-9285000000.0,-280000000.0,0.0,,,,24176000000.0,,,,,,,,,18195000000.0,3573000000.0,,,1002409639.0,,0.83,116380000000.0,,2406000000.0,6226000000.0,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,,,,10856000000.0,0.0,10856000000.0,1466000000.0,,,1161000000.0,2872000000.0,,,,156000000.0,-22738000000.0,-1901000000.0,,1831000000.0,,5940000000.0,,,,,,-145000000.0,,,,,,,,47416000000.0,7410000000.0,,-37506000000.0,,,,1.44,,,,3593000000.0,4534000000.0,14952000000.0,,,211000000.0,,10373000000.0,,,,,,1138194444.0,,,,24678000000.0,,,,,,,,,5731000000.0,,,,,,,,,,29915000000.0,,,,-297000000.0,25481000000.0,1197000000.0,,,,,4502000000.0,,,,,1821000000.0,,,,,,,,13117000000.0,164710000000.0,,180164000000.0,,,,33772000000.0,,,,44771000000.0,,,,5509000000.0,,190191000000.0,,,1639000000.0,,,210079000000.0,,,,,155486000000.0,1711000000.0,1711000000.0,,,36204000000.0,,,,,10982000000.0,-15624000000.0,5704000000.0,,-10260000000.0,205000000.0,0.0,,,,26220000000.0,,,,,,,,,19888000000.0,3761000000.0,,,1005521472.0,,1.63,124745000000.0,,3018000000.0,7552000000.0,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,,,9235000000.0,0.0,9235000000.0,1659000000.0,,,737000000.0,1861000000.0,,,,96000000.0,-22738000000.0,-2477000000.0,,1964000000.0,,2195000000.0,,,,,,304000000.0,,0.0,,,,,,48727000000.0,3219000000.0,,2740000000.0,,,,0.94,,,,-1621000000.0,3650000000.0,15521000000.0,,,282000000.0,,10954000000.0,,,,,,1119148936.0,,,,25989000000.0,,,,,,,,,5040000000.0,,,,,,,,,,30333000000.0,,,,-300000000.0,26571000000.0,1390000000.0,,,,,,,,,,1592000000.0,,,,,,,,13941000000.0,166604000000.0,,184486000000.0,,,,30622000000.0,,,,-3123000000.0,,,,742000000.0,,193175000000.0,,,1052000000.0,,,214819000000.0,,,,,158497000000.0,1124000000.0,1124000000.0,,,36511000000.0,,,,,12152000000.0,-4290000000.0,6394000000.0,,-7150000000.0,210000000.0,0.0,,,,23990000000.0,,,,,,,,,21644000000.0,3900000000.0,,,1011538462.0,,1.04,126193000000.0,,2982000000.0,6632000000.0,,,,,,,,,,,,,,,,
1994-12-31,,,190752000000.0,,27048000000.0,-6350000000.0,13822000000.0,,16629000000.0,25236000000.0,18846000000.0,13822000000.0,0.0,6220000000.0,2898000000.0,,,606000000.0,2327000000.0,-894000000.0,,,155000000.0,,-3392000000.0,,-4848000000.0,,5260000000.0,26795000000.0,,8222000000.0,-485000000.0,,-9000000.0,189000000.0,0.0,10041000000.0,,316000000.0,3906000000.0,316000000.0,,1843000000.0,,938000000.0,,-36766000000.0,,,-9470000000.0,,3.16359,-3015000000.0,3191000000.0,0.0,,,138000000.0,,10777000000.0,,,,,7669000000.0,,,7669000000.0,,27048000000.0,,,17572000000.0,391000000.0,,0.0,,6487000000.0,3352000000.0,,-2002000000.0,-11100000000.0,-14163000000.0,2898000000.0,128439000000.0,,,721000000.0,28602000000.0,715000000.0,7159000000.0,189000000.0,-336000000.0,27832000000.0,5846000000.0,,7602000000.0,10777000000.0,197695000000.0,,169863000000.0,,,,215000000.0,4036000000.0,2.826225,,7602000000.0,2006000000.0,15195000000.0,6220000000.0,15174000000.0,169863000000.0,1586710000.0,190752000000.0,,,-26586000000.0,33643000000.0,,6220000000.0,,-1469000000.0,5460000000.0,103203000000.0,8789000000.0,-1549000000.0,,197695000000.0,5308000000.0,155000000.0,1498000000.0,,9659000000.0,219354000000.0,-1205000000.0,19543000000.0,,10160000000.0,19543000000.0,1569000000.0,1721000000.0,5131000000.0,28602000000.0,26795000000.0,130816000000.0,21659000000.0,-3867000000.0,-145000000.0,2006000000.0,-6378000000.0,6487000000.0,15174000000.0,-10071000000.0,-6485000000.0,6220000000.0,,219354000000.0,11599000000.0,28817000000.0,3329000000.0,1586710000.0,9336000000.0,5021000000.0,,,27832000000.0,11599000000.0,21659000000.0,3906000000.0,,,,,,130816000000.0,9659000000.0,1635000000.0,4826000000.0,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,,,,,,11728000000.0,6220000000.0,11728000000.0,1875000000.0,,,988000000.0,2538000000.0,,,,341000000.0,-22738000000.0,-2198000000.0,,2333000000.0,,5981000000.0,,,,,,370000000.0,,,,,,,,51166000000.0,11547000000.0,,45414000000.0,,,,1.28,,,,5508000000.0,5107000000.0,15777000000.0,,,,,14740000000.0,,,,,,1502111371.0,,,,28428000000.0,,,,,,,,,6628000000.0,,,,,,,,,,30786000000.0,,,,-338000000.0,30858000000.0,1521000000.0,,,,,8476000000.0,,,,,1214000000.0,,,,,,,,16386000000.0,175740000000.0,,201239000000.0,,,,34783000000.0,,,,-54008000000.0,,,,9349000000.0,,206598000000.0,,,1478000000.0,,,232025000000.0,,,,,172811000000.0,1550000000.0,1550000000.0,,,33793000000.0,,,,,8622000000.0,-1569000000.0,7331000000.0,,-12361000000.0,-195000000.0,0.0,,,,26941000000.0,,,,,,,,,25427000000.0,4473000000.0,,,1502111371.0,,1.44,137474000000.0,,2735000000.0,7842000000.0,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,,10626000000.0,0.0,10626000000.0,1976000000.0,,,1053000000.0,2625000000.0,,,,796000000.0,-22738000000.0,-3793000000.0,,2518000000.0,,6184000000.0,,,,,,840000000.0,,,,,,,,51938000000.0,3149000000.0,,-6929000000.0,,,,1.3,,,,-1102000000.0,4967000000.0,13921000000.0,,,,,16033000000.0,,,,,,1634032810.0,,,,29200000000.0,,,,,,,,,6567000000.0,,,,,,,,,,38415000000.0,,,,-391000000.0,30750000000.0,1600000000.0,,,,,-23000000.0,,,,,2027000000.0,,,,,,,,17567000000.0,181842000000.0,,201393000000.0,,,,36389000000.0,,,,-1386000000.0,,,,-644000000.0,,212592000000.0,,,1503000000.0,,,239808000000.0,,,,,172193000000.0,1572000000.0,1572000000.0,,,34548000000.0,,,,,17848000000.0,1639000000.0,6841000000.0,,-10469000000.0,235000000.0,0.0,,,,27795000000.0,,,,,,,,,27216000000.0,4728000000.0,,,1634032810.0,,1.46,142566000000.0,,3627000000.0,8594000000.0,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,,,,8564000000.0,0.0,8564000000.0,,,,157000000.0,514000000.0,,,,793000000.0,-22738000000.0,-436000000.0,,2588000000.0,,-761000000.0,,,,,,1163000000.0,,,,,,,,52710000000.0,3509000000.0,,16523000000.0,,,,0.28,,,,-2062000000.0,3169000000.0,13601000000.0,,,108000000.0,,12631000000.0,,,,,,1712963768.0,,,,29972000000.0,,,,,,,,,4884000000.0,,,,,,,,,,29095000000.0,,,,-391000000.0,27025000000.0,1715000000.0,,,,,1437000000.0,,,,,1853000000.0,,,,,,,,17533000000.0,184620000000.0,,209481000000.0,,,,31418000000.0,,,,50599000000.0,,,,3073000000.0,,211645000000.0,,,302000000.0,,,238576000000.0,,,,,179509000000.0,357000000.0,357000000.0,,,37771000000.0,,,,,10517000000.0,-71236000000.0,6845000000.0,,-4550000000.0,-19000000.0,0.0,,,,24681000000.0,,,,,,,,,24955000000.0,4901000000.0,,,1712963768.0,,0.28,141948000000.0,,3568000000.0,6737000000.0,,,,,,,,,,,,,,,,
1995-12-31,,,213312000000.0,,31273000000.0,-7471000000.0,15096000000.0,,21171000000.0,26542000000.0,19046000000.0,15096000000.0,0.0,8440000000.0,1160000000.0,,,181000000.0,1028000000.0,-46000000.0,,,1832000000.0,,-4029000000.0,,-6817000000.0,,5073000000.0,25677000000.0,,6220000000.0,0.0,,-1848000000.0,594000000.0,,12544000000.0,,316000000.0,5017000000.0,316000000.0,,2966000000.0,,-49631000000.0,,-35507000000.0,,,-10456000000.0,,2.278803,-203000000.0,1177000000.0,0.0,,,275000000.0,,11260000000.0,,,,,6116000000.0,,129000000.0,6116000000.0,,31273000000.0,,,16477000000.0,525000000.0,,0.0,,7162000000.0,1389000000.0,,2141000000.0,-6325000000.0,-11666000000.0,1160000000.0,137137000000.0,,,622000000.0,29971000000.0,601000000.0,10715000000.0,594000000.0,-439000000.0,34252000000.0,6883000000.0,,6656000000.0,11260000000.0,218736000000.0,-9616000000.0,184484000000.0,,,,289000000.0,2274000000.0,2.119669,,6656000000.0,1483000000.0,13998000000.0,8440000000.0,17688000000.0,184484000000.0,1682541000.0,213312000000.0,,,-24103000000.0,34547000000.0,,8440000000.0,,-1530000000.0,4326000000.0,110595000000.0,6705000000.0,-1063000000.0,,218736000000.0,4139000000.0,1832000000.0,556000000.0,,6801000000.0,243283000000.0,-1559000000.0,20742000000.0,,5377000000.0,20742000000.0,660000000.0,847000000.0,6044000000.0,29971000000.0,25677000000.0,146792000000.0,24547000000.0,274000000.0,,1483000000.0,47063000000.0,7162000000.0,17688000000.0,-8127000000.0,-7914000000.0,8440000000.0,,243283000000.0,13392000000.0,31417000000.0,2379000000.0,1811131832.0,11719000000.0,3839000000.0,,,34252000000.0,13392000000.0,24547000000.0,5017000000.0,,,,,,146792000000.0,6801000000.0,1953000000.0,3130000000.0,,,,,,,,,,,,,,,,
1996-03-31,,,,,,,,,,,,8140000000.0,8440000000.0,8140000000.0,,,,413000000.0,1066000000.0,,,,1676000000.0,-25313000000.0,-1902000000.0,,2593000000.0,,2210000000.0,,,,,,47000000.0,,,,,,,,56759000000.0,6014000000.0,,4992000000.0,,,,0.54,,,,-300000000.0,3548000000.0,13935000000.0,,,40000000.0,,13339000000.0,,,,,,1724889172.0,,,,31446000000.0,,,,,,,,,5239000000.0,,,,,,,,,,30940000000.0,,,,-428000000.0,28950000000.0,1691000000.0,,,,,3670000000.0,,,,,2048000000.0,,,,,,,,17913000000.0,194514000000.0,,217064000000.0,,,,36261000000.0,,,,-3443000000.0,,,,4112000000.0,,223464000000.0,,,634000000.0,,,248004000000.0,,,,,185618000000.0,653000000.0,653000000.0,,,38058000000.0,,,,,12021000000.0,-8095000000.0,7182000000.0,,-8448000000.0,132000000.0,0.0,,,,28974000000.0,,,,,,,,,24540000000.0,5329000000.0,,,1724889172.0,,0.54,151127000000.0,,3739000000.0,7287000000.0,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,,,,,,9153000000.0,0.0,9153000000.0,,,,694000000.0,2597000000.0,,,,1913000000.0,-25313000000.0,-3812000000.0,,2649000000.0,,7556000000.0,,,,,,-31000000.0,,,,,,,,57081000000.0,6392000000.0,,-2221000000.0,,,,1.56,,,,1013000000.0,5043000000.0,17295000000.0,,,1973000000.0,,14108000000.0,,,,,,1209615385.0,,,,31768000000.0,,,,,,,,,6718000000.0,,,,,,,,,,34616000000.0,,,,-429000000.0,33316000000.0,1675000000.0,,,,,2814000000.0,,,,,2243000000.0,,,,,,,,19387000000.0,201410000000.0,,225950000000.0,,,,37937000000.0,,,,3437000000.0,,,,2580000000.0,,234726000000.0,,,1887000000.0,,,260566000000.0,,,,,194182000000.0,1903000000.0,1903000000.0,,,39268000000.0,,,,,14996000000.0,-10183000000.0,6908000000.0,,-12779000000.0,244000000.0,0.0,,,,28976000000.0,,,,,,,,,25840000000.0,5361000000.0,,,1172049689.0,,1.61,156781000000.0,,3918000000.0,8961000000.0,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,,8756000000.0,0.0,8756000000.0,,,,474000000.0,1160000000.0,,,,2125000000.0,-25313000000.0,-561000000.0,,2613000000.0,,604000000.0,,,,,,-71000000.0,,,,,,,,57918000000.0,2821000000.0,,7502000000.0,,,,0.55,,,,-397000000.0,3485000000.0,17658000000.0,,,8000000.0,,13605000000.0,,,,,,1218181818.0,,,,32605000000.0,,,,,,,,,5253000000.0,,,,,,,,,,36373000000.0,,,,-471000000.0,33388000000.0,1768000000.0,,,,,367000000.0,,,,,2222000000.0,,,,,,,,19601000000.0,198961000000.0,,222128000000.0,,,,33960000000.0,,,,-8362000000.0,,,,2260000000.0,,232349000000.0,,,670000000.0,,,258501000000.0,,,,,189523000000.0,686000000.0,686000000.0,,,39796000000.0,,,,,16312000000.0,-3511000000.0,7671000000.0,,-3775000000.0,355000000.0,0.0,,,,26485000000.0,,,,,,,,,26152000000.0,5674000000.0,,,1175438596.0,,0.57,153491000000.0,,3990000000.0,7475000000.0,,,,,,,,,,,,,,,,
1996-12-31,,,226984000000.0,,33527000000.0,-8258000000.0,19103000000.0,,19257000000.0,28405000000.0,20279000000.0,19103000000.0,0.0,7267000000.0,1189000000.0,,,585000000.0,1970000000.0,553000000.0,,,1661000000.0,,-4135000000.0,,-7160000000.0,,1208000000.0,26793000000.0,,8440000000.0,-166000000.0,,-852000000.0,-29000000.0,,13500000000.0,,508000000.0,5563000000.0,508000000.0,,4030000000.0,,-403000000.0,,-31807000000.0,,,-10410000000.0,,2.367919,-1489000000.0,2857000000.0,0.0,,,68000000.0,,11735000000.0,,,,,8504000000.0,,-2183000000.0,8504000000.0,,33527000000.0,,,11578000000.0,-907000000.0,,0.0,,6656000000.0,3097000000.0,,-1173000000.0,-8026000000.0,-15459000000.0,1189000000.0,146991000000.0,,,695000000.0,35883000000.0,2089000000.0,8847000000.0,-29000000.0,-472000000.0,37865000000.0,7657000000.0,,11836000000.0,11735000000.0,236105000000.0,-12653000000.0,198240000000.0,,,,112000000.0,5120000000.0,2.316996,,11836000000.0,3193000000.0,14905000000.0,7267000000.0,20334000000.0,198240000000.0,1852209000.0,226984000000.0,,,-23075000000.0,38833000000.0,,7267000000.0,,342000000.0,4627000000.0,118586000000.0,6793000000.0,-105000000.0,,236105000000.0,4446000000.0,1661000000.0,1190000000.0,,4790000000.0,262867000000.0,-1800000000.0,21859000000.0,,9870000000.0,21859000000.0,1204000000.0,1385000000.0,6625000000.0,35883000000.0,26793000000.0,156700000000.0,26762000000.0,-5802000000.0,,3193000000.0,-1286000000.0,6656000000.0,20334000000.0,-6805000000.0,-9017000000.0,7267000000.0,,262867000000.0,16587000000.0,34123000000.0,2166000000.0,1890810714.0,12791000000.0,4381000000.0,,,37865000000.0,16587000000.0,26762000000.0,5563000000.0,,,,,,156700000000.0,4790000000.0,1853000000.0,4710000000.0,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,,,,,,5798000000.0,7267000000.0,5798000000.0,,,,898000000.0,2367000000.0,,,,1756000000.0,-26176000000.0,-1739000000.0,,2550000000.0,,367000000.0,,,,,,-258000000.0,,,,,,,,59215000000.0,4708000000.0,,1600000000.0,,,,1.2,,,,-1469000000.0,4871000000.0,19448000000.0,,,23000000.0,,13527000000.0,,,,,,1757724683.0,,,,33039000000.0,,,,,,,,,6636000000.0,,,,,,,,,,35723000000.0,,,,-479000000.0,34731000000.0,1765000000.0,,,,,1474000000.0,,,,,2383000000.0,,,,,,,,21331000000.0,199294000000.0,,226234000000.0,,,,36202000000.0,,,,-1054000000.0,,,,2969000000.0,,234025000000.0,,,1455000000.0,,,261957000000.0,,,,,193195000000.0,1469000000.0,1469000000.0,,,38361000000.0,,,,,18788000000.0,-5224000000.0,7237000000.0,,-6417000000.0,105000000.0,0.0,,,,27183000000.0,,,,,,,,,27252000000.0,4818000000.0,,,1757724683.0,,1.23,156115000000.0,,4148000000.0,9019000000.0,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,,5065000000.0,0.0,5065000000.0,,,,1182000000.0,3712000000.0,,,,1624000000.0,-26176000000.0,-2012000000.0,,2628000000.0,,6000000000.0,,,,,,241000000.0,,,,,,,,59667000000.0,5075000000.0,,567000000.0,,,,2.06,,,,-733000000.0,5762000000.0,18600000000.0,,,507000000.0,,13956000000.0,,,,,,1221359223.0,,,,33491000000.0,,,,,,,,,7536000000.0,,,,,,,,,,36525000000.0,,,,-508000000.0,34180000000.0,1774000000.0,,,,,771000000.0,,,,,2496000000.0,,,,,,,,23346000000.0,207444000000.0,,234891000000.0,,,,40265000000.0,,,,-729000000.0,,,,3063000000.0,,241624000000.0,,,2516000000.0,,,271416000000.0,,,,,201400000000.0,2530000000.0,2530000000.0,,,40144000000.0,,,,,21770000000.0,-9649000000.0,6136000000.0,,-11823000000.0,648000000.0,0.0,,,,30233000000.0,,,,,,,,,29113000000.0,5074000000.0,,,1192417062.0,,2.11,162226000000.0,,4270000000.0,10032000000.0,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,,7144000000.0,0.0,7144000000.0,,,,595000000.0,1720000000.0,,,,1587000000.0,-26176000000.0,-2747000000.0,,2622000000.0,,-252000000.0,,,,,,27000000.0,,,,,,,,60458000000.0,9562000000.0,,668000000.0,,,,0.92,,,,2079000000.0,4173000000.0,20070000000.0,,,152000000.0,,14780000000.0,,,,,,1208695652.0,,,,34282000000.0,,,,,,,,,6184000000.0,,,,,,,,,,38767000000.0,,,,-541000000.0,36437000000.0,2011000000.0,,,,,6426000000.0,,,,,2504000000.0,,,,,,,,23954000000.0,207430000000.0,,235456000000.0,,,,36096000000.0,,,,-546000000.0,,,,6815000000.0,,243867000000.0,,,1112000000.0,,,274223000000.0,,,,,201174000000.0,1125000000.0,1125000000.0,,,40222000000.0,,,,,21640000000.0,-4582000000.0,6320000000.0,,-7207000000.0,253000000.0,0.0,,,,27408000000.0,,,,,,,,,29677000000.0,5181000000.0,,,1182978723.0,,0.94,162027000000.0,,4515000000.0,8688000000.0,,,,,,,,,,,,,,,,
