,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,annualTotalRevenue,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingNetIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyNetPPE,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,quarterlyTotalAssets,quarterlyDilutedAverageShares,trailingPretaxIncome,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetIncome,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingOperatingIncome,annualCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualPretaxIncome,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCurrentDebt,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualSaleOfInvestment,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
749347200,,,745125035.982009,,,,-0.780993,,,-1298058.65437,,63702140.17991,,,,72002419.04048,,,,,,,,,208407002.248876,27800934.032984,,22023995.0,166405591.454273,,,0.0,,,,72002419.04048,,-18603560.367632,,2300077.961019,-6286290.721254,,,,,379312745.127436,-10702161.813789,,,,,,,,-1233841457.271364,,,,-27790703.737835,2200171.432614,36001209.895052,,,,,-2703318.232849,,,,,,2655089211.394303,525517657.421289,,253408514.242879,,-56201888.305847,,99905.809186,-7303375.466323,32301086.206897,-8200275.862069,,,-24700830.584708,,1421247754.122939,,,,-199532.34849,,-21306878.600481,,1056235489.505247,,,,,313310526.986507,,,,2054769040.47976,22023995.0,,,1529251383.058471,,,,,868029165.667166,,,132704458.770615,,,,,,33701132.683658,-16500554.722639,,,-17200577.961019,,,,,,27808509.167413,-0.780993,,,,,,27000907.046477,9000302.098951,,,1.529656,,,,,-18601100.365574,0.0,-0.749625,,,216607278.110945,66002218.14093,-16500554.722639,108003628.935532,,1309644003.748126,55501865.067466,,,,,,,-600215.398541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,134864007.987341,,728684598.749152,-85886028.935272,13466450.154472,,,14364213.699043,79900939.64283,-1434301.502628,64040453.620677,67253451.873283,,,,79900939.64283,15860486.022154,,,20794590.0,106933592.0428,,136360280.310451,,220051776.053048,10573657.599277,,,167283240.901213,99751.337503,1528093000.527466,0.0,2678726381.583905,,,79900939.64283,,-37897764.976264,-83591744.405094,-2342904.609221,-1070036.892732,,,,,394469007.114294,27695389.260742,0.0,49775991.259136,10573657.599277,,-57257352.121166,-80599199.758873,,-1248589339.160576,256959825.936252,,167283240.901213,7838565.31483,9069828.719089,13466450.154472,20794590.0,1482905578.328687,,,43565194.958413,,,,,102444775.073468,2678726381.583905,492872088.011454,,242595611.483686,,-76908394.996609,,-796248.335105,,28253617.028574,-10695834.614755,234316239.168111,213966935.423103,-30585438.839939,-1248589339.160576,1430137042.423329,,,,90432.415508,2194532.439153,5667429.982149,13566202.245498,1049684878.306081,,,1292280489.789767,,329558459.850231,-66234986.05983,3790556.853289,,2020965088.538919,,,-4.13021,1528093000.527466,-76908394.996609,-83591744.405094,,,865044879.059604,,10573657.599277,134864007.987341,,1248589339.160576,865044879.059604,-2294284.530179,,36656930.235489,-19889604.225184,0.0,9077385.276166,-19983814.542469,-41396866.099013,-124988610.504107,2020965088.538919,,,30596521.637795,,,-22643586.768141,220051776.053048,,12069929.168864,28242281.820095,9077385.276166,728684598.749152,79900939.64283,-0.749625,,120599545.625801,,,-34756595.749352,0.0,-252.410623,,,213966935.423103,64910547.264063,-19889604.225184,83591744.405094,,1292280489.789767,49775991.259136,-4.24993,492872088.011454,,,1049684878.306081,,-94210.317285,14364213.699043,-1496272.323111,242595611.483686,14364213.699043,83591744.405094,1430137042.423329,97955958.85766,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,,,,,,-0.539634,,,,,,,,,,,,,,,,,,,,,20022017.0,,,,,,,,,,,,384561996.385978,,,,,,384561996.385978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384561996.385978,,,,,,,,,,,,,,,,,,,,,,,,20022017.0,,,,,,,,,,,,,,,,,,-10804551.499819,,,-10804551.499819,,,,,,,-0.539634,,,,,,,,,,,,,,,,,,,,,,-10804551.499819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,,,,,,0.840047,,,,,,,,,,,,,,,,,,,,,21609000.0,,,,,,,,,,,,369736783.93051,,,,,,369736783.93051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369736783.93051,,,,,,,,,,,,,,,,,,,,,,,,21609000.0,,,,,,,,,,,,,,,,,,24635766.196164,,,24635766.196164,,,,,,,1.14007,,,,,,,,,,,,,,,,,,,,,,24635766.196164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,749825653.275695,,,,0.599824,,,,,64836805.545204,,,,46226241.335619,,,,,,,,,200513825.74346,181903261.533875,,21823818.0,163993093.836178,,,,,,,46226241.335619,,,,47727093.985243,,,,,,427042419.318775,,,,,,,,,-1139646943.429977,,,,,,14108008.496683,,,,,,,,,,,2447689479.764478,627656301.70679,,221325639.859879,,-14208065.141239,,,,75342770.365954,6703805.619736,,,23113120.667809,,1308042536.334501,,,,,,,,1053998323.02303,,,,,314478519.788328,,,,2025149616.903928,26189233.0,,,1397493315.197138,,,,,856386144.443616,,,137978326.004323,,,,,,37221129.164493,16409315.048073,,,15708917.790862,,,,,,,0.719806,,,,,,,6703805.619736,,,,,,,,,,-24613972.57211,,,181903260.788552,112563899.530446,16409315.048073,89450778.862637,,1275323962.88291,59633852.575091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,130436886.846231,,738142842.382785,51175237.993444,12094147.783953,,,9995163.887701,50575528.715975,157183227.677119,-24987909.362976,34794306.952815,,,,50575528.715975,75563438.078951,,,26668390.0,-26387232.435514,,112545543.679635,,221592780.39048,167418992.446915,,,156024506.19923,8595840.815163,1391626647.427676,0.0,2406235718.96822,,,50575528.715975,,-59851939.495655,23488634.744193,50196592.282582,-16681723.007177,,,,,374808593.837192,50832639.632066,0.0,71965178.851361,17791391.620351,,-126138966.082371,-173116236.283312,,-1117259402.878723,214396261.9353,,156024506.19923,7830720.733171,,12094147.783953,21881906.0,1525561841.955252,,,87315456.181816,,,9295502.351432,,97652749.750606,2406235718.96822,621299377.93929,,240083832.834545,,-21389650.135385,,-698925.815327,14498456.066868,72302041.849271,15795513.128823,339835567.193958,184510722.530996,39984545.130227,-1117259402.878723,1288976316.089497,,,,598132.704507,-3598259.22759,27463516.686161,195905209.491236,1034699350.149637,,,1274783183.696736,,289817694.601795,-45577947.128402,2098984.608807,,2012926025.366966,,,2.338701,1391626647.427676,-21389650.135385,53374174.148497,,,832297284.452045,-161022087.786803,167418992.446915,130436886.846231,,1185726274.761294,832297284.452045,-2098984.608807,,12688858.13145,24189032.001404,0.0,6396904.660111,22759106.965644,12793809.320222,36282444.064415,2012926025.366966,,,22105449.566688,,,125439305.258658,221592780.39048,,-31484764.856776,,6396904.660111,738142842.382785,50575528.715975,-1998927.964252,,101850718.255665,,,-62803012.441468,0.0,87640712.246929,,,184510722.530996,84990899.235397,22756793.213861,92655167.450477,,1274783183.696736,71965178.851361,1.918947,621299377.93929,,,1034699350.149637,,,9995163.887701,-1399323.072538,240083832.834545,127538289.15491,92655167.450477,1288976316.089497,227290023.514322,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,,791955835.471913,,,,1.919939,,,-698197.889934,,55556599.657827,,,,81290176.789279,,,,,,,,,228809406.187625,170360273.025378,,21449288.0,155398890.789849,,,50569471.770744,,,,81290176.789279,,-39198821.642429,,101338429.569433,9974255.061306,,,,,484050588.109495,-44185948.816652,,,,,,,,-1143448576.418591,,,,30620962.360992,-0.71286,14961382.948389,,,,,59147331.052181,,,,,,2443692438.69404,704282135.015683,,249456114.200171,,31319160.250927,,-698197.889934,24237439.4069,126972264.756202,24935637.296835,,,78397643.284859,,1300243862.275449,,,,1396395.779869,,19948509.409752,,1062258141.573995,,,,,327155558.882236,,,,2103670091.246079,27482020.0,,,1399387955.517536,,,,,841128911.462789,,,126274066.153407,,,,,,29922764.471058,53462005.988024,,,52763808.09809,,,,,,25633835.186769,2.459933,,,,,,,5685325.064157,,,0.0,,,,,-38500623.752495,0.0,-22841043.627032,,,213848023.952096,156895029.22726,53462005.988024,99144093.242087,,1311714255.774166,94855163.957799,,,,,,,-698197.889934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,872686871.679162,,,,2.399966,,,-1499251.706106,,50940861.052478,,,,209656603.100662,,,,,,,,,243117757.47871,8789796.200597,,21413239.0,157916670.063323,,,0.0,,,,209656603.100662,,-72171885.104787,,126652965.281316,-87084735.445613,,,,,521894117.475799,-9651549.545674,,,,,,,,-1187121834.922483,,,,127295707.702331,-99883.558193,15282257.806245,,,,,118446495.281613,,,,,,2556232393.187277,698788755.367931,,264193289.904651,,97486824.368586,,-990.551728,32496696.265274,153458252.301403,34160342.091855,,,100383461.678434,,1369110558.264794,,,,101864.646654,,46274610.176826,,1016819543.634908,,,,,344300291.142005,,,,2153699705.21872,27302026.0,,,1454910950.578645,,,,,759917788.776476,,,128051341.436786,,,,,,24771242.448504,66223119.586578,,,65523931.144916,,,,,,26805287.020087,3.059973,,,,,,,5793274.619696,,,0.0,,,,,96033831.40953,0.0,-26169618.603974,,,218346515.030206,177593826.333794,66223119.586578,85800392.313851,,1281012833.539559,128850413.421646,,,,,,,-800062.536589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,956024467.706013,,,,2.459921,,,134361681.964266,,56471077.208612,,,,175189815.887157,,,,,,,,,236043128.433556,13345898.292502,,21352201.0,160349973.273942,,,0.0,,,,175189815.887157,,-73479945.814031,,124594917.594655,-11231399.348432,,,,,556643478.841871,50152436.743915,,,,,,,,-1233499639.198218,,,,-35413274.369188,-101687489.893757,18524904.231626,,,,,79165323.629086,,,,,,2699357345.211581,722172457.312546,,260543807.720861,,165528978.470676,,2014.722286,34595631.9596,153027955.744146,35655459.539718,,,102484547.884187,,1465857706.013363,,,,692856.871176,,5685377.815055,,1053031221.974759,,,,,375577484.038604,,,,2269599497.401633,26559857.0,,,1547427040.089087,,,,,760019034.892353,,,128279978.470676,,,,,,28982510.764662,66829088.344469,,,65335144.023756,,,,,,28433038.149491,3.059879,,,,,,,5975775.055679,,,0.74239,,,,,-103546678.33261,0.0,-22309561.247216,,,254568031.922791,181065994.803267,66829088.344469,81569334.075724,,1313575029.69562,164732208.61173,,,,,,,-1489627.472512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,128263539.848963,,975822612.36161,217038304.86106,13996020.969279,,,22693549.380453,186247057.702178,-25794469.189107,134161863.039812,60309453.0596,,,,186247057.702178,52085193.929174,,,27404904.0,-88674793.606569,,119466040.765452,,255127477.820955,10297072.366009,,,158354985.702764,-4398749.908351,1609342528.044578,0.0,2751617825.353765,,,186247057.702178,,-93070345.312497,220737253.46433,69034559.35654,-332913.87383,,,,,456574123.912262,-72693227.112434,99971.405528,177449557.885475,-67480818.241807,,-162753735.611115,-277920997.873744,,-1229550488.305594,226535605.249652,,158354985.702764,11658467.345677,117282969.14978,13996020.969279,21279098.0,2049317460.957548,,,128931213.700145,,,104870189.89662,,93073542.781729,2751617825.353765,706799084.976904,,275721623.286165,,195744357.357578,,-802400.296314,13540422.264846,95231963.484392,13459967.548353,654813862.453259,257326852.408534,44167563.254702,-1229550488.305594,1522067337.048171,,,,708058.594962,-76378288.730845,35860868.387647,106369763.179119,1064597377.373708,,,1340319000.659872,,327230111.496123,107769365.789281,2899175.892661,,2316141613.754674,,,10.199601,1609342528.044578,195744357.357578,220737253.46433,,,758884279.63927,,10297072.366009,128263539.848963,,1394503598.504289,758884279.63927,-3698948.60327,,34112048.931747,30707595.70635,0.0,6598124.495931,29996535.002114,109968740.37686,330705993.841191,2316141613.754674,,,26197404.127852,,,428278257.203607,255127477.820955,,15495594.98497,,6598124.495931,975822612.36161,186247057.702178,99970.663138,,107069564.4842,,,-116740264.93554,0.0,68306517.352228,,,257326852.408534,129344012.41614,30707595.70635,64581641.615954,,1340319000.659872,177449557.885475,7.919689,706799084.976904,,,1064597377.373708,,-711060.704235,22693549.380453,-1499574.01569,275721623.286165,385690363.663025,64581641.615954,1522067337.048171,535347821.687807,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,942000925.165077,,,,0.839651,,,-1495872.340426,,48466276.595745,,,,68211796.771827,,,,,,,,,248015699.926632,11767531.914894,,16294703.0,113686327.953045,,,186385743.2135,,,,68211796.771827,,-60134084.372707,,42482785.766691,-68211796.771827,,,,,366089921.496698,1495873.074101,,,,,,,,-1261918241.37931,,,,-118074221.570066,-46172606.016141,15357626.559061,,,,,11767531.914894,,,,,,2812938820.24945,625075354.365371,,271451039.618489,,205433189.288335,,-44776457.079971,5085966.984593,68909870.873074,6581840.058694,,,14659553.191489,,1551020578.870139,,,,,,-48366552.457814,,1045515318.41526,,,,,275140859.134263,,,,2258967283.198826,17459099.0,,,1633891928.833456,,,,,737365534.849596,,,125453859.867938,,,,,,22039191.489362,8077713.132795,,,14659553.191489,,,,,,26427085.106383,0.899651,,,,,,,8077713.132795,,,0.0,,,,,-61629956.713133,0.0,-27823232.575202,,,295684177.549523,90949062.362436,14659553.191489,82871349.963316,,1316966358.033749,182695923.697726,,,,,,,-698074.101247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,969409483.048986,,,,1.979872,,,-9589370.392239,,52729803.763638,,,,379994136.340338,,,,,,,,,325866193.893242,7290294.354543,,21680577.0,112749902.614044,,,0.0,,,,379994136.340338,,-59207043.986376,,16877532.400967,-110450361.095933,,,,,361019396.646408,,,,,,,,,-1041213894.706012,,,,312115905.688101,-98035418.440182,11684445.339386,,,,,49051503.01225,,,,,,2410491058.065461,829595608.845281,,353629234.824632,,251864707.47602,,135884.479839,-35845019.485142,43242434.648898,-35852272.094896,,,-111251897.195577,,1369277163.359449,,,,,,-10155540.974126,,950534610.090064,,,,,291412060.481804,,,,2280863623.05045,26279851.0,,,1451268014.20517,,,,,667810983.378487,,,125333151.497401,,,,,,26364902.247931,-75399625.100681,,,52030734.421908,,,,,,26302718.657255,2.399878,,,,,,13881520.099583,16078595.592004,,,0.0,,,,,373514763.039559,0.0,-114247908.764736,,,233589037.123819,69607336.164604,52729803.763638,81990850.84572,,1304163844.914696,157390475.214176,,,,,,,-4395145.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,1009459030.979298,,,,0.24001,,,-708437.343683,,53571291.293496,,,,104244135.222434,,,,,,,,,256162722.067244,8095661.43004,,21654180.0,112339797.386581,,,0.0,,,,104244135.222434,,-55365246.622564,,20588965.643811,-244910849.032842,,,,,374399359.124945,,,,,,,,,-1069626786.815446,,,,-276297603.219488,-9909384.147406,14692127.440904,,,,,22836133.917373,,,,,,2469576553.369549,571893522.24343,,279650135.80972,,255463097.195713,,-835057.263324,3573620.845873,47116687.940958,5097268.38937,,,10994108.06049,,1399949766.554104,,,,108642335.004182,,-32529112.705191,,735605788.43048,,,,,300239102.187638,,,,2032011045.367787,21654180.0,,,1460117523.124358,,,,,457354903.832036,,,118236636.323594,,,,,,27185431.654676,5896839.67112,,,5197214.799589,,,,,,26527722.297146,0.24001,,,,,,9494911.907209,8795286.301571,,,0.0,,,,,-54222887.371794,0.0,-99946.410219,,,236373327.705183,74160256.937307,5896839.67112,60167756.570254,,1015255924.2402,160014248.27485,,,,,,,-3702066.707224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,108102066.549912,,957418305.604203,68601311.295972,21200405.720957,,,21900418.855809,17500334.938704,438601840.467474,-167803208.552248,47286831.08983,,,,17500334.938704,185303542.761238,,,24850875.0,-464108874.051372,,97801870.256859,,251704812.463514,6600125.5108,,,75201437.536486,-118202259.92411,1512028909.807356,0.0,2510948009.340339,,,17500334.938704,,-84298576.857232,-63501214.244016,-555577.348372,-40535867.15077,,,,,340018471.456367,,100001.459428,153202929.071804,9500181.698774,,170703264.010508,-259004951.838879,,-1064620355.370695,202103864.56509,,75201437.536486,-85547289.450794,-52286538.419038,21200405.720957,22863008.0,1442627583.187391,,,41847230.454958,,,-32100613.689434,,52501004.086398,2510948009.340339,450208607.705779,,283105413.018097,,245904701.546994,,-34825905.454699,-4915182.034757,24488890.899075,-2813478.027864,281605384.559253,246604715.411559,-5347364.419876,-1064620355.370695,1446327653.969644,,,,-5039410.03768,88201686.368943,-42451346.402273,426808160.391127,715913687.974314,,,999019100.992411,,293287217.714909,-133502552.539405,104301994.308231,,1962237518.242849,,,3.000537,1512028909.807356,245904701.546994,70801353.619381,,,454608692.352598,,6600125.5108,108102066.549912,,1161022198.628138,454608692.352598,-12400237.157034,,22242362.842383,-2533886.392012,0.0,10200194.833625,-3260178.206304,-27000515.907764,-90501730.151781,1962237518.242849,,,25044468.247447,,,79501519.994162,251704812.463514,,-206403947.022767,6225802.941192,10200194.833625,957418305.604203,17500334.938704,100001.459428,,104301994.308231,,,-86958654.944124,0.0,734002.005122,,,246604715.411559,46731253.741458,-3258957.641814,43800836.981903,,999019100.992411,153202929.071804,2.760519,450208607.705779,,,715913687.974314,,-3604950.855463,21900418.855809,-80301535.318155,283105413.018097,125502399.299475,43800836.981903,1446327653.969644,183803514.302393,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,937822564.6786,,,,-0.360419,,,-3612413.218349,,49971713.892311,,,,-15252410.319588,,,,,,,,,217447196.173636,7927239.655047,,26170694.0,73954122.762519,,,17359651.424016,,,,-15252410.319588,,-20269650.699326,,-4314826.436698,53584127.11066,,,,,323913036.451917,,,,,,,,,-1082720465.975795,,,,-32612062.468295,-70241364.591637,23079305.746793,,,,,-62314124.93659,,,,,,2513236032.321183,454361285.600406,,252166499.746358,,231194435.103993,,-702413.943039,-4314826.436698,21774823.537938,-3612413.218349,,,-12342411.768969,,1430515566.345387,,,,702413.943039,,-82583775.635916,,758707084.571346,,,,,278256148.996304,,,,1953010975.433002,26170694.0,,,1498649689.832597,,,,,510955756.214218,,,100645841.727661,,,,,,23882063.917675,-8729998.55062,,,-9432411.768969,,,,,,26089649.974636,-0.360419,,,,,,7927239.655047,11639997.825929,,,-100344.952533,,,,,-23882063.917675,0.0,-100345.677223,,,280463735.053265,45656887.455613,-8729998.55062,68134123.487209,,1010873584.317704,147105486.629466,,,,,,,-4314826.436698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,924973659.278575,,,,-0.299784,,,3612413.218349,,49287939.301753,,,,14496452.991453,,,,,,,,,191953029.117775,8597895.842387,,24011424.0,73182092.568449,,,0.0,,,,14496452.991453,,-21720074.058026,,0.0,9400460.74969,,,,,349114571.92525,,,,,,,,,-1097331482.688686,,,,29712771.580275,25252372.848917,15996085.759815,,,,,38419971.669894,,,,,,2511885341.156019,441791893.37969,,220945934.376358,,219446301.607997,,-697244.176619,-2883412.010354,25393786.035057,-1399657.395335,,,-8597895.842387,,1414553858.467333,,,,-2584.88321,,16699897.611868,,769911602.201941,,,,,299826632.623497,,,,1920130144.140229,24011424.0,,,1478338250.760539,,,,,522972028.828046,,,98475902.506157,,,,,,23894153.266696,-7198238.447052,,,-7198238.447052,,,,,,25297775.782281,-0.299784,,,,,,9397700.275243,12996819.498769,,,370.303829,,,,,-18107660.839677,0.0,99975.373026,,,241240968.419528,49287939.301753,-7198238.447052,63784392.293206,,990857536.578299,148463670.867739,,,,,,,-4383045.503038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,923649007.528594,,,,0.120139,,,0.0,,49286607.065296,,,,11596848.848994,,,,,,,,,195446889.387578,23093724.482409,,24132056.0,72380331.547705,,,0.0,,,,11596848.848994,,-18793757.94136,,15195870.13175,-7199747.119074,,,,,356903015.057188,,,,,,,,,-1122095081.801071,,,,-2899133.174526,-9296257.28001,13096441.291443,,,,,22494533.315921,,,,,,2528612874.619951,459675087.592298,,236735669.61054,,218640586.361662,,38.168884,2099623.997942,41288779.499059,2899212.393224,,,6498234.399884,,1406517792.818879,,,,-18.72249,,3700775.374561,,766691659.186333,,,,,292420537.860142,,,,1930675358.332127,24132056.0,,,1471000270.739829,,,,,519058951.064138,,,97073620.964239,,,,,,23193697.697988,3599022.00666,,,2899212.393224,,,,,,26091520.239898,0.120139,,,,,,8697636.45577,28192338.931519,,,99973.9248,,,,,-18093948.327924,0.0,0.0,,,236035859.273201,64482477.197046,3599022.00666,64482477.92095,,1003427328.796873,150559087.157956,,,,,,,-4298596.136129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,128473517.819706,,909204887.491265,16084164.919637,12587607.267645,,,57343545.073375,173329357.092942,199803293.501048,156545880.503145,38056716.969497,,,,173329357.092942,16783476.589797,,,25573720.0,-27972461.215933,,85915416.491964,,232670935.709294,9091050.314465,,,69931153.039832,17482788.259958,1475847028.651293,0.0,2141791406.009783,,,173329357.092942,,-31425737.427075,17482788.259958,28364379.822089,-83757301.95721,,,,,324846458.995558,,-0.698812,148154142.557652,18182099.930119,,108992696.715584,-92209220.125786,,-776335697.414396,186516374.563242,,69931153.039832,162344304.56569,31907280.469271,12587607.267645,25573720.0,1354266724.668064,,,76825363.486763,,,1398623.340321,,34965576.519916,2141791406.009783,569539288.609364,,260643396.925227,,232670935.709294,,-7691429.664879,6497237.789431,51486391.896553,7793894.019547,225677820.405311,217985393.431167,37573340.741935,-776335697.414396,1365455708.595388,,,,,2097934.31167,45399626.059689,199803293.501048,872041475.192173,,,1132684871.418588,,258425362.203972,-16783476.589797,,,2045386317.260657,,,0.628933,1475847028.651293,232670935.709294,17482788.259958,,,595413814.814815,,9091050.314465,128473517.819706,,1128588904.262753,595413814.814815,-16084164.919637,,14934704.895033,29779446.722387,0.0,15384853.948288,29780443.332841,5594491.963662,23077280.22362,2045386317.260657,,,23122012.074464,,,39161445.842068,232670935.709294,,-22377968.553459,8872667.152608,15384853.948288,909204887.491265,173329357.092942,0.025091,,100600958.071279,,,169076369.800859,0.0,17382814.345568,,,217985393.431167,66421096.791586,29779446.722387,53047774.98253,,1132684871.418588,148154142.557652,0.628933,569539288.609364,,,872041475.192173,,-3087696.843772,57343545.073375,-9091049.615653,260643396.925227,75425743.535989,53047774.98253,1365455708.595388,139762403.913347,,,,,,,,,,,,,,,,,,,,,,,,
