,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
759974400,29000000.0,-969000000.0,,,320000000.0,4016000000.0,8283000000.0,,,,-2336000000.0,,,,3175000000.0,,509000000.0,,,4511000000.0,555000000.0,,157000000.0,1654000000.0,,30000000.0,,937500000.0,,375000000.0,1048000000.0,28000000.0,-50000000.0,,204000000.0,677000000.0,2888000000.0,,849000000.0,446000000.0,,-216000000.0,,1688000000.0,0.0,,1133000000.0,6267000000.0,4511000000.0,3075000000.0,,157000000.0,,-77000000.0,5069000000.0,920000000.0,,232000000.0,7890000000.0,257000000.0,2592000000.0,,168000000.0,5947000000.0,,446000000.0,4815000000.0,121000000.0,6281000000.0,892857143.0,,375000000.0,,-245000000.0,-490000000.0,-2336000000.0,373000000.0,,,14164000000.0,117000000.0,250000000.0,375000000.0,-138000000.0,278000000.0,-890000000.0,,862000000.0,,278000000.0,156000000.0,0.0,,536000000.0,,,60000000.0,1048000000.0,0.42,10778000000.0,,4279000000.0,2888000000.0,,4593000000.0,,498000000.0,,,,,,3075000000.0,2497000000.0,2592000000.0,,,536000000.0,,4279000000.0,151000000.0,,0.0,,2497000000.0,,,,,-34000000.0,1053000000.0,5947000000.0,,,19233000000.0,,,321000000.0,0.0,122000000.0,321000000.0,1219000000.0,321000000.0,,1654000000.0,,4815000000.0,0.0,,0.0,-125000000.0,1551000000.0,151000000.0,0.4,,,,8283000000.0,,373000000.0,,,321000000.0,0.0,109000000.0,28000000.0,320000000.0,607000000.0,,,7890000000.0,617000000.0,,10778000000.0,0.0,,,6267000000.0,278000000.0,,,,,,,,,,,,,,,,,,
767664000,,,,,,,8405000000.0,,,,,0.04,,,,,-8000000.0,,,,170000000.0,,119000000.0,1749000000.0,,-7000000.0,,,,,,,0.0,,,299000000.0,2904000000.0,,-230000000.0,,,-213000000.0,,1212000000.0,0.0,,1042000000.0,,4436000000.0,2900000000.0,,,,6000000.0,,820000000.0,,,,,2946000000.0,,25000000.0,6023000000.0,,64000000.0,4997000000.0,,4465000000.0,,,,,-213000000.0,-86000000.0,-2382000000.0,,,,,,,,,39000000.0,,,159000000.0,,39000000.0,-140000000.0,0.0,,,,975000000.0,,984000000.0,,,,,,,3253000000.0,,,,,,,,,,,,,543000000.0,,4454000000.0,,,0.0,,2727000000.0,,,,0.04,-36000000.0,,,,975000000.0,,,,,,129000000.0,181000000.0,,181000000.0,,,,,321000000.0,,,,,366000000.0,,,,,,,167000000.0,,,,,106000000.0,-19000000.0,342000000.0,,,,7897000000.0,-54000000.0,,10801000000.0,,,,6365000000.0,39000000.0,,,,,,,,,,,,,,,,,,
775612800,,,,,,,8679000000.0,,,,,0.05,,,,,-49000000.0,,,,186000000.0,,129000000.0,1842000000.0,,-31000000.0,,,,,,,0.0,,,317000000.0,3123000000.0,,-133000000.0,,,-283000000.0,,1283000000.0,0.0,,1097000000.0,,4576000000.0,3014000000.0,,,,49000000.0,,874000000.0,,,,,2962000000.0,,32000000.0,6171000000.0,,81000000.0,4952000000.0,,4802000000.0,,,,,-283000000.0,122000000.0,-2508000000.0,,,,,,,,,49000000.0,,,149000000.0,,49000000.0,-12000000.0,0.0,,,,980000000.0,,994000000.0,,,,,,,3519000000.0,,,,,,,,,,,,,545000000.0,,4407000000.0,,,0.0,,2860000000.0,,,,0.06,-36000000.0,,,,816666667.0,,,,,,131000000.0,169000000.0,,169000000.0,,,,,0.0,,,,,365000000.0,,,,,,,178000000.0,,,,,105000000.0,-1000000.0,342000000.0,,,,7966000000.0,-134000000.0,,11089000000.0,,,,6513000000.0,49000000.0,,,,,,,,,,,,,,,,,,
783561600,,,,,,,8938000000.0,,,,,0.07,,,,,-450000000.0,,,,217000000.0,,145000000.0,2346000000.0,,-8000000.0,,,,,,,9000000.0,,,353000000.0,3154000000.0,,-821000000.0,,,-291000000.0,,1351000000.0,0.0,,1134000000.0,,5550000000.0,3971000000.0,,,,97000000.0,,910000000.0,,,,,3009000000.0,,42000000.0,6324000000.0,,109000000.0,5083000000.0,,5046000000.0,,,,,-300000000.0,453000000.0,-2614000000.0,,,,,,,,,67000000.0,,,-158000000.0,,67000000.0,4000000.0,0.0,,,,957142857.0,,1071000000.0,,,,,,,3695000000.0,,,,,,,,,,,,,550000000.0,,4533000000.0,,,0.0,,3681000000.0,,,,0.08,-36000000.0,,,,837500000.0,,,,,,136000000.0,173000000.0,,173000000.0,,,,,0.0,,,,,363000000.0,,,,,,,554000000.0,,,,,108000000.0,1000000.0,334000000.0,,,,9054000000.0,-458000000.0,,12208000000.0,,,,6658000000.0,67000000.0,,,,,,,,,,,,,,,,,,
791510400,-41000000.0,-1095000000.0,,,353000000.0,4535000000.0,9009000000.0,,,,-2624000000.0,,,,3631000000.0,,437000000.0,,,4959000000.0,567000000.0,,225000000.0,1961000000.0,,5000000.0,,943478261.0,,434000000.0,1220000000.0,-22000000.0,-9000000.0,,-174000000.0,702000000.0,3237000000.0,,904000000.0,426000000.0,,-219000000.0,,1829000000.0,0.0,,1262000000.0,6738000000.0,4959000000.0,3390000000.0,,225000000.0,,-114000000.0,5675000000.0,1027000000.0,,280000000.0,8460000000.0,-70000000.0,2882000000.0,,181000000.0,6385000000.0,,460000000.0,5070000000.0,-280000000.0,6998000000.0,904166667.0,,434000000.0,,-299000000.0,-549000000.0,-2624000000.0,209000000.0,,,15636000000.0,321000000.0,-203000000.0,434000000.0,-144000000.0,279000000.0,-1006000000.0,,742000000.0,,279000000.0,-26000000.0,0.0,,582000000.0,,,38000000.0,1220000000.0,0.48,11697000000.0,,4488000000.0,3237000000.0,,5169000000.0,,531000000.0,,,,,,3390000000.0,2777000000.0,2882000000.0,,,582000000.0,,4488000000.0,194000000.0,,0.0,,2777000000.0,,,,,-36000000.0,1140000000.0,6385000000.0,,,21311000000.0,,,147000000.0,0.0,135000000.0,147000000.0,892000000.0,147000000.0,,1961000000.0,,5070000000.0,0.0,,0.0,-60000000.0,1671000000.0,194000000.0,0.46,,,,9009000000.0,,209000000.0,,,147000000.0,0.0,107000000.0,-3000000.0,353000000.0,714000000.0,,,8460000000.0,443000000.0,,11697000000.0,0.0,,,6738000000.0,279000000.0,,,,,,,,,,,,,,,,,,
799200000,,,,,,,9288000000.0,,,,,0.01,,,,,-94000000.0,,,,125000000.0,,171000000.0,1921000000.0,,-4000000.0,,,,,,,0.0,,,265000000.0,3378000000.0,,-254000000.0,,,-347000000.0,,1253000000.0,0.0,,1128000000.0,,4999000000.0,3208000000.0,,,,-103000000.0,,893000000.0,,,,,2856000000.0,,7000000.0,6588000000.0,,18000000.0,5354000000.0,,4757000000.0,,,,,-347000000.0,437000000.0,-2700000000.0,,,,,,,,,11000000.0,,,-50000000.0,,11000000.0,40000000.0,0.0,,,,1100000000.0,,1040000000.0,,,,,,,3504000000.0,,,,,,,,,,,,,583000000.0,,4771000000.0,,,0.0,,3031000000.0,,,,0.01,-37000000.0,,,,1100000000.0,,,,,,140000000.0,187000000.0,,187000000.0,,,,,147000000.0,,,,,357000000.0,,,,,,,247000000.0,,,,,107000000.0,1000000.0,353000000.0,,,,8562000000.0,-397000000.0,,11940000000.0,,,,6941000000.0,11000000.0,,,,,,,,,,,,,,,,,,
807148800,,,,,,,9670000000.0,,,,,0.03,,,,,178000000.0,,,,155000000.0,,172000000.0,2165000000.0,,-13000000.0,,,,,,,0.0,,,298000000.0,3371000000.0,,-80000000.0,,,-413000000.0,,1340000000.0,0.0,,1185000000.0,,5054000000.0,3468000000.0,,,,12000000.0,,941000000.0,,,,,2895000000.0,,19000000.0,6853000000.0,,47000000.0,5414000000.0,,5236000000.0,,,,,-413000000.0,53000000.0,-2817000000.0,,,,,,,,,28000000.0,,,348000000.0,,28000000.0,-12000000.0,0.0,,,,933333333.0,,1019000000.0,,,,,,,3896000000.0,,,,,,,,,,,,,581000000.0,,4833000000.0,,,0.0,,3111000000.0,,,,0.03,-36000000.0,,,,933333333.0,,,,,,143000000.0,175000000.0,,175000000.0,,,,,0.0,,,,,355000000.0,,,,,,,284000000.0,,,,,108000000.0,6000000.0,346000000.0,,,,8882000000.0,-65000000.0,,12253000000.0,,,,7199000000.0,28000000.0,,,,,,,,,,,,,,,,,,
815097600,,,,,,,9968000000.0,,,,,0.05,,,,,-190000000.0,,,,182000000.0,,198000000.0,2613000000.0,,-7000000.0,,,,,,,3000000.0,,,330000000.0,3377000000.0,,-896000000.0,,,-358000000.0,,1460000000.0,0.0,,1278000000.0,,5720000000.0,4329000000.0,,,,65000000.0,,1027000000.0,,,,,2867000000.0,,27000000.0,7064000000.0,,71000000.0,5434000000.0,,5573000000.0,,,,,-361000000.0,300000000.0,-2904000000.0,,,,,,,,,44000000.0,,,60000000.0,,44000000.0,2000000.0,0.0,,,,880000000.0,,1091000000.0,,,,,,,4113000000.0,,,,,,,,,,,,,588000000.0,,4846000000.0,,,0.0,,4007000000.0,,,,0.05,,,,,880000000.0,,,,,,148000000.0,177000000.0,,177000000.0,,,,,0.0,,,,,351000000.0,,,,,,,625000000.0,,,,,111000000.0,2000000.0,356000000.0,,,,9763000000.0,-301000000.0,,13140000000.0,,,,7420000000.0,44000000.0,,,,,,,,,,,,,,,,,,
823046400,-6000000.0,-1522000000.0,,,321000000.0,5046000000.0,10224000000.0,,,,-2930000000.0,,,,4043000000.0,,325000000.0,,,4955000000.0,481000000.0,,252000000.0,2247000000.0,,18000000.0,,942424242.0,,311000000.0,1094000000.0,22000000.0,-3000000.0,,28000000.0,644000000.0,3465000000.0,,989000000.0,442000000.0,,-387000000.0,,1936000000.0,0.0,,1455000000.0,7615000000.0,4955000000.0,3523000000.0,,252000000.0,,69000000.0,5989000000.0,1182000000.0,,190000000.0,9105000000.0,219000000.0,3044000000.0,,137000000.0,7294000000.0,,365000000.0,5582000000.0,-241000000.0,7950000000.0,914705882.0,,311000000.0,,-401000000.0,-418000000.0,-2930000000.0,182000000.0,,,17527000000.0,147000000.0,-361000000.0,311000000.0,-148000000.0,228000000.0,-1505000000.0,,803000000.0,,228000000.0,-2000000.0,0.0,,623000000.0,,,43000000.0,1094000000.0,0.34,12570000000.0,,4959000000.0,3465000000.0,,6014000000.0,,594000000.0,,,,,,3523000000.0,3018000000.0,3044000000.0,,,623000000.0,,4959000000.0,319000000.0,,0.0,,3018000000.0,,,,,,943000000.0,7294000000.0,,,23516000000.0,,,175000000.0,0.0,163000000.0,175000000.0,1161000000.0,175000000.0,,2247000000.0,,5582000000.0,0.0,,0.0,372000000.0,1537000000.0,319000000.0,0.33,,,,10224000000.0,,182000000.0,,,175000000.0,0.0,116000000.0,13000000.0,321000000.0,501000000.0,,,9105000000.0,402000000.0,,12570000000.0,0.0,,,7615000000.0,228000000.0,,,,,,,,,,,,,,,,,,
830822400,,,,,,,10389000000.0,,,,,0.04,,,,,-197000000.0,,,,179000000.0,,217000000.0,2080000000.0,,-28000000.0,,,,,,,0.0,,,336000000.0,3486000000.0,,-157000000.0,,,-350000000.0,,1431000000.0,0.0,,1252000000.0,,5005000000.0,3546000000.0,,,,117000000.0,,983000000.0,,,,,3048000000.0,,28000000.0,7383000000.0,,70000000.0,5753000000.0,,5380000000.0,,,,,-350000000.0,314000000.0,-3006000000.0,,,,,,,,,42000000.0,,,91000000.0,,41000000.0,55000000.0,0.0,,,,1025000000.0,,1104000000.0,,,,,,,3949000000.0,,,,,,,,,,,,,628000000.0,,5125000000.0,,,-1000000.0,,3175000000.0,,,,0.04,-37000000.0,,,,1025000000.0,,,,,,157000000.0,230000000.0,,230000000.0,,,,,175000000.0,,,,,51000000.0,,,,,,,362000000.0,,,,,109000000.0,5000000.0,397000000.0,,,,9299000000.0,-259000000.0,,12785000000.0,,,,7780000000.0,41000000.0,,,,,,,,,,,,,,,,,,
838771200,,,,,,,10401000000.0,,,,,0.11,,,,,14000000.0,,,,278000000.0,,191000000.0,2176000000.0,,-1000000.0,,,,,,,0.0,,,437000000.0,3567000000.0,,-53000000.0,,,-332000000.0,,1554000000.0,0.0,,1276000000.0,,5052000000.0,3520000000.0,,,,41000000.0,,1009000000.0,,,,,3112000000.0,,66000000.0,7457000000.0,,167000000.0,5925000000.0,,5751000000.0,,,,,-343000000.0,10000000.0,-2944000000.0,,,,,,,,,101000000.0,,,313000000.0,,101000000.0,-9000000.0,0.0,,,,918181818.0,,1116000000.0,,,,,,,4197000000.0,,,,,,,,,,,,,628000000.0,,5297000000.0,,,0.0,,3228000000.0,,,,0.11,-37000000.0,,,,918181818.0,,,,,,159000000.0,221000000.0,,221000000.0,,,,,0.0,,,,,54000000.0,,,,,,,228000000.0,,,,,111000000.0,9000000.0,503000000.0,,,,9445000000.0,-30000000.0,,13012000000.0,,,,7960000000.0,101000000.0,,,,,,,,,,,,,,,,,,
846720000,,,,,,,10572000000.0,,,,,0.12,,,,,-410000000.0,,,,305000000.0,,257000000.0,2662000000.0,,-10000000.0,,,,,,,0.0,,,471000000.0,3647000000.0,,-721000000.0,,,-290000000.0,,1621000000.0,0.0,,1316000000.0,,5991000000.0,4494000000.0,,,,84000000.0,,1041000000.0,,,,,3219000000.0,,75000000.0,7534000000.0,,191000000.0,5868000000.0,,6073000000.0,,,,,-279000000.0,326000000.0,-3038000000.0,,,,,,,,,116000000.0,,,-53000000.0,,107000000.0,-17000000.0,0.0,,,,891666667.0,,1174000000.0,,,,,,,4452000000.0,,,,,,,,,,,,,633000000.0,,5235000000.0,,,-9000000.0,,3949000000.0,,,,0.12,-40000000.0,,,,891666667.0,,,,,,166000000.0,204000000.0,,204000000.0,,,,,0.0,,,,,51000000.0,,,,,,,658000000.0,,,,,114000000.0,-2000000.0,484000000.0,,,,10362000000.0,-332000000.0,,14009000000.0,,,,8018000000.0,107000000.0,,,,,,,,,,,,,,,,,,
854668800,-107000000.0,-1301000000.0,,,482000000.0,5384000000.0,10469000000.0,,,,-3002000000.0,,,,4289000000.0,,981000000.0,,,5440000000.0,597000000.0,,488000000.0,2528000000.0,,-68000000.0,,964583333.0,,463000000.0,1350000000.0,11000000.0,0.0,,26000000.0,765000000.0,3840000000.0,,918000000.0,442000000.0,,-226000000.0,,2137000000.0,0.0,,1540000000.0,7949000000.0,5440000000.0,4111000000.0,,488000000.0,,-189000000.0,6743000000.0,1256000000.0,,309000000.0,9549000000.0,388000000.0,3348000000.0,,140000000.0,7467000000.0,,355000000.0,5438000000.0,-13000000.0,8167000000.0,907843137.0,,474000000.0,,-329000000.0,-884000000.0,-3002000000.0,233000000.0,,,18628000000.0,175000000.0,157000000.0,463000000.0,-155000000.0,215000000.0,-1198000000.0,,1107000000.0,,214000000.0,-3000000.0,0.0,,630000000.0,,,53000000.0,1350000000.0,0.51,13389000000.0,,4808000000.0,3840000000.0,,6030000000.0,,650000000.0,,,,,,4111000000.0,3031000000.0,3348000000.0,,,630000000.0,,4808000000.0,321000000.0,,-135000000.0,,3031000000.0,,,,,-41000000.0,1359000000.0,7467000000.0,,,25371000000.0,,,201000000.0,-134000000.0,168000000.0,201000000.0,1458000000.0,201000000.0,,2528000000.0,,5438000000.0,0.0,,0.0,-234000000.0,2009000000.0,321000000.0,0.48,,,,10469000000.0,,233000000.0,,,201000000.0,0.0,108000000.0,-1000000.0,482000000.0,783000000.0,,,9549000000.0,778000000.0,,13389000000.0,0.0,,,7949000000.0,214000000.0,,,,,,,,,,,,,,,,,,
862358400,,,,,,,10593000000.0,,,,,0.11,,,,,-315000000.0,,,,315000000.0,,391000000.0,2356000000.0,,-28000000.0,,,,,,,0.0,,,485000000.0,3921000000.0,,-300000000.0,,,-152000000.0,,1636000000.0,0.0,,1321000000.0,,5525000000.0,4023000000.0,,,,20000000.0,,1034000000.0,,,,,3413000000.0,,82000000.0,7551000000.0,,208000000.0,5623000000.0,,5889000000.0,,,,,-254000000.0,236000000.0,-3042000000.0,,,,,,,,,126000000.0,,,-28000000.0,,105000000.0,56000000.0,0.0,,,,954545455.0,,1329000000.0,,,,,,,4253000000.0,,,,,,,160000000.0,,,,,,623000000.0,,5000000000.0,,,-21000000.0,,3330000000.0,,,,0.11,-40000000.0,,,,954545455.0,,,,,,170000000.0,257000000.0,,257000000.0,,,,,201000000.0,,,,,44000000.0,,,,,,,338000000.0,,,,,107000000.0,6000000.0,491000000.0,,,,9646000000.0,-282000000.0,,13567000000.0,,,,8042000000.0,105000000.0,,,,,,,,,,,,,,,,,,
870307200,,,,,,,10920000000.0,,,,,0.13,,,,,16000000.0,,,,340000000.0,,409000000.0,2399000000.0,,-32000000.0,,,,,,,0.0,,,514000000.0,4020000000.0,,-32000000.0,,,-375000000.0,,1707000000.0,0.0,,1367000000.0,,5539000000.0,4047000000.0,,,,-15000000.0,,1080000000.0,,,,,3503000000.0,,92000000.0,7749000000.0,,233000000.0,5708000000.0,,6293000000.0,,,,,-383000000.0,49000000.0,-3171000000.0,,,,,,,,,141000000.0,,,285000000.0,,130000000.0,-41000000.0,0.0,,,,1000000000.0,,1264000000.0,,,,,,,4586000000.0,,,,,,,0.0,,,,,,636000000.0,,5072000000.0,,,-11000000.0,,3363000000.0,,,,0.14,-40000000.0,,,,928571429.0,,,,,,174000000.0,216000000.0,,216000000.0,,,,,0.0,,,,,34000000.0,,,,,,,384000000.0,,,,,107000000.0,0.0,487000000.0,,,,9755000000.0,-98000000.0,,13775000000.0,,,,8236000000.0,130000000.0,,,,,,,,,,,,,,,,,,
878256000,,,,,,,11234000000.0,,,,,0.17,,,,,-73000000.0,,,,404000000.0,,426000000.0,2825000000.0,,24000000.0,,,,,,,0.0,,,580000000.0,4152000000.0,,-702000000.0,,,-342000000.0,,1807000000.0,0.0,,1403000000.0,,6049000000.0,4953000000.0,,,,75000000.0,,1111000000.0,,,,,3674000000.0,,118000000.0,7930000000.0,,297000000.0,5386000000.0,,6622000000.0,,,,,-346000000.0,-35000000.0,-3304000000.0,,,,,,,,,179000000.0,,,381000000.0,,160000000.0,4000000.0,0.0,,,,941176471.0,,1375000000.0,,,,,,,4815000000.0,,,,,,,0.0,,,,,,666000000.0,,4720000000.0,,,-19000000.0,,4065000000.0,,,,0.18,-40000000.0,,,,888888889.0,,,,,,176000000.0,220000000.0,,220000000.0,,,,,0.0,,,,,34000000.0,,,,,,,753000000.0,,,,,107000000.0,10000000.0,512000000.0,,,,10339000000.0,35000000.0,,14491000000.0,,,,8442000000.0,160000000.0,,,,,,,,,,,,,,,,,,
886204800,-63000000.0,-1354000000.0,,,505000000.0,5695000000.0,11513000000.0,,,,-3388000000.0,,,,4532000000.0,,760000000.0,,,5561000000.0,683000000.0,,544000000.0,2727000000.0,,-27000000.0,,927400000.0,,751000000.0,1556000000.0,31000000.0,0.0,,10000000.0,856000000.0,4490000000.0,,814000000.0,416000000.0,,-362000000.0,,2287000000.0,0.0,,1604000000.0,8630000000.0,5561000000.0,4556000000.0,,544000000.0,,-105000000.0,7437000000.0,1307000000.0,,524000000.0,9701000000.0,388000000.0,3930000000.0,,232000000.0,8125000000.0,,588000000.0,5145000000.0,-220000000.0,8953000000.0,872200000.0,,802000000.0,,-371000000.0,-804000000.0,-3388000000.0,273000000.0,,,20320000000.0,201000000.0,441000000.0,751000000.0,-165000000.0,356000000.0,-1231000000.0,,1157000000.0,,356000000.0,-9000000.0,0.0,,720000000.0,,,-25000000.0,1556000000.0,0.84,14191000000.0,,4425000000.0,4490000000.0,,6666000000.0,,693000000.0,,,,,,4556000000.0,3251000000.0,3930000000.0,,,720000000.0,,4425000000.0,310000000.0,,0.0,,3251000000.0,,,,,-45000000.0,1742000000.0,8125000000.0,,,27757000000.0,,,211000000.0,-51000000.0,173000000.0,211000000.0,1795000000.0,211000000.0,,2727000000.0,,5145000000.0,0.0,,0.0,-554000000.0,2435000000.0,310000000.0,0.795,,,,11513000000.0,,273000000.0,,,211000000.0,0.0,95000000.0,15000000.0,505000000.0,1326000000.0,,,9701000000.0,786000000.0,,14191000000.0,0.0,,,8630000000.0,356000000.0,,,,,,,,,,,,,,,,,,
893894400,,,,,,,11847000000.0,,,,,0.16,,,,,-354000000.0,,,,361000000.0,,623000000.0,2723000000.0,,44000000.0,,,,,,,0.0,,,545000000.0,4621000000.0,,-291000000.0,,,-456000000.0,,1741000000.0,0.0,,1380000000.0,,5792000000.0,4608000000.0,,,,-118000000.0,,1074000000.0,,,,,4043000000.0,,105000000.0,8320000000.0,,265000000.0,5491000000.0,,6468000000.0,,,,,-478000000.0,567000000.0,-3527000000.0,,,,,,,,,160000000.0,,,-73000000.0,,158000000.0,38000000.0,0.0,,,,987500000.0,,1347000000.0,,,,,,,4727000000.0,,,,,,,,,,,,,731000000.0,,4760000000.0,,,-2000000.0,,3569000000.0,,,,0.17,-45000000.0,,,,929411765.0,,,,,,184000000.0,249000000.0,,249000000.0,,,,,211000000.0,,,,,24000000.0,,,,,,,538000000.0,,,,,96000000.0,15000000.0,608000000.0,,,,10099000000.0,-551000000.0,,14720000000.0,,,,8928000000.0,158000000.0,,,,,,,,,,,,,,,,,,
901843200,,,,,,,12240000000.0,,,,,0.18,,,,,167000000.0,,,,385000000.0,,926000000.0,2852000000.0,,-34000000.0,,,,,,,-6000000.0,,,578000000.0,4761000000.0,,-129000000.0,,,-414000000.0,,1913000000.0,0.0,,1528000000.0,,6155000000.0,4665000000.0,,,,-245000000.0,,1214000000.0,,,,,4286000000.0,,112000000.0,8564000000.0,,284000000.0,5882000000.0,,7056000000.0,,,,,-415000000.0,146000000.0,-3676000000.0,,,,,,,,,172000000.0,,,256000000.0,,172000000.0,-12000000.0,0.0,,,,955555556.0,,1462000000.0,,,,,,,5143000000.0,,,,,,,,,,,,,750000000.0,,5132000000.0,,,0.0,,3697000000.0,,,,0.19,-44000000.0,,,,905263158.0,,,,,,193000000.0,237000000.0,,237000000.0,,,,,0.0,,,,,20000000.0,,,,,,,351000000.0,,,,,101000000.0,8000000.0,589000000.0,,,,10547000000.0,-159000000.0,,15308000000.0,,,,9153000000.0,172000000.0,,,,,,,,,,,,,,,,,,
