,quarterlyLongTermDebt,annualPretaxIncome,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualNetIncome,annualAccountsReceivable,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,annualRetainedEarnings,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,annualOperatingIncome,annualCurrentLiabilities,quarterlyDilutedEPS,annualNetPPE,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualChangesInAccountReceivables,annualInterestExpense,trailingInterestExpense,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOperatingExpense,annualGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,quarterlyNetPPE,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyBasicEPS,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,annualDilutedEPS,quarterlyPurchaseOfBusiness,annualDilutedAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCapitalExpenditure,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualInvestmentsAndAdvances
757296000,37900000.0,264300000.0,-44400000.0,258500000.0,-36700000.0,1914700000.0,310800000.0,165200000.0,,37900000.0,,356800000.0,763600000.0,,,,83000000.0,314000000.0,1033200000.0,28900000.0,-106400000.0,,26400000.0,987900000.0,1914700000.0,-82500000.0,55100000.0,255400000.0,26400000.0,0.0,17600000.0,26400000.0,230100000.0,230100000.0,,,428900000.0,1900000.0,,271000000.0,567500000.0,,394100000.0,-11100000.0,269600000.0,-8000000.0,-300000.0,0.0,,255000000.0,154900000.0,-26500000.0,12600000.0,254300000.0,1700000.0,14200000.0,314000000.0,1300000.0,,154900000.0,-100000.0,881500000.0,326100000.0,214600000.0,117700000.0,-16100000.0,258500000.0,,230100000.0,230100000.0,-3500000.0,,,6500000.0,,1151100000.0,194600000.0,,164700000.0,,838800000.0,214600000.0,-444700000.0,981300000.0,177634409.0,-12300000.0,,165200000.0,-21900000.0,0.0,,,311200000.0,255000000.0,,0.93,-66200000.0,,65400000.0,,,,99100000.0,3300000.0,1033200000.0,310800000.0,-444700000.0,,1700000.0,,15800000.0,1641900000.0,2949300000.0,194600000.0,394100000.0,,763600000.0,,55800000.0,-900000.0,1307400000.0,,188100000.0,428900000.0,14900000.0,,-29900000.0,27000000.0,105900000.0,17600000.0,,165200000.0,3900000.0,,,,,,987900000.0,,567500000.0,42200000.0,-19600000.0,838800000.0,1036400000.0,0.93,,177634409.0,1151100000.0,,-21800000.0,881500000.0,41600000.0,668000000.0,139500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,36700000.0,,,274800000.0,,1896300000.0,320300000.0,,,,,363200000.0,773400000.0,,,,-114200000.0,311500000.0,,,,,15500000.0,,,,,237900000.0,15500000.0,,,15500000.0,115900000.0,115900000.0,,,475200000.0,2200000.0,,,,0.09,,-12300000.0,252000000.0,,,0.0,,,,-3700000.0,,,,14100000.0,,1000000.0,,,-600000.0,880700000.0,,375500000.0,-93200000.0,,,,,,,,,,,,185300000.0,,,,,,,,,-23100000.0,21700000.0,,,230100000.0,,,276000000.0,248900000.0,,,,,,,,172222222.0,,-7400000.0,1015600000.0,,-457600000.0,,,,9700000.0,,,,397900000.0,,,,38100000.0,,,,,,2800000.0,,-35300000.0,,-107600000.0,,,,1900000.0,,0.09,,,172222222.0,961100000.0,,569200000.0,25200000.0,,855500000.0,,,,,1122900000.0,,-18000000.0,,24000000.0,639200000.0,-75200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,23500000.0,,,275500000.0,,1949100000.0,348200000.0,,,,,487400000.0,776500000.0,,,,-12200000.0,299000000.0,,,,,69200000.0,,,,,265700000.0,69200000.0,,,69200000.0,103600000.0,103600000.0,,,480300000.0,-2200000.0,,,,0.4,,-12100000.0,280100000.0,,,0.0,,,,-400000.0,,,,14400000.0,,700000.0,,,200000.0,954300000.0,,373500000.0,70200000.0,,,,,,,,,,,,171100000.0,,,,,,,,,-79900000.0,18000000.0,,,0.0,,,393100000.0,307100000.0,,,,,,,,173000000.0,,3000000.0,994800000.0,,-468100000.0,,,,41100000.0,,,,403000000.0,,,,127400000.0,,,,,,5100000.0,,-103500000.0,,2900000.0,,,,1500000.0,,0.4,,,173000000.0,1018100000.0,,655300000.0,110300000.0,,871100000.0,,,,,1172600000.0,,-21400000.0,,113000000.0,880500000.0,91600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,20500000.0,,,273800000.0,,1923900000.0,332000000.0,,,,,484200000.0,774400000.0,,,,43900000.0,294300000.0,,,,,71200000.0,,,,,261600000.0,71200000.0,,,71200000.0,147600000.0,147600000.0,,,443200000.0,-1100000.0,,,,0.42,,-12000000.0,276600000.0,,,0.0,,,,-21800000.0,,,,15000000.0,,800000.0,,,1100000.0,867400000.0,,369700000.0,62600000.0,,,,,,,,,,,,170100000.0,,,,,,,,,-100000.0,0.0,,,0.0,,,392500000.0,241100000.0,,,,,,,,169523810.0,,-4300000.0,1056500000.0,,-476300000.0,,,,42700000.0,,,,404700000.0,,,,130900000.0,,,,,,6600000.0,,-14400000.0,,-12700000.0,,,,1400000.0,,0.42,,,169523810.0,1077400000.0,,573100000.0,113900000.0,,881000000.0,,,,,1149500000.0,,-17500000.0,,115900000.0,876700000.0,80100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,20500000.0,298500000.0,-48400000.0,291200000.0,,1962000000.0,338100000.0,186600000.0,,20500000.0,,377500000.0,773400000.0,,,39700000.0,103800000.0,311700000.0,1053300000.0,38100000.0,-41800000.0,,30700000.0,1096100000.0,1962000000.0,-187400000.0,60500000.0,253400000.0,30700000.0,0.0,,30700000.0,251400000.0,251400000.0,,,459200000.0,-6100000.0,,308900000.0,597000000.0,,409200000.0,-12000000.0,270400000.0,,-7200000.0,0.0,,258900000.0,138200000.0,-15900000.0,6300000.0,250500000.0,,17000000.0,311700000.0,700000.0,,138200000.0,1700000.0,908700000.0,369400000.0,226000000.0,123000000.0,-128100000.0,291200000.0,,251400000.0,251400000.0,6400000.0,,,3200000.0,,1188600000.0,167000000.0,,230100000.0,,892600000.0,226000000.0,-483400000.0,1018500000.0,172777778.0,-25000000.0,0.0,186600000.0,-18300000.0,0.0,,,326200000.0,258900000.0,,1.08,-87900000.0,,21300000.0,,,,111900000.0,15100000.0,1053300000.0,338100000.0,-483400000.0,,,,18400000.0,1712200000.0,3100100000.0,167000000.0,409200000.0,,773400000.0,,72800000.0,2400000.0,1387900000.0,,162600000.0,459200000.0,23600000.0,,-34200000.0,-16400000.0,101000000.0,,,186600000.0,1500000.0,,,,,,1096100000.0,,597000000.0,49100000.0,-28700000.0,892600000.0,1079000000.0,1.08,,172777778.0,1188600000.0,,-31000000.0,908700000.0,55800000.0,703700000.0,154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,20800000.0,,,269100000.0,,2002900000.0,350300000.0,,,,,405700000.0,794200000.0,,,,-113400000.0,289900000.0,,,,,18700000.0,,,,,264600000.0,18700000.0,,,18700000.0,138000000.0,138000000.0,,,519100000.0,2500000.0,,,,0.11,,-13600000.0,283100000.0,,,0.0,,,,-41200000.0,,,,18500000.0,,600000.0,,,200000.0,941300000.0,,379600000.0,-82800000.0,,,,,,,,,,,,173300000.0,,,,,,,,,-1200000.0,,,,251400000.0,,,311100000.0,301100000.0,,,,,,,,170000000.0,,-19100000.0,1061600000.0,,-498700000.0,,,,11000000.0,,,,414600000.0,,,,46500000.0,,,,,,1600000.0,,-11500000.0,,-99500000.0,,,,3100000.0,,0.11,,,170000000.0,1101200000.0,,651400000.0,29700000.0,,913300000.0,,,,,1208700000.0,,-22100000.0,,28000000.0,716800000.0,-60700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,20700000.0,,,270700000.0,,2084300000.0,369800000.0,,,,,498300000.0,804600000.0,,,,10400000.0,291400000.0,,,,,73200000.0,,,,,271000000.0,73200000.0,,,73200000.0,148400000.0,148400000.0,,,517200000.0,-100000.0,,,,0.43,,-13600000.0,289500000.0,,,0.0,,,,-24800000.0,,,,18400000.0,,600000.0,,,500000.0,961300000.0,,378000000.0,20000000.0,,,,,,,,,,,,177000000.0,,,,,,,,,-1600000.0,,,,0.0,,,406400000.0,300100000.0,,,,,,,,170232558.0,,2400000.0,1123000000.0,,-508500000.0,,,,43000000.0,,,,426600000.0,,,,135400000.0,,,,,,-8900000.0,,-12000000.0,,-41200000.0,,,,3500000.0,,0.43,,,170232558.0,1160800000.0,,669900000.0,116200000.0,,935100000.0,,,,,1279700000.0,,-27200000.0,,116900000.0,904700000.0,47200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,22700000.0,,,290000000.0,,2109500000.0,355500000.0,,,,,502200000.0,826600000.0,,,,62900000.0,312700000.0,,,,,74900000.0,,,,,274000000.0,74900000.0,,,74900000.0,211300000.0,211300000.0,,,465500000.0,3000000.0,,,,0.44,,-13700000.0,292700000.0,,,0.0,,,,-53900000.0,,,,19300000.0,,600000.0,,,2000000.0,930800000.0,,384000000.0,108800000.0,,,,,,,,,,,,188900000.0,,,,,,,,,-7100000.0,,,,0.0,,,409100000.0,262600000.0,,,,,,,,170227273.0,,-23200000.0,1178700000.0,,-521700000.0,,,,44000000.0,,,,442600000.0,,,,135700000.0,,,,,,-5600000.0,,-17600000.0,,45800000.0,,,,1200000.0,,0.44,,,170227273.0,1222100000.0,,618100000.0,118900000.0,,964300000.0,,,,,1282900000.0,,-25700000.0,,116400000.0,911300000.0,134500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,24000000.0,318500000.0,-54600000.0,286100000.0,-20000000.0,2141100000.0,342000000.0,200700000.0,,24000000.0,,393500000.0,902200000.0,,,,38200000.0,310100000.0,1212100000.0,-16100000.0,-225800000.0,,33800000.0,1242200000.0,2141100000.0,-58900000.0,77900000.0,265800000.0,33800000.0,0.0,,33800000.0,249500000.0,249500000.0,,,463100000.0,-5600000.0,,321300000.0,618900000.0,,456400000.0,-13700000.0,287500000.0,-15000000.0,-300000.0,0.0,,276900000.0,212200000.0,-105900000.0,11100000.0,282700000.0,,21700000.0,310100000.0,700000.0,,212200000.0,100000.0,929000000.0,399200000.0,233600000.0,128300000.0,-17400000.0,286100000.0,,249500000.0,249500000.0,-97400000.0,,,2500000.0,,1238900000.0,192000000.0,,251400000.0,,987500000.0,233600000.0,-531100000.0,1075400000.0,171538462.0,-7500000.0,,200700000.0,-3300000.0,0.0,,,347400000.0,276900000.0,,1.17,-108400000.0,,-1900000.0,,,,117800000.0,-57500000.0,1212100000.0,342000000.0,-531100000.0,,,,19800000.0,1799200000.0,3273800000.0,192000000.0,456400000.0,,902200000.0,,81600000.0,2800000.0,1474600000.0,,174300000.0,463100000.0,-3200000.0,,-17800000.0,900000.0,95800000.0,,,200700000.0,3300000.0,,,,,,1242200000.0,,618900000.0,53600000.0,3900000.0,987500000.0,1153300000.0,1.17,,171538462.0,1238900000.0,,-33400000.0,929000000.0,59900000.0,740900000.0,161700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,127400000.0,,,308000000.0,,2732300000.0,435200000.0,,,,,496000000.0,1398700000.0,,,,-236600000.0,435400000.0,,,,,19600000.0,,,,,299700000.0,19600000.0,,,19600000.0,12800000.0,12800000.0,,,597000000.0,-800000.0,,,,0.11,,-15000000.0,324000000.0,,,0.0,,,,-482600000.0,,,315100000.0,24300000.0,,5400000.0,,,-200000.0,1511800000.0,,876000000.0,-92700000.0,,,,,,,,,,,,244200000.0,,,,,,,,,,20000000.0,,,249500000.0,,,361800000.0,326100000.0,,,,,,,,178181818.0,,-470700000.0,1220500000.0,,-548500000.0,,,,12000000.0,,,,522700000.0,,,,62100000.0,,,,,,-4100000.0,,306700000.0,,-98200000.0,,,,2900000.0,,0.11,,,178181818.0,1246800000.0,,1076400000.0,31600000.0,,1071200000.0,,,,,1333600000.0,,-31900000.0,,37800000.0,857800000.0,-60800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,134600000.0,,,311700000.0,,2949800000.0,495600000.0,,,,,649600000.0,1493300000.0,,,,-200000.0,446300000.0,,,,,81900000.0,,,,,330500000.0,81900000.0,,,81900000.0,12700000.0,12700000.0,,,583300000.0,-400000.0,,,,0.48,,-15000000.0,356200000.0,,,0.0,,,,-112000000.0,,,323300000.0,25700000.0,,7000000.0,,,-200000.0,1656000000.0,,954100000.0,71600000.0,,,,,,,,,,,,258300000.0,,,,,,,,,,28800000.0,,,0.0,,,495700000.0,390800000.0,,,,,,,,170625000.0,,-103400000.0,1293800000.0,,-573500000.0,,,,50200000.0,,,,539200000.0,,,,165200000.0,,,,,,-96200000.0,,2900000.0,,,,,,4300000.0,,0.48,,,170625000.0,1313700000.0,,1209700000.0,132100000.0,,1112700000.0,,,,,1456500000.0,,-37400000.0,,139500000.0,1145300000.0,109000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,137600000.0,,,310200000.0,,2942100000.0,537800000.0,,,,,653000000.0,1548100000.0,,,,-6500000.0,447800000.0,,,,,88600000.0,,,,,338200000.0,88600000.0,,,88600000.0,6200000.0,6200000.0,,,580500000.0,400000.0,,,,0.52,,-15000000.0,364000000.0,,,0.0,,,,-45400000.0,,,221300000.0,25800000.0,,6600000.0,,,-1300000.0,1574400000.0,,994900000.0,134800000.0,,,,,,,,,,,,223300000.0,,,,,,,,,,-28800000.0,,,0.0,,,518000000.0,367500000.0,,,,,,,,170384615.0,,100000.0,1367700000.0,,-601600000.0,,,,59300000.0,,,,553200000.0,,,,179800000.0,,,,,,40500000.0,,-112500000.0,,,,,,1000000.0,,0.52,,,170384615.0,1387200000.0,,1126600000.0,147900000.0,,1154800000.0,,,,,1394000000.0,,-16700000.0,,154000000.0,1171000000.0,151500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,142700000.0,375400000.0,-60000000.0,399700000.0,,2994600000.0,494900000.0,229200000.0,,142700000.0,,503100000.0,1578400000.0,,,57800000.0,-4300000.0,542400000.0,1401200000.0,-5700000.0,-719700000.0,,39200000.0,1411300000.0,2994600000.0,139600000.0,103600000.0,340700000.0,39200000.0,0.0,,39200000.0,1900000.0,1900000.0,,,642700000.0,-17900000.0,,418600000.0,1051000000.0,,549400000.0,-15000000.0,368500000.0,,-18700000.0,0.0,,385900000.0,774700000.0,-79700000.0,12800000.0,332600000.0,170200000.0,27800000.0,542400000.0,5500000.0,,774700000.0,27500000.0,1593400000.0,522200000.0,254300000.0,96200000.0,-3100000.0,399700000.0,,1900000.0,1900000.0,-654800000.0,,,24500000.0,,1416200000.0,319200000.0,,249500000.0,,1133900000.0,254300000.0,-584500000.0,1309100000.0,172330827.0,,37800000.0,229200000.0,-14200000.0,0.0,,,455800000.0,385900000.0,,1.33,-122700000.0,,-247600000.0,,,,146200000.0,-80800000.0,1401200000.0,494900000.0,-584500000.0,,170200000.0,,24700000.0,2301600000.0,4132900000.0,319200000.0,549400000.0,,1578400000.0,,115100000.0,25800000.0,1831300000.0,,209900000.0,642700000.0,54100000.0,,-57500000.0,-2900000.0,,,,229200000.0,4600000.0,,,,,,1411300000.0,,1051000000.0,63900000.0,-85900000.0,1133900000.0,1412700000.0,1.33,,172330827.0,1416200000.0,,-36700000.0,1593400000.0,87300000.0,958900000.0,132900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,795700000.0,,,441300000.0,,4161200000.0,571200000.0,,,,,589900000.0,2510900000.0,,,,56300000.0,1237000000.0,,,,,23100000.0,,,,,387900000.0,23100000.0,,,23100000.0,58200000.0,58200000.0,,,755200000.0,3000000.0,,,,0.13,,-17200000.0,424200000.0,-16000000.0,,0.0,,,1206600000.0,-927800000.0,,,551700000.0,36300000.0,,20800000.0,,,300000.0,2759400000.0,,662600000.0,-55300000.0,,,,,,,,,,,,240100000.0,,,,,,,,,,,,,1900000.0,,,479900000.0,399500000.0,,,,,,,,177692308.0,,-877900000.0,1401800000.0,,-604000000.0,,,,14800000.0,,,,641700000.0,,,,92000000.0,,,,,,-137900000.0,,1005500000.0,,,,,,2400000.0,,0.13,,,177692308.0,1417200000.0,,1522400000.0,37900000.0,,1245700000.0,,,,,1650300000.0,,-33900000.0,,55700000.0,1069800000.0,-21400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,796200000.0,,,413900000.0,,4219300000.0,624900000.0,,,,,745700000.0,2531200000.0,,,,-50800000.0,1210100000.0,,,,,93200000.0,,,,,419000000.0,93200000.0,,,93200000.0,7400000.0,7400000.0,,,751700000.0,-4400000.0,,,,0.54,,-18100000.0,449100000.0,1000000.0,,0.0,,,1223600000.0,-34000000.0,,,438400000.0,30100000.0,,21300000.0,,,800000.0,2736200000.0,,650600000.0,74800000.0,,,,,,,,,,,,240300000.0,,,,,,,,,,,,,0.0,,,627700000.0,462800000.0,,,,,,,,172592593.0,,3400000.0,1483100000.0,,-628100000.0,,,,59600000.0,,,,657000000.0,,,,208700000.0,,,,,,51000000.0,,-130000000.0,,,,,,400000.0,,0.54,,,172592593.0,1492300000.0,,1526100000.0,152800000.0,,1285100000.0,,,,,1688100000.0,,-38400000.0,,178600000.0,1373400000.0,113200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,799600000.0,,,408200000.0,,4186500000.0,645800000.0,,,,,726300000.0,2533300000.0,,,,10900000.0,1207800000.0,,,,,99200000.0,,,,,398100000.0,99200000.0,,,99200000.0,18200000.0,18200000.0,,,714900000.0,-2400000.0,,,,0.58,,-17300000.0,434900000.0,2700000.0,,0.0,,,1203100000.0,-48500000.0,,,340500000.0,36800000.0,,20300000.0,,,-100000.0,2624600000.0,,649800000.0,116600000.0,,,,,,,,,,,,248000000.0,,,,,,,,,,,,,0.0,,,620200000.0,430500000.0,,,,,,,,171034483.0,,-1400000.0,1561900000.0,,-638300000.0,,,,63400000.0,,,,680400000.0,,,,222100000.0,,,,,,34700000.0,,-107100000.0,,,,,,4800000.0,,0.58,,,171034483.0,1574300000.0,,1416800000.0,162600000.0,,1318700000.0,,,,,1653200000.0,,-49800000.0,,185300000.0,1346500000.0,166400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,843900000.0,427300000.0,-69000000.0,484000000.0,,4035800000.0,530700000.0,260600000.0,,843900000.0,,583300000.0,2503500000.0,,,,-14700000.0,1327900000.0,1592200000.0,4400000.0,-1060500000.0,,45100000.0,1602500000.0,4035800000.0,622600000.0,139200000.0,368500000.0,45100000.0,0.0,,45100000.0,3500000.0,3500000.0,,,721700000.0,-11200000.0,,523200000.0,1115700000.0,,692300000.0,-16400000.0,404500000.0,,-15100000.0,0.0,,424200000.0,1471300000.0,-50200000.0,14800000.0,439500000.0,160800000.0,36000000.0,1327900000.0,18400000.0,,1471300000.0,-2600000.0,2443600000.0,662400000.0,339900000.0,139400000.0,-8400000.0,484000000.0,,3500000.0,3500000.0,-896500000.0,,,80800000.0,,1532300000.0,260800000.0,,1900000.0,,1357900000.0,339900000.0,-665600000.0,1573500000.0,172582781.0,,,260600000.0,59200000.0,0.0,,,508100000.0,424200000.0,,1.51,-164000000.0,,1700000.0,,,,166700000.0,-20600000.0,1592200000.0,530700000.0,-665600000.0,,160800000.0,,28900000.0,2645200000.0,4881100000.0,260800000.0,692300000.0,,2503500000.0,,139600000.0,-1600000.0,2235900000.0,,275500000.0,721700000.0,56600000.0,,-145800000.0,-16200000.0,,,,260600000.0,7200000.0,,,,,,1602500000.0,,1115700000.0,74000000.0,-30900000.0,1357900000.0,1712700000.0,1.5,,173733333.0,1532300000.0,,-41900000.0,2443600000.0,103600000.0,1091400000.0,181300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,791700000.0,,,481900000.0,,4193800000.0,521400000.0,,,,,613600000.0,2514500000.0,,,,-800000.0,1273600000.0,,,,,25200000.0,,,,,394200000.0,25200000.0,,,25200000.0,2700000.0,2700000.0,,,768200000.0,-1400000.0,,,,0.14,,,429800000.0,-8500000.0,,0.0,,,1457600000.0,-34000000.0,,,334800000.0,35600000.0,,18600000.0,,,300000.0,2584600000.0,,354100000.0,-119100000.0,,,,,,,,,,,,269700000.0,,,,,,,,,-19500000.0,,,,3500000.0,,,490500000.0,454800000.0,,,,,,,,180000000.0,,13600000.0,1609200000.0,,-686900000.0,,,,15400000.0,,,,702800000.0,,,,96300000.0,,,,,,-142000000.0,,113200000.0,,,,,,10700000.0,,0.15,,,168000000.0,1608600000.0,,1311000000.0,40600000.0,,1389700000.0,,,,,1679300000.0,,-39100000.0,,60700000.0,1104100000.0,-80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,783100000.0,,,478700000.0,,4260400000.0,557500000.0,,,,,741900000.0,2520400000.0,,,,18000000.0,1261800000.0,,,,,99500000.0,,,,,418600000.0,99500000.0,,,99500000.0,20800000.0,20800000.0,,,723400000.0,-1100000.0,,,,0.57,,,455000000.0,1500000.0,,0.0,,,1443600000.0,-36700000.0,,,331200000.0,36400000.0,,19400000.0,,,1100000.0,2602900000.0,,362000000.0,78900000.0,,,,,,,,,,,,269900000.0,,,,,,,,,-14900000.0,,,,0.0,,,635900000.0,452400000.0,,,,,,,,174561404.0,,600000.0,1657500000.0,,-705000000.0,,,,61000000.0,,,,714800000.0,,,,217300000.0,,,,,,-17800000.0,,-62900000.0,,,,,,2800000.0,,0.58,,,171551724.0,1688500000.0,,1341100000.0,160500000.0,,1419800000.0,,,,,1740000000.0,,-38800000.0,,180900000.0,1377800000.0,117700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,783100000.0,,,471600000.0,,4191500000.0,613700000.0,,,,,716600000.0,2528400000.0,,,,-17400000.0,1254700000.0,,,,,100700000.0,,,,,404800000.0,100700000.0,,,100700000.0,3400000.0,3400000.0,,,688600000.0,-2300000.0,,,,0.58,,-19400000.0,441700000.0,-8100000.0,,0.0,,,1438100000.0,-40100000.0,,,211000000.0,36900000.0,,18300000.0,,,-400000.0,2477800000.0,,371600000.0,151100000.0,,,,,,,,,,,,265700000.0,,,,,,,,,-21300000.0,,,,0.0,,,624800000.0,398400000.0,,,,,,,,173620690.0,,-1600000.0,1713700000.0,,-688700000.0,,,,61800000.0,,,,718700000.0,,,,220000000.0,,,,,,54800000.0,,-158800000.0,,,,,,2500000.0,,0.59,,,170677966.0,1769800000.0,,1223100000.0,162500000.0,,1407400000.0,,,,,1663100000.0,,-30400000.0,,183100000.0,1341400000.0,181500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
