date,annualOtherCurrentAssets,trailingTotalRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualTotalRevenue,quarterlyCashDividendsPaid,annualEndCashPosition,quarterlyCurrentLiabilities,annualDilutedEPS,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,quarterlyInvestingCashFlow,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualBasicAverageShares,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualBasicEPS,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,quarterlyGrossPPE,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyBasicEPS,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingChangeInInventory,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualNetPPE,annualGrossProfit,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualEbitda,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPretaxIncome,annualChangesInAccountReceivables,quarterlyTotalAssets,annualInterestExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGoodwill,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyBeginningCashPosition,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingGrossProfit,annualInvestingCashFlow,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingOtherNonCashItems,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance
1996-03-31,,,100000.0,2400000.0,,,,,,-100000.0,,3600000.0,,,400000.0,,,,,-300000.0,,0.0,5900000.0,,,200000.0,,,700000,,,,,,500000.0,22466020.0,,,,,500000,6300000,,,,,-100000.0,8500000.0,,,6300000.0,,14000000.0,,,6900000.0,,,,,,,2500000.0,,,-400000.0,,700000.0,,,,,,100000.0,,,7900000.0,,3300000.0,,,3200000.0,,0.017805,,,,200000.0,2200000.0,3100000.0,,,-200000.0,,400000.0,400000.0,,,,100000.0,,100000.0,,700000.0,,,2600000.0,,600000.0,22466020.0,,800000.0,,200000.0,7700000.0,,,,,,,,,,500000.0,100000.0,,,,,,,0.0,,,,,,0.0,600000.0,-6300000.0,-100000.0,-400000.0,,,200000.0,,,,,,,,14800000.0,,,,,0.017805,,,,,,,,0.0,,200000.0,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,2400000.0,,,,,,0.0,,2700000.0,,,500000.0,,,,,-200000.0,,0.0,6400000.0,,,300000.0,,,1100000,,,,,,600000.0,25274651.0,,,,,800000,6700000,,,,,0.0,8500000.0,,,5500000.0,,14200000.0,,,5600000.0,,,,,,,2100000.0,,,300000.0,,600000.0,,,,,,100000.0,,,8400000.0,,2900000.0,,,3200000.0,,0.019783,,,,100000.0,2000000.0,3500000.0,,,-100000.0,,500000.0,500000.0,,,,,,,,700000.0,,,2700000.0,,800000.0,25274651.0,,800000.0,,300000.0,7600000.0,,,,,,,,,,600000.0,100000.0,,,,,,,0.0,,,,,,100000.0,700000.0,-6600000.0,-100000.0,-500000.0,,,0.0,,,,,,,,14000000.0,,,,,0.019783,,,,,,,,-100000.0,,0.0,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,0.0,,2800000.0,,,500000.0,,,,,-400000.0,,0.0,6900000.0,,,300000.0,,,3600000,,,,,,800000.0,22976533.0,,,,,3300000,6700000,,,,,200000.0,8600000.0,,,5700000.0,,14300000.0,,,5400000.0,,,,,,,1700000.0,,,0.0,,400000.0,,,,,,200000.0,,,8900000.0,,2600000.0,,,3100000.0,,0.021761,,,,-2400000.0,1900000.0,3600000.0,,,-200000.0,,500000.0,500000.0,,,,200000.0,,200000.0,,700000.0,,,300000.0,,700000.0,22976533.0,,1100000.0,,200000.0,7400000.0,,,,,,,,,,500000.0,100000.0,,,,,,,0.0,,,,,,100000.0,1000000.0,-6900000.0,-200000.0,-500000.0,,,0.0,,,,,,,,14300000.0,,,,,0.021761,,,,,,,,200000.0,,0.0,,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,600000.0,,,,,,13700000.0,,26400000.0,0.0,100000.0,3500000.0,0.080329,3100000.0,500000.0,,,700000.0,,-1400000.0,2600000.0,100000.0,7300000.0,,100000.0,600000.0,,23652664.0,-5900000,2200000.0,800000.0,2500000.0,,,700000.0,,1900000.0,,300000.0,,-6500000,6700000,0.080329,,,,200000.0,9500000.0,,9600000.0,5600000.0,,14700000.0,,5700000.0,5700000.0,,-1300000.0,,100000.0,1400000.0,200000.0,1400000.0,,5600000.0,,1900000.0,600000.0,-100000.0,,,1900000.0,0.0,300000.0,7400000.0,,9400000.0,1400000.0,2200000.0,,,4400000.0,9400000.0,,,,23652664.0,7200000.0,1900000.0,2300000.0,15100000.0,1000000.0,-800000.0,,500000.0,500000.0,,7300000.0,,100000.0,,100000.0,,500000.0,,,8800000.0,,800000.0,,,2000000.0,1900000.0,300000.0,7500000.0,2000000.0,-100000.0,,,9500000.0,7500000.0,12700000.0,3600000.0,3500000.0,700000.0,100000.0,,,4500000.0,,300000.0,,100000.0,,100000.0,,500000.0,,0.0,1300000.0,-7200000.0,-600000.0,0.0,,,300000.0,,,,,,2900000.0,,15100000.0,300000.0,-7200000.0,,,,,,,,-100000.0,,14700000.0,-200000.0,,0.0,,,2500000.0,,-1400000.0,,,-2300000.0,300000.0,-100000.0,,,-1000000.0,,,,,,,,,,,,,,,
1997-03-31,,,-100000.0,1900000.0,,,,,,-100000.0,,3600000.0,,,700000.0,,,,,-700000.0,,0.0,8000000.0,,,300000.0,,,1400000,,,,,,400000.0,23589674.0,,,,,1100000,6800000,,,,,-200000.0,9900000.0,,,6000000.0,,15000000.0,,,5800000.0,,,,,,,1400000.0,,,-200000.0,,500000.0,,,,,,300000.0,,,10100000.0,,2200000.0,,,3500000.0,,0.029674,,,,0.0,2000000.0,3300000.0,,,-400000.0,,700000.0,700000.0,,,,,,,,500000.0,,,2200000.0,,1100000.0,23589674.0,,2200000.0,,400000.0,7600000.0,,,,,,,,,,700000.0,,,,,,,,0.0,,,,,,100000.0,700000.0,-7400000.0,-300000.0,-100000.0,,,500000.0,,,,,,,,15900000.0,,,,,0.029674,,,,,,,,-100000.0,,100000.0,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,0.0,2000000.0,,,,,,,,3500000.0,,,900000.0,,,,,-200000.0,,0.0,8800000.0,,,400000.0,,,1700000,,,,,,300000.0,25274746.0,,,,,1300000,7300000,,,,,-500000.0,9800000.0,,,6500000.0,,12200000.0,,,5300000.0,,,,,,,1000000.0,,,-300000.0,,600000.0,,,,,,300000.0,,,11000000.0,,1800000.0,,,3600000.0,,0.035609,,,,0.0,2300000.0,3700000.0,,,-200000.0,,900000.0,900000.0,,,,300000.0,,300000.0,,500000.0,,,2400000.0,,1300000.0,25274746.0,,2400000.0,,400000.0,7400000.0,,,,,,,,,,900000.0,,,,,,,,-100000.0,,,,,,0.0,800000.0,-4800000.0,-500000.0,-300000.0,,,100000.0,,,,,,,,16300000.0,,,,,0.035609,,,,,,,,300000.0,,0.0,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,300000.0,,,,,,,,,3300000.0,,,800000.0,,,,,-600000.0,,0.0,9600000.0,,,300000.0,,,3400000,,,,,,1600000.0,25274864.0,,,,,3100000,7200000,,,,,500000.0,10100000.0,,,6700000.0,,12400000.0,,,5000000.0,,,,,,,900000.0,,,100000.0,,300000.0,,,,,,300000.0,,,11800000.0,,1700000.0,,,3800000.0,,0.031652,,,,-1900000.0,2300000.0,3400000.0,,,-500000.0,,800000.0,800000.0,,,,1100000.0,,1100000.0,,500000.0,,,300000.0,,1200000.0,25274864.0,,2600000.0,,400000.0,7400000.0,,,,,,,,,,600000.0,,,,,,,,100000.0,,,,,,100000.0,1700000.0,-5000000.0,-100000.0,-300000.0,,,100000.0,,,,,,,,16800000.0,,,,,0.031652,,,,,,,,800000.0,,0.0,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,1000000.0,,-100000.0,,,,15300000.0,,28600000.0,0.0,0.0,3600000.0,0.113251,4300000.0,500000.0,,,800000.0,,-300000.0,1900000.0,0.0,9900000.0,200000.0,0.0,100000.0,,24161932.0,-5000000,1700000.0,1100000.0,2700000.0,,,-400000.0,,2800000.0,,-1100000.0,,-5100000,7300000,0.115885,,,,-900000.0,10300000.0,,9000000.0,7300000.0,,12500000.0,,5300000.0,5300000.0,,0.0,,700000.0,800000.0,100000.0,800000.0,,7300000.0,-200000.0,2800000.0,1000000.0,-100000.0,,,2800000.0,100000.0,400000.0,6800000.0,100000.0,12300000.0,1100000.0,1700000.0,,,4400000.0,12300000.0,,,,24723837.0,5900000.0,2500000.0,2900000.0,17600000.0,1500000.0,-100000.0,,500000.0,500000.0,,9900000.0,,700000.0,,700000.0,,500000.0,,,8000000.0,,800000.0,,,2900000.0,2500000.0,300000.0,7300000.0,2900000.0,100000.0,,,10300000.0,7300000.0,13300000.0,3000000.0,3600000.0,800000.0,0.0,,,5400000.0,,400000.0,,0.0,,700000.0,,500000.0,-600000.0,100000.0,-200000.0,-5200000.0,-200000.0,200000.0,-1200000.0,,100000.0,,,,,,4300000.0,,17600000.0,100000.0,-5200000.0,,,,,,,,,,12500000.0,-400000.0,,0.0,,,2700000.0,,-500000.0,,,-1800000.0,100000.0,600000.0,,,-1100000.0,,,,,,,,,,,,,,,
1998-03-31,,,100000.0,1700000.0,,,,,,-200000.0,,4200000.0,,,800000.0,,,,,-500000.0,,0.0,10700000.0,,,300000.0,,,1600000,,,,,,600000.0,23787813.0,,,,,1300000,7700000,,,,,-400000.0,10400000.0,,,8400000.0,,12700000.0,,,5600000.0,,,,,,,800000.0,,,-700000.0,,600000.0,,,,,,100000.0,,,13200000.0,,1400000.0,,,4100000.0,,0.033631,,,,-100000.0,3200000.0,3600000.0,,,-300000.0,,800000.0,800000.0,,,,600000.0,,600000.0,,500000.0,,,2300000.0,,1200000.0,23787813.0,,3100000.0,,400000.0,7300000.0,,,,,,,,,,700000.0,,,,,,,300000.0,100000.0,,,,,,0.0,800000.0,-5400000.0,-200000.0,-500000.0,,,300000.0,,,,,,,,18800000.0,,,,,0.033631,,,,,,,,-200000.0,,700000.0,,,3200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,-300000.0,1500000.0,,,,,,0.0,,3400000.0,,,800000.0,,,,,-4300000.0,,0.0,11500000.0,,,400000.0,,,1600000,,,,,,0.0,26959628.0,,,,,1200000,7200000,,,,,-500000.0,14400000.0,,,7000000.0,,13300000.0,,,7000000.0,,,,,,,2800000.0,,,200000.0,,600000.0,,,,,,300000.0,,,14400000.0,,3600000.0,,,3900000.0,,0.031652,,,,0.0,3000000.0,3300000.0,,,-3700000.0,,800000.0,800000.0,,,,100000.0,,100000.0,,500000.0,,,2100000.0,,1200000.0,25274864.0,,6700000.0,,400000.0,7700000.0,,,,,,,,,,1400000.0,,,,,,,200000.0,0.0,,,,,,0.0,600000.0,-5600000.0,-600000.0,3100000.0,,,-100000.0,,,,,,,,21400000.0,,,,,0.029674,,,,,,,,-500000.0,,0.0,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,1100000.0,,,,,,0.0,,3500000.0,,,600000.0,,,,,-500000.0,,0.0,12100000.0,,,500000.0,,,1600000,,,,,,1100000.0,25274509.0,,,,,1100000,6600000,,,,,400000.0,14500000.0,,,7600000.0,,13800000.0,,,7100000.0,,,,,,,2800000.0,,,200000.0,,400000.0,,,,,,400000.0,,,15000000.0,,3600000.0,,,3700000.0,,0.023739,,,,-100000.0,2900000.0,2900000.0,,,0.0,,600000.0,600000.0,,,,900000.0,,900000.0,,400000.0,,,1800000.0,,900000.0,25274509.0,,6400000.0,,300000.0,8000000.0,,,,,,,,,,1200000.0,100000.0,,,,100000.0,,200000.0,0.0,,,,,,100000.0,1600000.0,-5800000.0,-500000.0,0.0,,,0.0,,,,,,,,22100000.0,,,,,0.023739,,,,,,,,900000.0,,0.0,,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,900000.0,,,1400000.0,,,15600000.0,,28700000.0,0.0,0.0,3500000.0,0.118519,4800000.0,800000.0,,,1200000.0,,-400000.0,2300000.0,0.0,12700000.0,300000.0,100000.0,500000.0,,24897541.0,1800000,3300000.0,1000000.0,1100000.0,,,600000.0,,3000000.0,,-1000000.0,,1300000,7200000,0.120494,,200000.0,,-500000.0,14200000.0,,8300000.0,8400000.0,,14100000.0,,6800000.0,6800000.0,,-4100000.0,,1300000.0,2600000.0,700000.0,2600000.0,,8400000.0,-100000.0,3000000.0,900000.0,-200000.0,,,3000000.0,0.0,200000.0,5600000.0,,15800000.0,1700000.0,3300000.0,,,3700000.0,15800000.0,,,,25312500.0,100000.0,2900000.0,3500000.0,22600000.0,1700000.0,-100000.0,,800000.0,800000.0,,12700000.0,,1300000.0,,1300000.0,,500000.0,,,2200000.0,,1300000.0,,,6100000.0,2900000.0,500000.0,8100000.0,6100000.0,100000.0,,,14200000.0,8100000.0,13100000.0,3900000.0,3500000.0,1200000.0,100000.0,,,6500000.0,0.0,200000.0,300000.0,0.0,,1300000.0,,500000.0,-400000.0,0.0,900000.0,-6000000.0,-300000.0,-200000.0,,,1200000.0,,,,,,4700000.0,,22600000.0,200000.0,-6000000.0,,,,,,,,100000.0,,14100000.0,400000.0,,0.0,,,1100000.0,,2400000.0,,,-5700000.0,1200000.0,600000.0,,,-1600000.0,,,,,,,,,,,,,,,
1999-03-31,,,-200000.0,1300000.0,,,,,,-200000.0,,2900000.0,,,800000.0,,,,,-100000.0,,0.0,13400000.0,,,500000.0,,,1700000,,,,,,1500000.0,26959628.0,,,,,1200000,7000000,,,,,400000.0,13800000.0,,,8600000.0,,14300000.0,,,5800000.0,,,,,,,2200000.0,,,,,600000.0,,,,,,200000.0,,,16600000.0,,2900000.0,,,3700000.0,,0.029674,,,,0.0,2900000.0,3300000.0,,,0.0,,800000.0,800000.0,,,,1700000.0,,1700000.0,,500000.0,,,2100000.0,,1200000.0,26959628.0,,5900000.0,,400000.0,8000000.0,,,,,,,,,,600000.0,,,,,,,300000.0,0.0,,,,,,-100000.0,1600000.0,-6300000.0,-100000.0,-1200000.0,,,600000.0,,,,,,,,22400000.0,,,,,0.029674,,,,,,,,300000.0,,1300000.0,,,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,400000.0,1400000.0,,,,,,0.0,,2200000.0,,,800000.0,,,,,-200000.0,,1400000.0,14200000.0,,,500000.0,,,1700000,,,,,,800000.0,26959628.0,,,,,1200000,7300000,,,,,-500000.0,13500000.0,,,7900000.0,,14400000.0,,,4000000.0,,,,,,,1200000.0,,,,,500000.0,,,,,,200000.0,,,17400000.0,,1800000.0,,,3800000.0,,0.029674,,,,0.0,2700000.0,3500000.0,,,-100000.0,,800000.0,800000.0,,,,1400000.0,,1400000.0,,400000.0,,,2300000.0,,1200000.0,26959628.0,,5600000.0,,400000.0,7900000.0,,,,300000.0,,,,,,600000.0,,,,,,,400000.0,0.0,,,,,,0.0,900000.0,-6500000.0,-100000.0,-1000000.0,,,500000.0,,,,,,,,21400000.0,,,,,0.029674,,,,,,,,-300000.0,,0.0,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,-300000.0,1600000.0,,,,,,0.0,,2600000.0,,,700000.0,,,,,-200000.0,,2200000.0,14800000.0,,,500000.0,,,1600000,,,,,,1200000.0,25275016.0,,,,,1100000,7200000,,,0.0,,300000.0,13200000.0,,,8800000.0,,14500000.0,,,4300000.0,,,,,,,1200000.0,,,100000.0,,300000.0,,,,,,100000.0,,,17700000.0,,1700000.0,,,3700000.0,,0.027695,,,,0.0,2700000.0,3500000.0,,,0.0,,700000.0,700000.0,,,,2200000.0,,2200000.0,,400000.0,,,2400000.0,,1100000.0,25275016.0,,5400000.0,,400000.0,7800000.0,,,,300000.0,,,,,,600000.0,,,,,,,300000.0,0.0,,,,,,0.0,1400000.0,-6700000.0,-200000.0,-400000.0,,,800000.0,,,,,,,,22000000.0,,,,,0.027695,,,,,,,,800000.0,,1400000.0,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,700000.0,,,1500000.0,,,15600000.0,,29700000.0,0.0,1700000.0,2800000.0,0.124444,5000000.0,900000.0,,,600000.0,,-200000.0,4100000.0,1700000.0,15500000.0,,0.0,500000.0,,24521484.0,2100000,1300000.0,1300000.0,600000.0,,,600000.0,,3100000.0,,-500000.0,,1600000,8200000,0.12642,-900000.0,0.0,,-700000.0,12900000.0,,9100000.0,9100000.0,,14800000.0,,4100000.0,4100000.0,,-100000.0,,1700000.0,700000.0,1300000.0,700000.0,,9100000.0,-200000.0,3100000.0,700000.0,-200000.0,,,3100000.0,0.0,200000.0,5800000.0,,17900000.0,2000000.0,1300000.0,,,4300000.0,17900000.0,,,,24910714.0,-100000.0,2700000.0,3900000.0,22000000.0,1800000.0,0.0,,900000.0,900000.0,,15500000.0,,1700000.0,300000.0,1700000.0,,400000.0,,,2300000.0,,1500000.0,,,5100000.0,2700000.0,600000.0,7800000.0,5100000.0,0.0,,300000.0,12900000.0,7800000.0,14100000.0,4700000.0,2800000.0,600000.0,0.0,,,7000000.0,,200000.0,300000.0,0.0,,1700000.0,,400000.0,100000.0,0.0,800000.0,-7000000.0,-200000.0,-1000000.0,,,1600000.0,,,,,,4900000.0,,22000000.0,100000.0,-7000000.0,,,,,,,,-100000.0,-500000.0,14800000.0,-400000.0,,2200000.0,,,600000.0,,-3600000.0,,,-700000.0,1600000.0,400000.0,,,-600000.0,,,,,,,,,,,,,,,
2000-03-31,,,,1581000.0,,,,,,-245000.0,,2291000.0,,,809000.0,,,,,-366000.0,,1941000.0,16325000.0,,,508000.0,,,2310000,,,,,,1238000.0,24091544.0,,,,,1802000,7751000,,,-21000.0,,232000.0,12771000.0,,,8824000.0,,15093000.0,,,3004000.0,,,,,,,150000.0,,,375000.0,,0.0,,,3842000.0,,,203000.0,,,18591000.0,,713000.0,797000.0,,4130000.0,,0.03358,,,,0.0,2373000.0,3621000.0,,,-14000.0,,809000.0,809000.0,,,,1941000.0,,1941000.0,,360000.0,,,1819000.0,,1296000.0,24091544.0,,4862000.0,,487000.0,7909000.0,,,,327000.0,,,,,,600000.0,,,,,24000.0,,238000.0,-18000.0,,,,,,0.0,1590000.0,-7184000.0,-352000.0,-982000.0,,,467000.0,,,,,,,,21595000.0,,,,,0.03358,,,,,,-243000.0,,242000.0,,1699000.0,,,427000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,1630000.0,,,,,,0.0,,1880000.0,,,847000.0,,,,,-226000.0,,1290000.0,17172000.0,,,507000.0,,,2379000,,,,,,1195000.0,23821875.0,,,,,1872000,7849000,,,-34000.0,,33000.0,12490000.0,,,8326000.0,,15289000.0,,,2355000.0,,,,,,,,,,1000.0,,0.0,,,4024000.0,,,181000.0,,,18461000.0,,475000.0,815000.0,,4085000.0,,0.035556,,,,0.0,2372000.0,3764000.0,,,-30000.0,,847000.0,847000.0,,,,1290000.0,,1290000.0,,294000.0,,,1892000.0,,1376000.0,23821875.0,,4614000.0,,529000.0,7876000.0,,,,327000.0,,,,,,,,,,,84000.0,,262000.0,-18000.0,,,,,,0.0,1391000.0,-7413000.0,-196000.0,-1816000.0,,,136000.0,,,,,,,,20816000.0,,,,,0.035556,,,,,,-1132000.0,,-651000.0,,1941000.0,,,929000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,1804000.0,,,,,,0.0,,1617000.0,,,984000.0,,,,,-123000.0,,1512000.0,18156000.0,,,507000.0,,,2518000,,,,,,1140000.0,23721429.0,,,,,2011000,8450000,,,-68000.0,,-282000.0,12106000.0,,,8561000.0,,15365000.0,,,2033000.0,,,,,,,,,,140000.0,,0.0,,,4389000.0,,,158000.0,,,18634000.0,,416000.0,1136000.0,,4369000.0,,0.041481,,,,0.0,2232000.0,4081000.0,,,-46000.0,,984000.0,984000.0,,,,1512000.0,,1512000.0,,258000.0,,,2070000.0,,1517000.0,23721429.0,,4382000.0,,533000.0,7724000.0,,,,327000.0,,,,,,,,,,,7000.0,,266000.0,-18000.0,,,,,,0.0,1217000.0,-7641000.0,-77000.0,-872000.0,,,45000.0,,,,,,,,20667000.0,,,,,0.041481,,,,,,-861000.0,,222000.0,,1290000.0,,,436000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,0.0,,,2019000.0,,,17142000.0,,33198000.0,0.0,3068000.0,3280000.0,0.154074,7953000.0,1089000.0,,,,,-241000.0,5072000.0,3068000.0,18968000.0,174000.0,-71000.0,493000.0,,23597578.0,2761000,362000.0,1069000.0,970000.0,,,1499000.0,,3729000.0,,78000.0,,2268000,9148000,0.158025,-2236000.0,-45000.0,,95000.0,11854000.0,,8103000.0,11368000.0,,15622000.0,,3642000.0,3642000.0,,-75000.0,,3068000.0,,1699000.0,,5044000.0,11368000.0,-322000.0,3729000.0,0.0,-245000.0,,5044000.0,3729000.0,0.0,137000.0,7034000.0,,19580000.0,2015000.0,362000.0,1789000.0,,4558000.0,19580000.0,,,,24202644.0,0.0,2554000.0,4590000.0,23222000.0,2267000.0,15000.0,,1089000.0,1089000.0,,18968000.0,1789000.0,3068000.0,327000.0,3068000.0,,225000.0,,,2322000.0,,1807000.0,,,4089000.0,2554000.0,718000.0,7765000.0,4089000.0,0.0,,327000.0,11854000.0,7765000.0,16056000.0,5953000.0,3280000.0,,,,,9968000.0,59000.0,137000.0,303000.0,-17000.0,,3068000.0,,225000.0,194000.0,0.0,1755000.0,-7857000.0,-256000.0,42000.0,,,521000.0,,,,,,5996000.0,,23222000.0,,-7857000.0,,,,,,,,-168000.0,0.0,15622000.0,1556000.0,,1512000.0,,,970000.0,,-3628000.0,,,-956000.0,521000.0,1369000.0,,,-881000.0,,,,,,,,,,,,,,,
2001-03-31,,,,1739000.0,,,,,,-277000.0,,3107000.0,,,1113000.0,,,,,-472000.0,,4722000.0,20081000.0,,,492000.0,,,2401000,,,,,,1946000.0,24498098.0,,,,,1909000,8024000,,,-28000.0,,742000.0,11834000.0,,,12382000.0,,15854000.0,,,3421000.0,,,,,,,,,,-262000.0,,0.0,,,4264000.0,,,114000.0,,,20795000.0,,314000.0,1007000.0,,3990000.0,,0.047407,,,,324000.0,2816000.0,4034000.0,,,-29000.0,,1113000.0,1113000.0,,,,4722000.0,,4722000.0,,200000.0,,,2125000.0,,1780000.0,23477344.0,,3837000.0,,667000.0,7997000.0,,,,327000.0,,,,,,,,,,,32000.0,,386000.0,-18000.0,,,,,,0.0,2389000.0,-7857000.0,-443000.0,-263000.0,,,722000.0,,,,,,,,24216000.0,,,,,0.045432,,,,,,,,1654000.0,,3068000.0,,,1378000.0,,,,,,,,,,,,,,,,,,,,,,,,,
