,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTaxProvision,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingIncome,annualBasicAverageShares,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyTotalAssets,annualBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualStockholdersEquity,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlySaleOfInvestment,annualAccumulatedDepreciation,trailingNetIncome,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
962323200,,,,,,,125700000.0,,,,,3569900000.0,-23000000.0,6998000000.0,,,,,1820500000.0,,2585900000.0,,,,,,,,-29300000.0,2140900000.0,257000000.0,,,8382900000.0,,131100000.0,,,,,1384900000.0,,,6155800000.0,,-48300000.0,388125000.0,,442300000.0,,131100000.0,131100000.0,,,136200000.0,,0.339753,,,,,,,,2227100000.0,,,,1758200000.0,,,,-146300000.0,,-167100000.0,,,382700000.0,505500000.0,,,,,125700000.0,1948500000.0,,195100000.0,347300000.0,,,11100000.0,,505500000.0,,,,973900000.0,,,,,73200000.0,,,386775000.0,983600000.0,204300000.0,,,,,,78500000.0,,515500000.0,,,63800000.0,,-70400000.0,138100000.0,2112800000.0,,,,401300000.0,,0.0,-665300000.0,,,,,-10000000.0,,22100000.0,,,1648900000.0,,-7300000.0,,,,60700000.0,,,0.337778,,-109000000.0,1368100000.0,,,,,,,,,-215900000.0,89000000.0,,468400000.0,400000.0,257000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,,119000000.0,,,,,3584900000.0,-22900000.0,6920600000.0,,,,,1890700000.0,,2436100000.0,,,,,,,,-125200000.0,1775300000.0,194200000.0,,,8279000000.0,,93100000.0,,,,,1358400000.0,,,6021000000.0,,12000000.0,389519628.0,,443500000.0,,93100000.0,93100000.0,,,124700000.0,,0.240988,,,,,,,,2258000000.0,,,,1462100000.0,,,,-69400000.0,,-131000000.0,,,313200000.0,444900000.0,,,,,119000000.0,1791800000.0,,200800000.0,329400000.0,,,11800000.0,,444900000.0,,,,941800000.0,,,,,31100000.0,,,386775000.0,839100000.0,124200000.0,,,,,,78500000.0,,505500000.0,,,81800000.0,,-34400000.0,40300000.0,2314600000.0,,,,519300000.0,,0.0,-665300000.0,,,,,-60600000.0,,46400000.0,,,1504400000.0,,0.0,,,,97100000.0,,,0.239012,,-159200000.0,1207800000.0,,,,,,,,,-255500000.0,62500000.0,,496900000.0,400000.0,194200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,6497300000.0,,,,1189900000.0,,119700000.0,,2387500000.0,,,3634300000.0,-22900000.0,6787500000.0,394700000.0,223300000.0,60400000.0,,1854100000.0,536700000.0,2387500000.0,-136500000.0,924500000.0,388293750.0,0.0,441800000.0,-533500000.0,536700000.0,-61900000.0,1671900000.0,173500000.0,6021800000.0,,8270900000.0,1.137778,62700000.0,,441800000.0,299500000.0,2342800000.0,1483400000.0,,-221000000.0,6021800000.0,497600000.0,74400000.0,,-217500000.0,512000000.0,390333770.0,62700000.0,62700000.0,,8270900000.0,0.0,497600000.0,,1654900000.0,600800000.0,6787500000.0,-105800000.0,,,,2249100000.0,2249100000.0,3634300000.0,530800000.0,1473800000.0,441800000.0,,155500000.0,13600000.0,1.131852,49900000.0,408500000.0,13000000.0,198100000.0,536700000.0,1854100000.0,,,,24600000.0,1654900000.0,36500000.0,220600000.0,303100000.0,,530800000.0,-7700000.0,,536700000.0,,78800000.0,519600000.0,931400000.0,,78100000.0,931400000.0,303100000.0,31100000.0,,,,882600000.0,93800000.0,,1422100000.0,1483400000.0,1080000000.0,882600000.0,78800000.0,34900000.0,444900000.0,512000000.0,1595300000.0,81400000.0,,-76500000.0,-131300000.0,2342800000.0,,65900000.0,,600800000.0,,0.0,-712700000.0,528400000.0,,,-268600000.0,91800000.0,,150900000.0,-220100000.0,-577600000.0,1595300000.0,303700000.0,-16600000.0,665100000.0,,,167700000.0,-712700000.0,,,220600000.0,-13600000.0,1189900000.0,,,,,,,,,-221000000.0,101600000.0,,394700000.0,7500000.0,233900000.0,101600000.0,0.0,,8300000.0,,,,,7919400000.0,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,,132300000.0,,,,,1302100000.0,-99400000.0,6409200000.0,,,,,1875500000.0,,4405900000.0,,,,,,,,-183100000.0,1537800000.0,138500000.0,,,7903500000.0,,44300000.0,,,,,1494300000.0,,,5708000000.0,,37300000.0,386775000.0,,0.0,,44300000.0,44300000.0,,,0.0,,0.114568,,,,,,,,2195500000.0,,,5182300000.0,1267000000.0,,,,147100000.0,,231800000.0,,,270800000.0,469100000.0,,,,,132300000.0,3680700000.0,,725200000.0,313200000.0,,,9600000.0,,469100000.0,,,,805000000.0,,,,,21300000.0,,,386775000.0,848500000.0,65600000.0,,,,,,78900000.0,,536700000.0,,,75400000.0,,-14600000.0,-324600000.0,57000000.0,,,,645800000.0,,0.0,,,,,,-67600000.0,,51900000.0,,,848500000.0,,,,,,242700000.0,,,0.114568,,7600000.0,1243600000.0,,,,,,,,,-299300000.0,0.0,,335900000.0,2700000.0,138500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,,129800000.0,,,,,3500500000.0,-23000000.0,6321900000.0,,,,,1892000000.0,,2093800000.0,,,,,,,,-87100000.0,1532900000.0,127900000.0,,,7800300000.0,,39500000.0,,,,,1478400000.0,,,5594300000.0,,92800000.0,392095588.0,,528800000.0,,39500000.0,39500000.0,,,0.0,,0.102716,,,,,,,,2206000000.0,,,5095500000.0,1275200000.0,,,,27800000.0,,32700000.0,,,257700000.0,500100000.0,,,,,129800000.0,1362900000.0,,202100000.0,277500000.0,,,9200000.0,,500100000.0,,,,839100000.0,,,,,17600000.0,,,386775000.0,829700000.0,57100000.0,,,,,,78900000.0,,469100000.0,,,70800000.0,,-38500000.0,-124100000.0,2286800000.0,,,,648700000.0,,0.0,,,,,,31000000.0,,131300000.0,,,829700000.0,,,,,,84200000.0,,,0.100741,,91800000.0,1195600000.0,,,,,,,,,-306000000.0,18100000.0,,339000000.0,600000.0,127900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,,129200000.0,,,,,3680300000.0,-23000000.0,6371000000.0,,,,,1908400000.0,,1993900000.0,,,,,,,,-117800000.0,1501100000.0,116000000.0,,,7922600000.0,,39400000.0,,,,,1551600000.0,,,5674200000.0,,35700000.0,391102941.0,,585400000.0,,39400000.0,39400000.0,,,0.0,,0.102716,,,,,,,,2248400000.0,,,507700000.0,1255900000.0,,,,169500000.0,,25400000.0,,,245200000.0,608700000.0,,,,,129200000.0,1217800000.0,,190700000.0,274700000.0,,,8500000.0,,608700000.0,,,,978800000.0,,,,,19100000.0,,,387281250.0,829100000.0,58500000.0,,,,,,79100000.0,,500100000.0,,,66000000.0,,-51300000.0,-18500000.0,2419700000.0,,,,722500000.0,,0.0,-712700000.0,,,,,108600000.0,,87000000.0,,,1541800000.0,,,,,,91900000.0,,,0.100741,,47600000.0,1239900000.0,,,,,,,,,-286900000.0,20700000.0,,370100000.0,5100000.0,116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,5072600000.0,,,,1110400000.0,,133100000.0,,2511000000.0,,,3150300000.0,-23000000.0,6313000000.0,406900000.0,81700000.0,,,1916500000.0,655200000.0,2511000000.0,144700000.0,491800000.0,387281250.0,0.0,173600000.0,373800000.0,655200000.0,-248800000.0,1536200000.0,128600000.0,5661300000.0,,7913900000.0,0.448395,50400000.0,,173600000.0,316400000.0,2020700000.0,1600900000.0,,-295400000.0,5661300000.0,524400000.0,150600000.0,,-168400000.0,696300000.0,388871681.0,50400000.0,50400000.0,,7913900000.0,0.0,524400000.0,,1547400000.0,772100000.0,6313000000.0,,,,,2252600000.0,2252600000.0,3150300000.0,396300000.0,1274500000.0,173600000.0,,179900000.0,29400000.0,0.44642,-214800000.0,628600000.0,12000000.0,261700000.0,655200000.0,1916500000.0,,,,133100000.0,1547400000.0,,267300000.0,267800000.0,,396300000.0,8000000.0,,655200000.0,,79200000.0,625700000.0,1062100000.0,,-552500000.0,1062100000.0,267800000.0,23700000.0,,,,828800000.0,74100000.0,,1016200000.0,1600900000.0,671700000.0,828800000.0,79200000.0,35300000.0,608700000.0,696300000.0,1602800000.0,64300000.0,,-204900000.0,-85300000.0,2020700000.0,,23800000.0,,772100000.0,,0.0,-774000000.0,536700000.0,,,-636800000.0,46500000.0,,355500000.0,-309300000.0,75100000.0,1602800000.0,275300000.0,,255300000.0,,,209800000.0,-774000000.0,,,267300000.0,-2300000.0,1110400000.0,,,,,,,,,-295400000.0,19200000.0,,406900000.0,3600000.0,128600000.0,19200000.0,0.0,,118500000.0,,,,,6088800000.0,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,,123400000.0,,,,,3021100000.0,-42300000.0,6296600000.0,,,,,1940600000.0,,2579300000.0,,,,,,,,-176000000.0,1501500000.0,122300000.0,,,7900000000.0,,47200000.0,,,,,1603400000.0,,,5600400000.0,,79100000.0,389306250.0,,726500000.0,,47200000.0,47200000.0,,,0.0,,0.120494,,,,,,,,2299600000.0,,,4816600000.0,1255800000.0,,,,84600000.0,,69800000.0,,,245700000.0,736900000.0,,,,,123400000.0,1598600000.0,,254200000.0,244300000.0,,,9400000.0,,736900000.0,,,,1085500000.0,,,,,22200000.0,,,389306250.0,1511600000.0,69400000.0,,,,,,79600000.0,,655200000.0,,,62300000.0,,-69900000.0,-129800000.0,1863900000.0,,,,91800000.0,,0.0,-774000000.0,,,,,81700000.0,,149000000.0,,,2285600000.0,,,,,,231100000.0,,,0.120494,,101800000.0,1157200000.0,,,,,,,,,-294100000.0,0.0,,348600000.0,18600000.0,122300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,123500000.0,,,,,5097000000.0,-23200000.0,6578700000.0,,,,,1991200000.0,,767000000.0,,,,,,,,-363800000.0,1801800000.0,178300000.0,,,8308700000.0,,73700000.0,,,,,1730000000.0,,,5864000000.0,,102600000.0,394821429.0,,725200000.0,,73700000.0,73700000.0,,,0.0,,0.18963,,,,,,,,2444700000.0,,,546000000.0,1500000000.0,,,,-39300000.0,,-186500000.0,,,301800000.0,698800000.0,,,,,123500000.0,41800000.0,,,288500000.0,,,3700000.0,,698800000.0,,,,1122300000.0,,,,,40900000.0,,,390150000.0,1637700000.0,114600000.0,,,,,,115900000.0,,736900000.0,,,67400000.0,,-74200000.0,-79900000.0,3438200000.0,,,,92300000.0,,0.0,-774000000.0,,,,,-38100000.0,,176800000.0,,,2411700000.0,,,,,,290800000.0,,,0.186667,,103100000.0,1399100000.0,,,,,,,,,-201900000.0,0.0,,423500000.0,2100000.0,178300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,,114100000.0,,,,,3929500000.0,-23200000.0,6845700000.0,,,,,2095600000.0,,2125900000.0,,,,,,,,-398600000.0,1996300000.0,258300000.0,,,8601200000.0,,128900000.0,,,,,1755500000.0,,,6055400000.0,,448900000.0,392512500.0,,750300000.0,,128900000.0,128900000.0,,,0.0,,0.328889,,,,,,,,2545800000.0,,,5048400000.0,1623900000.0,,,,-98700000.0,,-292600000.0,,,372400000.0,747800000.0,,,,,114100000.0,1375600000.0,,,386500000.0,,,6200000.0,,747800000.0,,,,1293000000.0,,,,,75600000.0,,,390487500.0,1667800000.0,204500000.0,,,,,,115900000.0,,698800000.0,,,60000000.0,,109100000.0,2400000.0,2110900000.0,,,,87700000.0,,0.0,-774000000.0,,,,,49000000.0,,339800000.0,,,2441800000.0,,,,,,283800000.0,,,0.328889,,210900000.0,1501000000.0,,,,,,,,,-209700000.0,0.0,,545200000.0,100000.0,258300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,5947200000.0,,,,1275200000.0,,116200000.0,,2707700000.0,,,3394100000.0,-34300000.0,6795700000.0,535300000.0,202100000.0,,,2113300000.0,773000000.0,2707700000.0,102600000.0,794200000.0,390150000.0,0.0,372000000.0,-159100000.0,773000000.0,279100000.0,1919000000.0,235300000.0,6101800000.0,,8702500000.0,0.954074,122200000.0,,372000000.0,455200000.0,2047500000.0,1906800000.0,,-174300000.0,6101800000.0,477200000.0,-175400000.0,,-123000000.0,516400000.0,392850000.0,122200000.0,122200000.0,,8702500000.0,0.0,477200000.0,,1551700000.0,865500000.0,6795700000.0,,,,,2600700000.0,2600700000.0,3394100000.0,404700000.0,1567500000.0,372000000.0,,218200000.0,-105700000.0,0.948148,-183700000.0,537100000.0,22400000.0,351500000.0,773000000.0,2113300000.0,,,,116200000.0,1551700000.0,,639600000.0,310600000.0,,404700000.0,9200000.0,,773000000.0,,115900000.0,795400000.0,1308300000.0,222900000.0,-159100000.0,1308300000.0,310600000.0,63400000.0,,,,818400000.0,185600000.0,,1271400000.0,1906800000.0,1012400000.0,818400000.0,115900000.0,28500000.0,747800000.0,516400000.0,1711600000.0,58900000.0,,-305200000.0,48200000.0,2047500000.0,,-15900000.0,222900000.0,865500000.0,,0.0,-893200000.0,655200000.0,,,-659300000.0,25200000.0,,129800000.0,-340200000.0,-593000000.0,1711600000.0,248600000.0,,574100000.0,,,-268600000.0,-893200000.0,,,639600000.0,-313200000.0,1275200000.0,,,,,,,,,-174300000.0,71400000.0,,535300000.0,1600000.0,235300000.0,71400000.0,0.0,,117800000.0,,,,,7218600000.0,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,,114500000.0,,,,,3414600000.0,-94700000.0,7012800000.0,,,,,2200800000.0,,2811700000.0,,,,,,,,-162900000.0,1916800000.0,225200000.0,,,8976500000.0,,110800000.0,,,,,1963700000.0,,,6226300000.0,,135100000.0,393862500.0,,534700000.0,,110800000.0,110800000.0,,,0.0,,0.281481,,,,,,,,2750200000.0,,,5253100000.0,1577100000.0,,,,-22400000.0,,-25600000.0,,,339700000.0,885100000.0,,,,,114500000.0,1612300000.0,,664700000.0,288100000.0,,,10700000.0,,885100000.0,,,,1366000000.0,,,,,61500000.0,,,391837500.0,816700000.0,172300000.0,,,,,,116200000.0,,773000000.0,,,63600000.0,,-55700000.0,-75600000.0,2055500000.0,,,237300000.0,909700000.0,,0.0,-893200000.0,,,,,112100000.0,,190800000.0,,,1709900000.0,,,,,,215400000.0,,,0.281481,,80000000.0,1359100000.0,,,,,,,,,-121900000.0,0.0,,480900000.0,6800000.0,225200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,,113100000.0,,,,,3416000000.0,-25700000.0,7238900000.0,,,,,2299200000.0,,2944000000.0,,,,,,,,-295100000.0,2012200000.0,242700000.0,,,9310100000.0,,124100000.0,,,,,2071200000.0,,,6360000000.0,,78000000.0,395887500.0,,554800000.0,,124100000.0,124100000.0,,,0.0,,0.314074,,,,,,,,2950100000.0,,,500700000.0,1656400000.0,,,,23600000.0,,-62000000.0,,,355800000.0,1019600000.0,,,,,113100000.0,1723600000.0,,665600000.0,295600000.0,,,11000000.0,,1019600000.0,,,,1501200000.0,,,,,67000000.0,,,393187500.0,833700000.0,191100000.0,,,,,,116500000.0,,885100000.0,,,62600000.0,,-97600000.0,-18000000.0,2014300000.0,,,251900000.0,985600000.0,,0.0,-893200000.0,,,,,134500000.0,,175600000.0,,,1726900000.0,,,,,,293800000.0,,,0.314074,,51500000.0,1401700000.0,,,,,,,,,-35800000.0,0.0,,481600000.0,16900000.0,242700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,,108600000.0,,,,,3331100000.0,-25600000.0,7387600000.0,,,,,2406100000.0,,3062800000.0,,,,,,,,-284000000.0,2058500000.0,254000000.0,,,9486000000.0,,132500000.0,,,,,2098400000.0,,,6393900000.0,,213400000.0,396900000.0,,560300000.0,,132500000.0,132500000.0,,,0.0,,0.337778,,,,,,,,3092100000.0,,,538800000.0,1695900000.0,,,,23200000.0,,-96900000.0,,,362600000.0,1122900000.0,,,,,108600000.0,1854400000.0,,648100000.0,290700000.0,,,9500000.0,,1122900000.0,,,,1645700000.0,,,,,69800000.0,,,393862500.0,839100000.0,202300000.0,,,,,,116600000.0,,1019600000.0,,,61200000.0,,-87400000.0,-104600000.0,1809300000.0,,,256000000.0,1003300000.0,,0.0,-893200000.0,,,,,103300000.0,,300800000.0,,,1732300000.0,,,,,,242300000.0,,,0.334815,,168300000.0,1521800000.0,,,,,,,,,-6800000.0,0.0,,522800000.0,3500000.0,254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,6732000000.0,,,,1461200000.0,,110300000.0,,2821100000.0,,,3872100000.0,-25900000.0,7617600000.0,377100000.0,279000000.0,,,2399200000.0,1347000000.0,2821100000.0,-25600000.0,1016400000.0,393300000.0,0.0,526500000.0,-53200000.0,1347000000.0,-203600000.0,2207400000.0,295400000.0,6693200000.0,,9939600000.0,1.337778,159100000.0,,526500000.0,449400000.0,2270800000.0,2322000000.0,,147900000.0,6693200000.0,446500000.0,22900000.0,,-171900000.0,560400000.0,396225000.0,159100000.0,159100000.0,,9939600000.0,0.0,446500000.0,,1556800000.0,1081500000.0,7617600000.0,,,,,3246400000.0,3246400000.0,3872100000.0,479100000.0,1801700000.0,526500000.0,,267500000.0,-77600000.0,1.328889,-54800000.0,1097900000.0,23800000.0,405700000.0,1347000000.0,2399200000.0,,,,110300000.0,1556800000.0,,703900000.0,334500000.0,,479100000.0,10100000.0,,1347000000.0,,175100000.0,818700000.0,1724100000.0,347100000.0,-130700000.0,1724100000.0,334500000.0,80700000.0,,,,893400000.0,239800000.0,,1462900000.0,2322000000.0,1283900000.0,893400000.0,175100000.0,41300000.0,1122900000.0,560400000.0,1945800000.0,65700000.0,,-128600000.0,67500000.0,2270800000.0,,23600000.0,347100000.0,1081500000.0,,0.0,-1052400000.0,773000000.0,,,-945600000.0,224100000.0,,151500000.0,-369300000.0,-239300000.0,1945800000.0,252200000.0,,805500000.0,,,346400000.0,-1052400000.0,,,703900000.0,-325400000.0,1461200000.0,,,,,,,,,147900000.0,140100000.0,,377100000.0,-3400000.0,295400000.0,140100000.0,0.0,,574000000.0,,,,,8194900000.0,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,119600000.0,,,,,3867400000.0,-166400000.0,7797900000.0,,,75600000.0,,2555000000.0,,2849100000.0,,,,,,,,-132700000.0,2501300000.0,338200000.0,,,10107100000.0,,182200000.0,,,,,2309200000.0,,,6716500000.0,,180300000.0,397575000.0,,516100000.0,,182200000.0,182200000.0,,,0.0,,0.462222,,,,,,,,3390600000.0,,,596000000.0,2043500000.0,,,,-91700000.0,,-135400000.0,,,457800000.0,1358600000.0,,,,,119600000.0,1654800000.0,,678200000.0,332000000.0,,,11500000.0,,1358600000.0,,,,1730600000.0,,,,,96400000.0,,,394875000.0,884300000.0,278600000.0,,,,,,175400000.0,,1347000000.0,,,71100000.0,,-54600000.0,-68900000.0,2250900000.0,,,384100000.0,1040800000.0,,0.0,-1052400000.0,,,,,11600000.0,,234900000.0,,,1936700000.0,,,,,,137600000.0,,,0.457778,,-23700000.0,1616500000.0,,,,,,,,,124000000.0,0.0,,372000000.0,7100000.0,413800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,116200000.0,,,,,4165000000.0,-34900000.0,8138100000.0,,,75800000.0,,2756500000.0,,2892900000.0,,,,,,,,-484300000.0,2786800000.0,415400000.0,,,10520400000.0,,236500000.0,,,,,2382300000.0,,,7057900000.0,,236100000.0,395775000.0,,502000000.0,,236500000.0,236500000.0,,,0.0,,0.6,,,,,,,,3462500000.0,,,628800000.0,2255200000.0,,,,-302500000.0,,-782800000.0,,,531600000.0,1068000000.0,,,,,116200000.0,1697400000.0,,693500000.0,327200000.0,,,18900000.0,,1068000000.0,,,,1776800000.0,,,,,126100000.0,,,393300000.0,885000000.0,362600000.0,,,,,,175600000.0,,1358600000.0,,,71700000.0,,-155000000.0,125700000.0,2440100000.0,,,368600000.0,1128700000.0,,0.0,-1052400000.0,,,,,-290600000.0,,391100000.0,,,1937400000.0,,,,,,144800000.0,,,0.595556,,67600000.0,1724900000.0,,,,,,,,,97000000.0,0.0,,708800000.0,2000000.0,491200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,119700000.0,,,,,4408400000.0,-34800000.0,8692800000.0,,,78700000.0,,2968500000.0,,3047900000.0,,,,,,,,-136900000.0,2917800000.0,419200000.0,,,11178300000.0,,246700000.0,,,,,2485500000.0,,,7456300000.0,,195800000.0,393750000.0,,494800000.0,,246700000.0,246700000.0,,,0.0,,0.631111,,,,,,,,3722000000.0,,,656300000.0,2378900000.0,,,,-213200000.0,,-340900000.0,,,538900000.0,1275700000.0,,,,,119700000.0,1839000000.0,,714100000.0,373500000.0,,,16100000.0,,1275700000.0,,,,1993500000.0,,,,,113700000.0,,,391275000.0,933000000.0,360400000.0,,,,,,173700000.0,,1068000000.0,,,74900000.0,,-167400000.0,166100000.0,2545200000.0,,,371500000.0,1181000000.0,,0.0,-1052400000.0,,,,,207700000.0,,363200000.0,,,1985400000.0,,0.0,,,,159700000.0,,,0.626667,,52900000.0,1863200000.0,,,,,,,,,137500000.0,0.0,,717800000.0,3500000.0,497900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
