,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
754617600,-156000000.0,,,2664000000.0,,,,,,0.27,,1693400000.0,,,1513600000.0,,,,,1024800000.0,,100000.0,,,,59700000.0,,,,,5958800000.0,,,,,4265400000.0,,,,,148000000.0,,,,374500000.0,4177600000.0,,,,1322400000.0,20100000.0,,,,,59700000.0,59700000.0,1669800000.0,,,,873900000.0,-2600000.0,1564500000.0,156900000.0,,,,,,,,799100000.0,-59000000.0,359300000.0,,,,,221111111.0,,,,,225700000.0,5500000.0,,,,,110500000.0,0.27,14100000.0,,,,,1781200000.0,,,-3486800000.0,-39700000.0,359300000.0,359300000.0,,51200000.0,,,,,423700000.0,,,,302300000.0,,,36600000.0,,,,-19500000.0,-242100000.0,,,,4500000.0,,,,486500000.0,6954000000.0,,,,221111111.0,,,,,2121500000.0,-368100000.0,,,212100000.0,,,607100000.0,133600000.0,,,,296000000.0,,,,,50800000.0,3467200000.0,,,,,,,,,,-94100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762393600,-71200000.0,,,2630400000.0,,,,,,0.14,,1599000000.0,,,1386400000.0,,,,,1020600000.0,,2587000000.0,,,,31200000.0,,,,,5852000000.0,,,,,4253000000.0,,,,,151900000.0,,,,406400000.0,4016800000.0,,,,1257800000.0,-27700000.0,,,,,31200000.0,31200000.0,1673400000.0,,,,913600000.0,7500000.0,1581600000.0,159400000.0,,,,,,,,819600000.0,-126600000.0,229600000.0,,,,,222857143.0,,,,,359300000.0,5600000.0,,,,,57800000.0,0.14,-20000000.0,,,,,1835200000.0,,,-3566200000.0,-105100000.0,229600000.0,229600000.0,,54000000.0,,,,,419600000.0,,,,198200000.0,,,35100000.0,,,,-82800000.0,-323800000.0,,,,-103300000.0,,,,494200000.0,6993200000.0,,,,222857143.0,,,,,2077400000.0,-151000000.0,,,79800000.0,,,563300000.0,-129600000.0,,,,303800000.0,,,,,26600000.0,3427000000.0,,,,,,,,,,-171800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770342400,134200000.0,,-71200000.0,2617700000.0,,1162200000.0,1162200000.0,,,,,1761700000.0,,5992500000.0,1450100000.0,,4067800000.0,,27900000.0,1067300000.0,,895500000.0,61300000.0,392900000.0,378500000.0,80700000.0,,,3244700000.0,198200000.0,5992500000.0,-1073700000.0,,204400000.0,1632200000.0,4230800000.0,-320400000.0,,518800000.0,,154300000.0,,1924700000.0,1195800000.0,366500000.0,4067800000.0,,,,1415200000.0,-200000.0,,174100000.0,599400000.0,392900000.0,80700000.0,80700000.0,1632200000.0,1761700000.0,,,3600000.0,-10900000.0,1649500000.0,174000000.0,,366500000.0,415200000.0,1450100000.0,0.92,,,849600000.0,-107300000.0,392900000.0,3449100000.0,,53800000.0,767300000.0,,110500000.0,2617700000.0,204400000.0,-198200000.0,229600000.0,5600000.0,-474300000.0,,895500000.0,237500000.0,149400000.0,,26300000.0,,392900000.0,,,1924700000.0,602300000.0,155500000.0,-3441100000.0,-41500000.0,392900000.0,392900000.0,,61300000.0,,,0.92,-9800000.0,415200000.0,,4230800000.0,222173913.0,198200000.0,6890200000.0,,33400000.0,4104800000.0,,,-37700000.0,-234300000.0,204400000.0,4000000.0,,38600000.0,,,,518800000.0,6890200000.0,,,-1087700000.0,,6308500000.0,3600000.0,,-136300000.0,2264800000.0,-174100000.0,,-393500000.0,308300000.0,222173913.0,-173900000.0,602300000.0,163300000.0,,142400000.0,,305600000.0,,8479500000.0,5600000.0,,68700000.0,3449100000.0,,5234800000.0,-2700000.0,,,,-3441100000.0,3800000.0,174000000.0,-80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778291200,-6100000.0,,,2587100000.0,,,,,,0.27,,1802500000.0,,,1494500000.0,,,,,1250400000.0,,937500000.0,,,,61100000.0,,,,,6072600000.0,,,,,4270100000.0,,,,,156900000.0,,,,375800000.0,4081600000.0,,,,1173100000.0,1700000.0,,,,,61100000.0,61100000.0,1588100000.0,,,,7100000.0,-2700000.0,1834500000.0,173100000.0,,,,,,,,1058000000.0,-165000000.0,415800000.0,,,,,226456000.0,,,,,392900000.0,5600000.0,,,,,107200000.0,0.27,27300000.0,,,,,1991000000.0,,,-3556800000.0,-51400000.0,415800000.0,415800000.0,,57100000.0,,,,,410800000.0,,,,193200000.0,,,33000000.0,,,,-49700000.0,-661400000.0,,,,19700000.0,,,,487200000.0,7040300000.0,,,,226456000.0,,,,,2231100000.0,-243800000.0,,,237700000.0,,,623900000.0,22900000.0,,,,313800000.0,,,,,46100000.0,3483500000.0,,,,,,,,,,-504500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786153600,-7400000.0,,,2567200000.0,,,,,,0.39,,1745900000.0,,,1403500000.0,,,,,1305200000.0,,989400000.0,,,,86100000.0,,,,,6052000000.0,,,,,4306100000.0,,,,,161600000.0,,,,365800000.0,3970700000.0,,,,1244600000.0,-1800000.0,,,,,86100000.0,86100000.0,1470500000.0,,,,2000000.0,5200000.0,1921500000.0,174800000.0,,,,,,,,1114200000.0,-169000000.0,246000000.0,,,,,225540000.0,,,,,415800000.0,5600000.0,,,,,151100000.0,0.39,25500000.0,,,,,2081300000.0,,,-3701100000.0,-276000000.0,246000000.0,246000000.0,,59000000.0,,,,,406700000.0,,,,80500000.0,,,30500000.0,,,,-229300000.0,-676900000.0,,,,-19500000.0,,,,530400000.0,7234700000.0,,,,225540000.0,,,,,2358800000.0,-235700000.0,,,228300000.0,,,617800000.0,-169900000.0,,,,323200000.0,,,,,65000000.0,3533600000.0,,,,,,,,,,-515300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793929600,-46400000.0,,,2574600000.0,,,,,,0.28,,1756000000.0,,,1417200000.0,,,,,1344900000.0,,1022400000.0,,,,63100000.0,,,,,6135700000.0,,,,,4379700000.0,,,,,165100000.0,,,,421600000.0,3991800000.0,,,,1184300000.0,0.0,,,,,63100000.0,63100000.0,1449200000.0,,,,5400000.0,40000000.0,1979300000.0,175100000.0,,,,,,,,1148300000.0,-145800000.0,259200000.0,,,,,225496000.0,,,,,246000000.0,5600000.0,,,,,110700000.0,0.28,13400000.0,,,,,2143900000.0,,,-3839500000.0,-22100000.0,259200000.0,259200000.0,,68800000.0,,,,,400800000.0,,,,80500000.0,,,26900000.0,,,,-18200000.0,-795000000.0,,3900000.0,,-51000000.0,,,,546000000.0,7396800000.0,,,,225496000.0,,,,,2332600000.0,-223600000.0,,,177200000.0,,,608400000.0,13300000.0,,,,330200000.0,,,,,47600000.0,3557300000.0,,,,,,,,,,-629900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801878400,29800000.0,,58600000.0,2537300000.0,,1466400000.0,1466400000.0,,,,,1869100000.0,,6433400000.0,1650500000.0,,4187800000.0,,88000000.0,1343300000.0,,1028700000.0,72200000.0,357500000.0,522100000.0,87200000.0,,,4542100000.0,255400000.0,6433400000.0,-2904400000.0,,297600000.0,1324700000.0,4564300000.0,-30100000.0,,618600000.0,,168700000.0,,2245600000.0,1304500000.0,451800000.0,4187800000.0,,,,1248000000.0,0.0,,224500000.0,652300000.0,357500000.0,87200000.0,87200000.0,1324700000.0,1869100000.0,,,56000000.0,3100000.0,2019100000.0,193300000.0,,451800000.0,397300000.0,1650500000.0,1.32,,,1221600000.0,-295300000.0,357500000.0,3715200000.0,,13100000.0,1030700000.0,,258400000.0,2537300000.0,297600000.0,-349500000.0,259200000.0,5600000.0,-2252100000.0,,1028700000.0,-35400000.0,153000000.0,,21800000.0,,357500000.0,,,2245600000.0,639500000.0,392900000.0,-3982500000.0,0.0,357500000.0,357500000.0,,72200000.0,,,1.32,45600000.0,397300000.0,,4564300000.0,225976000.0,255400000.0,7697700000.0,,24300000.0,5243800000.0,,,6200000.0,-771100000.0,297600000.0,6200000.0,,109400000.0,,,,618600000.0,7697700000.0,,,-1060800000.0,,7754400000.0,56000000.0,,-291000000.0,2469600000.0,-357700000.0,,-775100000.0,387500000.0,225976000.0,-167300000.0,639500000.0,98300000.0,,114700000.0,,337300000.0,,9392100000.0,5600000.0,,65800000.0,3715200000.0,,4850000000.0,-100000.0,,,,-3982500000.0,26000000.0,193300000.0,-602400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809827200,-135900000.0,,,2508700000.0,,,,,,0.34,,1730500000.0,,,1659700000.0,,,,,1370700000.0,,1057200000.0,,,,75300000.0,,,,,6493700000.0,,,,,4763200000.0,,,,,174100000.0,,,,520900000.0,4168400000.0,,,,1247600000.0,5600000.0,,,,,75300000.0,75300000.0,1318700000.0,,,,55500000.0,4500000.0,2053200000.0,194800000.0,,,,,,,,1205800000.0,-342000000.0,206800000.0,,,,,226752000.0,,,,,357500000.0,5600000.0,,,,,129900000.0,0.34,-56500000.0,,,,,2325300000.0,,,-4126100000.0,-5000000.0,206800000.0,206800000.0,,22400000.0,,,,,392900000.0,,,,256500000.0,,,23800000.0,,,,600000.0,-805600000.0,,,,-58800000.0,,,,603400000.0,7975500000.0,,,,226752000.0,,,,,2453400000.0,-326500000.0,,,190600000.0,,,669100000.0,-150800000.0,,,,348200000.0,,,,,54600000.0,3849400000.0,,,,,,,,,,-631500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817689600,-127900000.0,,,2557100000.0,,,,,,0.4,,1747400000.0,,,1657300000.0,,,,,1357800000.0,,1080600000.0,,,,89900000.0,,,,,6634700000.0,,,,,4887300000.0,,,,,178700000.0,,,,477500000.0,4214400000.0,,,,1233700000.0,-17800000.0,,,,,89900000.0,89900000.0,1336400000.0,,,,52100000.0,8200000.0,2070800000.0,210400000.0,,,,,,,,1313300000.0,-275900000.0,115100000.0,,,,,229040000.0,,,,,206800000.0,5700000.0,,,,,155000000.0,0.4,22300000.0,,,,,2420300000.0,,,-4274200000.0,-75500000.0,115100000.0,115100000.0,,28000000.0,,,,,388600000.0,,,,181000000.0,,,24200000.0,,,,-50600000.0,-837100000.0,,,,-33700000.0,,,,652100000.0,8295400000.0,,,,229040000.0,,,,,2547000000.0,-362800000.0,,,234900000.0,,,689000000.0,-91600000.0,,,,357400000.0,,,,,65100000.0,4021200000.0,,,,,,,,,,-658400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825552000,-142700000.0,,,2550600000.0,,,,,,0.12,,1751400000.0,,,1690100000.0,,,,,1415600000.0,,1101000000.0,,,,27200000.0,,,,,6693000000.0,,,,,4941600000.0,,,,,182300000.0,,,,503800000.0,4240700000.0,,,,1173600000.0,-100000.0,,,,,27200000.0,27200000.0,1327400000.0,,,,36000000.0,-400000.0,2153500000.0,217000000.0,,,,,,,,1361900000.0,-177900000.0,104000000.0,,,,,229032000.0,,,,,115100000.0,5700000.0,,,,,52700000.0,0.12,18900000.0,,,,,2452300000.0,,,-4402100000.0,-8600000.0,104000000.0,104000000.0,,57100000.0,,,,,384700000.0,,,,181000000.0,,,24900000.0,,,,-4000000.0,-979900000.0,,4700000.0,,-38800000.0,,,,683600000.0,8455200000.0,,,,229032000.0,,,,,2535500000.0,-313400000.0,,,170700000.0,,,677200000.0,-11200000.0,,,,364600000.0,,,,,25500000.0,4053100000.0,,,,,,,,,,-797600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833500800,-59100000.0,,-140900000.0,2616400000.0,,1766600000.0,1766600000.0,,,,,1728300000.0,,6699000000.0,1506500000.0,,4122900000.0,,77200000.0,1434900000.0,,1115200000.0,48600000.0,93400000.0,540000000.0,115400000.0,,,5269400000.0,8000000.0,6699000000.0,-3449400000.0,,307800000.0,1325300000.0,4970700000.0,-465600000.0,,705500000.0,,184500000.0,,2576100000.0,1439200000.0,473400000.0,4122900000.0,,,-12400000.0,1349000000.0,,,232200000.0,719600000.0,93400000.0,115400000.0,115400000.0,1325300000.0,1728300000.0,,,64000000.0,-600000.0,2176100000.0,222100000.0,,473400000.0,380700000.0,1506500000.0,1.35,,,1388700000.0,-192400000.0,93400000.0,4116600000.0,,36600000.0,946600000.0,,100500000.0,2616400000.0,307800000.0,-264000000.0,104000000.0,5700000.0,-2729800000.0,,1115200000.0,-264100000.0,202500000.0,,92500000.0,,93400000.0,,,2576100000.0,639100000.0,357500000.0,-4561900000.0,-174900000.0,93400000.0,93400000.0,,48600000.0,,,1.35,11700000.0,380700000.0,,4970700000.0,228552000.0,8000000.0,8678500000.0,,22700000.0,5579100000.0,,,-168500000.0,-827100000.0,307800000.0,6500000.0,,-9600000.0,,,,705500000.0,8678500000.0,,,-1412200000.0,,8453600000.0,64000000.0,,-222500000.0,2737700000.0,-409500000.0,,-988200000.0,350400000.0,228552000.0,-191300000.0,639100000.0,-10500000.0,,95600000.0,,369000000.0,,10273600000.0,5700000.0,,87100000.0,4116600000.0,,5004200000.0,,,,,-4561900000.0,26500000.0,222100000.0,-642600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841449600,7000000.0,,,2585300000.0,,,,,,0.27,,1812000000.0,,,1602900000.0,,,,,1484800000.0,,1135700000.0,,,,62000000.0,,,,,6830500000.0,,,,,5018500000.0,,,,,190200000.0,,,,439300000.0,4188200000.0,,,,1298200000.0,-300000.0,,,,,62000000.0,62000000.0,1317800000.0,,,,64700000.0,-400000.0,2227400000.0,236700000.0,,,,,,,,1394100000.0,-213200000.0,154900000.0,,,,,229868000.0,,,,,93400000.0,5700000.0,,,,,107800000.0,0.27,16400000.0,,,,,2642300000.0,,,-4735700000.0,-7700000.0,154900000.0,154900000.0,,30400000.0,,,,,376900000.0,,,,7900000.0,,,21800000.0,,,,-4800000.0,-929200000.0,,3200000.0,,27300000.0,,,,741700000.0,8938000000.0,,,,229868000.0,,,,,2692300000.0,-272500000.0,,,279500000.0,,,715300000.0,61400000.0,,,,380400000.0,,,,,45800000.0,4202300000.0,,,,,,,,,,-739000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849312000,-198100000.0,,,2690600000.0,,,,,,0.45,,1909300000.0,,,1640000000.0,,,,,1514400000.0,,1164000000.0,,,,103700000.0,,,,,7082500000.0,,,,,5173200000.0,,,,,191000000.0,,,,416700000.0,4330600000.0,,,,1355900000.0,0.0,,,,,103700000.0,103700000.0,1331100000.0,,,,97500000.0,19500000.0,2304600000.0,246600000.0,,,,,,,,1496500000.0,-330900000.0,111700000.0,,,,,230264000.0,,,,,154900000.0,11400000.0,,,,,180400000.0,0.45,8800000.0,,,,,2751900000.0,,,-4879700000.0,0.0,111700000.0,111700000.0,,40700000.0,,,,,372900000.0,,,,10000000.0,,,24100000.0,,,,18400000.0,-948700000.0,,2900000.0,,-25500000.0,,,,772900000.0,9263300000.0,,,,230264000.0,,,,,2852400000.0,-467300000.0,,,269200000.0,,,711400000.0,-43100000.0,,,,382000000.0,,,,,76700000.0,4383600000.0,,,,,,,,,,-757700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857088000,-309800000.0,,,2879200000.0,,,,,,0.27,,2075700000.0,,,1666200000.0,,,,,1576500000.0,,1149700000.0,,,,63000000.0,,,,,7362500000.0,,,,,5286800000.0,,,,,195700000.0,,,,470800000.0,4545400000.0,,,,1349600000.0,-100000.0,,,,,63000000.0,63000000.0,1539900000.0,,,,127100000.0,-400000.0,2408000000.0,284600000.0,,,,,,,,1557200000.0,-288300000.0,100300000.0,,,,,231698000.0,,,,,111700000.0,11400000.0,,,,,109600000.0,0.27,300000.0,,,,,2817100000.0,,,-5027500000.0,-100000.0,100300000.0,100300000.0,,45500000.0,,,,,369000000.0,,,,11000000.0,,,23000000.0,,,,215500000.0,-1058400000.0,,5400000.0,,-197200000.0,,,,832800000.0,9474500000.0,,,,231698000.0,,,,,2906800000.0,-371300000.0,,,61500000.0,,,701900000.0,-11400000.0,,,,391400000.0,,,,,46600000.0,4447000000.0,,,,,,,,,,-862600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865036800,37800000.0,,-187300000.0,3109200000.0,,2621500000.0,2621500000.0,,,,,2643700000.0,,9044300000.0,2433900000.0,,5543100000.0,,24600000.0,1590400000.0,,1183800000.0,68400000.0,122000000.0,628200000.0,132500000.0,,,6018600000.0,356700000.0,9044300000.0,-3904800000.0,,361200000.0,1598000000.0,6400600000.0,-463100000.0,,999800000.0,,200500000.0,,3501200000.0,1544200000.0,559900000.0,5543100000.0,,,,1497600000.0,-9300000.0,,267000000.0,777400000.0,160900000.0,132500000.0,132500000.0,1598000000.0,2643700000.0,,,181800000.0,3900000.0,2466000000.0,339400000.0,,559900000.0,370300000.0,2433900000.0,1.56,,,1570700000.0,-359000000.0,122000000.0,5470400000.0,,31000000.0,1007500000.0,,598000000.0,3109200000.0,361200000.0,-9700000.0,100300000.0,14800000.0,-3127400000.0,,1183800000.0,28600000.0,230500000.0,,-900000.0,,160900000.0,,,3501200000.0,918200000.0,93400000.0,-5917500000.0,-1900000.0,160900000.0,160900000.0,,68400000.0,,,1.56,19800000.0,370300000.0,,6400600000.0,231282000.0,356700000.0,11387900000.0,,24534000.0,6166200000.0,,,-16600000.0,-968400000.0,361200000.0,19500000.0,,8100000.0,,,,999800000.0,11387900000.0,,,-1470600000.0,,9406000000.0,181800000.0,,212500000.0,3068300000.0,-359500000.0,,-1191400000.0,397300000.0,231282000.0,-334400000.0,918200000.0,21700000.0,,90634000.0,,390400000.0,,11519800000.0,14800000.0,,98000000.0,5470400000.0,,5501200000.0,-9700000.0,,,,-5917500000.0,45700000.0,339400000.0,-767900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872985600,-159200000.0,,,2880300000.0,,,,,,0.61,,2514500000.0,,,2035800000.0,,,,,1725000000.0,,1167400000.0,,,,143300000.0,,,,,8019400000.0,,,,,5504900000.0,,,,,202400000.0,,,,431400000.0,4916100000.0,,,,1642500000.0,-3600000.0,,,,,143300000.0,143300000.0,1438200000.0,,,,170200000.0,8600000.0,2650800000.0,323500000.0,,,,,,,,1654700000.0,-176700000.0,209800000.0,,,,,234686000.0,,,,,122000000.0,11500000.0,,,,,247000000.0,0.61,14600000.0,,,,,3103300000.0,,,-5371500000.0,-209400000.0,209800000.0,209800000.0,,52500000.0,,,,,361600000.0,,,,148400000.0,,,25800000.0,,,,57700000.0,-1008300000.0,,3600000.0,,-138900000.0,,,,841800000.0,10083400000.0,,,,234686000.0,,,,,3297200000.0,-366000000.0,,,206800000.0,,,804100000.0,87800000.0,,,,404800000.0,,,,,103700000.0,4711900000.0,,,,,,,,,,-805900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880848000,-114500000.0,,,2814200000.0,,,,,,0.46,,2501600000.0,,,2102200000.0,,,,,1742000000.0,,1205800000.0,,,,107000000.0,,,,,8125900000.0,,,,,5624300000.0,,,,,208900000.0,,,,420000000.0,4916400000.0,,,,1531700000.0,100000.0,,,,,107000000.0,107000000.0,1286600000.0,,,,169500000.0,-600000.0,2696300000.0,351800000.0,,,,,,,,1767500000.0,-302900000.0,193200000.0,,,,,235826000.0,,,,,209800000.0,11500000.0,,,,,184500000.0,0.46,14900000.0,,,,,3209500000.0,,,-5486100000.0,-25600000.0,193200000.0,193200000.0,,41600000.0,,,,,357800000.0,,,,274500000.0,,,28600000.0,,,,-21100000.0,-1164600000.0,,4400000.0,,-8600000.0,,,,867600000.0,10332600000.0,,,,235826000.0,,,,,3299200000.0,-421800000.0,,,307300000.0,,,806800000.0,-16600000.0,,,,417800000.0,,,,,77500000.0,4846500000.0,,,,,,,,,,-955700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888624000,-125100000.0,,,3058100000.0,,,,,,0.07,,2838600000.0,,,2516200000.0,,,,,2029000000.0,,1238100000.0,,,,17700000.0,,,,,9353400000.0,,,,,6514800000.0,,,,,305500000.0,,,,471900000.0,5574300000.0,,,,1764800000.0,-7800000.0,,,,,17700000.0,12800000.0,1499700000.0,,,,227600000.0,-69200000.0,2980500000.0,375000000.0,,,,,,,,2221500000.0,-272000000.0,144500000.0,,,,,298318000.0,,,,,193200000.0,14700000.0,,,,,63600000.0,0.07,-1200000.0,,,,,3779100000.0,,,-6343300000.0,-181000000.0,144500000.0,144500000.0,,112000000.0,,,,,359500000.0,,,,273500000.0,,,34500000.0,,,,-161200000.0,-1215700000.0,,14600000.0,,-40900000.0,,,,1145300000.0,12026700000.0,,,,293480000.0,,,,,3986300000.0,-470300000.0,,,345200000.0,,,923400000.0,-88100000.0,,,,611000000.0,,,,,50800000.0,5683400000.0,,,,,,,,,,-910200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896572800,225000000.0,,97235000.0,2920991000.0,,2972077000.0,2972077000.0,,,,,2880132000.0,,9686060000.0,2803839000.0,,5724830000.0,356272000.0,-74229000.0,2033000000.0,-7793000.0,1071564000.0,232790000.0,229565000.0,899518000.0,170730000.0,,,1285655000.0,257529000.0,9686060000.0,523728000.0,,503030000.0,1385180000.0,6805928000.0,-173800000.0,,1145410000.0,,246931000.0,,3961230000.0,68652000.0,514606000.0,5724830000.0,,,,9130255000.0,4361000.0,1400900000.0,401363000.0,963731000.0,229565000.0,170730000.0,170755000.0,1385180000.0,2880132000.0,,,274147000.0,-229000.0,5376527000.0,364714000.0,,514606000.0,,2803839000.0,1.715,,1400900000.0,-5052245000.0,-637630000.0,229565000.0,5935050000.0,,33925000.0,1706373000.0,,453700000.0,2920991000.0,503030000.0,-533502000.0,144500000.0,14741000.0,1487459000.0,,1071564000.0,68204000.0,294418000.0,,-102529000.0,,229565000.0,,,3961230000.0,0.0,161361000.0,-6528824000.0,-117502000.0,229565000.0,229565000.0,,232790000.0,,,1.685,-58729000.0,,,6805928000.0,298534125.0,257529000.0,12463874000.0,,27900000.0,7932800000.0,,,-122604000.0,3753728000.0,498155000.0,11325000.0,,285635000.0,,,,1145410000.0,12463874000.0,,,-1880173000.0,,14063427000.0,274147000.0,,-247204000.0,4078010000.0,-622073000.0,,-1389230000.0,847073000.0,293311953.0,-254300000.0,0.0,85104000.0,,124400000.0,,-1364948000.0,,15872810000.0,14741000.0,,123663000.0,5935050000.0,,14587155000.0,-6939000.0,,,356272000.0,-6528824000.0,45500000.0,364714000.0,4000659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
