date,trailingStockBasedCompensation,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingExpense,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyBasicEPS,annualTotalAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,annualAccountsReceivable,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,annualTotalNonCurrentAssets,quarterlyNetIncome,trailingCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedAverageShares,annualChangeInAccountPayable
,,,,,,,,-123000000.0,,214000000.0,42000000.0,,,,-5000000.0,-4761000000.0,,-66000000.0,400000000.0,,,9000000.0,,,,,285000000.0,318000000.0,,173000000.0,,,,,,171000000.0,,325762000.0,17000000.0,,19000000.0,515000000.0,,,,43000000.0,4684000000.0,41000000.0,,,6149000000.0,,,,,,,,,,,,7561000000.0,48000000.0,,,,,,,1065000000.0,,122000000.0,,,,39000000.0,,2000000.0,58000000.0,58000000.0,0.395,,,360000000.0,,,,-1617000000.0,337000000,,,,58000000.0,329270000.0,-85000000.0,,,,1337000000,,,,,,,4924000000.0,,,,,,130000000,,,533000000.0,1089000000.0,9445000000.0,,,,,-35000000.0,,1412000000.0,,,,2000000.0,,,,-61000000.0,,,,,,215000000,-90000000.0,,7000000.0,,,2688000000.0,,0.0,,,937000000.0,804000000.0,,0.4,,,2477000000.0,,2528000000.0,,,,,,,,,130000000,,,,185000000.0,130000000,,3835000000.0,1307000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-493000000.0,,176000000.0,35000000.0,,,,2000000.0,-4761000000.0,,234000000.0,425000000.0,,,-4000000.0,,,,,294000000.0,345000000.0,,188000000.0,,,,,,276000000.0,,326688000.0,19000000.0,,-4000000.0,494000000.0,,,,74000000.0,5068000000.0,35000000.0,,,6587000000.0,,,,,,,,,,,,8023000000.0,-217000000.0,,,,,,,1094000000.0,,127000000.0,,,,58000000.0,,2000000.0,54000000.0,54000000.0,0.455,,,369000000.0,,,,-1403000000.0,350000000,,,,54000000.0,330850000.0,-516000000.0,,,,1401000000,,,,,,,4975000000.0,,,,,,150000000,,,568000000.0,1039000000.0,9829000000.0,,,,,-35000000.0,,1436000000.0,,,,42000000.0,,,,-3000000.0,,,,,,223000000,-52000000.0,,,,,2803000000.0,,0.0,,,965000000.0,833000000.0,,0.46,,,2880000000.0,,2776000000.0,,,,,,,,,150000000,,,,192000000.0,150000000,,3936000000.0,1160000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-168000000.0,,167000000.0,38000000.0,,,,-4000000.0,-4761000000.0,,-142000000.0,421000000.0,,,3000000.0,,,,,302000000.0,342000000.0,,199000000.0,,,,,,303000000.0,,326430000.0,18000000.0,,-8000000.0,499000000.0,,,,54000000.0,5123000000.0,49000000.0,,,6641000000.0,,,,,,,,,,,,8067000000.0,135000000.0,,,,,,,1097000000.0,,133000000.0,,,,54000000.0,,2000000.0,46000000.0,46000000.0,0.455,,,393000000.0,,,,-1424000000.0,373000000,,,,46000000.0,330990000.0,-169000000.0,,,,1414000000,,,,,,,5012000000.0,,,,,,150000000,,,582000000.0,1059000000.0,9884000000.0,,,,,-35000000.0,,1426000000.0,,,,-31000000.0,,,,-157000000.0,,,,,,240000000,49000000.0,,,,,2918000000.0,,0.0,,,965000000.0,832000000.0,,0.46,,,2874000000.0,,2791000000.0,,,,,,,,,150000000,,,,191000000.0,150000000,,3953000000.0,1162000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,-22000000.0,1117000000.0,,302000000.0,,-136000000.0,-199000000.0,517000000.0,155000000.0,36000000.0,,,,2000000.0,-5543000000.0,,-162000000.0,473000000.0,,,-1000000.0,,,4000000.0,,302000000.0,358000000.0,2285000000.0,216000000.0,,1137000000.0,5252000000.0,,50000000.0,387000000.0,1131000000.0,,21000000.0,,4000000.0,445000000.0,,1439000000.0,,75000000.0,5252000000.0,49000000.0,,11000000.0,6856000000.0,10795000000.0,,,0.0,,445000000.0,151000000.0,,,771000000.0,,8305000000.0,188000000.0,1244000000.0,,-983000000.0,7000000.0,,413000000.0,1131000000.0,,135000000.0,,,-992000000.0,46000000.0,50000000.0,4000000.0,50000000.0,50000000.0,,,326388000.0,413000000.0,,,922000000.0,-1352000000.0,379000000,-5000000.0,,104000000.0,50000000.0,,-222000000.0,50000000.0,174000000.0,,1461000000,,,1.79,,,155000000.0,5022000000.0,,585000000.0,5613000000.0,,3328000000.0,155000000,,,602000000.0,1117000000.0,10795000000.0,,,,-1352000000.0,-44000000.0,1363000000.0,1449000000.0,473000000.0,75000000.0,246000000.0,,5022000000.0,-5543000000.0,3905000000.0,-50000000.0,33000000.0,,,,,244000000,74000000.0,-19000000.0,15000000.0,1449000000.0,-271000000.0,3027000000.0,,0.0,104000000.0,3027000000.0,962000000.0,859000000.0,,,8305000000.0,,3088000000.0,585000000.0,2661000000.0,-149000000.0,330991000.0,1.77,962000000.0,,39000000.0,585000000.0,6856000000.0,155000000,,154000000.0,766000000.0,198000000.0,155000000,3088000000.0,3905000000.0,1244000000.0,,,0.0,0.0,2661000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-124000000.0,,150000000.0,37000000.0,,,,-3000000.0,-5543000000.0,,-83000000.0,492000000.0,,,4000000.0,,,,,308000000.0,363000000.0,,223000000.0,,,,,,181000000.0,,326394000.0,19000000.0,,-13000000.0,515000000.0,,,,66000000.0,5224000000.0,56000000.0,,,6844000000.0,,,,,,,,,,,,8327000000.0,57000000.0,,,,,,,1128000000.0,,139000000.0,,,,50000000.0,,4000000.0,37000000.0,37000000.0,0.49,,,401000000.0,,,,-1364000000.0,399000000,,,,37000000.0,331573000.0,-110000000.0,,,,1531000000,,,,,,,4993000000.0,,,,,,164000000,,,623000000.0,1066000000.0,10767000000.0,,,,,-49000000.0,,1483000000.0,,,,-19000000.0,,,,-123000000.0,,,,,,260000000,-104000000.0,,8000000.0,,,3142000000.0,,0.0,,,1013000000.0,908000000.0,,0.5,,,3136000000.0,,2693000000.0,,,,,,,,,164000000,,,,204000000.0,164000000,,3927000000.0,1234000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-140000000.0,,164000000.0,39000000.0,,,,-1000000.0,-5543000000.0,,119000000.0,493000000.0,,,7000000.0,,,,,322000000.0,363000000.0,,235000000.0,,,,,,252000000.0,,325786000.0,19000000.0,,-14000000.0,521000000.0,,,,48000000.0,5188000000.0,55000000.0,,,6974000000.0,,,,,,,,,,,,8538000000.0,112000000.0,,,,,,,1293000000.0,,140000000.0,,,,37000000.0,,4000000.0,23000000.0,23000000.0,0.53,,,407000000.0,,,,-1429000000.0,414000000,,,,23000000.0,330897000.0,-385000000.0,,,,1603000000,,,,,,,5154000000.0,,,,,,175000000,,,637000000.0,1092000000.0,10731000000.0,,,,,-48000000.0,,1564000000.0,,,,,,,,-69000000.0,,,,,,274000000,-103000000.0,,16000000.0,,,3269000000.0,,-248000000.0,,,1104000000.0,966000000.0,,0.54,,,3181000000.0,,2857000000.0,,,,,,,,,175000000,,,,207000000.0,175000000,,4062000000.0,1205000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-161000000.0,,629000000.0,39000000.0,,,,-8000000.0,-5543000000.0,,-242000000.0,507000000.0,,,10000000.0,,,,,308000000.0,375000000.0,,241000000.0,,,,,,382000000.0,,326447000.0,19000000.0,,-1000000.0,578000000.0,,,,40000000.0,5283000000.0,61000000.0,,,7102000000.0,,,,,,,,,,,,8679000000.0,221000000.0,,,,,,,1312000000.0,,145000000.0,,,,23000000.0,,4000000.0,22000000.0,22000000.0,0.53,,,418000000.0,,,,-1346000000.0,425000000,,,,22000000.0,331919000.0,-143000000.0,,,,1674000000,,,,,,,5104000000.0,,,,,,177000000,,,655000000.0,1625000000.0,10826000000.0,,,,,-49000000.0,,1577000000.0,,,,,,,,-78000000.0,,,,,,280000000,32000000.0,,23000000.0,,,3397000000.0,,0.0,,,1136000000.0,1019000000.0,,0.54,,,3369000000.0,,2258000000.0,,,,,,,,,177000000,,,,218000000.0,177000000,,3479000000.0,1221000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,-24000000.0,1875000000.0,,328000000.0,,281000000.0,-243000000.0,578000000.0,649000000.0,40000000.0,,,,4000000.0,-6088000000.0,,487000000.0,549000000.0,,,12000000.0,,,4000000.0,,328000000.0,403000000.0,2607000000.0,249000000.0,,1243000000.0,5946000000.0,,25000000.0,428000000.0,1639000000.0,,20000000.0,,3000000.0,724000000.0,,1681000000.0,,58000000.0,5946000000.0,60000000.0,,-25000000.0,8134000000.0,12034000000.0,,,45000000.0,,724000000.0,155000000.0,,,948000000.0,,9878000000.0,185000000.0,1294000000.0,,-668000000.0,31000000.0,,502000000.0,1639000000.0,,154000000.0,,,-1552000000.0,22000000.0,25000000.0,4000000.0,25000000.0,25000000.0,,,325891000.0,502000000.0,,,1103000000.0,-1180000000.0,443000000,-8000000.0,,,25000000.0,,-914000000.0,25000000.0,232000000.0,,1786000000,,,2.14,,,649000000.0,6045000000.0,,697000000.0,6594000000.0,,3987000000.0,181000000,,,692000000.0,1875000000.0,12034000000.0,,,,-1180000000.0,-49000000.0,1504000000.0,1744000000.0,549000000.0,77000000.0,212000000.0,8000000.0,6045000000.0,-6088000000.0,4170000000.0,-124000000.0,89000000.0,,,,,289000000,43000000.0,-132000000.0,42000000.0,1744000000.0,-394000000.0,3529000000.0,,45000000.0,,3529000000.0,1231000000.0,1094000000.0,,,9878000000.0,,3608000000.0,697000000.0,2876000000.0,-195000000.0,331403000.0,2.1,1231000000.0,,50000000.0,697000000.0,8134000000.0,181000000,,575000000.0,869000000.0,240000000.0,181000000,3608000000.0,4170000000.0,1294000000.0,,11000000.0,0.0,0.0,2876000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-165000000.0,,608000000.0,42000000.0,,,,-4000000.0,-6088000000.0,,-133000000.0,559000000.0,,,22000000.0,,,,,340000000.0,409000000.0,,267000000.0,,,,,,289000000.0,,323818000.0,20000000.0,,1000000.0,678000000.0,,,,61000000.0,5886000000.0,69000000.0,,,8059000000.0,,,,,,,,,,,,9832000000.0,124000000.0,,,,,,,1614000000.0,,162000000.0,,,,25000000.0,,4000000.0,26000000.0,26000000.0,0.59,,,541000000.0,,,,-1250000000.0,471000000,,,,26000000.0,329669000.0,-154000000.0,,,,1827000000,,,,,,,5960000000.0,,,,,,195000000,,,718000000.0,1827000000.0,11974000000.0,,,,,-58000000.0,,1773000000.0,,,,-40000000.0,,,,-92000000.0,,,,,,309000000,-60000000.0,,35000000.0,,,3666000000.0,,-2000000.0,,,1264000000.0,1109000000.0,,0.6,,,3651000000.0,,2841000000.0,,,,,,,,,195000000,,,,245000000.0,195000000,,4133000000.0,1292000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-198000000.0,,517000000.0,41000000.0,,,,-3000000.0,-6318000000.0,,-187000000.0,566000000.0,,,4000000.0,,,,,351000000.0,430000000.0,,281000000.0,,,,,,390000000.0,,323898000.0,19000000.0,,2000000.0,705000000.0,,,,65000000.0,5933000000.0,64000000.0,,,8105000000.0,,,,,,,,,,,,9937000000.0,192000000.0,,,,,,,1606000000.0,,163000000.0,,,,26000000.0,,4000000.0,28000000.0,28000000.0,0.63,,,504000000.0,,,,-1204000000.0,485000000,,,,28000000.0,329818000.0,-201000000.0,,,,1919000000,,,,,,,5891000000.0,,,,,,209000000,,,752000000.0,1726000000.0,12251000000.0,,,,,-58000000.0,,1832000000.0,,,,62000000.0,,,,-100000000.0,,,,,,322000000,-50000000.0,,-2000000.0,,,3817000000.0,,-3000000.0,,,1285000000.0,1167000000.0,,0.65,,,3821000000.0,,2810000000.0,,,,,,,,,209000000,,,,247000000.0,209000000,,4165000000.0,1355000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-235000000.0,,457000000.0,40000000.0,,,,-11000000.0,-6500000000.0,,-204000000.0,617000000.0,,,2000000.0,,,,,369000000.0,429000000.0,,277000000.0,,,,,,420000000.0,,324137000.0,19000000.0,,-9000000.0,854000000.0,,,,66000000.0,6062000000.0,163000000.0,,,8299000000.0,,,,,,,,,,,,10182000000.0,185000000.0,,,,,,,1620000000.0,,165000000.0,,,,28000000.0,,4000000.0,19000000.0,19000000.0,0.33,,,530000000.0,,,,-1137000000.0,482000000,,,,19000000.0,329993000.0,-226000000.0,,,,1890000000,,,,,,,6084000000.0,,,,,,108000000,,,746000000.0,1841000000.0,12562000000.0,,,,,-58000000.0,,1883000000.0,,,,-23000000.0,,,,-140000000.0,,,,,,317000000,83000000.0,,92000000.0,,,3867000000.0,,0.0,,,1334000000.0,1144000000.0,,0.33,,,3873000000.0,,2815000000.0,,,,,,,,,108000000,,,,243000000.0,108000000,,4243000000.0,1428000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,-41000000.0,2001000000.0,,373000000.0,,-438000000.0,-279000000.0,665000000.0,521000000.0,40000000.0,,,,-30000000.0,-6553000000.0,,86000000.0,624000000.0,574000000.0,,-1000000.0,,,4000000.0,,373000000.0,454000000.0,3015000000.0,305000000.0,,1475000000.0,6108000000.0,,173000000.0,376000000.0,1626000000.0,,22000000.0,,154000000.0,440000000.0,,1958000000.0,574000000.0,50000000.0,6108000000.0,80000000.0,,148000000.0,8358000000.0,12661000000.0,,,0.0,,440000000.0,163000000.0,,,1130000000.0,,10491000000.0,97000000.0,886000000.0,,-877000000.0,25000000.0,,639000000.0,1626000000.0,,175000000.0,,,-887000000.0,19000000.0,173000000.0,4000000.0,173000000.0,173000000.0,,,323765000.0,639000000.0,,,1293000000.0,-1257000000.0,520000000,-48000000.0,,401000000.0,173000000.0,,-306000000.0,173000000.0,376000000.0,,2020000000,,,2.24,,,521000000.0,6387000000.0,,732000000.0,7656000000.0,,4641000000.0,214000000,,,799000000.0,2001000000.0,12661000000.0,,,,-1257000000.0,-59000000.0,1722000000.0,2133000000.0,624000000.0,80000000.0,242000000.0,2000000.0,6387000000.0,-6553000000.0,4386000000.0,-64000000.0,200000000.0,,,,,345000000,-96000000.0,-123000000.0,75000000.0,2133000000.0,-396000000.0,4022000000.0,,0.0,401000000.0,4022000000.0,1386000000.0,1221000000.0,,,10491000000.0,,3902000000.0,726000000.0,2926000000.0,-233000000.0,329685000.0,2.2,1386000000.0,,25000000.0,726000000.0,8358000000.0,214000000,,598000000.0,987000000.0,252000000.0,220000000,3902000000.0,4386000000.0,886000000.0,,1000000.0,36000000.0,36000000.0,2926000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-256000000.0,,631000000.0,38000000.0,,,,11000000.0,-6771000000.0,,-131000000.0,647000000.0,,,2000000.0,,,,,391000000.0,467000000.0,,314000000.0,,,,,,243000000.0,,323804000.0,21000000.0,,-141000000.0,862000000.0,,,,88000000.0,6271000000.0,83000000.0,,,8563000000.0,,,,,,,,,,,,10616000000.0,-13000000.0,,,,,,,1645000000.0,,171000000.0,,,,173000000.0,,4000000.0,32000000.0,32000000.0,0.68,,,581000000.0,,,,-1195000000.0,523000000,,,,32000000.0,330043000.0,-254000000.0,,,,2026000000,,,,,,,6284000000.0,,,,,,225000000,,,819000000.0,2074000000.0,13042000000.0,,,,,-81000000.0,,2053000000.0,,,,,,,,-91000000.0,,,,,,352000000,-209000000.0,,45000000.0,,,4166000000.0,,0.0,,,1405000000.0,1207000000.0,,0.69,,,4125000000.0,,2777000000.0,,,,,-16000000.0,,,,225000000,,,,273000000.0,225000000,,4210000000.0,1433000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-270000000.0,,875000000.0,41000000.0,,,,-4000000.0,-6965000000.0,,-138000000.0,672000000.0,,,14000000.0,,,,,396000000.0,456000000.0,,341000000.0,,,,,,392000000.0,,323519000.0,22000000.0,,-11000000.0,882000000.0,,,,68000000.0,6417000000.0,90000000.0,,,8753000000.0,,,,,,,,,,,,10839000000.0,122000000.0,,,,,,,74000000.0,,174000000.0,,,,32000000.0,,4000000.0,21000000.0,21000000.0,0.75,,,576000000.0,,,,-1174000000.0,556000000,,,,21000000.0,329880000.0,-265000000.0,,,,2076000000,,,,,,,6367000000.0,,,,,,247000000,,,838000000.0,2333000000.0,13382000000.0,,,,,-80000000.0,,2086000000.0,,,,,,,,-126000000.0,,,,,,382000000,-33000000.0,,9000000.0,,,4333000000.0,1590000000.0,0.0,,,1453000000.0,1238000000.0,,0.76,,,4269000000.0,,2579000000.0,,,,,-4000000.0,,,,247000000,,,,271000000.0,247000000,,4034000000.0,1455000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-274000000.0,,350000000.0,38000000.0,,,,-7000000.0,-7107000000.0,,-378000000.0,636000000.0,,,19000000.0,,,,,400000000.0,448000000.0,,354000000.0,,,,,,554000000.0,,323582000.0,21000000.0,,1000000.0,940000000.0,,,,47000000.0,6516000000.0,101000000.0,,,8821000000.0,,,,,,,,,,,,10925000000.0,280000000.0,,,,,,,71000000.0,,173000000.0,,,,21000000.0,,4000000.0,22000000.0,22000000.0,0.75,,,603000000.0,,,,-1138000000.0,565000000,,,,22000000.0,329498000.0,-176000000.0,,,,2099000000,,,,,,,6222000000.0,,,,,,247000000,,,840000000.0,1893000000.0,13623000000.0,,,,,-81000000.0,,2104000000.0,,,,26000000.0,,,,-45000000.0,,,,,,392000000,57000000.0,,51000000.0,,,4499000000.0,1598000000.0,0.0,,,1469000000.0,1259000000.0,,0.76,,,4494000000.0,,2824000000.0,,,,,-13000000.0,,,,247000000,,,,272000000.0,247000000,,4329000000.0,1505000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,-15000000.0,1758000000.0,,381000000.0,,-905000000.0,-300000000.0,696000000.0,186000000.0,38000000.0,,,,16000000.0,-7203000000.0,,-258000000.0,665000000.0,598000000.0,,9000000.0,,,4000000.0,,381000000.0,466000000.0,3356000000.0,355000000.0,,1752000000.0,6694000000.0,,36000000.0,563000000.0,71000000.0,,23000000.0,,14000000.0,405000000.0,,2215000000.0,598000000.0,64000000.0,6694000000.0,81000000.0,,-137000000.0,9043000000.0,13897000000.0,,1613000000.0,0.0,,405000000.0,155000000.0,,,1364000000.0,,11102000000.0,263000000.0,989000000.0,,-1100000000.0,42000000.0,,682000000.0,71000000.0,,178000000.0,,,-988000000.0,22000000.0,36000000.0,4000000.0,36000000.0,36000000.0,,,323495000.0,682000000.0,,,1519000000.0,-1127000000.0,571000000,16000000.0,,485000000.0,36000000.0,,-293000000.0,36000000.0,355000000.0,,2123000000,,,3.05,,,186000000.0,6326000000.0,,988000000.0,8324000000.0,,4968000000.0,269000000,,,859000000.0,1758000000.0,13897000000.0,,,,-1127000000.0,-81000000.0,1837000000.0,2059000000.0,665000000.0,87000000.0,267000000.0,4000000.0,6326000000.0,-7203000000.0,4568000000.0,-225000000.0,90000000.0,,,,,393000000,127000000.0,-58000000.0,-15000000.0,2059000000.0,-487000000.0,4687000000.0,1613000000.0,0.0,485000000.0,4687000000.0,1456000000.0,1264000000.0,,,11102000000.0,,4554000000.0,988000000.0,2981000000.0,-323000000.0,329293000.0,3.0,1456000000.0,18000000.0,173000000.0,988000000.0,9043000000.0,269000000,,652000000.0,1086000000.0,270000000.0,269000000,4554000000.0,4568000000.0,989000000.0,,36000000.0,50000000.0,50000000.0,2981000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-285000000.0,,337000000.0,38000000.0,,,,11000000.0,-7414000000.0,,269000000.0,681000000.0,,,6000000.0,,,,,407000000.0,490000000.0,,365000000.0,,,,,,298000000.0,,320763000.0,24000000.0,,-10000000.0,855000000.0,,,,85000000.0,6964000000.0,95000000.0,,,9547000000.0,,,,,,,,,,,,11748000000.0,13000000.0,,,,,,,116000000.0,,182000000.0,,,,36000000.0,,4000000.0,26000000.0,26000000.0,0.81,,,664000000.0,,,,-1065000000.0,585000000,,,,26000000.0,326787000.0,-577000000.0,,,,2175000000,,,,,,,7051000000.0,,,,,,265000000,,,893000000.0,1856000000.0,14378000000.0,,,,,-96000000.0,,2201000000.0,,,,11000000.0,,,,-271000000.0,,,,,,403000000,-194000000.0,,5000000.0,,,4698000000.0,1786000000.0,0.0,,,1548000000.0,1282000000.0,,0.83,,,4467000000.0,,3399000000.0,,,,,-16000000.0,,,,265000000,,,,286000000.0,265000000,,5195000000.0,1796000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-329000000.0,,293000000.0,41000000.0,,,,19000000.0,-7687000000.0,,-144000000.0,729000000.0,,,9000000.0,,,,,429000000.0,505000000.0,,398000000.0,,,,,,481000000.0,,320213000.0,24000000.0,,-4000000.0,867000000.0,,,,82000000.0,7265000000.0,103000000.0,,,9937000000.0,,,,,,,,,,,,12251000000.0,152000000.0,,,,,,,114000000.0,,189000000.0,,,,26000000.0,,4000000.0,22000000.0,22000000.0,0.89,,,749000000.0,,,,-912000000.0,628000000,,,,22000000.0,326301000.0,-343000000.0,,,,2332000000,,,,,,,7167000000.0,,,,,,291000000,,,944000000.0,1909000000.0,14952000000.0,,,,,-96000000.0,,2314000000.0,,,,10000000.0,,,,-82000000.0,,,,,,439000000,-20000000.0,,-4000000.0,,,4893000000.0,1829000000.0,0.0,,,1641000000.0,1388000000.0,,0.91,,,4850000000.0,,3407000000.0,,,,,-21000000.0,,,,291000000,,,,296000000.0,291000000,,5258000000.0,1851000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-360000000.0,,661000000.0,44000000.0,,,,12000000.0,-7983000000.0,,-221000000.0,752000000.0,,,4000000.0,,,,,448000000.0,518000000.0,,416000000.0,,,,,,592000000.0,,318513000.0,24000000.0,,4000000.0,1087000000.0,,,,78000000.0,7598000000.0,106000000.0,,,10343000000.0,,,,,,,,,,,,12751000000.0,232000000.0,,,,,,,116000000.0,,196000000.0,,,,22000000.0,,4000000.0,26000000.0,26000000.0,0.94,,,777000000.0,,,,-778000000.0,656000000,,,,26000000.0,324920000.0,-370000000.0,,,,2372000000,,,,,,,7634000000.0,,,,,,305000000,,,978000000.0,2525000000.0,15581000000.0,,,,,-95000000.0,,2408000000.0,,,,10000000.0,,,,-463000000.0,,,,,,460000000,107000000.0,,18000000.0,,,5103000000.0,1877000000.0,0.0,,,1707000000.0,1394000000.0,,0.96,,,4862000000.0,,3342000000.0,,,,,-18000000.0,,,,305000000,,,,294000000.0,305000000,,5109000000.0,1767000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
