date,annualDepreciationAndAmortization,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingChangeInInventory,annualPurchaseOfBusiness,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,annualStockholdersEquity,trailingPurchaseOfBusiness,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,annualEbitda,annualNetPPE,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingOperatingIncome,trailingCapitalExpenditure,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualEndCashPosition,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyGrossPPE,annualInterestExpense,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,annualDilutedEPS,quarterlyDeferredIncomeTax,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDilutedEPS,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyBasicAverageShares,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingBasicAverageShares,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingBasicEPS
2010-12-31,2950883000000.0,,-2931696000000.0,9268932000000.0,,-3206145000000.0,430343000000.0,,-4216445000000.0,34895288000000.0,,-10436000000.0,1541388000000.0,5679195000000.0,,-364373000000.0,-186013000000.0,9803453000000.0,503863000000.0,,-28222033000000.0,9340453000000.0,4731578000000.0,2045848000000.0,1541388000000.0,997728000000.0,2024565000000.0,685069000000.0,,-1043637000000.0,2243985000000.0,482403000000.0,788069000000.0,,6783692000000.0,-2754539000000.0,18958959000000.0,9803453000000.0,25699149000000.0,1695778000000.0,240701000000.0,9077185000000.0,79551000000.0,1801455000000.0,540604000000.0,17093227000000.0,8945338000000.0,25699149000000.0,,-3975333000000.0,,1062211000000.0,278431000000.0,13569.75,540604000000.0,-1679716000000.0,40838810000000.0,1465674000000.0,,67945933000000.0,,1009099000000.0,1400743000000.0,-17079907000000.0,-4163696000000.0,,,,,5035271000000.0,,,2643317000000.0,,-6889927000000.0,5738309000000.0,1695778000000.0,,3599913000000.0,5337686000000.0,769475000000.0,1293638000000.0,,,,5035271000000.0,,1009099000000.0,,-175477000000.0,226070000000.0,6783692000000.0,53921182000000.0,,482403000000.0,3598822000000.0,3598822000000.0,37231599000000.0,13546000000.0,,291208000000.0,1344593000000.0,-3477518000000.0,3599913000000.0,9340453000000.0,-2473396000000.0,503863000000.0,1112896000000.0,,3588578000000.0,477322000000.0,997728000000.0,,-6104855000000.0,30744512000000.0,308131512.0,4217695000000.0,3338876000000.0,,141787000000.0,13651285000000.0,455419000000.0,60637860000000.0,,,,53921182000000.0,656769000000.0,17093227000000.0,-2254772000000.0,,,,0.0,3184870000000.0,769475000000.0,27107123000000.0,0.0,,13569.75,,308131512.0,,-28222033000000.0,31395470000000.0,0.0,,2512050000000.0,,,,27107123000000.0,-2505000000.0,,-5827660000000.0,2045848000000.0,3184870000000.0,,34895288000000.0,4181285000000.0,1465674000000.0,,314234000000.0,477322000000.0,,33643021000000.0,67945933000000.0,30744512000000.0,4181285000000.0,-1500434000000.0,10608584000000.0,31395470000000.0,51560675000000.0,562434000000.0,2199170000000.0,1990594000000.0,10608584000000.0,540273000000.0,-693296000000.0,,-4080290000000.0,9268932000000.0,-3055363000000.0,2966390000000.0,,13651285000000.0,562434000000.0,40838810000000.0,1062211000000.0,467524000000.0,,,,,,,
2011-03-31,,3528.75,-1062219000000.0,9954723000000.0,,,721178000000.0,,,,,,,,,-21347000000.0,-13413000000.0,10397750000000.0,1090722000000.0,,-21583219000000.0,4181769000000.0,676025000000.0,6976272000000.0,1165553000000.0,,,,,180270000000.0,816193000000.0,,1435692000000.0,,,-55004000000.0,,,25694136000000.0,,342630000000.0,,57384000000.0,507513000000.0,3745530000000.0,,,,164384000000.0,-881949000000.0,309097396.0,,,,,-864338000000.0,42431366000000.0,,,71149986000000.0,,,,,,,,,,,,,2514919000000.0,,,,4752432000000.0,,,,,521243000000.0,,,,,,,,,3521045000000.0,5726768000000.0,,,482403000000.0,4028558000000.0,,16250564000000.0,-1880902000000.0,,,1355871000000.0,-1322714000000.0,4028558000000.0,,-294860000000.0,1090722000000.0,,585703000000.0,2172064000000.0,,,,,32204219000000.0,,,,,,,-111321000000.0,,,,,47277355000000.0,,18261222000000.0,,,,,,,,28718620000000.0,-582668000000.0,,,,,,,37767739000000.0,,-61296000000.0,2678113000000.0,3528.75,,,,,,,,1698210000000.0,,37033722000000.0,,,10629828000000.0,172240000000.0,,,14078500000000.0,,,,-859331000000.0,12005271000000.0,,,,,758412000000.0,,1093062000000.0,,309097396.0,,,,,,13942997000000.0,1792454000000.0,,236427000000.0,,,,,,,,
2011-06-30,,4281.5,-1415001000000.0,11209289000000.0,,,581533000000.0,,,,,,,,,34772000000.0,48417000000.0,11453754000000.0,1322857000000.0,,-22029807000000.0,4029165000000.0,1786107000000.0,6614710000000.0,1137395000000.0,,,,,159400000000.0,924463000000.0,,1825222000000.0,,,-388247000000.0,,,26554598000000.0,,453238000000.0,,35817000000.0,257359000000.0,4226409000000.0,,,,0.0,-1255601000000.0,308977776.0,,,,,,42869445000000.0,,,74531054000000.0,,,,,,,,,,,,,1348176000000.0,,,,4860722000000.0,,,,,545438000000.0,,,,,,,,,4028558000000.0,7972800000000.0,,,482403000000.0,4285917000000.0,,17046753000000.0,-890474000000.0,,,1746451000000.0,-1958731000000.0,4285917000000.0,,-1703570000000.0,1322857000000.0,,-73854000000.0,2670914000000.0,,,,,34537296000000.0,,,,,,,200709000000.0,,,,,48584405000000.0,,19951778000000.0,,,,,,,,31661609000000.0,4921000000.0,,,,,,,37776693000000.0,,0.0,2952193000000.0,4281.5,,,,,,,,3686883000000.0,,37954950000000.0,,,10946809000000.0,-450649000000.0,,,14375839000000.0,,,,-1065434000000.0,12603860000000.0,,,,,962443000000.0,,1371984000000.0,,308977776.0,,,,,,14585518000000.0,1288246000000.0,,369060000000.0,,,,,,,,
2011-09-30,,734.5,-1652191000000.0,12622304000000.0,,,2006521000000.0,,,,,,,,,15054000000.0,139166000000.0,12204033000000.0,226975000000.0,,-22838774000000.0,4239586000000.0,2204758000000.0,6499386000000.0,979915000000.0,,,,,328171000000.0,990972000000.0,,255155000000.0,,,-631229000000.0,,,27759918000000.0,,26370000000.0,,52521000000.0,720999000000.0,4102920000000.0,,,,0.0,-1324020000000.0,308977776.0,,,,,,44559228000000.0,,,77934704000000.0,,,,,,,,,,,,,1487651000000.0,,,,5190303000000.0,,,,,576419000000.0,,,,,,,,,4285917000000.0,8314667000000.0,,,482403000000.0,5006916000000.0,,16953442000000.0,-1288334000000.0,,,1287721000000.0,-1133437000000.0,5006916000000.0,,-2027358000000.0,226975000000.0,,-397961000000.0,2278693000000.0,,,,,37727035000000.0,,,,,,,656404000000.0,,,,,50598692000000.0,,21061021000000.0,,,,,,,,33375476000000.0,-193111000000.0,,,,,,,37762655000000.0,,0.0,2838095000000.0,734.5,,,,,,,,3307751000000.0,,37807097000000.0,,,11025643000000.0,52469000000.0,,,14674749000000.0,,,,-459952000000.0,14747296000000.0,,,,,1051579000000.0,,228785000000.0,,308977776.0,,,-870154000000.0,,,16666014000000.0,1512604000000.0,,416430000000.0,,,,,,,,
2011-12-31,2251915000000.0,,-1776310000000.0,10791510000000.0,,-1178435000000.0,557462000000.0,,-2538178000000.0,38356350000000.0,,,1168097000000.0,4899885000000.0,,-20005000000.0,19842000000.0,12283644000000.0,1073732000000.0,,-23134937000000.0,4359192000000.0,232995000000.0,5755959000000.0,1168097000000.0,,1691566000000.0,7472356000000.0,,1023725000000.0,933049000000.0,482403000000.0,1266327000000.0,,8254952000000.0,-103955000000.0,7104891000000.0,12283644000000.0,28453184000000.0,3588111000000.0,245872000000.0,9114875000000.0,66750000000.0,-408234000000.0,3837428000000.0,19605358000000.0,10901005000000.0,28453184000000.0,0.0,-752585000000.0,,435063000000.0,107214000000.0,11806.0,3837428000000.0,-890623000000.0,44851927000000.0,1656817000000.0,,78408838000000.0,,,1077637000000.0,-5840935000000.0,-1746487000000.0,,,,,4397279000000.0,,,1754145000000.0,,-5516866000000.0,5454483000000.0,3588111000000.0,,4598682000000.0,4782395000000.0,509709000000.0,608815000000.0,,,,4397279000000.0,,,,4188000000.0,5006916000000.0,8254952000000.0,51588121000000.0,,482403000000.0,4598682000000.0,4598682000000.0,18687966000000.0,-1781225000000.0,,194012000000.0,1060155000000.0,-435865000000.0,4598682000000.0,4359192000000.0,-1491078000000.0,1073732000000.0,1068109000000.0,152105000000.0,1993204000000.0,,,,-5905721000000.0,37678918000000.0,309007272.0,3714286000000.0,3660392000000.0,,212472000000.0,18073560000000.0,-278733000000.0,68938725000000.0,,265993000000.0,,51588121000000.0,3866695000000.0,19605358000000.0,-2402346000000.0,,,,164384000000.0,3656270000000.0,509709000000.0,33556911000000.0,0.0,,11806.0,,309007272.0,,-23134937000000.0,38709475000000.0,-61296000000.0,0.0,2432604000000.0,,,,33556911000000.0,,,-4850747000000.0,5755959000000.0,3656270000000.0,,38356350000000.0,3714286000000.0,1656817000000.0,7472356000000.0,333154000000.0,,,16694762000000.0,78408838000000.0,37678918000000.0,3714286000000.0,-153461000000.0,16020590000000.0,38709475000000.0,59823850000000.0,1220142000000.0,3521045000000.0,908705000000.0,16020590000000.0,1020455000000.0,-770858000000.0,,-4214155000000.0,10791510000000.0,-273164000000.0,3275113000000.0,,18073560000000.0,1220142000000.0,44851927000000.0,435063000000.0,467059000000.0,,,,,,,
2012-03-31,,2037.5,-1162690000000.0,10494283000000.0,,,716809000000.0,,,,,,,,,3531000000.0,20195000000.0,11487897000000.0,629538000000.0,,-23693109000000.0,4574591000000.0,-348393000000.0,6139571000000.0,1384794000000.0,,,,,1671608000000.0,876511000000.0,,875512000000.0,,,,,,28967155000000.0,,239874000000.0,,42825000000.0,444208000000.0,4807392000000.0,,,,0.0,508918000000.0,308977776.0,,,,,-545367000000.0,46143911000000.0,,,79478958000000.0,,,,,,,,,,,,,1406559000000.0,,,,5435365000000.0,,,,,598869000000.0,,,,3912447000000.0,,,,,4598682000000.0,5165929000000.0,,,482403000000.0,5042890000000.0,,16308644000000.0,-1126608000000.0,,,801651000000.0,487622000000.0,5042890000000.0,,-846831000000.0,629538000000.0,,-484837000000.0,1678162000000.0,,,,,38100230000000.0,,,,,,,-33117000000.0,,,,,52660264000000.0,,19785874000000.0,,,,,,,495879000000.0,33335047000000.0,-581333000000.0,,,,,,,38778099000000.0,,0.0,2191190000000.0,2037.5,,,,,,,,123039000000.0,,38885800000000.0,,,10809995000000.0,-12654000000.0,,,14630482000000.0,,,,815444000000.0,16066336000000.0,,,,,824282000000.0,,635638000000.0,,308977776.0,,,-187489000000.0,,,18314356000000.0,1469625000000.0,,403489000000.0,,,,,,,,
2012-06-30,,1648.25,-1417853000000.0,11320554000000.0,,,649321000000.0,,,,,,,,,-5285000000.0,185451000000.0,11498045000000.0,509293000000.0,,-24179010000000.0,3498802000000.0,466545000000.0,4948698000000.0,1392181000000.0,,,,,792349000000.0,1141546000000.0,,735416000000.0,,,,,,29488867000000.0,,269660000000.0,,49016000000.0,-69586000000.0,4418140000000.0,,,,0.0,-625504000000.0,308977776.0,,,,,-712739000000.0,44562668000000.0,,,79850640000000.0,,,,,,,,,,,,,1023896000000.0,,,,5563280000000.0,,,,,613939000000.0,,,,4380600000000.0,,,,,5042890000000.0,8401129000000.0,,,482403000000.0,4973304000000.0,,16488239000000.0,-974790000000.0,,,1064866000000.0,-757476000000.0,4973304000000.0,,-1324494000000.0,509293000000.0,,,2206412000000.0,,,,,38306210000000.0,,,,,,,330739000000.0,,,,,53667877000000.0,,20584505000000.0,,,,,,,374035000000.0,35287972000000.0,-16455000000.0,,,,,,,39260921000000.0,,0.0,1998676000000.0,1648.25,,,,,,,,3427825000000.0,,38693566000000.0,,,11415964000000.0,55334000000.0,,,14281827000000.0,,,,-63847000000.0,15484137000000.0,,,,,928031000000.0,,465756000000.0,,308977776.0,,,545242000000.0,,,17721705000000.0,1553380000000.0,,385857000000.0,,,,,,,,
2012-09-30,,2365.25,-2017247000000.0,11497856000000.0,,,667334000000.0,,,,,,,,,-441339000000.0,92716000000.0,11523163000000.0,730838000000.0,,-25029192000000.0,7581837000000.0,-662825000000.0,24916838000000.0,1342875000000.0,42997000000.0,,,,1838222000000.0,427667000000.0,,1090620000000.0,,,,,,5444293000000.0,,367364000000.0,,44772000000.0,150317000000.0,3883163000000.0,,,,0.0,-179025000000.0,308977776.0,,,,,,45665641000000.0,,,79662492000000.0,,,,,,,,,,,,,1073701000000.0,,,,5915361000000.0,,,,,656258000000.0,,,,3974317000000.0,,239661000000.0,,,4973304000000.0,8709535000000.0,,,482403000000.0,5123621000000.0,,15739060000000.0,-1268496000000.0,,,1496119000000.0,431516000000.0,5123621000000.0,,-989656000000.0,730838000000.0,,,1923786000000.0,,,,,37453316000000.0,,,,,,,800218000000.0,,,,,30473485000000.0,,20657004000000.0,,,,,,,639264000000.0,33996851000000.0,-154490000000.0,,,,,915000000.0,,39772288000000.0,,0.0,2414212000000.0,2365.25,,,,,,,,3585914000000.0,,39215833000000.0,,,1255128000000.0,1158403000000.0,,,13815274000000.0,,,,-64392000000.0,14575514000000.0,,,,,286719000000.0,,723256000000.0,,308977776.0,,,-1814224000000.0,,,16796312000000.0,3751000000.0,,351265000000.0,,,,,,,,
2012-12-31,2563760000000.0,,-2904967000000.0,10509348000000.0,,-591561000000.0,-1162007000000.0,,1450431000000.0,39454142000000.0,,,1461519000000.0,-907627000000.0,,1916685000000.0,-164820000000.0,10584646000000.0,592411000000.0,,-25226443000000.0,6891592000000.0,-362954000000.0,212733000000.0,1461519000000.0,1337003000000.0,7319456000000.0,9865436000000.0,,3017277000000.0,2420475000000.0,482403000000.0,666937000000.0,,6467087000000.0,,4567934000000.0,10584646000000.0,34399413000000.0,1825636000000.0,105981000000.0,7461259000000.0,55708000000.0,-443095000000.0,376215000000.0,19775001000000.0,6803703000000.0,34399413000000.0,0.0,112310000000.0,,81798000000.0,965977000000.0,7968.5,376215000000.0,,47699735000000.0,1713691000000.0,,79265851000000.0,,-88150000000.0,81844000000.0,-3923958000000.0,-1884140000000.0,,,,,5126997000000.0,,,1063778000000.0,,-6169003000000.0,3667546000000.0,1825636000000.0,,4680526000000.0,3368486000000.0,559328000000.0,694694000000.0,313509000000.0,,,5126997000000.0,,-88150000000.0,,401105000000.0,5123621000000.0,6467087000000.0,59625856000000.0,,482403000000.0,4680526000000.0,4680526000000.0,15068207000000.0,-554064000000.0,,133542000000.0,-767577000000.0,1771696000000.0,4680526000000.0,6891592000000.0,-3008022000000.0,592411000000.0,982879000000.0,,1652898000000.0,868015000000.0,1337003000000.0,,-7502757000000.0,36836433000000.0,308977776.0,2385607000000.0,3793713000000.0,,192321000000.0,17061432000000.0,-1008157000000.0,63604151000000.0,,225086000000.0,982879000000.0,59625856000000.0,871457000000.0,19775001000000.0,87830000000.0,,,,0.0,1786561000000.0,559328000000.0,31566116000000.0,370000000.0,,7968.5,,308977776.0,313509000000.0,-25226443000000.0,40346481000000.0,0.0,0.0,199624000000.0,,,,31566116000000.0,,,1933358000000.0,212733000000.0,1786561000000.0,,39454142000000.0,2462081000000.0,1713691000000.0,9865436000000.0,-235106000000.0,868015000000.0,,13415309000000.0,79265851000000.0,36836433000000.0,2462081000000.0,763226000000.0,14412085000000.0,40346481000000.0,56142892000000.0,2564000000.0,4598682000000.0,1960142000000.0,14412085000000.0,560956000000.0,-751908000000.0,,-183301000000.0,10509348000000.0,-427669000000.0,2959511000000.0,,17061432000000.0,2564000000.0,47699735000000.0,81798000000.0,89683000000.0,,,,,,,
2013-03-31,,899.75,-2115603000000.0,12120257000000.0,,,160738000000.0,,,,,,,,,-236333000000.0,25515000000.0,10610183000000.0,278008000000.0,,,7594271000000.0,1434851000000.0,220636000000.0,1439679000000.0,1553188000000.0,,,,873760000000.0,966024000000.0,,367441000000.0,,,-429954000000.0,,,36023037000000.0,,75181000000.0,,60546000000.0,-480300000000.0,404445000000.0,,,,,-1241843000000.0,308977864.0,,,,,-736726000000.0,50267507000000.0,,,82252973000000.0,,,,,,,,,,,,,1154041000000.0,,,,1938341000000.0,,,,,660998000000.0,,,,5276288000000.0,,289816000000.0,,,4680526000000.0,6164286000000.0,,,482403000000.0,4200226000000.0,,14581883000000.0,-1592465000000.0,,,707688000000.0,-393181000000.0,4200226000000.0,,-2852666000000.0,278008000000.0,,-37620000000.0,1673712000000.0,,,,,39637949000000.0,,,,,,,308039000000.0,,,,,36023037000000.0,,22451355000000.0,,,,,,,582590000000.0,31985466000000.0,-168000000.0,,,75181000000.0,,328626000000.0,,40083465000000.0,,,1189177000000.0,899.75,,,,,,,,1964060000000.0,,39567213000000.0,,1728184000000.0,10358956000000.0,104469000000.0,807698000000.0,,12908171000000.0,,,,-20152000000.0,14384683000000.0,,,,,751968000000.0,,292260000000.0,,308977864.0,,,-296356000000.0,,,17186594000000.0,1913000000.0,,98304000000.0,,,,,,,,
2013-06-30,,804.0,-1722599000000.0,12064656000000.0,,,149714000000.0,,,,,,,,,-456890000000.0,981105000000.0,10044073000000.0,250565000000.0,,,7663016000000.0,771541000000.0,204283000000.0,1465516000000.0,1548920000000.0,,,,1162999000000.0,962806000000.0,,338945000000.0,,,-141364000000.0,,,37240893000000.0,,98444000000.0,,42159000000.0,771018000000.0,506277000000.0,,,,,-559600000000.0,308979604.0,,,,,270635000000.0,51627609000000.0,,,83707144000000.0,,,,,,,,,,,,,1546709000000.0,,,,1941661000000.0,,,,,660837000000.0,,,,4937939000000.0,,317757000000.0,,,4200226000000.0,6229394000000.0,,,482403000000.0,4971244000000.0,,15603109000000.0,-721933000000.0,,,894784000000.0,-55523000000.0,4971244000000.0,,-1185783000000.0,248432257610.0,,-521581000000.0,1857590000000.0,,,,,39755795000000.0,,,,,,,490831000000.0,,,,,37240893000000.0,,21627879000000.0,,,,,,,306893000000.0,32079535000000.0,-495018000000.0,,,98444000000.0,,295572000000.0,,40374471000000.0,,,1149496000000.0,804.0,,,,,,,,1258150000000.0,,40883761000000.0,,1727376000000.0,10742687000000.0,-167632000000.0,751122000000.0,,13745519000000.0,,,,577832000000.0,15356793000000.0,,,,,741118000000.0,,240501000000.0,,308979604.0,,,-1861731000000.0,,,18127916000000.0,1935000000.0,,97040000000.0,,,,,,,,
2013-09-30,,1797.5,-1545706000000.0,10867828000000.0,,,151267000000.0,,,,,,,,,245287000000.0,750484000000.0,9654206000000.0,567109000000.0,,,8125682000000.0,143633000000.0,181350000000.0,1606483000000.0,1556964000000.0,,,,1695049000000.0,913547000000.0,,785080000000.0,,,-312394000000.0,,,37666844000000.0,,221052000000.0,,41948000000.0,-920921000000.0,346724000000.0,,,,,149343000000.0,311148276.0,,,,,224179000000.0,52364158000000.0,,,83340344000000.0,,,,,,,,,,,,,683504000000.0,,,,1880993000000.0,,,,,684801000000.0,,,,4567767000000.0,,114574000000.0,,,4971244000000.0,6782822000000.0,,,482403000000.0,4050323000000.0,,15150222000000.0,-1465059000000.0,,,633877000000.0,397168000000.0,4050323000000.0,,-2606171000000.0,559277450506.0,,310751000000.0,1547424000000.0,,,,,37736380000000.0,,,,,,,-90489000000.0,,,,,37666844000000.0,,20151284000000.0,,,,,,,342701000000.0,30976186000000.0,-154508000000.0,,,221053000000.0,,229886000000.0,,40804572000000.0,,,1621148000000.0,1797.5,,,,,,,,2732499000000.0,,41841790000000.0,,1712829000000.0,9705422000000.0,22470000000.0,944154000000.0,,13602798000000.0,,,,124733000000.0,14717204000000.0,,,,,732868000000.0,,564028000000.0,,311148276.0,,,-222625000000.0,,,17585096000000.0,1859000000.0,,94832000000.0,,,,,,,,
2013-12-31,2685550000000.0,,-1729371000000.0,10713646000000.0,,-1076763000000.0,195962000000.0,,582287000000.0,42046037000000.0,,,1711762000000.0,3532336000000.0,,-98370000000.0,96661000000.0,9798381000000.0,280714000000.0,,-27334463000000.0,8240283000000.0,1182311000000.0,157659000000.0,1711762000000.0,1206040000000.0,4858135000000.0,10299826000000.0,,1126327000000.0,1092640000000.0,482403000000.0,454710000000.0,,7135145000000.0,-193051000000.0,4202185000000.0,9798381000000.0,37088058000000.0,2985963000000.0,196319000000.0,6860059000000.0,48152000000.0,158239000000.0,403936000000.0,20241159000000.0,5289408000000.0,37088058000000.0,,-603044000000.0,,88879000000.0,-48396000000.0,4352.25,403936000000.0,-370467000000.0,52789196000000.0,1615938000000.0,,84455407000000.0,,-23076000000.0,-471964000000.0,-4891742000000.0,-2845957000000.0,,,,,5145610000000.0,,,817931000000.0,,-8751670000000.0,2945549000000.0,2985963000000.0,,4208562000000.0,1946177000000.0,358930000000.0,678914000000.0,202897000000.0,,,5145610000000.0,,-23076000000.0,,-569189000000.0,4050323000000.0,7135145000000.0,64422521000000.0,,482403000000.0,4208562000000.0,4208562000000.0,16529436000000.0,-1112285000000.0,,1853765000000.0,688693000000.0,-64896000000.0,4208562000000.0,8240283000000.0,-2107050000000.0,272364434246.0,590997000000.0,295773000000.0,1781333000000.0,873613000000.0,1206040000000.0,,-7113279000000.0,38633377000000.0,312038616.0,1355180000000.0,3914510000000.0,,192805000000.0,18392218000000.0,44995000000.0,61864650000000.0,,47323000000.0,590997000000.0,64422521000000.0,657681000000.0,20241159000000.0,-612379000000.0,,,,14019000000.0,2926583000000.0,358930000000.0,31666211000000.0,1114000000.0,,4352.25,196319000000.0,312038616.0,202897000000.0,-27334463000000.0,41090649000000.0,,,1329586000000.0,,,,31666211000000.0,,,-116432000000.0,157659000000.0,2926583000000.0,,42046037000000.0,1358082085449.0,1615938000000.0,10299826000000.0,-7703000000.0,873613000000.0,,14748103000000.0,84455407000000.0,38633377000000.0,1376396000000.0,-100126000000.0,15532959000000.0,41090649000000.0,55004591000000.0,1420000000.0,4680526000000.0,813524000000.0,15532959000000.0,258391000000.0,-648580000000.0,,-2255144000000.0,10713646000000.0,-465245000000.0,3039477000000.0,,18392218000000.0,1420000000.0,52789196000000.0,88879000000.0,753376000000.0,,,,,,,
