,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualChangeInAccountPayable,annualOperatingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualBasicEPS,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInAccountPayable,annualDilutedAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,quarterlyBasicAverageShares,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualGrossProfit,annualOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualCurrentAssets,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,annualStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyEbitda,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,annualOtherIncomeExpense,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1099180800,1519130965.0,,562223030.0,-3362594489.0,562223030.0,,3358936845.0,,,29033162643.0,,,2394537918.0,-124127750.0,,,1449646427.0,469397708.0,,13189465984.0,,265193855157.0,,,,959522068.0,,50471836138.0,,8773469885.0,,,-28645452328.0,2394537918.0,,2494513533.0,,3418678371.0,,1987320166.0,,4.42,1987320166.0,-238115819.0,,,120761647.0,2605462082.0,,2730538922.0,2020238966.0,18045598634.0,1046086320.0,18045598634.0,,,-6455166233.0,-3060229213.0,957342569.0,,4.53,,,50471836138.0,,545181279.0,265193855157.0,954583882.0,1424573433.0,252004389173.0,-497439649.0,4116329642.0,-304803706.0,157278713.0,,3734455011.0,,,,,21550170.0,682490664.0,,,,-497439649.0,3632040966.0,,,,,,2275054865.0,,,13189465984.0,6310362936.0,2605462082.0,3874930461.0,1086320410.0,,1008290661.0,,,,-399902463.0,91441112.0,9473299196.0,,515045000.0,1046086320.0,825653740.0,785417217.0,2189709827.0,,,,,629806.0,501656000.0,223194187.0,8773469885.0,,2020238966.0,-1119239210.0,664549953.0,,2282347765.0,-94557532.0,,801246568.0,,2350646184.0,252004389173.0,,,,-874177030.0,-5519519848.0,2515240185.0,,2350646184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107129600,-3686430166.0,,601587695.0,,601587695.0,,,,,,,,,569337633.0,,,,,,,,,,,1.18035,,,53191515753.0,,,,,,4058546266.0,,,,,,,,,2087571322.0,-228231208.0,,,119077152.0,,,2606053089.0,,20291490945.0,450260481.0,,,,-5962540313.0,,1139915654.0,512941000.0,,,,,,594145373.0,294093277102.0,-245596626.0,-3749689903.0,280565616472.0,,4470354751.0,,,,,,,,,50855867.0,280327462.0,,,,-431654676.0,,1.16034,,,,,,,,13527660630.0,-3772016869.0,3175390722.0,-5520962540.0,,,,,,,,,,,,,926569090.0,821136194.0,,,,501268000.0,,,,219548499.0,9006450012.0,,2011907715.0,,-4676258992.0,,2411312330.0,-63259737.0,,834780452.0,,,,,,,,9776730340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114819200,-3777045905.0,,599496222.0,,599496222.0,,,,,,,,,-686466096.0,,,,,,,,,,,1.18575,,,59425692695.0,,,,,,3419395466.0,,,,,,,,,2094458438.0,-237763754.0,,,113920329.0,,,3175390722.0,,21141057935.0,1046599496.0,,,,-10602950871.0,,1283375315.0,510237000.0,,,,,,591939547.0,292356423174.0,739299397.0,-3877514128.0,278545340050.0,,3650552050.0,,,,,,,,,-10553600.0,-698463482.0,,,,-365239295.0,,1.15586,,,,,,,,13811083123.0,-6595741317.0,2488664987.0,-13649062649.0,,,,,,,,,,,,,924433249.0,797229219.0,,,,499415000.0,,,,197732997.0,9212846348.0,,1875314861.0,,-3753212041.0,,2397984886.0,-100468223.0,,812342569.0,,,,,,,,16739642456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122768000,2033085475.0,,541202400.0,,541202400.0,,,,,,,,,348547589.0,,,,,,,,,,,1.07132,,,57331945635.0,,,,,,3099057181.0,,,,,,,,,2030121220.0,-235609054.0,,,123314506.0,,,2488664987.0,,20401616261.0,1045671605.0,,,,184935288.0,,1430145709.0,509384000.0,,,,,,535080201.0,290389371862.0,-476560613.0,1939681073.0,276342598261.0,,4772444491.0,,,,,,,,,-75811022.0,375280626.0,,,,-464062691.0,,1.05129,,,,,,,,14046773601.0,-1765215979.0,2838251500.0,3099252567.0,,,,,,,,,,,,,933023142.0,745683850.0,,,,499152000.0,,,,204481450.0,9477164197.0,,1863597404.0,,1128136395.0,,2410922003.0,-93404402.0,,757928248.0,,,,,,,,-4782566013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130716800,-854885115.0,,656917240.0,-17961978982.0,656917240.0,,3275475263.0,,,16580469949.0,,,3619081356.0,-425066546.0,,,-7371590506.0,471130004.0,,14315739757.0,,297532176172.0,896209706.0,1146534420.0,,24052426497.0,,88773172748.0,,9839414335.0,,896209706.0,-20271578699.0,3619081356.0,,-6285275711.0,1146534420.0,3333333333.0,,1287046877.0,,4.64,1287046877.0,-253644538.0,,,114818017.0,2412327311.0,,2838251500.0,1846735152.0,20721454717.0,449876018.0,20721454717.0,,,-3891022803.0,-13604912032.0,1525170566.0,,4.74,,,88773172748.0,,649437733.0,297532176172.0,-248574440.0,-1070063533.0,281842012044.0,-611642461.0,3687118657.0,-472310780.0,90919825.0,,5377258236.0,,,,1146534420.0,126428580.0,-402297517.0,,,,-611642461.0,3745424489.0,,,,,,2371000118.0,1146534420.0,,14315739757.0,-1471937867.0,2412327311.0,-1891206360.0,-231432282.0,,874955721.0,,,,-898571260.0,-193647420.0,9839414335.0,,510736000.0,449876018.0,961048341.0,911081973.0,-6757586491.0,,,,,-598583504.0,500060000.0,254164733.0,9839414335.0,,1846735152.0,-445152911.0,-70255868.0,,2621341604.0,-215178418.0,,928533530.0,,2400519542.0,281842012044.0,,,,-955248554.0,2318619714.0,2605974731.0,,2400519542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138665600,-3903049613.0,,630405098.0,,630405098.0,,,,,,,,,739644970.0,,,,,,,,,,,1.25592,,,92350933091.0,,,,,,3606053710.0,,,,,,,,,1294947656.0,-253755121.0,,,98998635.0,,,2412380519.0,,19932862995.0,449476559.0,,,,-2172280382.0,,1736458807.0,511600000.0,,,,,,622439690.0,305764679108.0,7245106965.0,-3979289941.0,291127674101.0,,2759444697.0,,,,,,,,,42102868.0,640646336.0,,,,-739644970.0,,1.22577,,,,,,,,14637005007.0,-4855484752.0,3056440601.0,-4419663177.0,,,,,,,,,,,,,964952208.0,865953573.0,,,,501374000.0,,,,235548475.0,10187756031.0,,1818388712.0,,-5275375513.0,,2481793355.0,-76240328.0,,884160219.0,,,,,,,,9062357761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146355200,5709458009.0,,644188903.0,,644188903.0,,,,,,,,,-232778832.0,,,,,,,,,,,1.27467,,,58936027688.0,,,,,,3024450151.0,,,,,,,,,1270514681.0,-274323477.0,,,100845063.0,,,3056440601.0,,19560120576.0,449927431.0,,,,-9669854261.0,,1872278665.0,512743000.0,,,,,,636373786.0,312410405270.0,-6521650450.0,5588087530.0,297548286257.0,,3001412733.0,,,,,,,,,-34287751.0,-1837475632.0,,,,-806073462.0,,1.24456,,,,,,,,14862119013.0,-4518189470.0,2749804622.0,-11308817341.0,,,,,,,,,,,,,943396226.0,817237915.0,,,,502502000.0,,,,173049012.0,10451043876.0,,1841018198.0,,6857378416.0,,2472926203.0,-121370479.0,,836217484.0,,,,,,,,5367696945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154304000,1317248126.0,,710487612.0,,710487612.0,,,,,,,,,29393620.0,,,,,,,,,,,1.40863,,,58239619867.0,,,,,,2728815477.0,,,,,,,,,1267111664.0,-315908278.0,,,97701273.0,,,2749804622.0,,20159520308.0,450277181.0,,,,-3547615328.0,,2233284308.0,509991000.0,,,,,,704830863.0,311608779274.0,-368212710.0,1135856783.0,296455481389.0,,5380674417.0,,,,,,,,,-75696099.0,1044097086.0,,,,-762529698.0,,1.37866,,,,,,,,15153297884.0,-3309887267.0,2802353207.0,-1658101675.0,,,,,,,,,,,,,958253196.0,909605159.0,,,,500762000.0,,-300345620.0,,199117547.0,10652788777.0,,1942527435.0,,-370327374.0,,2570426519.0,-181391343.0,,928838104.0,,,,,,,,369130722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162252800,-2507702298.0,,696108059.0,-21689666779.0,696108059.0,,3380455514.0,,,17413889824.0,,,3876360372.0,-323087986.0,,,6509592729.0,403904409.0,,15511051273.0,,319977560866.0,1346348031.0,1440592393.0,,21286884326.0,,67399304387.0,,10973858409.0,,1346348031.0,-24155727589.0,3876360372.0,,615954224.0,1440592393.0,3455626613.0,,1249859755.0,,5.15,1249859755.0,-319482214.0,,,106359438.0,2458207113.0,,2802353207.0,2046449007.0,19608437114.0,449904634.0,19608437114.0,,,-8765977618.0,-14288118479.0,2326686219.0,,5.25,,,67399304387.0,,687310873.0,319977560866.0,-448366210.0,-2712117628.0,303107820038.0,-788735555.0,6272357977.0,-583417480.0,-152586110.0,,8167844721.0,,,,1440592393.0,-84705128.0,131415033.0,,,,-788735555.0,3823628408.0,,,,,,2633232357.0,1440592393.0,,15511051273.0,-1604556990.0,2458207113.0,-4303084586.0,-93122405.0,,716930326.0,,,,-425221586.0,213171772.0,9984292607.0,,511173000.0,449904634.0,934161274.0,813423044.0,32536744.0,,,,,165901.0,501257000.0,117314985.0,10973858409.0,,2046449007.0,-21317177.0,5297917200.0,,2460817101.0,-204415330.0,,832026659.0,,2663525188.0,303107820038.0,,,,-1163469090.0,6487698898.0,2412206889.0,,2663525188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170201600,-2939447384.0,,585537919.0,,585537919.0,,,,,,,,,76425632.0,,,,,,,,,,,1.15452,,,78111699001.0,,,,,,2745443857.0,,,,,,,,,1513227513.0,-333921223.0,,,103468548.0,,,2458553792.0,,22872427984.0,946502058.0,,,,-21213403880.0,,2562022340.0,510320000.0,,,,,,576131687.0,355744855967.0,-5878894.0,-2968841858.0,340089359200.0,,8383303939.0,,,,,,,,,-61140506.0,-172839506.0,,,,-698412698.0,,1.13444,,,,,,,,15655496767.0,-2861845973.0,2625514403.0,-16105820106.0,,,,,,,,,,,,,1018224574.0,744268078.0,,,,501136000.0,,,,158730159.0,11073486185.0,,2056437390.0,,2004703116.0,,2574955909.0,-29394474.0,,763080542.0,,,,,,,,19121693122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177891200,-6735538750.0,,671103716.0,,671103716.0,,,,,,,,,-231722360.0,,,,,,,,,,,1.30514,,,82589018303.0,,,,,,2394897393.0,,,,,,,,,1426511370.0,-352712166.0,,,111728346.0,,,2625514403.0,,19501941209.0,450360510.0,,,,-2215326015.0,,2596783140.0,509943000.0,,,,,,657792568.0,356526899612.0,197781278.0,-6861441004.0,341105934554.0,,7942819189.0,,,,,,,,,-17617120.0,270454592.0,,,,-922906267.0,,1.28522,,,,,,,,15420965058.0,-5153683699.0,2053244592.0,447472907.0,,,,,,,,,,,,,969495286.0,836383805.0,,,,500510000.0,,,,165280089.0,11017193566.0,,2046589018.0,,-829994297.0,,2528008874.0,-125902254.0,,855241265.0,,,,,,,,6056343484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185840000,-5180726783.0,,660206581.0,,660206581.0,,,,,,,,,1099818078.0,,,,,,,,,,,1.30354,,,86229368544.0,,,,,,3445852412.0,,,,,,,,,1381109573.0,-349465003.0,,,110646999.0,,,2053244592.0,,25040996699.0,,,,,-12765498622.0,,2765413694.0,507913000.0,,,,,,651687786.0,359154509637.0,161627591.0,-5276734495.0,343834522415.0,,12927417496.0,,,,,,,,,-60737635.0,-17694250162.0,,,,-1211798531.0,,1.28349,,,,,,,,15319987222.0,-10316916287.0,2943243531.0,-10252631398.0,,,,,,,,,,,,,1024385050.0,786923651.0,,,,499793000.0,,-150662891.0,,126717070.0,11157491215.0,,2014694921.0,,-45968537.0,,2554573529.0,-96007712.0,,805026089.0,,,,,,,,16534241107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193788800,912850369.0,,452035236.0,-39896887712.0,452035236.0,,2320499479.0,,,36459180778.0,,,4595591713.0,2853605601.0,,,6421341406.0,436098761.0,,15298458046.0,,366524453694.0,1370731246.0,-1.0,,57637877211.0,,98276416611.0,,11166398638.0,,1370731246.0,-58646296472.0,4595591713.0,,-13942862548.0,1892914578.0,2395232239.0,,1263835020.0,,4.11,1263835020.0,-360174430.0,,,110254868.0,3649607417.0,,2943243531.0,1979945133.0,22889982026.0,,22889982026.0,,,-22452067955.0,-16949200644.0,3072696511.0,,4.18,,,98276416611.0,,440346574.0,366524453694.0,-231498001.0,789545028.0,349896887711.0,-1533440545.0,7205640154.0,-374609781.0,-175953079.0,,10995175480.0,,,,1892914578.0,-36457818.0,-4686971016.0,,,,-1533440545.0,3824614511.0,,,,,,2088733327.0,-1.0,,15298458046.0,1383245315.0,3649607417.0,-13985909115.0,122031974.0,,189196859.0,,,,-483397976.0,3798126951.0,9349162804.0,,508614000.0,,900538268.0,375019764.0,-14317472329.0,,,,,43617.0,499950000.0,-77015472.0,11166398638.0,,1979945133.0,-22283606092.0,5292601124.0,,2199764443.0,-123305341.0,,394380359.0,,2131302620.0,349896887711.0,,,,-1396272822.0,15925599498.0,2457667203.0,,2131302620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201737600,2318273092.0,,255020080.0,,255020080.0,,,,,,,,,-637550201.0,,,,,,,,,,,0.482,,,89464859438.0,,,,,,4596385542.0,,,,,,,,,1341365462.0,-365461847.0,,,106425703.0,,,3649598394.0,,26122489960.0,,,,,-12003012048.0,,3033132530.0,505572000.0,,,,,,239959839.0,376825301205.0,1665662650.0,2258032128.0,361325301205.0,,9437751004.0,,,,,,,,,15060241.0,-5595381526.0,,,,-1269076305.0,,0.47196,,,,,,,,15500000000.0,-5023092369.0,3097389558.0,-7688755020.0,,,,,,,,,,,,,944779116.0,163654618.0,,,,499067000.0,,,,-91365462.0,11056224900.0,,1976907631.0,,-1623493976.0,,2026104418.0,-60240964.0,,181726908.0,,,,,,,,4733935743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209513600,-2884879481.0,,641952984.0,,641952984.0,,,,,,,,,26740476.0,,,,,,,,,,,1.25308,,,88670886076.0,,,,,,5348603576.0,,,,,,,,,1606389391.0,-365902429.0,,,106554004.0,,,3097389558.0,,22237291541.0,,,,,-1314247346.0,,2470363673.0,506638000.0,,,,,,627888286.0,375157725537.0,1215591117.0,-2988391782.0,358757283504.0,,13394276322.0,,,,,,,,,28138473.0,-164112145.0,,,,-1108097247.0,,1.25308,,,,,,,,16400442033.0,2904346137.0,3148483022.0,14745214735.0,,,,,,,,,,,,,979505726.0,769539884.0,,,,502054000.0,,,,127586900.0,11327104682.0,,2024311834.0,,-2428143556.0,,2620052241.0,-103512301.0,,789632309.0,,,,,,,,-11832589551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217462400,-180578872.0,,520982600.0,,520982600.0,,,,,,,,,55026716.0,,,,,,,,,,,1.0,,,88875127943.0,,,,,,4203684749.0,,,,,,,,,1637666325.0,-372013411.0,,,109435851.0,,,3148483022.0,,22054247697.0,,,,,-3932484721.0,,2089048106.0,508032000.0,,,,,,501535312.0,375047082907.0,-836217942.0,-281922843.0,358094165814.0,,4654154865.0,,,,,,,,,109308963.0,-2524027312.0,,,,-1044012282.0,,0.98,,,,,,,,16952917093.0,-2891489183.0,3243602866.0,-2302109664.0,,,,,,,,,,,,,1044012282.0,461617196.0,,,,504124000.0,,-772027.0,,-59365404.0,11470829069.0,,2051177073.0,,10068014195.0,,2745138178.0,-101343971.0,,479017401.0,,,,,,,,2536729550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225411200,4993217007.0,,560509565.0,11047378547.0,560509565.0,,1907166907.0,,,39917027417.0,,,4314574315.0,5488442942.0,,,3243145744.0,435305435.0,,18154160654.0,,416049783550.0,1197691198.0,-1.0,,-10359547860.0,,100138287638.0,,11631794132.0,,1197691198.0,-26422558923.0,4314574315.0,,4246031746.0,1655844156.0,1980519481.0,,1838624339.0,,3.76,1838624339.0,-379306296.0,,,112889877.0,9134199134.0,,3243602866.0,2227032227.0,21105098605.0,250120250.0,21105098605.0,,,-9172814808.0,-1861471862.0,2070669161.0,,3.79,,,100138287638.0,,535263440.0,416049783550.0,-7998789.0,4827818813.0,396495911496.0,-251322751.0,12430845226.0,-430495430.0,-157527658.0,,9663299663.0,,,,1655844156.0,-310035335.0,7471832671.0,,,,-251322751.0,3975468975.0,,,,,,1904761905.0,-1.0,,18154160654.0,3148763553.0,9134199134.0,6293028496.0,2037037036.0,,-70947571.0,,,,-150312650.0,4932659933.0,10204425205.0,,506697000.0,250120250.0,1006175219.0,511056365.0,3815536316.0,,,,,147944.0,502062000.0,-49453200.0,11631794132.0,,2227032227.0,-811688312.0,-2773230919.0,,2813432370.0,-165398194.0,,530161242.0,,1978114478.0,396495911496.0,,,,-1482683983.0,-5797623602.0,3649591150.0,,1978114478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233360000,6297935103.0,,224926254.0,,224926254.0,,,,,,,,,7764257620.0,,,,,,,,,,,0.39,,,98457472960.0,,,,,,4389134710.0,,,,,,,,,2382005900.0,-366273353.0,,,115535890.0,,,9133480826.0,,26390117994.0,1896509341.0,,,16327433628.0,-15939036381.0,,1805555556.0,523808000.0,,,,,,201573255.0,443173549656.0,-22123894.0,6210668633.0,423906096362.0,,9740658800.0,,,,,,,,,-130285152.0,1161504425.0,,,,79891839.0,,0.39,,,,,,,,19267453294.0,1662979351.0,16950589971.0,-4628810226.0,,,,,,,,,,,,,1086529007.0,153638152.0,,,,520020000.0,,,,-71288102.0,11434365782.0,,1708456244.0,,154867255.0,,2442232055.0,-87266470.0,,173303834.0,,,,,,,,6095132743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241049600,-731935103.0,,377000000.0,,358000000.0,,,,,,,,,-6651257620.0,,,,,1670000000.0,,,,,,0.61,,,107500000000.0,,,,,,5529000000.0,,,,,,,,,671000000.0,-304726647.0,,,119464110.0,,,16950589971.0,,14232000000.0,8099000000.0,,,,-8387963619.0,,1221000000.0,544327000.0,,,,,,332000000.0,432245000000.0,10249123894.0,-819668633.0,412513000000.0,,7685341200.0,,,,,,,,,42285152.0,819495575.0,,,,,,0.61,,,,,,,,19732000000.0,757020649.0,10247000000.0,-332189774.0,,,,,,,,,,,,,1354000000.0,395000000.0,,,,543634000.0,,,,18000000.0,11391000000.0,,1684000000.0,,103132745.0,,2655000000.0,-87733530.0,,395000000.0,,,,,,,,-5070132743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248998400,1280000000.0,,576000000.0,,557000000.0,,,,,,,,,511000000.0,,34000000.0,,,1551000000.0,,,,,,0.97,,,110147000000.0,,,,,,5399000000.0,,,,,,,,,647000000.0,-324000000.0,,,127000000.0,,,10247000000.0,,14567000000.0,8626000000.0,,,,-6337000000.0,,799000000.0,549968000.0,,,,,,524000000.0,415361000000.0,-114000000.0,1290000000.0,395646000000.0,,5360000000.0,,,-6000000.0,,,,,,-73000000.0,4828000000.0,,,,-514000000.0,,0.97,,,,,,,,19715000000.0,-140000000.0,10758000000.0,-11961000000.0,,,,-237000000.0,,,,,,,,,1269000000.0,688000000.0,,0.0,,547134000.0,,113000000.0,,112000000.0,11525000000.0,,1642000000.0,,24000000.0,,2978000000.0,10000000.0,,678000000.0,,,,,,,,11998000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256947200,5948000000.0,,666000000.0,-10655000000.0,647000000.0,,2080000000.0,,,29717000000.0,,,5386000000.0,-803000000.0,,36000000.0,1904000000.0,472000000.0,1569000000.0,20197000000.0,1569000000.0,388458000000.0,,,,-63000000.0,,110813000000.0,,11748000000.0,,,-41041000000.0,5386000000.0,-492000000.0,12794000000.0,,2070000000.0,,660000000.0,1087000000.0,3.08,660000000.0,-317000000.0,,,110000000.0,9955000000.0,,10758000000.0,1634000000.0,13295000000.0,8769000000.0,13295000000.0,1634000000.0,,-10377000000.0,-176000000.0,1177000000.0,,3.09,,,110813000000.0,,609000000.0,388458000000.0,114000000.0,5733000000.0,368261000000.0,-399000000.0,6931000000.0,-204000000.0,186000000.0,0.0,5003000000.0,1634000000.0,,-282000000.0,,347000000.0,-4914000000.0,,,,-399000000.0,4959000000.0,,,,,,1667000000.0,,,20197000000.0,140000000.0,9955000000.0,6267000000.0,-113000000.0,,217000000.0,-71000000.0,,,-140000000.0,821000000.0,11064000000.0,,542313000.0,8769000000.0,1545000000.0,824000000.0,12590000000.0,-12000000.0,,,,-113000000.0,540294000.0,158000000.0,11748000000.0,,1634000000.0,1895000000.0,386000000.0,,2989000000.0,-215000000.0,,814000000.0,,1787000000.0,368261000000.0,,,,-1312000000.0,-13086000000.0,9134000000.0,-328000000.0,1863000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
