date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1994-03-31,,,,,,,22800000.0,,,,,,48100000.0,-11500000.0,,0.36,,,0.0,,-4700000.0,,8500000.0,,,,,,,39600000.0,502800000.0,-3500000.0,,,,19800000.0,-1500000.0,,643300000.0,452000000.0,294000000.0,,,,,856300000.0,,,,,,298800000.0,,,99200000.0,105100000.0,,,,58400000.0,,,,5300000.0,,63333333.0,,,136800000.0,,,,,,208800000.0,,,,162000000.0,22800000.0,,,,-1200000.0,,,,,,113900000.0,715900000.0,22800000.0,-231100000.0,,4500000.0,11800000.0,11800000.0,,,-2400000.0,220900000.0,,,243900000.0,14400000.0,,122400000.0,,,,,0.36,87500000.0,,,,,58800000.0,,,,,0.0,,-14900000.0,54000000.0,,,4500000.0,,,37200000.0,,,-6500000.0,,26300000.0,,,,188300000.0,,,,,1218700000.0,,,,362400000.0,,,,,,,5100000.0,,,,6700000.0,,,46900000.0,,,,,,,,,63333333.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,26100000.0,,,,,,50600000.0,-11600000.0,,0.41,,,0.0,,-17000000.0,,7900000.0,,,,,,,42700000.0,517000000.0,-3500000.0,,,,13500000.0,-3700000.0,,646300000.0,2458800000.0,304400000.0,,,,,869300000.0,,,,,,298800000.0,,,99600000.0,108500000.0,,,,58600000.0,,,,-6400000.0,,63658537.0,,,134800000.0,,,,,,212600000.0,,,,164000000.0,26100000.0,,,,-7800000.0,,,,,,113400000.0,725500000.0,26100000.0,-2235700000.0,,4500000.0,19100000.0,19100000.0,,,-2400000.0,223100000.0,,,250200000.0,14200000.0,,121300000.0,,,,,0.41,94800000.0,,,,,60900000.0,,,,,100000.0,,-5300000.0,55300000.0,,,3800000.0,,,40300000.0,,,-13400000.0,,26900000.0,,,,204100000.0,,,,,1242500000.0,,,,373200000.0,,,,,,,7300000.0,,,,0.0,,,39400000.0,,,,,,,,,63658537.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,22700000.0,,,,,,38900000.0,-11500000.0,,0.35,,,0.0,,21400000.0,,7000000.0,100000.0,,,,,,31900000.0,457700000.0,-1500000.0,,,,15200000.0,-2800000.0,,669000000.0,432300000.0,252000000.0,,,,,866100000.0,,,,,,278400000.0,,,88400000.0,112700000.0,,,,62000000.0,,,,2700000.0,,64857143.0,,,130600000.0,,,,,,205700000.0,,,,147800000.0,22700000.0,,,,26800000.0,,,,,,108900000.0,753500000.0,22700000.0,-232600000.0,,4600000.0,12800000.0,12800000.0,,,1500000.0,199700000.0,,,252800000.0,10700000.0,,115900000.0,,,,,0.35,87400000.0,,,,,25100000.0,,,,,-100000.0,,-47700000.0,58000000.0,,,900000.0,,,33400000.0,,,-7400000.0,,22600000.0,,,,189700000.0,,,,,1211200000.0,,,,345100000.0,,,,,,,-6300000.0,,,,0.0,,,37200000.0,,,,,,,,,64857143.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,0.0,10600000.0,,1194300000.0,26700000.0,555900000.0,,66600000.0,,98400000.0,-9500000.0,-11600000.0,0.0,,,65400000.0,0.0,56700000.0,-31400000.0,10000000.0,6200000.0,0.0,230600000.0,,,,,-15700000.0,468500000.0,-8400000.0,-16900000.0,98300000.0,,16900000.0,6900000.0,,684100000.0,453600000.0,237900000.0,,,,540000000.0,873000000.0,1.533333,,64108696.0,9000000.0,468500000.0,318400000.0,-6500000.0,,109000000.0,115300000.0,-46200000.0,,873000000.0,66600000.0,109000000.0,98300000.0,6700000.0,30700000.0,,,,56800000.0,153700000.0,,510400000.0,98300000.0,64108696.0,766400000.0,230600000.0,200000.0,,,164700000.0,26700000.0,,,684100000.0,-24300000.0,,1234900000.0,,55400000.0,29600000.0,174200000.0,766400000.0,26700000.0,-244500000.0,,6300000.0,9000000.0,9000000.0,,,69200000.0,209100000.0,,,229000000.0,16100000.0,361900000.0,180400000.0,638400000.0,66000000.0,237900000.0,,,96000000.0,209100000.0,107200000.0,229000000.0,,10600000.0,,,,96000000.0,0.0,,-4500000.0,56800000.0,128000000.0,6300000.0,800000.0,,115300000.0,42800000.0,32300000.0,,-14500000.0,9000000.0,31400000.0,10800000.0,,,170600000.0,,,153700000.0,,1234900000.0,,,,361900000.0,453600000.0,,,,-244500000.0,,-3800000.0,,,-1100000.0,0.0,,,56700000.0,,,,-41800000.0,2300000.0,1.533333,,,,,-72400000.0,,170600000.0,-31700000.0,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,26500000.0,,,,,,34800000.0,-11400000.0,,0.41,,,0.0,,-8900000.0,,7900000.0,-100000.0,,,,,,26900000.0,513400000.0,200000.0,,,,21900000.0,-6300000.0,,699200000.0,456900000.0,276000000.0,,,,,902100000.0,,,,,,309100000.0,,,113900000.0,118100000.0,,,,66800000.0,,,,-2500000.0,,64634146.0,,,141900000.0,,,,,,237400000.0,,,,167200000.0,26500000.0,,,,-4800000.0,,,,,,132400000.0,756200000.0,26500000.0,-250300000.0,,5400000.0,18300000.0,18300000.0,,,17600000.0,206600000.0,,,233700000.0,15500000.0,,140300000.0,,,,,0.41,99800000.0,,,,,36900000.0,2500000.0,,,,-100000.0,,-9000000.0,61100000.0,,,1000000.0,,,42000000.0,,,-6300000.0,,28200000.0,,,,185300000.0,,,,,1269600000.0,,,,367500000.0,,,,,,,9200000.0,,-28500000.0,,9000000.0,,,53800000.0,,,,,,,,,64634146.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,29700000.0,,,,,,40800000.0,-10900000.0,,0.49,,,0.0,,-23300000.0,,8100000.0,,,,,,,32700000.0,645200000.0,-42900000.0,,,,-13900000.0,-3300000.0,,707200000.0,461900000.0,404400000.0,,,,,958400000.0,,,,,,326800000.0,,,114100000.0,121200000.0,,,,68900000.0,,,,-9400000.0,,60612245.0,,,151600000.0,,,,,,240800000.0,,,,175200000.0,29700000.0,,,,-18400000.0,,,,,,134500000.0,700100000.0,29700000.0,-256400000.0,,5500000.0,18700000.0,18700000.0,,,17400000.0,205500000.0,,,245700000.0,17500000.0,,142500000.0,,,,,0.49,118800000.0,,,,,148300000.0,3100000.0,,,,200000.0,,32700000.0,62600000.0,,,4900000.0,,,47200000.0,,,-5500000.0,,-8400000.0,,,,208700000.0,,,,,1345300000.0,,,,386900000.0,,,,,,,500000.0,,-71900000.0,,0.0,,,47400000.0,,,,,,,,,60612245.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,26300000.0,,,,,,38000000.0,-10900000.0,,0.43,,,0.0,,-7500000.0,,9100000.0,,,,,,,28900000.0,642800000.0,-29300000.0,,,,-6800000.0,-3700000.0,,733500000.0,464100000.0,401000000.0,,,,,985600000.0,,,,,,309100000.0,,,113900000.0,122400000.0,,,,77400000.0,,,,-5400000.0,,61162791.0,,,142600000.0,,,,,,241800000.0,,,,166500000.0,26300000.0,,,,-700000.0,,,,,,129200000.0,730200000.0,26300000.0,-257200000.0,,5500000.0,14300000.0,14300000.0,,,17100000.0,206900000.0,,,250100000.0,15500000.0,,137600000.0,,,,,0.43,114100000.0,,,,,153700000.0,4100000.0,,,,0.0,,-300000.0,66400000.0,,,4400000.0,,,41800000.0,,,-9000000.0,,2200000.0,,,,204800000.0,,,,,1373000000.0,,,,387400000.0,,,,,,,-4400000.0,,0.0,,0.0,,,42500000.0,,,,,,,,,61162791.0,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,,0.0,26200000.0,,1292100000.0,30800000.0,597100000.0,,70000000.0,,125500000.0,43400000.0,-10900000.0,0.0,,,141300000.0,0.0,75600000.0,-31500000.0,12900000.0,6400000.0,,274200000.0,,,,,37000000.0,610300000.0,110400000.0,38400000.0,113300000.0,,140100000.0,3200000.0,-100400000.0,753400000.0,468900000.0,336100000.0,,,,569500000.0,946700000.0,1.84,,62030075.0,16200000.0,610300000.0,347100000.0,-45600000.0,,143800000.0,125600000.0,-44100000.0,,946700000.0,70000000.0,143800000.0,113300000.0,9000000.0,17200000.0,,,,61500000.0,161800000.0,,538000000.0,113300000.0,61510006.0,750700000.0,274200000.0,,,,185300000.0,30800000.0,,,753400000.0,-21700000.0,,1361000000.0,,66600000.0,31500000.0,141900000.0,750700000.0,30800000.0,-248800000.0,,4800000.0,16200000.0,16200000.0,,,16000000.0,220100000.0,,,250400000.0,18100000.0,414300000.0,148300000.0,695000000.0,67700000.0,336100000.0,,,132700000.0,220100000.0,172900000.0,250400000.0,,26200000.0,4100000.0,,,132700000.0,-100000.0,,-117600000.0,61500000.0,157000000.0,4800000.0,2600000.0,,125600000.0,48900000.0,-100000.0,,-10800000.0,16200000.0,150900000.0,13300000.0,,,234300000.0,,,179900000.0,,1361000000.0,,,,414300000.0,468900000.0,,,,-248800000.0,,1900000.0,,0.0,-10100000.0,0.0,,,75600000.0,,,,-31600000.0,7200000.0,1.84,,,,,-94200000.0,,234300000.0,-71200000.0,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,,29700000.0,,,,,,42500000.0,-11000000.0,,0.48,,,0.0,,-12400000.0,,8600000.0,,,,,,,33900000.0,572400000.0,28900000.0,,,,51100000.0,-3900000.0,,772000000.0,477700000.0,325600000.0,,,,,927000000.0,,,,,,344400000.0,,,109900000.0,131000000.0,,,,80000000.0,,,,7300000.0,,60612245.0,,,161900000.0,,,,,,246800000.0,,,,182500000.0,29700000.0,,,,-1200000.0,,,,,,139700000.0,770700000.0,29700000.0,-253300000.0,,5900000.0,23500000.0,23500000.0,,,15900000.0,224400000.0,,,245400000.0,17400000.0,,148600000.0,,,,,0.49,129900000.0,,,,,25500000.0,2900000.0,,,,0.0,,-43800000.0,61800000.0,,,3500000.0,,,47100000.0,,,-12300000.0,,63400000.0,,,,242700000.0,,,,,1343100000.0,,,,416100000.0,,,,,,,7300000.0,,,,16200000.0,,,57400000.0,,,,,,,,,61875000.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,34500000.0,,,,,,51300000.0,-10900000.0,,0.56,,,0.0,,-32900000.0,,8800000.0,,,,,,,42500000.0,703000000.0,-28200000.0,,,,13100000.0,9900000.0,,783300000.0,488400000.0,370100000.0,,,,,981100000.0,,,,,,384600000.0,,,119600000.0,207400000.0,,,,77800000.0,,,,-15600000.0,,61607143.0,,,181600000.0,,,,,,332900000.0,,,,203000000.0,34500000.0,,,,-21100000.0,,,,,,151700000.0,786100000.0,34500000.0,-260000000.0,,5900000.0,26600000.0,26600000.0,,,15700000.0,228400000.0,,,267300000.0,20300000.0,,160500000.0,,,,,0.56,210900000.0,,,,,31800000.0,3300000.0,,,,-100000.0,,11200000.0,68700000.0,,,8500000.0,,,54800000.0,,,-12000000.0,,25100000.0,,,,269700000.0,,,,,1489100000.0,,,,508000000.0,,,,,,,3100000.0,,,,0.0,,,68600000.0,,,,,,,,,61607143.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,30800000.0,,,,,,42700000.0,-12300000.0,,0.5,,,0.0,,-25100000.0,,7600000.0,0.0,,,,,,35100000.0,718000000.0,-7900000.0,,,,6600000.0,-8300000.0,,814100000.0,504900000.0,355700000.0,,,,,998500000.0,,,,,,347200000.0,,,150600000.0,206100000.0,,,,80400000.0,,,,-12100000.0,,60392157.0,,,163100000.0,,,,,,362300000.0,,,,184100000.0,30800000.0,,,,-10500000.0,,,,,,141400000.0,806100000.0,30800000.0,-265700000.0,,5600000.0,19500000.0,19500000.0,,,16800000.0,239200000.0,,,279200000.0,18100000.0,,149000000.0,,,,,0.51,216600000.0,,,,,19700000.0,3100000.0,,,,0.0,,-4500000.0,69800000.0,,,900000.0,,,48900000.0,,,-15800000.0,,22400000.0,,,,260400000.0,,,,,1524100000.0,,,,525600000.0,,,,,,,-7100000.0,,-11400000.0,,0.0,,,75600000.0,,,,,,,,,61600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,,0.0,23300000.0,,1485300000.0,36600000.0,702700000.0,,80400000.0,,156300000.0,51500000.0,-12100000.0,-100000.0,,,77400000.0,0.0,89300000.0,-10500000.0,14700000.0,6800000.0,0.0,351200000.0,,,,,44700000.0,692600000.0,-33800000.0,-41000000.0,131500000.0,,6600000.0,10700000.0,-19200000.0,838500000.0,510200000.0,341400000.0,,,,626300000.0,1017300000.0,2.16,,61623377.0,15400000.0,692600000.0,409200000.0,-31900000.0,,149800000.0,194400000.0,-46300000.0,,1017300000.0,80400000.0,149800000.0,131500000.0,16200000.0,9900000.0,,,,55400000.0,196000000.0,,594500000.0,131500000.0,60967865.0,828200000.0,351200000.0,-100000.0,,,213200000.0,36600000.0,,,838500000.0,900000.0,,1520800000.0,,77200000.0,31800000.0,161700000.0,828200000.0,36600000.0,-264900000.0,,7000000.0,15400000.0,15400000.0,,,16700000.0,245300000.0,,,269800000.0,21400000.0,503500000.0,168500000.0,782600000.0,65100000.0,341400000.0,,,202800000.0,245300000.0,129700000.0,269800000.0,,23300000.0,3300000.0,,,202800000.0,0.0,,-12600000.0,55400000.0,188100000.0,7000000.0,1800000.0,,194400000.0,58000000.0,-10500000.0,,-12200000.0,15400000.0,18800000.0,12600000.0,,,228800000.0,,,208700000.0,,1520800000.0,,,,503500000.0,510200000.0,,,,-264900000.0,,-4200000.0,,-4900000.0,8400000.0,0.0,,,89300000.0,,,,-52300000.0,-900000.0,2.16,,,,,-49700000.0,,228800000.0,-80900000.0,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,33900000.0,,,,,,50900000.0,-12200000.0,,0.55,,,0.0,,-60100000.0,,9200000.0,-200000.0,,,,,,41700000.0,773600000.0,-21700000.0,,,,13600000.0,-9500000.0,,860200000.0,517500000.0,370700000.0,,,,,1052000000.0,,,,,,375300000.0,,,200100000.0,195500000.0,,,,86000000.0,,,,-28300000.0,,60535714.0,,,173100000.0,,,,,,402900000.0,,,,202200000.0,33900000.0,,,,-49000000.0,,,,,,151300000.0,844100000.0,33900000.0,-270100000.0,,7300000.0,9100000.0,9100000.0,,,16500000.0,247400000.0,,,299200000.0,19900000.0,,160500000.0,,,,,0.56,255000000.0,,,,,12100000.0,4400000.0,,,,0.0,,29000000.0,63300000.0,,,2500000.0,,,53800000.0,,,-11500000.0,,25100000.0,,,,262400000.0,,,,,1617700000.0,,,,565700000.0,,,,,,,-6200000.0,,-400000.0,,15400000.0,,,96200000.0,,,,,,,,,61636364.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,39000000.0,,,,,,58000000.0,-12200000.0,,0.63,,,0.0,,-9500000.0,,9500000.0,300000.0,,,,,,48500000.0,759300000.0,-12300000.0,,,,13400000.0,5000000.0,,874200000.0,502300000.0,367900000.0,,,,,1050800000.0,,,,,,409200000.0,,,182600000.0,201400000.0,,,,87300000.0,,,,-17500000.0,,60937500.0,,,192100000.0,,,,,,391400000.0,,,,217100000.0,39000000.0,,,,0.0,,,,,,159100000.0,858700000.0,39000000.0,-253800000.0,,7400000.0,9800000.0,9800000.0,,,17800000.0,248500000.0,,,316300000.0,22900000.0,,168600000.0,,,,,0.64,254000000.0,,,,,27600000.0,4500000.0,,,,100000.0,,-13300000.0,64700000.0,,,1000000.0,,,61900000.0,,,-10400000.0,,23800000.0,,,,246900000.0,,,,,1618000000.0,,,,567200000.0,,,,,,,700000.0,,0.0,,0.0,,,93400000.0,,,,,,,,,61904762.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,35500000.0,,,,,,54400000.0,-12800000.0,,0.58,,,0.0,,-16900000.0,,9400000.0,-200000.0,,,,,,45000000.0,772700000.0,-31200000.0,,,,6700000.0,2800000.0,,909700000.0,532100000.0,363700000.0,,,,,1070800000.0,,,,,,391200000.0,,,200100000.0,201200000.0,,,,87800000.0,,,,-49900000.0,,61206897.0,,,182500000.0,,,,,,409000000.0,,,,208700000.0,35500000.0,,,,-3600000.0,,,,,,154300000.0,885500000.0,35500000.0,-276600000.0,,7700000.0,15400000.0,15400000.0,,,15500000.0,255500000.0,,,367300000.0,20900000.0,,163700000.0,,,,,0.58,271200000.0,,,,,29900000.0,4100000.0,,,,100000.0,,2300000.0,60700000.0,,,8000000.0,,,56400000.0,,,-13700000.0,,20400000.0,,,,232300000.0,,,,,1658200000.0,,,,587400000.0,,,,,,,5600000.0,,-14200000.0,,0.0,,,101500000.0,,,,,,,,,61206897.0,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,,0.0,24000000.0,,1672200000.0,42100000.0,790000000.0,,83200000.0,,193600000.0,68800000.0,-12700000.0,-100000.0,,,76500000.0,0.0,91600000.0,-29700000.0,16800000.0,10300000.0,,396800000.0,,,,,58500000.0,749300000.0,59400000.0,-5800000.0,150400000.0,,42800000.0,13500000.0,-36800000.0,939000000.0,529500000.0,352500000.0,,,,688600000.0,1021700000.0,2.44,,61686308.0,25700000.0,749300000.0,496500000.0,0.0,,151000000.0,234000000.0,-49900000.0,,1021700000.0,83200000.0,151000000.0,150400000.0,15400000.0,8200000.0,,,,55700000.0,242300000.0,,650200000.0,150400000.0,60845467.0,892100000.0,396800000.0,,,,254200000.0,42100000.0,,,939000000.0,52600000.0,,1641400000.0,,88300000.0,38400000.0,185400000.0,892100000.0,42100000.0,-263700000.0,,11800000.0,25700000.0,25700000.0,,,12900000.0,265800000.0,,,373200000.0,24700000.0,619700000.0,195700000.0,882200000.0,62700000.0,352500000.0,,,298200000.0,265800000.0,194900000.0,373200000.0,,24000000.0,4700000.0,,,298200000.0,-300000.0,,-85200000.0,55700000.0,232000000.0,11800000.0,5300000.0,,234000000.0,66800000.0,-87500000.0,,-82800000.0,25700000.0,125600000.0,17700000.0,,,236900000.0,,,238700000.0,,1641400000.0,,,,619700000.0,529500000.0,,,,-263700000.0,,10200000.0,,-22200000.0,11800000.0,0.0,,,91600000.0,,,,-118400000.0,10300000.0,2.47,,,,,-67200000.0,,236900000.0,-116200000.0,,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,,33900000.0,,,,,,51400000.0,-12600000.0,,0.56,,,0.0,,-19800000.0,,10700000.0,100000.0,,,,,,40700000.0,795500000.0,-69800000.0,,,,-45700000.0,-400000.0,,960200000.0,537600000.0,390700000.0,,,,,1070600000.0,,,,,,426400000.0,,,204200000.0,188400000.0,,,,92500000.0,,,,-48000000.0,,59473684.0,,,204200000.0,,,,,,404800000.0,,,,222200000.0,33900000.0,,,,0.0,,,,,,170800000.0,866400000.0,33900000.0,-271100000.0,,12200000.0,9000000.0,9000000.0,,,16300000.0,266500000.0,,,420700000.0,19100000.0,,181500000.0,,,,,0.57,267700000.0,,,,,58200000.0,4000000.0,,,,0.0,,28800000.0,57100000.0,,,1200000.0,,,53000000.0,,,-20100000.0,,-25600000.0,,,,236600000.0,,,,,1661900000.0,,,,591300000.0,,,,,,,-16700000.0,,-47800000.0,,25700000.0,,,95900000.0,,,,,,,,,60535714.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,22700000.0,,,,,,36900000.0,-12400000.0,,0.38,,,0.0,,-51800000.0,,10300000.0,,,,,,,26600000.0,840300000.0,4400000.0,,,,-17300000.0,,,957500000.0,568000000.0,386200000.0,,,,,1081400000.0,,,,,,442200000.0,,,245100000.0,196900000.0,,,,101100000.0,,,,-12500000.0,,59736842.0,,,227200000.0,,,,,,454100000.0,,,,215000000.0,22700000.0,,,,0.0,,,,,,178100000.0,855000000.0,22700000.0,-297100000.0,,12100000.0,12000000.0,12000000.0,,,14300000.0,270900000.0,,,446600000.0,12700000.0,,188400000.0,,,,,0.38,285000000.0,,,,,60100000.0,5400000.0,,,,0.0,,18500000.0,58000000.0,,,5500000.0,,,35400000.0,,,-53600000.0,,36300000.0,,,,239200000.0,,,,,1695300000.0,,,,613900000.0,,,,,,,3000000.0,,-13700000.0,,0.0,,,86900000.0,,,,,,,,,59736842.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,-74000000.0,,,,,,-13100000.0,-13000000.0,,-1.24,,,13500000.0,,-29800000.0,,11800000.0,,,,,,,-24900000.0,898700000.0,35300000.0,,,,27500000.0,,,883500000.0,577400000.0,440000000.0,,,,,1068900000.0,,,,,,427300000.0,,,246100000.0,200400000.0,,,,127100000.0,,,,-6400000.0,,59677419.0,,,264000000.0,,,,,,458700000.0,,,,163300000.0,-74000000.0,,,,0.0,,,,,,176400000.0,772600000.0,-74000000.0,-305000000.0,,12200000.0,13500000.0,13500000.0,,,-149900000.0,272400000.0,,,420500000.0,-24000000.0,,188200000.0,,,,,-1.24,262900000.0,,,,,62000000.0,5900000.0,,,,0.0,,-31000000.0,67100000.0,,,600000.0,,,-98000000.0,,,-34800000.0,,62300000.0,,,,292800000.0,,,,,1671300000.0,,,,602400000.0,,,,,,,1500000.0,,-14200000.0,,0.0,,,85200000.0,,,,,,,,,59677419.0,,,,,,,,,,,,,,,,,,,,,,,,
