,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualDilutedEPS,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,annualCashDividendsPaid,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualLongTermDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,annualCurrentLiabilities,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,annualCapitalStock,quarterlyInvestmentsAndAdvances,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualInventory,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPretaxIncome,annualEbitda,annualNetPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingOperatingIncome,annualTotalRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCapitalExpenditure,trailingInvestingCashFlow,annualInvestingCashFlow,annualPretaxIncome,annualBasicEPS,trailingInterestExpense,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,annualEndCashPosition,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1199059200,1259000000.0,403000000.0,-154000000.0,1037000000.0,82000000.0,616000000.0,,-385000000.0,,5030000000.0,4952000000.0,122000000.0,678000000.0,1259000000.0,,497000000.0,,-53000000.0,,,20116000000.0,,21802000000.0,316000000.0,13823000000.0,1310000000.0,200000000.0,,,12589000000.0,,310000000.0,,7979000000.0,6095000000.0,2295000000.0,152000000.0,-1230000000.0,2.79,,,-54000000.0,533000000.0,-59000000.0,1493000000.0,499000000.0,144444444.0,-11000000.0,,6095000000.0,,,,2418000000.0,2280000000.0,,78000000.0,403000000.0,1037000000.0,-36000000.0,21802000000.0,403000000.0,35000000.0,1476000000.0,152000000.0,,6415000000.0,120658683.0,5337000000.0,3832000000.0,,,325000000.0,3835000000.0,-53000000.0,-53000000.0,1433000000.0,,297000000.0,,325000000.0,24220000000.0,5543000000.0,-743000000.0,13823000000.0,18125000000.0,6415000000.0,,155000000.0,1832000000.0,-633000000.0,678000000.0,2418000000.0,-230000000.0,7979000000.0,925000000.0,128000000.0,,1493000000.0,-1230000000.0,86000000.0,638000000.0,,55000000.0,,242000000.0,1000000.0,122000000.0,2134000000.0,132000000.0,-4000000.0,19827000000.0,,3554000000.0,2871000000.0,,,638000000.0,-43000000.0,242000000.0,,,,-98000000.0,636000000.0,11359000000.0,11359000000.0,4880000000.0,2295000000.0,-61000000.0,12589000000.0,210000000.0,-2573000000.0,4880000000.0,2280000000.0,18125000000.0,24220000000.0,2871000000.0,661000000.0,-2947000000.0,141000000.0,,3835000000.0,-98000000.0,,20143000000.0,,1259000000.0,,-1988000000.0,3554000000.0,877000000.0,-658000000.0,,-2560000000.0,695000000.0,3.34,,,231000000.0,,-2147000000.0,,877000000.0,1259000000.0,,106000000.0,141000000.0,,,,-289000000.0,1000000.0,1263000000.0,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,-187000000.0,,,,,217000000.0,,4711000000.0,2735000000.0,,,2438000000.0,,1725000000.0,,-537000000.0,-4.45,,,,21647000000.0,,,,,,,12631000000.0,,,,8263000000.0,5889000000.0,,-387000000.0,,,2596000000.0,,-4000000.0,241000000.0,,,,,,,,,,,2166000000.0,2283000000.0,,1976000000.0,,938000000.0,17000000.0,,,,,,,6198000000.0,,2518000000.0,,,3741000000.0,,978000000.0,-537000000.0,-537000000.0,2009000000.0,,,,0.0,,,-203000000.0,13384000000.0,,,,135000000.0,,-466000000.0,706000000.0,,-101000000.0,,,,,1438000000.0,-1385000000.0,-263000000.0,627000000.0,,-19000000.0,,239000000.0,,109000000.0,,-80000000.0,1179000000.0,,-4.45,,,,121100000.0,,-3000000.0,,,,,-542000000.0,,,11246000000.0,1752000000.0,486000000.0,,,,,,,17924000000.0,23813000000.0,2848000000.0,,,,,,-181000000.0,,,,2438000000.0,,,2924000000.0,,,,,,,,1809000000.0,220000000.0,,,,849000000.0,,,,129000000.0,121100000.0,,,,1000000.0,1259000000.0,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,-2417000000.0,,,,,181000000.0,,5371000000.0,3091000000.0,,,2899000000.0,,472000000.0,,-2729000000.0,-21.47,,,,21906000000.0,,,,,,,12493000000.0,,,,8703000000.0,6181000000.0,,-3116000000.0,,,2635000000.0,,-28000000.0,258000000.0,,,,,,,,,,,-570000000.0,0.0,,2280000000.0,,905000000.0,62000000.0,,,,,,,6143000000.0,,2910000000.0,,,4136000000.0,,926000000.0,-2729000000.0,-2729000000.0,2219000000.0,,,,0.0,,,-468000000.0,13203000000.0,,,,126000000.0,,-228000000.0,694000000.0,,-131000000.0,,,,,1368000000.0,-1548000000.0,253000000.0,529000000.0,,-2249000000.0,,257000000.0,,101000000.0,,217000000.0,461000000.0,,-21.47,,,,127100000.0,,-29000000.0,,,,,-2759000000.0,,,10945000000.0,1957000000.0,0.0,,,,,,,15155000000.0,21336000000.0,2741000000.0,,,,,,86000000.0,,,,2899000000.0,,,2899000000.0,,,,,,,,527000000.0,216000000.0,,,,893000000.0,,,,114000000.0,127100000.0,,,,1000000.0,2438000000.0,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,-419000000.0,,,,,174000000.0,,5565000000.0,2783000000.0,,,2931000000.0,,379000000.0,,-779000000.0,-6.13,,,,22013000000.0,,,-9000000.0,,,,12321000000.0,-2000000.0,,,7553000000.0,5970000000.0,,-3896000000.0,,,3734000000.0,,3000000.0,-116000000.0,,,,,,,,,,,-1282000000.0,0.0,,2782000000.0,,900000000.0,-55000000.0,,,,,,,6145000000.0,,2609000000.0,,,3632000000.0,,1020000000.0,-779000000.0,-779000000.0,2100000000.0,,,,354000000.0,,,-212000000.0,14460000000.0,,,,125000000.0,,40000000.0,749000000.0,,-103000000.0,,,,,1280000000.0,-1658000000.0,1000000.0,660000000.0,,-177000000.0,,283000000.0,,92000000.0,,-387000000.0,32000000.0,,-6.13,,,,127300000.0,,2000000.0,,,,,-778000000.0,,,10663000000.0,1331000000.0,0.0,,,,,,,14761000000.0,20731000000.0,2726000000.0,,,,,,-490000000.0,,,,2931000000.0,,,2931000000.0,,,,,,,,508000000.0,234000000.0,,,,821000000.0,,,,102000000.0,127300000.0,,,,1000000.0,2899000000.0,,,,,,,,,,,,,,,,,,,,,,,
1230681600,2039000000.0,-5348000000.0,-927000000.0,868000000.0,-702000000.0,,,-75000000.0,,4547000000.0,2391000000.0,81000000.0,782000000.0,2039000000.0,,145000000.0,,-1303000000.0,,2944000000.0,20812000000.0,,21926000000.0,999000000.0,14645000000.0,485000000.0,-48000000.0,,,12134000000.0,0.0,-26000000.0,,7281000000.0,4861000000.0,0.0,-5199000000.0,-1822000000.0,-42.21,3855000000.0,,3000000.0,-629000000.0,,1514000000.0,-246000000.0,126800000.0,-11000000.0,,4861000000.0,,,,-2465000000.0,0.0,,2156000000.0,-5348000000.0,868000000.0,509000000.0,21926000000.0,-5348000000.0,107000000.0,-1654000000.0,-5199000000.0,-253000000.0,6007000000.0,126800000.0,2466000000.0,1259000000.0,,2944000000.0,953000000.0,980000000.0,-1303000000.0,-1303000000.0,1941000000.0,,-25000000.0,,953000000.0,19461000000.0,5582000000.0,-36000000.0,14645000000.0,14600000000.0,6007000000.0,,111000000.0,765000000.0,-48000000.0,782000000.0,-2465000000.0,-140000000.0,7281000000.0,932000000.0,2295000000.0,31000000.0,1514000000.0,-1822000000.0,46000000.0,799000000.0,,-498000000.0,,237000000.0,1000000.0,81000000.0,-1239000000.0,-989000000.0,-892000000.0,21193000000.0,,2039000000.0,2693000000.0,,,799000000.0,5000000.0,237000000.0,,,,-1300000000.0,-3924000000.0,10312000000.0,10312000000.0,828000000.0,0.0,747000000.0,12134000000.0,,780000000.0,828000000.0,0.0,14600000000.0,19461000000.0,2693000000.0,523000000.0,-919000000.0,93000000.0,,980000000.0,-1129000000.0,,20194000000.0,,2039000000.0,,0.0,2039000000.0,829000000.0,-415000000.0,,2721000000.0,-5379000000.0,-42.21,,-549000000.0,262000000.0,3855000000.0,-702000000.0,,829000000.0,2039000000.0,,-2807000000.0,93000000.0,,,,381000000.0,1000000.0,2931000000.0,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,-45000000.0,,,,,455000000.0,,3691000000.0,2636000000.0,,,2457000000.0,,65000000.0,,-382000000.0,-2.64,,,,21756000000.0,,,160000000.0,,,,12027000000.0,0.0,,,7205000000.0,4857000000.0,,-5690000000.0,,,3958000000.0,,,296000000.0,,,,,,,,,,,-2655000000.0,,,1055000000.0,,872000000.0,0.0,,,,,,,5736000000.0,,2181000000.0,,,3139000000.0,,1113000000.0,-382000000.0,-382000000.0,1710000000.0,,,,564000000.0,,,-286000000.0,14551000000.0,,,63000000.0,134000000.0,,-73000000.0,818000000.0,,-79000000.0,,,,,1526000000.0,-1950000000.0,16000000.0,696000000.0,,-125000000.0,,228000000.0,,77000000.0,,426000000.0,418000000.0,,-2.64,,,,144700000.0,,-29000000.0,,,,,-412000000.0,,,10077000000.0,1433000000.0,,,,,,,,14244000000.0,19101000000.0,2564000000.0,,,,,,347000000.0,,,,2457000000.0,,,2457000000.0,,,,,,,,111000000.0,233000000.0,,,,784000000.0,,,,91000000.0,144700000.0,,,,2000000.0,2039000000.0,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,371000000.0,,,,,831000000.0,,4018000000.0,3085000000.0,,,2566000000.0,,-74000000.0,,28000000.0,0.19,,,,21435000000.0,,,0.0,,,,12039000000.0,0.0,,,7100000000.0,4754000000.0,,-5662000000.0,,,3992000000.0,,,58000000.0,,,,,,,,,,,-2629000000.0,,,933000000.0,,821000000.0,1000000.0,,,,,,,5604000000.0,,2254000000.0,,,3269000000.0,,1141000000.0,28000000.0,28000000.0,1810000000.0,,,,185000000.0,,,-213000000.0,14335000000.0,,,0.0,135000000.0,,-213000000.0,846000000.0,,-91000000.0,,,,,1523000000.0,-2096000000.0,3000000.0,582000000.0,,-53000000.0,,228000000.0,,79000000.0,,396000000.0,109000000.0,,0.19,,,,145100000.0,,-13000000.0,,,,,14000000.0,,,9943000000.0,1208000000.0,,,,,,,,14052000000.0,18806000000.0,2507000000.0,,,,,,305000000.0,,,,2566000000.0,,,2566000000.0,,,,,,,,3000000.0,222000000.0,,,,791000000.0,,,,89000000.0,145100000.0,,,,2000000.0,2457000000.0,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,304000000.0,,,,,759000000.0,,4433000000.0,3092000000.0,,,2525000000.0,,-43000000.0,,-57000000.0,-0.39,,,,20992000000.0,,,0.0,,,,11974000000.0,0.0,,,6637000000.0,4526000000.0,,-5719000000.0,,,3910000000.0,,,-150000000.0,,,,,,,,,,,-2645000000.0,,,1341000000.0,,851000000.0,-55000000.0,,,,,,,5767000000.0,,2333000000.0,,,3103000000.0,,1082000000.0,-57000000.0,-57000000.0,1874000000.0,,,,62000000.0,,,-269000000.0,14355000000.0,,,27000000.0,146000000.0,,-54000000.0,651000000.0,,-60000000.0,,,,,1527000000.0,-2242000000.0,1000000.0,576000000.0,,-53000000.0,,216000000.0,,90000000.0,,56000000.0,-41000000.0,,-0.39,,,,145600000.0,,-4000000.0,,,,,-62000000.0,,,9732000000.0,1048000000.0,,,,,,,,13821000000.0,18347000000.0,2472000000.0,,,,,,-4000000.0,,,,2525000000.0,,,2525000000.0,,,,,,,,0.0,220000000.0,,,,807000000.0,,,,99000000.0,145600000.0,,,,2000000.0,2566000000.0,,,,,,,,,,,,,,,,,,,,,,,
1262217600,3042000000.0,-655000000.0,177000000.0,701000000.0,-51000000.0,,,670000000.0,,4193000000.0,67000000.0,88000000.0,545000000.0,3042000000.0,,-28000000.0,,-240000000.0,,3007000000.0,9104000000.0,,21495000000.0,4516000000.0,15022000000.0,52000000.0,94000000.0,,,12195000000.0,0.0,-16000000.0,,6473000000.0,5105000000.0,,-5956000000.0,-2355000000.0,-4.32,3877000000.0,,,-337000000.0,,1196000000.0,-133000000.0,150700000.0,-2000000.0,,5105000000.0,,,,-2811000000.0,,,4126000000.0,-651000000.0,701000000.0,107000000.0,21495000000.0,-651000000.0,222000000.0,649000000.0,-5956000000.0,0.0,6378000000.0,150700000.0,-603000000.0,2039000000.0,,3007000000.0,303000000.0,1094000000.0,-240000000.0,-244000000.0,-1087000000.0,,-17000000.0,,303000000.0,18684000000.0,7246000000.0,-213000000.0,15022000000.0,13579000000.0,6378000000.0,132000000.0,162000000.0,212000000.0,457000000.0,545000000.0,-2811000000.0,-87000000.0,6473000000.0,902000000.0,10000000.0,21000000.0,1196000000.0,-2355000000.0,-46000000.0,551000000.0,,-106000000.0,,197000000.0,2000000.0,88000000.0,966000000.0,88000000.0,517000000.0,11819000000.0,,3042000000.0,2455000000.0,,,551000000.0,29000000.0,197000000.0,,,,-212000000.0,807000000.0,9840000000.0,9840000000.0,991000000.0,,-26000000.0,12195000000.0,,1003000000.0,991000000.0,,13579000000.0,18684000000.0,2455000000.0,577000000.0,-984000000.0,35000000.0,,1094000000.0,1000000.0,,16335000000.0,,3042000000.0,,0.0,3042000000.0,803000000.0,-317000000.0,,-80000000.0,-672000000.0,-4.32,,10000000.0,227000000.0,3877000000.0,117000000.0,,803000000.0,3042000000.0,,-337000000.0,35000000.0,,,,2715000000.0,2000000.0,2525000000.0,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,309000000.0,,,,,705000000.0,,4241000000.0,3026000000.0,,,3516000000.0,,-76000000.0,,-82000000.0,-0.49,,,,22839000000.0,,,511000000.0,,,,12255000000.0,,,,7539000000.0,6520000000.0,,-6038000000.0,,,3496000000.0,,,-160000000.0,,,,,,,,,,,-2887000000.0,,968000000.0,1215000000.0,,717000000.0,-39000000.0,,,,,,,7153000000.0,,2321000000.0,,,3837000000.0,,1096000000.0,-82000000.0,-83000000.0,1900000000.0,,,,302000000.0,,,-1238000000.0,15300000000.0,,,0.0,178000000.0,,68000000.0,579000000.0,,-51000000.0,,,,,1184000000.0,-2541000000.0,-3000000.0,539000000.0,,6000000.0,,188000000.0,,95000000.0,,482000000.0,474000000.0,,-0.49,,,,167400000.0,,1000000.0,,,,,-82000000.0,,,9714000000.0,1026000000.0,,,,,,,,13432000000.0,19952000000.0,2439000000.0,,,,,,431000000.0,,,,3516000000.0,,,3516000000.0,,,,,,,,10000000.0,213000000.0,,,,887000000.0,,,,40000000.0,167400000.0,,,,2000000.0,3042000000.0,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,657000000.0,,,,,1184000000.0,,5161000000.0,3723000000.0,,,4906000000.0,,-19000000.0,,273000000.0,1.29,,,,22890000000.0,,,275000000.0,,,,12318000000.0,,,,8573000000.0,6983000000.0,,-5765000000.0,,,3471000000.0,,,21000000.0,,,,,,,,,,,-2756000000.0,,,1438000000.0,,817000000.0,21000000.0,,,,,,,6281000000.0,,2539000000.0,,,4045000000.0,,1074000000.0,273000000.0,273000000.0,2085000000.0,,,,275000000.0,,,-155000000.0,14317000000.0,,,0.0,171000000.0,,535000000.0,1415000000.0,,-73000000.0,,,,,1035000000.0,-2715000000.0,4000000.0,537000000.0,,-103000000.0,,280000000.0,,97000000.0,,874000000.0,1390000000.0,,1.62,,,,168000000.0,,-2000000.0,,,,,271000000.0,,,9603000000.0,906000000.0,,,,,,,,13151000000.0,20134000000.0,2416000000.0,,,,,,801000000.0,,,,4906000000.0,,,4906000000.0,,,,,,,,33000000.0,215000000.0,,,,926000000.0,,,,-109000000.0,235000000.0,,,,2000000.0,3516000000.0,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,779000000.0,,,,,1242000000.0,,5394000000.0,2956000000.0,,,4938000000.0,,-57000000.0,,387000000.0,1.75,,,,22261000000.0,,,-816000000.0,,,,12364000000.0,,,,8256000000.0,7070000000.0,,-5377000000.0,,,3452000000.0,,,628000000.0,,,,,,,,,,,-2206000000.0,,,2438000000.0,,918000000.0,74000000.0,,,,,,,6025000000.0,,1714000000.0,,,3667000000.0,,1091000000.0,387000000.0,387000000.0,1246000000.0,,,,269000000.0,,,-337000000.0,14005000000.0,,,0.0,169000000.0,,-356000000.0,1449000000.0,,-88000000.0,,,,,994000000.0,-2874000000.0,-19000000.0,583000000.0,,-48000000.0,,286000000.0,,101000000.0,,445000000.0,32000000.0,,2.3,,,,168200000.0,,0.0,,,,,386000000.0,,,9490000000.0,872000000.0,,,,,,,,12985000000.0,20055000000.0,2400000000.0,,,,,,357000000.0,,,,4938000000.0,,,4938000000.0,,,,,,,,,224000000.0,,,,889000000.0,,,,48000000.0,235400000.0,,,,2000000.0,4906000000.0,,,,,,,,,,,,,,,,,,,,,,,
1293753600,8069000000.0,253000000.0,387000000.0,1470000000.0,203000000.0,,,2128000000.0,,8433000000.0,7443000000.0,103000000.0,2411000000.0,8069000000.0,,3472000000.0,,-325000000.0,,5580000000.0,10163000000.0,,37871000000.0,7807000000.0,25226000000.0,260000000.0,255000000.0,,,20259000000.0,,6000000.0,,12645000000.0,12045000000.0,611000000.0,-5703000000.0,-3314000000.0,1.08,4650000000.0,,,-198000000.0,,1065000000.0,291000000.0,253000000.0,-3000000.0,,12045000000.0,,,,1727000000.0,4523000000.0,,990000000.0,253000000.0,1470000000.0,3667000000.0,37871000000.0,253000000.0,0.0,1536000000.0,-5703000000.0,0.0,11434000000.0,207000000.0,5315000000.0,3042000000.0,,5580000000.0,0.0,2704000000.0,-325000000.0,-325000000.0,2409000000.0,,0.0,,0.0,39598000000.0,5914000000.0,-777000000.0,25226000000.0,27553000000.0,11434000000.0,0.0,285000000.0,230000000.0,-447000000.0,2411000000.0,1727000000.0,-159000000.0,12645000000.0,1079000000.0,,14000000.0,1065000000.0,-3314000000.0,221000000.0,1585000000.0,,-482000000.0,,466000000.0,3000000.0,103000000.0,1907000000.0,106000000.0,3131000000.0,15422000000.0,,8680000000.0,4917000000.0,,,1585000000.0,1000000.0,466000000.0,,,,-325000000.0,2127000000.0,16945000000.0,16945000000.0,1127000000.0,611000000.0,3727000000.0,20259000000.0,,5027000000.0,1127000000.0,4523000000.0,27553000000.0,39598000000.0,4917000000.0,798000000.0,-2507000000.0,387000000.0,,2704000000.0,-53000000.0,,23229000000.0,,8069000000.0,,,8680000000.0,1805000000.0,-371000000.0,,3320000000.0,250000000.0,1.22,,,427000000.0,4650000000.0,-200000000.0,,1805000000.0,8069000000.0,,-627000000.0,387000000.0,,,,5259000000.0,3000000.0,4938000000.0,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,425000000.0,,,-109000000.0,,111000000.0,,8202000000.0,3792000000.0,,,8165000000.0,,-320000000.0,,-213000000.0,-0.65,,,,38640000000.0,,,1266000000.0,,,,20425000000.0,,,,13874000000.0,13148000000.0,,-5916000000.0,,,4654000000.0,,,-436000000.0,,,,,,,,,,,1912000000.0,4523000000.0,,4410000000.0,,1208000000.0,-7000000.0,,,,,,,11115000000.0,,3681000000.0,,,6889000000.0,,2615000000.0,-213000000.0,-213000000.0,2156000000.0,,,,0.0,,,-653000000.0,24766000000.0,,,,248000000.0,,-589000000.0,2319000000.0,,-243000000.0,,,,,1085000000.0,-3593000000.0,32000000.0,1549000000.0,,-78000000.0,,619000000.0,,98000000.0,,1005000000.0,96000000.0,,-0.65,,,,328000000.0,,2000000.0,,,,,-211000000.0,,,16832000000.0,1413000000.0,722000000.0,,,,,,,27404000000.0,40552000000.0,4866000000.0,,,,,,762000000.0,,,,8165000000.0,,,8887000000.0,,,,,,,,,388000000.0,,,,1897000000.0,,,,756000000.0,328000000.0,,,,3000000.0,8069000000.0,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,1169000000.0,,,,,954000000.0,,9809000000.0,5384000000.0,,,7519000000.0,,-509000000.0,,538000000.0,1.39,,,,37752000000.0,,,-1208000000.0,,,,20610000000.0,,,,12762000000.0,12391000000.0,,-5378000000.0,,,3355000000.0,,,1157000000.0,,,,,,,,,,,1942000000.0,4523000000.0,1863000000.0,4425000000.0,,1229000000.0,-83000000.0,,,,,,,11101000000.0,,4430000000.0,,,6988000000.0,,4105000000.0,538000000.0,538000000.0,2906000000.0,,,,0.0,,,-1000000000.0,24990000000.0,,,,242000000.0,,-890000000.0,1389000000.0,,-107000000.0,,,,,1174000000.0,-3920000000.0,0.0,1618000000.0,,-175000000.0,,508000000.0,,101000000.0,,753000000.0,-646000000.0,,1.63,,,,330000000.0,,4000000.0,,,,,542000000.0,,,16690000000.0,1019000000.0,1060000000.0,,,,,,,27303000000.0,39694000000.0,4815000000.0,,,,,,646000000.0,,,,7519000000.0,,,8579000000.0,,,,,,,,,385000000.0,,,,1999000000.0,,,,242000000.0,400000000.0,,,,3000000.0,8165000000.0,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,1271000000.0,,,,,1055000000.0,,10171000000.0,5003000000.0,,,6984000000.0,-201000000.0,-453000000.0,,653000000.0,1.69,,,,36742000000.0,,,1017000000.0,,,,20798000000.0,,,,11898000000.0,11986000000.0,,-4725000000.0,,,5054000000.0,,,-639000000.0,,,,,,,,,,,2312000000.0,4523000000.0,1720000000.0,5168000000.0,,1404000000.0,-35000000.0,,,,,,,10873000000.0,,3948000000.0,,,6268000000.0,,2510000000.0,653000000.0,653000000.0,2397000000.0,,,,0.0,,,-471000000.0,24844000000.0,,,,227000000.0,,-467000000.0,1201000000.0,,-160000000.0,,,,,1132000000.0,-4249000000.0,4000000.0,1641000000.0,,-184000000.0,,628000000.0,,92000000.0,,385000000.0,-535000000.0,,1.97,,,,330000000.0,,7000000.0,,,,,660000000.0,,,16549000000.0,1079000000.0,1373000000.0,,,,,,,27068000000.0,39054000000.0,4772000000.0,,,,,,225000000.0,,,,6984000000.0,,,8357000000.0,,,,,,,,,384000000.0,,,,1808000000.0,,,,-45000000.0,392000000.0,,,,3000000.0,7519000000.0,,,,,,,,,,,,,,,,,,,,,,,
