,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualTotalRevenue,annualCurrentAssets,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,trailingNetIncome,quarterlyPurchaseOfBusiness,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalAssets,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualLongTermDebt,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualChangeInInventory,trailingCashDividendsPaid,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetPPE,annualBasicAverageShares,quarterlyLongTermDebt,quarterlyTaxProvision,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherCurrentLiabilities,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingCapitalExpenditure,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyBasicEPS,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1246320000,1420993000.0,,77544000.0,15209000.0,,-1568000.0,,-14373000.0,127143000.0,,,,,,,,,,59418000.0,,,302830000.0,,,,,,,,,,0.0,,,560000.0,2468000.0,,16999000.0,-401540000.0,,0.0,92971000.0,,1190453000.0,0.168889,47398000.0,675329000.0,,230540000.0,,181875037.0,1327253000.0,,-381814000.0,,201323000.0,36142000.0,,877518000.0,,4070000.0,,,,,-63415000.0,0.0,,,,47795000.0,,,,,,,,,,,-18000.0,,,2282000.0,,44734000.0,,,,,,80499000.0,30682000.0,30438000.0,-23281000.0,,,,,,,,171000.0,0.0,,282429000.0,48976000.0,1272851000.0,,860229000.0,16716000.0,,,93835000.0,,175687000.0,67725000.0,,,,,-318759000.0,,140838000.0,,,801000.0,,,,57218000.0,,,,335758000.0,,,,,,,,,,,,30438000.0,2749492000.0,16999000.0,,,,-515000.0,,,,16999000.0,,,2548169000.0,10185000.0,,353066000.0,12307000.0,0.168889,,,33265000.0,180149946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,1477669000.0,,87349000.0,5747000.0,,12399000.0,,-15470000.0,135550000.0,,,,,,,,,,64761000.0,,,315990000.0,,,,,,,,,,0.0,,,-1281000.0,2341000.0,,10021000.0,-67497000.0,,-40168000.0,100671000.0,,1226647000.0,0.191111,53515000.0,709479000.0,,251022000.0,,179605386.0,1326304000.0,,-34972000.0,,201938000.0,35753000.0,,907723000.0,,-7298000.0,,,,,-67266000.0,0.0,,,,48458000.0,,,,,,,,,,,599000.0,,,-30780000.0,,46146000.0,,,,,,91299000.0,34263000.0,34150000.0,-31596000.0,,,,,,,,879000.0,0.0,,294467000.0,48912000.0,1292207000.0,,883722000.0,19252000.0,,,107713000.0,,180440000.0,70789000.0,,,,,-6978000.0,,140652000.0,,,787000.0,,,,59703000.0,,,,16999000.0,,,,,,,,,,,,34150000.0,2806846000.0,10021000.0,,,,,,,,10021000.0,,,2604908000.0,7048000.0,,358832000.0,12259000.0,0.191111,,,34897000.0,177385464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,1463412000.0,-62624000.0,86669000.0,9619000.0,,-8728000.0,110811000.0,-4892000.0,128312000.0,268303000.0,,,,,9639000.0,93380000.0,,-128251000.0,58861000.0,1889068000.0,64565000.0,309897000.0,-4328000.0,,,49161000.0,1191393000.0,199854000.0,109825000.0,13218000.0,38224000.0,0.0,1218499000.0,51189000.0,-119000.0,2371000.0,0.0,9639000.0,-43307000.0,-580676000.0,-22456000.0,85673000.0,4054000.0,1218499000.0,,38049000.0,732738000.0,10850000.0,244913000.0,,,1353805000.0,,2067000.0,732738000.0,199854000.0,33615000.0,2820448000.0,906710000.0,,-2125000.0,,1463412000.0,0.613333,14726000.0,-227069000.0,0.0,109825000.0,0.0,-580676000.0,350945000.0,0.0,867554000.0,265264000.0,50138000.0,692415000.0,2620594000.0,175386000.0,138026000.0,,,3358000.0,,0.608889,-18467000.0,,51189000.0,1353805000.0,-488000.0,-420011000.0,0.0,,61392000.0,23554000.0,23259000.0,-43962000.0,-548227000.0,-11035000.0,130758000.0,,,,,-8606000.0,0.0,786000.0,,50138000.0,1308392000.0,178679400.0,867554000.0,14495000.0,,138972000.0,93380000.0,1308392000.0,181585000.0,69451000.0,303637000.0,498978000.0,244913000.0,9336000.0,-382000.0,906710000.0,138972000.0,354303000.0,,786000.0,,-402164000.0,350945000.0,17430000.0,,355295000.0,-7551000.0,10021000.0,0.0,230675000.0,-5026000.0,-4892000.0,,-255625000.0,9639000.0,,9639000.0,,175376000.0,23259000.0,2820448000.0,9639000.0,,,180759242.0,,,,,9639000.0,86669000.0,,2620594000.0,14726000.0,1889068000.0,354303000.0,12344000.0,,,,35280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,1448477000.0,,68776000.0,5935000.0,,8268000.0,,-5275000.0,130550000.0,,,,,,,,,,59606000.0,,,307540000.0,,,,,,,,,,,,,-133000.0,2940000.0,,14346000.0,-28499000.0,,-49796000.0,94968000.0,,1216415000.0,0.155556,47677000.0,760312000.0,,232062000.0,,177021153.0,1338056000.0,,-1819000.0,,190752000.0,35658000.0,,907715000.0,,-728000.0,,,,,-64594000.0,0.0,,,,350600000.0,,,,,,,,,,,2478000.0,,,-46960000.0,,-260542000.0,,,,,,80166000.0,27814000.0,27574000.0,-26754000.0,,,,,,,,-78000.0,0.0,,310099000.0,51587000.0,1291197000.0,,865815000.0,19863000.0,,,98583000.0,,176990000.0,70944000.0,,,,,4707000.0,,136725000.0,,,776000.0,,,,53412000.0,,,,9639000.0,,,,,,,,,,,,27574000.0,2790004000.0,14346000.0,,,,-379000.0,,,,14346000.0,,,2599252000.0,13116000.0,,350783000.0,12262000.0,0.155556,,,35029000.0,174840498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,1438224000.0,,75296000.0,1802000.0,,-11446000.0,,-7936000.0,143131000.0,,,,,,,,,,69351000.0,,,330477000.0,,,,,,,,,,,,,742000.0,2685000.0,,10070000.0,-21694000.0,,-33869000.0,96676000.0,,1205043000.0,0.173333,50452000.0,790711000.0,,233181000.0,,176224126.0,1348996000.0,,-2030000.0,,207714000.0,36353000.0,,907789000.0,,767000.0,,,,,-246438000.0,0.0,,,,47429000.0,,,,,,,,,,,3945000.0,,,-42540000.0,,48091000.0,,,,,,59958000.0,30637000.0,30400000.0,-23741000.0,,,,,,,,-9903000.0,0.0,,310706000.0,54244000.0,1279569000.0,,846908000.0,19815000.0,,,91774000.0,,187346000.0,73780000.0,,,,,-4276000.0,,153639000.0,,,773000.0,,,,36217000.0,,,,14346000.0,,,,,,,,,,,,30400000.0,2790928000.0,10070000.0,,,,,,,,10070000.0,,,2583214000.0,11867000.0,,347765000.0,9161000.0,0.173333,,,37063000.0,174365550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,1451179000.0,,80471000.0,8188000.0,,13812000.0,,-7114000.0,152147000.0,,,,,,,,,,75685000.0,,,345785000.0,,,,,,,,,,,,,714000.0,2863000.0,,13556000.0,-50615000.0,,-32620000.0,115377000.0,,1200453000.0,0.235556,67901000.0,831697000.0,,250726000.0,,175168280.0,1368905000.0,,-13542000.0,,214564000.0,38455000.0,,910286000.0,,5747000.0,,,,,-73688000.0,0.0,,,,49460000.0,,,,,,,,,,,2512000.0,,,-48073000.0,,51060000.0,,,,,,102174000.0,41257000.0,40986000.0,-35626000.0,,,,,,,,1500000.0,0.0,,319870000.0,53598000.0,1303463000.0,,831123000.0,26644000.0,,,103065000.0,,193638000.0,76462000.0,,,,,3486000.0,,155082000.0,,,767000.0,,,,66548000.0,,,,10070000.0,,,,,,,,,,,,40986000.0,2824063000.0,13556000.0,,,,-2269000.0,,,,13556000.0,,,2609499000.0,13592000.0,,344690000.0,9419000.0,0.235556,,,38057000.0,173391491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,1545566000.0,-166320000.0,85252000.0,10506000.0,,1499000.0,136142000.0,-3095000.0,144442000.0,297887000.0,,,,,9873000.0,99075000.0,,-134829000.0,67741000.0,2027491000.0,89334000.0,335955000.0,-9321000.0,,,40134000.0,1319757000.0,215561000.0,135104000.0,-853000.0,26431000.0,,1292029000.0,53620000.0,443000.0,2843000.0,0.0,9873000.0,-113416000.0,-690015000.0,-50035000.0,106045000.0,3436000.0,1292029000.0,,59446000.0,858887000.0,12133000.0,253537000.0,,,1366149000.0,,-63619000.0,858887000.0,215561000.0,39395000.0,2915984000.0,927852000.0,,-1619000.0,,1545566000.0,0.78,15053000.0,-82940000.0,0.0,135104000.0,0.0,-690015000.0,47637000.0,0.0,909978000.0,9639000.0,54157000.0,749487000.0,2700423000.0,193567000.0,149860000.0,,,-5499000.0,334414000.0,0.773333,23635000.0,,53620000.0,1366149000.0,1766000.0,-81010000.0,,,86098000.0,36435000.0,36145000.0,-48708000.0,-214224000.0,-113938000.0,147456000.0,,,,-5044000.0,860000.0,0.0,1139000.0,334414000.0,54157000.0,1337476000.0,173469259.0,909978000.0,23011000.0,,152156000.0,99075000.0,1337476000.0,191513000.0,76701000.0,328396000.0,570270000.0,253537000.0,11331000.0,-3683000.0,927852000.0,152156000.0,381475000.0,,1139000.0,,-467660000.0,47637000.0,37390000.0,,413066000.0,-7363000.0,13556000.0,0.0,272383000.0,6659000.0,-3095000.0,,234000.0,9873000.0,,9873000.0,,225476000.0,36145000.0,2915984000.0,9873000.0,,,175341306.0,530000.0,,,,9873000.0,85252000.0,,2700423000.0,15053000.0,2027491000.0,381475000.0,9292000.0,,,,37307000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,1501316000.0,,66753000.0,20068000.0,,-7235000.0,,482000.0,144402000.0,,,,,,,,,,68550000.0,,,331468000.0,,,,,,,,,,-8515000.0,,,363000.0,2996000.0,,11093000.0,-16771000.0,,-20613000.0,106117000.0,,1268717000.0,0.213333,60270000.0,886911000.0,,232599000.0,,171601956.0,1377239000.0,,-914000.0,,206357000.0,38838000.0,,928632000.0,,3671000.0,,,,,-91690000.0,0.0,,,,47658000.0,,,,,,,,,,,-4006000.0,,,-70387000.0,,51618000.0,,,,,,88378000.0,36793000.0,36539000.0,-19528000.0,,,,,,,,419000.0,0.0,,348777000.0,54408000.0,1318704000.0,,872282000.0,23477000.0,,,96380000.0,,187066000.0,75852000.0,,,,,1220000.0,,149485000.0,,,1136000.0,,,,68850000.0,,,,9873000.0,,,,,,,,,,,,36539000.0,2882403000.0,11093000.0,,,,,,,,11093000.0,,,2676046000.0,15058000.0,,377092000.0,8833000.0,0.213333,,,37014000.0,170278899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,1813998000.0,,82293000.0,3038000.0,,8979000.0,,-1428000.0,168312000.0,,,,,,,,,,84531000.0,,,390184000.0,,,,,,,,,,-8526000.0,,,359000.0,2966000.0,,16951000.0,-244254000.0,,-21768000.0,127308000.0,,1550894000.0,0.26,73609000.0,922798000.0,,263104000.0,,171463065.0,1395642000.0,,-215148000.0,,236605000.0,41169000.0,,1104823000.0,,-2072000.0,,,,,-196430000.0,0.0,,,,50018000.0,,,,,,,,,,,-601000.0,,,148514000.0,,54815000.0,,,,,,101598000.0,44605000.0,44413000.0,-27034000.0,,,,,,,,22000.0,0.0,,364900000.0,61720000.0,1361804000.0,,1135976000.0,29004000.0,,,105920000.0,,221872000.0,83781000.0,,,,,5858000.0,,174974000.0,,,1130000.0,,,,74564000.0,,,,11093000.0,,,,,,,,,,,,44413000.0,3213888000.0,16951000.0,,,,,,,,16951000.0,,,2977283000.0,13171000.0,,455841000.0,11087000.0,0.26,,,42611000.0,170264502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,1911884000.0,,86017000.0,13854000.0,,157000.0,,-3312000.0,175401000.0,,,,,,,,,,90348000.0,,,403962000.0,,,,,,,,,,-8456000.0,,,374000.0,2944000.0,,36560000.0,-67215000.0,,-42687000.0,132553000.0,,1628845000.0,0.273333,76518000.0,960671000.0,,283039000.0,,169789326.0,1395574000.0,,-31900000.0,,270958000.0,41047000.0,,1107647000.0,,2174000.0,,,,,-56543000.0,0.0,,,,72845000.0,,,,,,,,,,,-3418000.0,,,-20924000.0,,57299000.0,,,,,,107748000.0,46584000.0,46329000.0,-37489000.0,,,,,,,,-1933000.0,0.0,,381500000.0,62788000.0,1421626000.0,,1174500000.0,29934000.0,,,117473000.0,,228561000.0,85053000.0,,,,,19609000.0,,185037000.0,,,1119000.0,,,,70259000.0,,,,16951000.0,,,,,,,,,,,,46329000.0,3312005000.0,36560000.0,,,,,,,,36560000.0,,,3041047000.0,16761000.0,,454475000.0,12029000.0,0.273333,,,44006000.0,168491115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,1928318000.0,-116817000.0,95097000.0,14029000.0,,-9697000.0,166171000.0,-3480000.0,159671000.0,329067000.0,,,,,12643000.0,106243000.0,,-141924000.0,75289000.0,2265940000.0,106958000.0,379752000.0,-14507000.0,,,44520000.0,1505366000.0,249258000.0,165239000.0,-2912000.0,50989000.0,-10069000.0,1644216000.0,61809000.0,417000.0,2973000.0,,12643000.0,-72265000.0,-815471000.0,-31749000.0,118772000.0,-8072000.0,1644216000.0,,62731000.0,988560000.0,-7796000.0,284102000.0,,,1394910000.0,,-10390000.0,988560000.0,249258000.0,40913000.0,3328005000.0,1116888000.0,,-4002000.0,,1928318000.0,0.98,18068000.0,-77436000.0,0.0,165239000.0,-35566000.0,-815471000.0,74324000.0,0.0,1172758000.0,9873000.0,64694000.0,857580000.0,3078747000.0,246246000.0,161967000.0,,,-47000.0,397134000.0,0.966667,-42098000.0,,61809000.0,1394910000.0,1513000.0,-258352000.0,,,90446000.0,38188000.0,37958000.0,-57873000.0,-400505000.0,15105000.0,167100000.0,,,,,-108000.0,0.0,1109000.0,397134000.0,64694000.0,1450469000.0,169080666.0,1172758000.0,24543000.0,,176277000.0,76063000.0,1450469000.0,220081000.0,84382000.0,388170000.0,647786000.0,284102000.0,11879000.0,-23917000.0,1116888000.0,176277000.0,449581000.0,,1109000.0,,-422099000.0,74324000.0,32573000.0,,484749000.0,-1600000.0,36560000.0,0.0,318719000.0,-229000.0,-3480000.0,,2770000.0,12643000.0,,12643000.0,,273129000.0,37958000.0,3328005000.0,12643000.0,,,170375229.0,,,,,12643000.0,95097000.0,,3078747000.0,18068000.0,2265940000.0,449581000.0,12572000.0,,,,43469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,1630638000.0,,76980000.0,12101000.0,,8016000.0,,-3182000.0,159749000.0,,,,,,,,,,65771000.0,,,376430000.0,,,,,,,,,,-10010000.0,,,500000.0,7596000.0,,8169000.0,-167969000.0,,0.0,108679000.0,,1365427000.0,0.18,53590000.0,1009853000.0,,265211000.0,,173814691.0,1791188000.0,,-138908000.0,,228427000.0,51174000.0,,1176029000.0,,-1861000.0,,,,,-474544000.0,0.0,,,,81057000.0,,,,,,,,,,,-6522000.0,,,62914000.0,,61740000.0,,,,369460000.0,,100581000.0,31439000.0,31303000.0,-27953000.0,,,,,,,,-29000.0,0.0,,401196000.0,68375000.0,1456851000.0,,883174000.0,22151000.0,,,102749000.0,,216681000.0,93978000.0,,,,,-4474000.0,,173088000.0,,,1234000.0,,,,72628000.0,,,,12643000.0,,,,,,,,,,,,31303000.0,3426644000.0,8169000.0,,,,,,,,8169000.0,,,3198217000.0,17107000.0,,503597000.0,12285000.0,0.18,,,42804000.0,172782201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,1756422000.0,,87476000.0,528000.0,,11621000.0,,-5866000.0,172304000.0,,,,,,,,,,81494000.0,,,410731000.0,,,,,,,,,,-11112000.0,,,513000.0,3225000.0,,136145000.0,-54444000.0,,-5233000.0,127820000.0,,1467619000.0,0.226667,69928000.0,1041157000.0,,288803000.0,,186041425.0,1818417000.0,,-11314000.0,,370731000.0,44747000.0,,1182101000.0,,-4382000.0,,,,,-56007000.0,0.0,,,,84449000.0,,,,,,,,,,,-168000.0,,,78061000.0,,66381000.0,,,,124000.0,,104359000.0,42515000.0,42415000.0,-39492000.0,,,,,,,,98000.0,0.0,,405646000.0,70222000.0,1460756000.0,,977524000.0,27413000.0,,,114218000.0,,238427000.0,90810000.0,,,,,127976000.0,,185460000.0,,,1232000.0,,,,64867000.0,,,,8169000.0,,,,,,,,,,,,42415000.0,3579756000.0,136145000.0,,,,,,,,136145000.0,,,3209025000.0,16887000.0,,499787000.0,11829000.0,0.226667,,,46063000.0,185200335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,1822001000.0,,105883000.0,5822000.0,,12742000.0,,-6080000.0,182411000.0,,,,,,,,,,85854000.0,,,425654000.0,,,,,,,,,,-11060000.0,,,1293000.0,3215000.0,,103532000.0,-111239000.0,,-13364000.0,138552000.0,,1488973000.0,0.266667,78023000.0,1079482000.0,,333028000.0,,185498383.0,1846673000.0,,-73034000.0,,362761000.0,47977000.0,,1183363000.0,,6842000.0,,,,,-17901000.0,0.0,,,,90040000.0,,,,,,,,,,,-903000.0,,,-43173000.0,,69947000.0,,,,0.0,,121799000.0,49620000.0,49385000.0,-43550000.0,,,,,,,,3785000.0,25958000.0,,422487000.0,68694000.0,1561415000.0,,976446000.0,28403000.0,,,119579000.0,,243243000.0,96557000.0,,,,,-32613000.0,,196617000.0,,,1228000.0,,,,78249000.0,,,,136145000.0,,,,,,,,,,,,49385000.0,3673827000.0,103532000.0,,,,,,,,103532000.0,,,3311066000.0,12914000.0,,496341000.0,11949000.0,0.266667,,,48579000.0,184546888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,3192896000.0,-18597000.0,130260000.0,11238000.0,,-18258000.0,159660000.0,-6165000.0,190796000.0,391038000.0,,,,,23212000.0,121829000.0,,-153517000.0,81104000.0,3421223000.0,105443000.0,448803000.0,1549000.0,,,53037000.0,1661618000.0,362486000.0,159093000.0,2761000.0,29689000.0,-12283000.0,2775324000.0,77469000.0,3084000.0,3253000.0,369584000.0,23212000.0,-1400195000.0,-963617000.0,0.0,136674000.0,-20874000.0,2775324000.0,0.193333,63562000.0,1103188000.0,14121000.0,417572000.0,,185531436.0,1878157000.0,,-1356613000.0,1103188000.0,362486000.0,53555000.0,5076026000.0,1636557000.0,,-1060000.0,,3192896000.0,0.873333,46535000.0,-60562000.0,0.0,159093000.0,-44465000.0,-963617000.0,105475000.0,0.0,2204967000.0,12643000.0,69930000.0,956357000.0,4713540000.0,262810000.0,197454000.0,,,-13281000.0,464882000.0,0.873333,1230287000.0,,77469000.0,1878157000.0,5390000.0,-1579869000.0,0.0,,89588000.0,36086000.0,35989000.0,-42522000.0,-1733847000.0,1328089000.0,193584000.0,,,,,-711000.0,49018000.0,0.0,464882000.0,69930000.0,2457606000.0,181758571.0,2204967000.0,27476000.0,,235762000.0,121829000.0,2457606000.0,258007000.0,109692000.0,416327000.0,705261000.0,417572000.0,17289000.0,-80320000.0,1636557000.0,235762000.0,541908000.0,,0.0,,-609014000.0,105475000.0,47066000.0,,511724000.0,3144000.0,103532000.0,49018000.0,314223000.0,-461000.0,-6165000.0,,10569000.0,23212000.0,,23212000.0,,265103000.0,35989000.0,5076026000.0,23212000.0,,,182736523.0,,,,,23212000.0,130260000.0,,4713540000.0,46535000.0,3421223000.0,541908000.0,16974000.0,0.193333,,,56138000.0,184444704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,3075130000.0,,118237000.0,16524000.0,,13455000.0,,-4967000.0,197929000.0,,,,,,,,,,86591000.0,,,449892000.0,,,,,,,,,,-12310000.0,,,2038000.0,3594000.0,,14280000.0,-19108000.0,,,145742000.0,,2672983000.0,0.226667,68643000.0,1132434000.0,,402147000.0,,185857393.0,1909774000.0,,0.0,,303090000.0,53251000.0,,1637339000.0,,-203000.0,,,,,-134083000.0,0.0,,,,104376000.0,,,,,,,,,,,-3633000.0,,,-122782000.0,,77877000.0,,,,0.0,,132958000.0,41680000.0,41556000.0,-36905000.0,,,,,,,,1064000.0,49136000.0,,472436000.0,68850000.0,2436035000.0,,2096171000.0,26963000.0,,,118193000.0,,251963000.0,111338000.0,,,,,-8932000.0,,219915000.0,,,0.0,,,,96053000.0,,,,23212000.0,,,,,,,,,,,,41556000.0,4989803000.0,14280000.0,,,,,,,,14280000.0,,,4686713000.0,47731000.0,,535462000.0,19012000.0,0.226667,,,58087000.0,185071198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,3051618000.0,,120503000.0,-1534000.0,,-412000.0,,-3288000.0,220897000.0,,,,,,,,,,96519000.0,,,489381000.0,,,,,,,,,,-12344000.0,,,12813000.0,3852000.0,,16212000.0,-49213000.0,,,152345000.0,,2608237000.0,0.233333,72440000.0,1164057000.0,,443381000.0,,186120634.0,1947984000.0,,-1181000.0,,332741000.0,52903000.0,,1638160000.0,,2604000.0,,,,,-122649000.0,0.0,,,,107000000.0,,,,,,,,,,,-3923000.0,,,-71420000.0,,78493000.0,,,,0.0,,122565000.0,43995000.0,43967000.0,-50636000.0,,,,,,,,-5151000.0,56856000.0,,480853000.0,71049000.0,2427985000.0,,2020384000.0,28445000.0,,,127177000.0,,268484000.0,124378000.0,,,,,1932000.0,,240557000.0,,,0.0,,,,71929000.0,,,,14280000.0,,,,,,,,,,,,43967000.0,5004528000.0,16212000.0,,,,,,,,16212000.0,,,4671787000.0,67796000.0,,527149000.0,18928000.0,0.24,,,60977000.0,185416453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,2987294000.0,,115404000.0,9421000.0,,-559000.0,,-2947000.0,229505000.0,,,,,,,,,,114491000.0,,,503646000.0,,,,,,,,,,-12351000.0,,,-3790000.0,3822000.0,,19281000.0,-52456000.0,,0.0,178539000.0,,2617925000.0,0.326667,98554000.0,1212412000.0,,369369000.0,,186419499.0,2002219000.0,,-850000.0,,329480000.0,53536000.0,,1637541000.0,,1725000.0,,,,,-161584000.0,0.0,,,,108828000.0,,,,,,,,,,,-20041000.0,,,-74356000.0,,81706000.0,,,,0.0,,129881000.0,60913000.0,60706000.0,-53331000.0,,,,,,,,1974000.0,30722000.0,,483433000.0,68644000.0,2424716000.0,,2025664000.0,37641000.0,,,134951000.0,,274141000.0,115014000.0,,,,,3069000.0,,238842000.0,,,0.0,,,,76550000.0,,,,16212000.0,,,,,,,,,,,,60706000.0,4994647000.0,19281000.0,,,,,,,,19281000.0,,,4665167000.0,19648000.0,,521204000.0,17911000.0,0.326667,,,62074000.0,185515404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
