,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetPPE,annualCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBasicAverageShares,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyCapitalStock,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualBasicEPS,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualCostOfRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,annualGoodwill,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
907113600,,27800000000.0,,,7060000000.0,,,-39000000.0,,381818182.0,928000000.0,,16499000000.0,,1802000000.0,31638000000.0,2735000000.0,3271000000.0,,,,,,,210000000.0,210000000.0,,,,,,,,,,,,,,,,,,,,311000000.0,792000000.0,8000000.0,,,,,,,4011000000.0,0.55,,199000000.0,2492000000.0,41000000.0,,,,-122000000.0,,210000000.0,-483000000.0,,,,,22899000000.0,,,,9594000000.0,,,,,,,,,182000000.0,33000000.0,,,,,,,-87000000.0,,,,,,,,1494000000.0,,2036000000.0,6628000000.0,,,,,350000000.0,278000000.0,,,,,,278000000.0,8739000000.0,,1812000000.0,,,381818182.0,18206000000.0,,,141000000.0,,,,1135000000.0,,-11794000000.0,,15000000.0,,,,,,,351000000.0,,3838000000.0,,,,,-78000000.0,,2111000000.0,1265000000.0,0.55,593000000.0,,542000000.0,2492000000.0,-337000000.0,,,-821000000.0,,,,5307000000.0,1204000000.0,,,-278000000.0,,6106000000.0,30000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,2204000000.0,28279000000.0,719000000.0,48000000.0,7422000000.0,,,30000000.0,2363000000.0,,-571000000.0,-470000000.0,17350000000.0,,2579000000.0,33234000000.0,2363000000.0,4097000000.0,1289000000.0,63000000.0,,-2244000000.0,,,196000000.0,196000000.0,2007000000.0,1904000000.0,,,19942000000.0,,,1609000000.0,,,8846000000.0,1471000000.0,,7422000000.0,341000000.0,,570000000.0,,33234000000.0,341000000.0,835000000.0,40000000.0,,2579000000.0,6755000000.0,,,286000000.0,4144000000.0,,,178000000.0,2272000000.0,-38000000.0,,,,-93000000.0,,196000000.0,-850000000.0,,,,286000000.0,24388000000.0,-1266000000.0,,,10461000000.0,,10461000000.0,2301000000.0,3616000000.0,17818000000.0,4955000000.0,,-1056000000.0,-170000000.0,1471000000.0,2272000000.0,719000000.0,29844000000.0,,,1397000000.0,-116000000.0,17350000000.0,,,782000000.0,382000000.0,,,958000000.0,,1398000000.0,6642000000.0,-1619000000.0,,,64000000.0,311000000.0,286000000.0,1.88,28279000000.0,,,,286000000.0,8846000000.0,,1904000000.0,,-1113000000.0,,17818000000.0,-3000000.0,-161000000.0,106000000.0,835000000.0,,,440000000.0,,-12026000000.0,719000000.0,15000000.0,,13223000000.0,,6642000000.0,2272000000.0,4712000000.0,302000000.0,682000000.0,4955000000.0,6719000000.0,,,-12026000000.0,-2000000.0,-107000000.0,2204000000.0,-214000000.0,,-183000000.0,39000000.0,440000000.0,2272000000.0,-357000000.0,,,1094000000.0,382000000.0,,1.88,5495000000.0,-1520000000.0,,24388000000.0,202000000.0,,6755000000.0,29844000000.0,,4144000000.0,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,28486000000.0,,,7232000000.0,,,-62000000.0,,371428571.0,632000000.0,,17142000000.0,,3650000000.0,34108000000.0,2167000000.0,3576000000.0,,,,,,,156000000.0,156000000.0,,,,,,,,,,,,,,,,,,,,279000000.0,738000000.0,21000000.0,,,,,,,3966000000.0,0.37,,201000000.0,2435000000.0,9000000.0,,,,-115000000.0,,156000000.0,-355000000.0,,,,,25701000000.0,,,,10623000000.0,,,,,,,,,17000000.0,2472000000.0,,,,,,,97000000.0,,,,,,,,1239000000.0,,1681000000.0,6159000000.0,,,,,341000000.0,245000000.0,,,,,,245000000.0,8407000000.0,,2202000000.0,,,421621622.0,17863000000.0,,,106000000.0,,,,883000000.0,,-12307000000.0,,20000000.0,,,,,,,262000000.0,,5622000000.0,,,,,-503000000.0,,2248000000.0,1004000000.0,0.42,441000000.0,,442000000.0,2435000000.0,-372000000.0,,,-711000000.0,,,,5257000000.0,710000000.0,,,-178000000.0,,8287000000.0,30170000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,27479000000.0,,,6895000000.0,,,42000000.0,,367346939.0,265000000.0,,16175000000.0,,2319000000.0,31426000000.0,2140000000.0,3029000000.0,,,,,,,180000000.0,180000000.0,,,,,,,,,,,,,,,,,,,,321000000.0,770000000.0,39000000.0,,,,,,,3514000000.0,0.46,,192000000.0,1708000000.0,14000000.0,,,,-110000000.0,,180000000.0,629000000.0,,,,,22931000000.0,,,,10003000000.0,,,,,,,,,-17000000.0,753000000.0,,,,,,,-32000000.0,,,,,,,,1337000000.0,,1791000000.0,6171000000.0,,,,,279000000.0,284000000.0,,,,,,284000000.0,8495000000.0,,2478000000.0,,,391304348.0,17476000000.0,,,121000000.0,,,,1017000000.0,,-11038000000.0,,12000000.0,,,,,,,301000000.0,,3947000000.0,,,,,0.0,,2324000000.0,633000000.0,0.49,563000000.0,,454000000.0,1708000000.0,-368000000.0,,,-1220000000.0,,,,4820000000.0,618000000.0,,,-452000000.0,,6505000000.0,28514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,27273000000.0,,,6845000000.0,,,-15000000.0,,366000000.0,50000000.0,,15845000000.0,,2154000000.0,31486000000.0,2401000000.0,4420000000.0,,,,,,,183000000.0,183000000.0,,,,,,,,,,,,,,,,,,,,306000000.0,799000000.0,20000000.0,,,,,,,3464000000.0,0.5,,191000000.0,1785000000.0,-9000000.0,,,,-110000000.0,,183000000.0,-210000000.0,,,,,22936000000.0,,,,9770000000.0,,,,,,,,,108000000.0,744000000.0,,,,,,,-29000000.0,,,,,,,,1468000000.0,,1960000000.0,6153000000.0,,,,,321000000.0,269000000.0,,,,,,269000000.0,8550000000.0,,2911000000.0,,,366000000.0,17503000000.0,,,138000000.0,,,,1172000000.0,,-11179000000.0,,12000000.0,,,,,,,321000000.0,,4213000000.0,,,,,-31000000.0,,2397000000.0,368000000.0,0.5,680000000.0,,492000000.0,1785000000.0,-318000000.0,,,-173000000.0,,,,6380000000.0,-145000000.0,,,-22000000.0,,6850000000.0,28682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,1670000000.0,25891000000.0,-73000000.0,453000000.0,6673000000.0,,,162000000.0,2018000000.0,,-244000000.0,-465000000.0,15487000000.0,,1819000000.0,29715000000.0,2018000000.0,2711000000.0,261000000.0,54000000.0,,-117000000.0,,,-506000000.0,-592000000.0,878000000.0,2131000000.0,,,20820000000.0,,,957000000.0,,,7666000000.0,927000000.0,,6673000000.0,468000000.0,,248000000.0,,29715000000.0,468000000.0,598000000.0,75000000.0,,1819000000.0,6331000000.0,,,281000000.0,3378000000.0,,,188000000.0,2381000000.0,-10000000.0,,,,-130000000.0,,-592000000.0,-181000000.0,,,,281000000.0,22049000000.0,-693000000.0,,,9115000000.0,-690000000.0,9115000000.0,2287000000.0,2658000000.0,16776000000.0,3824000000.0,,127000000.0,345000000.0,927000000.0,2381000000.0,-73000000.0,28067000000.0,,,341000000.0,37000000.0,15487000000.0,,,772000000.0,368000000.0,,,2162000000.0,-690000000.0,1652000000.0,6686000000.0,-1584000000.0,,,155000000.0,306000000.0,281000000.0,-0.2,25891000000.0,,,,281000000.0,7666000000.0,,2131000000.0,,-2043000000.0,,16776000000.0,4000000.0,73000000.0,-117000000.0,598000000.0,,,-414000000.0,,-11291000000.0,13000000.0,10000000.0,,13736000000.0,,6686000000.0,2381000000.0,6206000000.0,-623000000.0,703000000.0,3824000000.0,7084000000.0,,,-11291000000.0,-159000000.0,-754000000.0,1670000000.0,282000000.0,,-727000000.0,694000000.0,-510000000.0,2381000000.0,-526000000.0,,,61000000.0,370714286.0,,-0.2,4363000000.0,-489000000.0,,22049000000.0,-102000000.0,,6331000000.0,28067000000.0,,3378000000.0,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,25797000000.0,,,8423000000.0,,,-21000000.0,,361000000.0,741000000.0,,15058000000.0,,1917000000.0,29196000000.0,2006000000.0,3268000000.0,,,,,,,280000000.0,280000000.0,,,,,,,,,,,,,,,,,,,,260000000.0,543000000.0,15000000.0,,,,,,,3233000000.0,0.77,,183000000.0,1914000000.0,3000000.0,,,,-108000000.0,,280000000.0,-240000000.0,,,,,21329000000.0,,,,9153000000.0,,,,,,,,,81000000.0,590000000.0,,,,,,,55000000.0,,,,,,,,1064000000.0,-690000000.0,1740000000.0,6696000000.0,,,,,281000000.0,260000000.0,,,,,,260000000.0,7867000000.0,,2218000000.0,,,363636364.0,16644000000.0,,,228000000.0,,,,1023000000.0,,-11573000000.0,,10000000.0,,,,,,,508000000.0,,3399000000.0,,,,,,,1861000000.0,1062000000.0,0.78,26000000.0,,676000000.0,1914000000.0,-321000000.0,,,-843000000.0,,,,5008000000.0,563000000.0,,,-145000000.0,,6049000000.0,28217000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,26609000000.0,,,8425000000.0,,,47000000.0,,361000000.0,264000000.0,,15565000000.0,,2360000000.0,31229000000.0,3522000000.0,1157000000.0,,,,,,,248000000.0,248000000.0,,,,,,,,,,,,,,,,,,,,307000000.0,660000000.0,12000000.0,,,,,,,3489000000.0,0.68,,182000000.0,1886000000.0,-3000000.0,,,,-109000000.0,,248000000.0,-440000000.0,,,,,23211000000.0,,,,4433000000.0,,,,,,,,,-92000000.0,131000000.0,,,,,,,103000000.0,,,,,,,,3859000000.0,-690000000.0,4481000000.0,6708000000.0,,,,,260000000.0,307000000.0,,,,,,307000000.0,8018000000.0,,3188000000.0,,,364705882.0,16845000000.0,,,204000000.0,,,,691000000.0,,-11739000000.0,,12000000.0,,,,,,,452000000.0,,4620000000.0,,,,,,,2000000000.0,613000000.0,0.69,,,622000000.0,1886000000.0,-349000000.0,,,-126000000.0,,,,5638000000.0,426000000.0,,,256000000.0,,7434000000.0,28584000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,28177000000.0,,,8329000000.0,,,-3000000.0,,362000000.0,-1015000000.0,,16877000000.0,,1828000000.0,33891000000.0,2828000000.0,6852000000.0,,,,,,,244000000.0,225000000.0,,,,,,,,,,,,,,,,,,,,304000000.0,987000000.0,45000000.0,,,,,,,3790000000.0,0.62,,191000000.0,3275000000.0,0.0,,,,-108000000.0,,225000000.0,-753000000.0,,,,,25717000000.0,,,,4400000000.0,,,,,,,,,-305000000.0,1595000000.0,,,,,,,-352000000.0,,,,,,,,23000000.0,-690000000.0,652000000.0,6738000000.0,,,,,307000000.0,304000000.0,,,,,,304000000.0,8174000000.0,,3575000000.0,,,362000000.0,17051000000.0,,,239000000.0,,,,2481000000.0,,-11485000000.0,,30000000.0,,,,,,,483000000.0,,5714000000.0,,,,,,,2126000000.0,-465000000.0,0.62,,,629000000.0,3275000000.0,-550000000.0,,,1215000000.0,,,,7504000000.0,-1436000000.0,,,434000000.0,,8678000000.0,28536000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,-2105000000.0,24116000000.0,-3364000000.0,373000000.0,6476000000.0,,,595000000.0,4564000000.0,,-2524000000.0,-436000000.0,13863000000.0,,3562000000.0,35291000000.0,4564000000.0,9062000000.0,-5352000000.0,65000000.0,,-970000000.0,,,-4096000000.0,-4117000000.0,-4807000000.0,6511000000.0,,,26232000000.0,,,-404000000.0,,,3952000000.0,5320000000.0,,6476000000.0,899000000.0,,-2028000000.0,,35291000000.0,899000000.0,392000000.0,-95000000.0,,3562000000.0,17284000000.0,,,899000000.0,1848000000.0,,,232000000.0,7211000000.0,23000000.0,,,,-111000000.0,,-4117000000.0,463000000.0,,,,899000000.0,31339000000.0,-2000000.0,,,5752000000.0,-694000000.0,5752000000.0,-776000000.0,-1148000000.0,16591000000.0,11175000000.0,,618000000.0,689000000.0,5320000000.0,7211000000.0,-3364000000.0,28469000000.0,,,281000000.0,235000000.0,13863000000.0,,,788000000.0,362000000.0,,,5754000000.0,-694000000.0,-980000000.0,6751000000.0,-1758000000.0,,,-23000000.0,304000000.0,899000000.0,-9.29,24116000000.0,,,,899000000.0,3952000000.0,,6511000000.0,,2364000000.0,,16591000000.0,23000000.0,41000000.0,-2699000000.0,392000000.0,,,-5343000000.0,,-11878000000.0,-3324000000.0,13000000.0,,23386000000.0,,6751000000.0,7211000000.0,7653000000.0,-6795000000.0,-2534000000.0,11175000000.0,2846000000.0,,,-11878000000.0,,-767000000.0,-2105000000.0,-1986000000.0,,,-670000000.0,-6734000000.0,7211000000.0,-538000000.0,,,2118000000.0,363768116.0,,-9.29,8082000000.0,-223000000.0,,31339000000.0,-1312000000.0,,17284000000.0,28469000000.0,,1848000000.0,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,23656000000.0,,,7258000000.0,,,-249000000.0,,363000000.0,330000000.0,,13278000000.0,,5266000000.0,34987000000.0,3041000000.0,7182000000.0,,,,,,,-951000000.0,-951000000.0,,,,,,,,,,,,,,,,,,,,650000000.0,370000000.0,-9000000.0,,,,,,,1133000000.0,-2.62,,247000000.0,6185000000.0,0.0,,,,-109000000.0,,-951000000.0,-499000000.0,,,,,32781000000.0,,,,5097000000.0,,,,,,,,,-147000000.0,7270000000.0,,,,,,,22000000.0,,,,,,,,833000000.0,-1009000000.0,-507000000.0,5971000000.0,,,,,899000000.0,650000000.0,,,,,,650000000.0,1906000000.0,,7390000000.0,,,363000000.0,16738000000.0,,,-610000000.0,,,,-1237000000.0,,-12073000000.0,,,,,,,,,-1561000000.0,,11331000000.0,,,,,,,-3056000000.0,682000000.0,-2.62,10000000.0,,-1340000000.0,6185000000.0,-352000000.0,,,-432000000.0,,,,6675000000.0,2171000000.0,,,-527000000.0,,18841000000.0,28811000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,24412000000.0,,,13790000000.0,,,33000000.0,,363000000.0,-451000000.0,,25685000000.0,,3361000000.0,35396000000.0,2940000000.0,2402000000.0,,,,,,,750000000.0,750000000.0,,,,,,,,,,,,,,,,,,,,683000000.0,501000000.0,4000000.0,,,,,,,1968000000.0,2.07,,312000000.0,745000000.0,0.0,,,,0.0,,750000000.0,-566000000.0,,,,,32529000000.0,,,,5579000000.0,,,,,,,,,-100000000.0,6860000000.0,,,,,,,-131000000.0,,,,,,,,1164000000.0,-799000000.0,2611000000.0,5971000000.0,,,,,650000000.0,683000000.0,,,,,,683000000.0,2867000000.0,,2085000000.0,,,363000000.0,16961000000.0,,,463000000.0,,,,1858000000.0,,-12350000000.0,,,,,,,,,1213000000.0,,10984000000.0,,,,,,,-2305000000.0,15000000.0,2.07,-126000000.0,,1447000000.0,745000000.0,-466000000.0,,,584000000.0,,,,5013000000.0,-1587000000.0,,,647000000.0,,6191000000.0,29311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,24027000000.0,,,13944000000.0,,,293000000.0,,363000000.0,330000000.0,,25081000000.0,,1606000000.0,33677000000.0,3135000000.0,3738000000.0,,,,,,,771000000.0,771000000.0,,,,,,,,,,,,,,,,,,,,976000000.0,539000000.0,-38000000.0,,,,,,,2028000000.0,2.12,,317000000.0,657000000.0,0.0,,,,0.0,,771000000.0,-754000000.0,,,,,29976000000.0,,,,4557000000.0,,,,,,,,,12000000.0,5000000000.0,,,,,,,-38000000.0,,,,,,,,1011000000.0,-737000000.0,2563000000.0,5971000000.0,,,,,683000000.0,976000000.0,,,,,,976000000.0,3701000000.0,,1989000000.0,,,363000000.0,17541000000.0,,,487000000.0,,,,1822000000.0,,-12520000000.0,,,,,,,,,1258000000.0,,9650000000.0,,,,,,,-1533000000.0,1096000000.0,2.12,273000000.0,,1552000000.0,657000000.0,-766000000.0,,,-49000000.0,,,,6301000000.0,85000000.0,,,60000000.0,,4252000000.0,30061000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,-1004000000.0,26089000000.0,1099000000.0,-235000000.0,14398000000.0,,,2914000000.0,3091000000.0,,2426000000.0,-109000000.0,25741000000.0,,1818000000.0,35862000000.0,3091000000.0,2733000000.0,1698000000.0,15000000.0,,-2900000000.0,,,520000000.0,529000000.0,2736000000.0,2047000000.0,,,22959000000.0,,,260000000.0,,,4322000000.0,799000000.0,,14398000000.0,5421000000.0,,608000000.0,,35862000000.0,5421000000.0,462000000.0,5000000.0,,1818000000.0,4866000000.0,,,5421000000.0,1819000000.0,,,337000000.0,1001000000.0,13000000.0,,,,0.0,,529000000.0,-1081000000.0,,,,5421000000.0,31240000000.0,-1000000.0,,,4603000000.0,-660000000.0,4603000000.0,5300000000.0,3804000000.0,19167000000.0,9773000000.0,,2991000000.0,0.0,799000000.0,1001000000.0,1099000000.0,33012000000.0,,,2430000000.0,77000000.0,25741000000.0,,,1213000000.0,363000000.0,,,1160000000.0,-660000000.0,2237000000.0,5986000000.0,-2665000000.0,,,-38000000.0,976000000.0,5421000000.0,3.03,26089000000.0,,,,5421000000.0,4322000000.0,,2047000000.0,,591000000.0,,19167000000.0,-1000000.0,-70000000.0,268000000.0,462000000.0,,,1361000000.0,,-13845000000.0,1090000000.0,,,15945000000.0,,5986000000.0,1001000000.0,4278000000.0,788000000.0,2635000000.0,9773000000.0,7014000000.0,,,-13845000000.0,,-409000000.0,-1004000000.0,3507000000.0,,103000000.0,3847000000.0,1077000000.0,1001000000.0,-1081000000.0,,,488000000.0,363907285.0,,3.02,4970000000.0,3178000000.0,,31240000000.0,-589000000.0,,4866000000.0,33012000000.0,,1819000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,26519000000.0,,,14626000000.0,,,366000000.0,,364000000.0,500000000.0,,24751000000.0,,2370000000.0,36298000000.0,2660000000.0,2202000000.0,,,,,,,631000000.0,631000000.0,,,,,,,,,,,,,,,,,,,,5787000000.0,342000000.0,18000000.0,,,,,,,1779000000.0,1.71,,334000000.0,744000000.0,0.0,,,,,,631000000.0,-737000000.0,,,,,31093000000.0,,,,4684000000.0,,,,,,,,,-6000000.0,990000000.0,,,,,,,120000000.0,,,,,,,,1259000000.0,-729000000.0,2565000000.0,6007000000.0,,,,,5421000000.0,5787000000.0,,,,,,5787000000.0,4905000000.0,,2597000000.0,,,369005848.0,19575000000.0,,,401000000.0,,,,1626000000.0,,-14077000000.0,,21000000.0,,,,,,,1032000000.0,,9779000000.0,,,,,,,-373000000.0,1231000000.0,1.73,-11000000.0,,1306000000.0,744000000.0,-731000000.0,,,-128000000.0,,,,4767000000.0,1377000000.0,,,-82000000.0,,5711000000.0,33652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,26669000000.0,,,17194000000.0,,,-936000000.0,,366000000.0,-613000000.0,,24444000000.0,,2877000000.0,36779000000.0,3250000000.0,3526000000.0,,,,,,,279000000.0,218000000.0,,,,,,,,,,,,,,,,,,,,3771000000.0,444000000.0,-2000000.0,,,,,,,1640000000.0,0.59,,361000000.0,682000000.0,-22000000.0,,,,,,218000000.0,12000000.0,,,,,31576000000.0,,,,4568000000.0,,,,,,,,,19000000.0,1316000000.0,,,,,,,-73000000.0,,,,,,,,1452000000.0,-735000000.0,2226000000.0,6093000000.0,,,,,5787000000.0,5100000000.0,,,,,,5100000000.0,5203000000.0,,2944000000.0,,,369491525.0,19901000000.0,,,156000000.0,,,,1110000000.0,,-14295000000.0,,,,,,,,,435000000.0,,10110000000.0,,,,,,,-155000000.0,-601000000.0,0.6,34000000.0,,774000000.0,682000000.0,-12000000.0,,,-347000000.0,,,,5752000000.0,-1899000000.0,,,-41000000.0,,6503000000.0,34196000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,26854000000.0,,,6736000000.0,,,-366000000.0,,373000000.0,-1297000000.0,,22989000000.0,,2737000000.0,36635000000.0,3441000000.0,1419000000.0,,,,,,,466000000.0,466000000.0,,,,,,,,,,,,,,,,,,,,4485000000.0,491000000.0,64000000.0,,,,,,,1817000000.0,1.19,,434000000.0,1775000000.0,191000000.0,,,,,,466000000.0,-1364000000.0,,,,,30513000000.0,,,,4401000000.0,,,,,,,,,34000000.0,969000000.0,,,,,,,-76000000.0,,,,,,,,1577000000.0,-891000000.0,2599000000.0,6222000000.0,,,,,3771000000.0,4880000000.0,,,,,,4880000000.0,5642000000.0,,2866000000.0,,,391596639.0,20357000000.0,,,214000000.0,,,,1478000000.0,,-14363000000.0,,,,,,,,,680000000.0,,9781000000.0,,,,,,,311000000.0,436000000.0,1.25,-318000000.0,,1022000000.0,1775000000.0,-1733000000.0,,,562000000.0,,,,4018000000.0,-468000000.0,,,73000000.0,,7378000000.0,34720000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,-1878000000.0,24216000000.0,-874000000.0,482000000.0,11110000000.0,,,-524000000.0,2845000000.0,,-1088000000.0,,20190000000.0,,2158000000.0,33696000000.0,2845000000.0,669000000.0,-100000000.0,217000000.0,,-2550000000.0,,,-1433000000.0,-2189000000.0,1132000000.0,2293000000.0,,,12495000000.0,,,-216000000.0,,,3613000000.0,2393000000.0,,11110000000.0,3895000000.0,,-43000000.0,,33696000000.0,3895000000.0,347000000.0,29000000.0,,2158000000.0,9269000000.0,,,3895000000.0,1583000000.0,,,325000000.0,4818000000.0,-141000000.0,,,,,,-2189000000.0,-461000000.0,,,,3895000000.0,30083000000.0,,,,0.0,-783000000.0,0.0,534000000.0,2441000000.0,16928000000.0,9480000000.0,,-1460000000.0,435000000.0,2393000000.0,4818000000.0,-874000000.0,31179000000.0,,,5355000000.0,65000000.0,20190000000.0,,,1454000000.0,371000000.0,,,3357000000.0,-783000000.0,1346000000.0,6274000000.0,-3032000000.0,,,90000000.0,4485000000.0,3895000000.0,-2.36,24216000000.0,,,,3895000000.0,3613000000.0,,2293000000.0,,556000000.0,,16928000000.0,-141000000.0,36000000.0,-814000000.0,347000000.0,,,-1723000000.0,,-14251000000.0,-57000000.0,27000000.0,,3759000000.0,,6274000000.0,4818000000.0,7604000000.0,-2247000000.0,-2498000000.0,9480000000.0,8736000000.0,,,-14251000000.0,,-521000000.0,-1878000000.0,-532000000.0,,79000000.0,-2291000000.0,-2011000000.0,4818000000.0,-556000000.0,,,469000000.0,371000000.0,,-2.36,2015000000.0,-1301000000.0,,30083000000.0,-471000000.0,,9269000000.0,31179000000.0,,1583000000.0,,,,,,,,,,,,,,,,,,,,,,,,
