,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyGrossPPE,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualInterestExpense,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualTaxProvision,annualBasicAverageShares,annualCostOfRevenue,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualOtherNonCashItems,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualInvestingCashFlow,trailingStockBasedCompensation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,trailingSaleOfInvestment,annualChangeInInventory,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,annualBasicEPS,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingCashDividendsPaid,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualGoodwill,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,quarterlyCommonStockIssuance,annualInventory,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualEbitda,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualDilutedEPS,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1175299200,171311000.0,,1115243000.0,0.505,,216403000.0,225472000.0,15445000.0,,-321000.0,,1754600000.0,,,,,,865674000.0,,,,,,,,-56901000.0,,-54152000.0,,,28332000.0,,,,,-14547000.0,,,200576000.0,-102886000.0,,,2269000.0,,,192632000.0,,,,1180700000.0,,,613814000.0,,164780000.0,501429000.0,,30966000.0,1100732000.0,45092000.0,-223000.0,,,1225106000.0,,,45092000.0,,,,,,,10593000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,102164000.0,102164000.0,715000.0,626218000.0,,,203274000.0,,,148435000.0,,35807000.0,-592686000.0,-95324000.0,-53929000.0,357686000.0,256128000.0,,,,85347000.0,,62616000.0,,,1161914000.0,,,421978000.0,,649271000.0,,,94917000.0,,7187000.0,,,,,-1041000.0,,0.53,,,538000.0,,94506000.0,,29373000.0,,11973000.0,,,,,,,,,,,,,,102164000.0,,,,1240660000.0,2341392000.0,,,,,,,,,29265000.0,28332000.0,,,,7246000.0,28332000.0,,,95693000.0,,,,,,,,,,,,,,
1183161600,167660000.0,,1390862000.0,0.475,,216582000.0,218318000.0,-175085000.0,,-797000.0,,1841864000.0,,,,,,911248000.0,,,,,,,,-96825000.0,,-140139000.0,,,12212000.0,,,,,-14178000.0,,,200639000.0,-132428000.0,,,-1218000.0,,,186858000.0,,,,1261085000.0,,,810460000.0,,148939000.0,580402000.0,,48490000.0,1226553000.0,48922000.0,61000.0,,,1184155000.0,,,48922000.0,,,,,,,31493000.0,,,,,,,,,0.0,,-7988000.0,,,,,,,,,,93942000.0,93942000.0,-11523000.0,726236000.0,,,197562000.0,,,-50267000.0,,37555000.0,-592686000.0,174286000.0,-101981000.0,554250000.0,256210000.0,,,,26365000.0,,54997000.0,,,1249178000.0,,,442124000.0,,694666000.0,,,120020000.0,,8959000.0,,,,,-16120000.0,,0.505,,,540000.0,,-152248000.0,,28332000.0,,14110000.0,,,,,,,,,,,,,,93942000.0,,,,1349333000.0,2575886000.0,,,,,,,,,32979000.0,12212000.0,,,,7198000.0,12212000.0,,,215699000.0,,,,,,,,,,,,,,
1191110400,173927000.0,,2014366000.0,0.53,,228451000.0,325564000.0,114295000.0,,-561000.0,,1950890000.0,,,,,,1156593000.0,,,,,,,,35212000.0,,-473173000.0,,,10811000.0,,,,,-13839000.0,,,207779000.0,-197869000.0,,,1817000.0,,,179482000.0,,,,1348576000.0,,,1341588000.0,,159927000.0,672778000.0,,200637000.0,1290146000.0,54524000.0,169000.0,,,1079959000.0,,,54524000.0,,,,,,,27264000.0,,,,,,,,,0.0,,-2603000.0,,,,,,,,,,100591000.0,100591000.0,602000.0,744534000.0,,,189858000.0,,,250199000.0,,47636000.0,-592686000.0,221573000.0,-99935000.0,1048786000.0,292802000.0,,,,31739000.0,,59336000.0,,,1358204000.0,,,491457000.0,,928142000.0,,,162792000.0,,4114000.0,,,,,-1401000.0,,0.56,,,541000.0,,150264000.0,,12212000.0,,198678000.0,,,,,,,,,,,,,,100591000.0,,,,1805155000.0,3095301000.0,,,,,,,,,33852000.0,10811000.0,,,,14602000.0,10811000.0,,,152683000.0,,,,,,,,,,,,,,
1199059200,178256000.0,-533654000.0,2979219000.0,,,254258000.0,378849000.0,-76684000.0,,14321000.0,,2369007000.0,204645000.0,,,224540000.0,,1451034000.0,394566000.0,,28486000.0,-395198000.0,55416000.0,,196804000.0,-1063000.0,1696229000.0,-579165000.0,,,28486000.0,,,145597000.0,-17857000.0,-13078000.0,12642000.0,394566000.0,220296000.0,-100471000.0,,2074693000.0,1855000.0,-716910000.0,,,,-122029000.0,2979219000.0,1432196000.0,29446000.0,,2074693000.0,33005000.0,156593000.0,904526000.0,,510983000.0,1696229000.0,76002000.0,217000.0,,,1529196000.0,1432196000.0,-55642000.0,76002000.0,1734683000.0,29373000.0,235672000.0,186322000.0,3468855000.0,394566000.0,38795000.0,4519453000.0,,295162000.0,2823224000.0,38795000.0,,,224540000.0,38540000.0,,-7266000.0,,4723000.0,,301470000.0,,,1529196000.0,-1246629000.0,,97870000.0,97870000.0,4705000.0,904398000.0,,-119577000.0,,138136000.0,2.12,79836000.0,-3584000.0,145597000.0,-716910000.0,517004000.0,-139353000.0,1734683000.0,301470000.0,714123000.0,,,25870000.0,,58723000.0,510983000.0,542000.0,1652097000.0,,,714123000.0,904526000.0,1196776000.0,,1652097000.0,204645000.0,514547000.0,9186000.0,904398000.0,428203000.0,,,17675000.0,915694000.0,,829290000.0,,542000.0,,-59517000.0,,10811000.0,38540000.0,514547000.0,21000.0,25870000.0,,28486000.0,4384549000.0,2.01,224000.0,-887000.0,,630238000.0,,817539000.0,,97870000.0,,28486000.0,,2823224000.0,4519453000.0,-5500000.0,,,,691154000.0,21000.0,,,42040000.0,28486000.0,,,2369007000.0,26368000.0,28486000.0,,378849000.0,295162000.0,,,,,,,,,,,,,,
1206921600,251932000.0,,3194042000.0,0.72,,347309000.0,494701000.0,14382000.0,,-973000.0,,2437186000.0,,,,,,1902205000.0,,,,,,,,9575000.0,,-112808000.0,,,58889000.0,,,,,-14274000.0,,,305144000.0,-46128000.0,,,3929000.0,,,189039000.0,,,,1555860000.0,,,2184062000.0,,229931000.0,1009980000.0,,518759000.0,1927542000.0,95377000.0,1329000.0,,,1616057000.0,,,83847000.0,,,,,,,62522000.0,,,,,,,,,39705000.0,,-1946000.0,,,,,,,,,,142557000.0,142557000.0,7806000.0,894759000.0,,,199317000.0,,,213596000.0,,166599000.0,-716910000.0,-70385000.0,-93764000.0,1805435000.0,338922000.0,,,,98479000.0,,87374000.0,,,1720276000.0,,,899916000.0,,1554896000.0,,,204323000.0,,7177000.0,,,,,30403000.0,,0.75,,,543000.0,,119832000.0,,28486000.0,,488436000.0,,,,,,,,,,,,,,142557000.0,,,,2894070000.0,4821612000.0,,,-20373000.0,,,-1761000.0,,,53212000.0,58889000.0,,,,29807000.0,58889000.0,,,212477000.0,,,,,,,,,,,,,,
1214784000,358081000.0,,4043733000.0,1.05,,479655000.0,772272000.0,-199206000.0,249665000.0,-6872000.0,,2633313000.0,,,,,,2403939000.0,,,,,,,,-227270000.0,,-369559000.0,,,115405000.0,,,,,-18884000.0,,,405663000.0,0.0,,,791000.0,,,190351000.0,2754000.0,,,1746544000.0,,-271158000.0,2648224000.0,,339507000.0,1395509000.0,,789580000.0,2627538000.0,121574000.0,2824000.0,,,1987552000.0,,,113454000.0,,,,,,,67566000.0,,-401941000.0,,,,,,,44003000.0,,-5568000.0,,,,,,,,,,210494000.0,210494000.0,16901000.0,1201640000.0,,,200345000.0,,,55291000.0,,73419000.0,-716910000.0,370784000.0,-101225000.0,2269785000.0,334436000.0,,,,63728000.0,,129013000.0,,,1916403000.0,,,1234610000.0,,1924284000.0,,,292701000.0,,10277000.0,,,,,56516000.0,,1.11,,,544000.0,,-45934000.0,,58889000.0,,636649000.0,,,,,,,,,,,,,,210494000.0,,,,3416051000.0,6043589000.0,,-211411000.0,0.0,,,5011000.0,,,47582000.0,115405000.0,,,,35475000.0,115405000.0,,,266808000.0,,,,,,,,,,,,,,
1222732800,336182000.0,,4306546000.0,0.98,,445206000.0,652795000.0,-169040000.0,-133911000.0,-2047000.0,,2714405000.0,,,,,,2563943000.0,,,,,,,,-135430000.0,,-84856000.0,,,22135000.0,,,,,-19819000.0,,,391541000.0,-439166000.0,,,-3365000.0,,,195347000.0,3293000.0,,,1921240000.0,,0.0,2631836000.0,,307078000.0,1674710000.0,,781555000.0,2575775000.0,109024000.0,-1753000.0,,,1739394000.0,,,98259000.0,,,,,,,61977000.0,,-814665000.0,,,,,,,63027000.0,,-28000.0,,,,,,,,,,193008000.0,193008000.0,8342000.0,1356992000.0,,,196859000.0,,,77235000.0,,74517000.0,-716910000.0,-85649000.0,-115636000.0,2235784000.0,333025000.0,,,,31614000.0,,114070000.0,,,1997495000.0,,,1122648000.0,,2118737000.0,,,350098000.0,,2029000.0,,,,,-93270000.0,,0.99,,,544000.0,,-38401000.0,,115405000.0,,625537000.0,,,,,,,,,,,,,,193008000.0,,,,3479104000.0,6054879000.0,,89664000.0,0.0,,,,32533000.0,,55359000.0,22135000.0,,,,37446000.0,22135000.0,,,640203000.0,,,,,,,,,,,,,,
1230681600,-90955000.0,-501777000.0,3621264000.0,,,-40911000.0,263393000.0,419759000.0,,34938000.0,,2985839000.0,272258000.0,,,376019000.0,4107000.0,1210434000.0,463386000.0,,16233000.0,-412497000.0,144574000.0,310985000.0,194586000.0,334458000.0,1709915000.0,-102011000.0,,,16233000.0,,,85581000.0,-7544000.0,-18311000.0,25045000.0,463386000.0,-5209000.0,-16484000.0,,2650283000.0,-12587000.0,-912982000.0,-88451000.0,,,65894000.0,3621264000.0,1820385000.0,18422000.0,,2650283000.0,362804000.0,-132702000.0,970981000.0,,770438000.0,1709915000.0,50044000.0,-139000.0,,,1623886000.0,1820385000.0,-71288000.0,-27871000.0,2219161000.0,28486000.0,280427000.0,189140000.0,6849262000.0,463386000.0,57632000.0,5253577000.0,,431223000.0,3543662000.0,57632000.0,,,267688000.0,65626000.0,,7544000.0,-271159000.0,-2611000.0,4107000.0,365496000.0,32758000.0,,1623886000.0,-669234000.0,,-82673000.0,-82673000.0,99000.0,1023235000.0,,-18667000.0,,208752000.0,2.45,429178000.0,-20373000.0,85581000.0,-912982000.0,-333069000.0,-101872000.0,2219161000.0,365496000.0,502932000.0,,,0.0,,-50029000.0,770438000.0,545000.0,2072857000.0,14278000.0,,502932000.0,970981000.0,1251345000.0,,2072857000.0,272258000.0,614786000.0,-1061000.0,1023235000.0,775301000.0,,,-5902000.0,1231259000.0,,1097139000.0,-2409577000.0,545000.0,,327306000.0,,22135000.0,65626000.0,614786000.0,-1411000.0,366000000.0,,16233000.0,8080521000.0,2.38,2037000.0,-12253000.0,,743813000.0,,-118320000.0,,-82673000.0,,16233000.0,,3543662000.0,5253577000.0,33147000.0,,0.0,,855240000.0,-1411000.0,0.0,,52599000.0,16233000.0,,,2985839000.0,41846000.0,16233000.0,,263393000.0,431223000.0,,,,,,,,,,,,,,
1238457600,-113603000.0,,3387135000.0,-0.48,,-40627000.0,243914000.0,231504000.0,-34054000.0,7695000.0,,,,,,,,814650000.0,,,,,,,,193097000.0,,-77561000.0,,,16067000.0,,,,,-18182000.0,,,-55892000.0,-2058000.0,,,-1912000.0,,,182000000.0,8579000.0,,,1714310000.0,,,2657485000.0,,-149106000.0,729650000.0,,812161000.0,1366811000.0,72976000.0,-3223000.0,,,1538944000.0,,,57320000.0,,,,,,,35725000.0,,-359119000.0,,,,,,,65759000.0,,5000000.0,,,,,,,,,,-87862000.0,-89774000.0,748000.0,833074000.0,,,182000000.0,,,214695000.0,,86961000.0,,-137300000.0,-74338000.0,2218014000.0,373712000.0,,,,0.0,,-59332000.0,,,2108657000.0,,,361839000.0,,855277000.0,,,189286000.0,,0.0,,,,,-166000.0,,-0.48,,,545000.0,,140357000.0,,16233000.0,,551489000.0,,,,,,,,,,,,,,-87862000.0,,,,3559268000.0,4926079000.0,,141093000.0,,,,-1073000.0,0.0,,56963000.0,16067000.0,,,,36251000.0,16067000.0,,,296450000.0,,,,,,,,,,,,,,
1246320000,6284000.0,,2957329000.0,-0.08,,68837000.0,227446000.0,21787000.0,-13793000.0,5797000.0,,,,,,,2702000.0,792158000.0,,,,,,,,95296000.0,,-80456000.0,,,18217000.0,,,,,-18213000.0,,,63263000.0,0.0,,,-530000.0,,,189848000.0,3313000.0,,,1682208000.0,,0.0,2468940000.0,,-31545000.0,488389000.0,,780321000.0,1301531000.0,62553000.0,-7290000.0,,,1910530000.0,,,48559000.0,,,,,,,22017000.0,,-841781000.0,,,,,,,67095000.0,,-13298000.0,,,,,,,,,,-15991000.0,-16521000.0,-786000.0,738470000.0,,,189848000.0,,,71666000.0,,98406000.0,,10940000.0,-73166000.0,2029892000.0,371953000.0,,,,0.0,,-15024000.0,,,2144360000.0,,,364736000.0,,723321000.0,,,108737000.0,,412547000.0,,,,,2150000.0,,-0.08,,,626000.0,,-1500000.0,,16067000.0,,557194000.0,,,,,,,,,,,,,,-15991000.0,,,,3580281000.0,4881812000.0,,-5297000.0,0.0,,,0.0,,,57765000.0,18217000.0,,,,37043000.0,18217000.0,,,115049000.0,,,,,,,,,,,,,,
1254268800,148448000.0,,3120881000.0,0.3,,216693000.0,359207000.0,5085000.0,130610000.0,8341000.0,,,,,,,5080000.0,1172196000.0,,,,,,,,-96062000.0,,-126486000.0,,,8094000.0,,,,,-16110000.0,,,202530000.0,0.0,,,-288000.0,,,215218000.0,2887000.0,,,1735060000.0,,0.0,2481994000.0,,116095000.0,638887000.0,,759983000.0,1468776000.0,68245000.0,-2857000.0,,,1971934000.0,,,56584000.0,,,,,,,14820000.0,,-251219000.0,,,,,,,68411000.0,,-221000.0,,,,,,,,,,69018000.0,68730000.0,2167000.0,835079000.0,,,234080000.0,,,136682000.0,,119880000.0,,-20319000.0,-95662000.0,2051063000.0,362520000.0,,,,0.0,,47365000.0,,,2214998000.0,,,480397000.0,,955503000.0,,,154950000.0,,6645000.0,,,,,-10123000.0,,0.32,,,628000.0,,41020000.0,,18217000.0,,545327000.0,,,,,,,,,,,,,,69018000.0,,,,3640188000.0,5108964000.0,,-117442000.0,-27967000.0,,,0.0,0.0,,51915000.0,8094000.0,,,,34520000.0,8094000.0,,,86145000.0,,,,,,,,,,,,,,
1262217600,81382000.0,0.0,3126607000.0,,,154173000.0,262285000.0,-134251000.0,-91623000.0,70763000.0,,3283068000.0,159430000.0,,,276565000.0,5664000.0,1179802000.0,-11019000.0,,9008000.0,-330052000.0,141360000.0,72159000.0,200704000.0,-17148000.0,1456803000.0,-89442000.0,,,9008000.0,,,127250000.0,5000000.0,-16167000.0,92596000.0,-8184000.0,134648000.0,0.0,,2531046000.0,-105000.0,-1029018000.0,-8860000.0,,2810000.0,124125000.0,3126607000.0,1745511000.0,420930000.0,0.0,2531046000.0,115504000.0,46319000.0,595561000.0,,758259000.0,1456803000.0,72791000.0,-2556000.0,,,1988268000.0,1745511000.0,-68672000.0,60592000.0,2054572000.0,16233000.0,-7218000.0,200704000.0,3559730000.0,-8184000.0,9856000.0,5129872000.0,-252863000.0,168182000.0,3673069000.0,9856000.0,,,223013000.0,60006000.0,,13972000.0,0.0,-2835000.0,5664000.0,416468000.0,0.0,,1988268000.0,-373945000.0,,26651000.0,26546000.0,-1517000.0,852831000.0,,175183000.0,,221426000.0,-0.04,22513000.0,-27967000.0,127250000.0,-1029018000.0,67843000.0,-86886000.0,2054572000.0,416468000.0,426592000.0,,,0.0,,19773000.0,758259000.0,629000.0,2254050000.0,17589000.0,,426592000.0,595561000.0,1025629000.0,,2254050000.0,159430000.0,533510000.0,3796000.0,852831000.0,445556000.0,,,914000.0,399076000.0,,344549000.0,-1704529000.0,629000.0,,-64373000.0,,8094000.0,60006000.0,533510000.0,0.0,0.0,,9008000.0,3958806000.0,-0.04,-15926000.0,-7225000.0,,-18237000.0,,-78836000.0,,26651000.0,,9008000.0,,3673069000.0,5129872000.0,612000.0,53805000.0,0.0,,122511000.0,0.0,0.0,,54783000.0,9008000.0,,,3283068000.0,33546000.0,9008000.0,,262285000.0,168182000.0,,,,,,,,,,,,,,
1269993600,141741000.0,,3524227000.0,0.29,,210482000.0,390312000.0,-59112000.0,118217000.0,8468000.0,,,,,,,30723000.0,1555790000.0,,,,,,,,-48058000.0,,-30180000.0,,,225506000.0,,,,,-16200000.0,,,191650000.0,,,,-1580000.0,,,216284000.0,2769000.0,,,1794247000.0,,,2884216000.0,,97863000.0,640011000.0,,756624000.0,1934753000.0,68741000.0,504000.0,,,2044478000.0,,,57160000.0,,,,,,,12091000.0,,-357868000.0,,,,,,,60957000.0,,0.0,,,,,,,,,,64969000.0,63389000.0,-6363000.0,900889000.0,,,234659000.0,,,72742000.0,,128125000.0,,173936000.0,-30684000.0,2399864000.0,423395000.0,,,,0.0,,34474000.0,,,2240375000.0,,,649732000.0,,1345308000.0,,,212643000.0,,3454000.0,,,,,216498000.0,,0.3,,,630000.0,,42058000.0,,9008000.0,,522245000.0,,,,,,,,,,,,,,64969000.0,,,,3647369000.0,5582122000.0,,-223140000.0,,,,,,,56272000.0,225506000.0,,,,37515000.0,225506000.0,,,6333000.0,,,,,,,,,,,,,,
1277856000,116635000.0,,3448206000.0,0.22,,191984000.0,363336000.0,-97140000.0,-22707000.0,10417000.0,,,,,,,2008000.0,1632799000.0,,,,,,,,-117013000.0,,-39983000.0,,,191593000.0,,,,,-16233000.0,,,175554000.0,,,,3329000.0,,,216635000.0,3329000.0,,,1827194000.0,,,2893908000.0,,76708000.0,554298000.0,,753355000.0,1910116000.0,75349000.0,977000.0,,,2083981000.0,,,63784000.0,,,,,,,14844000.0,,-4476000.0,,,,,,,61594000.0,,2442000.0,,,,,,,,,,49207000.0,46797000.0,3521000.0,1017874000.0,,,234600000.0,,,19351000.0,,133405000.0,,-13281000.0,-40960000.0,2401679000.0,430635000.0,,,,0.0,,29911000.0,,,2237927000.0,,,628308000.0,,1440815000.0,,,182613000.0,,2984000.0,,,,,-33913000.0,,0.23,,,631000.0,,-21609000.0,,225506000.0,,511002000.0,,,,,,,,,,,,,,49207000.0,,,,3635689000.0,5545805000.0,,21423000.0,,,,,,,55398000.0,191593000.0,,,,43448000.0,191593000.0,,,6341000.0,,,,,,,,,,,,,,
1285804800,69000000.0,,3506783000.0,0.09,,139532000.0,366331000.0,10602000.0,-12446000.0,2735000.0,,,,,,,5431000.0,1584164000.0,,,,,,,,9715000.0,,-23288000.0,,,270118000.0,,,,,-16260000.0,,,132493000.0,,,,3626000.0,,,216881000.0,3626000.0,,,1829659000.0,,,2911331000.0,,30929000.0,595452000.0,,753355000.0,2010022000.0,70532000.0,936000.0,,,2091639000.0,,,59241000.0,,,,,,,21451000.0,,-146000.0,,,,,,,62145000.0,,1805000.0,,,,,,,,,,18741000.0,15355000.0,6215000.0,1008309000.0,,,234543000.0,,,89420000.0,,132956000.0,,12393000.0,-24224000.0,2409438000.0,439748000.0,,,,0.0,,15574000.0,,,2214105000.0,,,654945000.0,,1444632000.0,,,215252000.0,,1566000.0,,,,,78525000.0,,0.09,,,632000.0,,65196000.0,,191593000.0,,500021000.0,,,,,,,,,,,,,,18741000.0,,,,3600437000.0,5610459000.0,,-26820000.0,,,,,,,57278000.0,270118000.0,,,,44286000.0,270118000.0,,,8438000.0,,,,,,,,,,,,,,
1293753600,59626000.0,,3458805000.0,,,133668000.0,335031000.0,-114145000.0,-11895000.0,24477000.0,,3406626000.0,136514000.0,,,298108000.0,5227000.0,1528134000.0,129599000.0,,186513000.0,-133394000.0,170229000.0,-196556000.0,234717000.0,-105754000.0,2000003000.0,-55627000.0,,,186513000.0,,,135683000.0,-1359000.0,-16276000.0,46097000.0,140709000.0,108689000.0,,,2897488000.0,4964000.0,-1193293000.0,71169000.0,,4964000.0,-259795000.0,3458805000.0,1821133000.0,14014000.0,,2897488000.0,35913000.0,7959000.0,561317000.0,,751675000.0,2000003000.0,74042000.0,-18101000.0,,,2092870000.0,1821133000.0,-64969000.0,62893000.0,2377897000.0,9008000.0,83860000.0,216760000.0,5625221000.0,140709000.0,19243000.0,5589934000.0,8989000.0,8924000.0,3589931000.0,19243000.0,,,252522000.0,62159000.0,,932000.0,,27493000.0,5227000.0,457432000.0,,,2092870000.0,-149078000.0,,7792000.0,4058000.0,-6687000.0,1114063000.0,,-261110000.0,,224698000.0,0.65,-12206000.0,0.0,135683000.0,-1193293000.0,-15772000.0,-37526000.0,2377897000.0,457432000.0,584068000.0,,,0.0,,3901000.0,751675000.0,633000.0,2213333000.0,14688000.0,,584068000.0,561317000.0,1394466000.0,,2213333000.0,136514000.0,489240000.0,,1114063000.0,169307000.0,,,-83605000.0,675666000.0,,608386000.0,-346963000.0,633000.0,,-49732000.0,,270118000.0,62159000.0,489240000.0,,0.0,,186513000.0,6300887000.0,0.64,-15684000.0,177505000.0,,213459000.0,,157276000.0,,7792000.0,,186513000.0,,3589931000.0,5589934000.0,6130000.0,31981000.0,0.0,,377558000.0,,,,55750000.0,186513000.0,,,3406626000.0,44980000.0,186513000.0,,335031000.0,8924000.0,,,,,,,,,,,,,,
1301529600,205326000.0,,3599911000.0,0.46,,295754000.0,453414000.0,-171641000.0,94175000.0,12935000.0,,,,,,,19640000.0,2015969000.0,,,,,,,,-72107000.0,,-19836000.0,,,160810000.0,,,,,-16318000.0,,,264639000.0,,,,104230000.0,,,217992000.0,3710000.0,,,1905207000.0,,,2910267000.0,,166547000.0,689644000.0,,750029000.0,2277120000.0,90428000.0,-1143000.0,,,2190691000.0,,,80344000.0,,,,,,,18913000.0,,-7325000.0,,,,,,,62944000.0,,417000.0,,,,,,,,,,105903000.0,104230000.0,4567000.0,1186168000.0,,,236224000.0,,,3937000.0,,133278000.0,,-9804000.0,-18693000.0,2378280000.0,469043000.0,,,,0.0,,62317000.0,,,2187698000.0,,,828514000.0,,1720215000.0,,,199211000.0,,8296000.0,,,,,-25703000.0,,0.49,,,635000.0,,-14756000.0,,186513000.0,,479480000.0,,,,,,,,,,,,,,105903000.0,,,,3550485000.0,5827605000.0,,-261748000.0,,,,,,,54746000.0,160810000.0,,,,43346000.0,160810000.0,,,1216000.0,,,,,,,,,,,,,,
