,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDebt,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,quarterlyPretaxIncome,quarterlyNetPPE,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,annualInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualFreeCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualChangeInInventory,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingPretaxIncome,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualInvestingCashFlow,quarterlyInventory,annualRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicEPS,trailingStockBasedCompensation,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,annualDilutedAverageShares,quarterlyEndCashPosition,annualEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualAccountsPayable,annualEbitda,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
765072000,,,18600000.0,,,56800000.0,,,,,,,,,,,,168445189.0,,,,,,910000000.0,,0.0,131700000.0,167800000.0,,,,118200000.0,,4600000.0,,,,,89800000.0,,,,,8900000.0,,,,,78000000.0,,-10200000.0,703400000.0,,779900000.0,2100000.0,,,,,300000.0,,49600000.0,,,-19300000.0,,,-0.11339,,,,36300000.0,1578800000.0,,,495700000.0,,990900000.0,677400000.0,,88300000.0,-23700000.0,,-27000000.0,-875400000.0,,,,267600000.0,,294400000.0,,,,,,,,,1857800000.0,,509600000.0,,,,40500000.0,176900000.0,,,,,,,452100000.0,,,480500000.0,,168445189.0,-19100000.0,-19100000.0,,,,,,-52000000.0,,,7600000.0,,,-19100000.0,,,-20900000.0,,0.0,,,,,-0.11339,-12200000.0,,,,,,,,28200000.0,,,70300000.0,,7800000.0,70300000.0,69600000.0,,,-6900000.0,,64600000.0,,,,866900000.0,,,,,947800000.0,,163500000.0,,,,,,,,,,,,,,,,,,,,,,
772934400,160000000.0,,-10700000.0,1018400000.0,,55400000.0,,37800000.0,,125600000.0,,,47700000.0,,-34000000.0,,,,-904500000.0,,356900000.0,1621800000.0,,966400000.0,,0.0,181100000.0,190900000.0,,-78400000.0,,145400000.0,296300000.0,-19900000.0,,-99900000.0,,,117600000.0,,55400000.0,1940300000.0,60300000.0,29300000.0,,27000000.0,,-7300000.0,73300000.0,636000000.0,70500000.0,717300000.0,,806200000.0,5400000.0,492900000.0,,,894400000.0,55200000.0,70500000.0,45500000.0,,,1700000.0,946400000.0,8100000.0,,159300000.0,,,29500000.0,1621800000.0,11200000.0,470000000.0,504400000.0,,1018400000.0,699300000.0,,100400000.0,-34600000.0,52200000.0,-55800000.0,-904500000.0,257300000.0,-47400000.0,112500000.0,257300000.0,166312193.0,296300000.0,,,,47700000.0,,1912800000.0,,,1912800000.0,,508400000.0,,,,11300000.0,176600000.0,,966400000.0,55300000.0,,,,442000000.0,9100000.0,-120300000.0,492900000.0,806200000.0,,40900000.0,41200000.0,0.28681,,,,113100000.0,33100000.0,2576300000.0,,8100000.0,,,40900000.0,-217900000.0,,-35000000.0,166312193.0,0.0,0.0,,504400000.0,717300000.0,,-11900000.0,,,166000000.0,,-15800000.0,,51500000.0,27800000.0,259200000.0,442000000.0,81600000.0,,8200000.0,81600000.0,27000000.0,181100000.0,279100000.0,-400000.0,176600000.0,65800000.0,,,51500000.0,894400000.0,,81600000.0,81600000.0,-39900000.0,946400000.0,0.28681,125600000.0,,,,,,,,,,,,,,,,,,,,,,
780883200,,,-4300000.0,,,53500000.0,,,,,,,,,,,,167608503.0,,,,,,1008200000.0,,81600000.0,166600000.0,191400000.0,,,,110900000.0,,-67400000.0,,,,,81500000.0,,,,,29700000.0,,,,,109900000.0,,73300000.0,750900000.0,,837600000.0,700000.0,,,,,300000.0,,80500000.0,,,1200000.0,,,0.26013,,,,-34200000.0,1681700000.0,,,525200000.0,,1024100000.0,712500000.0,,38000000.0,-27600000.0,,7100000.0,-930800000.0,,,,252900000.0,,304600000.0,,,,,,,,,1976200000.0,,521100000.0,,,,-47700000.0,181300000.0,,,,,,,442800000.0,,,514300000.0,,167608503.0,43600000.0,43600000.0,,,,,,200000.0,,,8600000.0,,,43600000.0,,,-93400000.0,,0.0,,,,,0.26013,-12200000.0,,,,,,,,29400000.0,,,33900000.0,,7200000.0,33900000.0,54000000.0,,,0.0,,10400000.0,,,,952100000.0,,,,,968000000.0,,201200000.0,,,,,,,,,,,,,,,,,,,,,,
788832000,,,-27400000.0,,,54100000.0,,,,,,,,,,,,166538352.0,,,,,,1047900000.0,,0.0,170900000.0,195400000.0,,,,121300000.0,,-34800000.0,,,,,91200000.0,,,,,25600000.0,,,,,104200000.0,,66700000.0,751100000.0,,866400000.0,6300000.0,,,,,200000.0,,74100000.0,,,-4000000.0,,,0.24679,,,,-27300000.0,1701300000.0,,,552800000.0,,1059200000.0,738200000.0,,38400000.0,-31900000.0,,30800000.0,-950200000.0,,,,252800000.0,,286100000.0,,,,,,,,,2044600000.0,,542800000.0,,,,9700000.0,186200000.0,,,,,,,443900000.0,,,552600000.0,,166538352.0,41100000.0,41100000.0,,,,,,100000.0,,,4900000.0,,,41100000.0,,,-59400000.0,,0.0,,,,,0.24679,-12400000.0,,,,,,,,30100000.0,,,43600000.0,,7700000.0,43600000.0,95800000.0,,,0.0,,6500000.0,,,,985400000.0,,,,,996700000.0,,234300000.0,,,,,,,,,,,,,,,,,,,,,,
796608000,,,-3700000.0,,,60500000.0,,,,,,,,,,,,167458644.0,,,,,,1125300000.0,,0.0,200900000.0,243500000.0,,,,129700000.0,,-14800000.0,,,,,98900000.0,,,,,38900000.0,,,,,144600000.0,,104800000.0,788900000.0,,920000000.0,200000.0,,,,,900000.0,,113800000.0,,,-3200000.0,,,0.39353,,,,-32300000.0,1777400000.0,,,622300000.0,,1175000000.0,879700000.0,,63200000.0,-42300000.0,,-6700000.0,-988500000.0,,,,250900000.0,,313700000.0,,,,,,,,,2198700000.0,,636200000.0,,,,900000.0,196700000.0,,,,,,,451100000.0,,,576100000.0,,167458644.0,65900000.0,65900000.0,,,,,,-1200000.0,,,3500000.0,,,65900000.0,,,-56100000.0,,0.0,,,,,0.39353,-12300000.0,,,,,,,,30800000.0,,,44500000.0,,7800000.0,44500000.0,107700000.0,,,0.0,,20900000.0,,,,1023700000.0,,,,,1073400000.0,,234800000.0,,,,,,,,,,,,,,,,,,,,,,
804470400,81600000.0,,-50400000.0,1246400000.0,,71700000.0,,30900000.0,,130700000.0,,,218200000.0,,-4300000.0,,,,-996900000.0,,384600000.0,1812700000.0,,1191500000.0,,0.0,227500000.0,255700000.0,,-17800000.0,,142600000.0,327700000.0,-8200000.0,,-152000000.0,,,113000000.0,,71700000.0,2328400000.0,130200000.0,35900000.0,,97400000.0,,0.0,142700000.0,886000000.0,103500000.0,815800000.0,,974500000.0,4300000.0,625900000.0,,,1055800000.0,,-93700000.0,113100000.0,,,1700000.0,1110700000.0,23500000.0,,88100000.0,,,100000.0,1812700000.0,-85800000.0,504500000.0,652600000.0,,1246400000.0,884000000.0,,100500000.0,-50200000.0,218200000.0,-26300000.0,-996900000.0,237200000.0,-50000000.0,348400000.0,237200000.0,165861486.0,327700000.0,,,,218200000.0,,2302200000.0,,,2302200000.0,,628300000.0,,,,19300000.0,197400000.0,,1191500000.0,,,,,458100000.0,11500000.0,-264200000.0,625900000.0,974500000.0,,67600000.0,67600000.0,1.315556,,,,119900000.0,-1300000.0,3214400000.0,,23500000.0,,,67600000.0,4900000.0,,-55300000.0,165861486.0,0.0,0.0,,652600000.0,815800000.0,,-13100000.0,,,381500000.0,,-2200000.0,,109300000.0,29600000.0,240100000.0,458100000.0,63800000.0,,8200000.0,63800000.0,97400000.0,227500000.0,501400000.0,0.0,197400000.0,50300000.0,,,109300000.0,1055800000.0,,63800000.0,63800000.0,-125200000.0,1110700000.0,1.315556,130700000.0,,,,,,,,,,,,,,,,,,,,,,
812419200,,,-21600000.0,,,79600000.0,,,-100000.0,,,,,,,,,168739160.0,,,,,,1233500000.0,,63800000.0,194600000.0,228200000.0,,,,132400000.0,,-17400000.0,,,,,97700000.0,,,,,33700000.0,,,,,130500000.0,,91100000.0,822400000.0,,1018500000.0,,,,,,100000.0,,95800000.0,,,-5900000.0,,,0.34017,,,,-43200000.0,1836900000.0,,,639600000.0,,1250000000.0,839100000.0,,42200000.0,-44700000.0,,-1000000.0,-1014500000.0,,,,236800000.0,,336100000.0,,,,,,,,,2317100000.0,,610900000.0,,,,-16800000.0,187100000.0,,,,,,,444000000.0,,,649500000.0,,168739160.0,57400000.0,57400000.0,,,,,,3300000.0,,,20100000.0,,,57400000.0,,,-57800000.0,,0.0,,,,,0.34017,-13300000.0,,,,,,,,34700000.0,,,47000000.0,,8000000.0,47000000.0,108900000.0,,,-100000.0,,-2500000.0,,,,1067100000.0,,,,,1083600000.0,,244700000.0,,,,,,,,,,,,,,,,,,,,,,
820368000,,,-6800000.0,,,80500000.0,,,,,,,,,,,,164917541.0,,,,,,1273500000.0,,0.0,185400000.0,216900000.0,,,,135200000.0,,900000.0,,,,,101200000.0,,,,,28400000.0,,,,,115700000.0,,76800000.0,841600000.0,,1053600000.0,,,,,,-200000.0,,81700000.0,,,-2700000.0,,,0.29348,,,,-12600000.0,1871400000.0,,,622600000.0,,1253900000.0,824400000.0,,68500000.0,-55900000.0,,10100000.0,-1029800000.0,,,,234600000.0,,309600000.0,,,,,,,,,2340200000.0,,607500000.0,,,,26700000.0,190900000.0,,,,,,,444100000.0,,,655000000.0,,164917541.0,48400000.0,48400000.0,,,,,,2400000.0,,,18600000.0,,,48400000.0,,,-51700000.0,,0.0,,,,,0.29348,-13400000.0,,,,,,,,34000000.0,,,73800000.0,,7200000.0,73800000.0,127600000.0,,,200000.0,,12600000.0,,,,1086300000.0,,,,,1066700000.0,,244700000.0,,,,,,,,,,,,,,,,,,,,,,
828230400,,,10800000.0,,,79100000.0,,,,,,,,,,,,167093872.0,,,,,,1325400000.0,,0.0,196900000.0,257800000.0,,,,140800000.0,,-153700000.0,,,,,106500000.0,,,,,40600000.0,,,,,151300000.0,,109700000.0,920400000.0,,1109400000.0,,,,,,,,117000000.0,,,-200000.0,,,0.41354,,,,-5400000.0,1965400000.0,,,714800000.0,,1328400000.0,931400000.0,,98700000.0,-46600000.0,,91800000.0,-1045000000.0,,,,302600000.0,,346100000.0,,,,,,,,,2583600000.0,,673600000.0,,,,-9800000.0,210300000.0,,,,,,,543400000.0,,,663700000.0,,167093872.0,69100000.0,69100000.0,,,,,,1200000.0,,,30500000.0,,,69100000.0,,,-199500000.0,,0.0,,,,,0.41354,-13300000.0,,,,,,,,34300000.0,,,63900000.0,,8400000.0,63900000.0,171800000.0,,,1000000.0,,52100000.0,,,,1255200000.0,,,,,1258200000.0,,334800000.0,,,,,,,,,,,,,,,,,,,,,,
836092800,63800000.0,,2600000.0,1402100000.0,,92300000.0,,36700000.0,,173000000.0,,,239700000.0,,-3700000.0,,,,-1056500000.0,,425400000.0,2048300000.0,,1384000000.0,,0.0,236900000.0,268700000.0,,100000.0,,158400000.0,356200000.0,167400000.0,,-567300000.0,,,120000000.0,,92300000.0,2614900000.0,134800000.0,32100000.0,,173800000.0,,0.0,148700000.0,971500000.0,96900000.0,991800000.0,,1160800000.0,4000000.0,707200000.0,,,1485000000.0,,-44600000.0,110300000.0,,,5100000.0,1503100000.0,24700000.0,,-229300000.0,,,16600000.0,2048300000.0,-15000000.0,566800000.0,766900000.0,,1402100000.0,991600000.0,,128600000.0,-420100000.0,239700000.0,124000000.0,-1056500000.0,439800000.0,-53300000.0,374500000.0,439800000.0,166973684.0,356200000.0,,,,239700000.0,,2887100000.0,,,2887100000.0,,722900000.0,,,,0.0,271700000.0,,1384000000.0,,,,,736200000.0,5000000.0,-560700000.0,707200000.0,1160800000.0,,64800000.0,64800000.0,1.435556,,,,141400000.0,-300000.0,3586400000.0,,24700000.0,,,64800000.0,224900000.0,,-251700000.0,167018402.0,0.0,0.0,,766900000.0,991800000.0,,-13300000.0,,,404700000.0,,6500000.0,,320200000.0,38400000.0,338000000.0,736200000.0,64000000.0,,13100000.0,64000000.0,173800000.0,236900000.0,546100000.0,0.0,271700000.0,-291500000.0,,,320200000.0,1485000000.0,,64000000.0,64000000.0,-2800000.0,1503100000.0,1.435556,173000000.0,,,,,,,,,,,,,,,,,,,,,,
844041600,,,4500000.0,,,95100000.0,,,-3200000.0,,,,,,,,,166547161.0,,,,,,1422400000.0,,64000000.0,200300000.0,248700000.0,,,,158300000.0,,-20400000.0,,,,,114400000.0,,,,,28700000.0,,,,,134300000.0,,79800000.0,1000800000.0,,1198500000.0,,,,,,,,90400000.0,,,-4600000.0,,,0.30015,,,,9800000.0,2090500000.0,,,737000000.0,,1392400000.0,959300000.0,,100500000.0,-43000000.0,,-34800000.0,-1089700000.0,,,,433600000.0,,374300000.0,,,,,,,,,2897400000.0,,710600000.0,,,,3200000.0,278000000.0,,,,,,,738000000.0,,,709600000.0,,170248209.0,51100000.0,51100000.0,,,,,,1800000.0,,,26400000.0,,,51100000.0,,,-62100000.0,,0.0,,,,,0.30682,-13400000.0,,,,,,,,43900000.0,,,67100000.0,,12300000.0,67100000.0,162400000.0,,,0.0,,57500000.0,,,,1505000000.0,,,,,1475000000.0,,504200000.0,,,,,,,,,,,,,,,,,,,,,,
851990400,,,-3900000.0,,,98200000.0,,,600000.0,,,,,,,,,167788446.0,,,,,,1461300000.0,,0.0,192400000.0,252400000.0,,,,163600000.0,,5900000.0,,,,,119500000.0,,,,,29600000.0,,,,,132900000.0,,82200000.0,992400000.0,,1237700000.0,,,,,,,,88800000.0,,,-5800000.0,,,0.31349,,,,-25700000.0,2112000000.0,,,691400000.0,,1382600000.0,969600000.0,,55000000.0,-58000000.0,,-33800000.0,-1119600000.0,,,,429500000.0,,353200000.0,,,,,,,,,2887600000.0,,717200000.0,,,,-24400000.0,279800000.0,,,,,,,734900000.0,,,714800000.0,,167788446.0,52600000.0,52600000.0,,,,,,5400000.0,,,25600000.0,,,52600000.0,,,-45000000.0,,0.0,,,,,0.31349,-13400000.0,,,,,,,,44100000.0,,,42700000.0,,11900000.0,42700000.0,145800000.0,,,0.0,,-3000000.0,,,312800000.0,1505000000.0,,,,,1426300000.0,,199800000.0,,,,,,,,,,,,,,,,,,,,,,
859766400,,,5900000.0,,,104800000.0,,,-600000.0,,,,,,,,,167059327.0,,,,,,1488900000.0,,0.0,198000000.0,290000000.0,,,,159200000.0,,6800000.0,,,,,115700000.0,,,,,41700000.0,,,,,174300000.0,,119700000.0,980700000.0,,1300800000.0,,,,,,0.0,,130800000.0,,,-1300000.0,,,0.4669,,,,-33800000.0,2111500000.0,,,699000000.0,,1444100000.0,1047100000.0,,87200000.0,-50900000.0,,-39500000.0,-1130800000.0,,,,421700000.0,,376800000.0,,,,,,,,,2906800000.0,,757100000.0,,,,3200000.0,271900000.0,,,,,,,718900000.0,,,696200000.0,,167059327.0,78000000.0,78000000.0,,,,,,700000.0,,,25300000.0,,,78000000.0,,,-43100000.0,,0.0,,,,,0.4669,-14900000.0,,,,,,,,43500000.0,,,45900000.0,,11800000.0,45900000.0,124200000.0,,,100000.0,,36300000.0,,,292900000.0,1462700000.0,,,,,1417900000.0,,189100000.0,,,,,,,,,,,,,,,,,,,,,,
867628800,64000000.0,,-33500000.0,1499600000.0,,101100000.0,,46700000.0,-7000000.0,193300000.0,,,274000000.0,,-1300000.0,,,,-1117800000.0,,475200000.0,2138500000.0,,1547300000.0,,0.0,266800000.0,316800000.0,,5000000.0,,163800000.0,379500000.0,22400000.0,,-220700000.0,,,125500000.0,,101100000.0,2983200000.0,150800000.0,50800000.0,,69700000.0,,0.0,191300000.0,1107900000.0,143200000.0,1020700000.0,,1378300000.0,,727800000.0,,,1499300000.0,0.0,-42400000.0,153000000.0,,,10400000.0,1451600000.0,26000000.0,,171600000.0,,,7300000.0,2138500000.0,-27000000.0,645000000.0,716000000.0,,1499600000.0,1115100000.0,,149600000.0,-68800000.0,274000000.0,-80000000.0,-1117800000.0,432900000.0,-56600000.0,424800000.0,432900000.0,167073171.0,379500000.0,,,,274000000.0,,2998900000.0,,,2998900000.0,,798300000.0,,,,23000000.0,276700000.0,,1547300000.0,100000.0,,,,735600000.0,,-194700000.0,727800000.0,1378300000.0,,92400000.0,92400000.0,1.64,,,,169800000.0,800000.0,4091100000.0,,26000000.0,,,92400000.0,-188100000.0,,-44500000.0,168064116.0,0.0,0.0,,716000000.0,1020700000.0,,-14900000.0,,,462900000.0,,8600000.0,,285300000.0,38300000.0,392300000.0,735600000.0,69000000.0,,10600000.0,69000000.0,69700000.0,266800000.0,632700000.0,-100000.0,276700000.0,80800000.0,-10200000.0,,285300000.0,1499300000.0,,69000000.0,69000000.0,14700000.0,1451600000.0,1.64,193300000.0,,,,,,,,,,,,,,,,,,,,,,
875577600,,,-30100000.0,,,102300000.0,,,-10300000.0,,,,,,,,,167701863.0,,,,,,1595600000.0,,69000000.0,256800000.0,301700000.0,,,,170900000.0,,-139200000.0,,,,,125300000.0,,,,,43100000.0,,,,,176400000.0,,121400000.0,1059900000.0,,1439800000.0,,,,,,200000.0,,130800000.0,,,-2600000.0,,,0.4669,,,,-48400000.0,2209300000.0,,,844200000.0,,1549000000.0,1083200000.0,,73300000.0,-60400000.0,,93400000.0,-1149400000.0,,,,433300000.0,,398600000.0,,,,,,,,,3197700000.0,,781500000.0,,,,-29500000.0,295400000.0,,,,,,,757900000.0,,,777700000.0,,167701863.0,78300000.0,78300000.0,,,,,,1000000.0,,,29200000.0,,,78300000.0,,,-195200000.0,,0.0,,,,,0.4669,-16700000.0,,,,,,,,45600000.0,,,39500000.0,,10400000.0,39500000.0,188800000.0,,,-100000.0,,12900000.0,,,,1648700000.0,,,,,1602100000.0,,588800000.0,,,,,,,,,,,,,,,,,,,,,,
883526400,,,-54200000.0,,,109200000.0,,,-34400000.0,,,,,,,,,167025862.0,,,,,,1597200000.0,,0.0,250000000.0,300100000.0,,,,180400000.0,,-7400000.0,,,,,133000000.0,,,,,39300000.0,,,,,167100000.0,,110600000.0,1057200000.0,,1494400000.0,,,,,,-300000.0,,119700000.0,,,-13500000.0,,,0.42021,,,,-51500000.0,2234700000.0,,,802400000.0,,1549300000.0,1114900000.0,,53600000.0,-51600000.0,,4400000.0,-1177500000.0,,,,474400000.0,,346700000.0,,,,,,,,,3197600000.0,,814800000.0,,,,-2800000.0,296200000.0,,,,,,,798000000.0,,,825000000.0,,169677066.0,71300000.0,71300000.0,,,,,,3900000.0,,,27400000.0,,,71300000.0,,,-60400000.0,,0.0,,,,,0.42688,-16700000.0,,,,,,,,47400000.0,,,36700000.0,,13100000.0,36700000.0,205700000.0,,,100000.0,,2000000.0,,,370100000.0,1648300000.0,,,,,1600400000.0,,221000000.0,,,,,,,,,,,,,,,,,,,,,,
891302400,,,-43900000.0,,,109000000.0,,,-26300000.0,,,,,,,,,164128462.0,,,,,,1635900000.0,,0.0,283900000.0,329300000.0,,,,183600000.0,,149700000.0,,,,,138500000.0,,,,,48700000.0,,,,,190800000.0,,131900000.0,1081500000.0,,1561100000.0,,,,,,300000.0,,145700000.0,,,-1800000.0,,,0.50025,,,,-61800000.0,2282700000.0,,,935600000.0,,1702300000.0,1196500000.0,,71200000.0,-223800000.0,,7800000.0,-1201200000.0,,,,487500000.0,,396500000.0,,,,,,,,,3388600000.0,,867200000.0,,,,5700000.0,302600000.0,,,,,,,817100000.0,,,873300000.0,,166316842.0,83200000.0,83200000.0,,,,,,-400000.0,,,27000000.0,,,83200000.0,,,-72900000.0,,0.0,,,,,0.50692,-16500000.0,,,,,,,,45100000.0,,,42400000.0,,13500000.0,42400000.0,255200000.0,,,0.0,,-152600000.0,,,377900000.0,1686300000.0,,,,,1752700000.0,,226900000.0,,,,,,,,,,,,,,,,,,,,,,
899164800,69000000.0,,-57400000.0,1780100000.0,,106100000.0,,52800000.0,-25900000.0,209800000.0,,,319500000.0,,7700000.0,,,,-1209900000.0,,532100000.0,2345100000.0,,1683500000.0,,0.0,338200000.0,333600000.0,,-38500000.0,,180000000.0,385100000.0,500000.0,,-469900000.0,,,135400000.0,,106100000.0,3368300000.0,180800000.0,49800000.0,,265500000.0,,0.0,198200000.0,1264700000.0,140200000.0,1135200000.0,,1631300000.0,,944300000.0,,,1744700000.0,,-212800000.0,153600000.0,,,25600000.0,1841300000.0,29700000.0,,-149300000.0,,,-51100000.0,2345100000.0,-185600000.0,714800000.0,988800000.0,,1780100000.0,1238300000.0,,122500000.0,-134100000.0,323200000.0,-4100000.0,-1209900000.0,512900000.0,-66500000.0,504000000.0,512900000.0,166406250.0,385100000.0,,,,319500000.0,,3524800000.0,,,3524800000.0,,904700000.0,,,,-11900000.0,309900000.0,,1683500000.0,,,,,852500000.0,,-459100000.0,944300000.0,1631300000.0,,86700000.0,90400000.0,1.92,,,,182700000.0,2400000.0,4633000000.0,,29700000.0,,,86700000.0,101500000.0,,-130600000.0,168157895.0,0.0,0.0,,988800000.0,1135200000.0,,-16600000.0,,,549900000.0,,6900000.0,,399700000.0,44600000.0,320600000.0,852500000.0,30500000.0,,15800000.0,30500000.0,265500000.0,338200000.0,732600000.0,0.0,309900000.0,-11600000.0,-96900000.0,,399700000.0,1744700000.0,,30500000.0,30500000.0,3600000.0,1841300000.0,1.9,209800000.0,,,,,,,,,,,,,,,,,,,,,,
907113600,,,-38300000.0,,,107100000.0,,,-29600000.0,,,,,,,,,164917541.0,,,,,,1741100000.0,,30500000.0,285600000.0,321000000.0,,,,183800000.0,,4300000.0,,,,,134200000.0,,,,,43000000.0,,,,,186800000.0,,121100000.0,1177300000.0,,1693000000.0,,,,,,,,137200000.0,,,-2100000.0,,,0.47357,,,,-106900000.0,2439900000.0,,,1010800000.0,,1875800000.0,1218700000.0,,19200000.0,-146100000.0,,134000000.0,-1262600000.0,,,,639000000.0,,370000000.0,,,,,,,,,3760100000.0,,897700000.0,,,,13700000.0,331400000.0,,,,,,,1008200000.0,,,1010100000.0,,164917541.0,78100000.0,78100000.0,,,,,,-100000.0,,,37800000.0,,,78100000.0,,,-140900000.0,,0.0,,,,,0.47357,-16400000.0,,,,,,,,49600000.0,,,44200000.0,,16100000.0,44200000.0,355200000.0,,,0.0,,-126900000.0,,,,1884300000.0,,,,,2019000000.0,,707000000.0,,,,,,,,,,,,,,,,,,,,,,
